,BXX FP Equity_DX_SI_QTY,BXX FP Equity_DX_SHORT_INTEREST_VALUE,BXX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BXX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BXX FP Equity_DX_SI_MV,BXX FP Equity_DX_DSS,BXX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BXX FP Equity_DX_SUPPLY_SI_QTY,BXX FP Equity_DX_BROKER_SI_QTY,BXX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BXX FP Equity_DX_BROKER_SI_MV_NEW_x,BXX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BXX FP Equity_DX_SUPPLY_SI_QTY_INC_x,BXX FP Equity_DX_BROKER_SI_MV_INC_x,BXX FP Equity_DX_SUPPLY_SI_MV_NEW,BXX FP Equity_DX_BROKER_SI_QTY_ADD,BXX FP Equity_DX_BROKER_SI_QTY_NEW,BXX FP Equity_DX_SUPPLY_SI_MV_DEC,BXX FP Equity_DX_BROKER_SI_QTY_INC,BXX FP Equity_DX_SUPPLY_SI_QTY_DEC,BXX FP Equity_DX_BROKER_SI_MV_NEW_y,BXX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BXX FP Equity_DX_BROKER_SI_MV_INC_y,BXX FP Equity_DX_SUPPLY_SI_QTY_INC_y,BXX FP Equity_DX_BROKER_SI_MV_ADD,BXX FP Equity_DX_SUPPLY_SI_QTY_ADD,BXX FP Equity_DX_BROKER_SI_QTY_DEC,BXX FP Equity_DX_SUPPLY_SI_MV,BXX FP Equity_DX_BROKER_SI_MV_DEC,BXX FP Equity_DX_SUPPLY_SI_MV_RMV,BXX FP Equity_DX_BROKER_SI_MV_RMV,BXX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BXX FP Equity_DX_UTILIZATION_QUANTITY,BXX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BXX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BXX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BXX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BXX FP Equity_DX_ACTIVE_UTILIZATION_MV,BXX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BXX FP Equity_DX_BROKER_SI_CON_RATIO,BXX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BXX FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-01-31,35000.0,1730050.0,0.86,5.83,1.74,,1730050.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-01,35000.0,1664600.0,0.86,5.83,1.73,,1664600.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-04,35000.0,1672300.0,0.81,5.83,1.66,,1672300.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-05,35000.0,1781150.0,0.8,5.83,1.67,,1781150.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-06,35000.0,1752450.0,0.77,5.83,1.67,,1752450.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-07,35000.0,1804250.0,0.75,5.83,1.67,,1804250.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-08,35000.0,1799000.0,0.71,5.83,1.67,,1799000.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-11,35000.0,1827000.0,0.72,5.83,1.68,,1827000.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-12,35000.0,1713600.0,0.76,5.83,1.68,,1713600.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-13,35000.0,1711500.0,0.75,5.83,1.68,,1711500.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-18,32000.0,1562560.0,0.69,5.33,1.63,,1562560.0,0.0,32000.0,0.0,,,,,,32000.0,,,,,,,,,1.63,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-19,32000.0,1561600.0,0.72,5.33,1.56,,1561600.0,0.0,32000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-20,32000.0,1598080.0,0.71,5.33,1.56,,1598080.0,0.0,32000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-21,32000.0,1577600.0,0.71,5.33,1.6,,1577600.0,0.0,32000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-22,32000.0,1615680.0,0.71,5.33,1.58,,1615680.0,0.0,32000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-25,86000.0,4203680.0,1.88,14.33,4.34,,4203680.0,0.0,86000.0,0.0,,,,2.76,,,,,54000.0,,,,2.76,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-26,86000.0,4097900.0,1.87,14.33,4.2,,4097900.0,0.0,86000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-27,86000.0,4090160.0,1.83,12.29,4.1,,4090160.0,0.0,86000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-28,86000.0,4233780.0,1.82,12.29,4.09,,4233780.0,0.0,86000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-02-29,86000.0,4375680.0,1.79,12.29,4.23,,4375680.0,0.0,86000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-03-03,86000.0,4451360.0,1.72,12.29,4.38,,4451360.0,0.0,86000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-03-04,86000.0,4625080.0,1.89,12.29,4.45,,4625080.0,0.0,86000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-03-05,54000.0,2798280.0,1.03,7.71,2.9,,2798280.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,32000.0,0.0,1.55,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-03-06,54000.0,2875500.0,1.03,7.71,2.8,,2875500.0,0.0,54000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-03-07,99000.0,5409360.0,1.95,14.14,5.27,,5409360.0,0.0,99000.0,0.0,,,,2.47,,,,,45000.0,,,,2.47,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-03-10,99000.0,5467770.0,1.78,14.14,5.41,,5467770.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-03-11,99000.0,5317290.0,1.79,14.14,5.47,,5317290.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-03-12,99000.0,5202450.0,1.76,11.25,5.45,,5202450.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-03-13,99000.0,5325210.0,1.69,9.17,5.2,,5325210.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-03-14,99000.0,5419260.0,1.63,8.39,5.33,4.0,5419260.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,83.4035
2008-03-17,99000.0,5746950.0,1.67,6.27,5.42,4.0,5746950.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.5973
2008-03-18,99000.0,5388570.0,1.67,6.27,5.75,4.0,5388570.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.1243
2008-03-19,99000.0,5501430.0,1.61,6.27,5.39,4.0,5501430.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.1243
2008-03-20,99000.0,5544990.0,1.57,6.27,5.46,4.0,5544990.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.1243
2008-03-21,99000.0,5544990.0,1.59,6.27,5.45,4.0,5544990.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.1243
2008-03-24,99000.0,5544990.0,1.59,6.27,5.5,4.0,5544990.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.1243
2008-03-25,99000.0,5194530.0,1.59,5.89,5.55,4.0,5194530.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.1243
2008-03-26,99000.0,5254920.0,1.57,5.89,5.19,4.0,5254920.0,0.0,99000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.1243
2008-03-27,18000.0,937080.0,0.29,1.07,0.96,1.0,937080.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,,,81000.0,0.0,4.24,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5681
2008-03-28,57000.0,2975400.0,0.9,3.39,2.97,2.0,2975400.0,0.0,57000.0,0.0,,,,2.01,,,,,39000.0,,,,2.01,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.7988
2008-03-31,57000.0,2997630.0,0.89,3.39,2.98,2.0,2997630.0,0.0,57000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.7988
2008-04-01,63500.0,3133725.0,0.98,3.78,3.34,3.0,2812950.0,6500.0,57000.0,320775.0,,,,,,,,,,,,,,,,6500.0,,0.34,,,,21.32,20.51,23987.0,1183758.45,,1.26,21.32,,1.0,100.0,2.004
2008-04-02,70000.0,3382400.0,0.99,4.17,3.45,3.0,3068320.0,6500.0,63500.0,314080.0,,,,0.14,,,,,6500.0,,,,0.14,,,,,0.32,,,,21.32,20.51,23987.0,1159051.84,,1.18,21.32,,1.0,100.0,2.2091
2008-04-03,76500.0,3715605.0,1.02,4.55,3.7,3.0,3399900.0,6500.0,70000.0,315705.0,,,,,,6500.0,,,,,,,,,0.31,,,0.31,,,,21.32,20.51,23987.0,1165048.59,,1.16,21.32,9.29,0.8315,90.71,2.4142
2008-04-04,76500.0,3704130.0,0.99,4.55,3.72,3.0,3389400.0,6500.0,70000.0,314730.0,,,,,,,,,,,,,,,,,,0.32,,,,21.32,20.51,23987.0,1161450.54,,1.17,21.32,9.29,0.8315,90.71,2.4142
2008-04-07,76500.0,3631455.0,0.97,4.3,3.7,3.0,3322900.0,6500.0,70000.0,308555.0,,,,,,,,,,,,,,,,,,0.31,,,,21.32,20.51,23987.0,1138662.89,,1.16,21.32,9.29,0.8315,90.71,2.4142
2008-04-08,76500.0,3667410.0,0.92,4.3,3.63,3.0,3355800.0,6500.0,70000.0,311610.0,,,,,,,,,,,,,,,,,,0.31,,,,21.32,20.51,23987.0,1149936.78,,1.14,21.32,9.29,0.8315,90.71,2.4142
2008-04-09,76500.0,3729375.0,0.91,4.3,3.67,3.0,3412500.0,6500.0,70000.0,316875.0,,,,,,,,,,,,,,,,,,0.31,,,,21.32,20.51,23987.0,1169366.25,,1.15,21.32,9.29,0.8315,90.71,2.4142
2008-04-10,76500.0,3749265.0,0.9,4.3,3.68,3.0,3430700.0,6500.0,70000.0,318565.0,,,,,,,,,,,,,,,,,,0.32,,,,21.32,20.51,23987.0,1175602.87,,1.17,21.32,9.43,0.8292,90.57,2.4142
2008-04-11,76500.0,3864780.0,0.89,3.96,3.75,3.0,3536400.0,6500.0,70000.0,328380.0,,,,,,,,,,,,,,,,,,0.32,,,,21.32,20.51,23987.0,1211823.24,,1.17,21.32,9.29,0.8315,90.71,2.4142
2008-04-14,76500.0,3919095.0,0.87,3.96,3.86,3.0,3586100.0,6500.0,70000.0,332995.0,,,,,,,,,,,,,,,,,,0.33,,,,21.32,19.38,23987.0,1228854.01,,1.21,21.32,9.29,0.8315,90.71,2.2811
2008-04-15,76500.0,3891555.0,0.85,3.96,3.92,3.0,3560900.0,6500.0,70000.0,330655.0,,,,,,,,,,,,,,,,,,0.33,,,,21.32,18.93,23987.0,1220218.69,,1.23,21.32,9.29,0.8315,90.71,2.2279
2008-04-16,70000.0,3451700.0,0.76,3.63,3.56,3.0,3451700.0,0.0,70000.0,0.0,,,,,,,,0.33,,6500.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.29,0.8315,90.71,2.0386
2008-04-17,70000.0,3495100.0,0.75,3.63,3.6,3.0,3495100.0,0.0,70000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.29,0.8315,90.71,2.0386
2008-04-18,70000.0,3339000.0,0.82,3.63,3.5,3.0,3339000.0,0.0,70000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.29,0.8315,90.71,2.0386
2008-04-21,70000.0,3407600.0,0.82,3.63,3.35,3.0,3407600.0,0.0,70000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.55,0.8272,90.45,2.0386
2008-04-22,70000.0,3459400.0,0.79,3.63,3.41,3.0,3459400.0,0.0,70000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.29,0.8315,90.71,2.0386
2008-04-23,76500.0,3724020.0,0.82,3.96,3.78,3.0,3724020.0,0.0,76500.0,0.0,,,,0.33,,,,,6500.0,,,,0.33,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.99,0.7179,83.01,2.2279
2008-04-24,76500.0,3721725.0,0.82,3.96,3.72,3.0,3721725.0,0.0,76500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.99,0.7179,83.01,2.2279
2008-04-25,99200.0,4744736.0,1.05,5.14,4.83,4.0,4744736.0,0.0,99200.0,0.0,,,,1.1,,,,,22700.0,,,,1.1,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.1,0.7723,86.9,2.889
2008-04-28,115400.0,5458420.0,1.23,5.98,5.52,4.0,5458420.0,0.0,115400.0,0.0,,,,0.76,,,,,16200.0,,,,0.76,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.3,0.622,74.7,3.3608
2008-04-29,115400.0,5512658.0,1.27,5.98,5.46,4.0,5512658.0,0.0,115400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.3,0.622,74.7,3.3608
2008-04-30,144600.0,6803430.0,1.59,7.49,6.91,5.0,6803430.0,0.0,144600.0,0.0,,,,1.41,,,,,29200.0,,,,1.41,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.39,0.5185,59.61,4.2112
2008-05-01,144600.0,6803430.0,1.58,7.49,6.87,5.0,6803430.0,0.0,144600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.02,0.5199,59.98,4.2112
2008-05-02,115400.0,5272626.0,1.26,5.98,5.5,4.0,5272626.0,0.0,115400.0,0.0,,,,,,,,,,,,,,,,,29200.0,0.0,1.37,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.99,0.6251,75.01,3.3608
2008-05-05,116400.0,5333448.0,1.31,6.03,5.32,4.0,5287628.0,1000.0,115400.0,45820.0,,,,,,,,,,,,,,,,1000.0,,0.05,,,,3.73,3.26,25800.0,1182156.0,,1.18,3.71,25.3,0.622,74.7,3.7977
2008-05-06,93700.0,4342058.0,1.06,4.85,4.29,4.0,4295718.0,1000.0,92700.0,46340.0,,,,,,,,,,,,,,,,,22700.0,0.05,1.03,,,3.73,3.26,25800.0,1195572.0,,1.18,3.72,31.5,0.5685,68.5,3.0571
2008-05-07,71000.0,3244700.0,0.82,3.68,3.29,3.0,3199000.0,1000.0,70000.0,45700.0,,,,,,,,,,,,,,,,,22700.0,0.05,1.04,,,3.73,3.26,25800.0,1179060.0,,1.2,3.76,9.29,0.8315,90.71,2.3165
2008-05-08,71000.0,3288010.0,0.85,3.68,3.24,3.0,3241700.0,1000.0,70000.0,46310.0,,,,,,,,,,,,,,,,,,0.05,,,,3.73,3.26,25800.0,1194798.0,,1.18,3.73,9.29,0.8315,90.71,2.3165
2008-05-09,71000.0,3345520.0,0.85,3.68,3.28,3.0,3298400.0,1000.0,70000.0,47120.0,,,,,,,,,,,,,,,,,,0.05,,,,3.73,3.26,25800.0,1215696.0,,1.2,3.71,9.13,0.8341,90.87,2.3165
2008-05-12,77500.0,3632425.0,0.94,4.02,3.65,3.0,3585555.0,1000.0,76500.0,46870.0,,,,0.32,,,,,6500.0,,,,0.32,,,,,0.05,,,,3.73,3.26,25800.0,1209246.0,,1.22,3.72,16.99,0.7179,83.01,2.5285
2008-05-13,77500.0,3633975.0,0.92,4.02,3.63,3.0,3587085.0,1000.0,76500.0,46890.0,,,,,,,,,,,,,,,,,,0.05,,,,3.73,3.26,25800.0,1209762.0,,1.21,3.75,16.99,0.7179,83.01,2.5285
2008-05-14,53000.0,2431110.0,0.63,2.75,2.49,2.0,2385240.0,1000.0,52000.0,45870.0,,,,,,,,,,,,,,,,,24500.0,0.05,1.15,,,3.73,3.26,25800.0,1183446.0,,1.21,3.73,12.5,0.7813,87.5,1.7292
2008-05-15,53000.0,2434290.0,0.67,2.61,2.43,2.0,2388360.0,1000.0,52000.0,45930.0,,,,,,,,,,,,,,,,,,0.05,,,,3.73,3.26,25800.0,1184994.0,,1.18,3.74,12.5,0.7813,87.5,1.7292
2008-05-16,59500.0,2723315.0,0.8,2.93,2.73,2.0,2677545.0,1000.0,58500.0,45770.0,,,,0.3,,,,,6500.0,,,,0.3,,,,,0.05,,,,3.73,3.26,25800.0,1180866.0,,1.19,3.7,22.22,0.6543,77.78,1.9413
2008-05-19,43000.0,1924680.0,0.58,2.12,1.97,2.0,1879920.0,1000.0,42000.0,44760.0,,,,,,,,,,,,,,,,,16500.0,0.05,0.76,,,3.73,3.26,25800.0,1154808.0,,1.18,3.74,31.03,0.572,68.97,1.4029
2008-05-20,30000.0,1384800.0,0.41,1.48,1.34,2.0,1338640.0,1000.0,29000.0,46160.0,,,,,,,,,,,,,,,,,13000.0,0.04,0.6,,,3.73,3.26,25800.0,1190928.0,,1.16,3.7,,1.0,100.0,0.9788
2008-05-21,30000.0,1402200.0,0.42,1.48,1.38,2.0,1355460.0,1000.0,29000.0,46740.0,,,,,,,,,,,,,,,,,,0.05,,,,3.73,3.26,25800.0,1205892.0,,1.19,3.7,,1.0,100.0,0.9788
2008-05-22,30000.0,1392600.0,0.41,1.48,1.4,2.0,1346180.0,1000.0,29000.0,46420.0,,,,,,,,,,,,,,,,,,0.05,,,,3.73,3.26,25800.0,1197636.0,,1.21,3.75,,1.0,100.0,0.9788
2008-05-23,30000.0,1439700.0,0.41,1.48,1.4,2.0,1391710.0,1000.0,29000.0,47990.0,,,,,,,,,,,,,,,,,,0.05,,,,3.73,3.26,25800.0,1238142.0,,1.2,3.73,,1.0,100.0,0.9788
2008-05-26,30000.0,1436400.0,0.42,1.48,1.44,2.0,1388520.0,1000.0,29000.0,47880.0,,,,,,,,,,,,,,,,,,0.05,,,,3.73,3.26,25800.0,1235304.0,,1.24,3.73,,1.0,100.0,0.9788
2008-05-27,30000.0,1448400.0,0.42,1.48,1.44,2.0,1400120.0,1000.0,29000.0,48280.0,,,,,,,,,,,,,,,,,,0.05,,,,3.73,3.26,25800.0,1245624.0,,1.24,3.75,,1.0,100.0,0.9788
2008-05-28,45200.0,2144740.0,0.64,2.23,2.18,2.0,2097290.0,1000.0,44200.0,47450.0,,,,0.75,,,,,15200.0,,,,0.75,,,,,0.05,,,,3.73,3.26,25800.0,1224210.0,,1.25,3.74,,1.0,100.0,1.4747
