,BXX FP Equity_DX_SI_QTY,BXX FP Equity_DX_SHORT_INTEREST_VALUE,BXX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BXX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BXX FP Equity_DX_SI_MV,BXX FP Equity_DX_DSS,BXX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BXX FP Equity_DX_SUPPLY_SI_QTY,BXX FP Equity_DX_BROKER_SI_QTY,BXX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BXX FP Equity_DX_BROKER_SI_MV_NEW_x,BXX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BXX FP Equity_DX_SUPPLY_SI_QTY_INC_x,BXX FP Equity_DX_BROKER_SI_MV_INC_x,BXX FP Equity_DX_SUPPLY_SI_MV_NEW,BXX FP Equity_DX_BROKER_SI_QTY_ADD,BXX FP Equity_DX_BROKER_SI_QTY_NEW,BXX FP Equity_DX_SUPPLY_SI_MV_DEC,BXX FP Equity_DX_BROKER_SI_QTY_INC,BXX FP Equity_DX_SUPPLY_SI_QTY_DEC,BXX FP Equity_DX_BROKER_SI_MV_NEW_y,BXX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BXX FP Equity_DX_BROKER_SI_MV_INC_y,BXX FP Equity_DX_SUPPLY_SI_QTY_INC_y,BXX FP Equity_DX_BROKER_SI_MV_ADD,BXX FP Equity_DX_SUPPLY_SI_QTY_ADD,BXX FP Equity_DX_BROKER_SI_QTY_DEC,BXX FP Equity_DX_SUPPLY_SI_MV,BXX FP Equity_DX_BROKER_SI_MV_DEC,BXX FP Equity_DX_SUPPLY_SI_MV_RMV,BXX FP Equity_DX_BROKER_SI_MV_RMV,BXX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BXX FP Equity_DX_UTILIZATION_QUANTITY,BXX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BXX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BXX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BXX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BXX FP Equity_DX_ACTIVE_UTILIZATION_MV,BXX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BXX FP Equity_DX_BROKER_SI_CON_RATIO,BXX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BXX FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-07-02,27000.0,120042.0,0.08,0.17,0.12,,120042.0,0.0,27000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7143
2018-07-03,27000.0,117544.5,0.09,0.17,0.12,,117544.5,0.0,27000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7143
2018-07-04,209800.0,910322.2,0.73,1.26,0.92,,910322.2,0.0,209800.0,0.0,,,,,,182800.0,,,,,,,,,0.8,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.44,0.3947,43.46,5.5504
2018-07-05,182800.0,779276.4,0.66,1.08,0.79,,779276.4,0.0,182800.0,0.0,,,,,,,,,,,,,,,,,27000.0,0.0,0.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,4.8361
2018-07-06,182800.0,776260.2,0.65,1.07,0.78,,776260.2,0.0,182800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,4.8361
2018-07-09,182800.0,769222.4,0.67,1.1,0.78,,769222.4,0.0,182800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,4.8361
2018-07-10,182800.0,763555.6,0.69,1.12,0.77,,763555.6,0.0,182800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.94,0.5,50.06,4.8361
2018-07-11,182800.0,786222.8,0.79,1.12,0.76,,786222.8,0.0,182800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,4.8361
2018-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,182800.0,0.0,0.76,,,0.0,0.0,37799.0,160324.46,,0.16,0.0,,0.0,,0.0
2018-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,159530.68,,0.16,0.0,,0.0,,0.0
2018-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,159908.67,,0.16,0.0,,0.0,,0.0
2018-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,159133.79,,0.16,0.0,,0.0,,0.0
2018-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,156582.36,,0.16,0.0,,0.0,,0.0
2018-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,157867.52,,0.16,0.0,,0.0,,0.0
2018-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,158774.7,,0.16,0.0,,0.0,,0.0
2018-07-23,27000.0,113791.5,0.16,0.18,0.11,,113791.5,0.0,27000.0,0.0,,,,,,27000.0,,,,,,,,,0.11,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7143
2018-07-24,27000.0,111793.5,0.16,0.18,0.11,,111793.5,0.0,27000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7143
2018-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,27000.0,0.0,0.11,,,0.0,0.0,37799.0,157943.12,,0.16,0.0,,0.0,,0.0
2018-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,154125.42,,0.16,0.0,,0.0,,0.0
2018-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,152556.76,,0.15,0.0,,0.0,,0.0
2018-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,153652.94,,0.15,0.0,,0.0,,0.0
2018-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,152405.57,,0.15,0.0,,0.0,,0.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,154012.03,,0.15,0.0,,0.0,,0.0
2018-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,157432.84,,0.15,0.0,,0.0,,0.0
2018-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,156072.07,,0.15,0.0,,0.0,,0.0
2018-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,155996.47,,0.15,0.0,,0.0,,0.0
2018-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,154144.32,,0.15,0.0,,0.0,,0.0
2018-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,154975.9,,0.15,0.0,,0.0,,0.0
2018-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,154994.8,,0.15,0.0,,0.0,,0.0
2018-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,160948.14,,0.15,0.0,,0.0,,0.0
2018-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,162365.6,,0.16,0.0,,0.0,,0.0
2018-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,162479.0,,0.16,0.0,,0.0,,0.0
2018-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,168054.35,,0.16,0.0,,0.0,,0.0
2018-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,165427.32,,0.16,0.0,,0.0,,0.0
2018-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,165899.81,,0.16,0.0,,0.0,,0.0
2018-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,163783.07,,0.16,0.0,,0.0,,0.0
2018-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,161968.72,,0.16,0.0,,0.0,,0.0
2018-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,161174.94,,0.16,0.0,,0.0,,0.0
2018-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,161250.53,,0.16,0.0,,0.0,,0.0
2018-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,160305.56,,0.16,0.0,,0.0,,0.0
2018-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,157621.83,,0.16,0.0,,0.0,,0.0
2018-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,158340.01,,0.15,0.0,,0.0,,0.0
2018-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,157773.03,,0.16,0.0,,0.0,,0.0
2018-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,159927.57,,0.16,0.0,,0.0,,0.0
2018-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,163612.97,,0.16,0.0,,0.0,,0.0
2018-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,163329.48,,0.16,0.0,,0.0,,0.0
2018-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,166750.29,,0.16,0.0,,0.0,,0.0
2018-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,171059.37,,0.16,0.0,,0.0,,0.0
2018-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,172987.12,,0.16,0.0,,0.0,,0.0
2018-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,173327.31,,0.17,0.0,,0.0,,0.0
2018-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,171626.36,,0.17,0.0,,0.0,,0.0
2018-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,171191.67,,0.17,0.0,,0.0,,0.0
2018-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,169717.51,,0.17,0.0,,0.0,,0.0
2018-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,168904.83,,0.17,0.0,,0.0,,0.0
2018-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,167884.26,,0.17,0.0,,0.0,,0.0
2018-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,167581.87,,0.17,0.0,,0.0,,0.0
2018-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,166485.7,,0.17,0.0,,0.0,,0.0
2018-09-19,50000.0,218800.0,0.28,0.25,0.22,,218800.0,0.0,50000.0,0.0,,,,,,50000.0,,,,,,,,,0.22,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,1.3228
2018-09-20,50000.0,214175.0,0.28,0.25,0.22,,214175.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37799.0,161912.02,,0.17,0.0,49.83,0.5,50.17,1.3228
2018-09-21,50000.0,210750.0,0.24,0.26,0.22,,210750.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.45,0.5001,50.55,1.3228
2018-09-24,52800.0,225244.8,0.24,0.27,0.23,,225244.8,2800.0,52800.0,11944.8,,,,,,2800.0,,,,,,,,,0.01,2800.0,,0.01,,,,100.0,7.41,0.0,0.0,,0.0,100.0,46.47,0.4518,48.28,1.3969
2018-09-25,52800.0,223449.6,0.24,0.3,0.23,,223449.6,2800.0,52800.0,11849.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.41,0.0,0.0,,0.0,100.0,47.23,0.4512,47.48,1.3969
2018-09-26,52800.0,221707.2,0.25,0.31,0.22,,221707.2,2800.0,52800.0,11757.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.6,0.0,0.0,,0.0,100.0,47.33,0.4511,47.36,0.6787
2018-09-27,52800.0,219621.6,0.26,0.32,0.22,,219621.6,2800.0,52800.0,11646.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.02,0.0,0.0,,0.0,100.0,47.32,0.4509,47.34,0.569
2018-09-28,52800.0,225931.2,0.27,0.39,0.22,,225931.2,2800.0,52800.0,11981.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.02,0.0,0.0,,0.0,100.0,47.32,0.4508,47.33,0.569
2018-10-01,50200.0,213099.0,0.22,0.37,0.21,,213099.0,3000.0,50200.0,12735.0,,,200.0,,,,,,,,,,,200.0,,,2600.0,0.01,0.01,,,100.0,3.23,0.0,0.0,,0.0,100.0,49.78,0.496,49.82,0.541
2018-10-02,50200.0,216085.9,0.21,0.26,0.21,,216085.9,200.0,50200.0,860.9,,,,,,,,0.01,,2800.0,,,,,,,,0.0,,,,100.0,0.19,0.0,0.0,,0.0,100.0,49.79,0.496,49.81,0.4739
2018-10-03,50000.0,212300.0,0.2,0.26,0.21,,212300.0,0.0,50000.0,0.0,,,,,,,,0.0,,200.0,,,,,,,200.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.64,0.5,50.36,0.472
2018-10-04,50000.0,216875.0,0.2,0.26,0.21,,216875.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.9,0.5,50.1,0.5032
2018-10-05,50000.0,220950.0,0.19,0.27,0.22,,220950.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.5032
2018-10-08,50000.0,225500.0,0.18,0.27,0.22,,225500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.55,0.5,50.45,0.5052
2018-10-09,50000.0,223475.0,0.18,0.27,0.22,,223475.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.47,0.5001,50.53,0.5052
2018-10-10,50000.0,230800.0,0.17,0.41,0.22,,230800.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.98,0.5,50.02,0.5052
2018-10-11,60000.0,286620.0,0.2,0.49,0.27,,286620.0,0.0,60000.0,0.0,,,,,,10000.0,,,,,,,,,0.05,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.92,0.3742,42.23,0.8178
2018-10-12,60000.0,289380.0,0.18,0.53,0.29,,289380.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.66,0.3751,41.7,0.8178
2018-10-15,60000.0,286170.0,0.18,0.53,0.29,,286170.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.45,0.3747,41.81,0.7775
2018-10-16,60000.0,278190.0,0.18,0.52,0.29,,278190.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.47,0.3755,41.96,0.7775
2018-10-17,60000.0,280410.0,0.19,0.52,0.28,,280410.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.15,0.3762,42.39,0.8841
2018-10-18,60000.0,285450.0,0.19,0.52,0.28,,285450.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.47,0.3747,41.81,0.8841
2018-10-19,60000.0,286020.0,0.2,0.52,0.28,,286020.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.25,0.3745,41.97,0.8841
2018-10-22,60000.0,289650.0,0.2,0.52,0.29,,289650.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.66,0.375,41.68,1.4863
2018-10-23,60000.0,298350.0,0.2,0.52,0.29,,298350.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.37,0.3747,41.9,1.4863
2018-10-24,60000.0,300660.0,0.19,0.56,0.3,,300660.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.67,0.3752,41.7,1.4863
2018-10-25,60000.0,294270.0,0.19,0.55,0.3,,294270.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.5,0.3748,41.79,0.664
2018-10-26,60000.0,299430.0,0.18,0.52,0.29,,299430.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.65,0.3751,41.69,1.3225
2018-10-29,60000.0,295830.0,0.18,0.51,0.3,,295830.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.23,0.3744,41.99,1.3225
2018-10-30,60000.0,297270.0,0.18,0.5,0.3,,297270.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.47,0.3756,41.98,1.3225
2018-10-31,60000.0,287340.0,0.17,0.5,0.3,,287340.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.56,0.3751,41.79,1.3225
2018-11-01,60000.0,286260.0,0.17,0.5,0.29,,286260.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.68,0.3752,41.7,1.4863
2018-11-02,85000.0,402730.0,0.26,0.72,0.41,,284280.0,25000.0,60000.0,118450.0,,,,,,,,,,,,,,,,25000.0,,0.12,,,,100.0,61.93,0.0,0.0,,0.0,100.0,41.57,0.3749,41.74,2.1056
2018-11-05,85000.0,401625.0,0.28,0.72,0.4,,283500.0,25000.0,60000.0,118125.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.93,0.0,0.0,,0.0,100.0,41.68,0.3752,41.69,2.1056
2018-11-06,85000.0,404090.0,0.28,0.7,0.4,,285240.0,25000.0,60000.0,118850.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.93,0.0,0.0,,0.0,100.0,41.63,0.3751,41.73,2.1056
2018-11-07,85000.0,394187.5,0.28,0.67,0.4,,278250.0,25000.0,60000.0,115937.5,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.93,0.0,0.0,,0.0,100.0,41.67,0.3751,41.68,2.1056
2018-11-08,85000.0,396525.0,0.28,0.67,0.39,,279900.0,25000.0,60000.0,116625.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.93,0.0,0.0,,0.0,100.0,41.65,0.3749,41.66,2.1056
2018-11-09,85000.0,398395.0,0.27,0.68,0.4,,281220.0,25000.0,60000.0,117175.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.93,0.0,0.0,,0.0,100.0,41.51,0.3746,41.74,2.1056
2018-11-12,85000.0,407320.0,0.29,0.68,0.4,,287520.0,25000.0,60000.0,119800.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,38.22,0.0,0.0,,0.0,100.0,41.66,0.375,41.66,1.2993
2018-11-13,85000.0,399372.5,0.29,0.66,0.41,,281910.0,25000.0,60000.0,117462.5,,,,,,,,,,,,,,,,,,0.12,,,,100.0,38.22,0.0,0.0,,0.0,100.0,41.13,0.3743,42.05,1.2993
2018-11-14,85000.0,404217.5,0.31,0.56,0.4,,285330.0,25000.0,60000.0,118887.5,,,,,,,,,,,,,,,,,,0.12,,,,100.0,38.22,0.0,0.0,,0.0,100.0,41.66,0.375,41.68,1.2993
2018-11-15,85000.0,407575.0,0.29,0.54,0.4,,287700.0,25000.0,60000.0,119875.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,38.22,0.0,0.0,,0.0,100.0,41.66,0.375,41.68,1.2993
2018-11-16,85000.0,409827.5,0.28,0.54,0.41,,289290.0,25000.0,60000.0,120537.5,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.66,0.375,41.67,2.103
2018-11-19,85000.0,415395.0,0.27,0.54,0.41,,293220.0,25000.0,60000.0,122175.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.66,0.3751,41.69,2.103
2018-11-20,85000.0,427295.0,0.27,0.56,0.42,,301620.0,25000.0,60000.0,125675.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.66,0.3749,41.66,2.103
2018-11-21,85000.0,416457.5,0.27,0.56,0.43,,293970.0,25000.0,60000.0,122487.5,,,,,,,,,,,,,,,,,,0.13,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.65,0.375,41.69,2.103
2018-11-22,85000.0,423810.0,0.28,0.63,0.42,,299160.0,25000.0,60000.0,124650.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.15,0.3762,42.41,2.103
2018-11-23,85000.0,420962.5,0.31,0.63,0.42,,297150.0,25000.0,60000.0,123812.5,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.25,0.3744,41.97,2.103
2018-11-26,85000.0,410677.5,0.32,0.63,0.42,,289890.0,25000.0,60000.0,120787.5,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.55,0.3752,41.83,2.103
2018-11-27,85000.0,412462.5,0.31,0.64,0.41,,291150.0,25000.0,60000.0,121312.5,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.23,0.3758,42.25,2.103
2018-11-28,85000.0,412080.0,0.31,0.67,0.41,,290880.0,25000.0,60000.0,121200.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.67,0.3751,41.68,2.103
2018-11-29,85000.0,410295.0,0.31,0.67,0.41,,289620.0,25000.0,60000.0,120675.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.66,0.3752,41.71,2.103
2018-11-30,85000.0,411145.0,0.3,0.67,0.41,,290220.0,25000.0,60000.0,120925.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.68,0.3752,41.7,2.103
2018-12-03,85000.0,399500.0,0.31,0.67,0.41,,282000.0,25000.0,60000.0,117500.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.64,0.3749,41.67,2.103
2018-12-04,85000.0,405705.0,0.3,0.67,0.4,,286380.0,25000.0,60000.0,119325.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.66,0.3751,41.7,2.103
2018-12-05,85000.0,415777.5,0.31,0.64,0.41,,293490.0,25000.0,60000.0,122287.5,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.66,0.375,41.68,2.103
2018-12-06,85000.0,443275.0,0.31,0.64,0.42,,312900.0,25000.0,60000.0,130375.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,61.85,0.0,0.0,,0.0,100.0,41.66,0.375,41.67,2.103
