,EXENS FP Equity_DX_SI_QTY,EXENS FP Equity_DX_SHORT_INTEREST_VALUE,EXENS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EXENS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EXENS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EXENS FP Equity_DX_SI_MV,EXENS FP Equity_DX_DSS,EXENS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EXENS FP Equity_DX_SUPPLY_SI_QTY,EXENS FP Equity_DX_BROKER_SI_QTY,EXENS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EXENS FP Equity_DX_SUPPLY_SI_QTY_INC_x,EXENS FP Equity_DX_BROKER_SI_MV_INC_x,EXENS FP Equity_DX_BROKER_SI_QTY_ADD,EXENS FP Equity_DX_SUPPLY_SI_MV_DEC,EXENS FP Equity_DX_BROKER_SI_QTY_INC,EXENS FP Equity_DX_SUPPLY_SI_QTY_DEC,EXENS FP Equity_DX_BROKER_SI_MV_INC_y,EXENS FP Equity_DX_SUPPLY_SI_QTY_INC_y,EXENS FP Equity_DX_BROKER_SI_MV_ADD,EXENS FP Equity_DX_SUPPLY_SI_QTY_ADD,EXENS FP Equity_DX_BROKER_SI_QTY_DEC,EXENS FP Equity_DX_SUPPLY_SI_MV,EXENS FP Equity_DX_BROKER_SI_MV_DEC,EXENS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EXENS FP Equity_DX_UTILIZATION_QUANTITY,EXENS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EXENS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EXENS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EXENS FP Equity_DX_ACTIVE_UTILIZATION_MV,EXENS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EXENS FP Equity_DX_BROKER_SI_CON_RATIO,EXENS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EXENS FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-03-18,34202.0,1142346.8,0.12,0.31,0.07,1.16,0.0,411454.6,21883.0,12319.0,730892.2,,,,,,,,,,,,0.75,,0.76,0.76,2864283.0,95667052.2,96.51,0.77,24.83,0.3178,47.7,0.0119
2025-03-19,29176.0,995047.48,0.11,0.23,0.06,0.98,0.0,334433.63,19370.0,9806.0,660613.85,,,,0.1,,2513.0,,,,,2513.0,0.65,0.09,0.66,0.66,2904299.0,99051117.4,98.11,0.66,29.19,0.4058,55.77,0.01
2025-03-20,29551.0,954792.81,0.11,0.22,0.06,1.01,0.0,328948.11,19370.0,10181.0,625844.7,,0.02,,,475.0,,0.02,,,,100.0,0.67,0.0,0.58,0.58,3312888.0,107039411.28,109.97,0.6,28.75,0.3987,55.32,0.0089
2025-03-21,29451.0,971883.0,0.11,0.21,0.06,0.96,0.0,335973.0,19270.0,10181.0,635910.0,,,,0.0,,100.0,,,,,,0.63,,0.57,0.57,3386044.0,111739452.0,110.59,0.57,28.73,0.3988,55.34,0.0086
2025-03-24,30379.0,1010253.65,0.11,0.21,0.06,1.0,0.0,369429.8,19270.0,11109.0,640823.85,,0.03,,,928.0,,0.03,,,,,0.64,,0.56,0.56,3403490.0,113183059.95,112.76,0.56,27.98,0.3786,53.65,0.0089
2025-03-25,29979.0,1028579.49,0.11,0.21,0.06,1.0,0.0,367425.79,19270.0,10709.0,661153.7,,,,,,,,,,,400.0,0.65,0.01,0.56,0.56,3402175.0,116728624.25,114.93,0.56,28.29,0.3889,54.48,0.0088
2025-03-26,29470.0,1008021.35,0.11,0.2,0.06,1.01,0.0,362573.0,18870.0,10600.0,645448.35,,,,0.01,,400.0,,,,,109.0,0.65,0.0,0.52,0.52,3623844.0,123953584.02,124.24,0.52,28.93,0.4025,55.44,0.0081
2025-03-27,29470.0,1000948.55,0.11,0.19,0.06,1.0,0.0,360029.0,18870.0,10600.0,640919.55,,,,,,,,,,,,0.64,,0.52,0.52,3622014.0,123021705.51,123.45,0.52,28.9,0.402,55.41,0.0081
2025-03-28,29470.0,978404.0,0.11,0.19,0.06,1.0,0.0,351920.0,18870.0,10600.0,626484.0,,,,,,,,,,,,0.64,,0.52,0.52,3620293.0,120193727.6,121.61,0.52,28.87,0.4019,55.41,0.0081
2025-03-31,29370.0,993587.1,0.11,0.19,0.06,0.97,0.0,355215.0,18870.0,10500.0,638372.1,,,,,,,,,,,100.0,0.62,0.0,0.51,0.51,3699665.0,125159666.95,123.93,0.5,29.08,0.4023,55.35,0.0079
2025-04-01,29170.0,1003739.7,0.11,0.18,0.06,0.98,0.0,354423.0,18870.0,10300.0,649316.7,,,,,,,,,,,200.0,0.64,0.01,0.53,0.53,3531782.0,121528618.62,119.68,0.53,29.3,0.4077,55.79,0.0082
2025-04-02,28170.0,945666.9,0.1,0.18,0.06,0.97,0.0,312201.0,18870.0,9300.0,633465.9,,,,,,,,,,,1000.0,0.65,0.03,0.53,0.53,3535657.0,118692005.49,119.98,0.54,30.08,0.435,57.97,0.0079
2025-04-03,75353.0,2485141.94,0.27,0.47,0.15,2.5,0.0,306714.0,66053.0,9300.0,2178427.94,12205.0,,,,,,,12205.0,,34978.0,,2.19,,54.73,1.85,54636.0,1801895.28,1.83,54.52,21.95,0.4488,62.17,0.0211
2025-04-04,76032.0,2433024.0,0.28,0.48,0.15,2.55,0.0,1807456.0,66053.0,56483.0,2113696.0,,,47183.0,,,,,,1.61,,,2.16,,54.73,1.85,54636.0,1748352.0,1.83,54.15,20.87,0.4618,63.62,0.0213
2025-04-07,59453.0,1819261.8,0.22,0.35,0.12,1.9,0.0,1221062.4,49474.0,39904.0,1513904.4,,,10000.0,0.88,,26579.0,,,0.32,10000.0,26579.0,1.56,0.94,1.39,1.39,3507131.0,107318208.6,110.19,1.39,27.31,0.2522,35.51,0.0167
2025-04-08,106376.0,3334887.6,0.39,0.62,0.21,3.3,0.0,2722026.45,96397.0,86827.0,3022045.95,23621.0,,54643.0,0.24,,7720.0,,23621.0,1.71,31022.0,7720.0,2.95,0.27,80.33,2.72,23605.0,740016.75,0.73,80.07,15.03,0.3242,52.03,0.03
2025-04-09,111729.0,3385388.7,0.41,0.64,0.22,3.47,0.0,2793054.0,101750.0,92180.0,3083025.0,,0.12,,,5353.0,,0.12,,,5353.0,,3.18,,39.83,2.82,153732.0,4658079.6,4.68,40.46,14.88,0.3333,53.1,0.031
2025-04-10,53222.0,1623271.0,0.19,0.3,0.1,1.64,0.0,1047736.0,43922.0,34352.0,1339621.0,,,,2.08,,65354.0,,,,7526.0,57828.0,1.33,1.77,1.21,1.21,3582815.0,109275857.5,108.61,1.21,28.65,0.2364,29.97,0.0147
2025-04-11,45696.0,1391443.2,0.17,0.25,0.09,1.4,0.0,816851.7,36396.0,26826.0,1108258.2,,,,0.23,,7526.0,,,,,7526.0,1.1,0.24,1.0,1.0,3595248.0,109475301.6,109.29,1.0,22.82,0.2387,35.14,0.0126
2025-04-14,45696.0,1471411.2,0.17,0.26,0.09,1.44,0.0,863797.2,36396.0,26826.0,1171951.2,,,,,,,,,,,,1.11,,0.94,0.94,3847484.0,123888984.8,120.46,0.91,23.64,0.237,34.29,0.0118
2025-04-15,45696.0,1533100.8,0.17,0.28,0.09,1.53,0.0,900012.3,36396.0,26826.0,1221085.8,,,,,,,,,,,,1.19,,0.93,0.93,3897090.0,130747369.5,127.85,0.92,23.21,0.2388,34.93,0.0116
2025-04-16,45696.0,1555948.8,0.17,0.29,0.09,1.56,0.0,913425.3,36396.0,26826.0,1239283.8,,,,,,,,,,,,1.22,,0.93,0.93,3891786.0,132515313.3,131.18,0.92,22.92,0.2395,35.21,0.0116
2025-04-17,130591.0,4387857.6,0.47,0.85,0.26,4.45,0.0,901353.6,121291.0,26826.0,4075377.6,28284.0,,,,,,,28284.0,,56611.0,,4.12,,3.09,3.09,3805926.0,127879113.6,129.21,3.09,8.04,0.6074,77.0,0.0333
2025-04-18,130591.0,4387857.6,0.47,0.87,0.26,4.39,0.0,901353.6,121291.0,26826.0,4075377.6,,,,,,,,,,,,4.06,,3.09,3.09,3803935.0,127812216.0,127.78,3.08,8.14,0.6053,76.85,0.0333
2025-04-21,130591.0,4387857.6,0.47,0.87,0.26,4.37,0.0,901353.6,121291.0,26826.0,4075377.6,,,,,,,,,,,,4.04,,3.12,3.12,3762506.0,126420201.6,126.03,3.11,8.15,0.605,76.83,0.0336
2025-04-22,131082.0,4502666.7,0.48,0.87,0.26,4.44,0.0,662955.0,121782.0,19300.0,4183211.7,,,,0.24,,7526.0,,,,8017.0,7526.0,4.1,0.25,3.12,3.12,3785903.0,130045768.05,128.19,3.1,8.29,0.6931,82.56,0.0335
2025-04-23,131255.0,4462670.0,0.48,0.88,0.26,4.55,0.0,662082.0,121955.0,19473.0,4146470.0,173.0,,173.0,,,,,173.0,0.01,,,4.22,,3.1,3.1,3813318.0,129652812.0,130.43,3.13,7.9,0.6972,82.84,0.0334
2025-04-24,72265.0,2522048.5,0.26,0.49,0.14,2.51,0.0,2168651.1,55439.0,62139.0,1934821.1,11556.0,0.4,31110.0,3.52,11556.0,101656.0,0.4,11556.0,1.07,23584.0,,1.91,,1.4,1.4,3901550.0,136164095.0,133.91,1.4,16.33,0.343,52.96,0.0183
2025-04-25,95045.0,3302813.75,0.35,0.66,0.19,3.33,0.0,2950935.25,78219.0,84919.0,2718110.25,22780.0,0.79,,,22780.0,,0.79,22780.0,,,,2.73,,1.98,1.98,3877906.0,134757233.5,135.12,1.98,36.04,0.3151,40.55,0.024
2025-04-28,97932.0,3285618.6,0.36,0.68,0.19,3.37,0.0,2945891.3,81106.0,87806.0,2721106.3,,0.1,,,2887.0,,0.1,,,2887.0,,2.8,,2.02,2.02,3925460.0,131699183.0,134.36,2.04,34.34,0.3218,42.95,0.0244
2025-04-29,169823.0,5672088.2,0.62,1.18,0.33,5.74,0.0,4388726.6,127517.0,131399.0,4259067.8,28298.0,1.44,,,43593.0,,1.44,28298.0,,18113.0,,4.28,,3.15,3.15,3914647.0,130749209.8,131.05,3.17,34.66,0.3408,45.83,0.042
2025-04-30,220054.0,7558854.9,0.69,1.55,0.43,7.45,0.0,6238990.5,177748.0,181630.0,6105643.8,37364.0,1.5,4568.0,,45663.0,,1.5,37364.0,0.15,12867.0,,5.95,,4.37,4.37,3888484.0,133569425.4,130.46,4.36,27.53,0.3889,55.35,0.0541
2025-05-01,220054.0,7558854.9,0.69,1.57,0.43,7.57,0.0,6238990.5,177748.0,181630.0,6105643.8,,,,,,,,,,,,6.12,,4.35,4.35,3905842.0,134165672.7,133.32,4.39,26.97,0.3918,55.89,0.0539
2025-05-02,236225.0,8527722.5,0.74,1.68,0.47,8.26,0.0,7140616.1,189019.0,197801.0,6823585.9,11271.0,0.67,,,16171.0,,0.67,11271.0,,,,6.53,,4.63,4.63,3891635.0,140488023.5,136.33,4.57,28.28,0.3968,55.76,0.0579
2025-05-05,236225.0,8574967.5,0.74,1.88,0.47,8.37,0.0,7180176.3,184098.0,197801.0,6682757.4,,,,0.08,,4921.0,,,,,,6.66,,4.51,4.51,3896736.0,141451516.8,140.6,4.52,28.08,0.3939,55.58,0.0579
2025-05-06,237711.0,8510053.8,0.74,1.96,0.47,8.39,0.0,5328149.8,168370.0,148831.0,6027646.0,36554.0,,,1.87,,52282.0,,36554.0,,,48970.0,6.09,1.82,4.12,4.12,3915016.0,140157572.8,140.65,4.15,26.45,0.3906,55.58,0.0582
2025-05-07,214805.0,7700759.25,0.67,1.86,0.42,7.54,0.0,5335591.35,103683.0,148831.0,3717035.55,,,,2.43,,66687.0,,,,2000.0,,3.72,,2.54,2.54,3980283.0,142693145.55,142.31,2.55,30.15,0.3536,49.79,0.0526
2025-05-08,240015.0,8784549.0,0.81,2.13,0.47,8.53,0.0,6369900.6,118146.0,174041.0,4324143.6,25210.0,0.94,,0.38,25210.0,10747.0,0.94,25210.0,,,,4.27,,2.92,2.92,3928415.0,143779989.0,141.97,2.92,26.97,0.3135,44.18,0.0593
2025-05-09,135910.0,4743259.0,0.46,1.22,0.27,4.88,0.0,2440766.4,113610.0,69936.0,3964989.0,,,,0.16,,4536.0,,,,,104105.0,4.16,3.58,2.81,2.81,3934717.0,137321623.3,140.78,2.87,34.73,0.3522,47.35,0.0336
2025-05-12,142007.0,4828238.0,0.48,1.29,0.28,4.95,0.0,2585122.0,119707.0,76033.0,4070038.0,,0.35,,0.2,11430.0,5333.0,0.35,,,11430.0,5333.0,4.21,0.19,2.99,2.99,3886640.0,132145760.0,134.68,3.03,35.53,0.3434,45.21,0.0354
2025-05-13,145705.0,4924829.0,0.49,1.32,0.29,4.93,0.0,2694907.8,123405.0,79731.0,4171089.0,2730.0,0.07,968.0,,2730.0,,0.07,2730.0,0.04,968.0,,4.18,,3.1,3.1,3860495.0,130484731.0,130.75,3.1,35.45,0.3294,43.4,0.0366
2025-05-14,145936.0,4961824.0,0.49,1.32,0.29,4.95,0.0,2692494.0,122865.0,79191.0,4177410.0,3590.0,0.08,,0.17,2361.0,4901.0,0.08,3590.0,,771.0,2901.0,4.15,0.09,3.08,3.08,3867183.0,131484222.0,131.0,3.07,33.53,0.3151,43.21,0.0366
2025-05-15,120230.0,4418452.5,0.41,1.12,0.24,4.23,0.0,1965573.75,97159.0,53485.0,3570593.25,,,,0.87,,25706.0,,,,,25706.0,3.32,0.77,2.44,2.44,3889711.0,142946879.25,136.69,2.37,33.47,0.383,51.47,0.0302
2025-05-16,118475.0,4596830.0,0.4,1.12,0.23,4.46,0.0,2075218.0,95404.0,53485.0,3701675.2,,,,0.05,,1755.0,,,,,,3.53,,2.41,2.41,3864602.0,149946557.6,145.36,2.37,33.5,0.3869,51.8,0.0299
2025-05-19,110005.0,4257193.5,0.37,1.01,0.22,4.24,0.0,1742080.5,95404.0,45015.0,3692134.8,,,,,,,,,,,8470.0,3.68,0.33,2.39,2.39,3900918.0,150965526.6,150.94,2.38,27.71,0.4047,56.6,0.0275
2025-05-20,110005.0,4158189.0,0.37,0.99,0.22,4.21,0.0,1701567.0,95404.0,45015.0,3606271.2,,,,,,,,,,,,3.68,,2.39,2.39,3897904.0,147340771.2,149.3,2.4,27.24,0.4068,57.0,0.0275
2025-05-21,121534.0,4782362.9,0.41,1.09,0.24,4.66,0.0,2225006.4,106503.0,56544.0,4190893.05,4881.0,0.5,,,11529.0,,0.5,4881.0,,6218.0,,4.01,,2.64,2.64,3927799.0,154558890.65,150.82,2.59,35.04,0.3843,50.55,0.0301
2025-05-22,88726.0,3593403.0,0.3,0.81,0.17,3.53,0.0,961308.0,74796.0,23736.0,3029238.0,,,,1.18,,31707.0,,,,,32808.0,2.96,1.28,1.85,1.85,3959065.0,160342132.5,157.78,1.84,11.22,0.5152,70.08,0.022
2025-05-23,93726.0,3744353.7,0.32,0.88,0.18,3.77,0.0,1148003.2,79796.0,28736.0,3187850.2,,,5000.0,,,,,,0.2,5000.0,,3.21,,1.97,1.97,3962803.0,158313979.85,159.36,1.97,10.36,0.4659,66.48,0.0232
2025-05-26,149837.0,6300645.85,0.5,1.38,0.3,6.02,0.0,1141068.8,135907.0,27136.0,5714889.35,55291.0,,,0.07,,1600.0,,55291.0,,2420.0,1600.0,5.44,0.07,3.36,3.36,3903693.0,164150290.65,159.11,3.31,38.46,0.3292,41.44,0.0371
2025-05-27,151015.0,6425686.1,0.51,1.39,0.3,6.37,0.0,937844.24,137204.0,22041.0,5838028.24,500.0,,,0.02,,595.0,,500.0,,1392.0,5095.0,5.78,0.21,3.38,3.38,3924172.0,166973462.68,166.11,3.36,38.07,0.3257,41.42,0.0372
2025-05-28,145915.0,6223274.75,0.49,1.36,0.29,6.24,0.0,726798.65,132104.0,17041.0,5634235.6,,,,0.22,,5100.0,,,,,5000.0,5.65,0.21,3.24,3.24,3946881.0,168334474.65,168.46,3.24,39.5,0.3479,42.81,0.0358
2025-05-29,255915.0,11145098.25,0.86,2.32,0.5,10.89,0.0,5532635.55,242104.0,127041.0,10543629.2,,,110000.0,,,,,,4.69,110000.0,,10.27,,5.93,5.93,3843026.0,167363782.3,165.17,5.85,24.35,0.2982,43.08,0.0626
2025-05-30,210013.0,9104063.55,0.71,1.91,0.41,9.14,0.0,5507227.35,196202.0,127041.0,8505356.7,,,,1.93,,45902.0,,,,,,8.55,,4.8,4.8,3891479.0,168695614.65,169.18,4.81,27.42,0.3605,52.44,0.0514
2025-06-02,270013.0,11921073.95,0.91,2.3,0.53,11.64,0.0,4505110.15,171202.0,102041.0,7558568.3,,,,1.12,,25000.0,,,,,25000.0,7.36,1.11,4.12,4.12,3983661.0,175878633.15,173.72,4.06,21.26,0.4492,63.07,0.065
2025-06-03,146367.0,6601151.7,0.49,1.23,0.29,6.49,0.0,5054853.1,128516.0,112081.0,5796071.6,,0.33,3000.0,2.19,7040.0,51406.0,0.33,,0.14,8720.0,,5.7,,3.0,3.0,4161226.0,187671292.6,185.41,2.98,11.27,0.3608,57.8,0.0341
2025-06-04,146367.0,6557241.6,0.49,1.23,0.29,6.6,0.0,5021228.8,128516.0,112081.0,5757516.8,,,,,,,,,,,,5.78,,2.96,2.96,4207122.0,188479065.6,189.16,2.96,11.23,0.3633,58.05,0.0338
2025-06-05,61367.0,2776856.75,0.21,0.48,0.12,2.76,0.0,1225415.25,43516.0,27081.0,1969099.0,,,,3.82,,85000.0,,,,,85000.0,1.95,3.83,0.97,0.97,4439172.0,200872533.0,199.61,0.97,15.89,0.1497,26.69,0.0137
2025-06-06,61822.0,2775807.8,0.21,0.48,0.12,2.81,0.0,1236366.4,43516.0,27536.0,1953868.4,,0.02,,,455.0,,0.02,,,,,1.97,,0.87,0.87,4986401.0,223889404.9,225.24,0.87,15.65,0.1486,26.7,0.0123
2025-06-09,57402.0,2534298.3,0.19,0.44,0.11,2.58,0.0,1140659.4,40796.0,25836.0,1801143.4,,0.06,,0.12,1300.0,2720.0,0.06,,,,3000.0,1.83,0.14,0.81,0.81,4998104.0,220666291.6,223.75,0.81,16.84,0.167,28.64,0.0114
2025-06-10,59636.0,2483839.4,0.2,0.46,0.12,2.63,0.0,1190606.9,40280.0,28586.0,1677662.0,,0.12,,0.12,2750.0,2500.0,0.12,,,1984.0,,1.78,,0.8,0.8,4987241.0,207718587.65,215.56,0.82,16.32,0.169,27.64,0.0119
2025-06-11,48755.0,2062336.5,0.15,0.37,0.1,2.04,0.0,955387.8,34280.0,22586.0,1450044.0,,,,0.26,,6000.0,,,,,6000.0,1.42,0.26,0.67,0.67,5046095.0,213449818.5,211.18,0.67,17.57,0.2029,33.39,0.0096
2025-06-12,59306.0,2517539.7,0.19,0.45,0.12,2.53,0.0,1383105.9,44831.0,32582.0,1903075.95,7755.0,,14877.0,0.26,,6428.0,,7755.0,0.65,9224.0,4881.0,1.88,0.21,0.89,0.89,4976042.0,211232982.9,210.36,0.89,25.74,0.1974,27.27,0.0118
2025-06-13,80655.0,3439935.75,0.25,0.61,0.16,3.47,0.0,1855658.85,55253.0,43509.0,2356540.45,,0.47,,,10927.0,,0.47,,,10422.0,,2.35,,1.11,1.11,4900810.0,209019546.5,208.58,1.12,20.21,0.2709,44.52,0.0163
2025-06-16,43007.0,1827797.5,0.13,0.33,0.08,1.85,0.0,773925.0,28027.0,18210.0,1191147.5,,,,1.16,,27226.0,,,,,25299.0,1.19,1.1,0.57,0.57,4890250.0,207835625.0,208.21,0.57,19.61,0.2408,38.02,0.0087
2025-06-17,246387.0,10311295.95,0.77,1.85,0.49,10.49,0.0,9963564.3,17891.0,238078.0,748738.35,,,220048.0,0.7,,16488.0,,,9.35,6352.0,180.0,0.77,0.01,0.37,0.37,4840779.0,202586601.15,204.92,0.37,3.47,0.7535,86.6,0.0507
2025-06-18,258257.0,11001748.2,0.81,1.92,0.51,10.84,0.0,10517854.8,27664.0,246898.0,1178486.4,6723.0,0.42,,,9773.0,,0.42,6723.0,,3050.0,953.0,1.16,0.04,0.58,0.58,4780750.0,203659950.0,201.64,0.57,7.53,0.689,82.51,0.0537
2025-06-19,258257.0,11260005.2,0.81,1.9,0.51,11.03,0.0,10764752.8,27664.0,246898.0,1206150.4,,,,,,,,,,,,1.18,,0.58,0.58,4776179.0,208241404.4,205.36,0.57,7.54,0.6895,82.55,0.0538
2025-06-20,241922.0,10838105.6,0.76,1.78,0.48,10.57,0.0,10454886.4,22879.0,233368.0,1024979.2,,,,0.28,,6830.0,,,,2045.0,13530.0,0.99,0.57,0.47,0.47,4799145.0,215001696.0,211.32,0.47,4.74,0.7943,88.93,0.0502
2025-06-23,240761.0,10376799.1,0.75,1.78,0.47,10.76,0.0,10058160.8,21718.0,233368.0,936045.8,,,,0.05,,1161.0,,,,,,0.97,,0.45,0.45,4819499.0,207720406.9,212.43,0.45,4.47,0.8078,89.71,0.0497
2025-06-24,271591.0,11447560.65,0.85,1.97,0.53,11.67,0.0,11135945.7,52548.0,264198.0,2214898.2,,1.29,,,30830.0,,1.29,,,30830.0,,2.26,,1.08,1.08,4792907.0,202021030.05,204.48,1.09,15.25,0.6563,79.51,0.0561
2025-06-25,252229.0,10669286.7,0.79,1.81,0.5,10.65,0.0,10356562.8,30986.0,244836.0,1310707.8,,0.09,,0.94,2200.0,21562.0,0.09,,,,21562.0,1.3,0.91,0.64,0.64,4803385.0,203183185.5,202.57,0.64,8.14,0.7353,85.28,0.0522
2025-06-26,239889.0,9943399.05,0.75,1.71,0.47,10.15,0.0,9636959.2,30986.0,232496.0,1284369.7,,0.05,,,1300.0,,0.05,,,,13640.0,1.31,0.58,0.64,0.64,4797642.0,198862260.9,201.04,0.65,3.86,0.8089,89.79,0.0497
2025-06-27,239889.0,9703510.05,0.75,1.69,0.47,9.96,0.0,9404463.2,17346.0,232496.0,701645.7,,,,0.58,,13640.0,,,,,,0.72,,0.36,0.36,4815666.0,194793689.7,197.75,0.36,3.93,0.8076,89.71,0.0496
2025-06-30,239889.0,9679521.15,0.75,1.73,0.47,9.74,0.0,9109940.55,17346.0,225773.0,699911.1,,,,,,,,,,,6723.0,0.71,0.27,0.36,0.36,4822523.0,194588803.05,194.75,0.36,4.02,0.8042,89.52,0.0496
2025-07-01,228251.0,8970264.3,0.71,1.66,0.45,9.24,0.0,8893511.4,5183.0,226298.0,203691.9,,0.02,,0.5,525.0,12163.0,0.02,,,,,0.21,,0.11,0.11,4629624.0,181944223.2,185.17,0.11,4.43,0.8728,93.31,0.0492
2025-07-02,227290.0,8739300.5,0.71,1.65,0.45,8.94,0.0,8701158.1,4222.0,226298.0,162335.9,,,,0.04,,961.0,,,,,,0.17,,0.09,0.09,4628025.0,177947561.25,180.37,0.09,4.23,0.8839,93.91,0.0491
2025-07-03,226298.0,8701158.1,0.71,1.69,0.45,8.72,0.0,8701158.1,3230.0,226298.0,124193.5,,,,0.04,,992.0,,,,,,0.12,,0.07,0.07,4646926.0,178674304.7,178.69,0.07,4.34,0.8899,94.23,0.0487
2025-07-04,225576.0,8662118.4,0.71,1.71,0.44,8.69,0.0,8662118.4,3230.0,225576.0,124032.0,,,,,,,,,,,722.0,0.12,0.03,0.07,0.07,4662078.0,179023795.2,179.08,0.07,4.02,0.8957,94.55,0.0484
2025-07-07,225576.0,8741070.0,0.71,1.77,0.44,8.68,0.0,8741070.0,3230.0,225576.0,125162.5,,,,,,,,,,,,0.12,,0.07,0.07,4680533.0,181370653.75,180.53,0.07,4.02,0.8954,94.53,0.0482
2025-07-08,225576.0,8797464.0,0.71,1.79,0.44,8.76,0.0,8797464.0,3230.0,225576.0,125970.0,,,,,,,,,,,,0.13,,0.07,0.07,4664638.0,181920882.0,181.21,0.07,3.99,0.8961,94.57,0.0483
2025-07-09,225576.0,8876415.6,0.71,1.81,0.44,8.81,0.0,8876415.6,3230.0,225576.0,127100.5,,,,,,,,,,,,0.13,,0.07,0.07,4668420.0,183702327.0,182.17,0.07,3.96,0.8966,94.6,0.0483
2025-07-10,225576.0,8853858.0,0.71,1.84,0.44,8.89,0.0,8853858.0,3230.0,225576.0,126777.5,,,,,,,,,,,,0.13,,0.07,0.07,4655210.0,182716992.5,183.08,0.07,3.93,0.8972,94.63,0.0484
2025-07-11,222796.0,9134636.0,0.7,1.82,0.44,8.76,0.0,9134636.0,500.0,222796.0,20500.0,,,,0.11,,2730.0,,,,,2780.0,0.02,0.11,0.01,0.01,4654106.0,190818346.0,185.51,0.01,3.96,0.9192,95.79,0.0479
2025-07-14,222796.0,9379711.6,0.7,1.97,0.44,9.13,0.0,9379711.6,500.0,222796.0,21050.0,,,,,,,,,,,,0.02,,0.01,0.01,4685657.0,197266159.7,194.02,0.01,3.8,0.9222,95.96,0.0475
2025-07-15,222786.0,9056250.9,0.7,2.0,0.44,9.36,0.0,9056250.9,500.0,222786.0,20325.0,,,,,,,,,,,10.0,0.02,0.0,0.01,0.01,4687758.0,190557362.7,195.27,0.01,3.7,0.9243,96.07,0.0475
2025-07-16,228818.0,8969665.6,0.72,2.05,0.45,9.32,0.0,8969665.6,4065.0,228818.0,159348.0,,,6032.0,,,,,,0.27,3565.0,,0.16,,0.09,0.09,4737744.0,185719564.8,190.09,0.09,3.72,0.8706,93.21,0.0483
2025-07-17,240479.0,9751423.45,0.75,2.38,0.47,9.47,0.0,9751423.45,14186.0,240479.0,575242.3,,0.47,,,11661.0,,0.47,,,10121.0,,0.57,,0.3,0.3,4735203.0,192012481.65,187.85,0.3,6.03,0.7872,88.43,0.0506
2025-07-18,263613.0,10860855.6,0.82,2.67,0.52,10.71,0.0,10366455.6,37320.0,251613.0,1537584.0,,0.45,,,11134.0,,0.45,,,23134.0,,1.53,,0.78,0.78,4742823.0,195404307.6,193.31,0.78,9.57,0.6676,80.94,0.0551
2025-07-21,256749.0,10398334.5,0.8,2.64,0.51,10.59,0.0,9912334.5,34463.0,244749.0,1395751.5,,,,0.12,,2857.0,,,,,6864.0,1.43,0.27,0.72,0.72,4745846.0,192206763.0,194.18,0.73,7.16,0.7001,83.15,0.0537
2025-07-22,265171.0,10460995.95,0.83,2.75,0.52,10.76,0.0,9987595.95,38878.0,253171.0,1533737.1,4415.0,0.33,,,8422.0,,0.33,4415.0,,,,1.57,,0.81,0.81,4734746.0,186785729.7,189.83,0.82,10.13,0.6604,80.43,0.0555
2025-07-23,283142.0,11085009.3,0.89,3.1,0.56,11.2,0.0,10615209.3,56849.0,271142.0,2225638.35,,0.81,,0.11,20799.0,2828.0,0.81,,,20799.0,2828.0,2.26,0.13,1.18,1.18,4758851.0,186309016.65,187.12,1.19,16.97,0.5985,75.3,0.0588
2025-07-24,296871.0,11756091.6,0.93,3.32,0.58,11.63,0.0,11280891.6,70578.0,284871.0,2794888.8,,0.5,,,13729.0,,0.5,,,13729.0,,2.8,,1.47,1.47,4741909.0,187779596.4,186.18,1.48,20.67,0.5625,71.92,0.0617
2025-07-25,285254.0,11067855.2,0.89,3.22,0.56,11.32,0.0,10170256.0,45170.0,262120.0,1752596.0,,,6664.0,1.0,,25408.0,,,0.26,,29415.0,1.81,1.14,0.93,0.93,4821891.0,187089370.8,189.41,0.95,15.27,0.5858,74.79,0.0586
2025-07-28,189884.0,7111155.8,0.59,2.16,0.37,7.37,0.0,7111155.8,22036.0,189884.0,825248.2,,,,0.94,,23134.0,,,,,72236.0,0.86,3.0,0.44,0.44,4949034.0,185341323.3,191.09,0.45,10.95,0.6608,80.34,0.0382
2025-07-29,228585.0,8400498.75,0.71,2.66,0.45,8.56,0.0,8019915.75,32392.0,218229.0,1190406.0,,0.65,10356.0,,17989.0,,0.65,,0.39,10356.0,,1.21,,0.6,0.6,5406704.0,198696372.0,201.55,0.6,10.56,0.4746,66.74,0.042
