,EXENS FP Equity_DX_SI_QTY,EXENS FP Equity_DX_SHORT_INTEREST_VALUE,EXENS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EXENS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EXENS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EXENS FP Equity_DX_SI_MV,EXENS FP Equity_DX_DSS,EXENS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EXENS FP Equity_DX_SUPPLY_SI_QTY,EXENS FP Equity_DX_BROKER_SI_QTY,EXENS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EXENS FP Equity_DX_SUPPLY_SI_QTY_INC_x,EXENS FP Equity_DX_BROKER_SI_MV_INC_x,EXENS FP Equity_DX_BROKER_SI_QTY_ADD,EXENS FP Equity_DX_SUPPLY_SI_MV_DEC,EXENS FP Equity_DX_BROKER_SI_QTY_INC,EXENS FP Equity_DX_SUPPLY_SI_QTY_DEC,EXENS FP Equity_DX_BROKER_SI_MV_INC_y,EXENS FP Equity_DX_SUPPLY_SI_QTY_INC_y,EXENS FP Equity_DX_BROKER_SI_MV_ADD,EXENS FP Equity_DX_SUPPLY_SI_QTY_ADD,EXENS FP Equity_DX_BROKER_SI_QTY_DEC,EXENS FP Equity_DX_SUPPLY_SI_MV,EXENS FP Equity_DX_BROKER_SI_MV_DEC,EXENS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EXENS FP Equity_DX_UTILIZATION_QUANTITY,EXENS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EXENS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EXENS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EXENS FP Equity_DX_ACTIVE_UTILIZATION_MV,EXENS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EXENS FP Equity_DX_BROKER_SI_CON_RATIO,EXENS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EXENS FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-07-11,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2200788.0,46876784.4,45.6,0.0,,0.0,,0.0
2024-07-12,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2188519.0,46615454.7,46.6,0.0,,0.0,,0.0
2024-07-15,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2189918.0,47083237.0,46.86,0.0,,0.0,,0.0
2024-07-16,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2193403.0,48068426.75,47.59,0.0,,0.0,,0.0
2024-07-17,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2209174.0,47497241.0,47.94,0.0,,0.0,,0.0
2024-07-18,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2212338.0,48162598.26,47.92,0.0,,0.0,,0.0
2024-07-19,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2219726.0,47901687.08,48.25,0.0,,0.0,,0.0
2024-07-22,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2327001.0,50239951.59,50.23,0.0,,0.0,,0.0
2024-07-23,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2339621.0,50886756.75,50.72,0.0,,0.0,,0.0
2024-07-24,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2341493.0,51746995.3,51.34,0.0,,0.0,,0.0
2024-07-25,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2341751.0,51143841.84,51.47,0.0,,0.0,,0.0
2024-07-26,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2341751.0,50886249.23,51.0,0.0,,0.0,,0.0
2024-07-29,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2385549.0,49213875.87,50.57,0.0,,0.0,,0.0
2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2385939.0,49388937.3,49.3,0.0,,0.0,,0.0
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2406943.0,50545803.0,50.19,0.0,,0.0,,0.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2397555.0,47963087.78,49.15,0.0,,0.0,,0.0
2024-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2400991.0,48079844.78,47.99,0.0,,0.0,,0.0
2024-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2313875.0,45444505.0,45.86,0.0,,0.0,,0.0
2024-08-06,1240.0,24673.52,0.01,0.05,0.0,0.02,0.0,12336.76,620.0,620.0,12336.76,,,620.0,,,,,,0.01,620.0,,0.01,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005
2024-08-07,1240.0,24795.04,0.01,0.05,0.0,0.02,0.0,12397.52,620.0,620.0,12397.52,,,,,,,,,,,,0.01,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005
2024-08-08,1240.0,24482.56,0.01,0.05,0.0,0.02,0.0,12241.28,620.0,620.0,12241.28,,,,,,,,,,,,0.01,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005
2024-08-09,1240.0,24467.68,0.01,0.05,0.0,0.02,0.0,12233.84,620.0,620.0,12233.84,,,,,,,,,,,,0.01,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005
2024-08-12,11240.0,223451.2,0.05,0.49,0.02,0.22,0.0,111725.6,5620.0,5620.0,111725.6,,,5000.0,,,,,,0.1,5000.0,,0.11,,0.24,0.24,2306356.0,45850357.28,45.62,0.24,19.66,0.6841,80.34,0.0049
2024-08-13,1240.0,23671.6,0.01,0.05,0.0,0.02,0.0,11835.8,620.0,620.0,11835.8,,,,0.1,,5000.0,,,,,5000.0,0.01,0.1,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005
2024-08-14,1240.0,24313.92,0.01,0.05,0.0,0.02,0.0,12156.96,620.0,620.0,12156.96,,,,,,,,,,,,0.01,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005
2024-08-15,1840.0,36281.12,0.01,0.08,0.0,0.04,0.0,20112.36,820.0,1020.0,16168.76,,,400.0,,,,,,0.01,200.0,,0.02,,100.0,0.04,0.0,0.0,0.0,100.0,10.87,0.4896,67.39,0.0008
2024-08-16,1840.0,35696.0,0.01,0.08,0.0,0.04,0.0,19788.0,820.0,1020.0,15908.0,,,,,,,,,,,,0.02,,100.0,0.04,0.0,0.0,0.0,100.0,10.87,0.4896,67.39,0.0008
2024-08-19,1840.0,35066.72,0.01,0.08,0.0,0.04,0.0,19439.16,820.0,1020.0,15627.56,,,,,,,,,,,,0.02,,100.0,0.04,0.0,0.0,0.0,100.0,10.87,0.4896,67.39,0.0008
2024-08-20,1840.0,35512.0,0.01,0.08,0.0,0.04,0.0,19686.0,820.0,1020.0,15826.0,,,,,,,,,,,,0.02,,100.0,0.04,0.0,0.0,0.0,100.0,10.87,0.4896,67.39,0.0008
2024-08-21,1840.0,35769.6,0.01,0.09,0.0,0.04,0.0,19828.8,820.0,1020.0,15940.8,,,,,,,,,,,,0.02,,100.0,0.04,0.0,0.0,0.0,100.0,10.87,0.4896,67.39,0.0008
2024-08-22,1840.0,35637.12,0.01,0.08,0.0,0.04,0.0,19755.36,820.0,1020.0,15881.76,,,,,,,,,,,,0.02,,100.0,0.04,0.0,0.0,0.0,100.0,10.87,0.4896,67.39,0.0008
2024-08-23,4954.0,98326.99,0.02,0.23,0.01,0.1,0.0,86080.78,4137.0,4337.0,82111.18,400.0,0.02,2500.0,,817.0,,0.02,400.0,0.05,2917.0,,0.08,,100.0,0.18,0.0,0.0,0.0,100.0,31.77,0.409,54.98,0.0022
2024-08-26,7831.0,152406.92,0.03,0.4,0.02,0.16,0.0,140398.87,1902.0,7214.0,37016.72,,0.01,5112.0,0.05,214.0,2449.0,0.01,,0.1,214.0,2449.0,0.04,0.05,2.22,0.08,83759.0,1630117.66,1.66,2.22,22.34,0.5273,68.93,0.0034
2024-08-27,3013.0,58500.41,0.01,0.14,0.01,0.06,0.0,44948.04,2115.0,2315.0,41064.84,30.0,0.0,,,30.0,,0.0,30.0,,183.0,4929.0,0.04,0.1,1.03,0.09,203545.0,3952029.72,3.96,1.03,7.7,0.4309,63.57,0.0013
2024-08-28,6368.0,127360.0,0.03,0.29,0.01,0.12,0.0,78020.0,3701.0,3901.0,74020.0,1850.0,0.04,,0.01,1850.0,264.0,0.04,1850.0,,,264.0,0.07,0.01,4.23,0.16,83759.0,1675180.0,1.63,4.22,4.87,0.7362,85.39,0.0028
2024-08-29,13460.0,269200.0,0.06,0.58,0.03,0.27,0.0,198420.0,9721.0,9921.0,194420.0,,0.02,4948.0,,1072.0,,0.02,,0.1,6020.0,,0.19,,3.05,0.43,308815.0,6176300.0,6.18,3.05,44.03,0.4513,50.64,0.0059
2024-08-30,8512.0,172368.0,0.04,0.37,0.02,0.17,0.0,100703.25,4773.0,4973.0,96653.25,,,,0.1,,4948.0,,,,,4948.0,0.1,0.1,2.41,0.21,193408.0,3916512.0,3.9,2.39,3.17,0.8218,90.48,0.0038
2024-09-02,7278.0,142648.8,0.03,0.32,0.01,0.15,0.0,73284.4,3539.0,3739.0,69364.4,,,,0.02,,1234.0,,,,,1234.0,0.07,0.02,3.1,0.14,110624.0,2168230.4,2.17,3.2,3.96,0.7812,88.12,0.0029
2024-09-03,4878.0,100486.8,0.02,0.2,0.01,0.1,0.0,52303.4,2339.0,2539.0,48183.4,,,,0.03,,1200.0,,,,,1200.0,0.05,0.03,2.06,0.09,111407.0,2294984.2,2.3,1.96,6.57,0.6576,80.29,0.0019
2024-09-04,8262.0,171436.5,0.03,0.3,0.02,0.17,0.0,87793.25,4031.0,4231.0,83643.25,,0.04,,,1692.0,,0.04,,,1692.0,,0.08,,1.72,0.16,229714.0,4766565.5,4.75,1.72,3.11,0.8249,90.67,0.0033
2024-09-05,18943.0,379901.87,0.08,0.74,0.04,0.39,0.0,299060.16,14712.0,14912.0,295049.16,10681.0,,10681.0,,,,,10681.0,0.22,,,0.3,,6.29,0.59,219033.0,4392706.82,4.47,6.38,34.09,0.5059,62.39,0.0076
2024-09-06,35521.0,718589.83,0.15,1.41,0.07,0.71,0.0,642889.17,31579.0,31779.0,638843.17,17056.0,0.33,,0.01,17156.0,289.0,0.33,17056.0,,100.0,289.0,0.63,0.01,25.85,1.29,90570.0,1832231.1,1.81,25.76,15.59,0.7069,82.61,0.0146
2024-09-09,25107.0,533523.75,0.1,0.97,0.05,0.51,0.0,454006.25,21165.0,21365.0,449756.25,2200.0,,,0.25,,12614.0,,2200.0,,,10414.0,0.43,0.2,17.02,0.87,103184.0,2192660.0,2.09,17.0,22.52,0.6119,74.9,0.0103
2024-09-10,29695.0,623446.53,0.12,1.11,0.06,0.63,0.0,544883.24,25753.0,25953.0,540684.24,,0.12,,0.0,4588.0,100.0,0.12,,,4688.0,,0.55,,7.3,1.06,327174.0,6869018.13,6.88,7.35,18.67,0.6621,79.19,0.0122
2024-09-11,11633.0,240105.12,0.05,0.42,0.02,0.25,0.0,201054.24,9451.0,9741.0,195068.64,,,,0.35,,16302.0,,,,,16212.0,0.2,0.34,2.69,0.39,341626.0,7051160.64,7.09,2.72,28.3,0.5254,66.67,0.0048
2024-09-12,4745.0,97296.23,0.02,0.17,0.01,0.1,0.0,58500.77,2563.0,2853.0,52554.32,,,,0.14,,6888.0,,,,,6888.0,0.05,0.15,2.13,0.11,117636.0,2412126.18,2.42,2.13,16.04,0.5394,71.3,0.002
2024-09-13,3984.0,81353.28,0.02,0.14,0.01,0.08,0.0,42718.64,1892.0,2092.0,38634.64,,,,0.01,,671.0,,,,,761.0,0.04,0.02,1.57,0.08,118307.0,2415828.94,2.43,1.57,5.02,0.7289,84.93,0.0017
2024-09-16,3984.0,79345.34,0.02,0.13,0.01,0.08,0.0,41664.27,1892.0,2092.0,37681.07,,,,,,,,,,,,0.04,,1.57,0.08,118307.0,2356202.21,2.41,1.58,5.02,0.7291,84.95,0.0017
2024-09-17,3984.0,78564.48,0.02,0.14,0.01,0.08,0.0,41254.24,1892.0,2092.0,37310.24,,,,,,,,,,,,0.04,,1.57,0.08,118307.0,2333014.04,2.36,1.57,5.03,0.7288,84.92,0.0017
2024-09-18,3984.0,76891.2,0.02,0.14,0.01,0.08,0.0,40375.6,1892.0,2092.0,36515.6,,,,,,,,,,,,0.04,,1.57,0.08,118307.0,2283325.1,2.34,1.58,5.0,0.7298,84.99,0.0017
2024-09-19,3984.0,79576.42,0.02,0.14,0.01,0.08,0.0,41785.61,1892.0,2092.0,37790.81,,,,,,,,,,,,0.04,,1.57,0.08,118307.0,2363064.02,2.29,1.58,5.0,0.7299,84.99,0.0017
2024-09-20,3984.0,78309.5,0.02,0.14,0.01,0.08,0.0,41120.35,1892.0,2092.0,37189.15,,,,,,,,,,,,0.04,,1.57,0.08,118307.0,2325442.39,2.37,1.58,5.01,0.7296,84.97,0.0017
2024-09-23,3984.0,77688.0,0.02,0.14,0.01,0.08,0.0,40794.0,1892.0,2092.0,36894.0,,,,,,,,,,,,0.04,,1.57,0.08,118307.0,2306986.5,2.32,1.59,4.99,0.7304,85.03,0.0017
2024-09-24,6568.0,132509.4,0.03,0.23,0.01,0.13,0.0,68272.2,3184.0,3384.0,64237.2,,0.03,,,1292.0,,0.03,,,1292.0,,0.06,,1.37,0.14,228711.0,4614244.43,4.54,1.35,3.02,0.83,90.95,0.0028
2024-09-25,6568.0,128076.0,0.03,0.22,0.01,0.13,0.0,65988.0,3184.0,3384.0,62088.0,,,,,,,,,,,,0.06,,1.37,0.14,228711.0,4459864.5,4.53,1.4,3.02,0.8299,90.95,0.0028
2024-09-26,6568.0,131458.52,0.03,0.22,0.01,0.13,0.0,67730.76,3184.0,3384.0,63727.76,,,,,,,,,,,,0.06,,1.37,0.14,228711.0,4577650.67,4.52,1.37,3.0,0.8308,91.0,0.0028
2024-09-27,6568.0,133855.84,0.03,0.22,0.01,0.13,0.0,68965.92,3184.0,3384.0,64889.92,,,,,,,,,,,,0.06,,1.37,0.14,228711.0,4661130.18,4.62,1.36,3.02,0.8297,90.94,0.0028
2024-09-30,6568.0,132673.6,0.03,0.21,0.01,0.14,0.0,68356.8,3184.0,3384.0,64316.8,,,,,,,,,,,,0.07,,1.37,0.14,228711.0,4619962.2,4.64,1.38,3.01,0.8303,90.97,0.0028
2024-10-01,6568.0,129389.6,0.03,0.21,0.01,0.13,0.0,66664.8,3184.0,3384.0,62724.8,,,,,,,,,,,,0.06,,1.37,0.13,228711.0,4505606.7,4.56,1.39,3.01,0.8303,90.97,0.0026
2024-10-02,4442.0,86521.28,0.02,0.14,0.01,0.09,0.0,45208.44,2121.0,2321.0,41312.84,,,,0.02,,1063.0,,,,,1063.0,0.04,0.02,0.91,0.08,229774.0,4475537.97,4.51,0.93,4.59,0.7537,86.46,0.0018
2024-10-03,4442.0,84842.2,0.02,0.13,0.01,0.09,0.0,44331.1,2121.0,2321.0,40511.1,,,,,,,,,,,,0.04,,0.91,0.08,229774.0,4388683.4,4.43,0.92,4.52,0.7532,86.43,0.0018
2024-10-04,4442.0,88395.8,0.02,0.13,0.01,0.09,0.0,46187.9,2121.0,2321.0,42207.9,,,,,,,,,,,,0.04,,1.87,0.08,111467.0,2218193.3,2.22,1.79,4.48,0.7555,86.57,0.0018
2024-10-07,4442.0,91971.61,0.02,0.12,0.01,0.09,0.0,48056.31,2121.0,2321.0,43915.31,,,,,,,,,,,,0.04,,1.87,0.08,111467.0,2307924.24,2.31,1.8,4.67,0.752,86.36,0.0018
2024-10-08,4442.0,94459.13,0.02,0.13,0.01,0.09,0.0,49356.07,2121.0,2321.0,45103.07,,,,,,,,,,,,0.04,,1.87,0.08,111467.0,2370345.76,2.37,1.8,4.63,0.7521,86.36,0.0018
2024-10-09,4242.0,91033.32,0.02,0.12,0.01,0.09,0.0,49808.66,1921.0,2321.0,41224.66,,,,0.0,,200.0,,,,,,0.04,,1.69,0.08,111467.0,2392081.82,2.39,1.68,4.74,0.8247,90.57,0.0017
2024-10-10,25784.0,547910.0,0.11,0.74,0.05,0.55,0.0,276080.0,12792.0,12992.0,271830.0,,0.23,,0.0,10900.0,229.0,0.23,,,11100.0,229.0,0.27,0.0,17.87,0.51,58800.0,1249500.0,1.26,17.86,20.02,0.6427,77.61,0.0103
2024-10-11,22400.0,472864.0,0.09,0.63,0.04,0.48,0.0,238543.0,11100.0,11300.0,234321.0,,,,0.04,,1692.0,,,,,1692.0,0.24,0.04,15.88,0.45,58800.0,1241268.0,1.25,15.88,1.47,0.9425,97.06,0.009
2024-10-14,22400.0,474880.0,0.09,0.61,0.04,0.47,0.0,239560.0,11100.0,11300.0,235320.0,,,,,,,,,,,,0.23,,15.88,0.44,58800.0,1246560.0,1.24,15.88,1.47,0.9427,97.07,0.0089
2024-10-15,22400.0,470400.0,0.09,0.61,0.04,0.47,0.0,237300.0,11100.0,11300.0,233100.0,,,,,,,,,,,,0.24,,15.88,0.44,58800.0,1234800.0,1.25,15.88,1.48,0.942,97.04,0.0089
2024-10-16,13600.0,283492.0,0.06,0.42,0.03,0.29,0.0,52112.5,11100.0,2500.0,231379.5,,,,,,,,,,,8800.0,0.23,0.19,20.67,0.44,42613.0,888267.99,0.89,20.67,4.18,0.8432,91.64,0.0055
2024-10-17,4800.0,100752.0,0.02,0.15,0.01,0.1,0.0,52475.0,2300.0,2500.0,48277.0,,,,0.18,,8800.0,,,,,,0.05,,5.12,0.09,42613.0,894446.87,0.89,5.12,4.15,0.8442,91.69,0.0019
2024-10-18,4800.0,100944.0,0.02,0.15,0.01,0.1,0.0,52575.0,2300.0,2500.0,48369.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,896151.39,0.89,5.12,4.16,0.8439,91.67,0.0019
2024-10-21,4800.0,100800.0,0.02,0.16,0.01,0.1,0.0,52500.0,2300.0,2500.0,48300.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,894873.0,0.9,5.12,4.17,0.8437,91.66,0.0019
2024-10-22,4800.0,104640.0,0.02,0.16,0.01,0.1,0.0,54500.0,2300.0,2500.0,50140.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,928963.4,0.89,5.12,4.09,0.8464,91.82,0.0019
2024-10-23,4800.0,101664.0,0.02,0.16,0.01,0.1,0.0,52950.0,2300.0,2500.0,48714.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,902543.34,0.93,5.12,4.22,0.8417,91.55,0.0019
2024-10-24,4800.0,98832.0,0.02,0.16,0.01,0.1,0.0,51475.0,2300.0,2500.0,47357.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,877401.67,0.9,5.12,4.22,0.8418,91.55,0.0019
2024-10-25,4800.0,93840.0,0.02,0.16,0.01,0.1,0.0,48875.0,2300.0,2500.0,44965.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,833084.15,0.88,5.12,4.17,0.8438,91.67,0.0019
2024-10-28,5000.0,99420.0,0.02,0.18,0.01,0.1,0.0,51698.4,2400.0,2600.0,47721.6,100.0,0.0,,,100.0,,0.0,100.0,,,,0.05,,5.33,0.1,42613.0,847316.89,0.83,5.33,3.99,0.8501,92.03,0.002
2024-10-29,5000.0,98420.0,0.02,0.17,0.01,0.1,0.0,51178.4,2400.0,2600.0,47241.6,,,,,,,,,,,,0.05,,5.33,0.1,42613.0,838794.29,0.85,5.33,3.99,0.8499,92.02,0.002
2024-10-30,2900.0,56555.8,0.01,0.1,0.01,0.06,0.0,9751.0,2400.0,500.0,46804.8,,,,,,,,,,,2100.0,0.05,0.04,5.33,0.1,42613.0,831038.73,0.84,5.33,6.9,0.7525,86.19,0.0012
