,ETL FP Equity_DX_SI_QTY,ETL FP Equity_DX_SHORT_INTEREST_VALUE,ETL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ETL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ETL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ETL FP Equity_DX_SI_MV,ETL FP Equity_DX_DSS,ETL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ETL FP Equity_DX_SUPPLY_SI_QTY,ETL FP Equity_DX_BROKER_SI_QTY,ETL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ETL FP Equity_DX_BROKER_SI_MV_NEW_x,ETL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ETL FP Equity_DX_SUPPLY_SI_QTY_INC_x,ETL FP Equity_DX_BROKER_SI_MV_INC_x,ETL FP Equity_DX_SUPPLY_SI_MV_NEW,ETL FP Equity_DX_BROKER_SI_QTY_ADD,ETL FP Equity_DX_BROKER_SI_QTY_NEW,ETL FP Equity_DX_SUPPLY_SI_MV_DEC,ETL FP Equity_DX_BROKER_SI_QTY_INC,ETL FP Equity_DX_SUPPLY_SI_QTY_DEC,ETL FP Equity_DX_BROKER_SI_MV_NEW_y,ETL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ETL FP Equity_DX_BROKER_SI_MV_INC_y,ETL FP Equity_DX_SUPPLY_SI_QTY_INC_y,ETL FP Equity_DX_BROKER_SI_MV_ADD,ETL FP Equity_DX_SUPPLY_SI_QTY_ADD,ETL FP Equity_DX_BROKER_SI_QTY_DEC,ETL FP Equity_DX_SUPPLY_SI_MV,ETL FP Equity_DX_BROKER_SI_MV_DEC,ETL FP Equity_DX_SUPPLY_SI_MV_RMV,ETL FP Equity_DX_BROKER_SI_MV_RMV,ETL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ETL FP Equity_DX_UTILIZATION_QUANTITY,ETL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ETL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ETL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ETL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ETL FP Equity_DX_ACTIVE_UTILIZATION_MV,ETL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ETL FP Equity_DX_BROKER_SI_CON_RATIO,ETL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ETL FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-06-29,8633918.0,183629491.03,5.16,16.16,3.71,199.2,1.0,119928168.65,5835957.0,5638800.0,124121379.61,,,76146.0,5.92,,,,4.66,309107.0,190771.0,,,5.92,76146.0,,5953.0,287651.0,133.14,7.72,,,12.4,12.4,41232904.0,876957271.91,,944.38,12.36,16.01,0.133,27.62,0.1834
2017-06-30,8437440.0,177388069.34,5.04,15.93,3.62,192.13,1.0,115406082.21,5686158.0,5489275.0,119545334.79,,,4675.0,1.65,,,,3.64,89600.0,154642.0,,,1.65,4675.0,,168.0,239125.0,127.99,6.45,,,12.12,12.12,41231760.0,866853251.9,,930.55,12.09,15.97,0.1285,26.51,0.1798
2017-07-03,8351574.0,176368083.52,4.99,15.52,3.59,189.78,1.0,115203903.8,5583320.0,5455261.0,117908246.77,,,75173.0,0.97,,,,4.89,40100.0,212225.0,,,0.97,75173.0,,34214.0,74114.0,125.3,1.79,,,11.89,11.89,41363428.0,873510612.99,,928.11,11.89,16.26,0.1308,26.87,0.1779
2017-07-04,8442902.0,178852432.1,5.04,15.98,3.63,192.01,1.0,117177411.18,5347427.0,5531473.0,113278624.39,,,5834.0,5.43,,,,5.62,241103.0,251009.0,,,5.43,5834.0,,9282.0,164891.0,120.34,3.7,,,11.39,11.39,41602708.0,881301892.16,,936.0,11.39,16.12,0.1317,26.54,0.1798
2017-07-05,7694393.0,162634463.64,4.6,14.64,3.31,174.84,1.0,101663435.97,4957828.0,4809795.0,104792372.53,,,11970.0,1.89,,,,10.08,86273.0,449690.0,,,1.89,11970.0,,48121.0,807951.0,111.57,18.44,,,10.55,10.55,42018516.0,888134881.17,,946.49,10.54,17.7,0.1321,25.99,0.1638
2017-07-06,7136436.0,148559661.83,4.26,13.43,3.07,160.67,1.0,91463548.97,4801921.0,4393681.0,99961908.14,,,28650.0,,,,,6.19,,272555.0,,,,28650.0,,87998.0,416114.0,107.0,10.17,,,10.22,10.22,42181252.0,878089922.28,,942.84,10.19,19.07,0.145,27.54,0.1519
2017-07-07,7142688.0,148622651.23,4.27,13.27,3.07,159.94,1.0,91834520.57,4772509.0,4413495.0,99304763.22,,,21809.0,1.03,,8000.0,,1.22,62891.0,51221.0,,,1.03,21809.0,0.18,,51077.0,105.68,1.35,,,10.14,10.14,42292660.0,880011454.59,,937.22,10.13,18.95,0.1456,27.74,0.1518
2017-07-10,7089156.0,147808725.42,4.23,13.17,3.05,158.84,1.0,92823317.28,4722168.0,4451963.0,98457084.78,,,14187.0,0.98,,,,2.24,42708.0,101236.0,,,0.98,14187.0,,36708.0,4240.0,104.62,0.1,,,10.03,10.03,42374004.0,883496924.37,,938.89,10.03,19.15,0.1493,27.99,0.1505
2017-07-11,7188871.0,147927579.72,4.29,13.31,3.09,159.87,1.0,91031603.3,4821883.0,4423884.0,99221349.48,,,208933.0,0.23,,,,3.04,8902.0,136214.0,,,0.23,208933.0,,26996.0,36981.0,106.07,1.14,,,10.26,10.26,42195000.0,868259317.24,,931.09,10.23,18.77,0.1434,27.15,0.1529
2017-07-12,6938008.0,145081317.04,4.14,12.89,2.98,154.62,1.0,88063379.63,4797959.0,4211324.0,100330557.53,,,16072.0,0.29,,,,0.9,16072.0,39996.0,,,0.29,16072.0,,,228632.0,105.82,5.4,,,10.2,10.2,42250296.0,883499786.8,,927.57,10.24,19.76,0.1482,27.58,0.1475
2017-07-13,6953615.0,141779022.64,4.15,13.28,2.99,155.06,1.0,86185804.94,4715496.0,4227021.0,96145445.8,,,70036.0,0.49,,,,3.3,30018.0,152499.0,,,0.49,70036.0,,,14321.0,103.79,0.17,,,10.01,10.01,42403320.0,864572063.05,,939.22,9.95,19.23,0.1486,27.95,0.1476
2017-07-14,6951048.0,145648104.22,4.15,13.41,2.99,153.76,1.0,88808585.44,4635518.0,4238385.0,97129872.9,,,59972.0,0.0,,,,3.08,55746.0,139950.0,,,0.0,59972.0,,,44382.0,101.5,1.22,,,10.09,10.09,41328032.0,865962875.25,,898.63,10.15,19.89,0.1501,27.77,0.1512
2017-07-17,6738285.0,143439151.83,4.02,13.07,2.89,152.09,1.0,90846829.09,4415893.0,4267676.0,94001952.5,,,27805.0,2.23,,,,5.07,44850.0,247430.0,,,2.23,27805.0,,,15559.0,99.0,0.0,,,9.39,9.39,42629028.0,907452210.71,,951.69,9.42,20.48,0.1608,28.93,0.1432
2017-07-18,6340302.0,135265284.63,3.79,12.32,2.72,144.53,1.0,83425050.79,4418588.0,3910390.0,94267049.66,,,46131.0,1.65,,,,0.96,52098.0,43436.0,,,1.65,46131.0,,,409384.0,99.92,8.7,,,9.4,9.4,42610628.0,909063751.96,,962.57,9.4,21.71,0.1832,31.83,0.1348
2017-07-19,6431604.0,140357733.73,3.84,12.59,2.76,149.07,1.0,86160709.18,4493555.0,3948137.0,98063437.39,,,45977.0,2.49,,,,0.55,65312.0,24565.0,,,2.49,45977.0,,53555.0,27565.0,103.21,0.43,,,9.55,9.55,42578140.0,929188307.75,,972.19,9.6,21.5,0.1833,32.2,0.1366
2017-07-20,6460691.0,138744884.6,3.86,12.65,2.78,149.28,1.0,84979411.32,4555124.0,3957088.0,97822377.47,,,88931.0,3.05,,,,0.66,128184.0,27619.0,,,3.05,88931.0,,257.0,119233.0,104.59,2.91,,,9.66,9.66,42610388.0,915068274.53,,982.59,9.62,21.17,0.1915,33.69,0.137
2017-07-21,6264142.0,134995135.02,3.74,12.15,2.69,144.02,1.0,78982324.29,4545303.0,3664995.0,97953365.71,,,44025.0,1.6,,,,1.26,76960.0,53846.0,,,1.6,44025.0,,,369053.0,103.85,8.87,,,9.62,9.62,42686368.0,919910821.22,,974.54,9.63,22.13,0.2083,35.58,0.1326
2017-07-24,6583507.0,141877597.34,3.93,12.71,2.83,152.1,1.0,85151013.86,4630170.0,3951239.0,99782288.51,,,40878.0,4.18,,143684.0,,0.04,181000.0,1845.0,,,4.18,40878.0,3.33,45834.0,38440.0,106.19,0.41,,,9.8,9.8,42600304.0,918056102.52,,976.84,9.81,20.96,0.1969,33.92,0.1394
2017-07-25,6574184.0,141893029.87,3.93,12.85,2.82,151.82,1.0,85176580.27,4608206.0,3946399.0,99460604.03,,,55640.0,1.25,,13515.0,,1.91,59766.0,82604.0,,,1.25,55640.0,0.33,5000.0,78121.0,105.67,1.75,,,9.73,9.73,42759392.0,922891675.44,,980.05,9.73,21.03,0.1959,34.01,0.1388
2017-07-26,6537558.0,141317659.6,3.9,13.03,2.81,150.78,1.0,84477790.95,4587282.0,3908064.0,99159954.86,,,13473.0,2.22,,,,0.79,96993.0,34397.0,,,2.22,13473.0,,,135328.0,105.01,3.25,,,9.69,9.69,42758968.0,924289663.64,,979.47,9.68,21.22,0.1971,34.77,0.1381
2017-07-27,6722950.0,144345353.19,4.02,13.31,2.89,155.11,1.0,87890828.02,4826880.0,4093555.0,103635710.28,94.85,,236190.0,4.19,,,4093555.0,0.08,180663.0,3517.0,94.85,,4.19,236190.0,,4826880.0,75.0,110.64,0.03,,,10.24,10.24,42331016.0,908869685.98,,970.4,10.23,20.45,0.1921,33.9,0.1426
2017-07-28,6552762.0,143279035.22,3.91,12.61,2.82,151.41,1.0,89032055.2,4695140.0,4071816.0,102661309.75,,,38580.0,1.23,,,,3.99,56836.0,170320.0,,,1.23,38580.0,,,78575.0,107.85,1.93,,,9.98,9.98,42373500.0,926515292.16,,968.51,10.02,21.36,0.204,35.23,0.1392
2017-07-31,6439803.0,138599060.04,3.85,12.46,2.77,149.49,1.0,85006673.66,4870161.0,3949711.0,104816830.09,,,176542.0,0.6,,,,0.01,41000.0,1521.0,,,0.6,176542.0,,,163105.0,112.18,2.6,,,10.36,10.36,42116476.0,906441390.49,,973.58,10.33,21.35,0.2099,36.42,0.1371
2017-08-01,6417828.0,141927744.58,3.83,12.06,2.76,149.72,1.0,87891498.28,4795235.0,3974364.0,106044737.92,,,,1.76,,66900.0,,1.76,50000.0,74926.0,,,1.76,,1.6,,92247.0,111.14,2.87,,,10.26,10.26,41952728.0,927768095.99,,968.56,10.29,21.88,0.2086,35.73,0.1373
2017-08-02,6360059.0,140919307.0,3.8,11.79,2.73,150.33,1.0,86779675.03,4937895.0,3916595.0,109408535.59,,,51266.0,3.97,,,,1.06,169000.0,46883.0,,,3.97,51266.0,,138277.0,226769.0,116.11,3.97,,,10.57,10.57,41768624.0,925463985.23,,981.24,10.58,21.87,0.2119,34.96,0.1362
2017-08-03,6129906.0,137318368.34,3.66,11.18,2.63,145.99,1.0,81968293.48,4741675.0,3659073.0,106220074.86,,,34675.0,0.19,,,,5.43,8000.0,230895.0,,,0.19,34675.0,,,265522.0,112.25,5.8,,,10.15,10.15,41985628.0,940536107.82,,990.89,10.18,22.71,0.2131,35.68,0.1312
2017-08-04,6119810.0,138444425.09,3.66,11.2,2.63,147.97,1.0,81959178.38,4883268.0,3622931.0,110470951.03,,,151816.0,,,,,0.45,,22613.0,,,,151816.0,,12390.0,36142.0,117.22,0.0,,,10.44,10.44,41898544.0,947843125.22,,1003.22,10.46,22.74,0.2113,35.4,0.1308
2017-08-07,5845431.0,133446482.59,3.49,10.58,2.51,141.79,1.0,75243975.69,4448835.0,3295954.0,101563320.55,,,17397.0,,,,,10.9,,451830.0,,,,17397.0,,,326977.0,107.39,7.98,,,9.51,9.51,42349224.0,966798681.45,,1019.1,9.53,24.05,0.2151,34.71,0.1249
2017-08-08,5906724.0,135984277.1,3.53,10.66,2.54,144.98,1.0,76230518.67,4566871.0,3311211.0,105138254.57,,,116508.0,0.42,,18439.0,,0.36,14917.0,16911.0,,,0.42,116508.0,0.45,18439.0,18099.0,111.49,0.0,,,9.77,9.77,42173336.0,970912236.47,,1026.62,9.8,23.7,0.2107,34.06,0.1264
2017-08-09,5697648.0,130715579.21,3.4,10.32,2.45,140.02,1.0,76836120.29,4319863.0,3349143.0,99106402.18,,,,3.71,,,,6.09,151534.0,247008.0,,,3.71,,,,113602.0,105.54,2.73,,,9.26,9.26,42342556.0,971423951.22,,1034.71,9.26,24.56,0.2229,35.6,0.1221
2017-08-10,5815475.0,132762611.23,3.47,10.49,2.5,142.24,1.0,76633040.88,4439818.0,3356800.0,101357469.7,,,8990.0,1.17,,,,1.16,48558.0,47080.0,,,1.17,8990.0,,158045.0,40901.0,107.99,1.22,,,9.52,9.52,42206640.0,963543603.54,,1027.82,9.51,24.0,0.214,34.78,0.1247
2017-08-11,5594665.0,126748528.96,3.34,10.09,2.4,135.86,1.0,74596802.63,4275940.0,3292694.0,96872485.65,,,1227.0,0.3,,60778.0,,5.56,12500.0,226863.0,,,0.3,1227.0,1.48,61758.0,137384.0,103.24,3.46,,,9.16,9.16,42421428.0,961068016.63,,1026.12,9.14,24.42,0.2137,35.37,0.1198
2017-08-14,5525532.0,127104588.43,3.3,9.99,2.37,134.92,1.0,74941379.06,4229036.0,3257876.0,97281108.9,,,56681.0,0.26,,,,2.48,7500.0,103585.0,,,0.26,56681.0,,,42318.0,102.71,0.79,,,9.06,9.06,42467536.0,976886693.41,,1026.37,9.1,24.82,0.2165,35.57,0.1183
2017-08-15,5485006.0,126146576.86,3.28,9.9,2.36,135.15,1.0,74270285.53,3619328.0,3229362.0,83238894.86,,,30764.0,0.44,,,,15.56,16312.0,640472.0,,,0.44,30764.0,,,44826.0,88.65,0.39,,,7.75,7.75,43052136.0,990131931.11,,1054.61,7.75,25.04,0.217,35.52,0.1175
2017-08-16,5297632.0,123854605.55,3.16,9.53,2.28,131.06,1.0,71296626.39,4184217.0,3049570.0,97823809.98,,,100.0,,,,,1.16,,45546.0,,,,100.0,,,179792.0,102.96,4.62,,,8.97,8.97,42439928.0,992213227.01,,1039.71,9.01,26.27,0.2262,35.85,0.1136
2017-08-17,5109397.0,119501855.42,3.05,9.17,2.19,127.94,1.0,67684506.98,3976340.0,2893905.0,93001191.29,,,5548.0,,,,,6.26,,259868.0,,,,5548.0,,46443.0,155665.0,98.96,2.85,,,8.54,8.54,42607936.0,996541746.02,,1058.98,8.55,26.98,0.234,36.81,0.1097
2017-08-18,5127418.0,117175349.97,3.06,9.17,2.2,127.01,1.0,67934429.65,4047033.0,2972709.0,92485634.7,,,10227.0,2.64,,,,0.89,107304.0,35194.0,,,2.64,10227.0,,95660.0,28500.0,99.45,1.01,,,8.71,8.71,42429192.0,969621634.4,,1050.47,8.65,26.56,0.2339,37.19,0.1103
2017-08-21,5718673.0,129961233.42,3.42,10.08,2.46,139.21,1.0,80596116.57,4156826.0,3546464.0,94467061.52,,,99211.0,12.54,,,,0.5,573755.0,20228.0,,,12.54,99211.0,,30810.0,,100.61,,,,8.97,8.97,42167888.0,958297621.73,,1021.81,8.96,23.9,0.2017,33.1,0.1234
2017-08-22,5830919.0,132758822.59,3.48,10.18,2.5,142.16,1.0,83470736.3,4324748.0,3666130.0,98466202.75,,,180941.0,4.23,,,,0.31,175342.0,13019.0,,,4.23,180941.0,,,55676.0,104.74,1.38,,,9.34,9.34,41986564.0,955953392.8,,1016.88,9.34,23.44,0.1954,32.46,0.1259
2017-08-23,5812869.0,131883288.54,3.47,10.19,2.5,141.16,1.0,82796869.47,4303841.0,3649343.0,97646223.31,,,,0.12,,,,0.49,5000.0,20907.0,,,0.12,,,,21787.0,103.94,0.77,,,9.22,9.22,42374400.0,961397069.52,,1024.15,9.21,23.52,0.1948,32.31,0.1245
2017-08-24,5720513.0,130648492.19,3.42,10.06,2.46,139.37,1.0,81289921.47,4196432.0,3559322.0,95840620.13,,,4100.0,1.19,,,,2.68,46100.0,111509.0,,,1.19,4100.0,,,136121.0,101.63,3.22,,,9.0,9.0,42440488.0,969281210.45,,1025.96,9.01,24.01,0.189,30.81,0.1227
2017-08-25,5673797.0,129261478.08,3.39,10.21,2.44,137.84,1.0,80024830.55,4173345.0,3512606.0,95077906.95,,,17068.0,0.33,,,,0.93,18000.0,40155.0,,,0.33,17068.0,,,64716.0,100.9,1.5,,,8.95,8.95,42434100.0,966741405.63,,1026.5,8.95,24.23,0.1908,31.06,0.1217
2017-08-28,5700770.0,129607975.32,3.41,10.53,2.45,138.33,1.0,80630075.94,4188628.0,3546491.0,95229169.82,,,10588.0,0.94,,,,0.18,41385.0,7500.0,,,0.94,10588.0,,12195.0,7500.0,101.16,0.18,,,9.0,9.0,42375644.0,963417471.98,,1023.1,9.0,24.06,0.1902,30.95,0.1224
2017-08-29,5683644.0,126626758.9,3.39,10.62,2.44,137.13,1.0,78644353.42,4186625.0,3529953.0,93274447.61,,,73768.0,,,,,1.81,,75771.0,,,,73768.0,,,16538.0,100.32,0.4,,,8.99,8.99,42376024.0,944101807.62,,1020.51,8.95,23.8,0.1911,31.34,0.1221
2017-08-30,5738109.0,129269931.21,3.43,10.65,2.47,138.15,1.0,80654231.39,4190916.0,3580127.0,94414278.82,,,19783.0,0.57,,,,0.4,50174.0,15492.0,,,0.57,19783.0,,,,100.13,,,,9.03,9.03,42237556.0,951540996.98,,1007.25,9.04,23.85,0.1906,31.26,0.1236
2017-08-31,5730631.0,131553099.12,3.42,10.68,2.46,139.04,1.0,80845055.32,4159716.0,3521720.0,95490973.2,,,50929.0,1.31,,,,1.88,51691.0,82129.0,,,1.31,50929.0,,,110098.0,100.52,2.37,,,8.98,8.98,42156040.0,967739452.89,,1013.78,9.02,24.37,0.191,30.97,0.1237
2017-09-01,5672611.0,129901165.28,3.39,10.52,2.44,138.88,1.0,79317736.78,4119794.0,3463700.0,94342101.25,,,9500.0,,,,,1.11,,49422.0,,,,9500.0,,,58020.0,100.59,0.95,,,8.89,8.89,42245712.0,967414690.82,,1031.93,8.88,24.4,0.1922,31.27,0.1223
2017-09-04,6036227.0,135787383.61,3.61,11.12,2.59,146.46,1.0,86097031.45,4225024.0,3827316.0,95043634.81,,,82627.0,2.55,,264800.0,,,105230.0,,,,2.55,82627.0,6.66,22603.0,6414.0,101.97,0.23,,,9.09,9.09,42268388.0,950844594.78,,1025.93,9.04,22.6,0.1725,29.34,0.1298
2017-09-05,6134614.0,137135431.45,3.66,11.23,2.64,147.57,1.0,85800878.43,4297423.0,3838215.0,96066183.99,,,33342.0,1.57,,,,1.32,74767.0,52000.0,,,1.57,33342.0,,91057.0,63868.0,102.49,2.01,,,9.25,9.25,42170056.0,942685036.75,,1008.57,9.22,22.35,0.1687,29.14,0.132
2017-09-06,6056219.0,135240602.09,3.62,10.97,2.6,144.84,1.0,83960028.61,4297098.0,3759820.0,95957910.5,,,,0.51,,,,0.83,35142.0,34487.0,,,0.51,,,34162.0,113537.0,102.16,3.05,,,9.26,9.26,42122768.0,940637798.25,,1002.65,9.25,22.77,0.1668,28.42,0.1305
2017-09-07,6151506.0,136038138.19,3.67,11.23,2.64,145.86,1.0,85052004.85,4400415.0,3845965.0,97313448.75,,,285380.0,6.42,,,,4.34,275840.0,182504.0,,,6.42,285380.0,,441.0,189695.0,103.78,4.99,,,9.51,9.51,41865496.0,925838994.58,,990.03,9.49,22.36,0.1635,27.17,0.133
2017-09-08,5959067.0,132454784.63,3.56,11.16,2.56,141.11,1.0,81271310.46,4431270.0,3656351.0,98495773.5,,,18763.0,1.12,,,,0.1,63375.0,4523.0,,,1.12,18763.0,,16615.0,252989.0,104.41,6.01,,,9.59,9.59,41754048.0,928085459.56,,982.81,9.6,23.29,0.1759,28.12,0.129
2017-09-11,6048293.0,134210574.35,3.61,11.67,2.6,144.19,1.0,83113705.05,4438270.0,3745577.0,98484442.77,,,,2.95,,,,,114226.0,,,,2.95,,,7000.0,25000.0,105.06,0.49,,,9.59,9.59,41839896.0,928420047.24,,990.77,9.59,22.74,0.1754,27.8,0.1307
2017-09-12,6077341.0,134883715.44,3.63,12.09,2.61,144.29,1.0,83658900.01,4437737.0,3769348.0,98493478.43,,,13678.0,1.72,,4300.0,,0.81,75000.0,33511.0,,,1.72,13678.0,0.1,19300.0,55529.0,104.72,1.49,,,9.62,9.62,41676768.0,924996197.43,,984.08,9.62,22.71,0.171,26.89,0.1318
2017-09-13,5862745.0,130424042.03,3.5,11.81,2.52,139.69,1.0,79602769.92,4321513.0,3578257.0,96137422.51,,,11808.0,0.7,,,,2.92,29400.0,128032.0,,,0.7,11808.0,,,220491.0,102.33,5.1,,,9.41,9.41,41615484.0,925788113.61,,984.73,9.41,23.48,0.1692,26.18,0.1276
2017-09-14,5786356.0,130574478.99,3.46,11.86,2.49,138.39,1.0,78971893.76,4372577.0,3499608.0,98671247.26,,,64811.0,,,,,1.19,,50927.0,,,,64811.0,,37180.0,78649.0,104.05,1.83,,,9.54,9.54,41456308.0,935499961.98,,983.36,9.57,24.03,0.1682,25.57,0.1263
2017-09-15,5722796.0,129543751.85,3.42,11.92,2.46,138.12,1.0,77487558.86,4378977.0,3423133.0,99124468.15,,,94687.0,2.88,,,,2.52,106766.0,111287.0,,,2.88,94687.0,,23000.0,183241.0,105.18,4.25,,,9.54,9.54,41531872.0,940133899.62,,995.32,9.56,24.16,0.1734,25.92,0.1247
2017-09-18,5934191.0,135556495.99,3.54,12.34,2.55,144.12,1.0,83489491.74,4485692.0,3654879.0,102468001.05,,,97327.0,3.63,,89762.0,,,141984.0,,,,3.63,97327.0,2.27,9388.0,,108.42,,,,9.69,9.69,41801816.0,954891358.03,,1008.33,9.71,23.29,0.1652,24.9,0.1282
2017-09-19,6130027.0,140519953.98,3.66,12.89,2.63,149.62,1.0,87421135.75,4606757.0,3813650.0,105601701.53,,,135165.0,4.33,,,,0.33,158771.0,14100.0,,,4.33,135165.0,,,,111.95,,,,9.95,9.95,41680668.0,955455098.22,,1011.73,9.96,22.46,0.161,24.39,0.1324
2017-09-20,6152817.0,141910149.22,3.68,13.16,2.64,151.75,1.0,88842062.82,4541451.0,3851937.0,104745190.55,,,,2.16,,,,2.31,59917.0,99874.0,,,2.16,,,34568.0,21630.0,111.35,0.36,,,9.76,9.76,41986064.0,968377347.72,,1027.01,9.78,22.28,0.1595,24.42,0.1322
2017-09-21,6126069.0,141955628.49,3.66,13.34,2.63,151.45,1.0,88986337.41,4553728.0,3840189.0,105520737.72,,,33840.0,1.29,,,,0.57,43193.0,21563.0,,,1.29,33840.0,,,54941.0,111.88,1.39,,,9.77,9.77,42057920.0,974582308.25,,1034.34,9.76,22.37,0.1626,24.54,0.1314
2017-09-22,6252523.0,145032842.13,3.73,13.55,2.69,154.64,1.0,92091839.43,4709590.0,3970179.0,109243136.4,,,72450.0,3.23,,,,0.53,130141.0,23836.0,,,3.23,72450.0,,107248.0,151.0,116.05,0.0,,,10.07,10.07,42068120.0,975807527.06,,1036.27,10.07,21.89,0.1636,24.17,0.1337
2017-09-25,6235203.0,143546502.69,3.72,13.84,2.68,154.68,1.0,91002503.86,4717337.0,3952859.0,108602274.6,,,52155.0,1.62,,,,1.1,42368.0,44408.0,,,1.62,52155.0,,,59688.0,116.26,1.47,,,10.09,10.09,42041248.0,967871313.75,,1039.44,10.06,21.73,0.1681,25.05,0.1333
2017-09-26,6311924.0,145995267.56,3.77,14.15,2.71,155.96,1.0,93227612.61,4744948.0,4030580.0,109750997.13,,,12100.0,1.33,,1000.0,,0.38,76721.0,15359.0,,,1.33,12100.0,0.02,30870.0,,116.51,,,,10.14,10.14,42036144.0,972299110.47,,1032.76,10.14,21.62,0.1663,24.66,0.1349
2017-09-27,6316505.0,146041835.69,3.77,14.24,2.71,156.2,1.0,94399388.73,4713160.0,4082900.0,108971423.01,,,68846.0,2.05,,,,2.72,83919.0,115294.0,,,2.05,68846.0,,14660.0,31599.0,115.97,0.69,,,10.05,10.05,42181052.0,975254237.16,,1038.02,10.05,21.52,0.1664,25.04,0.1347
2017-09-28,6307736.0,145809436.37,3.77,14.59,2.71,155.6,1.0,94412533.3,4762706.0,4084299.0,110094569.19,,,53460.0,1.31,,,,0.93,56162.0,37943.0,,,1.31,53460.0,,34029.0,54763.0,116.99,1.53,,,10.15,10.15,42148296.0,974298747.43,,1034.66,10.16,21.59,0.1663,24.36,0.1345
2017-09-29,6380956.0,150351832.9,3.81,14.89,2.74,158.66,1.0,98445408.74,4709941.0,4178039.0,110978396.06,,,14421.0,3.51,,,,2.02,135740.0,93034.0,,,3.51,14421.0,,25848.0,42000.0,116.61,0.75,,,10.02,10.02,42285280.0,996350602.1,,1041.75,10.07,21.22,0.1649,24.64,0.1358
2017-10-02,6398980.0,150746441.86,3.82,14.55,2.75,161.74,1.0,98364068.69,4786513.0,4175420.0,112760127.97,,12782.0,9476.0,1.87,0.32,,,1.07,44907.0,55041.0,,12782.0,1.87,9476.0,,137588.0,47526.0,120.0,0.93,0.69,,10.17,10.17,42258688.0,995525357.77,28233.0,1061.61,10.16,20.82,0.1639,24.83,0.136
2017-10-03,6844098.0,162197752.29,4.09,15.64,2.94,173.13,1.0,104964781.87,4970415.0,4429095.0,117793482.93,,6012.0,66916.0,8.77,0.15,,,1.18,336359.0,48108.0,,6012.0,8.77,66916.0,,159082.0,82684.0,124.83,2.31,,,10.56,10.56,42086952.0,997415439.57,,1055.53,10.58,19.47,0.1417,21.79,0.1454
2017-10-04,7204543.0,170130246.2,4.3,16.58,3.1,183.09,1.0,110922629.09,6141040.0,4697265.0,145016366.36,,,1089721.0,9.03,,,,1.83,332226.0,72552.0,,,9.03,1089721.0,,153456.0,64056.0,154.5,1.41,,,12.97,12.97,41205096.0,973029535.29,,1037.61,12.96,18.58,0.1355,20.28,0.1522
2017-10-05,7590040.0,177128217.44,4.53,17.43,3.26,192.13,1.0,118219673.41,6145492.0,5065777.0,143416904.69,,,28985.0,13.66,,,,0.65,536654.0,24533.0,,,13.66,28985.0,,,168142.0,153.68,4.55,,,12.98,12.98,41209676.0,961707244.11,,1034.36,12.94,17.58,0.1348,19.16,0.1603
2017-10-06,7511577.0,173637388.86,4.49,17.12,3.23,187.73,1.0,121666793.64,5869124.0,5263322.0,135670494.52,,182.0,19604.0,5.06,0.0,,,7.5,222713.0,296154.0,,182.0,5.06,19604.0,,,25168.0,145.0,1.29,,,12.39,12.39,41498648.0,959281503.72,,1028.24,12.36,17.77,0.1432,19.21,0.1586
2017-10-09,7385646.0,166247278.3,4.41,16.71,3.17,182.35,1.0,115640158.13,5869124.0,5137391.0,132111109.98,,,,,,,,,,,,,,,,,125931.0,142.73,3.68,,,12.38,12.38,41551164.0,935296374.23,,1017.43,12.3,18.17,0.1464,19.72,0.1557
2017-10-10,7151797.0,160277383.94,4.27,14.76,3.07,172.2,1.0,110347499.92,5814432.0,4923857.0,130305984.64,,,58122.0,3.81,,,,3.1,209553.0,117940.0,,,3.81,58122.0,,5126.0,423087.0,138.75,11.26,,,12.29,12.29,41507244.0,930209915.48,,990.91,12.28,18.75,0.1412,20.24,0.1511
2017-10-11,7485669.0,163255156.18,4.47,15.23,3.22,178.26,1.0,115353569.71,5553090.0,5289258.0,121107488.89,,,51163.0,6.58,,131742.0,,7.63,300000.0,317924.0,,,6.58,51163.0,3.25,5419.0,66341.0,130.57,1.79,,,11.72,11.72,41808264.0,911797551.94,,990.8,11.64,17.59,0.1349,19.43,0.1581
2017-10-12,8440520.0,180151121.75,5.04,16.68,3.63,196.64,1.0,119317558.49,5379603.0,5590319.0,114820119.5,,,193973.0,19.47,,,,9.62,860164.0,393341.0,,,19.47,193973.0,,95168.0,559103.0,123.6,14.46,,,11.37,11.37,41914372.0,894603784.28,,969.14,11.31,15.85,0.1216,17.0,0.1785
