,SK FP Equity_DX_SI_QTY,SK FP Equity_DX_SHORT_INTEREST_VALUE,SK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SK FP Equity_DX_SI_MV,SK FP Equity_DX_DSS,SK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SK FP Equity_DX_SUPPLY_SI_QTY,SK FP Equity_DX_BROKER_SI_QTY,SK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SK FP Equity_DX_BROKER_SI_MV_NEW_x,SK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SK FP Equity_DX_SUPPLY_SI_QTY_INC_x,SK FP Equity_DX_BROKER_SI_MV_INC_x,SK FP Equity_DX_SUPPLY_SI_MV_NEW,SK FP Equity_DX_BROKER_SI_QTY_ADD,SK FP Equity_DX_BROKER_SI_QTY_NEW,SK FP Equity_DX_SUPPLY_SI_MV_DEC,SK FP Equity_DX_BROKER_SI_QTY_INC,SK FP Equity_DX_SUPPLY_SI_QTY_DEC,SK FP Equity_DX_BROKER_SI_MV_NEW_y,SK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SK FP Equity_DX_BROKER_SI_MV_INC_y,SK FP Equity_DX_SUPPLY_SI_QTY_INC_y,SK FP Equity_DX_BROKER_SI_MV_ADD,SK FP Equity_DX_SUPPLY_SI_QTY_ADD,SK FP Equity_DX_BROKER_SI_QTY_DEC,SK FP Equity_DX_SUPPLY_SI_MV,SK FP Equity_DX_BROKER_SI_MV_DEC,SK FP Equity_DX_SUPPLY_SI_MV_RMV,SK FP Equity_DX_BROKER_SI_MV_RMV,SK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SK FP Equity_DX_UTILIZATION_QUANTITY,SK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SK FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SK FP Equity_DX_ACTIVE_UTILIZATION_MV,SK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SK FP Equity_DX_BROKER_SI_CON_RATIO,SK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SK FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-12,423509.0,30886834.2,3.01,17.15,2.49,37.92,1.0,22724496.22,134098.0,311590.0,9779869.36,,,103.0,0.35,,1709.0,,,3798.0,,,,0.35,103.0,0.16,9800.0,9370.0,12.15,0.85,,,29.29,29.29,323716.0,23608854.64,,29.18,29.4,15.81,0.3795,57.82,0.9251
2006-09-13,433449.0,31784791.52,3.08,17.55,2.55,38.88,1.0,22185755.0,153093.0,302547.0,11226301.34,,,10.0,,,,,0.03,,345.0,,,,10.0,,19328.0,9044.0,13.91,0.83,,,33.49,33.49,304068.0,22297289.85,,27.7,33.43,16.23,0.3772,57.43,0.9481
2006-09-14,442692.0,32338879.57,3.14,17.96,2.6,39.9,1.0,22780949.9,153032.0,311852.0,11179066.75,,,2.0,0.98,,,,0.0,9909.0,62.0,,,0.98,2.0,,,604.0,13.97,0.06,,,33.48,33.48,304066.0,22212178.57,,27.81,33.44,15.88,0.3794,57.77,0.9685
2006-09-15,445303.0,32049669.34,3.16,18.03,2.62,40.08,1.0,22623041.98,153162.0,314328.0,11023486.16,,,134.0,0.23,,,,0.0,2500.0,4.0,,,0.23,134.0,,,23.0,13.94,0.0,,,33.5,33.5,304069.0,21884673.82,,27.74,33.45,15.73,0.3757,57.49,0.9739
2006-09-18,440344.0,31675178.82,3.13,17.95,2.59,39.4,1.0,22246586.48,153251.0,309269.0,11023774.21,,,101.0,,,,,0.0,,13.0,,,,101.0,,,5059.0,13.81,0.52,,,33.52,33.52,303991.0,21866925.14,,27.49,33.43,15.8,0.3809,58.08,0.963
2006-09-19,415046.0,29822286.86,2.95,16.83,2.44,37.16,1.0,20393812.28,153404.0,283827.0,11022532.67,,,143.0,,,,,0.0,,1.0,,,,143.0,,11.0,25442.0,13.78,2.23,,,33.51,33.51,304320.0,21866295.15,,27.31,33.53,16.84,0.3553,55.29,0.9068
2006-09-20,401290.0,28946009.18,2.85,16.05,2.36,36.06,1.0,18782554.59,163079.0,260390.0,11763279.0,,,10273.0,,,,,0.04,,598.0,,,,10273.0,,,23437.0,14.7,2.01,,,34.92,34.92,303936.0,21923631.9,,27.37,34.94,17.98,0.3306,52.37,0.8593
2006-09-21,396400.0,28624929.0,2.82,15.5,2.33,35.66,1.0,18462573.72,163068.0,255671.0,11775504.35,,,160.0,0.06,,,,0.01,641.0,171.0,,,0.06,160.0,,,5360.0,14.69,0.46,,,34.93,34.93,303712.0,21931721.59,,27.42,34.89,18.18,0.3235,51.54,0.8492
2006-09-22,395749.0,28151382.74,2.81,15.51,2.33,35.55,1.0,18130816.71,163211.0,254881.0,11609922.77,,,143.0,0.0,,,,,28.0,,,,0.0,143.0,,,818.0,14.62,0.07,,,34.94,34.94,303843.0,21613701.07,,27.35,34.84,18.14,0.3231,51.5,0.8473
2006-09-25,395647.0,28017778.53,2.81,15.13,2.33,35.4,1.0,18015217.66,163796.0,254398.0,11599228.74,,,601.0,,,,,0.0,,15.0,,,,601.0,,,483.0,14.61,0.05,,,35.05,35.05,303571.0,21497408.16,,27.06,35.07,18.15,0.3257,51.78,0.8465
2006-09-26,395072.0,28576342.99,2.81,14.9,2.32,35.36,1.0,18358654.09,163800.0,253811.0,11847979.56,,,12.0,,,,,0.0,,8.0,,,,12.0,,,587.0,14.67,0.05,,,35.07,35.07,303307.0,21938798.15,,27.12,35.11,18.23,0.3251,51.71,0.8458
2006-09-27,404846.0,29493405.85,2.88,14.78,2.38,36.49,1.0,20028176.48,174485.0,274920.0,12711393.76,,,22021.0,0.04,,22000.0,,0.99,353.0,11336.0,,,0.04,22021.0,1.98,,1243.0,15.75,0.11,,,38.16,38.16,282741.0,20597943.57,,25.75,37.95,17.24,0.2861,48.01,0.8854
2006-09-28,444525.0,32792185.58,3.16,17.18,2.62,40.27,1.0,21841982.02,215001.0,296086.0,15860418.85,,,22435.0,2.02,,,,0.03,22013.0,542.0,,,2.02,22435.0,,18623.0,848.0,19.57,0.07,,,47.09,47.09,241560.0,17819650.97,,22.18,46.88,20.37,0.2547,42.78,0.9736
2006-09-29,441907.0,32316815.28,3.14,18.33,2.6,40.15,1.0,21473119.54,214853.0,293628.0,15712275.92,,,13.0,,,,,0.0,,161.0,,,,13.0,,,2458.0,19.64,0.22,,,47.07,47.07,241629.0,17670414.27,,22.03,47.12,20.52,0.2568,42.92,0.9681
2006-10-02,441816.0,32204341.12,3.14,18.81,2.6,40.13,1.0,21386683.86,214971.0,293407.0,15669417.62,,,130.0,,,,,0.0,,12.0,,,,130.0,,,221.0,19.64,0.02,,,44.86,44.86,264189.0,19256959.18,,24.03,44.98,20.48,0.2568,42.92,0.9221
2006-10-03,431708.0,31605424.92,3.07,18.53,2.54,39.22,1.0,20739202.39,214982.0,283283.0,15738873.17,,,16.0,0.17,,,,0.0,2004.0,5.0,,,0.17,16.0,,,12128.0,19.68,1.1,,,44.87,44.87,264151.0,19338545.03,,24.13,44.92,21.07,0.2663,43.53,0.901
2006-10-04,448562.0,33233237.93,3.19,19.91,2.64,40.85,1.0,22195549.08,215539.0,299582.0,15968938.23,,,558.0,0.61,,10000.0,,,6399.0,,,,0.61,558.0,0.92,,100.0,19.8,0.0,,,44.91,44.91,264362.0,19586155.86,,24.3,44.9,20.24,0.2578,43.17,0.9347
2006-10-05,449109.0,33435113.36,3.4,20.29,2.64,41.11,1.0,22369511.22,215205.0,300473.0,16021508.3,,,9.0,0.09,,,,0.01,891.0,343.0,,,0.09,9.0,,,,19.97,,,,44.85,44.85,264667.0,19703838.37,,24.65,44.76,20.33,0.2569,43.03,0.9359
2006-10-06,448912.0,33492126.41,3.4,20.42,2.64,41.37,1.0,22416444.22,215018.0,300459.0,16041919.21,,,,,,,,0.0,,187.0,,,,,,,14.0,20.11,0.0,,,44.8,44.8,264955.0,19767585.53,,24.67,44.91,20.36,0.2559,42.86,0.9353
2006-10-09,449011.0,33517436.3,3.4,20.47,2.64,41.28,1.0,22430901.4,215091.0,300492.0,16055951.62,,,73.0,0.0,,,,,33.0,,,,0.0,73.0,,,,20.02,,,,44.8,44.8,265030.0,19783760.63,,24.72,44.75,20.3,0.2557,42.84,0.9352
2006-10-10,404587.0,30653518.96,3.06,18.37,2.38,37.17,1.0,17721652.07,193070.0,233903.0,14627941.34,,,3.0,0.0,,,,2.07,16.0,22025.0,,,0.0,3.0,,,22000.0,17.99,2.05,,4.16,40.21,40.21,287052.0,21748484.07,,26.73,40.23,22.86,0.2983,48.15,0.8427
2006-10-11,428772.0,32588589.71,3.24,19.86,2.52,39.69,1.0,21206843.94,194334.0,279021.0,14770253.17,4.22,,1264.0,0.05,,,44605.0,,513.0,,4.22,,0.05,1264.0,,,,18.31,,,,40.38,40.38,286899.0,21805607.18,,27.05,40.36,21.6,0.2743,45.06,0.891
2006-10-12,430073.0,32653135.95,3.25,19.98,2.53,40.07,1.0,20319634.39,207023.0,267629.0,15718145.91,,,11616.0,,,,,0.0,,311.0,,,,11616.0,,1384.0,11392.0,19.67,0.98,,,43.06,43.06,273780.0,20786646.83,,26.11,42.97,24.99,0.262,41.86,0.8945
2006-10-13,436666.0,34321582.14,3.3,19.23,2.57,40.98,1.0,21580264.81,206669.0,274561.0,16244010.43,,,,0.67,,,,0.0,7000.0,353.0,,,0.67,,,,68.0,20.03,0.0,,,43.02,43.02,273705.0,21512983.93,,26.71,42.85,24.84,0.2631,42.01,0.909
2006-10-16,439582.0,34726251.03,3.32,17.84,2.59,41.63,1.0,21966596.15,206120.0,278064.0,16283139.12,,,38.0,0.34,,,,0.02,3503.0,587.0,,,0.34,38.0,,,,20.03,,,,42.91,42.91,274241.0,21664585.47,,26.6,42.96,24.48,0.263,42.15,0.9151
2006-10-17,432489.0,34183179.99,3.27,17.92,2.54,41.14,1.0,21953589.32,199333.0,277759.0,15754934.39,,,1.0,0.19,,,,0.64,1695.0,6788.0,,,0.19,1.0,,,2000.0,19.51,0.16,,,41.5,41.5,280992.0,22209120.03,,27.42,41.57,23.21,0.2659,43.24,0.9004
2006-10-18,432005.0,34317374.59,3.27,22.1,2.54,41.11,1.0,22117212.5,197799.0,278423.0,15712647.72,,,1562.0,0.07,,,,0.3,666.0,3096.0,,,0.07,1562.0,,,1.0,19.38,0.0,,,41.01,41.01,284492.0,22599318.37,,27.99,40.92,22.63,0.2653,43.45,0.8957
2006-10-19,429413.0,34077189.84,3.25,23.29,2.53,40.85,1.0,21973487.64,196746.0,276892.0,15613292.55,,,8.0,0.0,,,,0.11,37.0,1061.0,,,0.0,8.0,,,1569.0,19.24,0.15,,,40.79,40.79,285542.0,22659930.98,,28.12,40.63,22.47,0.2641,43.33,0.8904
2006-10-20,428899.0,34190488.36,3.24,24.07,2.52,40.93,1.0,22055746.36,196440.0,276676.0,15659583.1,,,,,,,,0.01,,305.0,,,,,,,216.0,19.37,0.02,,,40.74,40.74,285767.0,22780452.48,,28.24,40.68,22.56,0.2634,43.21,0.8895
2006-10-23,429548.0,35871173.7,3.25,21.66,2.53,41.23,1.0,23186890.59,196105.0,277657.0,16376555.17,,,,0.12,,,,0.0,1000.0,335.0,,,0.12,,,,19.0,19.62,0.0,,,40.71,40.71,285647.0,23854128.42,,28.68,40.61,22.68,0.2615,42.85,0.8916
2006-10-24,425705.0,34938484.82,3.22,19.09,2.5,41.66,1.0,22648933.0,193995.0,275964.0,15921568.6,,,40.0,0.03,,,,0.09,188.0,2151.0,,,0.03,40.0,,,1881.0,19.8,0.0,,,40.33,40.33,287004.0,23555008.51,,29.34,40.29,22.64,0.2563,42.12,0.885
2006-10-25,434757.0,36410301.29,3.29,19.07,2.56,42.35,1.0,23770874.94,195156.0,283836.0,16344046.81,,,1878.0,0.86,,,,0.11,8274.0,717.0,,,0.86,1878.0,,,402.0,19.82,0.03,,,37.91,37.91,319648.0,26770080.73,,32.84,37.63,21.94,0.2662,43.82,0.8445
2006-10-26,431411.0,37266677.61,3.26,18.38,2.54,42.5,1.0,24279390.21,194592.0,281066.0,16809486.38,,,12.0,0.01,,,,0.0,54.0,576.0,,,0.01,12.0,,,2824.0,20.12,0.24,,,40.3,40.3,288240.0,24899103.54,,30.05,40.1,22.27,0.2613,43.01,0.8935
2006-10-27,418519.0,35384522.57,3.17,15.72,2.46,42.09,1.0,22724202.34,194003.0,268776.0,16402370.1,,,2924.0,0.02,,,,0.24,62.0,3513.0,,,0.02,2924.0,,,12352.0,20.74,1.06,,,40.62,40.62,283627.0,23979809.72,,30.61,40.39,23.39,0.2555,41.96,0.8762
2006-10-30,432729.0,35791339.95,3.27,14.3,2.54,42.91,1.0,23361072.24,194926.0,282443.0,16122475.57,,,929.0,1.49,,,,0.0,13695.0,6.0,,,1.49,929.0,,,28.0,20.07,0.01,,,40.72,40.72,283729.0,23467438.26,,29.34,40.62,22.02,0.2731,44.94,0.9041
2006-10-31,382322.0,30950626.59,2.89,12.52,2.25,38.1,1.0,19197432.11,189786.0,237139.0,15364001.07,,,,0.07,,,,0.65,682.0,5140.0,,,0.07,,,,45986.0,19.23,3.92,,,39.69,39.69,288403.0,23347475.58,,29.32,39.6,24.61,0.2456,39.75,0.7995
2006-11-01,376637.0,31903664.31,2.85,12.14,2.21,37.85,1.0,19631193.22,189439.0,231755.0,16046745.97,,,,0.78,,,,0.0,7567.0,347.0,,,0.78,,,,12951.0,19.61,1.09,,,39.64,39.64,288478.0,24436009.4,,30.05,39.48,25.23,0.227,36.84,0.7881
2006-11-02,355425.0,29737979.38,2.69,11.49,2.09,36.46,1.0,17692100.14,188567.0,211454.0,15777172.56,,,38.0,0.03,,,,0.01,178.0,910.0,,,0.03,38.0,,,20480.0,19.71,1.8,,,39.52,39.52,288560.0,24143465.79,,30.25,39.44,26.7,0.2114,32.91,0.7449
2006-11-03,343778.0,28736042.91,2.6,11.0,2.02,35.26,1.0,16693382.53,175772.0,199708.0,14692597.36,,,99.0,0.17,,,,1.37,1206.0,12894.0,,,0.17,99.0,,,12952.0,18.27,1.28,,,36.84,36.84,301329.0,25187775.47,,31.31,36.84,27.54,0.2263,34.77,0.7206
2006-11-06,340744.0,28700064.85,2.58,11.08,2.0,35.04,1.0,16585349.91,175530.0,196911.0,14784478.62,,,,,,,,0.01,,243.0,,,,,,,2797.0,18.34,0.24,,,36.91,36.91,300086.0,25275537.24,,31.53,36.78,27.86,0.2247,34.23,0.7164
2006-11-07,338775.0,29183340.33,2.56,10.98,1.99,35.21,1.0,16836274.13,175022.0,195444.0,15077046.98,,,,0.01,,,,0.0,74.0,508.0,,,0.01,,,,1541.0,18.65,0.12,,,37.22,37.22,295235.0,25432642.56,,31.66,37.07,28.29,0.2231,33.62,0.7204
2006-11-08,333236.0,28998839.08,2.52,10.89,1.96,35.16,1.0,16414424.08,176314.0,188624.0,15343184.15,,,1292.0,,,,,,,,,,,1292.0,,,6820.0,19.06,0.63,,,37.36,37.36,295676.0,25730295.47,,32.08,37.26,28.99,0.2236,32.84,0.706
2006-11-09,331036.0,28807390.83,2.5,10.41,1.95,35.09,1.0,16262222.73,175871.0,186875.0,15304633.43,,,8.0,0.03,,,,0.03,44.0,451.0,,,0.03,8.0,,,1793.0,19.02,0.12,,,37.3,37.3,295624.0,25725770.33,,32.23,37.11,29.0,0.222,32.5,0.7021
2006-11-10,326344.0,28555409.18,2.47,9.94,1.92,34.71,1.0,15947485.17,175794.0,182255.0,15382141.55,,,,,,,,0.0,,77.0,,,,,,,4620.0,19.11,0.46,,,37.3,37.3,295561.0,25861867.52,,32.2,37.24,29.55,0.219,31.37,0.6924
2006-11-13,340155.0,29438002.82,2.57,10.24,2.0,36.12,1.0,16932985.35,175825.0,195660.0,15216406.77,,,31.0,1.8,,,,,16524.0,,,,1.8,31.0,,,3118.0,18.93,0.33,,,37.29,37.29,295667.0,25587881.93,,32.01,37.16,27.89,0.2351,35.69,0.7214
2006-11-14,335214.0,29090681.38,2.53,10.1,1.97,35.52,1.0,17268833.31,167541.0,198990.0,14539613.05,,,,0.76,,,,0.91,6936.0,8284.0,,,0.76,,,,3606.0,18.04,0.38,,,35.55,35.55,303729.0,26358336.96,,32.9,35.41,25.55,0.2464,38.83,0.7113
2006-11-15,339125.0,29375938.22,2.56,10.18,1.99,36.06,1.0,17874603.32,164477.0,206350.0,14247449.14,,,405.0,0.88,,,,0.36,8010.0,3470.0,,,0.88,405.0,,,650.0,17.78,0.06,,,34.84,34.84,307551.0,26640911.69,,33.49,34.68,24.99,0.2344,37.61,0.7184
2006-11-16,342057.0,29520681.39,2.58,10.36,2.01,36.29,1.0,18044659.66,164677.0,209084.0,14212184.66,,,200.0,0.36,,,,,3384.0,,,,0.36,200.0,,,650.0,17.71,0.07,,,35.22,35.22,302877.0,26139314.26,,32.64,35.18,24.67,0.231,37.36,0.7316
2006-11-17,341695.0,29134802.45,2.58,10.26,2.01,36.21,1.0,17827656.35,164311.0,209084.0,14010063.14,,,71.0,,,,,0.05,,437.0,,,,71.0,,,,17.66,,,,35.21,35.21,302306.0,25776278.82,,32.58,35.15,24.56,0.2312,37.46,0.7323
2006-11-20,339677.0,29125448.63,2.57,10.1,2.0,35.7,1.0,17739688.2,162253.0,206890.0,13912309.1,,,482.0,0.0,,,,0.32,35.0,2540.0,,,0.0,482.0,,,2229.0,17.19,0.24,,,35.64,35.64,293026.0,25125380.03,,30.97,35.69,24.43,0.2353,38.1,0.7461
2006-11-21,337882.0,29160364.71,2.55,10.06,1.99,35.69,1.0,17726027.51,160458.0,205392.0,13848070.63,,,0.0,,,,,0.13,,1795.0,,,,0.0,,,1498.0,17.22,0.17,,,35.28,35.28,294410.0,25408583.39,,31.76,35.15,24.84,0.2373,38.1,0.7428
2006-11-22,321043.0,27809625.75,2.43,9.53,1.89,33.97,1.0,18429335.38,136264.0,212754.0,11803561.65,,,7.0,0.79,,,,2.56,7362.0,24201.0,,,0.79,7.0,,,,14.67,,,,29.28,29.28,329112.0,28508584.68,,35.45,29.27,23.65,0.2443,39.85,0.6899
2006-11-23,321137.0,27792129.8,2.43,9.57,1.89,34.04,1.0,18423167.68,136235.0,212879.0,11790173.05,,,3.0,0.01,,,,0.0,125.0,31.0,,,0.01,3.0,,,,14.69,,,,29.23,29.23,329804.0,28542197.18,,35.55,29.24,23.67,0.244,39.8,0.6891
2006-11-24,324459.0,27950106.77,2.45,10.08,1.91,34.34,1.0,18626426.87,131833.0,216225.0,11356585.66,,,1.0,0.37,,,,0.48,3346.0,4404.0,,,0.37,1.0,,,,14.15,,,,28.2,28.2,335650.0,28914141.19,,36.11,28.15,23.31,0.2401,39.42,0.6941
2006-11-27,425605.0,35507918.39,3.22,13.95,2.5,33.79,1.0,17743989.4,244112.0,212683.0,20366088.21,,,112279.0,0.09,,,,,838.0,,,,0.09,112279.0,,,4380.0,13.95,0.47,,,29.07,29.07,595624.0,49692481.02,,35.69,28.11,23.42,0.2488,40.39,0.5068
2006-11-28,317979.0,26325667.81,2.4,10.6,1.87,32.48,1.0,17302487.4,132585.0,208991.0,10976789.87,,,,0.14,,,,0.0,1308.0,111526.0,,,0.14,,,,5000.0,13.74,1.08,,,28.22,28.22,337195.0,27916571.71,,34.97,28.21,23.92,0.2693,42.58,0.6769
2006-11-29,307980.0,26309251.56,2.33,10.37,1.81,31.49,1.0,17102892.87,131353.0,200209.0,11220855.64,,,,0.01,,,,0.12,718.0,1233.0,,,0.01,,,,9500.0,13.7,0.88,,,28.05,28.05,336922.0,28781627.55,,34.94,28.17,24.68,0.2603,40.87,0.6577
2006-11-30,412243.0,35215938.67,3.12,13.93,2.42,31.67,1.0,17102892.87,243570.0,200209.0,20807014.75,,,112217.0,,,,,,,,,,,112217.0,,,,13.76,,,,29.16,29.16,591710.0,50546942.14,,33.0,29.42,24.66,0.2591,40.63,0.4935
2006-12-01,443364.0,36847952.21,3.35,14.94,2.61,32.12,1.0,18690177.22,250498.0,224885.0,20818871.93,0.37,,6928.0,,,,24676.0,,,,0.37,,,6928.0,,,,13.85,,,2.19,29.11,29.11,610002.0,50697225.18,,33.53,29.23,24.5,0.2526,40.02,0.5152
2006-12-04,432233.0,36716540.16,3.27,15.76,2.54,31.17,1.0,19042808.83,238879.0,224175.0,20291857.39,2.26,,,0.04,,,21145.0,0.98,396.0,11618.0,2.26,,0.04,,,,1106.0,12.76,0.01,,,28.15,28.15,609700.0,51791683.04,,33.91,27.35,22.1,0.2548,41.47,0.5094
2006-12-05,430123.0,36502964.16,3.25,16.78,2.53,30.96,1.0,18807399.03,238952.0,221612.0,20278981.34,,,459.0,0.01,,,,0.04,661.0,386.0,,,0.01,459.0,,,3224.0,12.84,0.34,,,37.54,37.54,397641.0,33746335.75,,11.7,52.33,22.57,0.2586,41.59,0.6757
2006-12-06,394518.0,32284412.63,2.98,15.86,2.32,30.67,1.0,18366742.26,200448.0,224443.0,16403170.31,,,,0.32,,,,0.58,3000.0,38504.0,,,0.32,,,,169.0,12.18,0.0,,,31.35,31.35,438958.0,35921051.0,,12.02,50.33,22.12,0.2619,42.27,0.617
2006-12-07,394720.0,32363969.03,2.98,15.86,2.32,30.29,1.0,18352564.55,201017.0,223833.0,16481830.06,,,812.0,,,,,0.01,,244.0,,,,812.0,,,610.0,12.01,0.01,,,31.66,31.66,433838.0,35571340.69,,11.25,51.62,21.98,0.2644,42.74,0.6217
2006-12-08,379328.0,31162513.32,2.87,17.03,2.23,27.83,1.0,16618752.92,207801.0,202293.0,17071245.55,,,6784.0,0.0,,,,,1598.0,,,,0.0,6784.0,,,23138.0,11.96,2.48,,,31.51,31.51,451660.0,37104724.06,,10.43,53.41,24.09,0.2686,41.98,0.5752
2006-12-11,382322.0,31805279.0,2.89,20.24,2.25,28.39,1.0,17207471.03,206106.0,206846.0,17145910.6,,,,0.51,,,,0.0,4944.0,1694.0,,,0.51,,,,390.0,12.02,0.0,,,31.64,31.64,445314.0,37045568.95,,10.43,53.53,23.69,0.274,42.99,0.5869
2006-12-12,277156.0,23388451.73,2.09,14.11,1.63,28.39,1.0,15444989.03,116317.0,183025.0,9815679.76,,,,0.07,,,,0.0,706.0,89789.0,,,0.07,,,,24528.0,12.3,0.37,,,53.37,53.37,101631.0,8576367.6,,10.53,53.88,24.38,0.2667,41.62,1.2717
2006-12-13,282548.0,24046487.28,2.13,14.78,1.66,29.41,1.0,13905189.27,141345.0,163387.0,12029286.15,,,,,,,,0.01,,312.0,,,,,,25340.0,19637.0,14.95,1.7,,,64.87,64.87,76554.0,6515193.13,,8.07,64.94,25.94,0.2564,38.81,1.2967
2006-12-14,279114.0,23419980.97,2.11,14.59,1.64,29.11,1.0,13418531.27,141391.0,159919.0,11863878.31,,,45.0,,,,,,,,,,,45.0,,,3468.0,14.94,0.36,,,64.25,64.25,78681.0,6601988.88,,8.32,64.23,26.27,0.2632,39.29,1.2683
2006-12-15,290124.0,24783899.28,2.19,14.09,1.7,30.29,1.0,14606597.82,141309.0,170987.0,12071348.88,,,,0.7,,4368.0,,0.0,6700.0,82.0,,,0.7,,0.46,,,15.04,,,,64.31,64.31,78412.0,6698360.39,,8.25,64.59,25.29,0.2617,40.21,1.3204
2006-12-18,279428.0,23892499.98,2.11,12.62,1.64,29.14,1.0,13713981.02,141239.0,160388.0,12076645.16,,,27.0,,,,,0.01,,97.0,,,,27.0,,,10599.0,14.96,1.15,,,64.75,64.75,76889.0,6574396.38,,8.16,64.71,26.22,0.2493,37.45,1.281
2006-12-19,272806.0,23326285.66,2.06,12.07,1.6,28.48,1.0,13139643.72,141334.0,153671.0,12084768.14,,,95.0,,,,,0.0,,0.0,,,,95.0,,,6717.0,15.02,0.71,,,64.75,64.75,76936.0,6578415.11,,8.16,64.79,27.08,0.2628,38.48,1.2499
2006-12-20,273910.0,23551891.53,2.07,12.35,1.61,28.61,1.0,13277055.33,141695.0,154413.0,12183510.17,,,362.0,0.08,,,,0.0,742.0,2.0,,,0.08,362.0,,,,15.08,,,,64.76,64.76,77103.0,6629628.32,,8.19,64.8,27.0,0.2611,38.34,1.2519
2006-12-21,269943.0,23232344.13,2.04,12.72,1.59,28.28,1.0,12963028.88,141524.0,150621.0,12180105.69,,,4.0,,,,,0.01,,175.0,,,,4.0,,,3792.0,15.13,0.41,,,32.59,32.59,292698.0,25190727.91,,31.46,32.48,27.54,0.259,37.48,0.6217
2006-12-22,265306.0,22684997.92,2.0,13.1,1.56,27.71,1.0,12465607.55,141725.0,145788.0,12118200.61,,,201.0,0.03,,,,,284.0,,,,0.03,201.0,,,5117.0,15.05,0.54,,,32.47,32.47,294757.0,25203206.61,,31.39,32.41,27.96,0.2711,38.51,0.6078
2006-12-25,257335.0,22003437.32,1.94,12.86,1.51,26.97,1.0,12465607.55,132316.0,145788.0,11313683.77,,,,,,,,0.0,,1459.0,,,,,,,,14.25,,0.85,,32.71,32.71,272158.0,23270878.4,7950.0,30.67,31.73,25.26,0.2715,39.95,0.6362
2006-12-26,265352.0,22688931.16,2.0,13.26,1.56,27.68,1.0,12465607.55,141764.0,145788.0,12121535.31,,7950.0,1497.0,,0.85,,,,,,,7950.0,,1497.0,,,,15.05,,,,32.47,32.47,294885.0,25214151.26,,31.37,32.42,28.0,0.2714,38.56,0.6077
2006-12-27,269331.0,23093663.12,2.03,13.46,1.58,28.13,1.0,12846590.19,141701.0,149824.0,12150087.28,,,,0.05,,3580.0,,0.0,456.0,63.0,,,0.05,,0.37,,,15.08,,,,32.01,32.01,300951.0,25804905.52,,32.11,31.95,27.57,0.2637,38.04,0.6084
2006-12-28,269287.0,23218884.16,2.03,13.58,1.58,28.17,1.0,12918617.52,141659.0,149827.0,12214343.47,,,5.0,0.0,,,,0.0,3.0,47.0,,,0.0,5.0,,,,15.12,,,,31.89,31.89,302528.0,26085041.56,,32.32,31.87,27.59,0.2634,37.98,0.6062
2006-12-29,269722.0,23170256.62,2.04,13.9,1.58,28.23,1.0,12927725.28,141439.0,150490.0,12150206.24,,,8.0,0.08,,,,0.02,664.0,228.0,,,0.08,8.0,,,,15.07,,,,31.86,31.86,302495.0,25985595.45,,32.44,31.72,27.43,0.264,38.18,0.6076
2007-01-01,262047.0,22510941.77,1.98,13.75,1.54,27.37,1.0,12927725.28,132326.0,150490.0,11367361.13,,,275.0,,,,,0.0,,1438.0,,,,275.0,,,,14.21,,0.85,,32.59,32.59,273664.0,23508891.04,7950.0,29.61,32.44,24.79,0.2642,39.59,0.6455
2007-01-02,270236.0,23408583.98,2.04,14.18,1.59,28.35,1.0,13033777.87,141967.0,150466.0,12297571.16,,8526.0,1428.0,,0.93,,,0.0,,313.0,,8526.0,,1428.0,,,24.0,15.23,0.0,,,31.4,31.4,310185.0,26869075.99,,33.29,31.38,27.78,0.2639,38.0,0.5977
2007-01-03,557794.0,47783258.41,4.21,29.68,3.28,28.36,1.0,14950546.96,415162.0,174524.0,35564730.22,,,273771.0,0.0,,,,,24058.0,,,,0.0,273771.0,,,,15.18,,0.06,,43.59,43.59,537177.0,46017109.19,576.0,32.63,31.75,27.5,0.2637,38.09,0.5857
2007-01-04,543751.0,46319801.47,4.11,29.33,3.2,27.04,1.0,13656628.3,414013.0,160316.0,35267981.05,,,165.0,0.0,,,,0.16,187.0,1313.0,,,0.0,165.0,,,14395.0,14.99,1.26,,,43.54,43.54,536970.0,45742157.34,,32.38,31.65,28.92,0.2523,34.67,0.5718
