,EBBB FP Equity_DX_SI_QTY,EBBB FP Equity_DX_SHORT_INTEREST_VALUE,EBBB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EBBB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EBBB FP Equity_DX_SI_MV,EBBB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EBBB FP Equity_DX_SUPPLY_SI_QTY,EBBB FP Equity_DX_BROKER_SI_QTY,EBBB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EBBB FP Equity_DX_BROKER_SI_MV_NEW_x,EBBB FP Equity_DX_SUPPLY_SI_QTY_INC_x,EBBB FP Equity_DX_BROKER_SI_MV_INC_x,EBBB FP Equity_DX_BROKER_SI_QTY_ADD,EBBB FP Equity_DX_BROKER_SI_QTY_NEW,EBBB FP Equity_DX_SUPPLY_SI_MV_DEC,EBBB FP Equity_DX_BROKER_SI_QTY_INC,EBBB FP Equity_DX_SUPPLY_SI_QTY_DEC,EBBB FP Equity_DX_BROKER_SI_MV_NEW_y,EBBB FP Equity_DX_BROKER_SI_MV_INC_y,EBBB FP Equity_DX_SUPPLY_SI_QTY_INC_y,EBBB FP Equity_DX_BROKER_SI_MV_ADD,EBBB FP Equity_DX_SUPPLY_SI_QTY_ADD,EBBB FP Equity_DX_BROKER_SI_QTY_DEC,EBBB FP Equity_DX_SUPPLY_SI_MV,EBBB FP Equity_DX_BROKER_SI_MV_DEC,EBBB FP Equity_DX_BROKER_SI_MV_RMV,EBBB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EBBB FP Equity_DX_UTILIZATION_QUANTITY,EBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EBBB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EBBB FP Equity_DX_ACTIVE_UTILIZATION_MV,EBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EBBB FP Equity_DX_BROKER_SI_CON_RATIO,EBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EBBB FP Equity_DX_DEMAND_SUPPLY_RATIO,EBBB FP Equity_PX_LAST
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80851.75,0.01,0.0,,0.0,,0.0,49.15
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80934.0,0.01,0.0,,0.0,,0.0,49.2
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80937.29,0.01,0.0,,0.0,,0.0,49.202
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80902.75,0.01,0.0,,0.0,,0.0,49.181
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81106.73,0.01,0.0,,0.0,,0.0,49.305
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81054.09,0.01,0.0,,0.0,,0.0,49.273
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,785.0,38648.69,0.01,0.0,,0.0,,0.0,49.234
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80971.84,0.01,0.0,,0.0,,0.0,49.223
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80808.98,0.01,0.0,,0.0,,0.0,49.124
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80851.75,0.01,0.0,,0.0,,0.0,49.15
2023-09-08,2100.0,103370.4,0.67,0.03,0.1,103370.4,0.0,2100.0,0.0,,,,2100.0,,,,,,,,0.1,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2766,49.224
2023-09-11,2100.0,103393.5,0.56,0.03,0.1,103393.5,0.0,2100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2766,49.235
2023-09-12,2100.0,103393.5,0.57,0.03,0.1,103393.5,0.0,2100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2766,49.235
2023-09-13,2100.0,103221.3,0.57,0.03,0.1,103221.3,0.0,2100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2766,49.153
2023-09-14,2100.0,103391.4,1.29,0.03,0.1,103391.4,0.0,2100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2766,49.234
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2100.0,0.0,0.1,,0.0,0.0,1645.0,80912.62,0.01,0.0,,0.0,,0.0,49.187
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80845.17,0.01,0.0,,0.0,,0.0,49.146
2023-09-19,2100.0,103118.4,1.28,0.03,0.1,103118.4,0.0,2100.0,0.0,,,,2100.0,,,,,,,,0.1,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2766,49.104
2023-09-20,2100.0,103252.8,1.13,0.03,0.1,103252.8,0.0,2100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2766,49.168
2023-09-21,2100.0,103089.0,1.15,0.03,0.1,103089.0,0.0,2100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2766,49.09
2023-09-22,2100.0,103156.2,1.11,0.03,0.1,103156.2,0.0,2100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2766,49.122
2023-09-25,2300.0,112964.5,1.21,0.03,0.11,108053.0,100.0,2200.0,4911.5,,,,100.0,,,,,,,,0.0,100.0,,0.0,,,100.0,5.73,0.0,0.0,0.0,100.0,8.69,0.8413,91.31,1.3181,49.115
2023-09-26,2300.0,112976.0,1.26,0.03,0.11,108064.0,100.0,2200.0,4912.0,,,,,,,,,,,,,,,0.0,,,100.0,5.73,0.0,0.0,0.0,100.0,8.69,0.8413,91.31,1.3181,49.12
2023-09-27,200.0,9820.2,0.11,0.0,0.01,4910.1,100.0,100.0,4910.1,,,,,,,,,,,,,,2100.0,0.0,0.1,,100.0,5.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.1146,49.101
2023-09-28,200.0,9786.4,0.12,0.0,0.01,4893.2,100.0,100.0,4893.2,,,,,,,,,,,,,,,0.0,,,100.0,5.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.1146,48.932
2023-09-29,200.0,9829.0,0.11,0.0,0.01,4914.5,100.0,100.0,4914.5,,,,,,,,,,,,,,,0.0,,,100.0,5.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.1146,49.145
2023-10-02,2200.0,107998.0,0.9,0.03,0.11,103089.0,100.0,2100.0,4909.0,,,,2000.0,,,,,,,,0.1,,,0.0,,,100.0,5.73,0.0,0.0,0.0,100.0,9.09,0.8348,90.91,1.2607,49.09
2023-10-03,2200.0,107778.0,0.89,0.03,0.11,102879.0,100.0,2100.0,4899.0,,,,,,,,,,,,,,,0.0,,,100.0,5.73,0.0,0.0,0.0,100.0,9.09,0.8347,90.91,1.2607,48.99
2023-10-04,2000.0,97998.0,0.78,0.02,0.1,97998.0,0.0,2000.0,0.0,,,,,,0.0,,100.0,,,,,,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2158,48.999
2023-10-05,2000.0,98146.0,0.79,0.02,0.1,98146.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2158,49.073
2023-10-06,2000.0,98184.0,0.79,0.02,0.1,98184.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2158,49.092
2023-10-09,2000.0,98350.0,0.79,0.02,0.1,98350.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2158,49.175
2023-10-10,2000.0,98484.0,0.69,0.02,0.1,98484.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2158,49.242
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.1,,0.0,0.0,1645.0,81008.02,0.01,0.0,,0.0,,0.0,49.245
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80927.42,0.01,0.0,,0.0,,0.0,49.196
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80988.29,0.01,0.0,,0.0,,0.0,49.233
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80896.16,0.01,0.0,,0.0,,0.0,49.177
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80716.86,0.01,0.0,,0.0,,0.0,49.068
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80621.45,0.01,0.0,,0.0,,0.0,49.01
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80636.26,0.01,0.0,,0.0,,0.0,49.019
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80682.32,0.01,0.0,,0.0,,0.0,49.047
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80744.83,0.01,0.0,,0.0,,0.0,49.085
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80906.04,0.01,0.0,,0.0,,0.0,49.183
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80851.75,0.01,0.0,,0.0,,0.0,49.15
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,80891.23,0.01,0.0,,0.0,,0.0,49.174
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81042.57,0.01,0.0,,0.0,,0.0,49.266
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81128.11,0.01,0.0,,0.0,,0.0,49.318
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81248.2,0.01,0.0,,0.0,,0.0,49.391
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81361.7,0.01,0.0,,0.0,,0.0,49.46
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81504.82,0.01,0.0,,0.0,,0.0,49.547
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81626.55,0.01,0.0,,0.0,,0.0,49.621
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81465.34,0.01,0.0,,0.0,,0.0,49.523
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81516.33,0.01,0.0,,0.0,,0.0,49.554
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81570.62,0.01,0.0,,0.0,,0.0,49.587
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81575.55,0.01,0.0,,0.0,,0.0,49.59
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81453.82,0.01,0.0,,0.0,,0.0,49.516
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81475.21,0.01,0.0,,0.0,,0.0,49.529
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81800.91,0.01,0.0,,0.0,,0.0,49.727
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81731.83,0.01,0.0,,0.0,,0.0,49.685
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81871.65,0.01,0.0,,0.0,,0.0,49.77
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81873.3,0.01,0.0,,0.0,,0.0,49.771
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81812.43,0.01,0.0,,0.0,,0.0,49.734
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81851.91,0.01,0.0,,0.0,,0.0,49.758
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81850.27,0.01,0.0,,0.0,,0.0,49.757
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,785.0,39048.25,0.01,0.0,,0.0,,0.0,49.743
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81789.4,0.01,0.0,,0.0,,0.0,49.72
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,81968.71,0.01,0.0,,0.0,,0.0,49.829
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,82154.59,0.01,0.0,,0.0,,0.0,49.942
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,82396.41,0.01,0.0,,0.0,,0.0,50.089
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,82434.24,0.01,0.0,,0.0,,0.0,50.112
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,82857.01,0.01,0.0,,0.0,,0.0,50.369
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,82889.91,0.01,0.0,,0.0,,0.0,50.389
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,82973.8,0.01,0.0,,0.0,,0.0,50.44
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83033.02,0.01,0.0,,0.0,,0.0,50.476
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83042.89,0.01,0.0,,0.0,,0.0,50.482
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,82810.95,0.01,0.0,,0.0,,0.0,50.341
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,82830.69,0.01,0.0,,0.0,,0.0,50.353
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,82848.78,0.01,0.0,,0.0,,0.0,50.364
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83079.08,0.01,0.0,,0.0,,0.0,50.504
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83445.91,0.01,0.0,,0.0,,0.0,50.727
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83659.77,0.01,0.0,,0.0,,0.0,50.857
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83452.5,0.01,0.0,,0.0,,0.0,50.731
2023-12-19,2600.0,132147.6,3.18,0.03,0.13,66073.8,1300.0,1300.0,66073.8,,,,1300.0,,,,,,,,0.07,1300.0,,0.07,,,100.0,44.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.8829,50.826
2023-12-20,2600.0,132321.8,1.3,0.03,0.13,66160.9,1300.0,1300.0,66160.9,,,,,,,,,,,,,,,0.07,,,100.0,44.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.8829,50.893
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.07,,1300.0,,,,,,1300.0,0.0,0.07,,0.0,0.0,2945.0,150003.58,0.08,0.0,,0.0,,0.0,50.935
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2945.0,150248.01,0.08,0.0,,0.0,,0.0,51.018
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2945.0,150248.01,0.08,0.0,,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83924.61,0.01,0.0,,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83985.48,0.01,0.0,,0.0,,0.0,51.055
2023-12-28,2600.0,132813.2,1.34,0.03,0.13,66406.6,1300.0,1300.0,66406.6,,,,1300.0,,,,,,,,0.07,1300.0,,0.07,,,100.0,44.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.8829,51.082
2023-12-29,2600.0,132680.6,1.34,0.03,0.13,66340.3,1300.0,1300.0,66340.3,,,,,,,,,,,,,,,0.07,,,100.0,44.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.8829,51.031
2024-01-01,2600.0,132680.6,1.35,0.03,0.13,66340.3,1300.0,1300.0,66340.3,,,,,,,,,,,,,,,0.07,,,100.0,44.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.8829,
2024-01-02,2600.0,132431.0,1.35,0.03,0.13,66215.5,1300.0,1300.0,66215.5,,,,,,,,,,,,,,,0.07,,,100.0,62.35,0.0,0.0,0.0,100.0,,1.0,100.0,1.247,50.935
2024-01-03,4600.0,233882.4,1.94,0.05,0.23,167785.2,1300.0,3300.0,66097.2,,,0.1,,,,2000.0,,,0.1,,,,,0.07,,,100.0,44.14,0.0,0.0,0.0,100.0,,1.0,100.0,1.562,50.844
2024-01-04,4600.0,233335.0,2.05,0.05,0.23,167392.5,1300.0,3300.0,65942.5,,,,,,,,,,,,,,,0.07,,,100.0,44.14,0.0,0.0,0.0,100.0,,1.0,100.0,1.562,50.725
2024-01-05,4600.0,233141.8,2.11,0.05,0.23,167253.9,1300.0,3300.0,65887.9,,,,,,,,,,,,,,,0.07,,,100.0,44.14,0.0,0.0,0.0,100.0,,1.0,100.0,1.562,50.683
2024-01-08,4600.0,233413.2,2.09,0.05,0.23,167448.6,1300.0,3300.0,65964.6,,,,,,,,,,,,,,,0.07,,,100.0,44.14,0.0,0.0,0.0,100.0,,1.0,100.0,1.562,50.742
2024-01-09,2000.0,101428.0,0.89,0.02,0.1,101428.0,0.0,2000.0,0.0,,,,,,0.07,,1300.0,,,,,,1300.0,0.0,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2158,50.714
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.1,,0.0,0.0,1645.0,83365.31,0.01,0.0,,0.0,,0.0,50.678
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83394.92,0.01,0.0,,0.0,,0.0,50.696
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83702.54,0.01,0.0,,0.0,,0.0,50.883
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83579.16,0.01,0.0,,0.0,,0.0,50.808
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83546.26,0.01,0.0,,0.0,,0.0,50.788
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83307.74,0.01,0.0,,0.0,,0.0,50.643
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83380.12,0.01,0.0,,0.0,,0.0,50.687
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83358.73,0.01,0.0,,0.0,,0.0,50.674
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83524.88,0.01,0.0,,0.0,,0.0,50.775
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83503.49,0.01,0.0,,0.0,,0.0,50.762
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83513.36,0.01,0.0,,0.0,,0.0,50.768
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83666.35,0.01,0.0,,0.0,,0.0,50.861
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83740.37,0.01,0.0,,0.0,,0.0,50.906
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83896.65,0.01,0.0,,0.0,,0.0,51.001
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83802.88,0.01,0.0,,0.0,,0.0,50.944
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83970.67,0.01,0.0,,0.0,,0.0,51.046
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,84011.8,0.01,0.0,,0.0,,0.0,51.071
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83712.41,0.01,0.0,,0.0,,0.0,50.889
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83592.32,0.01,0.0,,0.0,,0.0,50.816
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83700.89,0.01,0.0,,0.0,,0.0,50.882
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83549.55,0.01,0.0,,0.0,,0.0,50.79
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83531.46,0.01,0.0,,0.0,,0.0,50.779
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1645.0,83500.2,0.01,0.0,,0.0,,0.0,50.76
