,EUDIV FP Equity_DX_SI_QTY,EUDIV FP Equity_DX_SHORT_INTEREST_VALUE,EUDIV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EUDIV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EUDIV FP Equity_DX_SI_MV,EUDIV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EUDIV FP Equity_DX_SUPPLY_SI_QTY,EUDIV FP Equity_DX_BROKER_SI_QTY,EUDIV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EUDIV FP Equity_DX_BROKER_SI_QTY_ADD,EUDIV FP Equity_DX_SUPPLY_SI_MV_DEC,EUDIV FP Equity_DX_SUPPLY_SI_QTY_DEC,EUDIV FP Equity_DX_BROKER_SI_MV_ADD,EUDIV FP Equity_DX_SUPPLY_SI_QTY_ADD,EUDIV FP Equity_DX_BROKER_SI_QTY_DEC,EUDIV FP Equity_DX_SUPPLY_SI_MV,EUDIV FP Equity_DX_BROKER_SI_MV_DEC,EUDIV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EUDIV FP Equity_DX_UTILIZATION_QUANTITY,EUDIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EUDIV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EUDIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EUDIV FP Equity_DX_ACTIVE_UTILIZATION_MV,EUDIV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EUDIV FP Equity_DX_BROKER_SI_CON_RATIO,EUDIV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EUDIV FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-10-01,44.0,5315.2,0.39,0.03,0.01,5315.2,44.0,44.0,5315.2,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-10-02,44.0,5286.16,0.4,0.03,0.01,5286.16,44.0,44.0,5286.16,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-10-03,44.0,5215.76,0.39,0.03,0.01,5215.76,44.0,44.0,5215.76,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-10-04,44.0,5258.0,0.39,0.03,0.01,5258.0,44.0,44.0,5258.0,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-10-07,44.0,5246.56,0.36,0.03,0.01,5246.56,44.0,44.0,5246.56,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-10-08,44.0,5233.36,0.36,0.03,0.01,5233.36,44.0,44.0,5233.36,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-10-09,43.0,5146.24,0.34,0.02,0.01,5146.24,44.0,43.0,5265.92,,,,,,1.0,0.01,0.0,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-10,43.0,5148.82,0.44,0.02,0.01,5148.82,43.0,43.0,5148.82,,0.0,1.0,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-11,43.0,5184.08,0.43,0.02,0.01,5184.08,43.0,43.0,5184.08,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-14,43.0,5218.48,0.42,0.02,0.01,5218.48,43.0,43.0,5218.48,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-15,43.0,5230.52,0.42,0.02,0.01,5230.52,43.0,43.0,5230.52,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-16,43.0,5236.54,0.42,0.02,0.01,5236.54,43.0,43.0,5236.54,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-17,43.0,5266.64,0.43,0.02,0.01,5266.64,43.0,43.0,5266.64,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-18,43.0,5280.4,0.43,0.02,0.01,5280.4,43.0,43.0,5280.4,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-21,43.0,5231.38,0.43,0.02,0.01,5231.38,43.0,43.0,5231.38,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-22,43.0,5181.5,0.39,0.02,0.01,5181.5,43.0,43.0,5181.5,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-23,43.0,5160.0,0.32,0.02,0.01,5160.0,43.0,43.0,5160.0,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-24,43.0,5168.6,0.3,0.02,0.01,5168.6,43.0,43.0,5168.6,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-25,43.0,5167.74,0.29,0.02,0.01,5167.74,43.0,43.0,5167.74,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-28,43.0,5219.34,0.29,0.02,0.01,5219.34,43.0,43.0,5219.34,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-29,43.0,5189.24,0.28,0.02,0.01,5189.24,43.0,43.0,5189.24,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-30,43.0,5131.62,0.28,0.02,0.01,5131.62,43.0,43.0,5131.62,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-10-31,43.0,5076.58,0.28,0.02,0.01,5076.58,43.0,43.0,5076.58,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-01,43.0,5126.46,0.29,0.02,0.01,5126.46,43.0,43.0,5126.46,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-04,43.0,5098.94,0.29,0.02,0.01,5098.94,43.0,43.0,5098.94,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-05,43.0,5111.84,0.29,0.02,0.01,5111.84,43.0,43.0,5111.84,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-06,43.0,5043.04,0.28,0.02,0.01,5043.04,43.0,43.0,5043.04,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-07,43.0,5061.1,0.17,0.02,0.01,5061.1,43.0,43.0,5061.1,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-08,43.0,5036.16,0.17,0.02,0.01,5036.16,43.0,43.0,5036.16,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-11,43.0,5080.02,0.17,0.02,0.01,5080.02,43.0,43.0,5080.02,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-12,43.0,4982.84,0.19,0.02,0.01,4982.84,43.0,43.0,4982.84,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-13,43.0,4984.56,0.19,0.02,0.01,4984.56,43.0,43.0,4984.56,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-14,43.0,5040.46,0.14,0.02,0.01,5040.46,43.0,43.0,5040.46,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-15,43.0,5028.42,0.14,0.02,0.01,5028.42,43.0,43.0,5028.42,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-18,43.0,5024.12,0.14,0.02,0.01,5024.12,43.0,43.0,5024.12,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-19,43.0,5001.76,0.13,0.02,0.01,5001.76,43.0,43.0,5001.76,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-20,43.0,4995.74,0.14,0.02,0.01,4995.74,43.0,43.0,4995.74,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-21,43.0,5008.64,0.11,0.02,0.0,5008.64,43.0,43.0,5008.64,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-22,43.0,5067.12,0.07,0.02,0.01,5067.12,43.0,43.0,5067.12,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-25,43.0,5086.04,0.07,0.02,0.01,5086.04,43.0,43.0,5086.04,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-26,43.0,5052.5,0.07,0.02,0.01,5052.5,43.0,43.0,5052.5,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-27,43.0,5033.58,0.07,0.02,0.01,5033.58,43.0,43.0,5033.58,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.8958
2024-11-28,86.0,10096.4,0.13,0.05,0.01,5048.2,43.0,43.0,5048.2,,,,,,,0.01,,100.0,89.58,0.0,0.0,0.0,100.0,,1.0,100.0,1.7917
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01,43.0,,,43.0,0.0,0.01,0.0,0.0,48.0,5650.56,0.01,0.0,,0.0,,0.0
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5665.92,0.01,0.0,,0.0,,0.0
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5690.88,0.01,0.0,,0.0,,0.0
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5545.92,0.01,0.0,,0.0,,0.0
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5531.52,0.01,0.0,,0.0,,0.0
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5512.32,0.01,0.0,,0.0,,0.0
2024-12-18,32.0,3665.28,0.05,0.02,0.0,3665.28,32.0,32.0,3665.28,32.0,,,0.0,32.0,,0.0,,100.0,66.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.6667
2024-12-19,32.0,3624.96,0.06,0.02,0.0,3624.96,32.0,32.0,3624.96,,,,,,,0.0,,100.0,66.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.6667
2024-12-20,32.0,3626.24,0.05,0.02,0.0,3626.24,32.0,32.0,3626.24,,,,,,,0.0,,100.0,66.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.6667
2024-12-23,32.0,3623.04,0.05,0.02,0.0,0.0,32.0,0.0,3623.04,,,,,,32.0,0.0,0.0,100.0,66.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.6667
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,,,,0.0,,0.0,0.0,48.0,5450.88,0.01,0.0,,0.0,,0.0
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5450.88,0.01,0.0,,0.0,,0.0
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5450.88,0.01,0.0,,0.0,,0.0
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5475.84,0.01,0.0,,0.0,,0.0
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5464.32,0.01,0.0,,0.0,,0.0
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5480.64,0.01,0.0,,0.0,,0.0
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5480.64,0.01,0.0,,0.0,,0.0
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5520.0,0.01,0.0,,0.0,,0.0
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5492.16,0.01,0.0,,0.0,,0.0
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5549.76,0.01,0.0,,0.0,,0.0
2025-01-07,32.0,3715.84,0.07,0.02,0.0,3715.84,32.0,32.0,3715.84,32.0,,,0.0,32.0,,0.0,,100.0,66.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.6667
2025-01-08,32.0,3710.72,0.15,0.02,0.0,3710.72,32.0,32.0,3710.72,,,,,,,0.0,,100.0,61.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.6154
2025-01-09,32.0,3731.2,0.15,0.02,0.0,3731.2,32.0,32.0,3731.2,,,,,,,0.0,,100.0,61.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.6154
2025-01-10,32.0,3691.52,0.14,0.02,0.0,3691.52,32.0,32.0,3691.52,,,,,,,0.0,,100.0,61.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.6154
2025-01-13,32.0,3672.32,0.15,0.02,0.0,0.0,32.0,0.0,3672.32,,,,,,32.0,0.0,0.0,100.0,61.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.6154
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,,,,0.0,,0.0,0.0,52.0,5976.88,0.01,0.0,,0.0,,0.0
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6079.84,0.01,0.0,,0.0,,0.0
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6120.4,0.01,0.0,,0.0,,0.0
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6195.28,0.01,0.0,,0.0,,0.0
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6202.56,0.01,0.0,,0.0,,0.0
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6207.76,0.01,0.0,,0.0,,0.0
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6227.52,0.01,0.0,,0.0,,0.0
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6249.36,0.01,0.0,,0.0,,0.0
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6255.6,0.01,0.0,,0.0,,0.0
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6282.64,0.01,0.0,,0.0,,0.0
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6307.6,0.01,0.0,,0.0,,0.0
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6310.72,0.01,0.0,,0.0,,0.0
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6368.96,0.01,0.0,,0.0,,0.0
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6347.12,0.01,0.0,,0.0,,0.0
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6302.4,0.01,0.0,,0.0,,0.0
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6322.16,0.01,0.0,,0.0,,0.0
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6314.88,0.01,0.0,,0.0,,0.0
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6394.96,0.01,0.0,,0.0,,0.0
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6367.92,0.01,0.0,,0.0,,0.0
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6407.44,0.01,0.0,,0.0,,0.0
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6429.28,0.01,0.0,,0.0,,0.0
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6429.28,0.01,0.0,,0.0,,0.0
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6522.88,0.01,0.0,,0.0,,0.0
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6502.08,0.01,0.0,,0.0,,0.0
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6546.8,0.01,0.0,,0.0,,0.0
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6553.04,0.01,0.0,,0.0,,0.0
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6468.8,0.01,0.0,,0.0,,0.0
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6449.04,0.01,0.0,,0.0,,0.0
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6467.76,0.01,0.0,,0.0,,0.0
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6472.96,0.01,0.0,,0.0,,0.0
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6496.88,0.01,0.0,,0.0,,0.0
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6560.32,0.01,0.0,,0.0,,0.0
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6517.68,0.01,0.0,,0.0,,0.0
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6483.36,0.01,0.0,,0.0,,0.0
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6585.28,0.01,0.0,,0.0,,0.0
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6507.28,0.01,0.0,,0.0,,0.0
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6574.88,0.01,0.0,,0.0,,0.0
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6667.44,0.01,0.0,,0.0,,0.0
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6633.12,0.01,0.0,,0.0,,0.0
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6617.52,0.01,0.0,,0.0,,0.0
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6532.24,0.01,0.0,,0.0,,0.0
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6561.36,0.01,0.0,,0.0,,0.0
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6565.52,0.01,0.0,,0.0,,0.0
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6608.16,0.01,0.0,,0.0,,0.0
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6650.8,0.01,0.0,,0.0,,0.0
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6680.96,0.01,0.0,,0.0,,0.0
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6682.0,0.01,0.0,,0.0,,0.0
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6643.52,0.01,0.0,,0.0,,0.0
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6597.76,0.01,0.0,,0.0,,0.0
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6591.52,0.01,0.0,,0.0,,0.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6609.2,0.01,0.0,,0.0,,0.0
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6560.32,0.01,0.0,,0.0,,0.0
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6569.68,0.01,0.0,,0.0,,0.0
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6563.44,0.01,0.0,,0.0,,0.0
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6523.92,0.01,0.0,,0.0,,0.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6550.96,0.01,0.0,,0.0,,0.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6512.48,0.01,0.0,,0.0,,0.0
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6467.76,0.01,0.0,,0.0,,0.0
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6203.6,0.01,0.0,,0.0,,0.0
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,5909.28,0.01,0.0,,0.0,,0.0
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6041.36,0.01,0.0,,0.0,,0.0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,5869.76,0.01,0.0,,0.0,,0.0
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6054.88,0.01,0.0,,0.0,,0.0
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6048.64,0.01,0.0,,0.0,,0.0
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6198.4,0.01,0.0,,0.0,,0.0
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6300.32,0.01,0.0,,0.0,,0.0
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6306.56,0.01,0.0,,0.0,,0.0
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6305.52,0.01,0.0,,0.0,,0.0
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6305.52,0.01,0.0,,0.0,,0.0
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6305.52,0.01,0.0,,0.0,,0.0
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6348.16,0.01,0.0,,0.0,,0.0
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6405.36,0.01,0.0,,0.0,,0.0
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6453.2,0.01,0.0,,0.0,,0.0
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6476.08,0.01,0.0,,0.0,,0.0
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,52.0,6500.0,0.01,0.0,,0.0,,0.0
