,ALJXR FP Equity_DX_SI_QTY,ALJXR FP Equity_DX_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALJXR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALJXR FP Equity_DX_SI_MV,ALJXR FP Equity_DX_DSS,ALJXR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY,ALJXR FP Equity_DX_BROKER_SI_QTY,ALJXR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALJXR FP Equity_DX_BROKER_SI_MV_INC_x,ALJXR FP Equity_DX_SUPPLY_SI_MV_NEW,ALJXR FP Equity_DX_BROKER_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_NEW,ALJXR FP Equity_DX_SUPPLY_SI_MV_DEC,ALJXR FP Equity_DX_BROKER_SI_QTY_INC,ALJXR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALJXR FP Equity_DX_BROKER_SI_MV_INC_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALJXR FP Equity_DX_BROKER_SI_MV_ADD,ALJXR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV,ALJXR FP Equity_DX_BROKER_SI_MV_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV_RMV,ALJXR FP Equity_DX_BROKER_SI_MV_RMV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALJXR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALJXR FP Equity_DX_BROKER_SI_CON_RATIO,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALJXR FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-12-10,81961.0,3483.34,0.05,0.01,0.05,0.0,0.0,3440.84,60961.0,80961.0,2590.84,,,,,,,,0.0,,2420.0,,,,,,,4320.0,0.0,0.0,,,100.0,38.23,0.0,0.0,,0.0,100.0,2.44,0.9056,95.12,0.514
2020-12-11,99158.0,3926.66,0.06,0.01,0.06,0.0,0.0,3887.06,60961.0,98158.0,2414.06,,,,0.0,,,,,25000.0,,,,0.0,,,,7803.0,0.0,0.0,,,100.0,45.37,0.0,0.0,,0.0,100.0,26.24,0.5716,70.87,0.738
2020-12-14,99158.0,3688.68,0.06,0.01,0.06,0.0,0.0,3651.48,60961.0,98158.0,2267.75,,,,,,,,,,,,,,,,,,0.0,,,,100.0,32.73,0.0,0.0,,0.0,100.0,27.64,0.5599,69.5,0.5324
2020-12-15,99158.0,3470.53,0.04,0.01,0.04,0.0,0.0,3435.53,60961.0,98158.0,2133.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,42.0,0.0,0.0,,0.0,100.0,28.89,0.5504,68.3,0.6831
2020-12-16,99158.0,3222.64,0.04,0.01,0.04,0.0,0.0,3190.14,60961.0,98158.0,1981.23,,,,,,,,,,,,,,,,,,0.0,,,,100.0,48.63,0.0,0.0,,0.0,100.0,30.12,0.542,67.14,0.791
2020-12-17,99158.0,3341.62,0.04,0.01,0.04,0.0,0.0,3307.92,60961.0,98158.0,2054.39,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.39,0.0,0.0,,0.0,100.0,31.58,0.5299,65.55,0.657
2020-12-18,381758.0,13361.53,0.17,0.02,0.17,0.01,0.0,7926.03,215261.0,226458.0,7534.14,,,154300.0,,,154300.0,,,,,,,,154300.0,0.01,,26000.0,0.01,0.0,,,100.0,46.84,0.0,0.0,,0.0,100.0,18.38,0.6873,80.84,0.8308
2020-12-21,380758.0,12755.39,0.17,0.02,0.17,0.01,0.0,7586.34,214261.0,226458.0,7177.74,,,,,,,,0.0,,1000.0,,,,,,,,0.01,,,,100.0,46.73,0.0,0.0,,0.0,100.0,18.44,0.6911,81.06,0.8304
2020-12-22,380758.0,12907.7,0.17,0.03,0.17,0.01,0.0,7676.93,214261.0,226458.0,7263.45,,,,,,,,,,,,,,,,,,0.01,,,,100.0,46.73,0.0,0.0,,0.0,100.0,18.43,0.6907,81.03,0.8304
2020-12-23,380758.0,13060.0,0.17,0.03,0.17,0.01,0.0,7767.51,214261.0,226458.0,7349.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,85.72,0.0,0.0,,0.0,100.0,18.43,0.6908,81.04,1.5233
2020-12-24,380758.0,12869.62,0.17,0.03,0.17,0.01,0.0,7654.28,214261.0,226458.0,7242.02,,,,,,,,,,,,,,,,,,0.01,,,,100.0,46.73,0.0,0.0,,0.0,100.0,18.43,0.6909,81.05,0.8304
2020-12-25,380758.0,12869.62,0.17,0.03,0.17,0.01,0.0,7654.28,214261.0,226458.0,7242.02,,,,,,,,,,,,,,,,,,0.01,,,,100.0,46.73,0.0,0.0,,0.0,100.0,18.51,0.6899,80.97,0.8304
2020-12-28,380758.0,13060.0,0.17,0.03,0.17,0.01,0.0,7767.51,214261.0,226458.0,7349.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,46.73,0.0,0.0,,0.0,100.0,18.62,0.6883,80.85,0.8304
2020-12-29,380758.0,13212.3,0.17,0.03,0.17,0.01,0.0,7858.09,214261.0,226458.0,7434.86,,,,,,,,,,,,,,,,,,0.01,,,,100.0,46.73,0.0,0.0,,0.0,100.0,18.53,0.6894,80.93,0.8304
2020-12-30,72158.0,2453.37,0.03,0.01,0.03,0.0,0.0,2453.37,59961.0,72158.0,2038.67,,,,,,,,0.01,,154300.0,,,,,,,154300.0,0.0,0.01,,,100.0,40.0,0.0,0.0,,0.0,100.0,2.79,0.9458,97.21,0.4813
2020-12-31,72158.0,2453.37,0.03,0.01,0.03,0.0,0.0,2453.37,59961.0,72158.0,2038.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.0,0.0,0.0,,0.0,100.0,2.77,0.9462,97.23,0.4813
2021-01-01,72158.0,2453.37,0.03,0.01,0.03,0.0,0.0,2453.37,59961.0,72158.0,2038.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.0,0.0,0.0,,0.0,100.0,2.77,0.9461,97.23,0.4813
2021-01-04,72158.0,2503.88,0.03,0.01,0.03,0.0,0.0,2503.88,59961.0,72158.0,2080.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.0,0.0,0.0,,0.0,100.0,2.83,0.945,97.17,0.4813
2021-01-05,72158.0,2424.51,0.03,0.01,0.03,0.0,0.0,2424.51,59961.0,72158.0,2014.69,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.0,0.0,0.0,,0.0,100.0,2.69,0.9477,97.31,0.4813
2021-01-06,72158.0,2438.94,0.03,0.01,0.03,0.0,0.0,2438.94,59961.0,72158.0,2026.68,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.0,0.0,0.0,,0.0,100.0,2.79,0.9458,97.21,0.4813
2021-01-07,72158.0,2410.08,0.03,0.01,0.03,0.0,0.0,2410.08,59961.0,72158.0,2002.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.0,0.0,0.0,,0.0,100.0,2.74,0.9468,97.26,0.4813
2021-01-08,72158.0,2511.1,0.03,0.01,0.03,0.0,0.0,2511.1,59961.0,72158.0,2086.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.0,0.0,0.0,,0.0,100.0,2.88,0.944,97.12,0.4813
2021-01-11,72158.0,2518.31,0.03,0.0,0.03,0.0,0.0,2518.31,59961.0,72158.0,2092.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.0,0.0,0.0,,0.0,100.0,2.78,0.946,97.22,0.4813
2021-01-12,70158.0,2455.53,0.03,0.0,0.03,0.0,0.0,2455.53,57961.0,70158.0,2028.64,,,,,,,,0.0,,2000.0,,,,,,,2000.0,0.0,0.0,,,100.0,39.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4743
2021-01-13,70158.0,2406.42,0.03,0.0,0.03,0.0,0.0,2406.42,57961.0,70158.0,1988.06,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4743
2021-01-14,70158.0,2427.47,0.03,0.0,0.03,0.0,0.0,2427.47,57961.0,70158.0,2005.45,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4743
2021-01-15,70158.0,2406.42,0.03,0.0,0.03,0.0,0.0,2406.42,57961.0,70158.0,1988.06,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4743
2021-01-18,70158.0,2378.36,0.03,0.0,0.03,0.0,0.0,2378.36,57961.0,70158.0,1964.88,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4743
2021-01-19,70158.0,2385.37,0.03,0.0,0.03,0.0,0.0,2385.37,57961.0,70158.0,1970.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4743
2021-01-20,71158.0,2433.6,0.03,0.01,0.03,0.0,0.0,2433.6,57961.0,71158.0,1982.27,,,,,,1000.0,,,,,,,,,0.0,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.41,0.9721,98.59,0.4811
2021-01-21,71158.0,2398.02,0.03,0.0,0.03,0.0,0.0,2398.02,57961.0,71158.0,1953.29,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.38,0.9727,98.62,0.4811
2021-01-22,71158.0,2383.79,0.03,0.0,0.03,0.0,0.0,2383.79,57961.0,71158.0,1941.69,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.39,0.9725,98.61,0.4811
2021-01-25,71158.0,2312.64,0.03,0.01,0.03,0.0,0.0,2312.64,57961.0,71158.0,1883.73,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.36,0.9731,98.64,0.4811
2021-01-26,71158.0,2333.98,0.03,0.01,0.03,0.0,0.0,2333.98,57961.0,71158.0,1901.12,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.41,0.9722,98.59,0.4811
2021-01-27,71158.0,2312.64,0.03,0.01,0.03,0.0,0.0,2312.64,57961.0,71158.0,1883.73,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.39,0.9726,98.61,0.4811
2021-01-28,71158.0,2298.4,0.03,0.01,0.03,0.0,0.0,2298.4,57961.0,71158.0,1872.14,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.4,0.9725,98.6,0.4811
2021-01-29,71158.0,2291.29,0.03,0.01,0.03,0.0,0.0,2291.29,57961.0,71158.0,1866.34,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.4,0.9723,98.6,0.4811
2021-02-01,71158.0,2277.06,0.03,0.01,0.03,0.0,0.0,2277.06,57961.0,71158.0,1854.75,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.4,0.9724,98.6,0.4811
2021-02-02,71158.0,2291.29,0.03,0.01,0.03,0.0,0.0,2291.29,57961.0,71158.0,1866.34,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.41,0.9722,98.59,0.4811
2021-02-03,71158.0,2277.06,0.03,0.01,0.03,0.0,0.0,2277.06,57961.0,71158.0,1854.75,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.4,0.9724,98.6,0.4811
2021-02-04,71158.0,2298.4,0.03,0.01,0.03,0.0,0.0,2298.4,57961.0,71158.0,1872.14,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.42,0.972,98.58,0.4811
2021-02-05,71158.0,2305.52,0.03,0.01,0.03,0.0,0.0,2305.52,57961.0,71158.0,1877.94,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.41,0.9723,98.59,0.4811
2021-02-08,71158.0,2333.98,0.03,0.01,0.03,0.0,0.0,2333.98,57961.0,71158.0,1901.12,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.4,0.9724,98.6,0.4811
2021-02-09,71158.0,2383.79,0.03,0.01,0.03,0.0,0.0,2383.79,57961.0,71158.0,1941.69,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.43,0.9717,98.57,0.4811
2021-02-10,71158.0,2362.45,0.03,0.01,0.03,0.0,0.0,2362.45,57961.0,71158.0,1924.31,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.39,0.9725,98.61,0.4811
2021-02-11,71158.0,2341.1,0.03,0.01,0.03,0.0,0.0,2341.1,57961.0,71158.0,1906.92,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.39,0.9725,98.61,0.4811
2021-02-12,71158.0,2312.64,0.03,0.01,0.03,0.0,0.0,2312.64,57961.0,71158.0,1883.73,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.39,0.9726,98.61,0.4811
2021-02-15,71158.0,2269.94,0.03,0.01,0.03,0.0,0.0,2269.94,57961.0,71158.0,1848.96,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.38,0.9728,98.62,0.4811
2021-02-16,71158.0,2269.94,0.03,0.01,0.03,0.0,0.0,2269.94,57961.0,71158.0,1848.96,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.41,0.9723,98.59,0.4811
2021-02-17,71158.0,2262.82,0.03,0.01,0.03,0.0,0.0,2262.82,57961.0,71158.0,1843.16,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.41,0.9722,98.59,0.4811
2021-02-18,71158.0,2205.9,0.03,0.01,0.03,0.0,0.0,2205.9,57961.0,71158.0,1796.79,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.37,0.973,98.63,0.4811
2021-02-19,71158.0,2198.78,0.03,0.01,0.03,0.0,0.0,2198.78,57961.0,71158.0,1790.99,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.4,0.9724,98.6,0.4811
2021-02-22,71158.0,2227.25,0.03,0.01,0.03,0.0,0.0,2227.25,57961.0,71158.0,1814.18,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.42,0.972,98.58,0.4811
2021-02-23,71158.0,2184.55,0.03,0.01,0.03,0.0,0.0,2184.55,57961.0,71158.0,1779.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,39.18,0.0,0.0,,0.0,100.0,1.38,0.9728,98.62,0.4811
2021-02-24,63660.0,1941.63,0.03,0.01,0.03,0.0,0.0,1941.63,54660.0,63660.0,1667.13,,,,,,,,0.0,,3301.0,,,,,,,7498.0,0.0,0.0,,,100.0,38.68,0.0,0.0,,0.0,100.0,1.55,0.9694,98.45,0.4505
2021-02-25,63660.0,1909.8,0.03,0.01,0.03,0.0,0.0,1909.8,54660.0,63660.0,1639.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,38.68,0.0,0.0,,0.0,100.0,1.55,0.9695,98.45,0.4505
2021-02-26,63660.0,1852.51,0.03,0.01,0.03,0.0,0.0,1852.51,54660.0,63660.0,1590.61,,,,,,,,,,,,,,,,,,0.0,,,,100.0,38.68,0.0,0.0,,0.0,100.0,1.56,0.9693,98.44,0.4505
2021-03-01,63660.0,1973.46,0.03,0.01,0.03,0.0,0.0,1973.46,54660.0,63660.0,1694.46,,,,,,,,,,,,,,,,,,0.0,,,,100.0,38.68,0.0,0.0,,0.0,100.0,1.67,0.9671,98.33,0.4505
2021-03-02,63660.0,1941.63,0.03,0.01,0.03,0.0,0.0,1941.63,54660.0,63660.0,1667.13,,,,,,,,,,,,,,,,,,0.0,,,,100.0,38.68,0.0,0.0,,0.0,100.0,1.54,0.9696,98.46,0.4505
2021-03-03,63594.0,1939.62,0.03,0.01,0.03,0.0,0.0,1939.62,54594.0,63594.0,1665.12,,,,,,,,0.0,,66.0,,,,,,,66.0,0.0,0.0,,,100.0,38.67,0.0,0.0,,0.0,100.0,1.57,0.969,98.43,0.4504
2021-03-04,63594.0,1901.46,0.03,0.01,0.03,0.0,0.0,1901.46,54594.0,63594.0,1632.36,,,,,,,,,,,,,,,,,,0.0,,,,100.0,38.67,0.0,0.0,,0.0,100.0,1.55,0.9695,98.45,0.4504
2021-03-05,63594.0,1869.66,0.03,0.01,0.03,0.0,0.0,1869.66,54594.0,63594.0,1605.06,,,,,,,,,,,,,,,,,,0.0,,,,100.0,38.67,0.0,0.0,,0.0,100.0,1.54,0.9696,98.46,0.4504
2021-03-08,63594.0,1850.59,0.03,0.01,0.03,0.0,0.0,1850.59,54594.0,63594.0,1588.69,,,,,,,,,,,,,,,,,,0.0,,,,100.0,38.67,0.0,0.0,,0.0,100.0,1.56,0.9694,98.44,0.4504
2021-03-09,63594.0,1825.15,0.03,0.01,0.03,0.0,0.0,1825.15,54594.0,63594.0,1566.85,,,,,,,,,,,,,,,,,,0.0,,,,100.0,38.67,0.0,0.0,,0.0,100.0,1.55,0.9695,98.45,0.4504
2021-03-10,63594.0,1717.04,0.03,0.01,0.03,0.0,0.0,1717.04,54594.0,63594.0,1474.04,,,,,,,,,,,,,,,,,,0.0,,,,100.0,38.67,0.0,0.0,,0.0,100.0,1.48,0.9709,98.52,0.4504
2021-03-11,63594.0,1755.19,0.03,0.01,0.03,0.0,0.0,1755.19,54594.0,63594.0,1506.79,,,,,,,,,,,,,,,,,,0.0,,,,100.0,38.67,0.0,0.0,,0.0,100.0,1.6,0.9684,98.4,0.4504
2021-03-12,63594.0,1780.63,0.03,0.01,0.03,0.0,0.0,1780.63,54594.0,63594.0,1528.63,,,,,,,,,,,,,,,,,,0.0,,,,100.0,38.67,0.0,0.0,,0.0,100.0,1.59,0.9687,98.41,0.4504
2021-03-15,78594.0,2247.79,0.04,0.01,0.03,0.0,0.0,2247.79,69594.0,78594.0,1990.39,,,15000.0,0.0,,,,,15000.0,,,,0.0,15000.0,,,,0.0,,,,100.0,40.65,0.0,0.0,,0.0,100.0,1.3,0.9744,98.7,0.4591
2021-03-16,78594.0,2263.51,0.04,0.01,0.03,0.0,0.0,2263.51,69594.0,78594.0,2004.31,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.65,0.0,0.0,,0.0,100.0,1.28,0.9747,98.72,0.4591
2021-03-17,78594.0,2216.35,0.04,0.01,0.03,0.0,0.0,2216.35,69594.0,78594.0,1962.55,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.65,0.0,0.0,,0.0,100.0,1.24,0.9755,98.76,0.4591
2021-03-18,78594.0,2012.01,0.04,0.01,0.03,0.0,0.0,2012.01,69594.0,78594.0,1781.61,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.65,0.0,0.0,,0.0,100.0,1.16,0.9771,98.84,0.4591
2021-03-19,78594.0,2074.88,0.04,0.01,0.03,0.0,0.0,2074.88,69594.0,78594.0,1837.28,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.65,0.0,0.0,,0.0,100.0,1.31,0.9741,98.69,0.4591
2021-03-22,208594.0,5298.29,0.09,0.02,0.09,0.01,0.0,5298.29,69594.0,208594.0,1767.69,,,,0.0,,,,,130000.0,,,,0.0,,,,,0.0,,,,100.0,40.65,0.0,0.0,,0.0,100.0,0.47,0.9906,99.53,1.2185
2021-03-23,131000.0,3314.3,0.06,0.01,0.06,0.0,0.0,3314.3,0.0,131000.0,0.0,,,,,,,,0.0,,69594.0,,,,,,,77594.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.76,0.9849,99.24,4.0939
2021-03-24,131000.0,3327.4,0.06,0.01,0.06,0.0,0.0,3327.4,0.0,131000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.77,0.9848,99.23,4.0939
2021-03-25,659200.0,16216.32,0.3,0.05,0.29,0.02,0.0,9719.46,264100.0,395100.0,6496.86,,,,,,264100.0,,,,,,,,,0.01,264100.0,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-03-26,659200.0,15952.64,0.3,0.05,0.29,0.02,0.0,9561.42,264100.0,395100.0,6391.22,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-03-29,659200.0,14897.92,0.3,0.05,0.29,0.02,0.0,8929.26,264100.0,395100.0,5968.66,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.6811,80.14,1.1767
2021-03-30,659200.0,14568.32,0.3,0.05,0.29,0.01,0.0,8731.71,264100.0,395100.0,5836.61,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-03-31,659200.0,14172.8,0.3,0.05,0.29,0.01,0.0,8494.65,264100.0,395100.0,5678.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-04-01,659200.0,14304.64,0.3,0.05,0.29,0.01,0.0,8573.67,264100.0,395100.0,5730.97,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.6809,80.13,1.1767
2021-04-02,659200.0,14304.64,0.3,0.05,0.29,0.01,0.0,8573.67,264100.0,395100.0,5730.97,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.65,0.6818,80.2,1.1767
2021-04-05,659200.0,14304.64,0.3,0.05,0.29,0.01,0.0,8573.67,264100.0,395100.0,5730.97,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.65,0.6818,80.2,1.1767
2021-04-06,659200.0,14766.08,0.3,0.05,0.29,0.01,0.0,8850.24,264100.0,395100.0,5915.84,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.6809,80.12,1.1767
2021-04-07,659200.0,14238.72,0.3,0.08,0.29,0.01,0.0,8534.16,264100.0,395100.0,5704.56,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-04-08,659200.0,14106.88,0.3,0.08,0.29,0.01,0.0,8455.14,264100.0,395100.0,5651.74,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-04-09,659200.0,13513.6,0.3,0.08,0.29,0.01,0.0,8099.55,264100.0,395100.0,5414.05,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-04-12,659200.0,12986.24,0.3,0.08,0.29,0.01,0.0,7783.47,264100.0,395100.0,5202.77,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-04-13,659200.0,12392.96,0.3,0.07,0.29,0.01,0.0,7427.88,264100.0,395100.0,4965.08,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-04-14,659200.0,12261.12,0.3,0.07,0.29,0.01,0.0,7348.86,264100.0,395100.0,4912.26,,,,,,,,,,,,,,,,,,0.01,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-04-15,659200.0,11931.52,0.3,0.08,0.29,0.01,0.0,7151.31,264100.0,395100.0,4780.21,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-04-16,659200.0,12129.28,0.3,0.08,0.29,0.01,0.0,7269.84,264100.0,395100.0,4859.44,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.6809,80.13,1.1767
2021-04-19,659200.0,11470.08,0.3,0.07,0.29,0.01,0.0,6874.74,264100.0,395100.0,4595.34,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.681,80.13,1.1767
2021-04-20,659200.0,10613.12,0.3,0.07,0.29,0.01,0.0,6361.11,264100.0,395100.0,4252.01,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.14,0.0,0.0,,0.0,100.0,19.72,0.6811,80.14,1.1767
2021-04-21,1300800.0,20552.64,0.58,0.14,0.57,0.02,0.0,11311.22,584900.0,715900.0,9241.42,,,320800.0,0.01,,,,,320800.0,,,,0.01,320800.0,,,,0.01,,,,100.0,48.67,0.0,0.0,,0.0,100.0,40.79,0.4182,49.17,1.0824
2021-04-22,1300800.0,19251.84,0.34,0.13,0.33,0.02,0.0,10595.32,584900.0,715900.0,8656.52,,,,,,,,,,,,,,,,,,0.01,,,,100.0,48.67,0.0,0.0,,0.0,100.0,41.25,0.4166,48.6,1.0824
2021-04-23,1300800.0,19251.84,0.34,0.13,0.33,0.02,0.0,10595.32,584900.0,715900.0,8656.52,,,,,,,,,,,,,,,,,,0.01,,,,100.0,48.67,0.0,0.0,,0.0,100.0,40.61,0.4189,49.4,1.0824
2021-04-26,1300800.0,20812.8,0.34,0.13,0.33,0.02,0.0,11454.4,584900.0,715900.0,9358.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,48.67,0.0,0.0,,0.0,100.0,39.81,0.422,50.4,1.0824
2021-04-27,1300800.0,19512.0,0.34,0.11,0.33,0.02,0.0,10738.5,584900.0,715900.0,8773.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,48.67,0.0,0.0,,0.0,100.0,41.24,0.4167,48.61,1.0824
2021-04-28,1300800.0,19512.0,0.34,0.11,0.33,0.02,0.0,10738.5,584900.0,715900.0,8773.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,48.67,0.0,0.0,,0.0,100.0,40.61,0.4189,49.4,1.0824
