,ALHUN FP Equity_DX_SI_QTY,ALHUN FP Equity_DX_SHORT_INTEREST_VALUE,ALHUN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHUN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHUN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHUN FP Equity_DX_SI_MV,ALHUN FP Equity_DX_DSS,ALHUN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHUN FP Equity_DX_SUPPLY_SI_QTY,ALHUN FP Equity_DX_BROKER_SI_QTY,ALHUN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHUN FP Equity_DX_SUPPLY_SI_MV_DEC,ALHUN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHUN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHUN FP Equity_DX_SUPPLY_SI_MV,ALHUN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHUN FP Equity_DX_UTILIZATION_QUANTITY,ALHUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHUN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHUN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHUN FP Equity_DX_BROKER_SI_CON_RATIO,ALHUN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHUN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHUN FP Equity_PX_LAST
2022-12-27,8000.0,92800.0,0.21,10.9,0.21,0.09,0.0,0.0,8000.0,0.0,92800.0,,,,0.09,100.0,80.01,0.0,0.0,0.0,100.0,1.0,100.0,0.8001,11.6
2022-12-28,8000.0,93600.0,0.21,12.72,0.21,0.09,0.0,0.0,8000.0,0.0,93600.0,,,,0.09,100.0,80.01,0.0,0.0,0.0,100.0,1.0,100.0,0.8001,11.7
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,8000.0,,0.0,0.0,0.0,9999.0,117988.2,0.12,0.0,0.0,100.0,0.0,11.8
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,118488.15,0.12,0.0,0.0,,0.0,11.85
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,118988.1,0.12,0.0,0.0,,0.0,11.9
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,119988.0,0.12,0.0,0.0,,0.0,12.0
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,119988.0,0.12,0.0,0.0,,0.0,12.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,120987.9,0.12,0.0,0.0,,0.0,12.1
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,132486.75,0.12,0.0,0.0,,0.0,13.25
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,140985.9,0.13,0.0,0.0,,0.0,14.1
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,137986.2,0.14,0.0,0.0,,0.0,13.8
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,136986.3,0.14,0.0,0.0,,0.0,13.7
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,136986.3,0.14,0.0,0.0,,0.0,13.7
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,136986.3,0.14,0.0,0.0,,0.0,13.7
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,137486.25,0.14,0.0,0.0,,0.0,13.75
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,9999.0,137986.2,0.14,0.0,0.0,,0.0,13.8
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,263349.4,0.26,0.0,0.0,,0.0,13.9
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,260507.5,0.26,0.0,0.0,,0.0,13.75
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,259560.2,0.26,0.0,0.0,,0.0,13.7
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,260507.5,0.26,0.0,0.0,,0.0,13.75
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,260507.5,0.26,0.0,0.0,,0.0,13.75
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,8947.0,122573.9,0.12,0.0,0.0,,0.0,13.7
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,8947.0,122573.9,0.12,0.0,0.0,,0.0,13.7
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,8947.0,122573.9,0.12,0.0,0.0,,0.0,13.7
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,8947.0,122573.9,0.12,0.0,0.0,,0.0,13.7
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,258612.9,0.26,0.0,0.0,,0.0,13.65
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,259560.2,0.26,0.0,0.0,,0.0,13.7
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,257665.6,0.26,0.0,0.0,,0.0,13.6
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,260507.5,0.26,0.0,0.0,,0.0,13.75
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,280400.8,0.26,0.0,0.0,,0.0,14.8
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,280400.8,0.26,0.0,0.0,,0.0,14.8
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,273769.7,0.28,0.0,0.0,,0.0,14.45
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,275664.3,0.28,0.0,0.0,,0.0,14.55
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,276611.6,0.28,0.0,0.0,,0.0,14.6
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18946.0,273769.7,0.28,0.0,0.0,,0.0,14.45
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,779519.7,0.78,0.0,0.0,,0.0,14.45
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,776822.4,0.78,0.0,0.0,,0.0,14.4
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,779519.7,0.78,0.0,0.0,,0.0,14.45
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,768730.5,0.78,0.0,0.0,,0.0,14.25
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,801098.1,0.77,0.0,0.0,,0.0,14.85
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,798400.8,0.8,0.0,0.0,,0.0,14.8
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,793006.2,0.8,0.0,0.0,,0.0,14.7
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,793006.2,0.79,0.0,0.0,,0.0,14.7
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,790308.9,0.79,0.0,0.0,,0.0,14.65
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,779519.7,0.79,0.0,0.0,,0.0,14.45
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,763335.9,0.78,0.0,0.0,,0.0,14.15
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,768730.5,0.76,0.0,0.0,,0.0,14.25
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,771427.8,0.77,0.0,0.0,,0.0,14.3
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,774125.1,0.77,0.0,0.0,,0.0,14.35
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,771427.8,0.77,0.0,0.0,,0.0,14.3
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,771427.8,0.77,0.0,0.0,,0.0,14.3
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,766033.2,0.77,0.0,0.0,,0.0,14.2
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,766033.2,0.77,0.0,0.0,,0.0,14.2
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,766033.2,0.77,0.0,0.0,,0.0,14.2
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,752546.7,0.77,0.0,0.0,,0.0,13.95
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,717481.8,0.76,0.0,0.0,,0.0,13.3
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,698600.7,0.72,0.0,0.0,,0.0,12.95
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53946.0,695903.4,0.7,0.0,0.0,,0.0,12.9
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1151205.75,1.14,0.0,0.0,,0.0,13.05
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1146795.0,1.15,0.0,0.0,,0.0,13.0
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1142384.25,1.15,0.0,0.0,,0.0,12.95
2023-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1146795.0,1.14,0.0,0.0,,0.0,13.0
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1146795.0,1.15,0.0,0.0,,0.0,13.0
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1129152.0,1.15,0.0,0.0,,0.0,12.8
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1129152.0,1.13,0.0,0.0,,0.0,12.8
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1124741.25,1.13,0.0,0.0,,0.0,12.75
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1085044.5,1.12,0.0,0.0,,0.0,12.3
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1085044.5,1.09,0.0,0.0,,0.0,12.3
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1115919.75,1.09,0.0,0.0,,0.0,12.65
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1120330.5,1.12,0.0,0.0,,0.0,12.7
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1115919.75,1.12,0.0,0.0,,0.0,12.65
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1124741.25,1.12,0.0,0.0,,0.0,12.75
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1137973.5,1.12,0.0,0.0,,0.0,12.9
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1137973.5,1.14,0.0,0.0,,0.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1137973.5,1.14,0.0,0.0,,0.0,
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1133562.75,1.14,0.0,0.0,,0.0,12.85
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1142384.25,1.13,0.0,0.0,,0.0,12.95
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1160027.25,1.14,0.0,0.0,,0.0,13.15
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1142384.25,1.16,0.0,0.0,,0.0,12.95
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1164438.0,1.14,0.0,0.0,,0.0,13.2
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1146795.0,1.16,0.0,0.0,,0.0,13.0
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1155616.5,1.15,0.0,0.0,,0.0,13.1
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1151205.75,1.16,0.0,0.0,,0.0,13.05
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1160027.25,1.15,0.0,0.0,,0.0,13.15
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1155616.5,1.16,0.0,0.0,,0.0,13.1
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1151205.75,1.16,0.0,0.0,,0.0,13.05
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1142384.25,1.15,0.0,0.0,,0.0,12.95
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1133562.75,1.14,0.0,0.0,,0.0,12.85
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1151205.75,1.13,0.0,0.0,,0.0,13.05
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1151205.75,1.13,0.0,0.0,,0.0,
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1146795.0,1.15,0.0,0.0,,0.0,13.0
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1146795.0,1.15,0.0,0.0,,0.0,13.0
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1137973.5,1.15,0.0,0.0,,0.0,12.9
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1133562.75,1.14,0.0,0.0,,0.0,12.85
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1124741.25,1.13,0.0,0.0,,0.0,12.75
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1129152.0,1.12,0.0,0.0,,0.0,12.8
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1129152.0,1.13,0.0,0.0,,0.0,12.8
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1137973.5,1.13,0.0,0.0,,0.0,12.9
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1129152.0,1.14,0.0,0.0,,0.0,12.8
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1129152.0,1.13,0.0,0.0,,0.0,12.8
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1120330.5,1.13,0.0,0.0,,0.0,12.7
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1124741.25,1.12,0.0,0.0,,0.0,12.75
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1133562.75,1.12,0.0,0.0,,0.0,12.85
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1129152.0,1.13,0.0,0.0,,0.0,12.8
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1146795.0,1.13,0.0,0.0,,0.0,13.0
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1137973.5,1.15,0.0,0.0,,0.0,12.9
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1151205.75,1.14,0.0,0.0,,0.0,13.05
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1151205.75,1.15,0.0,0.0,,0.0,13.05
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1151205.75,1.15,0.0,0.0,,0.0,13.05
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1160027.25,1.15,0.0,0.0,,0.0,13.15
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1182081.0,1.16,0.0,0.0,,0.0,13.4
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1199724.0,1.18,0.0,0.0,,0.0,13.6
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1252653.0,1.2,0.0,0.0,,0.0,14.2
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1314403.5,1.25,0.0,0.0,,0.0,14.9
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1345278.75,1.31,0.0,0.0,,0.0,15.25
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1305582.0,1.35,0.0,0.0,,0.0,14.8
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1327635.75,1.31,0.0,0.0,,0.0,15.05
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1336457.25,1.31,0.0,0.0,,0.0,15.15
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1354100.25,1.34,0.0,0.0,,0.0,15.35
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1358511.0,1.35,0.0,0.0,,0.0,15.4
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1371743.25,1.36,0.0,0.0,,0.0,15.55
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,88215.0,1384975.5,1.37,0.0,0.0,,0.0,15.7
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1921257.75,1.9,0.0,0.0,,0.0,15.85
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1909136.25,1.92,0.0,0.0,,0.0,15.75
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1915197.0,1.91,0.0,0.0,,0.0,15.8
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1884893.25,1.92,0.0,0.0,,0.0,15.55
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1878832.5,1.88,0.0,0.0,,0.0,15.5
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1890954.0,1.88,0.0,0.0,,0.0,15.6
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1890954.0,1.89,0.0,0.0,,0.0,15.6
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1884893.25,1.89,0.0,0.0,,0.0,15.55
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1884893.25,1.88,0.0,0.0,,0.0,15.55
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1878832.5,1.92,0.0,0.0,,0.0,15.5
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1878832.5,1.92,0.0,0.0,,0.0,15.5
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1854589.5,1.88,0.0,0.0,,0.0,15.3
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1854589.5,1.85,0.0,0.0,,0.0,15.3
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1812164.25,1.85,0.0,0.0,,0.0,14.95
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1787921.25,1.81,0.0,0.0,,0.0,14.75
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1793982.0,1.79,0.0,0.0,,0.0,14.8
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1812164.25,1.79,0.0,0.0,,0.0,14.95
