,ALHUN FP Equity_DX_SI_QTY,ALHUN FP Equity_DX_SHORT_INTEREST_VALUE,ALHUN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHUN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHUN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHUN FP Equity_DX_SI_MV,ALHUN FP Equity_DX_DSS,ALHUN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHUN FP Equity_DX_SUPPLY_SI_QTY,ALHUN FP Equity_DX_BROKER_SI_QTY,ALHUN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHUN FP Equity_DX_SUPPLY_SI_MV_DEC,ALHUN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHUN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHUN FP Equity_DX_SUPPLY_SI_MV,ALHUN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHUN FP Equity_DX_UTILIZATION_QUANTITY,ALHUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHUN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHUN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHUN FP Equity_DX_BROKER_SI_CON_RATIO,ALHUN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHUN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHUN FP Equity_PX_LAST
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,969127.92,0.97,0.0,0.0,,0.0,9.96
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,971073.96,0.97,0.0,0.0,,0.0,9.98
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,971073.96,0.97,0.0,0.0,,0.0,9.98
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,943829.4,0.97,0.0,0.0,,0.0,9.7
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,934099.2,0.94,0.0,0.0,,0.0,9.6
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,936045.24,0.93,0.0,0.0,,0.0,9.62
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,934099.2,0.94,0.0,0.0,,0.0,9.6
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,932153.16,0.94,0.0,0.0,,0.0,9.58
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,924369.0,0.93,0.0,0.0,,0.0,9.5
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,924369.0,0.92,0.0,0.0,,0.0,9.5
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,930207.12,0.93,0.0,0.0,,0.0,9.56
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,937991.28,0.93,0.0,0.0,,0.0,9.64
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,937991.28,0.94,0.0,0.0,,0.0,9.64
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,943829.4,0.94,0.0,0.0,,0.0,9.7
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,961343.76,0.93,0.0,0.0,,0.0,9.88
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,959397.72,0.96,0.0,0.0,,0.0,9.86
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,965235.84,0.96,0.0,0.0,,0.0,9.92
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1021671.0,0.97,0.0,0.0,,0.0,10.5
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1045996.5,1.02,0.0,0.0,,0.0,10.75
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1021671.0,1.05,0.0,0.0,,0.0,10.5
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,997345.5,1.02,0.0,0.0,,0.0,10.25
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,997345.5,1.0,0.0,0.0,,0.0,10.25
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1007075.7,1.0,0.0,0.0,,0.0,10.35
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1007075.7,1.01,0.0,0.0,,0.0,10.35
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1007075.7,1.01,0.0,0.0,,0.0,10.35
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1002210.6,1.01,0.0,0.0,,0.0,10.3
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,1.0,0.0,0.0,,0.0,10.0
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.97,0.0,0.0,,0.0,10.0
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.97,0.0,0.0,,0.0,10.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,969127.92,0.97,0.0,0.0,,0.0,9.96
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.97,0.0,0.0,,0.0,10.0
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.97,0.0,0.0,,0.0,10.0
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.97,0.0,0.0,,0.0,10.0
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.97,0.0,0.0,,0.0,10.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,971073.96,0.97,0.0,0.0,,0.0,9.98
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,971073.96,0.97,0.0,0.0,,0.0,9.98
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,918530.88,0.97,0.0,0.0,,0.0,9.44
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,936045.24,0.92,0.0,0.0,,0.0,9.62
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,936045.24,0.94,0.0,0.0,,0.0,9.62
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,936045.24,0.94,0.0,0.0,,0.0,9.62
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,936045.24,0.94,0.0,0.0,,0.0,9.62
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,941883.36,0.94,0.0,0.0,,0.0,9.68
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,951613.56,0.94,0.0,0.0,,0.0,9.78
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,951613.56,0.95,0.0,0.0,,0.0,9.78
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,953559.6,0.95,0.0,0.0,,0.0,9.8
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,957451.68,0.95,0.0,0.0,,0.0,9.84
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,965235.84,0.96,0.0,0.0,,0.0,9.92
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,965235.84,0.97,0.0,0.0,,0.0,
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,965235.84,0.97,0.0,0.0,,0.0,
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,965235.84,0.97,0.0,0.0,,0.0,9.92
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,963289.8,0.97,0.0,0.0,,0.0,9.9
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,969127.92,0.96,0.0,0.0,,0.0,9.96
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.97,0.0,0.0,,0.0,10.0
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.97,0.0,0.0,,0.0,10.0
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,969127.92,0.97,0.0,0.0,,0.0,9.96
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.97,0.0,0.0,,0.0,10.2
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.99,0.0,0.0,,0.0,
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.99,0.0,0.0,,0.0,10.2
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.99,0.0,0.0,,0.0,10.2
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.99,0.0,0.0,,0.0,10.2
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.99,0.0,0.0,,0.0,10.2
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.99,0.0,0.0,,0.0,10.2
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.99,0.0,0.0,,0.0,10.2
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.99,0.0,0.0,,0.0,10.2
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,987615.3,0.99,0.0,0.0,,0.0,10.15
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.99,0.0,0.0,,0.0,10.2
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.99,0.0,0.0,,0.0,10.2
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.99,0.0,0.0,,0.0,10.2
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,997345.5,0.99,0.0,0.0,,0.0,10.25
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,1.0,0.0,0.0,,0.0,10.2
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1002210.6,0.99,0.0,0.0,,0.0,10.3
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1002210.6,1.0,0.0,0.0,,0.0,10.3
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,997345.5,1.0,0.0,0.0,,0.0,10.25
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,997345.5,1.0,0.0,0.0,,0.0,10.25
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,997345.5,1.0,0.0,0.0,,0.0,10.25
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,997345.5,1.0,0.0,0.0,,0.0,10.25
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1002210.6,1.0,0.0,0.0,,0.0,10.3
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,977885.1,1.0,0.0,0.0,,0.0,10.05
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,977885.1,0.98,0.0,0.0,,0.0,10.05
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.98,0.0,0.0,,0.0,10.0
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.97,0.0,0.0,,0.0,10.0
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,965235.84,0.97,0.0,0.0,,0.0,9.92
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,965235.84,0.97,0.0,0.0,,0.0,9.92
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,969127.92,0.97,0.0,0.0,,0.0,9.96
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,971073.96,0.97,0.0,0.0,,0.0,9.98
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,969127.92,0.97,0.0,0.0,,0.0,9.96
2025-06-12,,,,,,,,,,,,,,,,,,,,,,,,,9.86
2025-06-13,,,,,,,,,,,,,,,,,,,,,,,,,9.36
2025-06-16,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2025-06-18,,,,,,,,,,,,,,,,,,,,,,,,,9.04
2025-06-19,,,,,,,,,,,,,,,,,,,,,,,,,9.16
2025-06-20,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2025-06-23,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2025-06-24,,,,,,,,,,,,,,,,,,,,,,,,,8.94
2025-06-25,,,,,,,,,,,,,,,,,,,,,,,,,8.86
2025-06-26,,,,,,,,,,,,,,,,,,,,,,,,,8.94
2025-06-27,,,,,,,,,,,,,,,,,,,,,,,,,8.84
2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,8.78
2025-07-01,,,,,,,,,,,,,,,,,,,,,,,,,8.78
2025-07-02,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2025-07-03,,,,,,,,,,,,,,,,,,,,,,,,,8.82
2025-07-04,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2025-07-07,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2025-07-08,,,,,,,,,,,,,,,,,,,,,,,,,8.72
2025-07-09,,,,,,,,,,,,,,,,,,,,,,,,,8.74
2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,,8.78
2025-07-11,,,,,,,,,,,,,,,,,,,,,,,,,8.76
2025-07-14,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2025-07-15,,,,,,,,,,,,,,,,,,,,,,,,,8.78
2025-07-16,,,,,,,,,,,,,,,,,,,,,,,,,8.86
2025-07-17,,,,,,,,,,,,,,,,,,,,,,,,,8.84
2025-07-18,,,,,,,,,,,,,,,,,,,,,,,,,8.92
2025-07-21,,,,,,,,,,,,,,,,,,,,,,,,,8.88
2025-07-22,,,,,,,,,,,,,,,,,,,,,,,,,8.92
2025-07-23,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2025-07-24,,,,,,,,,,,,,,,,,,,,,,,,,8.76
2025-07-25,,,,,,,,,,,,,,,,,,,,,,,,,8.74
2025-07-28,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2025-07-29,,,,,,,,,,,,,,,,,,,,,,,,,8.64
2025-07-30,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2025-07-31,,,,,,,,,,,,,,,,,,,,,,,,,8.48
2025-08-01,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2025-08-04,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,8.52
2025-08-06,,,,,,,,,,,,,,,,,,,,,,,,,8.54
2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2025-08-08,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2025-08-11,,,,,,,,,,,,,,,,,,,,,,,,,8.56
2025-08-12,,,,,,,,,,,,,,,,,,,,,,,,,8.52
2025-08-13,,,,,,,,,,,,,,,,,,,,,,,,,8.52
2025-08-14,,,,,,,,,,,,,,,,,,,,,,,,,8.56
2025-08-15,,,,,,,,,,,,,,,,,,,,,,,,,8.54
2025-08-18,,,,,,,,,,,,,,,,,,,,,,,,,8.56
2025-08-19,,,,,,,,,,,,,,,,,,,,,,,,,8.54
2025-08-20,,,,,,,,,,,,,,,,,,,,,,,,,8.58
2025-08-21,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2025-08-22,,,,,,,,,,,,,,,,,,,,,,,,,8.36
2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,8.28
2025-08-26,,,,,,,,,,,,,,,,,,,,,,,,,8.14
2025-08-27,,,,,,,,,,,,,,,,,,,,,,,,,8.14
2025-08-28,,,,,,,,,,,,,,,,,,,,,,,,,8.12
2025-08-29,,,,,,,,,,,,,,,,,,,,,,,,,8.12
