,PAEEM FP Equity_DX_SI_QTY,PAEEM FP Equity_DX_SHORT_INTEREST_VALUE,PAEEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PAEEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PAEEM FP Equity_DX_SI_MV,PAEEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PAEEM FP Equity_DX_SUPPLY_SI_QTY,PAEEM FP Equity_DX_BROKER_SI_QTY,PAEEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PAEEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,PAEEM FP Equity_DX_BROKER_SI_MV_INC_x,PAEEM FP Equity_DX_BROKER_SI_QTY_ADD,PAEEM FP Equity_DX_SUPPLY_SI_MV_DEC,PAEEM FP Equity_DX_BROKER_SI_QTY_INC,PAEEM FP Equity_DX_SUPPLY_SI_QTY_DEC,PAEEM FP Equity_DX_BROKER_SI_MV_INC_y,PAEEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,PAEEM FP Equity_DX_BROKER_SI_MV_ADD,PAEEM FP Equity_DX_SUPPLY_SI_QTY_ADD,PAEEM FP Equity_DX_BROKER_SI_QTY_DEC,PAEEM FP Equity_DX_SUPPLY_SI_MV,PAEEM FP Equity_DX_BROKER_SI_MV_DEC,PAEEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PAEEM FP Equity_DX_UTILIZATION_QUANTITY,PAEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PAEEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PAEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PAEEM FP Equity_DX_ACTIVE_UTILIZATION_MV,PAEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PAEEM FP Equity_DX_BROKER_SI_CON_RATIO,PAEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PAEEM FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,240.0,4799.52,0.0,0.0,,0.0,,0.0
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5863.0,0.01,0.0,,0.0,,0.0
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5864.14,0.01,0.0,,0.0,,0.0
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5902.47,0.01,0.0,,0.0,,0.0
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5823.53,0.01,0.0,,0.0,,0.0
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5766.9,0.01,0.0,,0.0,,0.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5685.39,0.01,0.0,,0.0,,0.0
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5666.23,0.01,0.0,,0.0,,0.0
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5641.64,0.01,0.0,,0.0,,0.0
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5644.78,0.01,0.0,,0.0,,0.0
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5697.69,0.01,0.0,,0.0,,0.0
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5649.36,0.01,0.0,,0.0,,0.0
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5624.48,0.01,0.0,,0.0,,0.0
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5677.96,0.01,0.0,,0.0,,0.0
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5658.8,0.01,0.0,,0.0,,0.0
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5448.87,0.01,0.0,,0.0,,0.0
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5463.17,0.01,0.0,,0.0,,0.0
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5506.64,0.01,0.0,,0.0,,0.0
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5511.22,0.01,0.0,,0.0,,0.0
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5437.72,0.01,0.0,,0.0,,0.0
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5490.34,0.01,0.0,,0.0,,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5606.74,0.01,0.0,,0.0,,0.0
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5594.16,0.01,0.0,,0.0,,0.0
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5666.8,0.01,0.0,,0.0,,0.0
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5751.17,0.01,0.0,,0.0,,0.0
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5740.02,0.01,0.0,,0.0,,0.0
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5753.18,0.01,0.0,,0.0,,0.0
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5700.84,0.01,0.0,,0.0,,0.0
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5750.03,0.01,0.0,,0.0,,0.0
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5826.96,0.01,0.0,,0.0,,0.0
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5840.12,0.01,0.0,,0.0,,0.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5969.11,0.01,0.0,,0.0,,0.0
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5819.53,0.01,0.0,,0.0,,0.0
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5817.24,0.01,0.0,,0.0,,0.0
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5820.67,0.01,0.0,,0.0,,0.0
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5785.78,0.01,0.0,,0.0,,0.0
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5779.2,0.01,0.0,,0.0,,0.0
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5773.77,0.01,0.0,,0.0,,0.0
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5820.1,0.01,0.0,,0.0,,0.0
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5752.6,0.01,0.0,,0.0,,0.0
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5760.04,0.01,0.0,,0.0,,0.0
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5874.44,0.01,0.0,,0.0,,0.0
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,6032.6,0.01,0.0,,0.0,,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5953.09,0.01,0.0,,0.0,,0.0
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5970.82,0.01,0.0,,0.0,,0.0
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5926.49,0.01,0.0,,0.0,,0.0
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5920.2,0.01,0.0,,0.0,,0.0
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5866.15,0.01,0.0,,0.0,,0.0
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5911.05,0.01,0.0,,0.0,,0.0
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5931.64,0.01,0.0,,0.0,,0.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5829.25,0.01,0.0,,0.0,,0.0
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5901.9,0.01,0.0,,0.0,,0.0
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5866.72,0.01,0.0,,0.0,,0.0
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5745.74,0.01,0.0,,0.0,,0.0
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5764.33,0.01,0.0,,0.0,,0.0
2022-12-19,589.0,11873.06,0.08,0.0,0.01,0.0,589.0,0.0,11873.06,,,,,,,,,,589.0,,0.01,,100.0,67.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.6731
2022-12-20,589.0,11809.45,0.08,0.0,0.01,0.0,589.0,0.0,11809.45,,,,,,,,,,,,0.01,,100.0,67.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.6731
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,,589.0,,,,,,0.0,,0.0,0.0,286.0,5780.06,0.01,0.0,,0.0,,0.0
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5739.73,0.01,0.0,,0.0,,0.0
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5736.02,0.01,0.0,,0.0,,0.0
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5736.02,0.01,0.0,,0.0,,0.0
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5806.09,0.01,0.0,,0.0,,0.0
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5756.89,0.01,0.0,,0.0,,0.0
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5802.08,0.01,0.0,,0.0,,0.0
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5736.02,0.01,0.0,,0.0,,0.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5790.64,0.01,0.0,,0.0,,0.0
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5847.27,0.01,0.0,,0.0,,0.0
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5945.94,0.01,0.0,,0.0,,0.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5975.4,0.01,0.0,,0.0,,0.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,6042.61,0.01,0.0,,0.0,,0.0
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,6091.23,0.01,0.0,,0.0,,0.0
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,6069.21,0.01,0.0,,0.0,,0.0
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,6091.8,0.01,0.0,,0.0,,0.0
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,6080.93,0.01,0.0,,0.0,,0.0
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,6133.27,0.01,0.0,,0.0,,0.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,6100.38,0.01,0.0,,0.0,,0.0
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,6124.69,0.01,0.0,,0.0,,0.0
2023-01-18,100.0,2135.0,0.01,0.0,0.0,2135.0,100.0,100.0,2135.0,,,100.0,,,,,,0.0,100.0,,0.0,,100.0,25.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.2591
2023-01-19,100.0,2150.0,0.01,0.0,0.0,2150.0,100.0,100.0,2150.0,,,,,,,,,,,,0.0,,100.0,34.97,0.0,0.0,0.0,100.0,,1.0,100.0,0.3497
2023-01-20,100.0,2156.0,0.0,0.0,0.0,2156.0,100.0,100.0,2156.0,,,,,,,,,,,,0.0,,100.0,34.97,0.0,0.0,0.0,100.0,,1.0,100.0,0.3497
2023-01-23,84.0,1838.68,0.0,0.0,0.0,1838.68,84.0,84.0,1838.68,,,,0.0,,16.0,,,,,16.0,0.0,0.0,100.0,29.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.2937
2023-01-24,180.0,3914.1,0.01,0.0,0.0,3914.1,180.0,180.0,3914.1,96.0,0.0,,,96.0,,0.0,96.0,,,,0.0,,100.0,62.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.6294
2023-01-25,180.0,3896.28,0.01,0.0,0.0,3896.28,180.0,180.0,3896.28,,,,,,,,,,,,0.0,,100.0,62.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.6294
2023-01-26,180.0,3955.86,0.01,0.0,0.0,3955.86,180.0,180.0,3955.86,,,,,,,,,,,,0.0,,100.0,62.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.6294
2023-01-27,180.0,3952.62,0.01,0.0,0.0,3952.62,180.0,180.0,3952.62,,,,,,,,,,,,0.0,,100.0,62.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.6294
2023-01-30,180.0,3892.5,0.01,0.0,0.0,3892.5,180.0,180.0,3892.5,,,,,,,,,,,,0.0,,100.0,62.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.6294
2023-01-31,180.0,3857.22,0.01,0.0,0.0,3857.22,180.0,180.0,3857.22,,,,,,,,,,,,0.0,,100.0,62.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.6294
2023-02-01,180.0,3866.04,0.01,0.0,0.0,3866.04,180.0,180.0,3866.04,,,,,,,,,,,,0.0,,100.0,62.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.6294
2023-02-02,180.0,3869.28,0.01,0.0,0.0,3869.28,180.0,180.0,3869.28,,,,,,,,,,,,0.0,,100.0,62.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.6294
2023-02-03,5780.0,123680.44,0.18,0.03,0.12,63766.04,2980.0,2980.0,63766.04,,,2800.0,,,,,,0.06,2800.0,,0.06,,100.0,96.57,0.0,0.0,0.0,100.0,3.11,0.9396,96.89,1.873
2023-02-06,5780.0,122379.94,0.17,0.03,0.12,63095.54,2980.0,2980.0,63095.54,,,,,,,,,,,,0.06,,100.0,96.57,0.0,0.0,0.0,100.0,3.11,0.9397,96.89,1.873
2023-02-07,5600.0,118456.8,0.17,0.03,0.12,59228.4,2800.0,2800.0,59228.4,,,,0.0,,180.0,,,,,180.0,0.06,0.0,100.0,90.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.8146
2023-02-08,5600.0,118227.2,0.16,0.03,0.12,59113.6,2800.0,2800.0,59113.6,,,,,,,,,,,,0.06,,100.0,90.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.8146
2023-02-09,5600.0,119229.6,0.15,0.03,0.12,59614.8,2800.0,2800.0,59614.8,,,,,,,,,,,,0.06,,100.0,90.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.8146
2023-02-10,5600.0,118546.4,0.16,0.03,0.12,59273.2,2800.0,2800.0,59273.2,,,,,,,,,,,,0.06,,100.0,90.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.8146
2023-02-13,5600.0,118876.8,0.16,0.03,0.12,59438.4,2800.0,2800.0,59438.4,,,,,,,,,,,,0.06,,100.0,90.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.8146
2023-02-14,5600.0,118204.8,0.16,0.03,0.12,59102.4,2800.0,2800.0,59102.4,,,,,,,,,,,,0.06,,100.0,90.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.8146
2023-02-15,5600.0,117639.2,0.12,0.03,0.12,58819.6,2800.0,2800.0,58819.6,,,,,,,,,,,,0.06,,100.0,90.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.8146
2023-02-16,5600.0,118512.8,0.12,0.03,0.12,59256.4,2800.0,2800.0,59256.4,,,,,,,,,,,,0.06,,100.0,90.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.8146
2023-02-17,5600.0,116765.6,0.12,0.03,0.12,58382.8,2800.0,2800.0,58382.8,,,,,,,,,,,,0.06,,100.0,90.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.8146
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06,,2800.0,,,,,2800.0,0.0,0.06,0.0,0.0,286.0,6038.03,0.01,0.0,,0.0,,0.0
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5927.92,0.01,0.0,,0.0,,0.0
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5900.18,0.01,0.0,,0.0,,0.0
2023-02-23,2800.0,58083.2,0.06,0.02,0.06,29041.6,1400.0,1400.0,29041.6,,,1400.0,,,,,,0.03,1400.0,,0.03,,100.0,83.04,0.0,0.0,0.0,100.0,,1.0,100.0,1.6607
2023-02-24,1628.0,33194.92,0.03,0.01,0.03,33194.92,1628.0,1628.0,33194.92,,0.0,,,228.0,,0.0,,,228.0,,0.03,,100.0,96.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.9656
2023-02-27,1628.0,33258.41,0.03,0.01,0.03,33258.41,1628.0,1628.0,33258.41,,,,,,,,,,,,0.03,,100.0,96.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.9656
2023-02-28,3028.0,61753.03,0.05,0.02,0.06,33201.43,1628.0,1628.0,33201.43,,,,,,,,,,,,0.03,,100.0,96.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.796
