,GDS FP Equity_DX_SI_QTY,GDS FP Equity_DX_SHORT_INTEREST_VALUE,GDS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GDS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GDS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GDS FP Equity_DX_SI_MV,GDS FP Equity_DX_DSS,GDS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GDS FP Equity_DX_SUPPLY_SI_QTY,GDS FP Equity_DX_BROKER_SI_QTY,GDS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GDS FP Equity_DX_BROKER_SI_MV_NEW_x,GDS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GDS FP Equity_DX_SUPPLY_SI_QTY_INC_x,GDS FP Equity_DX_BROKER_SI_MV_INC_x,GDS FP Equity_DX_SUPPLY_SI_MV_NEW,GDS FP Equity_DX_BROKER_SI_QTY_ADD,GDS FP Equity_DX_BROKER_SI_QTY_NEW,GDS FP Equity_DX_SUPPLY_SI_MV_DEC,GDS FP Equity_DX_BROKER_SI_QTY_INC,GDS FP Equity_DX_SUPPLY_SI_QTY_DEC,GDS FP Equity_DX_BROKER_SI_MV_NEW_y,GDS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GDS FP Equity_DX_BROKER_SI_MV_INC_y,GDS FP Equity_DX_SUPPLY_SI_QTY_INC_y,GDS FP Equity_DX_BROKER_SI_MV_ADD,GDS FP Equity_DX_SUPPLY_SI_QTY_ADD,GDS FP Equity_DX_BROKER_SI_QTY_DEC,GDS FP Equity_DX_SUPPLY_SI_MV,GDS FP Equity_DX_BROKER_SI_MV_DEC,GDS FP Equity_DX_SUPPLY_SI_MV_RMV,GDS FP Equity_DX_BROKER_SI_MV_RMV,GDS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GDS FP Equity_DX_UTILIZATION_QUANTITY,GDS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GDS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GDS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GDS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GDS FP Equity_DX_ACTIVE_UTILIZATION_MV,GDS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GDS FP Equity_DX_BROKER_SI_CON_RATIO,GDS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GDS FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-05,875603.0,9008725.8,3.11,9.47,1.63,25.34,1.0,3800525.17,652122.0,369392.0,6709420.01,,,15.0,,,,,0.04,,1128.0,,,,15.0,,,364.0,18.95,0.01,,,9.77,9.77,6023264.0,61970931.79,,166.53,10.22,21.51,0.1861,25.37,0.1312
2006-09-06,778823.0,7754894.52,2.77,5.4,1.45,21.18,1.0,3180249.26,555342.0,319392.0,5529650.04,,,,,,,,3.09,,96779.0,,,,,,,50000.0,15.05,1.42,,,8.89,8.89,5693279.0,56689104.09,,150.68,9.08,20.48,0.1841,27.95,0.1246
2006-09-07,783292.0,7775523.63,2.78,5.01,1.46,20.93,1.0,3170516.29,559811.0,319392.0,5557089.39,,,4527.0,,,,,0.0,,58.0,,,,4527.0,,,,14.84,,,,9.0,9.0,5657198.0,56157444.14,,148.6,9.08,20.27,0.1839,27.9,0.126
2006-09-08,935759.0,9385262.31,3.33,5.69,1.74,24.86,1.0,4818126.17,551277.0,480392.0,5529072.39,,,927.0,4.23,,,,0.25,161000.0,9461.0,,,4.23,927.0,,,,14.57,,,,8.86,8.86,5673423.0,56902004.72,,149.63,8.87,25.19,0.1906,25.5,0.1503
2006-09-11,947263.0,9569200.12,3.37,5.7,1.77,25.22,1.0,5054933.2,540293.0,500392.0,5458010.97,,,35.0,0.52,,,,0.28,20000.0,11019.0,,,0.52,35.0,,,,14.29,,,,8.68,8.68,5684797.0,57427515.01,,150.88,8.65,24.83,0.1915,25.14,0.1522
2006-09-12,980664.0,9828169.19,3.49,5.95,1.83,26.15,1.0,5284606.24,546783.0,527303.0,5479833.9,,,1057.0,0.79,,,,,29400.0,,,,0.79,1057.0,,5432.0,2489.0,14.5,0.07,,,8.77,8.77,5688165.0,57006526.18,,150.3,8.8,23.84,0.1913,25.25,0.1573
2006-09-13,811072.0,8097630.82,2.88,4.84,1.51,21.54,1.0,5115760.78,377091.0,512403.0,3764824.46,,,,0.0,,,,4.55,100.0,169691.0,,,0.0,,,,15000.0,9.94,0.4,,,5.92,5.92,5990369.0,59807016.71,,157.7,5.93,22.27,0.1896,25.67,0.1274
2006-09-14,811373.0,8279894.6,2.88,4.92,1.51,21.58,1.0,5275215.36,377070.0,516935.0,3847921.8,,,400.0,0.13,,,,0.01,4632.0,422.0,,,0.13,400.0,,,100.0,9.89,0.0,,,5.92,5.92,5990732.0,61134188.03,,160.01,5.82,22.73,0.1899,25.47,0.1274
2006-09-15,818969.0,8298137.81,2.91,4.57,1.53,22.1,1.0,5190970.44,384656.0,512313.0,3897496.12,,,9100.0,,,,,0.01,,1514.0,,,,9100.0,,,4622.0,10.36,0.12,,,6.05,6.05,5968281.0,60473129.27,,159.44,6.1,22.0,0.1865,25.51,0.1289
2006-09-18,814598.0,8300393.26,2.9,4.38,1.52,21.82,1.0,5375674.35,385031.0,527567.0,3923295.56,,,375.0,,,19886.0,,,,,,,,375.0,0.53,,4632.0,10.22,0.13,,,6.05,6.05,5975321.0,60885877.65,,159.77,6.01,22.38,0.1891,25.52,0.1281
2006-09-19,816294.0,8320784.16,2.9,4.25,1.52,21.99,1.0,5185620.53,385569.0,508725.0,3930246.25,,,1590.0,0.03,,,,0.01,1044.0,1053.0,,,0.03,1590.0,,,19886.0,10.34,0.53,,,6.07,6.07,5968114.0,60835175.13,,159.94,6.07,22.27,0.1894,25.59,0.1285
2006-09-20,882587.0,9050323.96,3.14,4.51,1.64,23.79,1.0,5133483.76,459970.0,500617.0,4716676.67,,,74401.0,,,,,,,,,,,74401.0,,,8108.0,12.32,0.21,,,7.26,7.26,5875118.0,60245302.94,,158.24,7.22,20.96,0.1676,23.92,0.1393
2006-09-21,883807.0,9062834.22,3.14,4.62,1.65,23.83,1.0,5190610.54,457478.0,506188.0,4691122.92,,,,0.05,,3743.0,,0.07,1828.0,2492.0,,,0.05,,0.1,,,12.26,,,,7.23,7.23,5873151.0,60225132.7,,158.16,7.19,20.82,0.1669,23.85,0.1396
2006-09-22,1010315.0,10221541.94,3.59,5.27,1.88,27.33,1.0,5835388.92,568245.0,576780.0,5749038.76,,,125000.0,0.5,,56710.0,,0.36,18587.0,14233.0,,,0.5,125000.0,1.59,,4705.0,15.31,0.15,,,8.98,8.98,5760430.0,58279325.59,,153.94,9.05,17.13,0.1397,20.45,0.1596
2006-09-25,1014487.0,10286937.01,3.61,5.28,1.89,27.32,1.0,6048867.45,574502.0,596533.0,5825472.27,,,755.0,,,19753.0,,,,,,,,755.0,0.53,5502.0,,15.33,,,,9.07,9.07,5762012.0,58427022.24,,154.03,9.05,17.24,0.1397,20.38,0.1601
2006-09-26,928566.0,9429843.09,3.3,4.83,1.73,25.08,1.0,5136263.9,561909.0,505773.0,5706340.42,,,2573.0,0.63,,,,0.37,23706.0,15166.0,,,0.63,2573.0,,,114466.0,15.06,3.05,,,8.87,8.87,5771294.0,58609077.67,,154.57,8.88,18.94,0.1423,22.5,0.1466
2006-09-27,1315202.0,13326178.94,4.68,6.84,2.45,35.36,1.0,5053432.98,953757.0,498739.0,9663866.42,,,270746.0,,,,,0.05,,1823.0,,,,270746.0,,122925.0,7034.0,25.48,0.19,,,15.07,15.07,5373885.0,54450459.4,,143.37,15.09,20.01,0.1571,25.09,0.2079
2006-09-28,1307967.0,13252870.88,4.65,6.77,2.44,35.08,1.0,4996438.11,952147.0,493114.0,9647553.23,,,5.0,,,,,0.07,,1615.0,,,,5.0,,,5625.0,25.38,0.15,,,15.06,15.06,5369710.0,54408156.55,,143.13,15.06,20.08,0.1581,25.2,0.2069
2006-09-29,1307269.0,13330452.05,4.65,6.76,2.44,35.11,1.0,5028370.24,941445.0,493114.0,9600080.34,,,,,,,,0.27,,10702.0,,,,,,,,25.14,,,,14.91,14.91,5373953.0,54799144.47,,143.93,14.87,20.09,0.158,25.2,0.207
2006-10-02,1308288.0,13241172.87,4.65,6.75,2.44,35.14,1.0,5192676.35,942534.0,513060.0,9539379.43,,,1089.0,,,19946.0,,,,,,,,1089.0,0.54,,,25.16,,,,14.91,14.91,5379587.0,54446759.01,,143.36,14.93,20.13,0.1581,25.22,0.2069
2006-10-03,1307774.0,13948331.92,4.65,6.67,2.44,35.2,1.0,5470216.2,942178.0,512879.0,10048992.77,,,,,,,,0.0,,356.0,,,,,,,181.0,25.14,0.0,,,14.92,14.92,5374419.0,57321968.54,,148.71,14.46,20.0,0.1575,25.14,0.207
2006-10-04,1361115.0,14620945.95,4.55,5.66,2.54,38.01,1.0,5779587.33,950393.0,538042.0,10209015.91,,,8214.0,1.74,,,,,59928.0,,,,1.74,8214.0,,,34765.0,26.61,0.95,,,14.97,14.97,5400310.0,58009529.42,,151.86,14.91,20.88,0.1662,24.4,0.2143
2006-10-05,1357550.0,14717101.09,4.54,5.56,2.53,38.2,1.0,5832874.3,947768.0,538042.0,10274684.15,,,944.0,,,,,0.02,,3568.0,,,,944.0,,,,26.7,,,,14.96,14.96,5387827.0,58409041.75,,152.78,14.88,20.85,0.1654,24.29,0.2143
2006-10-06,1468958.0,15790574.52,4.91,6.0,2.74,41.9,1.0,7055922.74,964075.0,656395.0,10363331.1,,,14413.0,3.38,,5000.0,,0.0,113353.0,4085.0,,,3.38,14413.0,0.14,5979.0,,27.52,,,,15.25,15.25,5358483.0,57601051.29,,151.61,15.36,18.65,0.1452,21.63,0.2323
2006-10-09,1511739.0,16267724.64,5.06,6.09,2.82,42.88,1.0,7718248.12,990999.0,717247.0,10664075.51,,,26960.0,1.17,,19910.0,,0.0,40942.0,36.0,,,1.17,26960.0,0.56,,,27.99,,,,15.66,15.66,5338663.0,57449003.85,,150.96,15.64,20.24,0.1481,20.78,0.2388
2006-10-10,1401644.0,15061643.08,4.69,5.55,2.61,39.75,1.0,6312571.01,990702.0,587451.0,10645784.46,,,18.0,,,,,0.03,,1115.0,,,,18.0,,800.0,53140.0,28.08,1.51,,2.16,15.66,15.66,5334611.0,57324118.56,,150.65,15.71,19.15,0.1437,23.05,0.2216
2006-10-11,1560590.0,16710183.1,5.22,6.14,2.91,44.45,1.0,8672218.72,999590.0,809912.0,10703216.04,2.31,,40074.0,4.24,,,81763.0,1.81,142921.0,66185.0,2.31,,4.24,40074.0,,35000.0,2223.0,28.31,0.04,,,15.94,15.94,5270968.0,56439449.43,,148.74,15.99,17.04,0.1422,20.14,0.2489
2006-10-12,1468613.0,15809242.78,4.91,5.74,2.74,41.8,1.0,7724521.84,978248.0,717576.0,10530589.16,,,383.0,,,,,0.67,,21726.0,,,,383.0,,,92336.0,27.58,2.52,,,15.6,15.6,5292784.0,56975464.1,,149.94,15.53,18.37,0.1421,20.69,0.2342
2006-10-13,1444252.0,15458980.2,4.83,5.57,2.69,41.32,1.0,7434600.49,976886.0,694576.0,10456389.42,,,22.0,0.06,,,,0.0,2000.0,1384.0,,,0.06,22.0,,,25000.0,27.76,0.74,,,15.59,15.59,5287677.0,56598221.1,,149.36,15.67,18.77,0.1453,21.17,0.2305
2006-10-16,1220677.0,13065878.79,4.08,5.04,2.27,34.85,1.0,5239465.81,910390.0,489496.0,9744629.73,,,1532.0,,,19726.0,,1.95,,68028.0,,,,1532.0,0.56,,224806.0,25.72,6.35,,,14.52,14.52,5359455.0,57366518.24,,151.35,14.53,22.9,0.1609,26.45,0.1947
2006-10-17,1209931.0,12950855.78,4.05,5.0,2.25,34.54,1.0,5110763.35,911668.0,477472.0,9758309.18,,,1278.0,0.08,,,,,3299.0,,,,0.08,1278.0,,,15324.0,25.77,0.43,,,14.55,14.55,5352554.0,57292651.34,,151.18,14.57,23.25,0.1643,26.83,0.1931
2006-10-18,1213580.0,12966800.21,4.06,6.36,2.26,34.61,1.0,5176633.68,908302.0,484488.0,9704980.77,,,8.0,0.56,,,,0.1,20017.0,3375.0,,,0.56,8.0,,,13000.0,25.66,0.38,,,14.53,14.53,5341032.0,57067597.42,,150.55,14.56,23.0,0.1623,26.62,0.1942
2006-10-19,1215339.0,13031889.15,4.07,6.87,2.26,34.44,1.0,5196139.54,905994.0,484586.0,9714831.31,,,1670.0,0.0,,,,0.17,98.0,3978.0,,,0.0,1670.0,,,,25.4,,,,14.46,14.46,5361056.0,57485761.17,,151.24,14.38,23.02,0.1624,26.65,0.1939
2006-10-20,1212016.0,12991640.35,4.05,7.08,2.26,34.6,1.0,5174431.3,904522.0,482733.0,9695601.8,,,11.0,0.06,,,,0.0,2200.0,1483.0,,,0.06,11.0,,,4053.0,25.59,0.12,,,14.45,14.45,5353407.0,57383350.05,,151.27,14.47,23.09,0.163,26.75,0.1937
2006-10-23,1218217.0,13104513.16,4.07,7.18,2.27,34.92,1.0,5059366.57,905913.0,470327.0,9745019.84,,,1498.0,0.21,,,,0.0,7350.0,1395.0,,,0.21,1498.0,,1288.0,19756.0,25.73,0.56,,,14.49,14.49,5344188.0,57488101.04,,151.55,14.51,22.86,0.1613,26.52,0.1949
2006-10-24,1192484.0,12768649.02,3.99,7.06,2.22,34.08,1.0,4714848.1,910183.0,440327.0,9745881.1,,,4271.0,,,,,,,,,,,4271.0,,,30000.0,25.79,0.89,,,14.55,14.55,5346498.0,57248194.92,,151.01,14.59,23.6,0.1533,23.74,0.1906
2006-10-25,1214083.0,13041544.56,4.06,7.32,2.26,34.52,1.0,4911008.94,914926.0,457183.0,9828033.34,,,4751.0,0.47,,,,0.0,16856.0,8.0,,,0.47,4751.0,,,,25.78,,,,14.61,14.61,5347872.0,57446246.26,,150.81,14.6,23.07,0.1496,23.15,0.1939
2006-10-26,1195015.0,12791197.95,4.0,7.32,2.23,33.94,1.0,4893594.01,895860.0,457183.0,9589103.56,,,934.0,,,,,0.56,,20000.0,,,,934.0,,,,25.23,,,,14.3,14.3,5370637.0,57486208.1,,151.41,14.28,23.66,0.1563,23.71,0.1907
2006-10-27,1281464.0,13804394.39,4.29,8.53,2.39,33.78,1.0,5601186.69,919565.0,519959.0,9905887.27,,,23705.0,1.77,,,,,62776.0,,,,1.77,23705.0,,,,25.21,,,,14.34,14.34,5491158.0,59152743.02,,152.04,14.22,16.17,0.1448,23.77,0.1999
2006-10-30,1281465.0,13872743.8,4.29,8.72,2.39,34.05,1.0,5648986.17,917710.0,521813.0,9934844.66,,,16.0,0.1,,,,0.0,3171.0,1870.0,,,0.1,16.0,,,1317.0,25.41,0.04,,,14.34,14.34,5483349.0,59361040.57,,152.7,14.27,15.85,0.1443,23.77,0.2002
2006-10-31,1195498.0,12823691.09,4.0,8.36,2.23,34.14,1.0,4918835.02,894965.0,458562.0,9599978.16,,,,0.08,,,,0.0,2168.0,22745.0,,,0.08,,,,65419.0,25.44,0.0,,,14.29,14.29,5368350.0,57584422.6,,151.82,14.35,15.78,0.1438,23.73,0.1909
2006-11-01,1214641.0,13223356.43,4.06,8.68,2.26,34.61,1.0,5194733.34,898649.0,477166.0,9783266.03,,,6718.0,0.51,,,,0.12,18604.0,3035.0,,,0.51,6718.0,,,,25.42,,,,14.32,14.32,5377112.0,58538669.89,,152.3,14.31,16.58,0.1451,23.19,0.1935
2006-11-02,1205258.0,13052341.43,4.03,8.78,2.25,34.6,1.0,5143871.68,891448.0,474987.0,9653936.06,,,20.0,,,,,0.11,,7221.0,,,,20.0,,,2179.0,25.51,0.06,,,14.31,14.31,5336517.0,57791810.5,,152.17,14.36,16.69,0.1464,23.5,0.1935
2006-11-03,1202228.0,13028687.05,4.02,8.79,2.24,34.58,1.0,5181605.56,885267.0,478135.0,9593743.2,,,,0.14,,,,0.16,3148.0,6181.0,,,0.14,,,,,25.34,,,,14.23,14.23,5337884.0,57847280.35,,152.35,14.26,16.71,0.1477,23.49,0.1932
2006-11-06,1213904.0,13428036.03,4.06,8.91,2.26,34.85,1.0,5418231.74,885268.0,489812.0,9792710.62,,,1269.0,0.24,,3000.0,,0.04,8677.0,1269.0,,,0.24,1269.0,0.09,,,25.25,,,,14.22,14.22,5339060.0,59059933.93,,154.52,14.04,16.49,0.1463,23.12,0.195
2006-11-07,1174186.0,13104970.92,3.93,8.46,2.19,34.13,1.0,5120754.22,876063.0,458812.0,9777650.34,,,,0.06,,,,0.14,2000.0,9204.0,,,0.06,,,,33000.0,25.39,0.93,,,14.11,14.11,5332779.0,59518605.84,,155.91,14.01,17.08,0.1461,24.15,0.1891
2006-11-08,1209662.0,13772776.39,4.05,8.45,2.25,35.63,1.0,5583597.69,879943.0,490407.0,10018714.46,,,6880.0,1.04,,,,0.08,31595.0,3000.0,,,1.04,6880.0,,,,25.85,,,,93.75,13.97,58689.0,668211.84,,1.77,93.6,16.87,0.1445,23.35,0.192
2006-11-09,1233540.0,14002353.72,4.13,8.33,2.3,36.66,1.0,5889038.94,879238.0,518796.0,9980545.0,,,,0.86,,,,0.06,28389.0,5178.0,,,0.86,,,4473.0,,26.15,,,,93.74,14.0,58689.0,666199.83,,1.75,93.73,16.36,0.1445,22.72,0.1964
2006-11-10,1287683.0,14425654.62,4.31,8.6,2.4,38.32,1.0,6416672.35,879386.0,572774.0,9851585.14,,,164.0,1.66,,,,0.0,53978.0,16.0,,,1.66,164.0,,,,26.18,,,,93.74,14.0,58689.0,657481.11,,1.72,93.85,19.28,0.147,21.43,0.2051
2006-11-13,1397866.0,15601440.72,4.68,9.39,2.6,41.45,1.0,7616476.25,873948.0,682425.0,9754045.04,,,536.0,3.23,,,,0.18,109651.0,5973.0,,,3.23,536.0,,,,25.89,,,,93.71,13.92,58689.0,655021.98,,1.71,93.8,19.13,0.1569,24.33,0.2227
2006-11-14,1410405.0,16047619.0,4.72,9.56,2.63,41.51,1.0,7890077.92,857660.0,693449.0,9758474.27,,,1530.0,0.79,,,,0.61,27175.0,17818.0,,,0.79,1530.0,,,16151.0,25.16,0.55,,,93.6,13.64,58689.0,667764.73,,1.77,93.43,18.87,0.1603,25.1,0.2244
2006-11-15,1437622.0,16302533.0,4.81,13.38,2.68,42.77,1.0,8105022.27,863623.0,714733.0,9793424.46,,,5963.0,0.62,,,,,21284.0,,,,0.62,5963.0,,,,25.74,,,,13.71,13.71,5436717.0,61651990.81,,161.81,13.72,18.66,0.1586,24.76,0.2282
2006-11-16,1455537.0,16688653.15,4.87,13.96,2.71,43.42,1.0,8401247.71,863516.0,732733.0,9900757.6,,,,0.69,,,,0.0,23000.0,107.0,,,0.69,,,,5000.0,25.76,0.15,,,13.72,13.72,5428840.0,62245087.4,,162.97,13.65,18.32,0.1632,26.38,0.2313
2006-11-17,1446285.0,16505444.87,4.84,13.94,2.7,43.25,1.0,8265521.33,850295.0,724264.0,9703825.49,,,33.0,0.12,,,,0.33,4000.0,13254.0,,,0.12,33.0,,,12469.0,25.5,0.36,,,13.51,13.51,5443408.0,62121829.82,,163.02,13.53,18.56,0.1637,26.89,0.2298
2006-11-20,1437829.0,16491096.67,4.81,14.48,2.68,43.03,1.0,8201064.1,837828.0,715036.0,9609419.86,,,773.0,,,,,0.41,,13241.0,,,,773.0,,,9228.0,25.1,0.27,,,13.29,13.29,5467256.0,62706376.93,,164.12,13.27,18.66,0.1618,26.26,0.228
2006-11-21,1414750.0,16210226.3,4.73,14.31,2.64,42.34,1.0,7935683.49,837214.0,692588.0,9592810.32,,,19.0,,,,,0.02,,632.0,,,,19.0,,,22448.0,25.12,0.7,,,13.28,13.28,5465168.0,62619975.3,,164.15,13.27,19.09,0.1617,25.96,0.2245
2006-11-22,1394248.0,15932826.55,4.66,14.12,2.6,41.65,1.0,7660566.56,838944.0,670360.0,9587067.17,,,1730.0,,,,,,,,,,,1730.0,,,22228.0,25.08,0.65,,,13.27,13.27,5482956.0,62656705.91,,164.62,13.22,19.46,0.1639,25.97,0.2205
2006-11-23,1381576.0,15688025.97,4.62,13.8,2.57,41.32,1.0,7471677.06,838620.0,657998.0,9522670.01,,,,,,,,0.0,,324.0,,,,,,,12362.0,25.12,0.33,,,13.27,13.27,5478910.0,62213937.11,,163.49,13.32,19.69,0.1618,25.17,0.2187
2006-11-24,1353395.0,15326783.41,4.53,14.05,2.52,40.16,1.0,7111884.8,912877.0,627998.0,10338052.13,,72432.0,1825.0,,2.15,,,,,,,72432.0,,1825.0,,,30000.0,27.03,0.89,,,13.98,13.98,5614812.0,63586024.33,,166.8,13.94,20.16,0.1575,23.13,0.2073
2006-11-27,2127029.0,23942110.98,7.11,23.01,3.96,39.93,1.0,6972608.58,1698300.0,619450.0,19116282.42,,,790650.0,,,,,0.12,,5227.0,,,,790650.0,,,8548.0,26.93,0.28,,,14.86,14.86,9729770.0,109519537.9,,166.49,13.92,20.41,0.1572,22.84,0.1861
2006-11-28,1356868.0,15242068.75,4.54,15.08,2.53,40.15,1.0,7070783.73,909652.0,629450.0,10218369.3,,,,0.15,,5000.0,,0.0,5000.0,788648.0,,,0.15,,0.15,,,26.83,,,,13.9,13.9,5633763.0,63285598.12,,166.19,13.9,20.13,0.1566,23.19,0.2074
2006-11-29,1342801.0,15651812.11,4.49,15.12,2.5,39.88,1.0,7278005.62,900607.0,624395.0,10497558.12,,,,0.15,,,,0.2,5000.0,9045.0,,,0.15,,,,10055.0,26.76,0.33,,,13.77,13.77,5640590.0,65747236.45,,170.85,13.54,20.2,0.1541,22.86,0.2053
2006-11-30,2096059.0,24591542.06,7.01,22.99,3.91,40.33,1.0,7326278.22,1662454.0,624455.0,19504368.66,,,761846.0,0.0,,,,,60.0,,,,0.0,761846.0,,,,27.26,,,,14.56,14.56,9755472.0,114453887.02,,172.37,13.66,20.59,0.1538,22.55,0.1836
2006-12-01,2139198.0,25301375.48,7.16,22.93,3.99,40.61,1.0,7386454.41,1706096.0,624515.0,20178859.32,,,43642.0,0.15,,,,,60.0,,,,0.15,43642.0,,,,27.43,,,2.79,14.56,14.56,10008629.0,118377111.58,,173.72,13.64,20.63,0.1539,22.34,0.1826
2006-12-04,2089218.0,24678403.93,6.99,22.17,3.89,41.39,1.0,7577747.42,1638353.0,641515.0,19352665.5,2.91,,,0.52,,,91942.0,0.0,17000.0,67743.0,2.91,,0.52,,,,,27.55,,,,14.49,14.49,9665731.0,114174209.65,,173.82,13.68,20.24,0.1556,23.46,0.1848
2006-12-05,2093150.0,24756742.52,7.0,21.97,3.9,44.61,1.0,8734790.01,1625958.0,738515.0,19231026.71,,,79209.0,3.05,,5000.0,,0.02,92000.0,94023.0,,,3.05,79209.0,0.16,2418.0,,30.06,,,,15.19,15.19,9078209.0,107372564.19,,171.91,14.88,21.25,0.163,24.33,0.1955
2006-12-06,2039426.0,24082478.92,6.82,21.9,3.8,44.25,1.0,8803383.54,1565208.0,745515.0,18482694.97,,,1346.0,0.22,,,,0.61,7000.0,62097.0,,,0.22,1346.0,,,,29.52,,,,17.99,17.99,7134575.0,84248338.52,,151.65,16.29,21.73,0.1636,24.13,0.2344
2006-12-07,2035445.0,24384371.42,6.81,21.85,3.79,44.09,1.0,8931174.59,1561227.0,745515.0,18703300.28,,,23.0,,,,,0.15,,4003.0,,,,23.0,,,,29.33,,,,17.94,17.94,7143545.0,85578757.73,,153.58,16.04,21.78,0.1646,24.26,0.2338
2006-12-08,2002978.0,23774159.47,6.7,21.33,3.73,43.46,1.0,8410542.53,1565878.0,708590.0,18586042.02,,,4651.0,,,,,,,,,,,4651.0,,,36925.0,29.7,1.06,,,17.85,17.85,7208368.0,85559047.75,,153.09,16.25,19.07,0.1622,25.16,0.2283
2006-12-11,1963211.0,23720929.39,6.57,21.76,3.66,40.63,1.0,8515780.43,1531026.0,704790.0,18498958.92,,,51727.0,0.41,,,,2.72,16500.0,86579.0,,,0.41,51727.0,,,20300.0,26.85,0.6,,,17.09,17.09,7427166.0,89740369.34,,155.86,14.7,21.9,0.168,27.65,0.2192
2006-12-12,1300957.0,15729010.7,4.35,14.45,2.42,40.77,1.0,8465256.14,865491.0,700167.0,10464079.29,,,,0.19,,,,0.0,2500.0,665535.0,,,0.19,,,,7123.0,27.32,0.27,,,14.78,14.78,4989471.0,60324394.09,,158.04,14.74,21.83,0.1701,28.17,0.2222
2006-12-13,1237351.0,15186230.7,4.14,13.71,2.31,39.14,1.0,8141364.4,838614.0,663346.0,10292460.0,,,106.0,0.22,,,,0.77,5345.0,26983.0,,,0.22,106.0,,,42166.0,26.66,1.25,,,14.36,14.36,5001377.0,61382796.73,,160.54,14.24,19.2,0.1706,29.69,0.2119
2006-12-14,1223755.0,15149886.65,4.09,13.07,2.28,39.04,1.0,8073386.49,822102.0,652140.0,10177488.23,,,54.0,,,,,0.4,,16567.0,,,,54.0,,,11206.0,26.52,0.33,,,14.09,14.09,5013286.0,62063660.33,,162.39,14.04,19.03,0.1715,29.86,0.2097
2006-12-15,1200885.0,14880482.96,4.02,12.8,2.24,38.67,1.0,7824067.07,814278.0,631418.0,10089933.59,,,2.0,,,,,0.18,,7826.0,,,,2.0,,,20722.0,26.49,0.49,,,13.97,13.97,5014377.0,62134468.73,,162.88,13.99,19.27,0.1749,30.27,0.206
2006-12-18,1192660.0,14992088.49,3.99,12.67,2.22,38.31,1.0,7865749.2,811429.0,625741.0,10199902.21,,,31.0,,,,,0.12,,2880.0,,,,31.0,,,5677.0,26.3,0.19,,,13.93,13.93,5014126.0,63029044.92,,164.57,13.78,19.49,0.1769,30.49,0.2047
2006-12-19,1664909.0,20769849.45,5.57,18.28,3.1,53.93,1.0,13712667.26,974298.0,1099206.0,12154431.73,,,85621.0,13.11,,71800.0,,0.18,402000.0,9005.0,,,13.11,85621.0,2.35,86253.0,335.0,31.87,0.02,,,16.74,16.74,4847453.0,60472295.5,,158.54,16.74,20.09,0.2271,39.1,0.286
2006-12-20,1737480.0,21377350.59,5.81,19.2,3.24,56.02,1.0,13388330.48,1032081.0,1088159.0,12698366.24,,,84292.0,,,15246.0,,0.87,,26510.0,,,,84292.0,0.49,,26293.0,33.64,0.91,,,17.7,17.7,4800057.0,59058234.54,,155.19,17.81,18.87,0.2241,39.23,0.2979
2006-12-21,1717555.0,21132200.31,5.75,17.71,3.2,54.98,1.0,13110944.63,1021246.0,1065614.0,12565056.16,,,2553.0,,,,,0.51,,13388.0,,,,2553.0,,,22545.0,32.89,0.74,,,17.5,17.5,4814798.0,59239602.68,,155.28,17.48,19.11,0.2326,40.09,0.2943
2006-12-22,1692250.0,20550120.78,5.66,17.33,3.15,54.12,1.0,12620136.1,990098.0,1039236.0,12023420.59,,,1084.0,0.45,,,,1.04,14000.0,32232.0,,,0.45,1084.0,,,40378.0,31.91,1.21,,,16.96,16.96,4847461.0,58865953.04,,154.82,17.09,17.73,0.2357,40.55,0.2899
2006-12-25,921821.0,11194287.42,3.08,9.17,1.72,29.48,1.0,9808379.26,241049.0,807695.0,2927218.83,,,,,,,,0.0,,12852.0,,,,,,,5602.0,8.18,0.19,23.76,7.55,22.38,22.38,835928.0,10151231.42,736198.0,45.95,15.11,23.3,0.4791,64.72,0.8559
2006-12-26,1688653.0,20506440.01,5.65,16.8,3.15,53.75,1.0,12552107.28,992015.0,1033634.0,12046700.0,7.47,737722.0,13243.0,,23.56,,225939.0,,,,7.47,737722.0,,13243.0,,,,31.68,,,,16.99,16.99,4847362.0,58864750.82,,154.49,17.02,17.71,0.2394,40.99,0.2892
