,ALGBE FP Equity_DX_SI_QTY,ALGBE FP Equity_DX_SHORT_INTEREST_VALUE,ALGBE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGBE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGBE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGBE FP Equity_DX_SI_MV,ALGBE FP Equity_DX_DSS,ALGBE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGBE FP Equity_DX_SUPPLY_SI_QTY,ALGBE FP Equity_DX_BROKER_SI_QTY,ALGBE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGBE FP Equity_DX_BROKER_SI_MV_NEW_x,ALGBE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGBE FP Equity_DX_BROKER_SI_MV_INC_x,ALGBE FP Equity_DX_BROKER_SI_QTY_ADD,ALGBE FP Equity_DX_BROKER_SI_QTY_NEW,ALGBE FP Equity_DX_SUPPLY_SI_MV_DEC,ALGBE FP Equity_DX_BROKER_SI_QTY_INC,ALGBE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGBE FP Equity_DX_BROKER_SI_MV_NEW_y,ALGBE FP Equity_DX_BROKER_SI_MV_INC_y,ALGBE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGBE FP Equity_DX_BROKER_SI_MV_ADD,ALGBE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGBE FP Equity_DX_BROKER_SI_QTY_DEC,ALGBE FP Equity_DX_SUPPLY_SI_MV,ALGBE FP Equity_DX_BROKER_SI_MV_DEC,ALGBE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGBE FP Equity_DX_UTILIZATION_QUANTITY,ALGBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGBE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGBE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGBE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALGBE FP Equity_DX_BROKER_SI_CON_RATIO,ALGBE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGBE FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-08-26,22989.0,136094.88,0.25,1.25,0.21,0.14,0.0,82512.96,9328.0,13938.0,55221.76,,,,,,,,,,,,,,,0.06,,100.0,62.0,0.0,0.0,0.0,100.0,27.2,0.3658,52.79,1.528
2021-08-27,22989.0,135864.99,0.25,1.29,0.21,0.14,0.0,82373.58,9328.0,13938.0,55128.48,,,,,,,,,,,,,,,0.06,,100.0,62.0,0.0,0.0,0.0,100.0,27.16,0.3667,52.9,1.528
2021-08-30,22989.0,132186.75,0.25,1.29,0.21,0.14,0.0,80143.5,9328.0,13938.0,53636.0,,,,,,,,,,,,,,,0.06,,100.0,62.0,0.0,0.0,0.0,100.0,27.36,0.3644,52.55,1.528
2021-08-31,22989.0,132876.42,0.25,1.39,0.21,0.13,0.0,80561.64,9328.0,13938.0,53915.84,,,,,,,,,,,,,,,0.05,,100.0,62.0,0.0,0.0,0.0,100.0,27.1,0.367,52.95,1.528
2021-09-01,22989.0,132416.64,0.25,1.5,0.21,0.13,0.0,80282.88,9328.0,13938.0,53729.28,,,,,,,,,,,,,,,0.05,,100.0,62.0,0.0,0.0,0.0,100.0,27.17,0.3664,52.86,1.528
2021-09-02,22989.0,140232.9,0.25,1.49,0.21,0.13,0.0,85021.8,9328.0,13938.0,56900.8,,,,,,,,,,,,,,,0.05,,100.0,62.0,0.0,0.0,0.0,100.0,26.72,0.3717,53.62,1.528
2021-09-03,22574.0,134541.04,0.24,1.28,0.2,0.14,0.0,80597.08,9328.0,13523.0,55594.88,,,,,,,,,,,,,,415.0,0.06,0.0,100.0,62.0,0.0,0.0,0.0,100.0,25.81,0.3712,53.95,1.5004
2021-09-06,21235.0,127410.0,0.23,1.17,0.19,0.13,0.0,74904.0,9028.0,12484.0,54168.0,,,,,,0.0,,300.0,,,,,,1039.0,0.05,0.01,100.0,62.5,0.0,0.0,0.0,100.0,27.1,0.3863,54.95,1.4701
2021-09-07,20235.0,124040.55,0.22,1.12,0.18,0.12,0.0,70396.92,9028.0,11484.0,55341.64,,,,,,,,,,,,,,1000.0,0.05,0.01,100.0,62.5,0.0,0.0,0.0,100.0,25.59,0.414,58.35,1.4008
2021-09-08,20235.0,124040.55,0.22,0.93,0.18,0.12,0.0,70396.92,9028.0,11484.0,55341.64,,,,,,,,,,,,,,,0.06,,100.0,62.5,0.0,0.0,0.0,100.0,25.75,0.4119,58.08,1.4008
2021-09-09,19549.0,115925.57,0.21,0.89,0.18,0.12,0.0,64032.14,9028.0,10798.0,53536.04,,,,,,,,,,,,,,686.0,0.06,0.0,100.0,62.5,0.0,0.0,0.0,100.0,22.82,0.4233,60.18,1.3533
2021-09-10,18649.0,112453.47,0.2,0.87,0.17,0.11,0.0,65111.94,8128.0,10798.0,49011.84,,,,,,0.01,,900.0,,,,,,,0.05,,100.0,56.27,0.0,0.0,0.0,100.0,22.47,0.4286,60.77,1.291
2021-09-13,15823.0,94305.08,0.17,0.75,0.14,0.1,0.0,53252.6,7165.0,8935.0,42703.4,,,,,,0.01,,963.0,,,,,,1863.0,0.04,0.01,100.0,57.23,0.0,0.0,0.0,100.0,27.5,0.43,58.81,1.2639
2021-09-14,15823.0,96045.61,0.17,0.77,0.14,0.09,0.0,54235.45,7165.0,8935.0,43491.55,,,,,,,,,,,,,,,0.04,,100.0,57.23,0.0,0.0,0.0,100.0,27.26,0.4328,59.17,1.2639
2021-09-15,15823.0,95412.69,0.17,0.77,0.14,0.1,0.0,53878.05,7165.0,8935.0,43204.95,,,,,,,,,,,,,,,0.04,,100.0,57.23,0.0,0.0,0.0,100.0,27.46,0.4305,58.87,1.2639
2021-09-16,16967.0,102311.01,0.18,0.81,0.15,0.1,0.0,55349.37,8065.0,9179.0,48631.95,,900.0,0.01,,,,900.0,,,0.01,900.0,,,656.0,0.05,0.0,100.0,64.42,0.0,0.0,0.0,100.0,22.04,0.4035,57.87,1.3553
2021-09-17,16967.0,102311.01,0.18,0.81,0.15,0.1,0.0,55349.37,8065.0,9179.0,48631.95,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,22.04,0.4035,57.87,1.3553
2021-09-20,16759.0,96867.02,0.18,0.78,0.15,0.1,0.0,51852.38,8065.0,8971.0,46615.7,,,,,,,,,,,,,,208.0,0.05,0.0,100.0,64.42,0.0,0.0,0.0,100.0,21.09,0.4052,58.28,1.3387
2021-09-21,16759.0,99213.28,0.18,0.77,0.15,0.1,0.0,53108.32,8065.0,8971.0,47744.8,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,20.68,0.4122,59.08,1.3387
2021-09-22,16759.0,100051.23,0.18,0.77,0.15,0.1,0.0,53556.87,8065.0,8971.0,48148.05,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,20.77,0.4104,58.88,1.3387
2021-09-23,16759.0,102229.9,0.18,0.77,0.15,0.1,0.0,54723.1,8065.0,8971.0,49196.5,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,20.7,0.412,59.06,1.3387
2021-09-24,16759.0,101224.36,0.18,0.76,0.15,0.1,0.0,54184.84,8065.0,8971.0,48712.6,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,20.89,0.4086,58.67,1.3387
2021-09-27,16759.0,99213.28,0.18,0.76,0.15,0.1,0.0,53108.32,8065.0,8971.0,47744.8,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,20.95,0.4075,58.54,1.3387
2021-09-28,16759.0,99380.87,0.18,0.78,0.15,0.1,0.0,53198.03,8065.0,8971.0,47825.45,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,20.82,0.4098,58.81,1.3387
2021-09-29,16609.0,98491.37,0.18,0.77,0.15,0.1,0.0,52308.53,8065.0,8821.0,47825.45,,,,,,,,,,,,,,150.0,0.05,0.0,100.0,64.42,0.0,0.0,0.0,100.0,21.07,0.4164,59.47,1.3267
2021-09-30,16609.0,97660.92,0.18,0.79,0.15,0.1,0.0,51867.48,8065.0,8821.0,47422.2,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,21.13,0.4157,59.39,1.3267
2021-10-01,16609.0,97827.01,0.18,0.78,0.15,0.1,0.0,51955.69,8065.0,8821.0,47502.85,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,21.07,0.4169,59.52,1.3267
2021-10-04,16609.0,95003.48,0.18,0.78,0.15,0.1,0.0,50456.12,8065.0,8821.0,46131.8,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,21.27,0.4137,59.16,1.3267
2021-10-05,16609.0,96332.2,0.18,0.78,0.15,0.1,0.0,51161.8,8065.0,8821.0,46777.0,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,20.99,0.4181,59.66,1.3267
2021-10-06,16609.0,93342.58,0.18,0.78,0.15,0.1,0.0,49574.02,8065.0,8821.0,45325.3,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,21.27,0.4132,59.1,1.3267
2021-10-07,16609.0,93176.49,0.18,0.76,0.15,0.09,0.0,49485.81,8065.0,8821.0,45244.65,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,21.09,0.4165,59.48,1.3267
2021-10-08,16609.0,93342.58,0.18,0.76,0.15,0.09,0.0,49574.02,8065.0,8821.0,45325.3,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,21.07,0.4169,59.52,1.3267
2021-10-11,16609.0,92179.95,0.18,0.77,0.15,0.09,0.0,48956.55,8065.0,8821.0,44760.75,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,21.15,0.4153,59.34,1.3267
2021-10-12,16609.0,91515.59,0.18,0.79,0.15,0.09,0.0,48603.71,8065.0,8821.0,44438.15,,,,,,0.02,,3900.0,,,,,,,0.04,,100.0,64.42,0.0,0.0,0.0,100.0,21.12,0.4157,59.39,1.3267
2021-10-13,16609.0,91349.5,0.18,0.8,0.15,0.09,0.0,48515.5,8065.0,8821.0,44357.5,,,,,,,,,,,,,,,0.04,,100.0,64.42,0.0,0.0,0.0,100.0,21.1,0.4167,59.5,1.3267
2021-10-14,16609.0,89522.51,0.18,0.8,0.15,0.09,0.0,47545.19,8065.0,8821.0,43470.35,,,,,,,,,,,,,,,0.04,,100.0,64.42,0.0,0.0,0.0,100.0,21.21,0.4146,59.26,1.3267
2021-10-15,16609.0,87363.34,0.18,0.88,0.15,0.09,0.0,46398.46,8065.0,8821.0,42421.9,,,,,,,,,,,,,,,0.04,,100.0,64.42,0.0,0.0,0.0,100.0,21.23,0.4141,59.2,1.3267
2021-10-18,16609.0,84373.72,0.18,0.87,0.15,0.09,0.0,44810.68,8065.0,8821.0,40970.2,,,,,,,,,,,,,,,0.04,,100.0,64.42,0.0,0.0,0.0,100.0,21.3,0.4131,59.09,1.3267
2021-10-19,16609.0,81384.1,0.18,0.76,0.15,0.08,0.0,43222.9,8065.0,8821.0,39518.5,,,,,,,,,,,,,,,0.04,,100.0,64.42,0.0,0.0,0.0,100.0,21.31,0.413,59.08,1.3267
2021-10-20,16609.0,84871.99,0.18,0.87,0.15,0.08,0.0,45075.31,8065.0,8821.0,41212.15,,,,,,,,,,,,,,,0.04,,100.0,64.42,0.0,0.0,0.0,100.0,20.82,0.4213,60.02,1.3267
2021-10-21,16609.0,95501.75,0.18,0.84,0.15,0.09,0.0,50720.75,8065.0,8821.0,46373.75,,,,,,,,,,,,,,,0.04,,100.0,64.42,0.0,0.0,0.0,100.0,20.32,0.4297,60.95,1.3267
2021-10-22,16609.0,92346.04,0.18,0.57,0.15,0.09,0.0,49044.76,8065.0,8821.0,44841.4,,,,,,,,,,,,,,,0.05,,100.0,64.42,0.0,0.0,0.0,100.0,21.29,0.4132,59.1,1.3267
2021-10-25,19109.0,110641.11,0.21,0.62,0.17,0.11,0.0,51073.59,10565.0,8821.0,61171.35,,2500.0,,,,,,,,,2500.0,,,,0.06,,100.0,60.31,0.0,0.0,0.0,100.0,17.52,0.3253,50.49,1.0908
2021-10-26,19109.0,107010.4,0.21,0.61,0.17,0.11,0.0,49397.6,10565.0,8821.0,59164.0,,,,,,,,,,,,,,,0.06,,100.0,60.31,0.0,0.0,0.0,100.0,17.85,0.3187,49.56,1.0908
2021-10-27,18939.0,103785.72,0.21,0.59,0.17,0.11,0.0,47407.48,10565.0,8651.0,57896.2,,,,,,,,,,,,,,170.0,0.06,0.0,100.0,60.31,0.0,0.0,0.0,100.0,18.01,0.3259,50.29,1.0811
2021-10-28,18939.0,103028.16,0.21,0.59,0.17,0.1,0.0,47061.44,10565.0,8651.0,57473.6,,,,,,,,,,,,,,,0.06,,100.0,60.31,0.0,0.0,0.0,100.0,17.95,0.3274,50.48,1.0811
2021-10-29,18939.0,98672.19,0.21,0.59,0.17,0.1,0.0,45071.71,10565.0,8651.0,55043.65,,,,,,,,,,,,,,,0.06,,100.0,60.31,0.0,0.0,0.0,100.0,18.1,0.3238,50.0,1.0811
2021-11-01,18939.0,98861.58,0.21,0.57,0.17,0.1,0.0,45158.22,10565.0,8651.0,55149.3,,,,,,,,,,,,,,,0.06,,100.0,60.31,0.0,0.0,0.0,100.0,17.91,0.3281,50.59,1.0811
2021-11-02,15446.0,80010.28,0.17,0.46,0.14,0.08,0.0,44812.18,7072.0,8651.0,36632.96,,,,,,0.02,,3493.0,,,,,,,0.04,,100.0,50.44,0.0,0.0,0.0,100.0,17.95,0.3271,50.46,1.1017
2021-11-03,14546.0,78548.4,0.16,0.43,0.13,0.08,0.0,41855.4,7072.0,7751.0,38188.8,,,,,,,,,,,,,,900.0,0.04,0.0,100.0,50.44,0.0,0.0,0.0,100.0,18.81,0.365,54.22,1.0375
2021-11-04,14546.0,76657.42,0.16,0.42,0.13,0.08,0.0,40847.77,7072.0,7751.0,37269.44,,,,,,,,,,,,,,,0.04,,100.0,50.44,0.0,0.0,0.0,100.0,19.14,0.3585,53.37,1.0375
2021-11-05,14546.0,73166.38,0.16,0.41,0.13,0.08,0.0,38987.53,7072.0,7751.0,35572.16,,,,,,,,,,,,,,,0.04,,100.0,50.44,0.0,0.0,0.0,100.0,19.26,0.3566,53.11,1.0375
2021-11-08,14546.0,74620.98,0.16,0.37,0.13,0.07,0.0,39762.63,7072.0,7751.0,36279.36,,,,,,,,,,,,,,,0.04,,100.0,50.44,0.0,0.0,0.0,100.0,18.92,0.3628,53.94,1.0375
2021-11-09,13781.0,70283.1,0.15,0.35,0.12,0.07,0.0,33588.6,7472.0,6586.0,38107.2,,400.0,0.0,,,,335.0,,,0.0,400.0,,,1500.0,0.04,0.01,100.0,50.42,0.0,0.0,0.0,100.0,18.9,0.3769,56.59,0.9299
2021-11-10,12781.0,67355.87,0.14,0.32,0.12,0.07,0.0,29438.22,7472.0,5586.0,39377.44,,,,,,,,,,,,,,1000.0,0.04,0.01,100.0,50.42,0.0,0.0,0.0,100.0,20.12,0.4329,61.46,0.8624
2021-11-11,13207.0,68016.05,0.14,0.32,0.12,0.07,0.0,30961.8,7898.0,6012.0,40674.7,,426.0,0.0,,,,426.0,,,0.0,426.0,,,,0.04,,100.0,50.4,0.0,0.0,0.0,100.0,19.81,0.4019,58.83,0.8427
2021-11-12,13307.0,68531.05,0.14,0.32,0.12,0.07,0.0,31476.8,7898.0,6112.0,40674.7,,,0.0,,,,100.0,,,0.0,,,,,0.04,,100.0,50.4,0.0,0.0,0.0,100.0,19.53,0.3992,58.65,0.8491
2021-11-15,13307.0,66668.07,0.14,0.32,0.12,0.07,0.0,30621.12,7898.0,6112.0,39568.98,,,,,,,,,,,,,,,0.04,,100.0,50.4,0.0,0.0,0.0,100.0,19.68,0.396,58.3,0.8491
2021-11-16,13307.0,67599.56,0.14,0.31,0.12,0.07,0.0,31048.96,7898.0,6112.0,40121.84,,,,,,,,,,,,,,,0.04,,100.0,50.4,0.0,0.0,0.0,100.0,19.44,0.4005,58.8,0.8491
2021-11-17,13207.0,65902.93,0.14,0.3,0.12,0.07,0.0,30498.88,7798.0,6112.0,38912.02,,,,,,0.0,,100.0,,,,,,,0.04,,100.0,50.4,0.0,0.0,0.0,100.0,19.02,0.4003,58.88,0.8536
2021-11-18,13177.0,72209.96,0.14,0.3,0.12,0.07,0.0,33329.36,7798.0,6082.0,42733.04,,,,,,,,,,,,,,30.0,0.04,0.0,100.0,50.4,0.0,0.0,0.0,100.0,18.43,0.415,60.42,0.8517
2021-11-19,13177.0,71419.34,0.14,0.26,0.12,0.07,0.0,32964.44,7798.0,6082.0,42265.16,,,,,,,,,,,,,,,0.04,,100.0,50.4,0.0,0.0,0.0,100.0,19.02,0.4026,59.1,0.8517
2021-11-22,14200.0,74124.0,0.15,0.27,0.13,0.08,0.0,37088.1,8821.0,7105.0,46045.62,,1023.0,0.01,,,,1023.0,,,0.01,1023.0,,,,0.05,,100.0,50.35,0.0,0.0,0.0,100.0,17.77,0.356,54.49,0.8106
2021-11-23,14200.0,71994.0,0.15,0.26,0.13,0.07,0.0,36022.35,8821.0,7105.0,44722.47,,,,,,,,,,,,,,,0.05,,100.0,50.35,0.0,0.0,0.0,100.0,17.74,0.3571,54.62,0.8106
2021-11-24,14200.0,71000.0,0.15,0.26,0.13,0.07,0.0,35525.0,8821.0,7105.0,44105.0,,,,,,,,,,,,,,,0.04,,100.0,50.35,0.0,0.0,0.0,100.0,17.64,0.3578,54.73,0.8106
2021-11-25,14400.0,74736.0,0.16,0.26,0.13,0.07,0.0,37912.95,9021.0,7305.0,46818.99,,200.0,0.0,,,,200.0,,,0.0,200.0,,,,0.05,,100.0,50.35,0.0,0.0,0.0,100.0,17.15,0.3566,54.59,0.8037
2021-11-26,15900.0,82680.0,0.17,0.29,0.14,0.08,0.0,45786.0,10521.0,8805.0,54709.2,,1500.0,0.01,,,,1500.0,,,0.01,1500.0,,,,0.05,,100.0,50.3,0.0,0.0,0.0,100.0,21.52,0.3232,49.26,0.7601
2021-11-29,16619.0,89410.22,0.18,0.29,0.15,0.09,0.0,51239.12,11240.0,9524.0,60471.2,,719.0,0.0,,,,719.0,,,0.0,719.0,,,,0.06,,100.0,50.28,0.0,0.0,0.0,100.0,24.67,0.3166,47.4,0.7434
2021-11-30,16811.0,93973.49,0.18,0.3,0.15,0.09,0.0,54312.44,11432.0,9716.0,63904.88,,192.0,0.0,,,,192.0,,,0.0,192.0,,,,0.06,,100.0,50.27,0.0,0.0,0.0,100.0,25.51,0.3157,46.94,0.7393
2021-12-01,18904.0,105862.4,0.21,0.33,0.17,0.11,0.0,66130.4,13625.0,11809.0,76300.0,,2193.0,0.01,,,,2193.0,,,0.01,2193.0,,,100.0,0.08,0.0,100.0,50.23,0.0,0.0,0.0,100.0,34.47,0.3097,40.8,0.6969
2021-12-02,18804.0,103422.0,0.2,0.33,0.17,0.11,0.0,64949.5,13525.0,11809.0,74387.5,,,,,,0.0,,100.0,,,,,,,0.08,,100.0,50.23,0.0,0.0,0.0,100.0,34.79,0.3078,40.24,0.6984
2021-12-03,18804.0,101165.52,0.2,0.4,0.17,0.1,0.0,63532.42,13525.0,11809.0,72764.5,,,,,,,,,,,,,,,0.07,,100.0,50.23,0.0,0.0,0.0,100.0,34.82,0.3077,40.19,0.6984
2021-12-06,18804.0,99661.2,0.2,0.41,0.17,0.1,0.0,62587.7,13525.0,11809.0,71682.5,,,,,,,,,,,,,,,0.07,,100.0,50.23,0.0,0.0,0.0,100.0,34.77,0.308,40.28,0.6984
2021-12-07,18804.0,97780.8,0.2,0.42,0.17,0.1,0.0,61406.8,13525.0,11809.0,70330.0,,,,,,,,,,,,,,,0.07,,100.0,50.23,0.0,0.0,0.0,100.0,34.8,0.3078,40.23,0.6984
2021-12-08,18918.0,98373.6,0.21,0.42,0.17,0.1,0.0,61406.8,13525.0,11809.0,70330.0,,,,,,,,,,,,,,,0.07,,100.0,50.23,0.0,0.0,0.0,100.0,35.07,0.3092,40.23,0.7026
2021-12-09,18865.0,97532.05,0.21,0.42,0.17,0.1,0.0,60778.52,13472.0,11756.0,69650.24,,,,,,0.0,,53.0,,,,,,53.0,0.07,0.0,100.0,50.23,0.0,0.0,0.0,100.0,34.91,0.3085,40.25,0.7034
2021-12-10,18752.0,99385.6,0.2,0.42,0.17,0.1,0.0,61702.6,13473.0,11642.0,71406.9,,1.0,,,,,,,,,1.0,,,114.0,0.07,0.0,100.0,50.23,0.0,0.0,0.0,100.0,33.7,0.3069,40.88,0.6992
2021-12-13,18752.0,96572.8,0.2,0.43,0.17,0.1,0.0,59956.3,13473.0,11642.0,69385.95,,,,,,,,,,,,,,,0.07,,100.0,50.23,0.0,0.0,0.0,100.0,34.06,0.3046,40.22,0.6992
2021-12-14,18752.0,85321.6,0.2,0.43,0.17,0.09,0.0,52971.1,13473.0,11642.0,61302.15,,,,,,,,,,,,,,,0.07,,100.0,50.23,0.0,0.0,0.0,100.0,34.69,0.3012,39.13,0.6992
2021-12-15,18752.0,84384.0,0.2,0.35,0.17,0.09,0.0,52389.0,13473.0,11642.0,60628.5,,,,,,,,,,,,,,,0.06,,100.0,50.23,0.0,0.0,0.0,100.0,33.95,0.3054,40.44,0.6992
2021-12-16,17203.0,75693.2,0.19,0.31,0.16,0.08,0.0,44409.2,11924.0,10093.0,52465.6,,,,,,0.01,,1549.0,,,,,,1549.0,0.05,0.01,100.0,50.26,0.0,0.0,0.0,100.0,28.06,0.3037,43.96,0.7252
2021-12-17,16484.0,73188.96,0.18,0.29,0.15,0.07,0.0,41620.56,11205.0,9374.0,49750.2,,,,,,0.0,,719.0,,,,,,719.0,0.05,0.0,100.0,3.6,0.0,0.0,0.0,100.0,24.72,0.3092,46.25,0.0529
2021-12-20,32545.0,139618.05,0.35,0.59,0.29,0.14,1.0,44766.15,27266.0,10435.0,116971.14,,1061.0,0.0,,,,1061.0,,,0.0,1061.0,,15000.0,,0.12,,12.97,8.69,182884.0,784572.36,0.81,12.97,23.08,0.3014,46.28,0.1037
2021-12-21,33030.0,146983.5,0.36,0.59,0.3,0.14,1.0,45545.75,27751.0,10235.0,123491.95,,600.0,,,,0.0,,115.0,,,600.0,,,200.0,0.12,0.0,13.17,8.81,182884.0,813833.8,0.78,13.17,23.37,0.2934,45.21,0.1049
2021-12-22,58745.0,259652.9,0.64,1.04,0.53,0.26,1.0,103207.0,40866.0,23350.0,180627.72,,13115.0,0.0,13000.0,,,115.0,,,0.0,13115.0,0.06,,,0.18,,19.06,12.98,173551.0,767095.42,0.77,19.06,18.18,0.2925,48.01,0.1865
2021-12-23,82451.0,365257.93,0.9,1.44,0.75,0.36,1.0,156613.79,52869.0,35353.0,234209.67,,12003.0,0.05,,,,12003.0,,,0.05,12003.0,,,,0.23,,24.18,16.76,165779.0,734400.97,0.73,24.18,27.31,0.3229,48.29,0.2613
2021-12-24,110533.0,486345.2,1.2,1.95,1.0,0.49,1.0,215732.0,66546.0,49030.0,292802.4,,14405.0,0.06,,,0.0,14405.0,728.0,,0.06,14405.0,,,728.0,0.29,0.0,29.87,21.19,156212.0,687332.8,0.69,29.87,33.39,0.3604,49.1,0.3519
2021-12-27,110341.0,493224.27,1.2,1.91,1.0,0.49,1.0,218305.86,66354.0,48838.0,296602.38,,,,,,0.0,,192.0,,,,,,192.0,0.29,0.0,29.81,21.15,156212.0,698267.64,0.69,29.81,33.57,0.3608,49.03,0.3517
2021-12-28,110369.0,530874.89,1.2,1.92,1.0,0.49,1.0,257517.78,61382.0,53538.0,295247.42,,1679.0,0.02,,,0.03,5000.0,6651.0,,0.02,1679.0,,,300.0,0.27,0.0,27.41,19.61,162563.0,781928.03,0.73,27.41,37.66,0.352,44.98,0.3525
2021-12-29,103249.0,526569.9,1.12,1.7,0.93,0.48,1.0,255193.8,56262.0,50038.0,286936.2,,,,,,0.0,,5120.0,,,,,,3500.0,0.27,0.01,25.48,18.71,164563.0,839271.3,0.79,25.48,38.52,0.3671,45.89,0.3433
2021-12-30,102188.0,508385.3,1.11,1.64,0.92,0.49,1.0,243660.58,55201.0,48977.0,274624.97,,,,,,0.0,,1061.0,,,,,,1061.0,0.28,0.0,25.12,18.47,164563.0,818700.93,0.84,25.12,37.68,0.3762,47.59,0.3419
2021-12-31,112723.0,557978.85,1.23,1.95,1.02,0.54,1.0,264884.4,59736.0,53512.0,295693.2,,6000.0,,6000.0,,0.01,,1465.0,,,6000.0,0.03,,1465.0,0.3,0.01,26.63,19.21,164563.0,814586.85,0.82,26.63,34.5,0.3593,48.07,0.3624
2022-01-03,139723.0,740531.9,1.52,2.5,1.26,0.67,1.0,355163.6,73236.0,67012.0,388150.8,,13500.0,0.07,,,,13500.0,,,0.07,13500.0,,,,0.36,,31.51,22.33,159156.0,843526.8,0.79,31.51,28.94,0.297,39.54,0.4259
2022-01-04,139723.0,747518.05,1.52,2.57,1.26,0.7,1.0,358514.2,73236.0,67012.0,391812.6,,,,,,,,,,,,,,,0.39,,31.51,22.33,159156.0,851484.6,0.84,31.51,27.75,0.2985,40.6,0.4259
2022-01-05,132527.0,709019.45,1.44,2.37,1.2,0.67,1.0,329099.9,71538.0,61514.0,382728.3,,,,,,0.01,,1698.0,,,,,,5498.0,0.38,0.03,31.01,21.81,159156.0,851484.6,0.85,31.01,28.02,0.3007,41.63,0.404
2022-01-06,129503.0,691546.02,1.41,2.32,1.17,0.65,1.0,339164.76,66514.0,63514.0,355184.76,,,0.01,,,0.03,2000.0,5024.0,,0.01,,,,,0.36,,29.32,20.76,160380.0,856429.2,0.86,29.32,30.35,0.3044,41.66,0.4041
2022-01-07,129503.0,666940.45,1.41,2.32,1.17,0.65,1.0,327097.1,66514.0,63514.0,342547.1,,,,,,,,,,,,,,,0.36,,29.32,20.76,160380.0,825957.0,0.86,29.31,30.49,0.3051,41.77,0.4041
2022-01-10,117503.0,658016.8,1.28,2.17,1.06,0.58,1.0,322078.4,60514.0,57514.0,338878.4,,,,,,0.04,,6000.0,,,,,,6000.0,0.31,0.03,27.34,18.88,160836.0,900681.6,0.83,27.34,34.2,0.3223,39.86,0.3667
2022-01-11,117503.0,681517.4,1.28,2.14,1.06,0.61,1.0,333581.2,60514.0,57514.0,350981.2,,,,,,,,,,,,,,,0.34,,27.34,18.88,160836.0,932848.8,0.9,27.34,32.52,0.3229,41.21,0.3667
2022-01-12,117503.0,674467.22,1.28,2.06,1.06,0.62,1.0,330130.36,60514.0,57514.0,347350.36,,,,,,,,,,,,,,,0.35,,27.34,18.88,160836.0,923198.64,0.93,27.34,31.91,0.324,41.89,0.3667
2022-01-13,117503.0,670942.13,1.28,2.03,1.06,0.62,1.0,328404.94,60514.0,57514.0,345534.94,,,,,,,,,,,,,,,0.35,,27.34,18.88,160836.0,918373.56,0.92,27.34,32.12,0.3239,41.73,0.3667
2022-01-14,117503.0,636866.26,1.28,2.01,1.06,0.61,1.0,311725.88,60514.0,57514.0,327985.88,,,,,,,,,,,,,,,0.35,,27.34,18.88,160836.0,871731.12,0.92,27.37,32.36,0.3246,41.82,0.3667
2022-01-17,117503.0,662716.92,1.28,1.99,1.06,0.6,1.0,324378.96,60514.0,57514.0,341298.96,,,,,,,,,,,,,,,0.33,,27.34,18.88,160836.0,907115.04,0.87,27.34,33.21,0.3227,40.74,0.3667
