,SBT FP Equity_DX_SI_QTY,SBT FP Equity_DX_SHORT_INTEREST_VALUE,SBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SBT FP Equity_DX_SI_MV,SBT FP Equity_DX_DSS,SBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SBT FP Equity_DX_SUPPLY_SI_QTY,SBT FP Equity_DX_BROKER_SI_QTY,SBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SBT FP Equity_DX_BROKER_SI_MV_NEW_x,SBT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,SBT FP Equity_DX_BROKER_SI_MV_INC_x,SBT FP Equity_DX_SUPPLY_SI_MV_NEW,SBT FP Equity_DX_BROKER_SI_QTY_ADD,SBT FP Equity_DX_BROKER_SI_QTY_NEW,SBT FP Equity_DX_SUPPLY_SI_MV_DEC,SBT FP Equity_DX_BROKER_SI_QTY_INC,SBT FP Equity_DX_SUPPLY_SI_QTY_DEC,SBT FP Equity_DX_BROKER_SI_MV_NEW_y,SBT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SBT FP Equity_DX_BROKER_SI_MV_INC_y,SBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,SBT FP Equity_DX_BROKER_SI_MV_ADD,SBT FP Equity_DX_SUPPLY_SI_QTY_ADD,SBT FP Equity_DX_BROKER_SI_QTY_DEC,SBT FP Equity_DX_SUPPLY_SI_MV,SBT FP Equity_DX_BROKER_SI_MV_DEC,SBT FP Equity_DX_SUPPLY_SI_MV_RMV,SBT FP Equity_DX_BROKER_SI_MV_RMV,SBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SBT FP Equity_DX_UTILIZATION_QUANTITY,SBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SBT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SBT FP Equity_DX_ACTIVE_UTILIZATION_MV,SBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SBT FP Equity_DX_BROKER_SI_CON_RATIO,SBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-03-15,11819.0,12970.22,0.06,0.09,0.03,0.02,0.0,8955.91,3658.0,8161.0,4014.3,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.61,0.0,0.0,,0.0,100.0,29.43,0.5846,70.57,0.0519
2010-03-16,11819.0,12869.67,0.06,0.11,0.03,0.02,0.0,8886.49,3658.0,8161.0,3983.18,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.61,0.0,0.0,,0.0,100.0,29.27,0.5859,70.73,0.0519
2010-03-17,11819.0,12668.58,0.06,0.12,0.03,0.02,0.0,8747.64,3658.0,8161.0,3920.95,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.61,0.0,0.0,,0.0,100.0,29.8,0.5816,70.2,0.0519
2010-03-18,11819.0,12668.58,0.06,0.15,0.03,0.02,0.0,8747.64,3658.0,8161.0,3920.95,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.61,0.0,0.0,,0.0,100.0,29.5,0.584,70.5,0.0519
2010-03-19,11819.0,12568.04,0.06,0.15,0.03,0.02,0.0,8678.21,3658.0,8161.0,3889.83,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.61,0.0,0.0,,0.0,100.0,29.31,0.5856,70.69,0.0519
2010-03-22,11819.0,12668.58,0.06,0.15,0.03,0.02,0.0,8747.64,3658.0,8161.0,3920.95,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.61,0.0,0.0,,0.0,100.0,29.8,0.5816,70.2,0.0519
2010-03-23,11819.0,12568.04,0.06,0.15,0.03,0.02,0.0,8678.21,3658.0,8161.0,3889.83,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.61,0.0,0.0,,0.0,100.0,29.72,0.5822,70.28,0.0519
2010-03-24,11819.0,12668.58,0.06,0.18,0.03,0.02,0.0,8747.64,6075.0,8161.0,6511.69,,,2417.0,,,,,,,,,,,2417.0,,,,0.01,,,,100.0,2.67,0.0,0.0,,0.0,100.0,29.44,0.5846,70.56,0.0519
2010-03-25,11819.0,12568.04,0.06,0.2,0.03,0.02,0.0,8678.21,6077.0,8161.0,6462.13,,,2.0,,,,,,,,,,,2.0,,,,0.01,,,,100.0,2.67,0.0,0.0,,0.0,100.0,29.43,0.5846,70.57,0.0519
2010-03-26,11819.0,12467.49,0.06,0.2,0.03,0.02,0.0,8608.78,11819.0,8161.0,12467.49,,,5742.0,,,,,,,,,,,5742.0,,,,0.01,,,,100.0,5.19,0.0,0.0,,0.0,100.0,29.26,0.586,70.74,0.0519
2010-03-29,11819.0,12568.04,0.06,0.2,0.03,0.02,0.0,8678.21,11819.0,8161.0,12568.04,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.42,0.0,0.0,,0.0,100.0,30.3,0.5776,69.7,0.0542
2010-03-30,11819.0,12970.22,0.06,0.2,0.03,0.02,0.0,8955.91,11819.0,8161.0,12970.22,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.42,0.0,0.0,,0.0,100.0,30.04,0.5796,69.96,0.0542
2010-03-31,11819.0,13171.3,0.06,0.21,0.03,0.02,0.0,9094.76,11819.0,8161.0,13171.3,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.42,0.0,0.0,,0.0,100.0,30.28,0.5777,69.72,0.0542
2010-04-01,11819.0,13271.85,0.06,0.2,0.03,0.02,0.0,9164.19,11819.0,8161.0,13271.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.42,0.0,0.0,,0.0,100.0,29.89,0.5809,70.11,0.0542
2010-04-02,11819.0,13271.85,0.06,0.2,0.03,0.02,0.0,9164.19,11819.0,8161.0,13271.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.42,0.0,0.0,,0.0,100.0,29.89,0.5809,70.11,0.0542
2010-04-05,11819.0,13271.85,0.06,0.2,0.03,0.02,0.0,9164.19,11819.0,8161.0,13271.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.42,0.0,0.0,,0.0,100.0,29.84,0.5813,70.16,0.0542
2010-04-06,11819.0,13271.85,0.06,0.2,0.03,0.02,0.0,9164.19,11819.0,8161.0,13271.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.53,0.0,0.0,,0.0,100.0,29.34,0.5854,70.66,0.0553
2010-04-07,11819.0,12970.22,0.06,0.2,0.03,0.02,0.0,8955.91,11819.0,8161.0,12970.22,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.99,0.0,0.0,,0.0,100.0,29.75,0.582,70.25,0.0599
2010-04-08,11819.0,12869.67,0.06,0.22,0.03,0.02,0.0,8886.49,11819.0,8161.0,12869.67,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.14,0.0,0.0,,0.0,100.0,29.45,0.5845,70.55,0.0614
2010-04-09,11819.0,12769.13,0.06,0.22,0.03,0.02,0.0,8817.06,11819.0,8161.0,12769.13,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.58,0.0,0.0,,0.0,100.0,29.35,0.5853,70.65,0.0658
2010-04-12,11819.0,12869.67,0.06,0.22,0.03,0.02,0.0,8886.49,11819.0,8161.0,12869.67,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.91,0.0,0.0,,0.0,100.0,29.84,0.5813,70.16,0.0691
2010-04-13,10819.0,11872.81,0.06,0.2,0.03,0.01,0.0,8955.91,10819.0,8161.0,11872.81,,,,,,,,0.0,,1000.0,,,,,,,,0.01,,,,100.0,6.75,0.0,0.0,,0.0,100.0,23.55,0.6399,76.45,0.0675
2010-04-14,10819.0,11780.78,0.06,0.2,0.03,0.01,0.0,8886.49,10819.0,8161.0,11780.78,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.75,0.0,0.0,,0.0,100.0,23.63,0.639,76.37,0.0675
2010-04-15,10819.0,11780.78,0.06,0.2,0.03,0.01,0.0,8886.49,10819.0,8161.0,11780.78,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.17,0.0,0.0,,0.0,100.0,23.34,0.6421,76.66,0.0717
2010-04-16,8514.0,9270.87,0.04,0.15,0.02,0.01,0.0,6708.69,8514.0,6161.0,9270.87,,,,,,,,0.0,,2305.0,,,,,,,2000.0,0.01,0.0,,,100.0,5.73,0.0,0.0,,0.0,100.0,26.46,0.6109,73.54,0.0573
2010-04-19,8514.0,9270.87,0.04,0.15,0.02,0.01,0.0,6708.69,8514.0,6161.0,9270.87,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.21,0.0,0.0,,0.0,100.0,26.47,0.6107,73.53,0.0621
2010-04-20,6161.0,6865.93,0.03,0.1,0.01,0.01,0.0,6865.93,6161.0,6161.0,6865.93,,,,,,,,0.0,,2353.0,,,,,,,,0.01,,,,100.0,4.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0486
2010-04-21,2091.0,2383.61,0.01,0.03,0.0,0.0,0.0,2383.61,2091.0,2091.0,2383.61,,,,,,,,0.01,,4070.0,,,,,,,4070.0,0.0,0.01,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-04-22,2091.0,2365.82,0.01,0.03,0.0,0.0,0.0,2365.82,2091.0,2091.0,2365.82,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-04-23,2091.0,2294.67,0.01,0.03,0.0,0.0,0.0,2294.67,2091.0,2091.0,2294.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-04-26,2091.0,2276.88,0.01,0.03,0.0,0.0,0.0,2276.88,2091.0,2091.0,2276.88,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-04-27,2091.0,2276.88,0.01,0.03,0.0,0.0,0.0,2276.88,2091.0,2091.0,2276.88,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-04-28,2091.0,2187.94,0.01,0.03,0.0,0.0,0.0,2187.94,2091.0,2091.0,2187.94,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-04-29,2091.0,2205.73,0.01,0.03,0.0,0.0,0.0,2205.73,2091.0,2091.0,2205.73,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-04-30,2091.0,2170.15,0.01,0.03,0.0,0.0,0.0,2170.15,2091.0,2091.0,2170.15,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-03,2091.0,2223.52,0.01,0.03,0.0,0.0,0.0,2223.52,2091.0,2091.0,2223.52,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-04,2091.0,2187.94,0.01,0.03,0.0,0.0,0.0,2187.94,2091.0,2091.0,2187.94,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-05,2091.0,2187.94,0.01,0.03,0.0,0.0,0.0,2187.94,2091.0,2091.0,2187.94,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-06,2091.0,2152.37,0.01,0.03,0.0,0.0,0.0,2152.37,2091.0,2091.0,2152.37,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-07,2091.0,2063.43,0.01,0.03,0.0,0.0,0.0,2063.43,2091.0,2091.0,2063.43,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-10,2091.0,2187.94,0.01,0.03,0.0,0.0,0.0,2187.94,2091.0,2091.0,2187.94,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-11,2091.0,2205.73,0.01,0.03,0.0,0.0,0.0,2205.73,2091.0,2091.0,2205.73,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-12,2091.0,2223.52,0.01,0.03,0.0,0.0,0.0,2223.52,2091.0,2091.0,2223.52,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-13,2091.0,2241.31,0.01,0.03,0.0,0.0,0.0,2241.31,2091.0,2091.0,2241.31,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-14,2091.0,2187.94,0.01,0.03,0.0,0.0,0.0,2187.94,2091.0,2091.0,2187.94,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-17,2091.0,2205.73,0.01,0.03,0.0,0.0,0.0,2205.73,2091.0,2091.0,2205.73,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017
2010-05-18,2091.0,2259.1,0.01,0.03,0.0,0.0,0.0,2259.1,2091.0,2091.0,2259.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0177
2010-05-19,2091.0,2259.1,0.01,0.03,0.0,0.0,0.0,2259.1,2091.0,2091.0,2259.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0177
2010-05-20,2091.0,2205.73,0.01,0.03,0.0,0.0,0.0,2205.73,2091.0,2091.0,2205.73,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0177
2010-05-21,2091.0,2205.73,0.01,0.03,0.0,0.0,0.0,2205.73,2091.0,2091.0,2205.73,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0177
2010-05-24,2091.0,2223.52,0.01,0.03,0.0,0.0,0.0,2223.52,2091.0,2091.0,2223.52,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0177
2010-05-25,2091.0,2063.43,0.01,0.03,0.0,0.0,0.0,2063.43,2091.0,2091.0,2063.43,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0177
2010-05-26,2091.0,2099.0,0.01,0.03,0.0,0.0,0.0,2099.0,2091.0,2091.0,2099.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0177
2010-05-27,2091.0,2170.15,0.01,0.03,0.0,0.0,0.0,2170.15,2091.0,2091.0,2170.15,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0177
2010-05-28,2091.0,2187.94,0.01,0.03,0.0,0.0,0.0,2187.94,0.0,2091.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2091.0,0.0,0.0,,1.0,100.0,0.018
2010-05-31,2091.0,2170.15,0.01,0.03,0.0,0.0,0.0,2170.15,0.0,2091.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.018
2010-06-01,2091.0,2116.79,0.01,0.03,0.0,0.0,0.0,2116.79,0.0,2091.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.018
2010-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2091.0,0.0,0.0,,,0.0,0.0,116243.0,123610.0,,0.14,0.0,,0.0,,0.0
2010-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,126576.64,,0.15,0.0,,0.0,,0.0
2010-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,124598.88,,0.15,0.0,,0.0,,0.0
2010-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,128554.4,,0.15,0.0,,0.0,,0.0
2010-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,148332.0,,0.15,0.0,,0.0,,0.0
2010-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,149320.88,,0.17,0.0,,0.0,,0.0
2010-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,148332.0,,0.18,0.0,,0.0,,0.0
2010-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,150309.76,,0.17,0.0,,0.0,,0.0
2010-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,153276.4,,0.18,0.0,,0.0,,0.0
2010-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,154265.28,,0.18,0.0,,0.0,,0.0
2010-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,153276.4,,0.18,0.0,,0.0,,0.0
2010-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,151298.64,,0.18,0.0,,0.0,,0.0
2010-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,147343.12,,0.18,0.0,,0.0,,0.0
2010-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,149320.88,,0.17,0.0,,0.0,,0.0
2010-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,147343.12,,0.18,0.0,,0.0,,0.0
2010-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,144376.48,,0.17,0.0,,0.0,,0.0
2010-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,143387.6,,0.17,0.0,,0.0,,0.0
2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,143387.6,,0.17,0.0,,0.0,,0.0
2010-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,143387.6,,0.17,0.0,,0.0,,0.0
2010-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,142398.72,,0.17,0.0,,0.0,,0.0
2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,144376.48,,0.17,0.0,,0.0,,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,144376.48,,0.17,0.0,,0.0,,0.0
2010-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,144376.48,,0.17,0.0,,0.0,,0.0
2010-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,145365.36,,0.17,0.0,,0.0,,0.0
2010-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,150309.76,,0.17,0.0,,0.0,,0.0
2010-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,154265.28,,0.18,0.0,,0.0,,0.0
2010-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,154265.28,,0.18,0.0,,0.0,,0.0
2010-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,154265.28,,0.18,0.0,,0.0,,0.0
2010-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,153276.4,,0.18,0.0,,0.0,,0.0
2010-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,153276.4,,0.18,0.0,,0.0,,0.0
2010-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,155254.16,,0.18,0.0,,0.0,,0.0
2010-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,157231.92,,0.18,0.0,,0.0,,0.0
2010-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,171076.24,,0.18,0.0,,0.0,,0.0
2010-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,168109.6,,0.2,0.0,,0.0,,0.0
2010-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,169098.48,,0.2,0.0,,0.0,,0.0
2010-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,181953.92,,0.2,0.0,,0.0,,0.0
2010-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,184920.56,,0.21,0.0,,0.0,,0.0
2010-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,185909.44,,0.22,0.0,,0.0,,0.0
2010-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,192831.6,,0.22,0.0,,0.0,,0.0
2010-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,188876.08,,0.23,0.0,,0.0,,0.0
2010-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,180965.04,,0.22,0.0,,0.0,,0.0
2010-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,179976.16,,0.21,0.0,,0.0,,0.0
2010-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,181953.92,,0.21,0.0,,0.0,,0.0
2010-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,180965.04,,0.21,0.0,,0.0,,0.0
2010-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,177009.52,,0.21,0.0,,0.0,,0.0
2010-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,180965.04,,0.21,0.0,,0.0,,0.0
2010-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,177998.4,,0.21,0.0,,0.0,,0.0
2010-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,177998.4,,0.21,0.0,,0.0,,0.0
2010-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,180965.04,,0.21,0.0,,0.0,,0.0
2010-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,180965.04,,0.21,0.0,,0.0,,0.0
2010-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,184920.56,,0.21,0.0,,0.0,,0.0
2010-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116243.0,186898.32,,0.22,0.0,,0.0,,0.0
