,CB3 FP Equity_DX_SI_QTY,CB3 FP Equity_DX_SHORT_INTEREST_VALUE,CB3 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CB3 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CB3 FP Equity_DX_SI_MV,CB3 FP Equity_DX_DSS,CB3 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CB3 FP Equity_DX_SUPPLY_SI_QTY,CB3 FP Equity_DX_BROKER_SI_QTY,CB3 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CB3 FP Equity_DX_BROKER_SI_MV_NEW_x,CB3 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CB3 FP Equity_DX_BROKER_SI_MV_INC_x,CB3 FP Equity_DX_BROKER_SI_QTY_ADD,CB3 FP Equity_DX_BROKER_SI_QTY_NEW,CB3 FP Equity_DX_SUPPLY_SI_MV_DEC,CB3 FP Equity_DX_BROKER_SI_QTY_INC,CB3 FP Equity_DX_SUPPLY_SI_QTY_DEC,CB3 FP Equity_DX_BROKER_SI_MV_NEW_y,CB3 FP Equity_DX_BROKER_SI_MV_INC_y,CB3 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CB3 FP Equity_DX_BROKER_SI_MV_ADD,CB3 FP Equity_DX_SUPPLY_SI_QTY_ADD,CB3 FP Equity_DX_BROKER_SI_QTY_DEC,CB3 FP Equity_DX_SUPPLY_SI_MV,CB3 FP Equity_DX_BROKER_SI_MV_DEC,CB3 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CB3 FP Equity_DX_UTILIZATION_QUANTITY,CB3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CB3 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CB3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CB3 FP Equity_DX_ACTIVE_UTILIZATION_MV,CB3 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CB3 FP Equity_DX_BROKER_SI_CON_RATIO,CB3 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CB3 FP Equity_DX_DEMAND_SUPPLY_RATIO,CB3 FP Equity_PX_LAST
2015-09-23,4200.0,929628.0,0.26,0.36,0.93,,464814.0,2100.0,2100.0,464814.0,,,,,,,,,,,,,,,0.47,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,221.34
2015-09-24,4200.0,929964.0,0.27,0.36,0.93,,464982.0,2100.0,2100.0,464982.0,,,,,,,,,,,,,,,0.46,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,221.42
2015-09-25,4200.0,926604.0,0.27,0.36,0.93,,463302.0,2100.0,2100.0,463302.0,,,,,,,,,,,,,,,0.47,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,220.62
2015-09-28,2000.0,442880.0,0.14,0.17,0.44,,221440.0,1000.0,1000.0,221440.0,,,,,,0.24,,1100.0,,,,,,1100.0,0.22,0.24,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,221.44
2015-09-29,2000.0,443180.0,0.14,0.17,0.44,,221590.0,1000.0,1000.0,221590.0,,,,,,,,,,,,,,,0.22,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,221.59
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.65
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.27
2015-10-02,8600.0,1916510.0,0.48,0.68,1.91,,958255.0,4300.0,4300.0,958255.0,,,,4300.0,,,,,,,,0.95,4300.0,,0.95,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,222.85
2015-10-05,25800.0,5731728.0,1.34,2.04,5.75,,2865864.0,12900.0,12900.0,2865864.0,,8600.0,1.92,,,,8600.0,,,1.92,8600.0,,,,2.88,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,222.16
2015-10-06,25800.0,5720634.0,1.36,2.04,5.74,,2860317.0,12900.0,12900.0,2860317.0,,,,,,,,,,,,,,,2.87,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,221.73
2015-10-07,25800.0,5724504.0,1.38,2.04,5.72,,2862252.0,12900.0,12900.0,2862252.0,,,,,,,,,,,,,,,2.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,221.88
2015-10-08,25800.0,5726310.0,1.32,1.99,5.72,,2863155.0,12900.0,12900.0,2863155.0,,,,,,,,,,,,,,,2.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,221.95
2015-10-09,25800.0,5720118.0,1.25,1.99,5.71,,2860059.0,12900.0,12900.0,2860059.0,,,,,,,,,,,,,,,2.85,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,221.71
2015-10-12,25800.0,5732502.0,1.32,1.99,5.71,,2866251.0,12900.0,12900.0,2866251.0,,,,,,,,,,,,,,,2.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,222.19
2015-10-13,25800.0,5728890.0,1.31,1.99,5.7,,2864445.0,12900.0,12900.0,2864445.0,,,,,,,,,,,,,,,2.83,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,222.05
2015-10-14,25800.0,5742306.0,1.32,1.99,5.74,,2871153.0,12900.0,12900.0,2871153.0,,,,,,,,,,,,,,,2.87,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,222.57
2015-10-15,25800.0,5737404.0,1.71,1.99,5.73,,2868702.0,12900.0,12900.0,2868702.0,,,,,,,,,,,,,,,2.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,222.38
2015-10-16,25800.0,5742564.0,1.7,1.99,5.72,,2871282.0,12900.0,12900.0,2871282.0,,,,,,,,,,,,,,,2.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,222.58
2015-10-19,25800.0,5741532.0,1.73,1.99,5.75,,2870766.0,12900.0,12900.0,2870766.0,,,,,,,,,,,,,,,2.87,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,222.54
2015-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.71
2015-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.59
2015-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.11
2015-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.06
2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.12
2015-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.97
2015-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.2
2015-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.89
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.99
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.11
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.98
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.67
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.27
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.05
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.91
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.74
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.17
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.49
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.15
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.31
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.39
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.93
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.36
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.68
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.09
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.24
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.97
2015-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.95
2015-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.23
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.84
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.97
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.12
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.26
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.09
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.42
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.77
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.35
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.6
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.01
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.28
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.39
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.06
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.05
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.79
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.56
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.85
2015-12-23,4000.0,889440.0,0.34,0.33,0.89,,444720.0,2000.0,2000.0,444720.0,,,,2000.0,,,,,,,,0.45,2000.0,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,222.36
2015-12-24,4000.0,889440.0,0.37,0.33,0.89,,444720.0,2000.0,2000.0,444720.0,,,,,,,,,,,,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2015-12-25,4000.0,889440.0,0.42,0.33,0.89,,444720.0,2000.0,2000.0,444720.0,,,,,,,,,,,,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2015-12-28,4000.0,893000.0,0.42,0.33,0.89,,446500.0,2000.0,2000.0,446500.0,,,,,,,,,,,,,,,0.44,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.25
2015-12-29,4000.0,889080.0,0.42,0.33,0.89,,444540.0,2000.0,2000.0,444540.0,,,,,,,,,,,,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,222.27
2015-12-30,4000.0,889960.0,0.44,0.33,0.89,,444980.0,2000.0,2000.0,444980.0,,,,,,,,,,,,,,,0.44,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,222.49
2015-12-31,4000.0,889960.0,0.44,0.33,0.89,,444980.0,2000.0,2000.0,444980.0,,,,,,,,,,,,,,,0.44,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2016-01-01,4000.0,889960.0,0.45,0.33,0.89,,444980.0,2000.0,2000.0,444980.0,,,,,,,,,,,,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2016-01-04,4000.0,893040.0,0.45,0.33,0.89,,446520.0,2000.0,2000.0,446520.0,,,,,,,,,,,,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.26
2016-01-05,4000.0,894080.0,0.45,0.33,0.89,,447040.0,2000.0,2000.0,447040.0,,,,,,,,,,,,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.52
2016-01-06,4000.0,895360.0,0.44,0.33,0.9,,447680.0,2000.0,2000.0,447680.0,,,,,,,,,,,,,,,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.84
2016-01-07,7600.0,1696168.0,0.8,0.62,1.71,,848084.0,3800.0,3800.0,848084.0,,1800.0,0.41,,,,1800.0,,,0.41,1800.0,,,,0.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.18
2016-01-08,25600.0,5727744.0,2.6,2.13,5.73,,2863872.0,12800.0,12800.0,2863872.0,,9000.0,2.01,,,,9000.0,,,2.01,9000.0,,,,2.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.74
2016-01-11,25600.0,5712640.0,2.41,2.13,5.72,,2856320.0,12800.0,12800.0,2856320.0,,,,,,,,,,,,,,,2.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.15
2016-01-12,25600.0,5712128.0,2.4,2.13,5.72,,2856064.0,12800.0,12800.0,2856064.0,,,,,,,,,,,,,,,2.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.13
2016-01-13,25600.0,5726464.0,2.4,2.11,5.73,,2863232.0,12800.0,12800.0,2863232.0,,,,,,,,,,,,,,,2.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.69
2016-01-14,25600.0,5722368.0,1.72,1.91,5.73,,2861184.0,12800.0,12800.0,2861184.0,,,,,,,,,,,,,,,2.87,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.53
2016-01-15,21000.0,4701900.0,1.17,1.57,4.68,,2350950.0,10500.0,10500.0,2350950.0,,,,,,0.5,,2300.0,,,,,,2300.0,2.34,0.5,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.9
2016-01-18,19400.0,4342884.0,1.08,1.46,4.34,,2171442.0,9700.0,9700.0,2171442.0,,,,,,0.18,,800.0,,,,,,800.0,2.17,0.18,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,223.86
2016-01-19,19400.0,4347346.0,1.05,1.46,4.34,,2173673.0,9700.0,9700.0,2173673.0,,,,,,,,,,,,,,,2.17,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,224.09
2016-01-20,17400.0,3899166.0,0.89,1.28,3.89,,1949583.0,8700.0,8700.0,1949583.0,,,,,,0.22,,1000.0,,,,,,1000.0,1.94,0.22,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,224.09
2016-01-21,17400.0,3912390.0,0.81,1.28,3.91,,1956195.0,8700.0,8700.0,1956195.0,,,,,,,,,,,,,,,1.95,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,224.85
2016-01-22,17400.0,3905604.0,0.81,1.28,3.9,,1952802.0,8700.0,8700.0,1952802.0,,,,,,,,,,,,,,,1.95,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,224.46
2016-01-25,15200.0,3416048.0,0.71,1.12,3.42,,1708024.0,7600.0,7600.0,1708024.0,,,,,,0.24,,1100.0,,,,,,1100.0,1.71,0.24,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,224.74
2016-01-26,15200.0,3426080.0,0.84,1.12,3.43,,1713040.0,7600.0,7600.0,1713040.0,,,,,,,,,,,,,,,1.71,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,225.4
2016-01-27,15200.0,3426384.0,0.84,1.12,3.43,,1713192.0,7600.0,7600.0,1713192.0,,,,,,,,,,,,,,,1.72,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,225.42
2016-01-28,5600.0,1264144.0,0.31,0.41,1.26,,632072.0,2800.0,2800.0,632072.0,,,,,,1.07,,4800.0,,,,,,4800.0,0.63,1.07,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,225.74
2016-01-29,5600.0,1270696.0,0.31,0.41,1.26,,635348.0,2800.0,2800.0,635348.0,,,,,,,,,,,,,,,0.63,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.91
2016-02-01,5600.0,1268120.0,0.35,0.41,1.27,,634060.0,2800.0,2800.0,634060.0,,,,,,,,,,,,,,,0.64,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.45
2016-02-02,2600.0,588822.0,0.16,0.19,0.59,,294411.0,1300.0,1300.0,294411.0,,,,,,0.34,,1500.0,,,,,,1500.0,0.29,0.34,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.47
2016-02-03,7600.0,1726796.0,0.4,0.56,1.73,,863398.0,3800.0,3800.0,863398.0,,2500.0,0.57,,,,2500.0,,,0.57,2500.0,,,,0.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,227.21
2016-02-04,7600.0,1722312.0,0.4,0.59,1.73,,861156.0,3800.0,3800.0,861156.0,,,,,,,,,,,,,,,0.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.62
2016-02-05,7600.0,1721400.0,0.38,0.59,1.72,,860700.0,3800.0,3800.0,860700.0,,,,,,,,,,,,,,,0.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.5
2016-02-08,7600.0,1720640.0,0.38,0.59,1.73,,860320.0,3800.0,3800.0,860320.0,,,,,,,,,,,,,,,0.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.4
2016-02-09,7600.0,1720108.0,0.38,0.59,1.72,,860054.0,3800.0,3800.0,860054.0,,,,,,,,,,,,,,,0.86,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.33
2016-02-10,2600.0,588796.0,0.13,0.2,0.59,,294398.0,1300.0,1300.0,294398.0,,,,,,0.57,,2500.0,,,,,,2500.0,0.3,0.57,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.46
2016-02-11,2600.0,589238.0,0.13,0.2,0.59,,294619.0,1300.0,1300.0,294619.0,,,,,,,,,,,,,,,0.29,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.63
2016-02-12,2600.0,588146.0,0.13,0.2,0.59,,294073.0,1300.0,1300.0,294073.0,,,,,,,,,,,,,,,0.29,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.21
2016-02-15,2600.0,589212.0,0.13,0.2,0.59,,294606.0,1300.0,1300.0,294606.0,,,,,,,,,,,,,,,0.29,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.62
2016-02-16,2600.0,587834.0,0.13,0.2,0.59,,293917.0,1300.0,1300.0,293917.0,,,,,,,,,,,,,,,0.29,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.09
2016-02-17,2600.0,588354.0,0.13,0.19,0.59,,294177.0,1300.0,1300.0,294177.0,,,,,,,,,,,,,,,0.29,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,226.29
2016-02-18,7200.0,1635696.0,0.31,0.53,1.63,,795130.0,3700.0,3500.0,840566.0,,2400.0,0.5,,,,2200.0,,,0.5,2400.0,,,,0.84,,100.0,100.0,0.0,0.0,0.0,100.0,2.78,0.946,97.22,1.9459,227.18
2016-02-19,7200.0,1636272.0,0.32,0.53,1.64,,795410.0,3700.0,3500.0,840862.0,,,,,,,,,,,,,,,0.84,,100.0,100.0,0.0,0.0,0.0,100.0,2.78,0.946,97.22,1.9459,227.26
2016-02-22,7200.0,1640808.0,0.33,0.53,1.64,3.0,797615.0,3700.0,3500.0,843193.0,,,,,,,,,,,,,,,0.84,,100.0,100.0,0.0,0.0,0.0,100.0,2.78,0.946,97.22,1.9459,227.89
2016-02-23,4600.0,1048386.0,0.21,0.34,1.05,2.0,501402.0,2400.0,2200.0,546984.0,,,,,,0.29,,1300.0,,,,,,1300.0,0.55,0.29,100.0,100.0,0.0,0.0,0.0,100.0,4.35,0.9168,95.65,1.9167,227.91
2016-02-24,4600.0,1049490.0,0.21,0.34,1.05,2.0,501930.0,2400.0,2200.0,547560.0,,,,,,,,,,,,,,,0.55,,100.0,100.0,0.0,0.0,0.0,100.0,4.35,0.9168,95.65,1.9167,228.15
2016-02-25,4600.0,1050180.0,0.26,0.34,1.05,2.0,502260.0,2400.0,2200.0,547920.0,,,,,,,,,,,,,,,0.55,,100.0,100.0,0.0,0.0,0.0,100.0,4.35,0.9168,95.65,1.9167,228.3
2016-02-26,4600.0,1050732.0,0.34,0.34,1.05,,502524.0,2400.0,2200.0,548208.0,,,,,,,,,,,,,,,0.55,,100.0,100.0,0.0,0.0,0.0,100.0,4.35,0.9168,95.65,1.9167,228.42
2016-02-29,9600.0,2198496.0,0.62,0.69,2.19,,1076347.0,4900.0,4700.0,1122149.0,,2500.0,0.57,,,,2500.0,,,0.57,2500.0,,,,1.12,,100.0,100.0,0.0,0.0,0.0,100.0,2.08,0.9592,97.92,1.9592,229.01
2016-03-01,9600.0,2195328.0,0.6,0.67,2.2,,1074796.0,4900.0,4700.0,1120532.0,,,,,,,,,,,,,,,1.12,,100.0,100.0,0.0,0.0,0.0,100.0,2.08,0.9592,97.92,1.9592,228.68
2016-03-02,9600.0,2185056.0,0.57,0.67,2.2,,1069767.0,4900.0,4700.0,1115289.0,,,,,,,,,,,,,,,1.12,,100.0,100.0,0.0,0.0,0.0,100.0,2.08,0.9592,97.92,1.9592,227.61
2016-03-03,10100.0,2305123.0,0.67,0.68,2.3,,1186796.0,5400.0,5200.0,1232442.0,,500.0,0.12,,,,500.0,,,0.12,500.0,,,,1.23,,100.0,100.0,0.0,0.0,0.0,100.0,1.98,0.9612,98.02,1.8704,228.23
2016-03-04,10100.0,2296336.0,0.57,0.68,2.31,,1182272.0,5400.0,5200.0,1227744.0,,,,,,,,,,,,,,,1.23,,100.0,100.0,0.0,0.0,0.0,100.0,1.98,0.9612,98.02,1.8704,227.36
2016-03-07,12600.0,2866500.0,0.7,0.85,2.86,,1467375.0,6650.0,6450.0,1512875.0,,1250.0,0.28,,,,1250.0,,,0.28,1250.0,,,,1.51,,100.0,100.0,0.0,0.0,0.0,100.0,1.59,0.9688,98.41,1.8947,227.5
2016-03-08,12600.0,2874312.0,0.71,0.85,2.86,,1471374.0,6650.0,6450.0,1516998.0,,,,,,,,,,,,,,,1.51,,100.0,100.0,0.0,0.0,0.0,100.0,1.59,0.9688,98.41,1.8947,228.12
2016-03-09,12600.0,2868894.0,0.71,0.85,2.87,,1468600.5,6650.0,6450.0,1514138.5,,,,,,,,,,,,,,,1.51,,100.0,100.0,0.0,0.0,0.0,100.0,1.59,0.9688,98.41,1.8947,227.69
2016-03-10,12600.0,2860326.0,0.71,0.85,2.85,,1464214.5,6650.0,6450.0,1509616.5,,,,,,,,,,,,,,,1.5,,100.0,100.0,0.0,0.0,0.0,100.0,1.58,0.9689,98.42,1.8947,227.01
2016-03-11,17800.0,4058756.0,0.99,1.21,4.04,,2063581.0,9250.0,9050.0,2109185.0,,2600.0,0.58,,,,2600.0,,,0.58,2600.0,,,,2.1,,100.0,100.0,0.0,0.0,0.0,100.0,1.12,0.9778,98.88,1.9243,228.02
2016-03-14,25800.0,5885238.0,1.35,1.75,5.89,,2976835.5,13250.0,13050.0,3022457.5,,4000.0,0.91,,,,4000.0,,,0.91,4000.0,,,,3.03,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,228.11
2016-03-15,25800.0,5867436.0,1.34,1.75,5.89,,2967831.0,13250.0,13050.0,3013315.0,,,,,,,,,,,,,,,3.02,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,227.42
2016-03-16,25800.0,5874660.0,1.55,1.72,5.94,,2971485.0,13250.0,13050.0,3017025.0,,,,,,,,,,,,,,,3.05,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,227.7
2016-03-17,25800.0,5903814.0,1.44,1.72,5.87,,2986231.5,13250.0,13050.0,3031997.5,,,,,,,,,,,,,,,3.02,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,228.83
2016-03-18,25800.0,5912586.0,1.66,1.72,5.9,,2990668.5,13250.0,13050.0,3036502.5,,,,,,,,,,,,,,,3.03,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,229.17
2016-03-21,25800.0,5907684.0,1.66,1.72,5.91,,2988189.0,13250.0,13050.0,3033985.0,,,,,,,,,,,,,,,3.03,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,228.98
2016-03-22,25800.0,5915424.0,1.51,1.72,5.91,,2992104.0,13250.0,13050.0,3037960.0,,,,,,,,,,,,,,,3.03,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,229.28
2016-03-23,25800.0,5911554.0,1.51,1.76,5.92,,2990146.5,13250.0,13050.0,3035972.5,,,,,,,,,,,,,,,3.04,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,229.13
2016-03-24,25800.0,5917230.0,1.44,1.76,5.91,,2993017.5,13250.0,13050.0,3038887.5,,,,,,,,,,,,,,,3.03,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,229.35
2016-03-25,25800.0,5917230.0,1.44,1.76,5.92,,2993017.5,13250.0,13050.0,3038887.5,,,,,,,,,,,,,,,3.04,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,
2016-03-28,25800.0,5917230.0,1.44,1.76,5.92,,2993017.5,13250.0,13050.0,3038887.5,,,,,,,,,,,,,,,3.04,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,
2016-03-29,25800.0,5939160.0,1.44,1.76,5.93,,3004110.0,13250.0,13050.0,3050150.0,,,,,,,,,,,,,,,3.05,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,230.2
2016-03-30,25800.0,5937870.0,1.45,1.76,5.95,,3003457.5,13250.0,13050.0,3049487.5,,,,,,,,,,,,,,,3.06,,100.0,100.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,1.9472,230.15
2016-03-31,4600.0,1058920.0,0.27,0.31,1.06,,506440.0,2400.0,2200.0,552480.0,,,,,,2.49,,10850.0,,,,,,10850.0,0.55,2.49,100.0,100.0,0.0,0.0,0.0,100.0,4.35,0.9168,95.65,1.9167,230.2
2016-04-01,4600.0,1060116.0,0.27,0.31,1.06,,507012.0,2400.0,2200.0,553104.0,,,,,,,,,,,,,,,0.55,,100.0,100.0,0.0,0.0,0.0,100.0,4.35,0.9168,95.65,1.9167,230.46
