,ALKKO FP Equity_DX_SI_QTY,ALKKO FP Equity_DX_SHORT_INTEREST_VALUE,ALKKO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKKO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKKO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKKO FP Equity_DX_SI_MV,ALKKO FP Equity_DX_DSS,ALKKO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKKO FP Equity_DX_SUPPLY_SI_QTY,ALKKO FP Equity_DX_BROKER_SI_QTY,ALKKO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKKO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKKO FP Equity_DX_BROKER_SI_MV_INC_x,ALKKO FP Equity_DX_BROKER_SI_QTY_ADD,ALKKO FP Equity_DX_SUPPLY_SI_MV_DEC,ALKKO FP Equity_DX_BROKER_SI_QTY_INC,ALKKO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKKO FP Equity_DX_BROKER_SI_MV_INC_y,ALKKO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKKO FP Equity_DX_BROKER_SI_MV_ADD,ALKKO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKKO FP Equity_DX_BROKER_SI_QTY_DEC,ALKKO FP Equity_DX_SUPPLY_SI_MV,ALKKO FP Equity_DX_BROKER_SI_MV_DEC,ALKKO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKKO FP Equity_DX_UTILIZATION_QUANTITY,ALKKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKKO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKKO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKKO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKKO FP Equity_DX_BROKER_SI_CON_RATIO,ALKKO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKKO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALKKO FP Equity_PX_LAST
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.966
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.958
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918
