,CHIP FP Equity_DX_SI_QTY,CHIP FP Equity_DX_SHORT_INTEREST_VALUE,CHIP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CHIP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CHIP FP Equity_DX_SI_MV,CHIP FP Equity_DX_DSS,CHIP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CHIP FP Equity_DX_SUPPLY_SI_QTY,CHIP FP Equity_DX_BROKER_SI_QTY,CHIP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CHIP FP Equity_DX_BROKER_SI_MV_NEW_x,CHIP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CHIP FP Equity_DX_SUPPLY_SI_QTY_INC_x,CHIP FP Equity_DX_BROKER_SI_MV_INC_x,CHIP FP Equity_DX_SUPPLY_SI_MV_NEW,CHIP FP Equity_DX_BROKER_SI_QTY_ADD,CHIP FP Equity_DX_BROKER_SI_QTY_NEW,CHIP FP Equity_DX_SUPPLY_SI_MV_DEC,CHIP FP Equity_DX_BROKER_SI_QTY_INC,CHIP FP Equity_DX_SUPPLY_SI_QTY_DEC,CHIP FP Equity_DX_BROKER_SI_MV_NEW_y,CHIP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CHIP FP Equity_DX_BROKER_SI_MV_INC_y,CHIP FP Equity_DX_SUPPLY_SI_QTY_INC_y,CHIP FP Equity_DX_BROKER_SI_MV_ADD,CHIP FP Equity_DX_SUPPLY_SI_QTY_ADD,CHIP FP Equity_DX_BROKER_SI_QTY_DEC,CHIP FP Equity_DX_SUPPLY_SI_MV,CHIP FP Equity_DX_BROKER_SI_MV_DEC,CHIP FP Equity_DX_SUPPLY_SI_MV_RMV,CHIP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CHIP FP Equity_DX_UTILIZATION_QUANTITY,CHIP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CHIP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CHIP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CHIP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CHIP FP Equity_DX_ACTIVE_UTILIZATION_MV,CHIP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CHIP FP Equity_DX_BROKER_SI_CON_RATIO,CHIP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CHIP FP Equity_DX_DEMAND_SUPPLY_RATIO,CHIP FP Equity_PX_LAST
2011-02-28,474500.0,3545360.84,9.98,8.67,3.64,,3545360.84,0.0,474500.0,0.0,,,,0.62,,,,,75000.0,,,,0.62,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.71,0.7491,85.29,4.745,7.735
2011-03-01,474500.0,3556819.67,9.87,8.67,3.66,,3556819.67,0.0,474500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.66,0.7499,85.34,4.745,7.76
2011-03-02,474500.0,3522443.19,9.83,8.67,3.68,,3522443.19,0.0,474500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.65,0.75,85.35,4.745,7.685
2011-03-03,500500.0,3771052.63,10.41,9.14,3.85,,3771052.63,56000.0,500500.0,421935.96,,,,0.19,,,,,26000.0,,,,0.19,,,56000.0,,0.43,,,100.0,56.0,0.0,0.0,,0.0,100.0,13.89,0.7607,86.11,5.005,7.8
2011-03-04,530500.0,4004776.46,11.1,9.69,4.14,,4004776.46,56000.0,530500.0,422747.37,,,,0.29,,,,,30000.0,,,,0.29,,,,,0.44,,,100.0,56.0,0.0,0.0,,0.0,100.0,13.1,0.7723,86.9,5.305,7.815
2011-03-07,538500.0,4007949.67,11.33,9.84,4.21,,4007949.67,56000.0,538500.0,416796.99,,,,,,8000.0,,,,,,,,,0.06,,,0.44,,,100.0,56.0,0.0,0.0,,0.0,100.0,12.92,0.7499,85.62,5.385,7.705
2011-03-08,538500.0,4078173.32,11.39,9.84,4.16,,4078173.32,56000.0,538500.0,424099.73,,,,,,,,,,,,,,,,,,0.43,,,100.0,56.0,0.0,0.0,,0.0,100.0,12.88,0.7498,85.62,5.385,7.84
2011-03-09,508500.0,3850977.03,10.69,9.29,3.99,,3850977.03,56000.0,508500.0,424099.73,,,,,,,,,,,,,,,,,30000.0,0.44,0.19,,100.0,56.0,0.0,0.0,,0.0,100.0,13.67,0.7372,84.75,5.085,7.84
2011-03-10,500500.0,3705784.41,10.72,8.49,3.9,,3705784.41,56000.0,500500.0,414633.22,,,,,,,,,,,,,,,,,8000.0,0.44,0.1,,100.0,56.0,0.0,0.0,,0.0,100.0,13.94,0.7335,84.49,5.005,7.665
2011-03-11,500500.0,3662272.26,11.72,8.49,3.89,,3662272.26,56000.0,500500.0,409764.73,,,,,,,,,,,,,,,,,,0.43,,,100.0,56.0,0.0,0.0,,0.0,100.0,13.72,0.7369,84.72,5.005,7.575
2011-03-14,272500.0,1962357.2,6.38,4.62,2.09,,1962357.2,0.0,272500.0,0.0,,,,,,,,0.43,,56000.0,,,,,,,228000.0,0.0,1.77,,0.0,0.0,0.0,0.0,,0.0,0.0,25.24,0.5815,71.9,2.725,7.455
2011-03-15,103500.0,722840.63,2.38,1.76,0.77,,722840.63,0.0,103500.0,0.0,,,,,,,,,,,,,,,,,169000.0,0.0,1.31,,0.0,0.0,0.0,0.0,,0.0,0.0,25.17,0.5222,67.32,1.035,7.23
2011-03-16,77500.0,545374.93,1.79,1.32,0.56,,545374.93,0.0,77500.0,0.0,,,,,,,,,,,,,,,,,26000.0,0.0,0.2,,0.0,0.0,0.0,0.0,,0.0,0.0,10.39,0.8137,89.61,0.775,7.285
2011-03-17,79800.0,560018.56,1.69,1.35,0.58,,560018.56,0.0,79800.0,0.0,,,,,,2300.0,,,,,,,,,0.02,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.7701,87.14,0.798,7.265
2011-03-18,79800.0,560789.4,1.73,1.35,0.58,,560789.4,0.0,79800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.03,0.7693,87.09,0.798,7.275
2011-03-21,77500.0,551738.26,1.66,1.32,0.56,,551738.26,31800.0,77500.0,226390.67,,,,,,,,,,,,,,,,31800.0,2300.0,0.23,0.02,,100.0,31.8,0.0,0.0,,0.0,100.0,10.44,0.813,89.56,0.775,7.37
2011-03-22,109300.0,775489.41,2.31,1.86,0.8,,775489.41,31800.0,109300.0,225622.72,,,,0.24,,,,,31800.0,,,,0.24,,,,,0.23,,,100.0,31.8,0.0,0.0,,0.0,100.0,7.32,0.8643,92.68,1.093,7.345
2011-03-23,117300.0,838481.8,2.47,1.99,0.86,,838481.8,31800.0,117300.0,227312.2,,,,0.06,,,,,8000.0,,,,0.06,,,,,0.23,,,100.0,31.8,0.0,0.0,,0.0,100.0,13.72,0.7632,86.28,1.173,7.4
2011-03-24,117300.0,849246.09,2.47,1.99,0.87,,849246.09,31800.0,117300.0,230230.4,,,,,,,,,,,,,,,,,,0.24,,,100.0,31.8,0.0,0.0,,0.0,100.0,13.79,0.7622,86.21,1.173,7.495
2011-03-25,117300.0,857744.22,2.58,1.99,0.88,,857744.22,31800.0,117300.0,232534.24,,,,,,,,,,,,,,,,,,0.24,,,100.0,31.8,0.0,0.0,,0.0,100.0,13.75,0.7628,86.25,1.173,7.57
2011-03-28,117300.0,847546.47,3.07,1.99,0.89,,847546.47,31800.0,117300.0,229769.63,,,,,,,,,,,,,,,,,,0.24,,,100.0,31.8,0.0,0.0,,0.0,100.0,13.5,0.7665,86.5,1.173,7.48
2011-03-29,67300.0,489849.0,1.8,1.14,0.51,,489849.0,31800.0,67300.0,231459.11,,,,,,,,,,,,,,,,,50000.0,0.24,0.38,,100.0,31.8,0.0,0.0,,0.0,100.0,23.91,0.6362,76.09,0.673,7.535
2011-03-30,67300.0,491799.3,1.83,1.14,0.51,,491799.3,31800.0,67300.0,232380.65,,,,,,,,,,,,,,,,,,0.24,,,100.0,31.8,0.0,0.0,,0.0,100.0,23.84,0.6369,76.16,0.673,7.565
2011-03-31,67300.0,490824.15,1.89,1.14,0.51,,490824.15,31800.0,67300.0,231919.88,,,,,,,,,,,,,,,,,,0.24,,,100.0,31.8,0.0,0.0,,0.0,100.0,23.77,0.6376,76.23,0.673,7.55
2011-04-01,67300.0,498950.38,2.09,1.14,0.51,,498950.38,31800.0,67300.0,235759.61,,,,,,,,,,,,,,,,,,0.24,,,100.0,31.8,0.0,0.0,,0.0,100.0,24.07,0.6344,75.93,0.673,7.675
2011-04-04,35500.0,262676.39,1.3,0.6,0.27,,262676.39,0.0,35500.0,0.0,,,,,,,,0.24,,31800.0,,,,,,,31800.0,0.0,0.24,,0.0,0.0,0.0,0.0,,0.0,0.0,45.01,0.505,54.99,0.355,7.66
2011-04-05,67500.0,500759.16,2.22,1.15,0.52,,382060.69,16000.0,51500.0,118698.47,,,,0.12,,,,,16000.0,,,,0.12,,,16000.0,,0.12,,,16.0,15.09,84000.0,623166.95,,0.64,16.0,37.8,0.5298,62.2,0.6368,7.68
2011-04-06,67500.0,507605.48,2.25,1.15,0.52,,387284.18,16000.0,51500.0,120321.3,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,631686.81,,0.65,16.0,37.55,0.531,62.45,0.6368,7.785
2011-04-07,67500.0,508909.54,2.23,1.15,0.53,,388279.13,16000.0,51500.0,120630.41,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,633309.64,,0.65,16.0,37.82,0.5297,62.18,0.6368,7.805
2011-04-08,67500.0,502389.23,2.13,1.15,0.53,,383304.38,16000.0,51500.0,119084.86,,,,,,,,,,,,,,,,,,0.13,,,16.0,15.09,84000.0,625195.49,,0.66,16.0,38.18,0.5279,61.82,0.6368,7.705
2011-04-11,67500.0,499129.08,2.22,1.15,0.52,,380817.0,16000.0,51500.0,118312.08,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,621138.42,,0.65,16.0,38.03,0.5286,61.97,0.6368,7.655
2011-04-12,67500.0,485762.47,2.11,1.15,0.51,,370618.77,16000.0,51500.0,115143.7,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,604504.4,,0.64,16.0,38.52,0.5264,61.48,0.6368,7.45
2011-04-13,67500.0,492282.77,2.12,1.15,0.51,,375593.52,16000.0,51500.0,116689.25,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,612618.55,,0.63,16.0,37.55,0.531,62.45,0.6368,7.55
2011-04-14,48000.0,350763.24,1.54,0.81,0.36,,233842.16,16000.0,32000.0,116921.08,,,,,,,,,,,,,,,,,19500.0,0.12,0.14,,16.0,15.09,84000.0,613835.68,,0.63,16.0,,1.0,100.0,0.4528,7.565
2011-04-15,48000.0,348444.91,1.48,0.81,0.36,,232296.61,16000.0,32000.0,116148.3,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,609778.6,,0.64,16.0,,1.0,100.0,0.4528,7.515
2011-04-18,60000.0,434686.77,1.92,1.02,0.45,,318770.3,16000.0,44000.0,115916.47,,,,0.09,,,,,12000.0,,,,0.09,,,,,0.12,,,16.0,15.09,84000.0,608561.48,,0.63,16.0,,1.0,100.0,0.566,7.5
2011-04-19,60000.0,432658.23,1.95,1.02,0.45,,317282.7,16000.0,44000.0,115375.53,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,605721.52,,0.63,16.0,,1.0,100.0,0.566,7.465
2011-04-20,60000.0,441931.55,1.82,1.02,0.46,,324083.14,16000.0,44000.0,117848.41,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,618704.17,,0.63,16.0,,1.0,100.0,0.566,7.625
2011-04-21,60000.0,447727.37,1.79,1.02,0.46,,328333.41,16000.0,44000.0,119393.97,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,626818.32,,0.64,16.0,,1.0,100.0,0.566,7.725
2011-04-22,60000.0,447727.37,1.75,1.02,0.46,,328333.41,16000.0,44000.0,119393.97,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,626818.32,,0.65,16.0,,1.0,100.0,0.566,
2011-04-25,60000.0,447727.37,1.75,1.02,0.46,,328333.41,16000.0,44000.0,119393.97,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,626818.32,,0.65,16.0,,1.0,100.0,0.566,
2011-04-26,60000.0,446568.21,1.75,1.02,0.46,,327483.35,16000.0,44000.0,119084.86,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,625195.49,,0.64,16.0,,1.0,100.0,0.566,7.705
2011-04-27,60000.0,449466.12,1.74,1.02,0.47,,329608.49,16000.0,44000.0,119857.63,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,629252.57,,0.65,16.0,,1.0,100.0,0.566,7.755
2011-04-28,60000.0,445409.04,1.79,1.02,0.46,,326633.3,16000.0,44000.0,118775.74,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,623572.66,,0.65,16.0,,1.0,100.0,0.566,7.685
2011-04-29,60000.0,446568.21,1.93,1.02,0.46,,327483.35,16000.0,44000.0,119084.86,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,625195.49,,0.64,16.0,,1.0,100.0,0.566,7.705
2011-05-02,60000.0,447147.79,2.39,1.02,0.46,,327908.38,16000.0,44000.0,119239.41,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,626006.91,,0.65,16.0,,1.0,100.0,0.566,7.715
2011-05-03,60000.0,438743.85,2.41,1.02,0.46,,321745.49,16000.0,44000.0,116998.36,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,614241.39,,0.65,16.0,,1.0,100.0,0.566,7.57
2011-05-04,60000.0,437584.68,2.48,1.02,0.45,,320895.43,16000.0,44000.0,116689.25,,,,,,,,,,,,,,,,,,0.12,,,16.0,15.09,84000.0,612618.55,,0.63,16.0,,1.0,100.0,0.566,7.55
2011-05-05,60000.0,448306.96,2.66,1.02,0.46,,328758.43,16000.0,44000.0,119548.52,,,,,,,,,,,,,,,,,,0.12,,,100.0,15.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.566,7.735
2011-05-06,60000.0,459898.6,2.7,1.02,0.47,,337258.98,16000.0,44000.0,122639.63,,,,,,,,,,,,,,,,,,0.12,,,100.0,15.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.566,7.935
2011-05-09,60000.0,462216.93,2.5,1.02,0.48,,338959.08,16000.0,44000.0,123257.85,,,,,,,,,,,,,,,,,,0.13,,,100.0,15.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.566,7.975
2011-05-10,60000.0,463086.31,2.49,1.02,0.48,,339596.62,16000.0,44000.0,123489.68,,,,,,,,,,,,,,,,,,0.13,,,100.0,15.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.566,7.99
2011-05-11,83600.0,642003.38,3.4,1.42,0.66,,519131.92,16000.0,67600.0,122871.46,,,,0.09,,11800.0,,,11800.0,,,,0.09,,0.09,,,0.13,,,100.0,15.09,0.0,0.0,,0.0,100.0,17.46,0.7118,82.54,0.7887,7.95
2011-05-12,71600.0,549849.78,2.9,1.22,0.57,,426978.32,16000.0,55600.0,122871.46,,,,,,,,,,,,,,,,,12000.0,0.13,0.09,,100.0,15.09,0.0,0.0,,0.0,100.0,21.22,0.6656,78.78,0.6755,7.95
2011-05-13,71600.0,549503.97,2.84,1.22,0.57,,426709.78,16000.0,55600.0,122794.18,,,,,,,,,,,,,,,,,,0.13,,,100.0,15.09,0.0,0.0,,0.0,100.0,21.22,0.6656,78.78,0.6755,7.945
2011-05-16,71600.0,545008.34,2.84,1.22,0.56,,423218.77,16000.0,55600.0,121789.57,,,,,,,,,,,,,,,,,,0.13,,,100.0,15.09,0.0,0.0,,0.0,100.0,21.22,0.6656,78.78,0.6755,7.88
2011-05-17,71600.0,538437.81,2.85,1.22,0.56,,418116.51,16000.0,55600.0,120321.3,,,,,,,,,,,,,,,,,,0.13,,,100.0,15.09,0.0,0.0,,0.0,100.0,21.22,0.6656,78.78,0.6755,7.785
2011-05-18,71600.0,543625.07,2.89,1.22,0.56,,422144.61,16000.0,55600.0,121480.46,,,,,,,,,,,,,,,,,,0.12,,,100.0,15.09,0.0,0.0,,0.0,100.0,21.22,0.6656,78.78,0.6755,7.86
2011-05-19,71600.0,539475.26,3.38,1.22,0.56,,418922.13,16000.0,55600.0,120553.13,,,,,,,,,,,,,,,,,,0.13,,,100.0,15.09,0.0,0.0,,0.0,100.0,21.22,0.6656,78.78,0.6755,7.8
2011-05-20,71600.0,536708.72,3.42,1.22,0.55,,416773.81,16000.0,55600.0,119934.91,,,,,,,,,,,,,,,,,,0.12,,,100.0,15.09,0.0,0.0,,0.0,100.0,21.22,0.6656,78.78,0.6755,7.76
2011-05-23,71600.0,532558.91,3.6,1.22,0.55,,413551.33,16000.0,55600.0,119007.58,,,,,,,,,,,,,,,,,,0.12,,,100.0,15.09,0.0,0.0,,0.0,100.0,21.22,0.6656,78.78,0.6755,7.7
2011-05-24,71600.0,534633.82,3.99,1.22,0.55,,415162.57,16000.0,55600.0,119471.24,,,,,,,,,,,,,,,,,,0.12,,,100.0,15.09,0.0,0.0,,0.0,100.0,21.22,0.6656,78.78,0.6755,7.73
2011-05-25,71600.0,534288.0,3.9,1.22,0.55,,414894.03,16000.0,55600.0,119393.97,,,,,,,,,,,,,,,,,,0.12,,,100.0,15.09,0.0,0.0,,0.0,100.0,21.22,0.6656,78.78,0.6755,7.725
2011-05-26,71600.0,536708.72,4.48,1.22,0.56,,416773.81,16000.0,55600.0,119934.91,,,,,,,,,,,,,,,,,,0.12,,,100.0,15.09,0.0,0.0,,0.0,100.0,21.22,0.6656,78.78,0.6755,7.76
2011-05-27,55600.0,415431.11,3.55,0.94,0.43,,415431.11,0.0,55600.0,0.0,,,,,,,,0.12,,16000.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.27,0.6651,78.73,0.5245,7.735
2011-05-30,55600.0,417042.35,3.56,0.94,0.43,,417042.35,0.0,55600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.22,0.6656,78.78,9.2667,7.765
2011-05-31,55600.0,422144.61,3.83,0.94,0.44,,422144.61,0.0,55600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.22,0.6656,78.78,9.2667,7.86
2011-06-01,39600.0,301811.72,2.71,0.67,0.31,,301811.72,0.0,39600.0,0.0,,,,,,,,,,,,,,,,,16000.0,0.0,0.13,,0.0,0.0,0.0,0.0,,0.0,0.0,29.8,0.5816,70.2,0.3736,7.89
2011-06-02,39600.0,300472.88,2.72,0.67,0.31,,300472.88,0.0,39600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.7,0.5824,70.3,0.3736,7.855
2011-06-03,39600.0,297221.43,3.23,0.67,0.31,,297221.43,0.0,39600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.79,0.5817,70.21,0.3736,7.77
2011-06-06,39600.0,295691.33,3.45,0.67,0.31,,295691.33,0.0,39600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.8,0.5816,70.2,0.3736,7.73
2011-06-07,39600.0,297221.43,3.68,0.67,0.31,,297221.43,0.0,39600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.8,0.5816,70.2,0.3736,7.77
2011-06-08,39600.0,295691.33,3.81,0.67,0.31,,295691.33,0.0,39600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.8,0.5816,70.2,0.3736,7.73
2011-06-09,39600.0,298369.0,3.5,0.67,0.31,,298369.0,0.0,39600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.8,0.5816,70.2,0.3736,7.8
2011-06-10,39750.0,293163.62,3.6,0.67,0.3,,293163.62,0.0,39750.0,0.0,,,,,,150.0,,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.68,0.5772,69.93,0.375,7.635
2011-06-13,39750.0,290667.8,3.52,0.67,0.3,,290667.8,0.0,39750.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.68,0.5771,69.93,0.375,7.57
2011-06-14,39750.0,293355.61,3.29,0.67,0.3,,293355.61,0.0,39750.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.68,0.5772,69.93,0.375,7.64
2011-06-15,39750.0,292971.64,3.04,0.67,0.3,,292971.64,0.0,39750.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.68,0.5772,69.93,0.375,7.63
2011-06-16,16150.0,118017.22,1.19,0.27,0.12,,118017.22,0.0,16150.0,0.0,,,,,,,,,,,,,,,,,23600.0,0.0,0.18,,0.0,0.0,0.0,0.0,,0.0,0.0,0.96,0.981,99.04,0.1524,7.565
2011-06-17,16150.0,117159.19,1.09,0.27,0.12,,117159.19,0.0,16150.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.97,0.9809,99.03,0.1524,7.51
2011-06-20,16150.0,115989.16,1.2,0.27,0.12,,115989.16,0.0,16150.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.98,0.9807,99.02,0.1524,7.435
2011-06-21,16150.0,117159.19,1.24,0.27,0.12,,117159.19,0.0,16150.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.97,0.9809,99.03,0.1524,7.51
2011-06-22,16150.0,116379.17,1.3,0.27,0.12,,116379.17,0.0,16150.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.97,0.9807,99.03,0.1524,7.46
2011-06-23,16000.0,114989.14,1.3,0.27,0.12,,114989.14,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,150.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1509,7.44
2011-06-24,16000.0,114525.47,1.32,0.27,0.12,,114525.47,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1509,7.41
2011-06-27,16000.0,113907.25,1.32,0.27,0.12,,113907.25,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1509,7.37
2011-06-28,16000.0,113598.14,1.31,0.27,0.12,,113598.14,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1509,7.35
2011-06-29,20884.0,149585.24,1.87,0.35,0.15,,149585.24,0.0,20884.0,0.0,,,,,,4884.0,,,,,,,,,0.04,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,23.25,0.6431,76.75,0.197,7.415
2011-06-30,20884.0,150795.64,1.75,0.35,0.16,,150795.64,0.0,20884.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,23.11,0.6446,76.89,0.197,7.475
2011-07-01,20884.0,152409.51,1.76,0.35,0.16,,152409.51,0.0,20884.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.92,0.6467,77.08,0.197,7.555
2011-07-04,20884.0,152510.37,1.76,0.35,0.16,,152510.37,0.0,20884.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.91,0.6468,77.09,0.197,7.56
2011-07-05,20884.0,152611.24,1.81,0.35,0.16,,152611.24,0.0,20884.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.9,0.6469,77.1,0.197,7.565
2011-07-06,20884.0,154023.37,1.87,0.35,0.16,,154023.37,0.0,20884.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.74,0.6487,77.26,0.197,7.635
2011-07-07,20884.0,154931.17,1.87,0.35,0.16,,154931.17,0.0,20884.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.63,0.6498,77.37,0.197,7.68
2011-07-08,20884.0,153317.31,1.76,0.35,0.16,,153317.31,0.0,20884.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.82,0.6478,77.18,0.197,7.6
2011-07-11,20884.0,154124.24,1.73,0.35,0.16,,154124.24,0.0,20884.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.82,0.6478,77.18,0.197,7.64
2011-07-12,16000.0,116689.25,1.25,0.27,0.12,,116689.25,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,4884.0,0.0,0.04,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1509,7.55
2011-07-13,16000.0,116766.53,1.29,0.27,0.12,,116766.53,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1509,7.555
2011-07-14,16000.0,116071.03,1.14,0.27,0.12,,116071.03,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1509,7.51
2011-07-15,16000.0,116611.97,1.16,0.27,0.12,,116611.97,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1509,7.545
2011-07-18,16000.0,115993.75,0.95,0.27,0.12,,115993.75,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1509,7.505
2011-07-19,16000.0,116302.86,0.9,0.27,0.12,,116302.86,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1509,7.525
2011-07-20,16000.0,119007.58,0.7,0.27,0.12,,119007.58,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.16,7.7
2011-07-21,16000.0,118930.3,0.68,0.27,0.12,,118930.3,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.16,7.695
2011-07-22,16000.0,119084.86,0.68,0.27,0.12,,119084.86,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.16,7.705
2011-07-25,16000.0,117925.69,0.69,0.27,0.12,,117925.69,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.16,7.63
