,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_y,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity
2006-09-04,15352018.0,209059724.39,6.29,16.22,3.68,261.04,1.0,132926068.64,9680384.0,9761246.0,131824911.3,,,,7.39,,,,5.13,420267.0,306042.0,,,7.39,,,,,164.8,,,,63.68,63.68,5522030.0,75197545.36,,94.94,63.45,20.27,0.134,23.29,1.0098
2006-09-05,15625906.0,212053587.48,6.41,16.42,3.75,268.17,1.0,136681817.13,9423042.0,10071875.0,127876736.3,,,19066.0,6.45,,,,4.86,343000.0,306408.0,,,6.45,19066.0,,30000.0,32370.0,162.44,0.0,,,62.8,62.8,5582780.0,75761912.75,,95.96,62.86,19.69,0.1306,22.62,1.0413
2006-09-06,16190397.0,214503984.53,6.64,17.16,3.88,276.77,1.0,133987973.16,9975403.0,10113185.0,132162521.45,,,338597.0,0.63,,,,0.04,49654.0,810.0,,,0.63,338597.0,,214573.0,8345.0,171.06,0.15,,,65.17,65.17,5331393.0,70634774.53,,90.64,65.37,19.16,0.1271,22.26,1.0577
2006-09-07,16993086.0,220737275.01,6.97,18.03,4.07,287.28,1.0,134188891.63,10525563.0,10330305.0,136725259.59,,,228490.0,2.85,,,,8.63,217120.0,491849.0,,,2.85,228490.0,,813519.0,,177.87,,,,67.92,67.92,4970503.0,64565982.17,,83.21,68.13,18.39,0.1221,21.87,1.0966
2006-09-08,21423162.0,276433586.61,8.78,23.0,5.14,359.29,2.0,190556838.36,10517113.0,14767851.0,135707477.14,,,20566.0,74.43,,,,0.58,4472546.0,29016.0,,,74.43,20566.0,,,35000.0,175.87,0.59,,,67.85,67.85,4983100.0,64299387.99,,82.44,68.09,14.47,0.1962,38.76,1.3821
2006-09-11,21598034.0,283097552.76,8.85,22.84,5.18,360.78,2.0,195193607.18,10516073.0,14891680.0,137840070.58,,,46045.0,2.58,,,,1.01,191428.0,55089.0,,,2.58,46045.0,,8004.0,67599.0,174.39,1.08,,,68.67,68.67,4796834.0,62874795.29,,80.33,68.46,14.1,0.1993,39.34,1.4104
2006-09-12,21280080.0,284775788.55,8.72,22.46,5.1,360.74,2.0,195864156.78,10357242.0,14636093.0,138603414.92,,,6291.0,2.43,,,,2.03,105874.0,165122.0,,,2.43,6291.0,,,361461.0,175.0,3.94,,,67.68,67.68,4946639.0,66197261.57,,83.52,67.69,13.85,0.1984,39.2,1.3905
2006-09-13,21637864.0,266296751.51,8.87,22.79,5.19,364.09,2.0,182881003.51,10476983.0,14859942.0,128940016.38,,,115708.0,3.11,,,,1.1,229166.0,56702.0,,,3.11,115708.0,,60736.0,5317.0,176.47,0.0,,,68.27,68.27,4869363.0,59927151.26,,78.1,69.32,13.75,0.2018,39.73,1.41
2006-09-14,21096210.0,261452015.09,8.65,19.69,5.06,343.51,2.0,178353920.83,10400809.0,14391137.0,128900521.55,,,59959.0,,,,,3.39,,156134.0,,,,59959.0,,20000.0,468805.0,166.93,12.61,,,67.77,67.77,4947338.0,61313927.45,,78.67,67.97,14.34,0.1965,38.83,1.3745
2006-09-15,21214542.0,264417126.79,8.7,19.13,5.09,347.43,2.0,179490444.94,10558979.0,14400760.0,131606654.01,,,236774.0,0.87,,,,1.34,9623.0,105261.0,,,0.87,236774.0,,26657.0,,170.72,,,,69.07,69.07,4727357.0,58921571.59,,75.14,69.44,14.18,0.1957,38.66,1.3878
2006-09-18,22991462.0,284038192.23,9.42,20.01,5.51,374.09,2.0,196105213.89,10865909.0,15873730.0,134238229.36,,,8152.0,23.57,,,,0.32,1491675.0,20000.0,,,23.57,8152.0,,318778.0,18706.0,175.01,0.39,,,70.93,70.93,4454190.0,55027386.93,,70.5,71.29,13.27,0.2202,42.26,1.5007
2006-09-19,20367472.0,257056503.43,8.35,17.62,4.88,332.93,1.0,177270573.37,10066917.0,14045758.0,127053886.92,,,78796.0,0.61,,,,13.77,39846.0,879992.0,,,0.61,78796.0,,2204.0,1867817.0,162.78,29.72,,,65.75,65.75,5242862.0,66169811.04,,84.2,65.91,15.2,0.1979,38.56,1.3303
2006-09-20,20796046.0,261159708.71,8.52,17.25,4.99,339.69,1.0,180920562.44,10163157.0,14406634.0,127630373.66,,,138054.0,6.58,,19000.0,,5.03,409114.0,309483.0,,,6.58,138054.0,0.31,267669.0,67238.0,163.82,1.07,,,67.31,67.31,4935088.0,61975538.26,,78.97,67.47,14.39,0.2024,39.34,1.3774
2006-09-21,20610888.0,258834468.16,8.45,16.72,4.94,335.3,1.0,180863008.47,10083030.0,14402051.0,126624127.38,,,3856.0,,,,,4.2,,253983.0,,,,3856.0,,170000.0,4583.0,161.52,0.63,,,67.57,67.57,4839329.0,60772983.09,,77.43,67.6,14.59,0.2049,39.68,1.3812
2006-09-22,21015404.0,263749491.2,8.61,16.73,5.04,342.35,2.0,182365719.0,10348678.0,14530793.0,129878947.7,,,105790.0,4.47,,,,0.18,278033.0,14532.0,,,4.47,105790.0,,174390.0,149291.0,166.16,2.19,,,67.72,67.72,4933015.0,61910786.79,,78.85,67.82,15.27,0.1987,38.5,1.3752
2006-09-25,22721460.0,284804320.8,9.31,17.9,5.45,370.49,2.0,203485891.33,10401536.0,16233941.0,130379051.16,,,53087.0,27.83,,,,0.0,1703148.0,230.0,,,27.83,53087.0,,,,167.34,,,,68.06,68.06,4882418.0,61199136.96,,78.02,68.2,14.18,0.23,43.23,1.4866
2006-09-26,21376884.0,267782820.18,8.76,16.62,5.13,348.35,2.0,185337883.66,10495876.0,14795372.0,131479184.5,,,78869.0,4.98,,,,0.08,312175.0,3554.0,,,4.98,78869.0,,19025.0,1750743.0,168.79,28.57,,,68.68,68.68,4786255.0,59956206.06,,76.45,68.83,16.31,0.1935,37.44,1.3988
2006-09-27,21350318.0,268790636.29,8.75,16.47,5.12,347.16,2.0,186456468.87,10437857.0,14810430.0,131407795.64,,,224335.0,0.0,,,,5.53,15058.0,339821.0,,,0.0,224335.0,,57468.0,,167.27,,,,67.83,67.83,4949807.0,62315782.51,,79.38,67.82,16.5,0.1963,37.85,1.3875
2006-09-28,21674924.0,271516291.89,8.88,16.77,5.2,352.8,2.0,190898456.6,10333112.0,15239268.0,129440281.03,,,6891.0,8.21,,,,1.86,500340.0,120710.0,,,8.21,6891.0,,9074.0,71502.0,165.76,0.92,,,67.35,67.35,5009698.0,62755220.02,,79.91,67.47,16.22,0.2035,39.09,1.4127
2006-09-29,21654168.0,270916366.57,8.88,16.34,5.19,351.97,2.0,190385368.6,10333703.0,15217378.0,129285469.2,,,1992.0,1.55,,,,0.04,99000.0,1402.0,,,1.55,1992.0,,,120890.0,165.41,2.16,,,67.37,67.37,5005887.0,62628899.78,,79.67,67.49,16.58,0.2005,38.53,1.4117
2006-10-02,23130982.0,288485102.77,9.48,16.95,5.55,374.95,2.0,208141508.85,10340139.0,16688964.0,128960199.88,,,10472.0,23.48,,,,0.11,1471586.0,4035.0,,,23.48,10472.0,,,,165.05,,,,67.46,67.46,4987391.0,62201769.26,,79.28,67.55,15.54,0.227,42.61,1.5091
2006-10-03,23151618.0,283109357.92,9.49,16.82,5.55,374.2,2.0,204256255.57,10347002.0,16703308.0,126528223.32,,,7146.0,0.03,,61023.0,,0.01,2000.0,283.0,,,0.03,7146.0,1.02,,48679.0,164.66,1.21,,,67.52,67.52,4976776.0,60858461.72,,78.2,67.8,15.58,0.2266,42.57,1.5108
2006-10-04,21914314.0,268667004.49,8.98,14.89,5.25,350.15,2.0,188554505.8,10335789.0,15379792.0,126715601.03,,,108204.0,1.62,,,,2.36,102000.0,119417.0,,,1.62,108204.0,,,1425516.0,161.82,24.58,,,67.51,67.51,4974462.0,60986340.0,,77.62,67.58,16.71,0.2045,39.1,1.4313
2006-10-05,21634780.0,260315520.07,8.87,14.19,5.19,344.79,2.0,182472891.98,10291983.0,15165292.0,123835921.01,,,79744.0,,,,,2.26,,144431.0,,,,79744.0,,20881.0,214500.0,160.7,3.74,,,67.52,67.52,4950700.0,59568160.4,,76.32,67.8,16.91,0.2029,38.84,1.4194
2006-10-06,21890674.0,260301811.05,8.97,14.04,5.25,346.75,2.0,183860859.76,10249263.0,15462198.0,121873895.75,,,13161.0,4.24,,80115.0,,0.95,319031.0,55881.0,,,4.24,13161.0,1.33,,102240.0,158.64,1.92,,,66.98,66.98,5052898.0,60083965.46,,77.38,67.21,16.86,0.2101,39.9,1.4306
2006-10-09,22775940.0,269934677.8,9.34,15.0,5.46,357.89,2.0,193791564.98,10245419.0,16351308.0,121426113.55,,,9969.0,13.24,,,,0.29,913909.0,13813.0,,,13.24,9969.0,,,24799.0,156.89,0.55,,,66.97,66.97,5052445.0,59880299.7,,76.88,67.11,16.13,0.2273,42.51,1.4888
2006-10-10,19966746.0,244790041.67,8.18,12.86,4.79,316.31,1.0,166148018.3,10226929.0,13552166.0,125380989.77,,,2557.0,,,,,0.12,,21047.0,,,,2557.0,,,1913596.0,157.62,29.19,,13.44,67.01,67.01,5035793.0,61738251.11,,78.49,66.76,17.5,0.2118,39.5,1.3082
2006-10-11,20207338.0,244726193.58,8.28,13.1,4.85,321.78,1.0,168616700.02,9717548.0,13922885.0,117686878.55,13.07,,162956.0,4.94,,,851412.0,9.93,254847.0,673233.0,13.07,,4.94,162956.0,,895.0,735541.0,152.16,11.91,,,63.71,63.71,5536153.0,67047012.86,,85.66,63.98,17.51,0.2138,40.15,1.3247
2006-10-12,19684800.0,243959963.74,8.07,12.95,4.72,313.97,1.0,167407139.52,9481850.0,13507856.0,117511571.48,,,57794.0,0.37,,,,4.67,22784.0,294723.0,,,0.37,57794.0,,1230.0,437813.0,148.0,6.36,,,63.08,63.08,5549971.0,68782549.17,,86.93,63.0,17.5,0.2175,40.71,1.3095
2006-10-13,19625760.0,241687868.0,8.04,12.51,4.71,315.51,1.0,166872403.37,9362574.0,13550526.0,115298492.85,,,121234.0,3.69,,,,4.89,158413.0,338768.0,,,3.69,121234.0,,98259.0,115743.0,148.04,1.88,,,64.51,64.51,5150835.0,63431649.5,,80.59,64.75,16.88,0.222,41.46,1.3523
2006-10-16,21746514.0,268487329.29,8.91,13.97,5.21,349.09,2.0,193664620.11,9360672.0,15686142.0,115568951.68,,,62239.0,34.19,,,,1.04,2137526.0,64142.0,,,34.19,62239.0,,,1910.0,147.49,0.05,,,63.84,63.84,5302249.0,65462752.94,,83.04,63.98,15.6,0.2462,45.06,1.4831
2006-10-17,21662030.0,271354772.02,8.88,13.94,5.19,349.02,2.0,197639562.72,9184666.0,15777405.0,115053988.41,,,20103.0,2.81,,,,3.3,176467.0,214182.0,,,2.81,20103.0,,18073.0,85204.0,145.41,0.88,,,63.19,63.19,5351074.0,67031550.84,,84.72,63.19,15.54,0.2444,44.88,1.4903
2006-10-18,22023616.0,291614511.78,9.03,13.52,5.28,360.8,2.0,212202592.25,9255903.0,16026186.0,122557332.75,,,247250.0,4.85,,,,2.35,293510.0,176908.0,,,4.85,247250.0,,895.0,44729.0,149.69,0.0,,,64.08,64.08,5189345.0,68712072.92,,86.82,63.29,15.99,0.2363,43.67,1.5246
2006-10-19,21697976.0,282704509.43,8.89,12.22,5.2,361.64,2.0,210958590.96,8772229.0,16191374.0,114294010.47,,,24868.0,6.03,,,,7.48,195620.0,508542.0,,,6.03,24868.0,,,30432.0,145.21,0.0,,,60.54,60.54,5717194.0,74489736.97,,95.17,60.41,16.19,0.2469,44.86,1.4975
2006-10-20,22000432.0,290789499.08,9.02,12.17,5.28,366.97,2.0,218269039.81,8748621.0,16513709.0,115634416.55,,,4582.0,7.7,,,,0.46,471402.0,28190.0,,,7.7,4582.0,,,149067.0,144.71,2.45,,,59.52,59.52,5950923.0,78655997.22,,99.7,59.21,16.59,0.2369,43.46,1.4967
2006-10-23,20714526.0,272980182.4,8.49,11.41,4.97,347.56,1.0,200196597.4,8917007.0,15191497.0,117510108.48,,,136473.0,5.46,,,,0.1,294094.0,14668.0,,,5.46,136473.0,,46581.0,1616306.0,148.63,26.15,,,61.71,61.71,5533254.0,72918332.1,,92.78,61.57,17.88,0.202,38.08,1.4335
2006-10-24,20646480.0,271759356.75,8.46,11.36,4.95,345.46,1.0,199718358.01,9267268.0,15173281.0,121980443.66,,,162510.0,0.0,,45000.0,,0.91,6000.0,52049.0,,,0.0,162510.0,0.76,239800.0,69217.0,153.94,1.57,,,64.12,64.12,5185490.0,68254028.14,,86.76,63.96,17.96,0.203,38.2,1.4285
2006-10-25,21408054.0,282119633.62,8.78,11.81,5.13,359.0,2.0,209065684.65,9720889.0,15864509.0,128103826.86,,3700.0,960501.0,12.17,0.06,,,8.77,741000.0,527477.0,,3700.0,12.17,960501.0,,16898.0,49772.0,162.86,0.39,,,66.72,66.72,4847759.0,63884741.37,,81.41,66.67,17.1,0.1895,36.4,1.4695
2006-10-26,21502082.0,301247989.85,8.81,12.76,5.16,364.97,2.0,223106700.05,9851992.0,15924616.0,138028158.67,,,14052.0,3.11,,,,3.48,144151.0,228847.0,,,3.11,14052.0,,349598.0,84044.0,167.25,0.0,0.06,,68.31,68.31,4571041.0,64041096.71,3700.0,80.04,67.63,16.9,0.185,35.81,1.4908
2006-10-27,22174364.0,315365941.52,9.09,12.75,5.32,387.07,2.0,228677883.8,10520665.0,16079056.0,149625911.4,,,329915.0,8.41,,,,0.07,160305.0,57290.0,,,8.41,329915.0,,396048.0,5865.0,187.13,0.02,,,72.55,72.55,3980172.0,56606389.71,,71.02,72.49,16.04,0.1824,35.65,1.5292
2006-10-30,24311696.0,336794809.49,9.97,13.83,5.83,426.53,2.0,251152548.17,10725461.0,18129568.0,148581966.24,,,278960.0,37.35,,,,1.15,2076484.0,74164.0,,,37.35,278960.0,,,25971.0,192.32,0.41,,,73.87,73.87,3794047.0,52559695.41,,66.89,74.2,14.64,0.2187,41.65,1.6744
2006-10-31,21288660.0,296252814.51,8.73,12.0,5.1,373.15,2.0,210220382.98,10717817.0,15106389.0,149149051.73,,,6952.0,1.12,,,,1.17,105000.0,64595.0,,,1.12,6952.0,,50000.0,3128180.0,188.86,52.83,,,73.38,73.38,3888706.0,54115200.17,,68.18,73.47,12.16,0.186,37.32,1.4575
2006-11-01,23339852.0,324247613.0,9.57,13.33,5.6,411.75,2.0,237244174.93,10820147.0,17077208.0,150318298.38,,5890.0,131854.0,36.88,0.1,,,0.87,2004320.0,52839.0,,5890.0,36.88,131854.0,,17424.0,33500.0,191.74,0.59,,,73.64,73.64,3872795.0,53802592.0,,68.51,73.67,11.67,0.215,41.74,1.5885
2006-11-02,23574812.0,323996118.71,9.66,13.63,5.65,414.42,2.0,237055619.38,10883483.0,17248792.0,149575158.86,,,8103.0,2.15,,16751.0,,0.37,154833.0,20045.0,,,2.15,8103.0,0.3,93168.0,,191.93,,0.31,,74.51,74.51,3722288.0,51156584.61,17890.0,65.53,74.55,12.21,0.2126,41.38,1.6141
2006-11-03,21948970.0,298895273.5,9.0,12.77,5.26,384.1,2.0,213969190.49,10974056.0,15712538.0,149441794.74,,,144675.0,4.49,,,,1.18,256969.0,56302.0,,,4.49,144675.0,,2200.0,1793223.0,192.04,32.22,,,74.58,74.58,3740712.0,50940027.54,,65.37,74.61,13.91,0.1793,35.91,1.4916
2006-11-06,22307084.0,309024516.68,9.14,13.15,5.35,389.02,2.0,222626341.6,11028776.0,16070390.0,152783849.88,,,65284.0,5.49,,,,0.26,374603.0,10565.0,,,5.49,65284.0,,,16751.0,192.03,0.3,,,74.41,74.41,3793240.0,52548515.87,,66.94,74.15,14.01,0.1806,36.05,1.505
2006-11-07,23211156.0,321184446.49,9.51,13.79,5.57,408.23,2.0,232865973.18,11224510.0,16828612.0,155319193.56,,,43547.0,13.77,,,,0.71,759046.0,57901.0,,,13.77,43547.0,,210089.0,824.0,197.72,0.0,,,76.11,76.11,3522525.0,48742951.12,,62.19,76.07,16.55,0.1766,34.57,1.574
2006-11-08,23055024.0,319204924.61,9.45,13.7,5.53,406.44,2.0,228018785.05,11171288.0,16468977.0,154670415.6,,136790.0,65878.0,0.57,2.44,,,5.2,20300.0,301190.0,,136790.0,0.57,65878.0,,45300.0,379935.0,197.2,6.3,,,74.93,74.93,3737198.0,51742822.12,,65.93,74.94,16.65,0.1775,34.76,1.5464
2006-11-09,23220858.0,327879941.92,9.52,14.11,5.57,409.7,2.0,235598449.75,11116416.0,16685370.0,156964477.04,,,5994.0,4.27,,48695.0,,0.89,245916.0,54976.0,,,4.27,5994.0,0.86,,78218.0,196.38,1.32,0.1,,74.48,74.48,3808252.0,53772752.26,5890.0,68.22,74.22,16.19,0.1803,35.46,1.5559
2006-11-10,23387038.0,324352458.63,9.59,14.48,5.61,416.4,2.0,234912735.94,10826910.0,16938096.0,150157316.97,,,5850.0,5.15,,,,4.82,261602.0,295357.0,,,5.15,5850.0,,,8876.0,193.96,0.0,,,72.63,72.63,4080840.0,56596756.17,,72.4,72.82,16.29,0.1794,35.19,1.5688
2006-11-13,24821756.0,346783102.67,10.17,15.66,5.95,439.92,2.0,256735183.13,10821846.0,18376380.0,151191290.92,,,8311.0,25.16,,,,0.29,1462673.0,13375.0,,,25.16,8311.0,,,24388.0,192.27,0.67,,,72.58,72.58,4089041.0,57127719.93,,72.19,72.7,15.67,0.2016,38.94,1.6647
2006-11-14,18939820.0,261633853.93,7.76,11.95,4.54,335.55,1.0,172880328.51,10999875.0,12514903.0,151951797.27,,264240.0,111784.0,5.04,4.7,,,0.61,272442.0,41095.0,,264240.0,5.04,111784.0,,107340.0,6133920.0,195.35,108.73,4.74,,74.28,74.28,3809781.0,52628149.88,264240.0,67.3,74.38,17.32,0.123,21.54,1.2789
2006-11-15,19695454.0,273618013.8,8.07,13.14,4.72,347.39,1.0,167735048.44,10988585.0,12073832.0,152658314.05,,5890.0,110478.0,,0.1,,,1.98,,103658.0,,5890.0,,110478.0,,,441070.0,193.42,8.38,0.43,,74.58,74.58,3746181.0,52043613.95,24000.0,66.3,74.47,20.61,0.1295,21.13,1.3367
2006-11-16,19691090.0,274639252.54,8.07,13.57,4.72,349.23,1.0,168828600.59,11032997.0,12104676.0,153881478.85,,,870.0,1.72,,1200.0,,0.43,80000.0,36458.0,,,1.72,870.0,0.02,80000.0,50357.0,195.62,0.4,,,74.94,74.94,3689367.0,51457029.31,,65.42,74.94,20.5,0.1294,21.09,1.3375
2006-11-17,19573866.0,266551734.85,8.02,13.91,4.69,346.07,1.0,164969935.41,10906303.0,12114344.0,148519152.29,,,8049.0,0.03,,,,2.34,9669.0,134743.0,,,0.03,8049.0,,,,192.75,,,,74.14,74.14,3803371.0,51793301.25,,66.71,74.29,20.7,0.1298,21.01,1.3307
2006-11-20,19460128.0,264850141.4,7.98,13.87,4.67,340.38,1.0,162301031.72,10909305.0,11925230.0,148474407.36,,,35822.0,0.22,,,,0.71,43762.0,32820.0,,,0.22,35822.0,,,232876.0,189.74,5.19,,,74.17,74.17,3798347.0,51695073.13,,66.23,74.13,20.24,0.1297,21.28,1.3231
2006-11-21,19246098.0,260879800.63,7.89,13.84,4.62,335.56,1.0,161038331.72,10690713.0,11880412.0,144912027.16,,30200.0,31209.0,0.45,0.52,,,4.88,34724.0,280000.0,,30200.0,0.45,31209.0,,,79542.0,185.08,1.59,,,72.28,72.28,4099269.0,55565366.0,,71.23,72.21,20.48,0.1301,21.58,1.3013
2006-11-22,19105300.0,251623524.67,7.83,14.08,4.58,330.9,1.0,155583079.46,10537760.0,11813130.0,138786007.72,,,27691.0,0.03,,,,4.56,19100.0,247245.0,,,0.03,27691.0,,66600.0,86382.0,181.31,1.88,,,71.52,71.49,4196468.0,55268960.41,,71.29,71.78,20.41,0.1309,21.85,1.2962
2006-11-23,18975430.0,250062026.16,7.78,13.72,4.55,325.19,1.0,153768306.96,10538126.0,11668384.0,138873540.12,,,24935.0,0.27,,,,1.44,49469.0,78607.0,,,0.27,24935.0,,54038.0,194215.0,177.56,3.7,,,71.89,71.86,4121307.0,54311411.06,,69.17,71.97,20.87,0.1324,22.06,1.2939
2006-11-24,19428426.0,253744339.56,7.96,14.64,4.66,330.26,1.0,160897314.54,11330571.0,12319414.0,147982562.01,,1192119.0,165738.0,10.1,19.83,,,1.5,666172.0,88780.0,,1192119.0,10.1,165738.0,,71100.0,15142.0,189.31,0.26,9.36,,72.32,72.31,4336075.0,56631169.56,547732.0,72.1,72.42,21.66,0.1382,23.06,1.24
2006-11-27,20677172.0,261938957.21,8.48,15.42,4.96,331.92,1.0,167771944.33,11539938.0,13243732.0,146188237.25,,,402636.0,6.26,,,,3.4,1051318.0,182269.0,,,6.26,402636.0,,,127000.0,184.47,2.4,0.18,,73.19,73.19,4227867.0,53558730.04,11000.0,68.33,72.97,21.5,0.1427,24.42,1.3114
2006-11-28,20286562.0,257946055.24,8.32,15.03,4.86,337.63,1.0,168714590.62,10782346.0,13268817.0,137098815.31,,,91193.0,9.36,,,,8.73,623705.0,871650.0,,,9.36,91193.0,,22865.0,598619.0,174.78,0.0,,,71.34,71.33,4332248.0,55085049.99,,69.64,71.51,20.95,0.1473,25.95,1.3421
2006-11-29,20277618.0,269132390.18,8.31,15.55,4.86,338.94,1.0,178000625.17,10546482.0,13411350.0,139976988.85,,,59981.0,6.92,,,,5.72,419212.0,385994.0,,,6.92,59981.0,,90149.0,276679.0,173.42,4.98,,,70.94,70.94,4319637.0,57331893.25,,71.05,70.94,20.98,0.1518,27.12,1.364
2006-11-30,18205192.0,231909856.33,7.46,15.23,4.37,301.26,1.0,137239671.83,9784841.0,10773473.0,124645819.2,,,413141.0,3.31,,100000.0,,26.27,136902.0,1606701.0,,,3.31,413141.0,1.62,431919.0,35200.0,156.76,0.54,,47.36,66.32,66.32,4968199.0,63288226.58,,82.38,65.55,11.68,0.1516,31.12,1.234
2006-12-01,25713800.0,320293858.91,10.54,21.15,6.17,391.78,2.0,248131143.54,9805670.0,19920440.0,122140480.35,122.52,,134611.0,0.01,,,9166866.0,2.02,77000.0,115452.0,122.52,,0.01,134611.0,,1671.0,96900.0,152.25,1.6,,1.62,68.65,68.65,4478269.0,55781800.41,,71.35,68.09,23.4,0.19,33.37,1.8002
2006-12-04,25978616.0,336642161.94,10.65,21.2,6.23,397.33,2.0,257804894.01,10428073.0,19894758.0,135131488.13,2.43,,16403.0,4.62,,,150000.0,10.13,294765.0,650000.0,2.43,,4.62,16403.0,,1256000.0,320446.0,161.96,3.61,,,71.68,71.68,4119705.0,53384922.34,,66.09,71.02,23.31,0.1823,32.15,1.7857
2006-12-05,26126052.0,333016103.73,10.71,20.92,6.26,405.31,2.0,249807850.53,10923584.0,19598130.0,139237623.14,,,145778.0,5.87,,,,1.84,308861.0,136886.0,,,5.87,145778.0,,486619.0,605489.0,173.98,7.4,,,76.83,76.83,3295093.0,42000951.09,,53.36,76.53,23.02,0.1777,31.43,1.8374
2006-12-06,26013316.0,333825030.29,10.66,20.56,6.24,401.59,2.0,249552513.51,10944927.0,19446380.0,140454626.67,,,9004.0,,,,,0.71,,43885.0,,,,9004.0,,56224.0,151749.0,172.8,3.19,,,77.37,77.36,3200562.0,41072337.97,,51.76,76.95,23.28,0.1778,31.27,1.8387
2006-12-07,25937714.0,342015983.44,10.63,20.62,6.22,402.25,2.0,257991574.43,10755756.0,19565494.0,141825932.15,,,141002.0,2.42,,,,6.1,119113.0,380173.0,,,2.42,141002.0,,50000.0,,171.34,,,,76.03,76.03,3390525.0,44707630.84,,55.93,75.39,23.2,0.1788,31.43,1.8335
2006-12-08,25949400.0,341966402.95,10.64,22.2,6.22,408.73,2.0,256057290.46,11003612.0,19430368.0,145007808.08,,,13979.0,,,,,0.0,,32242.0,,,,13979.0,,266119.0,135126.0,178.92,0.0,,,78.03,78.03,3098672.0,40834921.72,,51.14,77.77,22.86,0.1753,30.98,1.8401
2006-12-11,26211074.0,345209068.96,10.74,23.28,6.29,412.66,2.0,259436045.73,11097580.0,19698490.0,146159034.14,,,108270.0,4.2,,,,0.61,268123.0,44302.0,,,4.2,108270.0,,30000.0,,180.62,,,,78.65,78.65,3012057.0,39669850.71,,50.19,78.25,22.65,0.1754,31.16,1.8577
2006-12-12,24462930.0,325641498.06,10.03,21.02,5.87,414.75,2.0,243062821.6,10739789.0,18259432.0,142964108.5,,,,1.57,,,,0.0,102541.0,357791.0,,,1.57,,,,1541601.0,180.74,0.0,,,78.02,78.02,3026152.0,40283018.86,,51.15,77.94,22.53,0.1748,31.1,1.7771
2006-12-13,25144572.0,314782339.3,10.31,21.11,6.03,425.54,2.0,236430285.56,11001199.0,18885870.0,137722891.3,,,189824.0,11.16,,,,0.04,626439.0,2195.0,,,11.16,189824.0,,73781.0,,184.32,,,,79.52,79.52,2832592.0,35460931.13,,46.76,79.76,22.78,0.1729,30.41,1.8176
2006-12-14,21502336.0,269185557.29,8.81,15.16,5.16,356.79,2.0,190437067.6,11375645.0,15211967.0,142410542.69,,,317233.0,0.0,,60000.0,,8.99,14064.0,409107.0,,,0.0,317233.0,0.96,466320.0,3747967.0,182.91,65.12,,,81.34,81.34,2608872.0,32660203.21,,41.88,81.37,17.75,0.1437,27.03,1.5376
2006-12-15,24834452.0,312849194.73,10.18,16.94,5.96,410.29,2.0,238137621.62,10336105.0,18903732.0,130207911.41,,,314108.0,61.58,,,,23.65,3751766.0,1477948.0,,,61.58,314108.0,,124300.0,60000.0,166.61,2.39,,,74.03,74.03,3625835.0,45676045.52,,58.31,74.07,23.59,0.1769,30.63,1.7787
2006-12-18,24779108.0,318764570.8,10.16,15.97,5.94,410.6,2.0,244572546.45,10152470.0,19011804.0,130603883.81,,,49981.0,3.28,,,,4.22,183500.0,268616.0,,,3.28,49981.0,,35000.0,75429.0,164.55,0.79,,,73.61,73.6,3640639.0,46834080.08,,59.17,73.55,23.77,0.1771,30.48,1.7963
2006-12-19,23815404.0,304124165.04,9.76,15.13,5.71,396.57,2.0,229393358.63,10280145.0,17963372.0,131278080.13,,,120256.0,3.07,,,,0.83,174021.0,56920.0,,,3.07,120256.0,,64339.0,1222451.0,168.01,19.66,,,74.34,74.34,3548853.0,45319069.77,,58.22,74.27,24.5,0.1631,26.76,1.7221
2006-12-20,25530550.0,336246328.38,10.46,16.01,6.12,426.39,2.0,258463836.69,10355992.0,19624672.0,136392059.19,,,89650.0,32.5,,,,1.14,1921718.0,76613.0,,,32.5,89650.0,,62810.0,260419.0,170.71,5.14,,,74.47,74.44,3549787.0,46751944.05,,58.87,74.36,22.66,0.1851,32.66,1.8352
2006-12-21,23626190.0,320622583.29,9.68,14.47,5.67,401.65,2.0,240380105.71,10480974.0,17713244.0,142233553.49,,,154769.0,5.31,,,,0.01,257000.0,30234.0,,,5.31,154769.0,,447.0,2168428.0,177.58,34.26,,,75.55,75.54,3391454.0,46024210.53,,57.89,75.41,24.37,0.1607,25.87,1.7028
