,BTC FP Equity_DX_SI_QTY,BTC FP Equity_DX_SHORT_INTEREST_VALUE,BTC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BTC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BTC FP Equity_DX_SI_MV,BTC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BTC FP Equity_DX_SUPPLY_SI_QTY,BTC FP Equity_DX_BROKER_SI_QTY,BTC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BTC FP Equity_DX_BROKER_SI_MV_NEW_x,BTC FP Equity_DX_SUPPLY_SI_QTY_INC_x,BTC FP Equity_DX_BROKER_SI_MV_INC_x,BTC FP Equity_DX_BROKER_SI_QTY_ADD,BTC FP Equity_DX_BROKER_SI_QTY_NEW,BTC FP Equity_DX_SUPPLY_SI_MV_DEC,BTC FP Equity_DX_BROKER_SI_QTY_INC,BTC FP Equity_DX_SUPPLY_SI_QTY_DEC,BTC FP Equity_DX_BROKER_SI_MV_NEW_y,BTC FP Equity_DX_BROKER_SI_MV_INC_y,BTC FP Equity_DX_SUPPLY_SI_QTY_INC_y,BTC FP Equity_DX_BROKER_SI_MV_ADD,BTC FP Equity_DX_SUPPLY_SI_QTY_ADD,BTC FP Equity_DX_BROKER_SI_QTY_DEC,BTC FP Equity_DX_SUPPLY_SI_MV,BTC FP Equity_DX_BROKER_SI_MV_DEC,BTC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BTC FP Equity_DX_UTILIZATION_QUANTITY,BTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BTC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BTC FP Equity_DX_ACTIVE_UTILIZATION_MV,BTC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BTC FP Equity_DX_BROKER_SI_CON_RATIO,BTC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BTC FP Equity_DX_DEMAND_SUPPLY_RATIO,BTC FP Equity_PX_LAST
2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14611.0,188291.96,0.19,0.0,,0.0,,0.0,12.89
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,15388.0,202429.14,0.19,0.0,,0.0,,0.0,13.16
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,187589.81,0.18,0.0,,0.0,,0.0,12.52
2024-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,170713.32,0.19,0.0,,0.0,,0.0,11.39
2024-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,15188.0,158972.8,0.19,0.0,,0.0,,0.0,10.47
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,158677.96,0.19,0.0,,0.0,,0.0,10.59
2024-08-07,20600.0,218154.0,2.76,4.21,0.22,109077.0,10300.0,10300.0,109077.0,,,,10300.0,,,,,,,,0.11,10300.0,,0.11,,100.0,68.72,0.0,0.0,0.0,100.0,,1.0,100.0,1.3744,10.59
2024-08-08,20600.0,224210.4,2.73,4.21,0.22,112105.2,10300.0,10300.0,112105.2,,,,,,,,,,,,,,,0.11,,100.0,64.83,0.0,0.0,0.0,100.0,,1.0,100.0,1.2966,10.88
2024-08-09,20600.0,223180.4,2.75,4.21,0.22,111590.2,10300.0,10300.0,111590.2,,,,,,,,,,,,,,,0.11,,100.0,64.83,0.0,0.0,0.0,100.0,,1.0,100.0,1.2966,10.83
2024-08-12,20600.0,218957.4,2.71,4.21,0.22,109478.7,10300.0,10300.0,109478.7,,,,,,,,,,,,,,,0.11,,100.0,66.94,0.0,0.0,0.0,100.0,,1.0,100.0,1.3387,10.63
2024-08-13,20600.0,216361.8,2.78,4.21,0.22,108180.9,10300.0,10300.0,108180.9,,,,,,,,,,,,,,,0.11,,100.0,66.94,0.0,0.0,0.0,100.0,,1.0,100.0,1.3387,10.5
2024-08-14,20600.0,214363.6,2.76,4.21,0.22,107181.8,10300.0,10300.0,107181.8,,,,,,,,,,,,,,,0.11,,100.0,66.94,0.0,0.0,0.0,100.0,,1.0,100.0,1.3387,10.41
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.11,,10300.0,,,,,,10300.0,0.0,0.11,0.0,0.0,16388.0,177301.77,0.16,0.0,,0.0,,0.0,10.82
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16388.0,174171.66,0.17,0.0,,0.0,,0.0,10.63
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16388.0,181120.18,0.17,0.0,,0.0,,0.0,11.05
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,166471.72,0.15,0.0,,0.0,,0.0,11.11
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,169379.39,0.15,0.0,,0.0,,0.0,11.3
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,170098.81,0.15,0.0,,0.0,,0.0,11.35
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,171282.86,0.15,0.0,,0.0,,0.0,11.43
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,175959.12,0.15,0.0,,0.0,,0.0,11.74
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,167790.66,0.15,0.0,,0.0,,0.0,11.2
2024-08-28,17200.0,184040.0,2.89,3.51,0.19,92020.0,8600.0,8600.0,92020.0,,,,8600.0,,,,,,,,0.1,8600.0,,0.1,,100.0,57.38,0.0,0.0,0.0,100.0,,1.0,100.0,1.1476,10.7
2024-08-29,17200.0,193551.6,2.89,3.19,0.18,96775.8,8600.0,8600.0,96775.8,,,,,,,,,,,,,,,0.09,,100.0,57.38,0.0,0.0,0.0,100.0,,1.0,100.0,1.1476,11.25
2024-08-30,8600.0,90764.4,1.45,1.59,0.1,0.0,8600.0,0.0,90764.4,,,,,,,,,,,,,,8600.0,0.1,0.09,100.0,57.38,0.0,0.0,0.0,100.0,,0.0,,0.5738,10.55
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,8600.0,,,,,,,0.0,,0.0,0.0,14988.0,157688.75,0.15,0.0,,0.0,,0.0,10.52
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,150629.4,0.15,0.0,,0.0,,0.0,10.05
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,148081.44,0.15,0.0,,0.0,,0.0,9.88
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,147631.8,0.15,0.0,,0.0,,0.0,9.85
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,15088.0,143336.0,0.15,0.0,,0.0,,0.0,9.5
2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,15088.0,152056.86,0.15,0.0,,0.0,,0.0,10.08
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,15088.0,154486.03,0.15,0.0,,0.0,,0.0,10.24
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,154451.34,0.15,0.0,,0.0,,0.0,10.31
2024-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,158348.22,0.15,0.0,,0.0,,0.0,10.57
2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,164283.47,0.15,0.0,,0.0,,0.0,10.96
2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,160416.56,0.15,0.0,,0.0,,0.0,10.7
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,165917.16,0.15,0.0,,0.0,,0.0,11.07
2024-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,162499.9,0.15,0.0,,0.0,,0.0,10.84
2024-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,15788.0,178230.73,0.16,0.0,,0.0,,0.0,11.29
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,15788.0,171536.62,0.16,0.0,,0.0,,0.0,10.87
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,166756.49,0.15,0.0,,0.0,,0.0,11.13
2024-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,168285.26,0.15,0.0,,0.0,,0.0,11.23
2024-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,176873.39,0.15,0.0,,0.0,,0.0,11.8
2024-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14988.0,181924.34,0.15,0.0,,0.0,,0.0,12.14
2024-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12247.0,151164.72,0.12,0.0,,0.0,,0.0,12.34
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12247.0,148053.98,0.12,0.0,,0.0,,0.0,12.09
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12247.0,137680.77,0.12,0.0,,0.0,,0.0,11.24
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12247.0,139052.44,0.12,0.0,,0.0,,0.0,11.35
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12102.0,137055.15,0.12,0.0,,0.0,,0.0,11.33
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12102.0,142718.89,0.12,0.0,,0.0,,0.0,11.79
2024-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12102.0,146785.16,0.12,0.0,,0.0,,0.0,12.13
2024-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12102.0,143916.98,0.12,0.0,,0.0,,0.0,11.89
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12202.0,144996.37,0.12,0.0,,0.0,,0.0,11.88
2024-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12202.0,140237.59,0.12,0.0,,0.0,,0.0,11.49
2024-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12202.0,146997.49,0.12,0.0,,0.0,,0.0,12.05
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12102.0,156611.98,0.12,0.0,,0.0,,0.0,12.94
2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12102.0,154566.74,0.12,0.0,,0.0,,0.0,12.77
2024-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12102.0,160012.64,0.15,0.0,,0.0,,0.0,13.22
2024-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,12102.0,160254.68,0.15,0.0,,0.0,,0.0,13.24
2024-10-18,200.0,2778.0,0.03,0.04,0.0,0.0,200.0,0.0,2778.0,,,,,,,,,,,,,200.0,,0.0,,100.0,1.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,13.89
2024-10-21,200.0,2792.8,0.03,0.04,0.0,0.0,200.0,0.0,2792.8,,,,,,,,,,,,,,,0.0,,100.0,1.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0175,13.96
2024-10-22,200.0,2923.2,0.03,0.04,0.0,0.0,200.0,0.0,2923.2,,,,,,,,,,,,,,,0.0,,100.0,1.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0175,14.62
2024-10-23,200.0,2756.6,0.03,0.04,0.0,0.0,200.0,0.0,2756.6,,,,,,,,,,,,,,,0.0,,100.0,1.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,13.78
2024-10-24,200.0,2836.0,0.03,0.04,0.0,0.0,200.0,0.0,2836.0,,,,,,,,,,,,,,,0.0,,100.0,1.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,14.18
2024-10-25,200.0,2853.2,0.03,0.04,0.0,0.0,200.0,0.0,2853.2,,,,,,,,,,,,,,,0.0,,100.0,1.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,14.27
2024-10-28,200.0,2961.4,0.03,0.04,0.0,0.0,200.0,0.0,2961.4,,,,,,,,,,,,,,,0.0,,100.0,1.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,14.81
2024-10-29,14400.0,222033.6,2.52,2.71,0.22,109474.9,7300.0,7100.0,112558.7,,,,7100.0,,,,,,,,0.11,7100.0,,0.11,,100.0,64.26,0.0,0.0,0.0,100.0,2.63,0.9487,97.37,1.2676,15.42
2024-10-30,14400.0,215884.8,2.48,2.71,0.22,106443.2,7300.0,7100.0,109441.6,,,,,,,,,,,,,,,0.11,,100.0,64.26,0.0,0.0,0.0,100.0,2.8,0.9456,97.2,1.2676,14.99
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.11,,7300.0,,,,,,7100.0,0.0,0.11,0.0,0.0,11360.0,156699.84,0.17,0.0,,0.0,,0.0,13.79
2024-11-01,1200.0,16478.4,0.23,0.23,0.02,8239.2,600.0,600.0,8239.2,,,,600.0,,,,,,,,0.01,600.0,,0.01,,100.0,5.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1003,13.73
2024-11-04,2000.0,26074.0,0.38,0.38,0.03,13037.0,1000.0,1000.0,13037.0,,400.0,0.0,,,,400.0,,,0.0,400.0,,,,0.01,,100.0,8.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.1618,13.04
2024-11-05,3800.0,52250.0,0.44,0.71,0.05,26125.0,1900.0,1900.0,26125.0,,900.0,0.01,,,,900.0,,,0.01,900.0,,,,0.03,,100.0,14.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.2866,13.75
2024-11-06,19200.0,300787.2,1.44,3.61,0.28,150393.6,9600.0,9600.0,150393.6,,,0.12,,,,7700.0,,,0.12,,,7700.0,,0.13,,100.0,72.4,0.0,0.0,0.0,100.0,,1.0,100.0,1.448,15.67
2024-11-07,16400.0,266286.8,1.19,3.08,0.26,125024.9,8700.0,7700.0,141261.9,,,,,,0.01,,900.0,,,,,,1900.0,0.14,0.02,100.0,70.39,0.0,0.0,0.0,100.0,11.14,0.8021,88.86,1.3269,16.24
2024-11-08,16400.0,270354.0,1.19,3.08,0.27,126934.5,8700.0,7700.0,143419.5,,,,,,,,,,,,,,,0.14,,100.0,70.39,0.0,0.0,0.0,100.0,11.34,0.7989,88.66,1.3269,16.49
2024-11-11,16400.0,318865.2,1.18,3.44,0.29,149711.1,8700.0,7700.0,169154.1,,,,,,,,,,,,,,,0.14,,100.0,70.39,0.0,0.0,0.0,100.0,9.92,0.8213,90.08,1.3269,19.44
2024-11-12,1000.0,19364.0,0.07,0.21,0.02,0.0,1000.0,0.0,19364.0,,,,,,0.13,,7700.0,,,,,,7700.0,0.02,0.15,100.0,8.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0809,19.36
2024-11-13,11400.0,227019.6,0.93,2.27,0.22,103552.8,6200.0,5200.0,123466.8,,,,5200.0,,,,,,,,0.1,5200.0,,0.12,,100.0,50.16,0.0,0.0,0.0,100.0,15.75,0.7346,84.25,0.9223,19.91
2024-11-14,11400.0,202407.0,0.7,2.27,0.22,92326.0,6200.0,5200.0,110081.0,,,,,,,,,,,,,,,0.12,,100.0,49.86,0.0,0.0,0.0,100.0,17.74,0.7081,82.26,0.9168,17.76
2024-11-15,11400.0,206602.2,0.68,2.19,0.2,94239.6,6200.0,5200.0,112362.6,,,,,,,,,,,,,,,0.11,,100.0,49.86,0.0,0.0,0.0,100.0,15.86,0.7331,84.14,0.9168,18.12
2024-11-18,22400.0,421120.0,1.27,4.3,0.41,201160.0,11700.0,10700.0,219960.0,,5500.0,0.11,,,,5500.0,,,0.11,5500.0,,,,0.21,,100.0,94.09,0.0,0.0,0.0,100.0,8.26,0.8484,91.74,1.8014,18.8
2024-11-19,12000.0,227616.0,0.72,2.3,0.23,104324.0,6500.0,5500.0,123292.0,,,,,,0.09,,5200.0,,,,,,5200.0,0.12,0.1,100.0,52.27,0.0,0.0,0.0,100.0,15.27,0.7412,84.73,0.965,18.97
2024-11-20,1000.0,19988.0,0.06,0.19,0.02,0.0,1000.0,0.0,19988.0,,,,,,0.1,,5500.0,,,,,,5500.0,0.02,0.11,100.0,8.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0804,19.99
2024-11-21,1000.0,19962.0,0.06,0.19,0.02,0.0,1000.0,0.0,19962.0,,,,,,,,,,,,,,,0.02,,100.0,8.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0804,19.96
2024-11-22,1000.0,19572.0,0.06,0.19,0.02,0.0,1000.0,0.0,19572.0,,,,,,,,,,,,,,,0.02,,100.0,8.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0804,19.57
2024-11-25,1000.0,20100.0,0.06,0.19,0.02,0.0,1000.0,0.0,20100.0,,,,,,,,,,,,,,,0.02,,100.0,8.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0804,20.1
2024-11-26,1000.0,19097.0,0.06,0.19,0.02,0.0,1000.0,0.0,19097.0,,,,,,,,,,,,,,,0.02,,100.0,8.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0804,19.1
2024-11-27,1000.0,19044.0,0.06,0.19,0.02,0.0,1000.0,0.0,19044.0,,,,,,,,,,,,,,,0.02,,100.0,8.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0804,19.04
2024-11-28,1000.0,19590.0,0.06,0.19,0.02,0.0,1000.0,0.0,19590.0,,,,,,,,,,,,,,,0.02,,100.0,8.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0809,19.59
2024-11-29,1000.0,20581.0,0.06,0.19,0.02,0.0,1000.0,0.0,20581.0,,,,,,,,,,,,,,,0.02,,100.0,75.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.7536,20.58
2024-12-02,1000.0,20037.0,0.06,0.19,0.02,0.0,1000.0,0.0,20037.0,,,,,,,,,,,,,,,0.02,,100.0,75.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.7536,20.04
2024-12-03,1000.0,19718.0,0.06,0.2,0.02,0.0,1000.0,0.0,19718.0,,,,,,,,,,,,,,,0.02,,100.0,75.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.7536,19.72
2024-12-04,1000.0,19931.0,0.06,0.2,0.02,0.0,1000.0,0.0,19931.0,,,,,,,,,,,,,,,0.02,,100.0,75.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.7536,19.93
2024-12-05,1000.0,21127.0,0.06,0.2,0.02,0.0,1000.0,0.0,21127.0,,,,,,,,,,,,,,,0.02,,100.0,75.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.7536,21.13
2024-12-06,1000.0,21663.0,0.06,0.2,0.02,0.0,1000.0,0.0,21663.0,,,,,,,,,,,,,,,0.02,,100.0,75.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.7536,21.66
2024-12-09,1000.0,20965.0,0.06,0.2,0.02,0.0,1000.0,0.0,20965.0,,,,,,,,,,,,,,,0.02,,100.0,75.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.7536,20.97
2024-12-10,1000.0,19490.0,0.06,0.2,0.02,0.0,1000.0,0.0,19490.0,,,,,,,,,,,,,,,0.02,,100.0,74.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7435,19.49
2024-12-11,1000.0,20449.0,0.06,0.2,0.02,0.0,1000.0,0.0,20449.0,,,,,,,,,,,,,,,0.02,,100.0,74.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7435,20.45
2024-12-12,1000.0,20978.0,0.06,0.2,0.02,0.0,1000.0,0.0,20978.0,,,,,,,,,,,,,,,0.02,,100.0,74.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7435,20.98
2024-12-13,1000.0,20539.0,0.06,0.2,0.02,0.0,1000.0,0.0,20539.0,,,,,,,,,,,,,,,0.02,,100.0,74.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7435,20.54
2024-12-16,1000.0,21714.0,0.06,0.2,0.02,0.0,1000.0,0.0,21714.0,,,,,,,,,,,,,,,0.02,,100.0,74.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7435,21.71
2024-12-17,1000.0,21037.0,0.07,0.2,0.02,0.0,1000.0,0.0,21037.0,,,,,,,,,,,,,,,0.02,,100.0,44.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.4454,21.04
2024-12-18,1000.0,20655.0,0.09,0.2,0.02,0.0,1000.0,0.0,20655.0,,,,,,,,,,,,,,,0.02,,100.0,44.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.4454,20.66
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.02,,1000.0,,,,,,,0.0,,0.0,0.0,1176.0,22048.82,0.02,0.0,,0.0,,0.0,18.75
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1176.0,21833.62,0.02,0.0,,0.0,,0.0,18.57
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,876.0,15527.1,0.02,0.0,,0.0,,0.0,17.73
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,876.0,15409.72,0.02,0.0,,0.0,,0.0,17.59
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,876.0,15409.72,0.02,0.0,,0.0,,0.0,
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,471.0,8285.36,0.01,0.0,,0.0,,0.0,
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,471.0,8396.99,0.01,0.0,,0.0,,0.0,17.83
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,416.0,7065.76,0.01,0.0,,0.0,,0.0,16.99
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,416.0,7319.52,0.01,0.0,,0.0,,0.0,17.6
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,416.0,7319.52,0.01,0.0,,0.0,,0.0,
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,421.0,7614.63,0.01,0.0,,0.0,,0.0,18.09
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,421.0,7934.59,0.01,0.0,,0.0,,0.0,18.85
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,421.0,8462.1,0.01,0.0,,0.0,,0.0,20.1
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,421.0,8047.42,0.01,0.0,,0.0,,0.0,19.11
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,431.0,7728.69,0.01,0.0,,0.0,,0.0,17.93
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,431.0,7745.07,0.01,0.0,,0.0,,0.0,17.97
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,441.0,7757.19,0.01,0.0,,0.0,,0.0,17.59
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1395.0,23800.1,0.02,0.0,,0.0,,0.0,17.06
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1795.0,31740.99,0.03,0.0,,0.0,,0.0,17.68
