,BON FP Equity_DX_SI_QTY,BON FP Equity_DX_SHORT_INTEREST_VALUE,BON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BON FP Equity_DX_SI_MV,BON FP Equity_DX_DSS,BON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY,BON FP Equity_DX_BROKER_SI_QTY,BON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BON FP Equity_DX_BROKER_SI_MV_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_INC_x,BON FP Equity_DX_BROKER_SI_MV_INC_x,BON FP Equity_DX_SUPPLY_SI_MV_NEW,BON FP Equity_DX_BROKER_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_NEW,BON FP Equity_DX_SUPPLY_SI_MV_DEC,BON FP Equity_DX_BROKER_SI_QTY_INC,BON FP Equity_DX_SUPPLY_SI_QTY_DEC,BON FP Equity_DX_BROKER_SI_MV_NEW_y,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BON FP Equity_DX_BROKER_SI_MV_INC_y,BON FP Equity_DX_SUPPLY_SI_QTY_INC_y,BON FP Equity_DX_BROKER_SI_MV_ADD,BON FP Equity_DX_SUPPLY_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_DEC,BON FP Equity_DX_SUPPLY_SI_MV,BON FP Equity_DX_BROKER_SI_MV_DEC,BON FP Equity_DX_SUPPLY_SI_MV_RMV,BON FP Equity_DX_BROKER_SI_MV_RMV,BON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BON FP Equity_DX_UTILIZATION_QUANTITY,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BON FP Equity_DX_ACTIVE_UTILIZATION_MV,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BON FP Equity_DX_BROKER_SI_CON_RATIO,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BON FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-09-10,69852.0,1987289.4,0.34,6.17,0.22,2.05,0.0,1921228.5,50307.0,67530.0,1431234.15,,,,0.03,,,,,1212.0,,,,0.03,,,1212.0,286.0,1.44,0.01,,,2.81,2.81,1739680.0,49493896.0,,50.54,2.77,19.3,0.2199,36.99,0.039
2018-09-11,68490.0,1924569.0,0.33,6.02,0.21,1.99,0.0,1859320.8,49957.0,66168.0,1403791.7,,,,,,,,0.01,,350.0,,,,,,,1362.0,1.42,0.04,,,2.8,2.8,1736349.0,48791406.9,,50.07,2.76,19.7,0.2229,37.66,0.0383
2018-09-12,67832.0,1926428.8,0.33,5.9,0.21,1.95,0.0,1860484.0,49433.0,65510.0,1403897.2,,,,,,,,0.02,,524.0,,,,,,,658.0,1.39,0.03,,,2.77,2.77,1734592.0,49262412.8,,49.6,2.72,19.83,0.2249,37.98,0.038
2018-09-13,67624.0,1964477.2,0.33,5.94,0.21,1.96,0.0,1897023.1,49433.0,65302.0,1436028.65,,,,,,,,,,,,,,,,,208.0,1.4,0.0,,,2.77,2.77,1734210.0,50378800.5,,50.09,2.73,19.86,0.2252,38.09,0.0379
2018-09-14,67059.0,1917887.4,0.32,5.8,0.21,1.99,0.0,1851478.2,49095.0,64737.0,1404117.0,,,,,,,,0.01,,338.0,,,,,,,565.0,1.43,0.0,,,2.75,2.75,1737101.0,49681088.6,,51.03,2.72,20.13,0.228,38.44,0.0375
2018-09-17,66999.0,1912821.45,0.32,5.6,0.21,1.96,0.0,1846528.35,49095.0,64677.0,1401662.25,,,,,,,,,,,,,,,,,60.0,1.4,0.01,,,2.75,2.75,1737486.0,49605225.3,,50.38,2.71,20.09,0.2282,38.51,0.0375
2018-09-18,65926.0,1819557.6,0.32,5.39,0.2,1.92,0.0,1755470.4,49095.0,63604.0,1355022.0,,,,,,,,,,,,,,,,,1073.0,1.4,0.03,,,2.75,2.75,1737772.0,47962507.2,,50.13,2.71,20.48,0.2315,39.16,0.0369
2018-09-19,64651.0,1781135.05,0.31,6.07,0.2,1.83,0.0,1717163.95,47915.0,62329.0,1320058.25,,,,,,,,0.04,,1180.0,,,,,,,1275.0,1.32,0.06,,,2.68,2.68,1737752.0,47875067.6,,48.93,2.63,19.06,0.2322,39.8,0.0362
2018-09-20,63621.0,1794112.2,0.31,6.09,0.2,1.79,0.0,1746877.2,47268.0,61946.0,1332957.6,,,,,,,,0.02,,647.0,,,,,,,383.0,1.3,0.01,,,2.65,2.65,1739363.0,49050036.6,,48.92,2.59,19.27,0.2378,40.42,0.0356
2018-09-21,68536.0,1946422.4,0.33,6.54,0.21,1.97,0.0,1898852.4,52244.0,66861.0,1483729.6,,,447.0,0.15,,,,,4976.0,,,,0.15,447.0,,4529.0,61.0,1.48,0.0,,,2.92,2.92,1736605.0,49319582.0,,49.84,2.88,25.18,0.235,37.33,0.0383
2018-09-24,68030.0,1894635.5,0.33,6.29,0.21,1.97,0.0,1847986.75,52244.0,66355.0,1454995.4,,,,,,,,,,,,,,,,,506.0,1.48,0.01,,,2.92,2.92,1739965.0,48458025.25,,50.06,2.87,25.29,0.2385,37.95,0.038
2018-09-25,69157.0,1929480.3,0.33,6.46,0.21,1.97,0.0,1882747.8,53430.0,67482.0,1490697.0,,,,0.03,,,,,1186.0,,,,0.03,,,1186.0,59.0,1.49,0.01,,,2.97,2.97,1743254.0,48636786.6,,49.8,2.91,24.85,0.2328,37.3,0.0385
2018-09-26,70674.0,1978872.0,0.34,6.61,0.22,2.02,0.0,1931972.0,54979.0,68999.0,1539412.0,,,2109.0,0.08,,,,0.12,2908.0,4171.0,,,0.08,2109.0,,3611.0,1391.0,1.54,0.04,,,3.05,3.05,1749216.0,48978048.0,,49.76,3.0,22.44,0.2223,36.5,0.0392
2018-09-27,70674.0,1985939.4,0.34,6.63,0.22,2.03,0.0,1938871.9,54979.0,68999.0,1544909.9,,,,,,,,,,,,,,,,,,1.55,,,,3.05,3.05,1749216.0,49152969.6,,49.98,3.0,22.47,0.222,36.43,0.0392
2018-09-28,67265.0,1822881.5,0.32,6.2,0.21,1.92,0.0,1740497.5,51716.0,64225.0,1401503.6,,,1547.0,,,,,0.13,,4810.0,,,,1547.0,,,4774.0,1.45,0.14,,,2.87,2.87,1753047.0,47507573.7,,49.93,2.82,23.73,0.1986,31.41,0.0373
2018-10-01,64621.0,1909550.55,0.31,5.8,0.2,1.81,0.0,1819718.55,49351.0,61581.0,1458322.05,,,,,,,,0.06,,2365.0,,,,,,,2644.0,1.36,0.08,,,3.14,3.14,1523535.0,45020459.25,,41.93,3.14,24.36,0.204,32.35,0.0411
2018-10-02,65225.0,1868696.25,0.31,5.23,0.2,1.97,0.0,1824116.85,47643.0,63669.0,1364971.95,,,,0.26,,,,0.13,6312.0,5708.0,,,0.26,,,4000.0,4224.0,1.4,0.07,,,3.12,3.12,1477817.0,42339457.05,,43.5,3.12,20.66,0.2293,38.7,0.0428
2018-10-03,58701.0,1705264.05,0.28,4.24,0.18,1.73,0.0,1660062.25,47643.0,57145.0,1384029.15,,,,,,,,,,,,,,,,,6524.0,1.37,0.24,,,3.06,3.06,1510988.0,43894201.4,,43.48,3.06,18.95,0.2095,35.78,0.0377
2018-10-04,50998.0,1506990.9,0.25,3.16,0.16,1.52,0.0,1461011.1,41351.0,49442.0,1221922.05,,,,,,,,0.18,,6292.0,,,,,,,7703.0,1.21,0.22,,,2.66,2.66,1513280.0,44717424.0,,44.1,2.66,21.84,0.2054,33.38,0.0328
2018-10-05,53975.0,1576070.0,0.26,3.25,0.17,1.63,0.0,1516940.0,43320.0,51950.0,1264944.0,,,1500.0,0.05,,1169.0,,0.02,1500.0,700.0,,,0.05,1500.0,0.03,1169.0,161.0,1.27,0.0,,,2.79,2.79,1509821.0,44086773.2,,44.48,2.78,21.16,0.1957,32.42,0.0348
2018-10-08,65282.0,1912762.6,0.32,3.98,0.2,1.96,0.0,1705465.1,48470.0,58207.0,1420171.0,,,4315.0,0.19,,,,0.11,6303.0,3900.0,,,0.19,4315.0,,4735.0,46.0,1.42,0.0,,,3.12,3.12,1506328.0,44135410.4,,44.05,3.12,17.35,0.1849,33.06,0.042
2018-10-09,66093.0,1939829.55,0.32,3.94,0.2,1.98,0.0,1833494.5,44255.0,62470.0,1298884.25,,,,,,5221.0,,0.12,,4215.0,,,,,0.15,,958.0,1.3,0.03,,,2.84,2.84,1514991.0,44464985.85,,44.39,2.84,16.04,0.1762,32.79,0.0424
2018-10-10,65646.0,1897169.4,0.32,3.87,0.2,1.96,0.0,1792464.7,43808.0,62023.0,1266051.2,,,,,,,,0.01,,447.0,,,,,,,447.0,1.28,0.01,,,2.8,2.8,1518589.0,43887222.1,,44.45,2.8,15.5,0.1767,33.05,0.042
2018-10-11,57970.0,1623160.0,0.28,3.35,0.18,1.71,0.0,1554448.0,41139.0,55516.0,1151892.0,,,,,,,,0.08,,2669.0,,,,,,,6507.0,1.18,0.19,,,2.61,2.61,1537361.0,43046108.0,,44.22,2.6,17.24,0.204,36.65,0.0367
2018-10-12,57175.0,1669510.0,0.28,3.09,0.18,1.65,0.0,1597853.2,41139.0,54721.0,1201258.8,,,,0.01,,,,,374.0,,,,0.01,,,,1169.0,1.16,0.03,,,2.6,2.6,1539269.0,44946654.8,,43.38,2.61,17.35,0.2091,36.88,0.0362
2018-10-15,60028.0,1764823.2,0.29,3.11,0.19,1.79,0.0,1724927.4,40042.0,58671.0,1177234.8,,,,0.12,,,,0.03,3950.0,1097.0,,,0.12,,,,,1.17,,,,2.53,2.53,1543638.0,45382957.2,,45.1,2.53,16.58,0.2044,35.28,0.0379
2018-10-16,64748.0,1945677.4,0.31,3.29,0.2,1.96,0.0,1877944.7,44499.0,62494.0,1337194.95,,,897.0,0.12,,897.0,,,3560.0,,,,0.12,897.0,0.03,3560.0,634.0,1.31,0.02,,,2.81,2.81,1539845.0,46272342.25,,45.42,2.81,15.29,0.2146,38.44,0.0409
2018-10-17,63783.0,1942192.35,0.31,3.17,0.2,1.98,0.0,1900871.7,44499.0,62426.0,1354994.55,,,,,,,,,,,,,,,,,68.0,1.35,0.0,,,2.8,2.8,1546962.0,47104992.9,,46.65,2.8,15.52,0.2201,38.98,0.0401
2018-10-18,54932.0,1678172.6,0.27,2.75,0.17,1.72,0.0,1678172.6,39582.0,54932.0,1209230.1,,,,,,,,0.15,,4917.0,,,,,,,7494.0,1.21,0.22,,,2.49,2.49,1552076.0,47415921.8,,47.38,2.49,18.06,0.2221,38.51,0.0345
2018-10-19,54867.0,1720080.45,0.26,2.83,0.17,1.72,0.0,1720080.45,39582.0,54867.0,1240895.7,,,,,,,,,,,,,,,,,65.0,1.21,0.0,,,2.49,2.49,1552371.0,48666830.85,,47.56,2.49,18.06,0.2217,38.46,0.0345
2018-10-22,54644.0,1693964.0,0.26,2.77,0.17,1.76,0.0,1693964.0,39582.0,54644.0,1227042.0,,,,,,,,,,,,,,,,,223.0,1.24,0.0,,,2.49,2.49,1552251.0,48119781.0,,48.62,2.49,18.21,0.2234,38.74,0.0343
2018-10-23,56205.0,1708632.0,0.27,2.75,0.17,1.79,0.0,1708632.0,41208.0,56205.0,1252723.2,,,891.0,0.05,,,,,1626.0,,,,0.05,891.0,,735.0,65.0,1.27,0.0,,,2.59,2.59,1551463.0,47164475.2,,47.96,2.59,17.67,0.2171,37.69,0.0353
2018-10-24,57726.0,1769301.9,0.26,2.78,0.18,1.81,0.0,1769301.9,42826.0,57726.0,1312616.9,,,1618.0,0.05,,,,,1618.0,,,,0.05,1618.0,,,97.0,1.31,0.01,,,2.69,2.69,1550291.0,47516419.15,,47.28,2.69,17.15,0.212,36.57,0.0362
2018-10-25,52662.0,1621989.6,0.24,2.51,0.16,1.66,0.0,1621989.6,42826.0,52662.0,1319040.8,,,,,,,,,,,,,,,,,5064.0,1.31,0.15,,,2.69,2.69,1551184.0,47776467.2,,47.6,2.69,18.79,0.2445,39.96,0.033
2018-10-26,53890.0,1632867.0,0.25,2.52,0.17,1.71,0.0,1632867.0,44265.0,53890.0,1341229.5,,,1439.0,0.05,,,,,1484.0,,,,0.05,1439.0,,,256.0,1.36,0.01,,,2.78,2.78,1547976.0,46903672.8,,47.52,2.78,18.38,0.2555,41.95,0.0338
2018-10-29,57615.0,1780303.5,0.26,2.65,0.18,1.81,0.0,1780303.5,48686.0,57615.0,1504397.4,,,4421.0,0.13,,,,,4409.0,,,,0.13,4421.0,,,684.0,1.48,0.02,,,3.07,3.07,1537472.0,47507884.8,,46.72,3.07,20.13,0.2569,41.0,0.0363
2018-10-30,54312.0,1678240.8,0.25,2.51,0.17,1.73,0.0,1678240.8,45383.0,54312.0,1402334.7,,,,,,,,0.09,,3303.0,,,,,,,3303.0,1.41,0.1,,,2.86,2.86,1540367.0,47597340.3,,47.66,2.86,18.18,0.2675,43.6,0.0343
2018-10-31,55312.0,1734031.2,0.25,2.56,0.17,1.77,0.0,1734031.2,45383.0,55312.0,1422757.05,,,,0.03,,,,,1000.0,,,,0.03,,,,,1.41,,,,2.86,2.86,1540587.0,48297402.45,,47.77,2.86,17.8,0.2588,42.88,0.0349
2018-11-01,55312.0,1745093.6,0.25,2.57,0.17,1.79,0.0,1745093.6,45383.0,55312.0,1431833.65,,,,,,,,,,,,,,,,,,1.42,,,,2.86,2.86,1541107.0,48621925.85,,48.25,2.86,17.85,0.2592,42.96,0.0349
2018-11-02,54939.0,1733325.45,0.25,2.55,0.17,1.79,0.0,1733325.45,45383.0,54939.0,1431833.65,,,,,,,,,,,,,,,,,373.0,1.43,0.01,,,2.86,2.86,1540072.0,48589271.6,,48.6,2.86,18.0,0.261,43.18,0.0347
2018-11-05,57640.0,1769548.0,0.26,2.73,0.18,1.89,0.0,1769548.0,48084.0,57640.0,1476178.8,,,2701.0,0.11,,,,,2701.0,,,,0.11,2701.0,,,,1.51,,,,3.03,3.03,1538970.0,47246379.0,,48.33,3.03,19.83,0.2523,40.84,0.0363
2018-11-06,57290.0,1753074.0,0.26,2.69,0.18,1.81,0.0,1753074.0,48084.0,57290.0,1471370.4,,,,,,,,,,,,,,,,,350.0,1.47,0.02,,,3.03,3.03,1540296.0,47133057.6,,47.7,3.0,19.14,0.2546,41.39,0.0361
2018-11-07,57290.0,1804635.0,0.26,2.66,0.18,1.81,0.0,1804635.0,48084.0,57290.0,1514646.0,,,,,,,,,,,,,,,,,,1.48,,,,3.03,3.03,1540651.0,48530506.5,,47.89,2.99,19.08,0.2536,41.26,0.0361
2018-11-08,55507.0,1748470.5,0.25,2.52,0.17,1.83,0.0,1748470.5,48084.0,55507.0,1514646.0,,,,,,,,,,,,,,,,,1783.0,1.52,0.02,,,3.02,3.02,1543482.0,48619683.0,,48.88,3.02,17.68,0.2586,42.34,0.0349
2018-11-09,54740.0,1732521.0,0.25,2.44,0.17,1.8,0.0,1732521.0,47317.0,54740.0,1497583.05,,,,,,,,0.02,,767.0,,,,,,,767.0,1.5,0.03,,,2.97,2.97,1548322.0,49004391.3,,48.97,2.97,17.85,0.2607,42.88,0.0343
2018-11-12,54650.0,1759730.0,0.25,2.43,0.17,1.81,0.0,1759730.0,47317.0,54650.0,1523607.4,,,,0.0,,,,,89.0,,,,0.0,,,,179.0,1.51,0.0,,,2.96,2.96,1549900.0,49906780.0,,49.35,2.97,17.84,0.2604,42.89,0.0342
2018-11-13,53712.0,1748325.6,0.24,2.35,0.17,1.8,0.0,1748325.6,45755.0,53712.0,1489325.25,,,,,,,,0.05,,1562.0,,,,,,,938.0,1.47,0.03,,,2.85,2.85,1557609.0,50700172.95,,49.93,2.87,18.21,0.2683,43.75,0.0335
2018-11-14,52838.0,1722518.8,0.24,2.44,0.16,1.77,0.0,1722518.8,45624.0,52838.0,1487342.4,,,,,,,,0.0,,131.0,,,,,,,874.0,1.48,0.04,,,2.85,2.85,1556759.0,50750343.4,,50.21,2.87,18.67,0.2756,44.73,0.033
2018-11-15,52510.0,1680320.0,0.24,2.69,0.16,1.75,0.0,1680320.0,45624.0,52510.0,1459968.0,,,,,,,,,,,,,,,,,328.0,1.48,0.01,,,2.8,2.8,1583978.0,50687296.0,,50.73,2.84,18.94,0.2785,45.05,0.0322
2018-11-16,55023.0,1755233.7,0.25,2.82,0.17,1.81,0.0,1755233.7,48478.0,55023.0,1546448.2,,,,0.09,,,,,2854.0,,,,0.09,,,2854.0,341.0,1.54,0.01,,,2.97,2.97,1581898.0,50462546.2,,50.22,2.98,20.32,0.2712,42.98,0.0337
2018-11-19,55023.0,1760736.0,0.25,2.85,0.17,1.81,0.0,1760736.0,48478.0,55023.0,1551296.0,,,,,,,,,,,,,,,,,,1.54,,,,2.96,2.96,1586665.0,50773280.0,,50.37,2.97,20.29,0.2713,43.01,0.0337
2018-11-20,55716.0,1768983.0,0.25,2.9,0.17,1.85,0.0,1768983.0,48478.0,55716.0,1539176.5,,,,0.03,,,,,693.0,,,,0.03,,,,,1.56,,,,2.96,2.96,1587033.0,50388297.75,,50.64,2.98,20.1,0.2667,42.54,0.0341
2018-11-21,55990.0,1763685.0,0.26,2.86,0.17,1.85,0.0,1763685.0,48478.0,55990.0,1527057.0,,,,0.01,,,,,274.0,,,,0.01,,,,,1.54,,,,2.96,2.96,1586856.0,49985964.0,,50.26,2.97,20.0,0.2657,42.49,0.0342
2018-11-22,54900.0,1723860.0,0.25,2.85,0.17,1.81,0.0,1723860.0,48478.0,54900.0,1522209.2,,,,,,,,,,,,,,,,,1090.0,1.53,0.04,,,3.02,3.02,1557184.0,48895577.6,,49.01,3.02,18.37,0.2698,43.55,0.0342
2018-11-23,56767.0,1788160.5,0.26,3.08,0.18,1.85,0.0,1788160.5,50345.0,56767.0,1585867.5,,,,0.06,,,,0.07,1867.0,2121.0,,,0.06,,,3988.0,,1.59,,,,3.12,3.12,1561102.0,49174713.0,,49.13,3.13,21.07,0.2628,41.71,0.0352
2018-11-26,55887.0,1793972.7,0.25,3.11,0.17,1.82,0.0,1793972.7,49405.0,55887.0,1585900.5,,,,0.0,,,,0.03,60.0,940.0,,,0.0,,,,940.0,1.56,0.03,,,3.07,3.07,1561220.0,50115162.0,,49.3,3.07,19.61,0.2639,42.33,0.0347
2018-11-27,53569.0,1746349.4,0.24,3.0,0.17,1.78,0.0,1746349.4,47087.0,53569.0,1535036.2,,,,,,,,0.07,,2318.0,,,,,,,2318.0,1.52,0.07,,,2.94,2.94,1554085.0,50663171.0,,50.06,2.94,18.45,0.2716,44.21,0.0335
2018-11-28,50865.0,1630223.25,0.23,2.88,0.16,1.69,0.0,1549777.75,46172.0,48355.0,1479812.6,,,,,,,,0.03,,915.0,,,,,,,5214.0,1.5,0.18,,,2.88,2.88,1554728.0,49829032.4,,50.44,2.88,19.66,0.2943,47.04,0.0318
2018-11-29,48355.0,1544942.25,0.22,2.74,0.15,1.58,0.0,1544942.25,43662.0,48355.0,1395000.9,,,,,,,,0.08,,2510.0,,,,,,,,1.39,,,,2.73,2.73,1556709.0,49736852.55,,49.71,2.73,20.65,0.3212,49.28,0.0302
2018-11-30,47053.0,1500990.7,0.21,2.62,0.15,1.54,0.0,1500990.7,43662.0,47053.0,1392817.8,,,,,,,,0.01,,398.0,,,,,,398.0,1302.0,1.4,0.04,,,2.73,2.73,1556422.0,49649861.8,,49.81,2.73,21.15,0.3309,50.6,0.0294
2018-12-03,46680.0,1477422.0,0.21,2.68,0.14,1.52,0.0,1477422.0,43662.0,46680.0,1381902.3,,,,,,,,,,,,,,,,,373.0,1.39,0.01,,,2.73,2.73,1558198.0,49316966.7,,49.61,2.72,21.33,0.3345,51.04,0.0291
2018-12-04,46382.0,1470309.4,0.21,2.79,0.14,1.5,0.0,1470309.4,43662.0,46382.0,1384085.4,,,,,,,,,,,,,,,,,298.0,1.38,0.01,,,2.73,2.73,1558298.0,49398046.6,,49.34,2.73,21.45,0.3368,51.32,0.029
2018-12-05,39002.0,1230513.1,0.18,2.41,0.12,1.26,0.0,1230513.1,36644.0,39002.0,1156118.2,,,,,,,,0.29,,9018.0,,,,,,2000.0,7380.0,1.16,0.24,,,2.29,2.29,1565934.0,49405217.7,,49.62,2.29,25.64,0.2849,42.72,0.0243
2018-12-06,39002.0,1203211.7,0.18,2.4,0.12,1.25,0.0,1203211.7,36644.0,39002.0,1130467.4,,,,,,,,,,,,,,,,,,1.15,,,,2.29,2.29,1566469.0,48325568.65,,49.22,2.28,25.76,0.2853,42.74,0.0243
2018-12-07,38533.0,1213789.5,0.18,2.37,0.12,1.21,0.0,1213789.5,36644.0,38533.0,1154286.0,,,,,,,,,,,,,,,,,469.0,1.13,0.02,,,2.28,2.28,1573713.0,49571959.5,,48.69,2.28,25.88,0.2881,43.14,0.0239
2018-12-10,589739.0,17692170.0,2.69,37.52,1.83,18.6,1.0,1245990.0,582850.0,41533.0,17485500.0,,,28712.0,0.11,,,,0.06,3000.0,2000.0,,,0.11,28712.0,,519494.0,,18.36,,,,35.77,35.77,1046398.0,31391940.0,,32.68,35.97,3.38,0.8642,92.88,0.362
2018-12-11,589735.0,17898457.25,2.69,37.32,1.83,17.73,1.0,1260405.15,582850.0,41529.0,17689497.5,,,,,,,,,,,,,,,,,4.0,17.5,0.01,,,35.79,35.79,1045691.0,31736721.85,,31.52,35.7,3.39,0.8631,92.82,0.3621
2018-12-12,593298.0,17830053.33,2.7,37.45,1.84,18.03,1.0,1355124.68,586935.0,45092.0,17638829.64,,,,0.14,,,,,4085.0,,,,0.14,,,4085.0,522.0,17.8,0.02,,,36.0,36.0,1043465.0,31358670.68,,31.66,35.99,4.1,0.8528,92.23,0.3639
2018-12-13,587298.0,17736398.61,2.68,36.36,1.82,17.97,1.0,1180578.33,586935.0,39092.0,17725436.01,,,,,,,,,,,,,,,,,6000.0,17.93,0.18,,,36.0,36.0,1043332.0,31508624.64,,31.91,35.98,3.29,0.8698,93.18,0.3602
2018-12-14,587297.0,17707004.55,2.68,36.54,1.82,18.07,1.0,1178593.65,586935.0,39091.0,17696090.25,,,,,,,,,,,,,,,,,1.0,18.03,0.0,,,36.01,36.01,1043156.0,31451153.4,,31.96,36.06,3.3,0.8697,93.18,0.3603
2018-12-17,57235.0,1708464.75,0.26,3.55,0.18,1.75,0.0,1166836.5,39729.0,39090.0,1185910.65,,,,,,,,16.85,,548206.0,,,,,,1000.0,1.0,1.19,0.0,,,2.44,2.44,1588518.0,47417262.3,,47.76,2.44,30.1,0.3303,46.65,0.0352
2018-12-18,40090.0,1126529.0,0.18,2.5,0.12,1.22,0.0,1126529.0,39729.0,40090.0,1116384.9,,,,0.02,,,,,1000.0,,,,0.02,,,,,1.17,,,,2.44,2.44,1588100.0,44625610.0,,46.98,2.43,24.97,0.3377,49.9,0.0246
2018-12-19,41567.0,1159719.3,0.19,2.56,0.13,1.2,0.0,1106793.0,39729.0,39670.0,1108439.1,,,,0.0,,,,,500.0,,,,0.0,,,,920.0,1.11,0.03,,,2.44,2.44,1588846.0,44328803.4,,44.59,2.44,23.93,0.3244,48.96,0.0255
2018-12-20,40670.0,1146894.0,0.19,2.56,0.13,1.16,0.0,1118694.0,38832.0,39670.0,1095062.4,,,,,,,,0.03,,897.0,,,,,,,,1.08,,,,2.38,2.38,1590714.0,44858134.8,,44.42,2.38,24.44,0.3358,49.85,0.025
2018-12-21,40626.0,1137528.0,0.19,2.6,0.13,1.18,0.0,1109528.0,38832.0,39626.0,1087296.0,,,,,,,,,,,,,,,,,44.0,1.1,0.0,,,2.38,2.38,1589901.0,44517228.0,,44.86,2.39,24.51,0.3373,50.03,0.0249
2018-12-24,40626.0,1145653.2,0.19,2.6,0.13,1.17,0.0,1117453.2,38832.0,39626.0,1095062.4,,,,,,,,,,,,,,,,,,1.09,,,,2.38,2.38,1589805.0,44832501.0,,44.54,2.38,24.31,0.3389,50.28,0.0249
2018-12-25,40626.0,1145653.2,0.19,2.96,0.13,1.17,0.0,1117453.2,38832.0,39626.0,1095062.4,,,,,,,,,,,,,,,,,,1.09,,,,2.39,2.39,1584073.0,44670858.6,,44.59,2.4,24.3,0.3386,50.26,0.025
2018-12-26,40626.0,1145653.2,0.19,2.96,0.13,1.17,0.0,1117453.2,38832.0,39626.0,1095062.4,,,,,,,,,,,,,,,,,,1.1,,,,2.38,2.38,1589425.0,44821785.0,,44.9,2.39,24.33,0.3379,50.15,0.025
2018-12-27,48670.0,1377361.0,0.22,3.54,0.15,1.4,0.0,1349061.0,47070.0,47670.0,1332081.0,,,,0.24,,,,0.09,8464.0,3038.0,,,0.24,,,11276.0,420.0,1.33,0.01,,,2.89,2.89,1581360.0,44752488.0,,44.59,2.89,37.59,0.3341,41.85,0.0299
2018-12-28,40185.0,1133217.0,0.18,2.96,0.12,1.16,0.0,1105017.0,39485.0,39185.0,1113477.0,,,,0.0,,,,0.21,100.0,7585.0,,,0.0,,,,8585.0,1.11,0.24,,,2.42,2.42,1591825.0,44889465.0,,44.96,2.42,27.54,0.3318,48.1,0.0246
2018-12-31,39185.0,1112854.0,0.18,2.9,0.12,1.13,0.0,1112854.0,38485.0,39185.0,1092974.0,,,,,,,,0.03,,1000.0,,,,,,,,1.08,,,,2.36,2.36,1592527.0,45227766.8,,45.0,2.35,28.12,0.3481,49.37,0.024
2019-01-01,39185.0,1112854.0,0.18,3.0,0.12,1.14,0.0,1112854.0,38485.0,39185.0,1092974.0,,,,,,,,,,,,,,,,,,1.09,,,,2.36,2.36,1589647.0,45145974.8,,45.07,2.36,28.16,0.3475,49.28,0.0241
2019-01-02,43685.0,1245022.5,0.2,3.35,0.14,1.27,0.0,1102522.5,42685.0,38685.0,1216522.5,,,,,,,,0.02,,800.0,,,,,,5000.0,500.0,1.22,0.01,,,2.62,2.62,1589151.0,45290803.5,,45.25,2.63,25.34,0.2835,43.16,0.0268
2019-01-03,43785.0,1252251.0,0.2,3.33,0.14,1.27,0.0,1109251.0,43485.0,38785.0,1243671.0,,,,0.0,,,,,100.0,,,,0.0,,,800.0,,1.24,,,,2.66,2.66,1588586.0,45433559.6,,45.23,2.66,25.21,0.2828,43.17,0.0268
2019-01-04,42944.0,1234640.0,0.2,3.3,0.13,1.25,0.0,1090890.0,42644.0,37944.0,1226015.0,,,,,,,,0.02,,841.0,,,,,,,841.0,1.22,0.02,,,2.61,2.61,1588519.0,45669921.25,,45.46,2.61,25.66,0.2908,43.97,0.0263
2019-01-07,51618.0,1533054.6,0.24,4.01,0.16,1.49,0.0,852657.3,42644.0,28709.0,1266526.8,,,,,,,,,,,,,,,,,9235.0,1.22,0.28,,,2.61,2.61,1589030.0,47194191.0,,45.63,2.6,21.64,0.3358,50.77,0.0316
2019-01-08,30599.0,933269.5,0.14,2.36,0.09,0.91,0.0,780769.5,26948.0,25599.0,821914.0,,,,,,,,0.45,,15696.0,,,,,,,3110.0,0.8,0.08,,,1.65,1.65,1606281.0,48991570.5,,47.92,1.65,27.79,0.2643,35.88,0.0187
2019-01-09,27804.0,860533.8,0.13,2.12,0.09,0.84,0.0,689318.4,27504.0,22272.0,851248.8,,,28.0,0.01,,,,0.0,82.0,58.0,,,0.01,28.0,,586.0,3409.0,0.83,0.1,,,1.68,1.68,1606758.0,49729160.1,,48.98,1.67,26.74,0.241,31.5,0.017
