,SHC FP Equity_DX_SI_QTY,SHC FP Equity_DX_SHORT_INTEREST_VALUE,SHC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SHC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SHC FP Equity_DX_SI_MV,SHC FP Equity_DX_DSS,SHC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SHC FP Equity_DX_SUPPLY_SI_QTY,SHC FP Equity_DX_BROKER_SI_QTY,SHC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SHC FP Equity_DX_BROKER_SI_MV_NEW_x,SHC FP Equity_DX_SUPPLY_SI_QTY_INC_x,SHC FP Equity_DX_BROKER_SI_MV_INC_x,SHC FP Equity_DX_BROKER_SI_QTY_ADD,SHC FP Equity_DX_BROKER_SI_QTY_NEW,SHC FP Equity_DX_SUPPLY_SI_MV_DEC,SHC FP Equity_DX_BROKER_SI_QTY_INC,SHC FP Equity_DX_SUPPLY_SI_QTY_DEC,SHC FP Equity_DX_BROKER_SI_MV_NEW_y,SHC FP Equity_DX_BROKER_SI_MV_INC_y,SHC FP Equity_DX_SUPPLY_SI_QTY_INC_y,SHC FP Equity_DX_BROKER_SI_MV_ADD,SHC FP Equity_DX_SUPPLY_SI_QTY_ADD,SHC FP Equity_DX_BROKER_SI_QTY_DEC,SHC FP Equity_DX_SUPPLY_SI_MV,SHC FP Equity_DX_BROKER_SI_MV_DEC,SHC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SHC FP Equity_DX_UTILIZATION_QUANTITY,SHC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SHC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SHC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SHC FP Equity_DX_ACTIVE_UTILIZATION_MV,SHC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SHC FP Equity_DX_BROKER_SI_CON_RATIO,SHC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SHC FP Equity_DX_DEMAND_SUPPLY_RATIO,SHC FP Equity_PX_LAST
2013-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110887.92,0.02,0.0,,0.0,,0.0,38.61
2013-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110284.8,0.02,0.0,,0.0,,0.0,38.4
2013-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110213.0,0.02,0.0,,0.0,,0.0,38.375
2013-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110213.0,0.02,0.0,,0.0,,0.0,
2013-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110213.0,0.02,0.0,,0.0,,0.0,
2013-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,108662.12,0.02,0.0,,0.0,,0.0,37.835
2013-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,108705.2,0.02,0.0,,0.0,,0.0,37.85
2013-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,108260.04,0.02,0.0,,0.0,,0.0,37.695
2014-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,108260.04,0.02,0.0,,0.0,,0.0,
2014-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15318.0,0.02,0.0,,0.0,,0.0,38.295
2014-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15244.0,0.02,0.0,,0.0,,0.0,38.11
2014-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15308.0,0.02,0.0,,0.0,,0.0,38.27
2014-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15192.0,0.02,0.0,,0.0,,0.0,37.98
2014-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15192.0,0.02,0.0,,0.0,,0.0,37.98
2014-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15306.0,0.02,0.0,,0.0,,0.0,38.265
2014-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15218.0,0.02,0.0,,0.0,,0.0,38.045
2014-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15176.0,0.02,0.0,,0.0,,0.0,37.94
2014-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15142.0,0.02,0.0,,0.0,,0.0,37.855
2014-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14938.0,0.02,0.0,,0.0,,0.0,37.345
2014-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14980.0,0.01,0.0,,0.0,,0.0,37.45
2014-01-17,20000.0,747200.0,0.66,2.82,0.75,,747200.0,0.0,20000.0,0.0,,,,20000.0,,,,,,,,0.75,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,50.0,37.36
2014-01-20,20000.0,748100.0,0.66,2.82,0.75,,748100.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,50.0,37.405
2014-01-21,20000.0,747800.0,0.7,2.82,0.75,,747800.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,50.0,37.39
2014-01-22,20000.0,747400.0,0.73,2.82,0.75,,747400.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,50.0,37.37
2014-01-23,20000.0,755000.0,0.8,2.82,0.75,,755000.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,50.0,37.75
2014-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,20000.0,0.0,0.75,0.0,0.0,400.0,15520.0,0.02,0.0,,0.0,,0.0,38.8
2014-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15592.0,0.02,0.0,,0.0,,0.0,38.98
2014-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15436.0,0.02,0.0,,0.0,,0.0,38.59
2014-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15538.0,0.02,0.0,,0.0,,0.0,38.845
2014-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15448.0,0.02,0.0,,0.0,,0.0,38.62
2014-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15502.0,0.02,0.0,,0.0,,0.0,38.755
2014-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15718.0,0.02,0.0,,0.0,,0.0,39.295
2014-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15682.0,0.02,0.0,,0.0,,0.0,39.205
2014-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15680.0,0.02,0.0,,0.0,,0.0,39.2
2014-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15412.0,0.02,0.0,,0.0,,0.0,38.53
2014-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15268.0,0.02,0.0,,0.0,,0.0,38.17
2014-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15236.0,0.02,0.0,,0.0,,0.0,38.09
2014-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15062.0,0.02,0.0,,0.0,,0.0,37.655
2014-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14986.0,0.02,0.0,,0.0,,0.0,37.465
2014-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14962.0,0.01,0.0,,0.0,,0.0,37.405
2014-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14870.0,0.01,0.0,,0.0,,0.0,37.175
2014-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14884.0,0.01,0.0,,0.0,,0.0,37.21
2014-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14900.0,0.01,0.0,,0.0,,0.0,37.25
2014-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14866.0,0.01,0.0,,0.0,,0.0,37.165
2014-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14814.0,0.01,0.0,,0.0,,0.0,37.035
2014-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14732.0,0.01,0.0,,0.0,,0.0,36.83
2014-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14608.0,0.01,0.0,,0.0,,0.0,36.52
2014-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14616.0,0.01,0.0,,0.0,,0.0,36.54
2014-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14664.0,0.01,0.0,,0.0,,0.0,36.66
2014-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14668.0,0.01,0.0,,0.0,,0.0,36.67
2014-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14646.0,0.01,0.0,,0.0,,0.0,36.615
2014-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15026.0,0.01,0.0,,0.0,,0.0,37.565
2014-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14662.0,0.02,0.0,,0.0,,0.0,36.655
2014-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14678.0,0.01,0.0,,0.0,,0.0,36.695
2014-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14588.0,0.01,0.0,,0.0,,0.0,36.47
2014-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14756.0,0.01,0.0,,0.0,,0.0,36.89
2014-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,14732.0,0.01,0.0,,0.0,,0.0,36.83
2014-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2522.0,93351.83,0.02,0.0,,0.0,,0.0,37.015
2014-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2522.0,94272.36,0.02,0.0,,0.0,,0.0,37.38
2014-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2522.0,95470.31,0.02,0.0,,0.0,,0.0,37.855
2014-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2522.0,96252.13,0.02,0.0,,0.0,,0.0,38.165
2014-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,247632.96,0.02,0.0,,0.0,,0.0,37.68
2014-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,245234.18,0.02,0.0,,0.0,,0.0,37.315
2014-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,245464.2,0.02,0.0,,0.0,,0.0,37.35
2014-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,244314.1,0.02,0.0,,0.0,,0.0,37.175
2014-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,243821.2,0.02,0.0,,0.0,,0.0,37.1
2014-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,246910.04,0.02,0.0,,0.0,,0.0,37.57
2014-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,243032.56,0.02,0.0,,0.0,,0.0,36.98
2014-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,240666.64,0.02,0.0,,0.0,,0.0,36.62
2014-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,240929.52,0.02,0.0,,0.0,,0.0,36.66
2014-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,239253.66,0.02,0.0,,0.0,,0.0,36.405
2014-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,240239.46,0.02,0.0,,0.0,,0.0,36.555
2014-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,238497.88,0.02,0.0,,0.0,,0.0,36.29
2014-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,238169.28,0.02,0.0,,0.0,,0.0,36.24
2014-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,237183.48,0.02,0.0,,0.0,,0.0,36.09
2014-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,235244.74,0.02,0.0,,0.0,,0.0,35.795
2014-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,237544.94,0.02,0.0,,0.0,,0.0,36.145
2014-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,238333.58,0.02,0.0,,0.0,,0.0,36.265
2014-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,237380.64,0.02,0.0,,0.0,,0.0,36.12
2014-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,238925.06,0.02,0.0,,0.0,,0.0,36.355
2014-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,241455.28,0.02,0.0,,0.0,,0.0,36.74
2014-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,240338.04,0.02,0.0,,0.0,,0.0,36.57
2014-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,242408.22,0.02,0.0,,0.0,,0.0,36.885
2014-04-16,400.0,14558.0,0.03,0.06,0.01,,7279.0,200.0,200.0,7279.0,,,,200.0,,,,,,,,0.01,200.0,,0.01,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0609,36.395
2014-04-17,400.0,14472.0,0.03,0.06,0.01,,7236.0,200.0,200.0,7236.0,,,,,,,,,,,,,,,0.01,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0609,36.18
2014-04-18,400.0,14472.0,0.03,0.06,0.01,,7236.0,200.0,200.0,7236.0,,,,,,,,,,,,,,,0.01,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0609,
2014-04-21,400.0,14472.0,0.03,0.06,0.01,,7236.0,200.0,200.0,7236.0,,,,,,,,,,,,,,,0.01,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0609,
2014-04-22,200.0,7152.0,0.02,0.03,0.01,,7152.0,0.0,200.0,0.0,,,,,,0.01,,200.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0304,35.76
2014-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,200.0,0.0,0.01,0.0,0.0,6572.0,236526.28,0.02,0.0,,0.0,,0.0,35.99
2014-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,235047.58,0.02,0.0,,0.0,,0.0,35.765
2014-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,236657.72,0.02,0.0,,0.0,,0.0,36.01
2014-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,235737.64,0.02,0.0,,0.0,,0.0,35.87
2014-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,233634.6,0.02,0.0,,0.0,,0.0,35.55
2014-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,233897.48,0.02,0.0,,0.0,,0.0,35.59
2014-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,233897.48,0.02,0.0,,0.0,,0.0,
2014-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,235047.58,0.02,0.0,,0.0,,0.0,35.765
2014-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,234620.4,0.02,0.0,,0.0,,0.0,35.7
2014-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,236526.28,0.02,0.0,,0.0,,0.0,35.99
2014-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,235211.88,0.02,0.0,,0.0,,0.0,35.79
2014-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,232155.9,0.02,0.0,,0.0,,0.0,35.325
2014-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,233470.3,0.02,0.0,,0.0,,0.0,35.525
2014-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,231564.42,0.02,0.0,,0.0,,0.0,35.235
2014-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,230874.36,0.02,0.0,,0.0,,0.0,35.13
2014-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,230841.5,0.02,0.0,,0.0,,0.0,35.125
2014-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,233536.02,0.02,0.0,,0.0,,0.0,35.535
2014-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,232681.66,0.02,0.0,,0.0,,0.0,35.405
2014-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,232024.46,0.02,0.0,,0.0,,0.0,35.305
2014-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,232484.5,0.02,0.0,,0.0,,0.0,35.375
2014-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,231564.42,0.02,0.0,,0.0,,0.0,35.235
2014-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,231104.38,0.02,0.0,,0.0,,0.0,35.165
2014-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,230348.6,0.02,0.0,,0.0,,0.0,35.05
2014-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,228607.02,0.02,0.0,,0.0,,0.0,34.785
2014-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,228245.56,0.02,0.0,,0.0,,0.0,34.73
2014-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,228146.98,0.02,0.0,,0.0,,0.0,34.715
2014-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,227916.96,0.02,0.0,,0.0,,0.0,34.68
2014-05-30,10000.0,347700.0,0.59,1.81,0.35,,347700.0,0.0,10000.0,0.0,,,,10000.0,,,,,,,,0.35,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,1.5216,34.77
2014-06-02,10000.0,346950.0,0.52,1.81,0.35,,346950.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,1.5216,34.695
2014-06-03,10000.0,347800.0,0.47,1.62,0.35,,347800.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,1.5216,34.78
2014-06-04,10000.0,347950.0,0.45,1.54,0.35,,347950.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,1.5216,34.795
2014-06-05,10000.0,344300.0,0.46,1.54,0.35,,344300.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,1.5216,34.43
2014-06-06,10000.0,341850.0,0.45,1.54,0.35,,341850.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.79,0.5,50.21,1.5216,34.185
2014-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10000.0,0.0,0.35,0.0,0.0,6572.0,224170.92,0.02,0.0,,0.0,,0.0,34.11
2014-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,223973.76,0.02,0.0,,0.0,,0.0,34.08
2014-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6572.0,225682.48,0.02,0.0,,0.0,,0.0,34.34
