,MTD FP Equity_DX_SI_QTY,MTD FP Equity_DX_SHORT_INTEREST_VALUE,MTD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTD FP Equity_DX_SI_MV,MTD FP Equity_DX_DSS,MTD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTD FP Equity_DX_SUPPLY_SI_QTY,MTD FP Equity_DX_BROKER_SI_QTY,MTD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTD FP Equity_DX_BROKER_SI_MV_NEW_x,MTD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTD FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTD FP Equity_DX_BROKER_SI_MV_INC_x,MTD FP Equity_DX_SUPPLY_SI_MV_NEW,MTD FP Equity_DX_BROKER_SI_QTY_ADD,MTD FP Equity_DX_BROKER_SI_QTY_NEW,MTD FP Equity_DX_SUPPLY_SI_MV_DEC,MTD FP Equity_DX_BROKER_SI_QTY_INC,MTD FP Equity_DX_SUPPLY_SI_QTY_DEC,MTD FP Equity_DX_BROKER_SI_MV_NEW_y,MTD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTD FP Equity_DX_BROKER_SI_MV_INC_y,MTD FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTD FP Equity_DX_BROKER_SI_MV_ADD,MTD FP Equity_DX_SUPPLY_SI_QTY_ADD,MTD FP Equity_DX_BROKER_SI_QTY_DEC,MTD FP Equity_DX_SUPPLY_SI_MV,MTD FP Equity_DX_BROKER_SI_MV_DEC,MTD FP Equity_DX_SUPPLY_SI_MV_RMV,MTD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTD FP Equity_DX_UTILIZATION_QUANTITY,MTD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTD FP Equity_DX_ACTIVE_UTILIZATION_MV,MTD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTD FP Equity_DX_BROKER_SI_CON_RATIO,MTD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTD FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-04-01,188.0,19805.8,0.02,0.01,0.02,,19805.8,0.0,188.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-04-02,188.0,19787.0,0.02,0.01,0.02,,19787.0,0.0,188.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2008-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,127200.0,13076160.0,,13.09,0.0,,0.0,,0.0
2008-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,308210.52,,0.31,0.0,,0.0,,0.0
2008-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,308446.2,,0.31,0.0,,0.0,,0.0
2008-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,308770.26,,0.31,0.0,,0.0,,0.0
2008-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,308740.8,,0.31,0.0,,0.0,,0.0
2008-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,309418.38,,0.31,0.0,,0.0,,0.0
2008-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,310390.56,,0.31,0.0,,0.0,,0.0
2008-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,310596.78,,0.31,0.0,,0.0,,0.0
2008-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,310803.0,,0.31,0.0,,0.0,,0.0
2008-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,309948.66,,0.31,0.0,,0.0,,0.0
2008-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,310626.24,,0.31,0.0,,0.0,,0.0
2008-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312629.52,,0.31,0.0,,0.0,,0.0
2008-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,311392.2,,0.31,0.0,,0.0,,0.0
2008-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,309359.46,,0.31,0.0,,0.0,,0.0
2008-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,310361.1,,0.31,0.0,,0.0,,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,310803.0,,0.31,0.0,,0.0,,0.0
2008-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,309064.86,,0.31,0.0,,0.0,,0.0
2008-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,310803.0,,0.31,0.0,,0.0,,0.0
2008-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312010.86,,0.31,0.0,,0.0,,0.0
2008-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312924.12,,0.31,0.0,,0.0,,0.0
2008-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312187.62,,0.31,0.0,,0.0,,0.0
2008-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312393.84,,0.31,0.0,,0.0,,0.0
2008-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312629.52,,0.31,0.0,,0.0,,0.0
2008-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312717.9,,0.31,0.0,,0.0,,0.0
2008-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,311539.5,,0.31,0.0,,0.0,,0.0
2008-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312217.08,,0.31,0.0,,0.0,,0.0
2008-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,313454.4,,0.31,0.0,,0.0,,0.0
2008-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312187.62,,0.31,0.0,,0.0,,0.0
2008-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,311244.9,,0.31,0.0,,0.0,,0.0
2008-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,308092.68,,0.31,0.0,,0.0,,0.0
2008-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,308564.04,,0.31,0.0,,0.0,,0.0
2008-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,307857.0,,0.31,0.0,,0.0,,0.0
2008-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,310095.96,,0.31,0.0,,0.0,,0.0
2008-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,308888.1,,0.31,0.0,,0.0,,0.0
2008-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,310095.96,,0.31,0.0,,0.0,,0.0
2008-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312747.36,,0.31,0.0,,0.0,,0.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312894.66,,0.31,0.0,,0.0,,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312364.38,,0.31,0.0,,0.0,,0.0
2008-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,313307.1,,0.31,0.0,,0.0,,0.0
2008-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22946.0,2451550.64,,2.44,0.0,,0.0,,0.0
2008-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,317402.04,,0.31,0.0,,0.0,,0.0
2008-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,318462.6,,0.31,0.0,,0.0,,0.0
2008-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,316901.22,,0.31,0.0,,0.0,,0.0
2008-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,315015.78,,0.32,0.0,,0.0,,0.0
2008-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312511.68,,0.32,0.0,,0.0,,0.0
2008-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,311362.74,,0.31,0.0,,0.0,,0.0
2008-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312924.12,,0.31,0.0,,0.0,,0.0
2008-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,312305.46,,0.31,0.0,,0.0,,0.0
2008-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,313307.1,,0.31,0.0,,0.0,,0.0
2008-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,313955.22,,0.31,0.0,,0.0,,0.0
2008-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,314338.2,,0.31,0.0,,0.0,,0.0
2008-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,315487.14,,0.31,0.0,,0.0,,0.0
2008-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,318315.3,,0.32,0.0,,0.0,,0.0
2008-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,318226.92,,0.32,0.0,,0.0,,0.0
2008-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,318374.22,,0.32,0.0,,0.0,,0.0
2008-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,317578.8,,0.32,0.0,,0.0,,0.0
2008-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,317549.34,,0.32,0.0,,0.0,,0.0
2008-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,316312.02,,0.32,0.0,,0.0,,0.0
2008-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,315929.04,,0.32,0.0,,0.0,,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,313778.46,,0.32,0.0,,0.0,,0.0
2008-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,314014.14,,0.31,0.0,,0.0,,0.0
2008-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,313866.84,,0.32,0.0,,0.0,,0.0
2008-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,316488.78,,0.31,0.0,,0.0,,0.0
2008-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,315604.98,,0.32,0.0,,0.0,,0.0
2008-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,319641.0,,0.32,0.0,,0.0,,0.0
2008-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,320023.98,,0.32,0.0,,0.0,,0.0
2008-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,320672.1,,0.32,0.0,,0.0,,0.0
2008-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,320907.78,,0.32,0.0,,0.0,,0.0
2008-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,320613.18,,0.3,0.0,,0.0,,0.0
2008-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,321673.74,,0.32,0.0,,0.0,,0.0
2008-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,321526.44,,0.32,0.0,,0.0,,0.0
2008-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,321526.44,,0.32,0.0,,0.0,,0.0
2008-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,323382.42,,0.32,0.0,,0.0,,0.0
2008-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,326004.36,,0.32,0.0,,0.0,,0.0
2008-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,325857.06,,0.33,0.0,,0.0,,0.0
2008-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,325444.62,,0.33,0.0,,0.0,,0.0
2008-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,325680.3,,0.33,0.0,,0.0,,0.0
2008-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,328125.48,,0.33,0.0,,0.0,,0.0
2008-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,327624.66,,0.33,0.0,,0.0,,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,328891.44,,0.33,0.0,,0.0,,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,328832.52,,0.33,0.0,,0.0,,0.0
2008-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,331601.76,,0.33,0.0,,0.0,,0.0
2008-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,331925.82,,0.33,0.0,,0.0,,0.0
2008-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,331454.46,,0.33,0.0,,0.0,,0.0
2008-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,331807.98,,0.33,0.0,,0.0,,0.0
2008-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,328007.64,,0.33,0.0,,0.0,,0.0
2008-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24446.0,2708861.26,,2.73,0.0,,0.0,,0.0
2008-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,327006.0,,0.33,0.0,,0.0,,0.0
2008-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,327006.0,,0.33,0.0,,0.0,,0.0
2008-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,327830.88,,0.33,0.0,,0.0,,0.0
2008-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,326357.88,,0.33,0.0,,0.0,,0.0
2008-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,327418.44,,0.33,0.0,,0.0,,0.0
2008-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,331896.36,,0.33,0.0,,0.0,,0.0
2008-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,331896.36,,0.33,0.0,,0.0,,0.0
2008-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,330983.1,,0.33,0.0,,0.0,,0.0
2008-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,333428.28,,0.33,0.0,,0.0,,0.0
2008-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,333222.06,,0.33,0.0,,0.0,,0.0
2008-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2946.0,333222.06,,0.33,0.0,,0.0,,0.0
