,EEMU FP Equity_DX_SI_QTY,EEMU FP Equity_DX_SHORT_INTEREST_VALUE,EEMU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEMU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEMU FP Equity_DX_SI_MV,EEMU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEMU FP Equity_DX_SUPPLY_SI_QTY,EEMU FP Equity_DX_BROKER_SI_QTY,EEMU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEMU FP Equity_DX_SUPPLY_SI_QTY_INC_x,EEMU FP Equity_DX_BROKER_SI_MV_INC_x,EEMU FP Equity_DX_BROKER_SI_QTY_ADD,EEMU FP Equity_DX_SUPPLY_SI_MV_DEC,EEMU FP Equity_DX_BROKER_SI_QTY_INC,EEMU FP Equity_DX_SUPPLY_SI_QTY_DEC,EEMU FP Equity_DX_BROKER_SI_MV_INC_y,EEMU FP Equity_DX_SUPPLY_SI_QTY_INC_y,EEMU FP Equity_DX_BROKER_SI_MV_ADD,EEMU FP Equity_DX_SUPPLY_SI_QTY_ADD,EEMU FP Equity_DX_BROKER_SI_QTY_DEC,EEMU FP Equity_DX_SUPPLY_SI_MV,EEMU FP Equity_DX_BROKER_SI_MV_DEC,EEMU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEMU FP Equity_DX_UTILIZATION_QUANTITY,EEMU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEMU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEMU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEMU FP Equity_DX_ACTIVE_UTILIZATION_MV,EEMU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEMU FP Equity_DX_BROKER_SI_CON_RATIO,EEMU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEMU FP Equity_DX_DEMAND_SUPPLY_RATIO,EEMU FP Equity_PX_LAST
2019-07-15,2688.0,26992.9,0.14,0.02,0.03,26992.9,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.042
2019-07-16,2688.0,27121.92,0.14,0.02,0.03,27121.92,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.09
2019-07-17,2688.0,26987.52,0.14,0.02,0.03,26987.52,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.04
2019-07-18,2688.0,26828.93,0.14,0.02,0.03,26828.93,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.981
2019-07-19,2688.0,26820.86,0.14,0.02,0.03,26820.86,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.978
2019-07-22,2688.0,26896.13,0.14,0.02,0.03,26896.13,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.006
2019-07-23,2688.0,27234.82,0.14,0.02,0.03,27234.82,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.132
2019-07-24,2688.0,27304.7,0.14,0.02,0.03,27304.7,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.158
2019-07-25,2688.0,27154.18,0.14,0.02,0.03,27154.18,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.102
2019-07-26,9028.0,91525.86,0.46,0.06,0.09,91525.86,0.0,9028.0,0.0,,0.06,,,6340.0,,0.06,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.138
2019-07-29,9028.0,91345.3,0.41,0.05,0.09,91345.3,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.118
2019-07-30,9028.0,89810.54,0.4,0.05,0.09,89810.54,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.948
2019-07-31,9028.0,89927.91,0.21,0.05,0.09,89927.91,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.961
2019-08-01,9028.0,90605.01,0.21,0.05,0.09,90605.01,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.036
2019-08-02,9028.0,87977.86,0.21,0.05,0.09,87977.86,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.745
2019-08-05,9028.0,86072.95,0.21,0.05,0.09,86072.95,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.534
2019-08-06,9028.0,85747.94,0.22,0.05,0.09,85747.94,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.498
2019-08-07,9028.0,86145.18,0.22,0.05,0.09,86145.18,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.542
2019-08-08,9028.0,87806.33,0.22,0.05,0.09,87806.33,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.726
2019-08-09,9028.0,86668.8,0.21,0.05,0.09,86668.8,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.6
2019-08-12,9028.0,86379.9,0.24,0.05,0.09,86379.9,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.568
2019-08-13,9028.0,86876.44,0.24,0.05,0.09,86876.44,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.623
2019-08-14,9028.0,85170.15,0.24,0.05,0.09,85170.15,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.434
2019-08-15,9028.0,84790.98,0.24,0.05,0.08,84790.98,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.392
2019-08-16,9028.0,86072.95,0.24,0.05,0.09,86072.95,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.534
2019-08-19,9028.0,87192.42,0.24,0.05,0.09,87192.42,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.658
2019-08-20,9028.0,86551.44,0.25,0.05,0.09,86551.44,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.587
2019-08-21,9028.0,87842.44,0.25,0.05,0.09,87842.44,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.73
2019-08-22,9028.0,87354.93,0.25,0.05,0.09,87354.93,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.676
2019-08-23,9028.0,86388.93,0.25,0.05,0.09,86388.93,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.569
2019-08-26,9028.0,86732.0,0.25,0.05,0.09,86732.0,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.607
2019-08-27,9028.0,87291.73,0.23,0.05,0.09,87291.73,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.669
2019-08-28,9028.0,87020.89,0.23,0.05,0.09,87020.89,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.639
2019-08-29,9028.0,88203.56,0.23,0.05,0.09,88203.56,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.77
2019-08-30,9028.0,88835.52,0.23,0.05,0.09,88835.52,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.84
2019-09-02,9028.0,88925.8,0.23,0.05,0.09,88925.8,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.85
2019-09-03,9028.0,88654.96,0.24,0.05,0.09,88654.96,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.82
2019-09-04,9028.0,89611.93,0.24,0.05,0.09,89611.93,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.926
2019-09-05,9028.0,90478.62,0.24,0.05,0.09,90478.62,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.022
2019-09-06,9028.0,90749.46,0.24,0.05,0.09,90749.46,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.052
2019-09-09,9028.0,90785.57,0.19,0.05,0.09,90785.57,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.056
2019-09-10,9028.0,90893.9,0.19,0.05,0.09,90893.9,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.068
2019-09-11,9028.0,91345.3,0.35,0.05,0.09,91345.3,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.118
2019-09-12,9028.0,91832.82,0.36,0.05,0.09,91832.82,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.172
2019-09-13,9028.0,92139.77,0.33,0.05,0.09,92139.77,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.206
2019-09-16,9028.0,91399.47,0.35,0.05,0.09,91399.47,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.124
2019-09-17,9028.0,91273.08,0.36,0.05,0.09,91273.08,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.11
2019-09-18,9028.0,91381.42,0.36,0.05,0.09,91381.42,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.122
2019-09-19,9028.0,91905.04,0.36,0.05,0.09,91905.04,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.18
2019-09-20,9028.0,92175.88,0.37,0.05,0.09,92175.88,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.21
2019-09-23,9028.0,91255.02,0.37,0.05,0.09,91255.02,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.108
2019-09-24,9028.0,91218.91,0.3,0.05,0.09,91218.91,0.0,9028.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.104
2019-09-25,2688.0,26992.9,0.09,0.02,0.03,26992.9,0.0,2688.0,0.0,,,,,,,,,,,6340.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.042
2019-09-26,2688.0,27154.18,0.09,0.02,0.03,27154.18,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.102
2019-09-27,2688.0,27277.82,0.09,0.02,0.03,27277.82,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.148
2019-09-30,2688.0,27444.48,0.09,0.02,0.03,27444.48,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.21
2019-10-01,2688.0,27089.66,0.02,0.02,0.03,27089.66,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.078
2019-10-02,2688.0,26342.4,0.01,0.02,0.03,26342.4,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.8
2019-10-03,2688.0,26361.22,0.01,0.02,0.03,26361.22,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.807
2019-10-04,2688.0,26619.26,0.01,0.02,0.03,26619.26,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.903
2019-10-07,2688.0,26804.74,0.01,0.02,0.03,26804.74,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.972
2019-10-08,2688.0,26460.67,0.01,0.02,0.03,26460.67,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.844
2019-10-09,2688.0,26667.65,0.01,0.02,0.03,26667.65,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.921
2019-10-10,2688.0,26906.88,0.01,0.02,0.03,26906.88,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.01
2019-10-11,2688.0,27433.73,0.01,0.02,0.03,27433.73,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.206
2019-10-14,2688.0,27347.71,0.01,0.02,0.03,27347.71,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.174
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.288
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.286
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.27
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.24
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.306
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.318
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.312
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.354
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.358
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.382
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.37
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.374
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.338
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.412
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.528
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.558
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.586
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.63
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.598
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.636
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.586
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.556
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.624
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.612
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.584
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.562
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.522
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.554
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.626
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.638
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.652
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.618
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.396
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.36
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.492
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.47
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.584
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.54
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.536
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.566
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.61
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.664
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.778
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.74
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.724
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.742
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.808
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.828
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.82
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.828
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.708
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.698
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.878
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.804
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.746
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.782
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.834
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.872
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.862
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.866
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.858
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.858
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.866
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.964
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.918
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.884
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.812
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.91
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.638
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.764
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.68
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.526
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.596
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.774
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.912
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.008
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.954
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.946
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.044
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.134
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.12
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.116
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.142
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.19
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.082
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.014
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.59
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.382
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.406
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.048
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.696
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.711
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.828
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.946
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.418
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.666
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.507
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.475
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.424
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.544
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.104
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.285
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.892
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.126
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.412
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.186
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.844
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.042
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.186
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.874
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.959
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.035
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.743
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.781
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.699
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.047
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.232
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.238
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.388
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.423
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.118
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.129
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.344
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.375
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.097
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.221
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.299
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.189
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.383
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.518
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.707
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.565
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.241
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.423
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.358
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.465
