,DKUPL FP Equity_DX_SI_QTY,DKUPL FP Equity_DX_SHORT_INTEREST_VALUE,DKUPL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DKUPL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DKUPL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DKUPL FP Equity_DX_SI_MV,DKUPL FP Equity_DX_DSS,DKUPL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DKUPL FP Equity_DX_SUPPLY_SI_QTY,DKUPL FP Equity_DX_BROKER_SI_QTY,DKUPL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DKUPL FP Equity_DX_SUPPLY_SI_QTY_INC_x,DKUPL FP Equity_DX_BROKER_SI_MV_INC_x,DKUPL FP Equity_DX_BROKER_SI_QTY_ADD,DKUPL FP Equity_DX_SUPPLY_SI_MV_DEC,DKUPL FP Equity_DX_BROKER_SI_QTY_INC,DKUPL FP Equity_DX_SUPPLY_SI_QTY_DEC,DKUPL FP Equity_DX_BROKER_SI_MV_INC_y,DKUPL FP Equity_DX_SUPPLY_SI_QTY_INC_y,DKUPL FP Equity_DX_BROKER_SI_MV_ADD,DKUPL FP Equity_DX_SUPPLY_SI_QTY_ADD,DKUPL FP Equity_DX_BROKER_SI_QTY_DEC,DKUPL FP Equity_DX_SUPPLY_SI_MV,DKUPL FP Equity_DX_BROKER_SI_MV_DEC,DKUPL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DKUPL FP Equity_DX_UTILIZATION_QUANTITY,DKUPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DKUPL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DKUPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DKUPL FP Equity_DX_ACTIVE_UTILIZATION_MV,DKUPL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DKUPL FP Equity_DX_BROKER_SI_CON_RATIO,DKUPL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DKUPL FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-05-12,1104.0,30580.8,0.11,0.8,0.03,0.03,0.0,15290.4,552.0,552.0,15290.4,12.0,0.0,,,12.0,,0.0,12.0,,,,0.02,,100.0,17.14,0.0,0.0,0.0,100.0,32.17,0.5636,67.83,0.3428
2023-05-15,1052.0,29140.4,0.1,0.75,0.03,0.03,0.0,14570.2,526.0,526.0,14570.2,,,,0.0,,26.0,,,,,26.0,0.01,0.0,100.0,16.46,0.0,0.0,0.0,100.0,28.9,0.5891,71.1,0.3293
2023-05-16,1052.0,29456.0,0.1,0.76,0.03,0.03,0.0,14728.0,526.0,526.0,14728.0,,,,,,,,,,,,0.01,,100.0,23.61,0.0,0.0,0.0,100.0,28.79,0.59,71.21,0.4722
2023-05-17,1086.0,31276.8,0.1,0.79,0.03,0.03,0.0,15638.4,543.0,543.0,15638.4,17.0,0.0,,,17.0,,0.0,17.0,,,,0.02,,100.0,24.19,0.0,0.0,0.0,100.0,30.82,0.5736,69.18,0.4837
2023-05-18,1086.0,31276.8,0.1,0.78,0.03,0.03,0.0,15638.4,543.0,543.0,15638.4,,,,,,,,,,,,0.02,,100.0,19.94,0.0,0.0,0.0,100.0,31.12,0.5713,68.88,0.3988
2023-05-19,1100.0,31460.0,0.11,0.84,0.03,0.03,0.0,15730.0,550.0,550.0,15730.0,7.0,0.0,,,7.0,,0.0,7.0,,,,0.02,,100.0,25.03,0.0,0.0,0.0,100.0,32.08,0.5643,67.92,0.5007
2023-05-22,1100.0,31790.0,0.11,0.85,0.03,0.03,0.0,15895.0,550.0,550.0,15895.0,,,,,,,,,,,,0.02,,100.0,25.03,0.0,0.0,0.0,100.0,31.89,0.5656,68.11,0.5007
2023-05-23,1100.0,31790.0,0.11,0.86,0.03,0.03,0.0,15895.0,550.0,550.0,15895.0,,,,,,,,,,,,0.02,,100.0,25.03,0.0,0.0,0.0,100.0,32.0,0.5648,68.0,0.5007
2023-05-24,1108.0,31245.6,0.11,0.85,0.03,0.03,0.0,15622.8,554.0,554.0,15622.8,4.0,0.0,,,4.0,,0.0,4.0,,,,0.02,,100.0,24.66,0.0,0.0,0.0,100.0,32.76,0.5595,67.24,0.4931
2023-05-25,1088.0,32096.0,0.1,0.84,0.03,0.03,0.0,16048.0,544.0,544.0,16048.0,,,,0.0,,10.0,,,,,10.0,0.02,0.0,100.0,24.21,0.0,0.0,0.0,100.0,30.76,0.574,69.24,0.4842
2023-05-26,1030.0,29252.0,0.1,0.77,0.02,0.03,0.0,14626.0,515.0,515.0,14626.0,,,,0.0,,29.0,,,,,29.0,0.02,0.0,100.0,22.92,0.0,0.0,0.0,100.0,27.75,0.599,72.25,0.4584
2023-05-29,1016.0,29057.6,0.1,0.72,0.02,0.03,0.0,14528.8,508.0,508.0,14528.8,,,,0.0,,7.0,,,,,7.0,0.01,0.0,100.0,21.64,0.0,0.0,0.0,100.0,26.31,0.6122,73.69,0.4329
2023-05-30,756.0,21621.6,0.07,0.53,0.02,0.02,0.0,10810.8,378.0,378.0,10810.8,,,,0.0,,130.0,,,,,130.0,0.01,0.0,100.0,17.61,0.0,0.0,0.0,100.0,1.06,0.9791,98.94,0.3521
2023-05-31,756.0,21999.6,0.07,0.53,0.02,0.02,0.0,10999.8,378.0,378.0,10999.8,,,,,,,,,,,,0.01,,100.0,17.61,0.0,0.0,0.0,100.0,1.05,0.9792,98.95,0.3521
2023-06-01,748.0,22365.2,0.07,0.53,0.02,0.02,0.0,11182.6,374.0,374.0,11182.6,,,,0.0,,4.0,,,,,4.0,0.01,0.0,100.0,17.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.3484
2023-06-02,1594.0,48457.6,0.15,0.99,0.04,0.05,0.0,24228.8,797.0,797.0,24228.8,423.0,0.01,49.0,,374.0,,0.01,423.0,0.0,,,0.02,,100.0,32.61,0.0,0.0,0.0,100.0,6.1,0.8854,93.9,0.6522
2023-06-05,1594.0,48457.6,0.15,1.07,0.04,0.05,0.0,24228.8,797.0,797.0,24228.8,,,,,,,,,,,,0.02,,100.0,32.61,0.0,0.0,0.0,100.0,6.15,0.8846,93.85,0.6522
2023-06-06,1768.0,54808.0,0.17,1.16,0.04,0.05,0.0,27404.0,884.0,884.0,27404.0,87.0,0.0,,,87.0,,0.0,87.0,,,,0.03,,100.0,34.93,0.0,0.0,0.0,100.0,15.26,0.7414,84.74,0.6985
2023-06-07,6716.0,207524.4,0.65,4.28,0.16,0.21,0.0,103762.2,3358.0,3358.0,103762.2,2474.0,0.08,,,2474.0,,0.08,2474.0,,,,0.1,,100.0,67.09,0.0,0.0,0.0,100.0,33.38,0.5553,66.62,1.3419
2023-06-08,6716.0,211554.0,0.65,3.81,0.16,0.21,0.0,105777.0,3358.0,3358.0,105777.0,,,,,,,,,,,,0.1,,100.0,67.09,0.0,0.0,0.0,100.0,33.63,0.5536,66.37,1.3419
2023-06-09,6716.0,211554.0,0.65,4.09,0.16,0.21,0.0,105777.0,3358.0,3358.0,105777.0,,,,,,,,,,,,0.11,,100.0,67.09,0.0,0.0,0.0,100.0,33.41,0.555,66.59,1.3419
2023-06-12,6618.0,209790.6,0.64,3.95,0.16,0.21,0.0,104895.3,3309.0,3309.0,104895.3,,,,0.0,,49.0,,,,,49.0,0.1,0.0,100.0,66.77,0.0,0.0,0.0,100.0,33.98,0.5513,66.02,1.3354
2023-06-13,6618.0,210452.4,0.64,3.94,0.16,0.21,0.0,105226.2,3309.0,3309.0,105226.2,,,,,,,,,,,,0.1,,100.0,66.77,0.0,0.0,0.0,100.0,33.94,0.5516,66.06,1.3354
2023-06-14,6444.0,208785.6,0.62,3.94,0.15,0.21,0.0,104392.8,3222.0,3222.0,104392.8,,,,0.0,,87.0,,,,,87.0,0.1,0.0,100.0,66.17,0.0,0.0,0.0,100.0,35.04,0.5448,64.96,1.3235
2023-06-15,5749.0,186267.6,0.56,3.99,0.14,0.19,0.0,81874.8,3222.0,2527.0,104392.8,,,,,,,,,,,695.0,0.1,0.02,100.0,66.17,0.0,0.0,0.0,100.0,26.94,0.6063,73.06,1.1807
2023-06-16,5054.0,163749.6,0.49,3.47,0.12,0.16,0.0,81874.8,2527.0,2527.0,81874.8,,,,0.02,,695.0,,,,,,0.08,,100.0,51.9,0.0,0.0,0.0,100.0,16.9,0.7192,83.1,1.038
2023-06-19,5054.0,163749.6,0.49,3.37,0.12,0.16,0.0,81874.8,2527.0,2527.0,81874.8,,,,,,,,,,,,0.08,,100.0,60.54,0.0,0.0,0.0,100.0,16.9,0.7192,83.1,1.2108
2023-06-20,854.0,27259.69,0.08,0.51,0.02,0.03,0.0,13629.84,427.0,427.0,13629.84,,,,0.07,,2100.0,,,,,2100.0,0.01,0.07,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-06-21,854.0,27242.6,0.08,0.52,0.02,0.03,0.0,13621.3,427.0,427.0,13621.3,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-06-22,854.0,26901.0,0.08,0.52,0.02,0.03,0.0,13450.5,427.0,427.0,13450.5,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-06-23,930.0,29853.0,0.09,0.58,0.02,0.03,0.0,14926.5,465.0,465.0,14926.5,38.0,,38.0,,,,,38.0,0.0,,,0.01,,100.0,22.02,0.0,0.0,0.0,100.0,8.1,0.8511,91.9,0.4403
2023-06-26,930.0,29481.0,0.09,0.49,0.02,0.03,0.0,14740.5,465.0,465.0,14740.5,,,,,,,,,,,,0.01,,100.0,22.02,0.0,0.0,0.0,100.0,8.22,0.8491,91.78,0.4403
2023-06-27,1096.0,33537.6,0.11,0.55,0.03,0.03,0.0,16768.8,548.0,548.0,16768.8,83.0,0.0,,,83.0,,0.0,83.0,,,,0.02,,100.0,24.39,0.0,0.0,0.0,100.0,22.38,0.6525,77.62,0.4878
2023-06-28,1096.0,34195.2,0.11,0.54,0.03,0.03,0.0,17097.6,548.0,548.0,17097.6,,,,,,,,,,,,0.02,,100.0,22.39,0.0,0.0,0.0,100.0,21.91,0.6578,78.09,0.4479
2023-06-29,1096.0,34195.2,0.11,0.53,0.03,0.03,0.0,17097.6,548.0,548.0,17097.6,,,,,,,,,,,,0.02,,100.0,22.39,0.0,0.0,0.0,100.0,22.08,0.6559,77.92,0.4479
2023-06-30,1096.0,34195.2,0.11,0.52,0.03,0.03,0.0,17097.6,548.0,548.0,17097.6,,,,,,,,,,,,0.02,,100.0,22.39,0.0,0.0,0.0,100.0,22.08,0.6559,77.92,0.4479
2023-07-03,1020.0,31824.0,0.1,0.49,0.02,0.03,0.0,15912.0,510.0,510.0,15912.0,,,,0.0,,38.0,,,,,38.0,0.02,0.0,100.0,20.84,0.0,0.0,0.0,100.0,16.27,0.7275,83.73,0.4168
2023-07-04,1020.0,32130.0,0.1,0.46,0.02,0.03,0.0,16065.0,510.0,510.0,16065.0,,,,,,,,,,,,0.02,,100.0,20.84,0.0,0.0,0.0,100.0,16.24,0.7279,83.76,0.4168
2023-07-05,854.0,26901.0,0.08,0.4,0.02,0.03,0.0,13450.5,427.0,427.0,13450.5,,,,0.0,,83.0,,,,,83.0,0.01,0.0,100.0,17.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.349
2023-07-06,854.0,26730.2,0.08,0.41,0.02,0.03,0.0,13365.1,427.0,427.0,13365.1,,,,,,,,,,,,0.01,,100.0,17.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.349
2023-07-07,854.0,26986.4,0.08,0.41,0.02,0.03,0.0,13493.2,427.0,427.0,13493.2,,,,,,,,,,,,0.01,,100.0,17.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.349
2023-07-10,854.0,26986.4,0.08,0.43,0.02,0.03,0.0,13493.2,427.0,427.0,13493.2,,,,,,,,,,,,0.01,,100.0,17.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.349
2023-07-11,854.0,26901.0,0.08,0.43,0.02,0.03,0.0,13450.5,427.0,427.0,13450.5,,,,,,,,,,,,0.01,,100.0,18.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.3639
2023-07-12,854.0,26901.0,0.08,0.42,0.02,0.03,0.0,13450.5,427.0,427.0,13450.5,,,,,,,,,,,,0.01,,100.0,17.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.349
2023-07-13,854.0,26730.2,0.08,0.42,0.02,0.03,0.0,13365.1,427.0,427.0,13365.1,,,,,,,,,,,,0.01,,100.0,17.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.349
2023-07-14,854.0,25790.8,0.08,0.45,0.02,0.03,0.0,12895.4,427.0,427.0,12895.4,,,,,,,,,,,,0.01,,100.0,17.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.349
2023-07-17,854.0,25790.8,0.08,0.46,0.02,0.03,0.0,12895.4,427.0,427.0,12895.4,,,,,,,,,,,,0.01,,100.0,18.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.3639
2023-07-18,854.0,25705.4,0.08,0.47,0.02,0.03,0.0,12852.7,427.0,427.0,12852.7,,,,,,,,,,,,0.01,,100.0,19.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.3801
2023-07-19,854.0,25790.8,0.08,0.49,0.02,0.03,0.0,12895.4,427.0,427.0,12895.4,,,,,,,,,,,,0.01,,100.0,17.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.349
2023-07-20,854.0,26474.0,0.08,0.56,0.02,0.03,0.0,13237.0,427.0,427.0,13237.0,,,,,,,,,,,,0.01,,100.0,18.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.3639
2023-07-21,854.0,26132.4,0.08,0.55,0.02,0.03,0.0,13066.2,427.0,427.0,13066.2,,,,,,,,,,,,0.01,,100.0,18.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.3639
2023-07-24,880.0,27192.0,0.1,0.58,0.02,0.03,0.0,13596.0,440.0,440.0,13596.0,13.0,,13.0,,,,,13.0,0.0,,,0.01,,100.0,18.75,0.0,0.0,0.0,100.0,2.94,0.9429,97.06,0.3749
2023-07-25,880.0,27368.0,0.1,0.59,0.02,0.03,0.0,13684.0,440.0,440.0,13684.0,,,,,,,,,,,,0.01,,100.0,17.98,0.0,0.0,0.0,100.0,2.95,0.9428,97.05,0.3596
2023-07-26,1034.0,32054.0,0.12,0.67,0.02,0.03,0.0,16027.0,517.0,517.0,16027.0,77.0,0.0,,,77.0,,0.0,77.0,,,,0.02,,100.0,21.13,0.0,0.0,0.0,100.0,17.43,0.7121,82.57,0.4226
2023-07-27,1034.0,32364.2,0.12,0.62,0.02,0.03,0.0,16182.1,517.0,517.0,16182.1,,,,,,,,,,,,0.02,,100.0,23.01,0.0,0.0,0.0,100.0,17.34,0.7134,82.66,0.4602
2023-07-28,1034.0,32364.2,0.12,0.62,0.02,0.03,0.0,16182.1,517.0,517.0,16182.1,,,,,,,,,,,,0.02,,100.0,23.01,0.0,0.0,0.0,100.0,17.41,0.7124,82.59,0.4602
2023-07-31,1034.0,32054.0,0.12,0.64,0.02,0.03,0.0,16027.0,517.0,517.0,16027.0,,,,,,,,,,,,0.02,,100.0,23.89,0.0,0.0,0.0,100.0,17.48,0.7115,82.52,0.4778
2023-08-01,1008.0,31248.0,0.12,0.67,0.02,0.03,0.0,15624.0,504.0,504.0,15624.0,,,,0.0,,13.0,,,,,13.0,0.02,0.0,100.0,23.43,0.0,0.0,0.0,100.0,15.28,0.7411,84.72,0.4686
2023-08-02,1008.0,31348.8,0.12,0.68,0.02,0.03,0.0,15674.4,504.0,504.0,15674.4,,,,,,,,,,,,0.02,,100.0,23.43,0.0,0.0,0.0,100.0,15.26,0.7414,84.74,0.4686
2023-08-03,1008.0,31852.8,0.12,0.68,0.02,0.03,0.0,15926.4,504.0,504.0,15926.4,,,,,,,,,,,,0.02,,100.0,23.43,0.0,0.0,0.0,100.0,15.17,0.7426,84.83,0.4686
2023-08-04,1008.0,32054.4,0.12,0.67,0.02,0.03,0.0,16027.2,504.0,504.0,16027.2,,,,,,,,,,,,0.02,,100.0,23.43,0.0,0.0,0.0,100.0,15.24,0.7417,84.76,0.4686
2023-08-07,1008.0,31953.6,0.12,0.83,0.02,0.03,0.0,15976.8,504.0,504.0,15976.8,,,,,,,,,,,,0.02,,100.0,23.43,0.0,0.0,0.0,100.0,15.26,0.7414,84.74,0.4686
2023-08-08,1052.0,32296.4,0.12,0.93,0.03,0.03,0.0,16148.2,526.0,526.0,16148.2,22.0,0.0,,,22.0,,0.0,22.0,,,,0.02,,100.0,24.21,0.0,0.0,0.0,100.0,19.07,0.6914,80.93,0.4841
2023-08-09,898.0,26940.0,0.1,0.77,0.02,0.03,0.0,13470.0,449.0,449.0,13470.0,,,,0.0,,77.0,,,,,77.0,0.01,0.0,100.0,21.42,0.0,0.0,0.0,100.0,4.95,0.9058,95.05,0.4284
2023-08-10,898.0,26850.2,0.1,0.79,0.02,0.03,0.0,13425.1,449.0,449.0,13425.1,,,,,,,,,,,,0.01,,100.0,21.42,0.0,0.0,0.0,100.0,4.91,0.9067,95.09,0.4284
2023-08-11,898.0,27119.6,0.1,0.81,0.02,0.03,0.0,13559.8,449.0,449.0,13559.8,,,,,,,,,,,,0.01,,100.0,21.42,0.0,0.0,0.0,100.0,4.89,0.907,95.11,0.4284
2023-08-14,898.0,27119.6,0.1,0.82,0.02,0.03,0.0,13559.8,449.0,449.0,13559.8,,,,,,,,,,,,0.01,,100.0,21.42,0.0,0.0,0.0,100.0,4.9,0.9068,95.1,0.4284
2023-08-15,898.0,27119.6,0.1,0.97,0.02,0.03,0.0,13559.8,449.0,449.0,13559.8,,,,,,,,,,,,0.01,,100.0,21.42,0.0,0.0,0.0,100.0,4.9,0.9068,95.1,0.4284
2023-08-16,854.0,25790.8,0.1,0.92,0.02,0.03,0.0,12895.4,427.0,427.0,12895.4,,,,0.0,,22.0,,,,,22.0,0.01,0.0,100.0,20.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.4074
2023-08-17,854.0,25278.4,0.1,0.92,0.02,0.03,0.0,12639.2,427.0,427.0,12639.2,,,,,,,,,,,,0.01,,100.0,20.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.4074
2023-08-18,854.0,25193.0,0.1,0.95,0.02,0.03,0.0,12596.5,427.0,427.0,12596.5,,,,,,,,,,,,0.01,,100.0,20.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.4074
2023-08-21,854.0,24851.4,0.1,0.93,0.02,0.03,0.0,12425.7,427.0,427.0,12425.7,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-08-22,854.0,23826.6,0.1,0.95,0.02,0.02,0.0,11913.3,427.0,427.0,11913.3,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-08-23,854.0,23655.8,0.1,0.95,0.02,0.02,0.0,11827.9,427.0,427.0,11827.9,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-08-24,854.0,24168.2,0.1,0.96,0.02,0.02,0.0,12084.1,427.0,427.0,12084.1,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-08-25,854.0,24339.0,0.1,1.06,0.02,0.02,0.0,12169.5,427.0,427.0,12169.5,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-08-28,854.0,24680.6,0.1,1.08,0.02,0.02,0.0,12340.3,427.0,427.0,12340.3,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-08-29,854.0,25620.0,0.1,0.73,0.02,0.03,0.0,12810.0,427.0,427.0,12810.0,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-08-30,944.0,28225.6,0.11,0.8,0.02,0.03,0.0,14112.8,472.0,472.0,14112.8,45.0,,45.0,,,,,45.0,0.0,,,0.01,,100.0,22.27,0.0,0.0,0.0,100.0,9.55,0.8273,90.45,0.4455
2023-08-31,944.0,28320.0,0.11,0.77,0.02,0.03,0.0,14160.0,472.0,472.0,14160.0,,,,,,,,,,,,0.01,,100.0,22.27,0.0,0.0,0.0,100.0,9.52,0.8277,90.48,0.4455
2023-09-01,944.0,28886.4,0.11,0.8,0.02,0.03,0.0,14443.2,472.0,472.0,14443.2,,,,,,,,,,,,0.01,,100.0,22.27,0.0,0.0,0.0,100.0,9.45,0.8289,90.55,0.4455
2023-09-04,944.0,28697.6,0.11,0.79,0.02,0.03,0.0,14348.8,472.0,472.0,14348.8,,,,,,,,,,,,0.01,,100.0,22.27,0.0,0.0,0.0,100.0,9.52,0.8277,90.48,0.4455
2023-09-05,1228.0,37085.6,0.14,1.03,0.03,0.04,0.0,18542.8,614.0,614.0,18542.8,142.0,0.0,,,142.0,,0.0,142.0,,,,0.02,,100.0,27.16,0.0,0.0,0.0,100.0,30.53,0.5758,69.47,0.5431
2023-09-06,1228.0,37085.6,0.14,1.01,0.03,0.04,0.0,18542.8,614.0,614.0,18542.8,,,,,,,,,,,,0.02,,100.0,27.16,0.0,0.0,0.0,100.0,30.46,0.5764,69.54,0.5431
2023-09-07,1138.0,34367.6,0.13,1.05,0.03,0.03,0.0,17183.8,569.0,569.0,17183.8,,,,0.0,,45.0,,,,,45.0,0.02,0.0,100.0,25.68,0.0,0.0,0.0,100.0,24.96,0.6254,75.04,0.5135
2023-09-08,1138.0,33002.0,0.13,1.08,0.03,0.03,0.0,16501.0,569.0,569.0,16501.0,,,,,,,,,,,,0.02,,100.0,25.68,0.0,0.0,0.0,100.0,25.33,0.6217,74.67,0.5135
2023-09-11,1138.0,32205.4,0.13,1.05,0.03,0.03,0.0,16102.7,569.0,569.0,16102.7,,,,,,,,,,,,0.02,,100.0,25.68,0.0,0.0,0.0,100.0,25.18,0.6232,74.82,0.5135
2023-09-12,1138.0,33115.8,0.13,1.07,0.03,0.03,0.0,16557.9,569.0,569.0,16557.9,,,,,,,,,,,,0.02,,100.0,25.68,0.0,0.0,0.0,100.0,24.69,0.6281,75.31,0.5135
2023-09-13,854.0,25107.6,0.1,0.8,0.02,0.03,0.0,12553.8,427.0,427.0,12553.8,,,,0.0,,142.0,,,,,142.0,0.01,0.0,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-09-14,854.0,25705.4,0.1,0.8,0.02,0.03,0.0,12852.7,427.0,427.0,12852.7,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-09-15,854.0,25876.2,0.1,0.83,0.02,0.03,0.0,12938.1,427.0,427.0,12938.1,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-09-18,854.0,26303.2,0.1,0.83,0.02,0.03,0.0,13151.6,427.0,427.0,13151.6,,,,,,,,,,,,0.01,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4118
2023-09-19,866.0,26413.0,0.1,0.85,0.02,0.03,0.0,13206.5,433.0,433.0,13206.5,6.0,,6.0,,,,,6.0,0.0,,,0.01,,100.0,20.82,0.0,0.0,0.0,100.0,1.39,0.9725,98.61,0.4163
2023-09-20,1196.0,36238.8,0.14,1.25,0.03,0.04,0.0,18119.4,598.0,598.0,18119.4,165.0,0.01,,,165.0,,0.01,165.0,,,,0.02,,100.0,33.84,0.0,0.0,0.0,100.0,28.66,0.5911,71.34,0.6769
2023-09-21,1196.0,36238.8,0.14,1.25,0.03,0.04,0.0,18119.4,598.0,598.0,18119.4,,,,,,,,,,,,0.02,,100.0,33.84,0.0,0.0,0.0,100.0,28.6,0.5916,71.4,0.6769
2023-09-22,1196.0,35999.6,0.14,1.26,0.03,0.04,0.0,17999.8,598.0,598.0,17999.8,,,,,,,,,,,,0.02,,100.0,33.84,0.0,0.0,0.0,100.0,28.66,0.5911,71.34,0.6769
2023-09-25,1196.0,35880.0,0.14,1.25,0.03,0.04,0.0,17940.0,598.0,598.0,17940.0,,,,,,,,,,,,0.02,,100.0,33.84,0.0,0.0,0.0,100.0,28.63,0.5913,71.37,0.6769
2023-09-26,1196.0,35282.0,0.14,1.23,0.03,0.04,0.0,17641.0,598.0,598.0,17641.0,,,,,,,,,,,,0.02,,100.0,33.84,0.0,0.0,0.0,100.0,28.77,0.5902,71.23,0.6769
2023-09-27,1184.0,35164.8,0.14,1.21,0.03,0.04,0.0,17582.4,592.0,592.0,17582.4,,,,0.0,,6.0,,,,,6.0,0.02,0.0,100.0,33.62,0.0,0.0,0.0,100.0,27.8,0.5985,72.2,0.6723
2023-09-28,854.0,25790.8,0.1,0.88,0.02,0.03,0.0,12895.4,427.0,427.0,12895.4,,,,0.0,,165.0,,,,,165.0,0.01,0.0,100.0,26.75,0.0,0.0,0.0,100.0,16.03,1.0,100.0,0.5351
2023-09-29,854.0,26217.8,0.1,0.85,0.02,0.03,0.0,13108.9,427.0,427.0,13108.9,,,,,,,,,,,,0.01,,100.0,26.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.5351
2023-10-02,926.0,26298.4,0.11,0.88,0.02,0.03,0.0,13149.2,463.0,463.0,13149.2,36.0,,36.0,,,,,36.0,0.0,,,0.01,,100.0,28.37,0.0,0.0,0.0,100.0,7.78,0.8566,92.22,0.5674
2023-10-03,926.0,23150.0,0.11,0.81,0.02,0.02,0.0,11575.0,463.0,463.0,11575.0,,,,,,,,,,,,0.01,,100.0,28.37,0.0,0.0,0.0,100.0,8.23,0.849,91.77,0.5674
2023-10-04,926.0,23335.2,0.11,0.77,0.02,0.02,0.0,11667.6,463.0,463.0,11667.6,,,,,,,,,,,,0.01,,100.0,28.37,0.0,0.0,0.0,100.0,7.75,0.8571,92.25,0.5674
2023-10-05,926.0,23890.8,0.11,0.75,0.02,0.02,0.0,11945.4,463.0,463.0,11945.4,,,,,,,,,,,,0.01,,100.0,28.37,0.0,0.0,0.0,100.0,7.69,0.858,92.31,0.5674
2023-10-06,926.0,24076.0,0.11,0.76,0.02,0.02,0.0,12038.0,463.0,463.0,12038.0,,,,,,,,,,,,0.01,,100.0,28.37,0.0,0.0,0.0,100.0,7.78,0.8565,92.22,0.5674
2023-10-09,926.0,25002.0,0.11,0.74,0.02,0.02,0.0,12501.0,463.0,463.0,12501.0,,,,,,,,,,,,0.01,,100.0,28.37,0.0,0.0,0.0,100.0,7.64,0.8589,92.36,0.5674
2023-10-10,1260.0,33768.0,0.14,1.43,0.03,0.03,0.0,16884.0,630.0,630.0,16884.0,167.0,0.0,,,167.0,,0.0,167.0,,,,0.02,,100.0,35.02,0.0,0.0,0.0,100.0,32.3,0.5626,67.7,0.7004
2023-10-11,1188.0,31838.4,0.14,1.35,0.03,0.03,0.0,15919.2,594.0,594.0,15919.2,,,,0.0,,36.0,,,,,36.0,0.02,0.0,100.0,33.69,0.0,0.0,0.0,100.0,28.11,0.5958,71.89,0.6739
2023-10-12,1188.0,31719.6,0.14,1.4,0.03,0.03,0.0,15859.8,594.0,594.0,15859.8,,,,,,,,,,,,0.02,,100.0,33.69,0.0,0.0,0.0,100.0,28.15,0.5955,71.85,0.6739
2023-10-13,1188.0,31363.2,0.14,1.42,0.03,0.03,0.0,15681.6,594.0,594.0,15681.6,,,,,,,,,,,,0.02,,100.0,33.69,0.0,0.0,0.0,100.0,28.23,0.5948,71.77,0.6739
