,ALTHO FP Equity_DX_SI_QTY,ALTHO FP Equity_DX_SHORT_INTEREST_VALUE,ALTHO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTHO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTHO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTHO FP Equity_DX_SI_MV,ALTHO FP Equity_DX_DSS,ALTHO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTHO FP Equity_DX_SUPPLY_SI_QTY,ALTHO FP Equity_DX_BROKER_SI_QTY,ALTHO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTHO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALTHO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTHO FP Equity_DX_BROKER_SI_MV_INC_x,ALTHO FP Equity_DX_SUPPLY_SI_MV_NEW,ALTHO FP Equity_DX_BROKER_SI_QTY_ADD,ALTHO FP Equity_DX_SUPPLY_SI_MV_DEC,ALTHO FP Equity_DX_BROKER_SI_QTY_INC,ALTHO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTHO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALTHO FP Equity_DX_BROKER_SI_MV_INC_y,ALTHO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTHO FP Equity_DX_BROKER_SI_MV_ADD,ALTHO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTHO FP Equity_DX_BROKER_SI_QTY_DEC,ALTHO FP Equity_DX_SUPPLY_SI_MV,ALTHO FP Equity_DX_BROKER_SI_MV_DEC,ALTHO FP Equity_DX_SUPPLY_SI_MV_RMV,ALTHO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTHO FP Equity_DX_UTILIZATION_QUANTITY,ALTHO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTHO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTHO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALTHO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTHO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTHO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTHO FP Equity_DX_BROKER_SI_CON_RATIO,ALTHO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTHO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTHO FP Equity_PX_LAST
2024-02-08,49300.0,54723.0,0.34,0.09,0.34,0.05,0.0,27195.0,24800.0,24500.0,27528.0,,,,,,,,,,,,,,,0.03,,,100.0,71.26,0.0,0.0,,0.0,100.0,0.58,0.9884,99.42,1.4167,1.11
2024-02-09,49300.0,52258.0,0.34,0.1,0.34,0.05,0.0,25970.0,24800.0,24500.0,26288.0,,,,,,,,,,,,,,,0.03,,,100.0,71.26,0.0,0.0,,0.0,100.0,0.61,0.9879,99.39,1.4167,1.06
2024-02-12,49300.0,51025.5,0.34,0.1,0.34,0.05,0.0,25357.5,24800.0,24500.0,25668.0,,,,,,,,,,,,,,,0.03,,,100.0,71.26,0.0,0.0,,0.0,100.0,0.62,0.9878,99.38,1.4167,1.035
2024-02-13,49300.0,50286.0,0.34,0.1,0.34,0.05,0.0,24990.0,24800.0,24500.0,25296.0,,,,,,,,,,,,,,,0.03,,,100.0,71.26,0.0,0.0,,0.0,100.0,0.61,0.9878,99.39,1.4167,1.02
2024-02-14,51800.0,54390.0,0.36,0.1,0.36,0.05,0.0,27300.0,25800.0,26000.0,27090.0,,,0.0,,500.0,,1000.0,,,0.0,,0.0,1000.0,,0.03,,,100.0,74.14,0.0,0.0,,0.0,100.0,1.02,0.9684,98.4,1.4885,1.05
2024-02-15,51800.0,53872.0,0.36,0.11,0.36,0.05,0.0,27040.0,25800.0,26000.0,26832.0,,,,,,,,,,,,,,,0.03,,,100.0,74.14,0.0,0.0,,0.0,100.0,1.03,0.9679,98.37,1.4885,1.04
2024-02-16,51800.0,69412.0,0.36,0.11,0.36,0.06,0.0,34840.0,25800.0,26000.0,34572.0,,,,,,,,,,,,,,,0.03,,,100.0,74.14,0.0,0.0,,0.0,100.0,0.9,0.972,98.58,1.4885,1.34
2024-02-19,51800.0,74592.0,0.36,0.11,0.36,0.07,0.0,37440.0,25800.0,26000.0,37152.0,,,,,,,,,,,,,,,0.03,,,100.0,74.14,0.0,0.0,,0.0,100.0,1.03,0.9679,98.38,1.4885,1.44
2024-02-20,53208.0,72362.88,0.37,0.11,0.37,0.07,0.0,37274.88,25800.0,27408.0,35088.0,,,0.0,,,,1408.0,,,0.0,,,,,0.04,,,100.0,74.14,0.0,0.0,,0.0,100.0,3.92,0.9134,95.49,1.529,1.36
2024-02-21,57208.0,77802.88,0.4,0.13,0.4,0.08,0.0,39994.88,27800.0,29408.0,37808.0,,2000.0,,,2000.0,,,,,,2000.0,0.0,,,0.04,,,100.0,79.89,0.0,0.0,,0.0,100.0,3.69,0.8505,92.08,1.6439,1.36
2024-02-22,58208.0,79162.88,0.41,0.13,0.41,0.08,0.0,39994.88,28800.0,29408.0,39168.0,,1000.0,,,,,,,,,1000.0,,,,0.04,,,100.0,82.76,0.0,0.0,,0.0,100.0,3.68,0.8506,92.08,1.6726,1.36
2024-02-23,62208.0,77137.92,0.43,0.15,0.43,0.08,0.0,38945.92,30800.0,31408.0,38192.0,,2000.0,0.0,,,,2000.0,,,0.0,2000.0,,,,0.04,,,100.0,83.7,0.0,0.0,,0.0,100.0,10.7,0.7385,85.19,1.6904,1.24
2024-02-26,62208.0,76515.84,0.43,0.15,0.43,0.08,0.0,38631.84,30800.0,31408.0,37884.0,,,,,,,,,,,,,,,0.04,,,100.0,83.7,0.0,0.0,,0.0,100.0,10.32,0.7466,85.72,1.6904,1.23
2024-02-27,62208.0,74338.56,0.43,0.16,0.43,0.08,0.0,37532.56,30800.0,31408.0,36806.0,,,,,,,,,,,,,,,0.04,,,100.0,83.7,0.0,0.0,,0.0,100.0,10.43,0.7445,85.58,1.6904,1.195
2024-02-28,62208.0,66562.56,0.43,0.17,0.43,0.07,0.0,33606.56,30800.0,31408.0,32956.0,,,,,,,,,,,,,,,0.04,,,100.0,83.7,0.0,0.0,,0.0,100.0,10.79,0.7367,85.07,1.6904,1.07
2024-02-29,62208.0,69050.88,0.41,0.17,0.41,0.07,0.0,34862.88,30800.0,31408.0,34188.0,,,,,,,,,,,,,,,0.03,,,100.0,83.7,0.0,0.0,,0.0,100.0,10.14,0.7507,85.98,1.6904,1.11
2024-03-01,62208.0,67184.64,0.41,0.17,0.41,0.07,0.0,33920.64,30800.0,31408.0,33264.0,,,,,,,,,,,,,,,0.03,,,100.0,83.7,0.0,0.0,,0.0,100.0,10.41,0.7447,85.6,1.6904,1.08
2024-03-04,62208.0,71850.24,0.41,0.17,0.41,0.07,0.0,36276.24,30800.0,31408.0,35574.0,,,,,,,,,,,,,,,0.03,,,100.0,83.7,0.0,0.0,,0.0,100.0,9.99,0.7539,86.19,1.6904,1.155
2024-03-05,60300.0,68742.0,0.4,0.16,0.4,0.07,0.0,33630.0,30800.0,29500.0,35112.0,,,,,,,,,,,,,,1908.0,0.04,0.0,,100.0,83.7,0.0,0.0,,0.0,100.0,7.15,0.794,88.74,1.6386,1.14
2024-03-06,60300.0,68742.0,0.4,0.17,0.4,0.07,0.0,33630.0,30800.0,29500.0,35112.0,,,,,,,,,,,,,,,0.04,,,100.0,83.7,0.0,0.0,,0.0,100.0,7.1,0.7951,88.81,1.6386,1.14
2024-03-07,60300.0,72360.0,0.4,0.17,0.4,0.07,0.0,35400.0,30800.0,29500.0,36960.0,,,,,,,,,,,,,,,0.04,,,100.0,83.7,0.0,0.0,,0.0,100.0,6.94,0.7994,89.07,1.6386,1.2
2024-03-08,60300.0,76882.5,0.4,0.17,0.4,0.07,0.0,37612.5,30800.0,29500.0,39270.0,,,,,,,,,,,,,,,0.04,,,100.0,83.7,0.0,0.0,,0.0,100.0,6.76,0.8025,89.26,1.6386,1.275
2024-03-11,62300.0,83482.0,0.41,0.18,0.41,0.08,0.0,40870.0,31800.0,30500.0,42612.0,,1000.0,0.0,,,,1000.0,,,0.0,1000.0,,,,0.04,,,100.0,86.41,0.0,0.0,,0.0,100.0,6.83,0.7737,87.54,1.6929,1.34
2024-03-12,62300.0,79121.0,0.41,0.18,0.41,0.08,0.0,38735.0,31800.0,30500.0,40386.0,,,,,,,,,,,,,,,0.04,,,100.0,86.41,0.0,0.0,,0.0,100.0,6.99,0.7666,87.11,1.6929,1.27
2024-03-13,62300.0,82547.5,0.41,0.19,0.41,0.08,0.0,40412.5,31800.0,30500.0,42135.0,,,,,,,,,,,,,,,0.04,,,100.0,86.41,0.0,0.0,,0.0,100.0,6.85,0.773,87.5,1.6929,1.325
2024-03-14,62300.0,80990.0,0.41,0.2,0.41,0.08,0.0,39650.0,31800.0,30500.0,41340.0,,,,,,,,,,,,,,,0.04,,,100.0,86.41,0.0,0.0,,0.0,100.0,7.04,0.7673,87.15,1.6929,1.3
2024-03-15,62300.0,77252.0,0.41,0.21,0.41,0.08,0.0,37820.0,31800.0,30500.0,39432.0,,,,,,,,,,,,,,,0.04,,,100.0,86.41,0.0,0.0,,0.0,100.0,7.13,0.7647,86.99,1.6929,1.24
2024-03-18,62300.0,73202.5,0.41,0.23,0.41,0.08,0.0,35837.5,31800.0,30500.0,37365.0,,,,,,,,,,,,,,,0.04,,,100.0,86.41,0.0,0.0,,0.0,100.0,7.15,0.7641,86.96,1.6929,1.175
2024-03-19,62300.0,71645.0,0.41,0.23,0.41,0.07,0.0,35075.0,31800.0,30500.0,36570.0,,,,,,,,,,,,,,,0.04,,,100.0,86.41,0.0,0.0,,0.0,100.0,7.05,0.7671,87.14,1.6929,1.15
2024-03-20,62300.0,75694.5,0.38,0.24,0.38,0.07,0.0,37057.5,31800.0,30500.0,38637.0,,,,,,,,,,,,,,,0.04,,,100.0,86.41,0.0,0.0,,0.0,100.0,6.82,0.7748,87.61,1.6929,1.215
2024-03-21,67100.0,80520.0,0.41,0.26,0.41,0.08,0.0,39480.0,34200.0,32900.0,41040.0,,4400.0,0.01,,,0.0,4400.0,2000.0,,0.01,4400.0,,,2000.0,0.04,0.0,,100.0,98.28,0.0,0.0,,0.0,100.0,12.9,0.7663,86.58,1.9282,1.2
2024-03-22,67100.0,77500.5,0.41,0.27,0.41,0.08,0.0,37999.5,34200.0,32900.0,39501.0,,,,,,,,,,,,,,,0.04,,,100.0,98.28,0.0,0.0,,0.0,100.0,13.04,0.7641,86.43,1.9282,1.155
2024-03-25,75700.0,84405.5,0.46,0.31,0.46,0.09,0.0,41478.0,38500.0,37200.0,42927.5,,4300.0,,,4300.0,,,,,,4300.0,0.01,,,0.04,,,100.0,98.47,0.0,0.0,,0.0,100.0,13.15,0.5938,75.08,1.9361,1.115
2024-03-26,75700.0,80999.0,0.45,0.31,0.45,0.08,0.0,39804.0,38500.0,37200.0,41195.0,,,,,,,,,,,,,,,0.04,,,100.0,98.47,0.0,0.0,,0.0,100.0,13.18,0.5931,75.03,1.9361,1.07
2024-03-27,75700.0,81377.5,0.45,0.31,0.45,0.08,0.0,39990.0,38500.0,37200.0,41387.5,,,,,,,,,,,,,,,0.04,,,100.0,98.47,0.0,0.0,,0.0,100.0,12.95,0.5986,75.46,1.9361,1.075
2024-03-28,75700.0,81756.0,0.45,0.31,0.45,0.08,0.0,40176.0,38500.0,37200.0,41580.0,,,,,,,,,,,,,,,0.04,,,100.0,98.47,0.0,0.0,,0.0,100.0,12.95,0.5986,75.46,1.9361,1.08
2024-03-29,75700.0,81756.0,0.45,0.31,0.45,0.08,0.0,40176.0,38500.0,37200.0,41580.0,,,,,,,,,,,,,,,0.04,,,100.0,98.47,0.0,0.0,,0.0,100.0,12.98,0.5981,75.42,1.9361,
2024-04-01,75700.0,81756.0,0.45,0.31,0.45,0.08,0.0,40176.0,38500.0,37200.0,41580.0,,,,,,,,,,,,,,,0.04,,,100.0,98.47,0.0,0.0,,0.0,100.0,12.98,0.5981,75.42,1.9361,
2024-04-02,75700.0,80696.2,0.45,0.31,0.45,0.08,0.0,39655.2,38500.0,37200.0,41041.0,,,,,,,,,,,,,,,0.04,,,100.0,98.47,0.0,0.0,,0.0,100.0,13.04,0.5965,75.29,1.9361,1.066
2024-04-03,75700.0,78728.0,0.45,0.36,0.45,0.08,0.0,38688.0,38500.0,37200.0,40040.0,,,,,,,,,,,,,,,0.04,,,100.0,98.47,0.0,0.0,,0.0,100.0,13.09,0.5951,75.18,1.9361,1.04
2024-04-04,58500.0,59670.0,0.35,0.29,0.35,0.06,0.0,29172.0,29900.0,28600.0,30498.0,,,,,,0.01,,8600.0,,,,,,8600.0,0.03,0.01,,100.0,85.92,0.0,0.0,,0.0,100.0,5.86,0.8791,93.57,1.681,1.02
2024-04-05,59260.0,58667.4,0.35,0.31,0.35,0.06,0.0,29066.4,29900.0,29360.0,29601.0,,,0.0,,,,760.0,,,0.0,,,,,0.03,,,100.0,85.92,0.0,0.0,,0.0,100.0,5.81,0.8801,93.63,1.7029,0.99
2024-04-08,59260.0,59260.0,0.35,0.32,0.35,0.06,0.0,29360.0,29900.0,29360.0,29900.0,,,,,,,,,,,,,,,0.03,,,100.0,85.92,0.0,0.0,,0.0,100.0,5.7,0.8822,93.75,1.7029,1.0
2024-04-09,61660.0,64126.4,0.36,0.32,0.36,0.06,0.0,31782.4,31100.0,30560.0,32344.0,,1200.0,0.0,,,,1200.0,,,0.0,1200.0,,,,0.03,,,100.0,86.39,0.0,0.0,,0.0,100.0,5.38,0.8885,94.1,1.7128,1.04
2024-04-10,61660.0,65852.88,0.36,0.32,0.36,0.06,0.0,32638.08,31100.0,30560.0,33214.8,,,,,,,,,,,,,,,0.03,,,100.0,86.39,0.0,0.0,,0.0,100.0,5.41,0.8878,94.07,1.7128,1.068
2024-04-11,61660.0,62399.92,0.36,0.32,0.36,0.06,0.0,30926.72,31100.0,30560.0,31473.2,,,,,,,,,,,,,,,0.03,,,100.0,86.39,0.0,0.0,,0.0,100.0,5.62,0.8836,93.83,1.7128,1.012
2024-04-12,61660.0,59193.6,0.36,0.31,0.36,0.06,0.0,29337.6,31100.0,30560.0,29856.0,,,,,,,,,,,,,,,0.03,,,100.0,86.39,0.0,0.0,,0.0,100.0,5.62,0.8837,93.83,1.7128,0.96
2024-04-15,61660.0,54630.76,0.36,0.33,0.36,0.06,0.0,27076.16,31100.0,30560.0,27554.6,,,,,,,,,,,,,,,0.03,,,100.0,86.39,0.0,0.0,,0.0,100.0,5.69,0.8823,93.76,1.7128,0.886
2024-04-16,61660.0,57467.12,0.36,0.34,0.36,0.06,0.0,28481.92,31100.0,30560.0,28985.2,,,,,,,,,,,,,,,0.03,,,100.0,86.39,0.0,0.0,,0.0,100.0,5.35,0.8891,94.14,1.7128,0.932
2024-04-17,61660.0,55555.66,0.35,0.32,0.35,0.06,0.0,27534.56,31100.0,30560.0,28021.1,,,,,,,,,,,,,,,0.03,,,100.0,86.39,0.0,0.0,,0.0,100.0,5.57,0.8847,93.89,1.7128,0.901
2024-04-18,61660.0,55432.34,0.35,0.32,0.35,0.06,0.0,27473.44,31100.0,30560.0,27958.9,,,,,,,,,,,,,,,0.03,,,100.0,86.39,0.0,0.0,,0.0,100.0,5.49,0.8863,93.98,1.7128,0.899
2024-04-19,65050.0,56073.1,0.37,0.34,0.37,0.06,0.0,29264.9,32300.0,33950.0,27842.6,,1200.0,,,3390.0,,,,,,1200.0,0.0,,,0.03,,,100.0,86.83,0.0,0.0,,0.0,100.0,5.27,0.7869,88.45,1.7487,0.862
2024-04-22,65050.0,62187.8,0.37,0.33,0.37,0.06,0.0,32456.2,32300.0,33950.0,30878.8,,,,,,,,,,,,,,,0.03,,,100.0,86.83,0.0,0.0,,0.0,100.0,4.92,0.7998,89.21,1.7487,0.956
2024-04-23,74050.0,66274.75,0.42,0.35,0.42,0.07,0.0,34412.75,36800.0,38450.0,32936.0,,4500.0,0.0,,,,4500.0,,,0.0,4500.0,,,,0.04,,,100.0,98.92,0.0,0.0,,0.0,100.0,9.09,0.6844,82.0,1.9906,0.895
2024-04-24,76050.0,67152.15,0.43,0.36,0.43,0.07,0.0,34834.35,37800.0,39450.0,33377.4,,1000.0,0.0,,,,1000.0,,,0.0,1000.0,,,,0.03,,,100.0,98.95,0.0,0.0,,0.0,100.0,8.63,0.6518,79.88,1.9908,0.883
2024-04-25,76050.0,70346.25,0.43,0.36,0.43,0.07,0.0,36491.25,37800.0,39450.0,34965.0,,,,,,,,,,,,,,,0.03,,,100.0,98.95,0.0,0.0,,0.0,100.0,8.42,0.6595,80.41,1.9908,0.925
2024-04-26,76050.0,71867.25,0.43,0.36,0.43,0.07,0.0,37280.25,37800.0,39450.0,35721.0,,,,,,,,,,,,,,,0.04,,,100.0,98.95,0.0,0.0,,0.0,100.0,8.5,0.6561,80.17,1.9908,0.945
2024-04-29,73860.0,69059.1,0.42,0.35,0.42,0.07,0.0,34838.1,37800.0,37260.0,35343.0,,,,,,,,,,,,,,2190.0,0.04,0.0,,100.0,98.95,0.0,0.0,,0.0,100.0,8.91,0.6944,82.65,1.9335,0.935
2024-04-30,73860.0,68394.36,0.42,0.36,0.42,0.07,0.0,34502.76,37800.0,37260.0,35002.8,,,,,,,,,,,,,,,0.04,,,100.0,98.95,0.0,0.0,,0.0,100.0,8.91,0.6945,82.66,1.9335,0.926
2024-05-01,73860.0,68394.36,0.42,0.32,0.42,0.07,0.0,34502.76,37800.0,37260.0,35002.8,,,,,,,,,,,,,,,0.04,,,100.0,98.95,0.0,0.0,,0.0,100.0,8.84,0.6955,82.73,1.9335,
2024-05-02,73860.0,66474.0,0.42,0.32,0.42,0.07,0.0,33534.0,37800.0,37260.0,34020.0,,,,,,,,,,,,,,,0.03,,,100.0,98.95,0.0,0.0,,0.0,100.0,8.87,0.6938,82.62,1.9335,0.9
2024-05-03,73860.0,65883.12,0.42,0.31,0.42,0.07,0.0,33235.92,37800.0,37260.0,33717.6,,,,,,,,,,,,,,,0.03,,,100.0,98.95,0.0,0.0,,0.0,100.0,8.9,0.6946,82.66,1.9335,0.892
2024-05-06,73860.0,69428.4,0.42,0.3,0.42,0.07,0.0,35024.4,37800.0,37260.0,35532.0,,,,,,,,,,,,,,,0.03,,,100.0,98.95,0.0,0.0,,0.0,100.0,8.67,0.7015,83.11,1.9335,0.94
2024-05-07,73860.0,65883.12,0.41,0.3,0.41,0.07,0.0,33235.92,37800.0,37260.0,33717.6,,,,,,,,,,,,,,,0.04,,,100.0,98.95,0.0,0.0,,0.0,100.0,9.07,0.6897,82.34,1.9335,0.892
2024-05-08,73860.0,68394.36,0.41,0.3,0.41,0.07,0.0,34502.76,37800.0,37260.0,35002.8,,,,,,,,,,,,,,,0.03,,,100.0,98.95,0.0,0.0,,0.0,100.0,8.73,0.6998,83.0,1.9335,0.926
2024-05-09,74660.0,68313.9,0.57,0.31,0.42,0.07,0.0,34458.9,38200.0,37660.0,34953.0,,400.0,0.0,,,,400.0,,,0.0,400.0,,,,0.04,,,100.0,98.96,0.0,0.0,,0.0,100.0,8.81,0.6781,81.62,1.9342,0.915
2024-05-10,77610.0,69771.39,0.59,0.33,0.43,0.07,0.0,37766.99,39700.0,42010.0,35690.3,,1500.0,0.0,,,,4350.0,,,0.0,1500.0,,,,0.04,,,100.0,99.0,0.0,0.0,,0.0,100.0,8.55,0.6247,77.98,1.9354,0.899
2024-05-13,77610.0,65968.5,0.59,0.33,0.43,0.07,0.0,35708.5,39700.0,42010.0,33745.0,,,,,,,,,,,,,,,0.04,,,100.0,99.0,0.0,0.0,,0.0,100.0,8.64,0.6204,77.68,1.9354,0.85
2024-05-14,77610.0,66744.6,0.59,0.32,0.43,0.07,0.0,36128.6,39700.0,42010.0,34142.0,,,,,,,,,,,,,,,0.03,,,100.0,99.0,0.0,0.0,,0.0,100.0,8.62,0.6263,78.1,1.9354,0.86
2024-05-15,75550.0,63537.55,0.58,0.29,0.42,0.06,0.0,33597.95,39700.0,39950.0,33387.7,,,,,,,,,,,,,,2060.0,0.03,0.0,,100.0,99.0,0.0,0.0,,0.0,100.0,8.72,0.66,80.43,1.884,0.841
2024-05-16,76990.0,69137.02,0.57,0.3,0.42,0.07,0.0,35731.42,40300.0,39790.0,36189.4,,600.0,0.0,,,,840.0,,,0.0,600.0,,,1000.0,0.03,0.0,,100.0,99.02,0.0,0.0,,0.0,100.0,8.22,0.699,82.99,1.8916,0.898
2024-05-17,76590.0,65561.04,0.57,0.29,0.42,0.07,0.0,33717.84,39900.0,39390.0,34154.4,,,,,,0.0,,400.0,,,,,,400.0,0.04,0.0,,100.0,98.03,0.0,0.0,,0.0,100.0,8.68,0.6942,82.65,1.8818,0.856
2024-05-20,72100.0,59122.0,0.53,0.26,0.39,0.06,0.0,29520.0,37300.0,36000.0,30586.0,,,,,,0.0,,2600.0,,,,,,3390.0,0.03,0.0,,100.0,96.13,0.0,0.0,,0.0,100.0,8.96,0.7734,87.43,1.8582,0.82
2024-05-21,71700.0,66537.6,0.53,0.26,0.39,0.06,0.0,33222.4,37100.0,35800.0,34428.8,,1800.0,0.0,,,0.0,1800.0,2000.0,,0.0,1800.0,,,2000.0,0.03,0.0,,100.0,91.38,0.0,0.0,,0.0,100.0,8.24,0.8408,91.33,1.766,0.928
2024-05-22,71700.0,63884.7,0.53,0.25,0.39,0.07,0.0,31897.8,37100.0,35800.0,33056.1,,,,,,,,,,,,,,,0.03,,,100.0,91.38,0.0,0.0,,0.0,100.0,8.91,0.8292,90.63,1.766,0.891
2024-05-23,71700.0,63669.6,0.51,0.24,0.38,0.06,0.0,31790.4,37100.0,35800.0,32944.8,,,,,,,,,,,,,,,0.03,,,100.0,91.38,0.0,0.0,,0.0,100.0,8.76,0.8318,90.78,1.766,0.888
2024-05-24,70700.0,64054.2,0.5,0.24,0.37,0.06,0.0,32434.8,36100.0,35800.0,32706.6,,,,,,0.0,,1000.0,,,,,,,0.03,,,100.0,88.92,0.0,0.0,,0.0,100.0,8.66,0.8335,90.88,1.7414,0.906
2024-05-27,70700.0,67730.6,0.5,0.23,0.37,0.06,0.0,34296.4,36100.0,35800.0,34583.8,,,,,,,,,,,,,,,0.03,,,100.0,88.92,0.0,0.0,,0.0,100.0,8.74,0.8321,90.8,1.7414,0.958
2024-05-28,70400.0,67584.0,0.5,0.24,0.37,0.07,0.0,34368.0,35800.0,35800.0,34368.0,,,,,,0.0,,300.0,,,,,,,0.03,,,100.0,88.83,0.0,0.0,,0.0,100.0,8.77,0.8399,91.23,1.7469,0.96
2024-05-29,70400.0,69907.2,0.5,0.24,0.37,0.07,0.0,35549.4,35800.0,35800.0,35549.4,,,,,,,,,,,,,,,0.03,,,100.0,88.83,0.0,0.0,,0.0,100.0,8.64,0.8421,91.36,1.7469,0.993
2024-05-30,70400.0,74201.6,0.5,0.24,0.37,0.07,0.0,37733.2,35800.0,35800.0,37733.2,,,,,,,,,,,,,,,0.04,,,100.0,88.83,0.0,0.0,,0.0,100.0,8.54,0.8438,91.46,1.7469,1.054
2024-05-31,70400.0,73779.2,0.5,0.23,0.37,0.07,0.0,37518.4,35800.0,35800.0,37518.4,,,,,,,,,,,,,,,0.04,,,100.0,88.83,0.0,0.0,,0.0,100.0,8.81,0.8394,91.19,1.7469,1.048
2024-06-03,70400.0,71104.0,0.5,0.23,0.37,0.07,0.0,36158.0,35800.0,35800.0,36158.0,,,,,,,,,,,,,,,0.04,,,100.0,88.83,0.0,0.0,,0.0,100.0,8.93,0.8373,91.07,1.7469,1.01
2024-06-04,70400.0,72089.6,0.5,0.23,0.37,0.07,0.0,36659.2,35800.0,35800.0,36659.2,,,,,,,,,,,,,,,0.04,,,100.0,88.83,0.0,0.0,,0.0,100.0,8.73,0.8407,91.27,1.7469,1.024
2024-06-05,70400.0,67513.6,0.5,0.25,0.37,0.07,0.0,34332.2,35800.0,35800.0,34332.2,,,,,,,,,,,,,,,0.04,,,100.0,88.83,0.0,0.0,,0.0,100.0,9.05,0.8354,90.95,1.7469,0.959
2024-06-06,70400.0,77440.0,0.5,0.24,0.37,0.07,0.0,39380.0,35800.0,35800.0,39380.0,,,,,,,,,,,,,,,0.03,,,100.0,88.83,0.0,0.0,,0.0,100.0,8.79,0.8397,91.21,1.7469,1.1
2024-06-07,71160.0,75287.28,0.51,0.24,0.38,0.08,0.0,38680.48,35800.0,36560.0,37876.4,,,,,760.0,,,,,,,0.0,,,0.04,,,100.0,88.83,0.0,0.0,,0.0,100.0,8.83,0.8176,89.98,1.7658,1.058
2024-06-10,78160.0,82849.6,0.56,0.26,0.41,0.08,0.0,42463.6,39300.0,40060.0,41658.0,,3500.0,,,3500.0,,,,,,3500.0,0.0,,,0.04,,,100.0,97.52,0.0,0.0,,0.0,100.0,8.24,0.7423,85.61,1.9395,1.06
2024-06-11,78160.0,76049.68,0.56,0.26,0.41,0.08,0.0,38978.38,39300.0,40060.0,38238.9,,,,,,,,,,,,,,,0.04,,,100.0,97.52,0.0,0.0,,0.0,100.0,8.55,0.7338,85.06,1.9395,0.973
2024-06-12,78160.0,74408.32,0.56,0.25,0.41,0.08,0.0,38137.12,39300.0,40060.0,37413.6,,,,,,,,,,,,,,,0.04,,,100.0,97.52,0.0,0.0,,0.0,100.0,8.32,0.7402,85.47,1.9395,0.952
2024-06-13,78160.0,64560.16,0.56,0.26,0.41,0.07,0.0,33089.56,39300.0,40060.0,32461.8,,,,,,,,,,,,,,,0.04,,,100.0,97.52,0.0,0.0,,0.0,100.0,8.74,0.7282,84.71,1.9395,0.826
2024-06-14,84760.0,63570.0,0.46,0.27,0.36,0.07,0.0,34995.0,45900.0,46660.0,34425.0,,6600.0,0.01,,,,6600.0,,,0.01,6600.0,,,,0.04,,,100.0,97.87,0.0,0.0,,0.0,100.0,10.09,0.6162,77.31,1.8072,0.75
2024-06-17,90600.0,73386.0,0.49,0.27,0.39,0.07,0.0,37179.0,45900.0,45900.0,37179.0,,,,,,,,,,,,,,760.0,0.04,0.0,,100.0,97.87,0.0,0.0,,0.0,100.0,15.83,0.5736,73.67,1.9318,0.81
2024-06-18,90600.0,67859.4,0.49,0.26,0.39,0.07,0.0,34379.1,45900.0,45900.0,34379.1,,,,,,,,,,,,,,,0.04,,,100.0,97.87,0.0,0.0,,0.0,100.0,16.64,0.5498,71.76,1.9318,0.749
2024-06-19,86100.0,62250.3,0.47,0.24,0.37,0.06,0.0,33185.7,41400.0,45900.0,29932.2,,,,,,0.0,,4500.0,,,,,,,0.03,,,100.0,88.27,0.0,0.0,,0.0,100.0,16.39,0.5549,72.19,1.8358,0.723
2024-06-20,97200.0,69012.0,0.5,0.25,0.4,0.07,0.0,34932.0,49200.0,49200.0,34932.0,,7800.0,0.01,,,,7800.0,,,0.01,7800.0,,,4500.0,0.04,0.0,,100.0,89.95,0.0,0.0,,0.0,100.0,31.25,0.5044,63.65,1.777,0.71
2024-06-21,96000.0,71616.0,0.5,0.24,0.4,0.07,0.0,35808.0,48000.0,48000.0,35808.0,,,,,,0.0,,1200.0,,,,,,1200.0,0.03,0.0,,100.0,87.75,0.0,0.0,,0.0,100.0,30.96,0.5234,65.28,1.755,0.746
2024-06-24,79300.0,60664.5,0.41,0.19,0.33,0.06,0.0,28993.5,41400.0,37900.0,31671.0,,,,,,0.0,,6600.0,,,,,,10100.0,0.03,0.01,,100.0,88.27,0.0,0.0,,0.0,100.0,20.64,0.6724,79.36,1.6908,0.765
