,MLAAH FP Equity_DX_SI_QTY,MLAAH FP Equity_DX_SHORT_INTEREST_VALUE,MLAAH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLAAH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLAAH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLAAH FP Equity_DX_SI_MV,MLAAH FP Equity_DX_DSS,MLAAH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLAAH FP Equity_DX_SUPPLY_SI_QTY,MLAAH FP Equity_DX_BROKER_SI_QTY,MLAAH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLAAH FP Equity_DX_BROKER_SI_QTY_ADD,MLAAH FP Equity_DX_SUPPLY_SI_MV_DEC,MLAAH FP Equity_DX_SUPPLY_SI_QTY_DEC,MLAAH FP Equity_DX_BROKER_SI_MV_ADD,MLAAH FP Equity_DX_SUPPLY_SI_QTY_ADD,MLAAH FP Equity_DX_BROKER_SI_QTY_DEC,MLAAH FP Equity_DX_SUPPLY_SI_MV,MLAAH FP Equity_DX_BROKER_SI_MV_DEC,MLAAH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLAAH FP Equity_DX_UTILIZATION_QUANTITY,MLAAH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLAAH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLAAH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLAAH FP Equity_DX_ACTIVE_UTILIZATION_MV,MLAAH FP Equity_DX_BROKER_SI_CON_RATIO,MLAAH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MLAAH FP Equity_DX_DEMAND_SUPPLY_RATIO
2013-10-23,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,156450.0,0.15,0.0,0.0,,0.0
2013-10-24,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,156450.0,0.16,0.0,0.0,,0.0
2013-10-25,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,156450.0,0.16,0.0,0.0,,0.0
2013-10-28,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,156450.0,0.16,0.0,0.0,,0.0
2013-10-29,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,156450.0,0.16,0.0,0.0,,0.0
2013-10-30,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,154350.0,0.16,0.0,0.0,,0.0
2013-10-31,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,154350.0,0.15,0.0,0.0,,0.0
2013-11-01,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,154350.0,0.15,0.0,0.0,,0.0
2013-11-04,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,154350.0,0.15,0.0,0.0,,0.0
2013-11-05,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,154350.0,0.15,0.0,0.0,,0.0
2013-11-06,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,154350.0,0.15,0.0,0.0,,0.0
2013-11-07,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,154350.0,0.15,0.0,0.0,,0.0
2013-11-08,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,105000.0,154350.0,0.15,0.0,0.0,,0.0
2013-11-11,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,460000.0,676200.0,0.68,0.0,0.0,,0.0
2013-11-12,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,460000.0,676200.0,0.68,0.0,0.0,,0.0
2013-11-13,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1043700.0,1.04,0.0,0.0,,0.0
2013-11-14,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.04,0.0,0.0,,0.0
2013-11-15,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-11-18,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-11-19,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-11-20,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-11-21,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-11-22,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-11-25,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-11-26,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-11-27,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-11-28,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-11-29,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-12-02,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,710000.0,1065000.0,1.07,0.0,0.0,,0.0
2013-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,570000.0,855000.0,0.86,0.0,0.0,,0.0
2013-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,570000.0,855000.0,0.86,0.0,0.0,,0.0
2013-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,570000.0,855000.0,0.86,0.0,0.0,,0.0
2013-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,570000.0,855000.0,0.86,0.0,0.0,,0.0
2013-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,570000.0,855000.0,0.86,0.0,0.0,,0.0
2013-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,570000.0,855000.0,0.86,0.0,0.0,,0.0
2013-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,570000.0,855000.0,0.86,0.0,0.0,,0.0
2013-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,870000.0,0.87,0.0,0.0,,0.0
2013-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,870000.0,0.87,0.0,0.0,,0.0
2013-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,870000.0,0.87,0.0,0.0,,0.0
2013-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,870000.0,0.87,0.0,0.0,,0.0
2013-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,870000.0,0.87,0.0,0.0,,0.0
2013-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,899000.0,0.87,0.0,0.0,,0.0
2013-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,939600.0,0.9,0.0,0.0,,0.0
2013-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,939600.0,0.94,0.0,0.0,,0.0
2013-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,939600.0,0.94,0.0,0.0,,0.0
2013-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,939600.0,0.94,0.0,0.0,,0.0
2013-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,986000.0,0.94,0.0,0.0,,0.0
2013-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,986000.0,0.99,0.0,0.0,,0.0
2013-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,986000.0,0.99,0.0,0.0,,0.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,986000.0,0.99,0.0,0.0,,0.0
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,986000.0,0.99,0.0,0.0,,0.0
2014-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,986000.0,0.99,0.0,0.0,,0.0
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,986000.0,0.99,0.0,0.0,,0.0
2014-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,986000.0,0.99,0.0,0.0,,0.0
2014-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,986000.0,0.99,0.0,0.0,,0.0
2014-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,1131000.0,0.99,0.0,0.0,,0.0
2014-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,1131000.0,1.13,0.0,0.0,,0.0
2014-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,1131000.0,1.12,0.0,0.0,,0.0
2014-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,1131000.0,1.13,0.0,0.0,,0.0
2014-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,1131000.0,1.13,0.0,0.0,,0.0
2014-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,1131000.0,1.13,0.0,0.0,,0.0
2014-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,1218000.0,1.13,0.0,0.0,,0.0
2014-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,580000.0,1218000.0,1.22,0.0,0.0,,0.0
2014-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,882000.0,1852200.0,1.85,0.0,0.0,,0.0
2014-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2062200.0,2.06,0.0,0.0,,0.0
2014-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,1964000.0,2.06,0.0,0.0,,0.0
2014-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,982000.0,2013100.0,1.96,0.0,0.0,,0.0
2014-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,997000.0,2043850.0,2.04,0.0,0.0,,0.0
2014-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,997000.0,2043850.0,2.04,0.0,0.0,,0.0
2014-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1101000.0,2422200.0,2.26,0.0,0.0,,0.0
2014-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1101000.0,2422200.0,2.42,0.0,0.0,,0.0
2014-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1101000.0,2422200.0,2.42,0.0,0.0,,0.0
2014-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1101000.0,2422200.0,2.42,0.0,0.0,,0.0
