,CS FP Equity_DX_SI_QTY,CS FP Equity_DX_SHORT_INTEREST_VALUE,CS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CS FP Equity_DX_SI_MV,CS FP Equity_DX_DSS,CS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CS FP Equity_DX_SUPPLY_SI_QTY,CS FP Equity_DX_BROKER_SI_QTY,CS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CS FP Equity_DX_BROKER_SI_MV_NEW_x,CS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CS FP Equity_DX_SUPPLY_SI_QTY_INC_x,CS FP Equity_DX_BROKER_SI_MV_INC_x,CS FP Equity_DX_SUPPLY_SI_MV_NEW,CS FP Equity_DX_BROKER_SI_QTY_ADD,CS FP Equity_DX_BROKER_SI_QTY_NEW,CS FP Equity_DX_SUPPLY_SI_MV_DEC,CS FP Equity_DX_BROKER_SI_QTY_INC,CS FP Equity_DX_SUPPLY_SI_QTY_DEC,CS FP Equity_DX_BROKER_SI_MV_NEW_y,CS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CS FP Equity_DX_BROKER_SI_MV_INC_y,CS FP Equity_DX_SUPPLY_SI_QTY_INC_y,CS FP Equity_DX_BROKER_SI_MV_ADD,CS FP Equity_DX_SUPPLY_SI_QTY_ADD,CS FP Equity_DX_BROKER_SI_QTY_DEC,CS FP Equity_DX_SUPPLY_SI_MV,CS FP Equity_DX_BROKER_SI_MV_DEC,CS FP Equity_DX_SUPPLY_SI_MV_RMV,CS FP Equity_DX_BROKER_SI_MV_RMV,CS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CS FP Equity_DX_UTILIZATION_QUANTITY,CS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CS FP Equity_DX_ACTIVE_UTILIZATION_MV,CS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CS FP Equity_DX_BROKER_SI_CON_RATIO,CS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CS FP Equity_DX_DEMAND_SUPPLY_RATIO,CS FP Equity_PX_LAST
2020-05-28,90396376.0,1530772231.18,4.01,11.33,3.74,1507.41,1.0,1021406858.75,75546016.0,60316928.0,1279296234.94,,,325373.0,28.05,,,,46.33,1604417.0,3551365.0,,,28.05,325373.0,,1568348.0,3397556.0,1257.34,30.26,,,15.19,15.19,421636448.0,7139991610.43,,7089.17,15.06,20.74,0.1361,22.96,0.1818,16.934
2020-05-29,94769168.0,1552318971.84,4.2,11.87,3.92,1581.76,1.0,1020586301.28,76354360.0,62306856.0,1250684416.8,,,1496160.0,58.61,,,,29.98,3181145.0,1882219.0,,,58.61,1496160.0,,1194399.0,1191215.0,1275.77,27.99,,,15.39,15.39,419699744.0,6874681806.72,,7057.54,15.31,18.9,0.1247,21.92,0.191,16.38
2020-06-01,100997712.0,1666462248.0,4.48,12.39,4.18,1661.14,1.0,1124024484.0,78226440.0,68122696.0,1290736260.0,,,1129764.0,97.7,,,,13.23,5951436.0,771963.0,,,97.7,1129764.0,,1514282.0,135598.0,1280.3,0.23,,,15.73,15.73,418959584.0,6912833136.0,,6897.44,15.66,18.03,0.1168,20.16,0.2031,16.5
2020-06-02,96737328.0,1669299331.97,4.29,12.25,4.0,1608.69,1.0,1103795363.33,75387152.0,63965888.0,1300880694.91,,,372968.0,4.16,,,,47.88,197940.0,3227336.0,,,4.16,372968.0,,15080.0,4354747.0,1246.47,73.99,,,15.27,15.27,418196352.0,7216396250.11,,6958.08,15.19,19.48,0.1204,20.95,0.196,17.256
2020-06-03,96751712.0,1842733106.75,4.29,11.97,4.0,1676.3,1.0,1218185512.1,75268752.0,63960176.0,1433568650.59,,,543125.0,4.98,,,,14.42,302364.0,965248.0,,,4.98,543125.0,,303722.0,308073.0,1295.96,0.0,,,15.24,15.24,418764544.0,7975789505.02,,7363.75,14.97,20.08,0.1207,20.53,0.1958,19.046
2020-06-04,96116920.0,1841407953.36,4.26,11.3,3.97,1801.73,1.0,1186627668.53,78943552.0,61939016.0,1512400569.22,,,5287571.0,77.7,,,,26.24,2195492.0,2247751.0,,,77.7,5287571.0,,582599.0,3187497.0,1464.56,42.58,,,15.97,15.97,415235200.0,7955075961.6,,7909.66,15.62,19.51,0.1308,21.85,0.1945,19.158
2020-06-05,101536904.0,2034799556.16,4.5,11.68,4.2,1955.51,1.0,1304026286.88,83192624.0,65071172.0,1667180184.96,,,1589970.0,103.75,,353000.0,,38.22,4696895.0,2339353.0,,,103.75,1589970.0,7.07,4998454.0,1917739.0,1576.44,20.27,,,16.83,16.83,411195712.0,8240362068.48,,8003.73,16.46,18.03,0.1203,20.28,0.2054,20.04
2020-06-08,105135208.0,2112692004.76,4.66,11.66,4.35,2083.51,1.0,1369379562.36,89973432.0,68145288.0,1808016116.04,,,4359661.0,97.87,,,,17.29,3745613.0,1027961.0,,,97.87,4359661.0,,3449114.0,671498.0,1761.56,12.45,,,18.13,18.13,406281376.0,8164224250.72,,8196.66,17.69,16.59,0.1149,20.28,0.2119,20.095
2020-06-09,110480496.0,2143984505.38,4.9,12.1,4.57,2192.0,1.0,1473450384.61,95497640.0,75927568.0,1853227201.84,,,6488602.0,209.56,,,,66.65,10642649.0,3319399.0,,,209.56,6488602.0,,2355001.0,2860367.0,1861.23,47.9,,,19.19,19.19,402089152.0,7802942083.71,,8053.24,18.77,17.57,0.1231,21.61,0.222,19.406
2020-06-10,110774496.0,2123990186.3,4.91,11.91,4.58,2146.72,1.0,1449119840.46,99635272.0,75577336.0,1910406705.33,,,4015359.0,60.62,,,,20.59,3555491.0,840662.0,,,60.62,4015359.0,,962937.0,3905723.0,1891.13,93.11,,,19.99,19.99,398825152.0,7647073464.45,,7757.68,19.6,16.52,0.1139,19.34,0.2222,19.174
2020-06-11,107947328.0,1961402949.76,4.79,11.61,4.46,2044.95,1.0,1311071467.44,100197648.0,72155832.0,1820591264.16,,,1980727.0,10.93,,,,41.38,889180.0,1838971.0,,,10.93,1980727.0,,420617.0,4310680.0,1874.61,110.32,,,20.15,20.15,397013312.0,7213731879.04,,7590.01,19.81,16.56,0.1188,20.67,0.2171,18.17
2020-06-12,107676080.0,1968964798.88,4.78,11.51,4.45,1978.0,1.0,1410014296.27,95382624.0,77108952.0,1744166662.46,,,1309665.0,100.7,,161582.0,,142.21,5824839.0,6598334.0,,,100.7,1309665.0,3.04,473646.0,1033306.0,1725.23,40.93,,,19.15,19.15,402717184.0,7364086426.62,,7428.1,18.85,17.16,0.117,19.67,0.2162,18.286
2020-06-15,107311712.0,1963804329.6,4.76,11.64,4.44,1957.69,1.0,1420134460.8,98941016.0,77602976.0,1810620592.8,,,4518277.0,59.48,,,,67.72,3222987.0,3760449.0,,,59.48,4518277.0,,2800567.0,2728956.0,1789.85,65.09,,,19.91,19.91,398073760.0,7284749808.0,,7329.2,19.63,18.36,0.126,22.59,0.2159,18.3
2020-06-16,126029136.0,2371868339.52,5.59,13.74,5.21,2320.09,2.0,1818591505.44,94471680.0,96630792.0,1777957017.6,,,775615.0,392.23,,,,123.58,21268268.0,6932791.0,,,392.23,775615.0,,1687838.0,2240459.0,1724.27,38.86,,,18.97,18.97,403543680.0,7594692057.6,,7499.58,18.69,15.63,0.1795,35.76,0.2531,18.82
2020-06-17,128428992.0,2427821664.77,5.7,13.79,5.31,2409.3,2.0,1848800916.22,95859552.0,97799456.0,1812128971.01,,,3464847.0,55.46,,,,67.83,2890278.0,3870265.0,,,55.46,3464847.0,,1793288.0,1721614.0,1775.4,4.6,,,19.46,19.46,396799008.0,7501088447.23,,7502.04,19.14,14.77,0.174,35.39,0.2607,18.904
2020-06-18,125585144.0,2356730812.3,5.57,13.6,5.19,2367.08,2.0,1817065840.83,93675416.0,96827552.0,1757912856.66,,,877323.0,73.7,,,,78.03,3885896.0,4173899.0,,,73.7,877323.0,,1112443.0,4782794.0,1737.02,79.62,,1.42,19.0,19.0,399307936.0,7493412726.98,,7579.84,18.64,15.63,0.1726,35.33,0.2547,18.766
2020-06-19,131546032.0,2430970671.36,5.83,14.13,5.44,2460.42,2.0,1894980890.88,97745168.0,102542256.0,1806330704.64,1.39,,2657252.0,125.28,,28047.0,74999.0,52.26,7305108.0,2732928.0,1.39,,125.28,2657252.0,0.52,4145429.0,1693457.0,1802.54,33.48,,,19.88,19.88,393809536.0,7277600225.28,,7414.04,19.56,17.44,0.1645,33.68,0.2676,18.48
2020-06-22,163803792.0,3037577518.85,7.26,16.69,6.77,3026.05,2.0,1986180488.19,116263040.0,107106368.0,2155981813.76,,,13466637.0,90.12,,445000.0,,201.19,5809114.0,10636682.0,,,90.12,13466637.0,8.58,15687916.0,1690001.0,2117.4,35.46,,,23.63,23.63,375752256.0,6967949835.26,,6960.81,23.32,15.67,0.1322,27.28,0.3329,18.544
2020-06-23,208421664.0,3922495716.48,9.24,21.11,8.62,3869.46,2.0,2240517687.68,148251072.0,119049824.0,2790085175.04,,,9192617.0,263.41,,1389000.0,,38.62,13695140.0,2147726.0,,,263.41,9192617.0,26.14,24943140.0,3140685.0,2719.24,56.09,,,30.06,30.06,344940832.0,6491786458.24,,6443.36,29.68,18.23,0.119,20.23,0.4226,18.82
2020-06-24,223716224.0,4118168251.39,9.92,22.54,9.25,4201.4,2.0,2286981203.52,155854256.0,124238440.0,2868965144.45,,,6078630.0,367.66,,,,87.04,19893916.0,4990811.0,,,367.66,6078630.0,,6515366.0,14705303.0,2907.94,256.59,,,31.62,31.62,336969472.0,6202934040.58,,6354.59,31.39,17.97,0.1301,20.85,0.4539,18.408
2020-06-25,224434576.0,4167750076.32,9.95,22.54,9.28,4146.54,2.0,2250695587.68,157788272.0,121200624.0,2930128211.04,,,2131715.0,19.91,,,,55.74,2114596.0,2869662.0,,,19.91,2131715.0,,2671957.0,5152410.0,2890.04,104.48,,,32.41,32.41,329037120.0,6110219318.4,,6105.45,32.13,18.6,0.1342,22.03,0.461,18.57
2020-06-26,222677616.0,4125325514.02,9.88,22.57,9.21,4129.49,2.0,2139771377.79,158397152.0,115500992.0,2934465637.95,,,985152.0,4.19,,,,76.12,226740.0,4145026.0,,,4.19,985152.0,,3768763.0,5926366.0,2911.51,105.63,,,32.33,32.33,331595840.0,6143144531.84,,6184.81,32.01,18.69,0.143,23.95,0.4545,18.526
2020-06-29,224791408.0,4185616016.96,9.97,22.86,9.3,4163.79,2.0,2004863812.0,168039664.0,107672600.0,3128898543.68,,,7363699.0,45.16,,,,43.68,2387000.0,2293870.0,,,45.16,7363699.0,,4572671.0,10215395.0,3083.22,190.37,,,34.29,34.29,321985728.0,5995374255.36,,5991.96,33.97,18.21,0.1408,23.71,0.4587,18.62
2020-06-30,218055664.0,4058452018.37,9.67,22.21,9.02,4069.93,2.0,2085992162.5,165675584.0,112077808.0,3083553969.41,,,4132976.0,77.88,,9448000.0,,159.5,4088436.0,8762581.0,,,77.88,4132976.0,184.56,2410283.0,9131231.0,3061.19,165.32,2.68,,33.67,33.67,326447136.0,6075834095.23,144749.0,6097.71,33.42,15.77,0.1432,24.47,0.4431,18.612
2020-07-01,242916224.0,4498322636.03,10.77,24.72,10.05,4564.81,3.0,2466446196.83,187306272.0,133191824.0,3468537544.9,,2600091.0,20748804.0,462.75,48.39,500.0,,373.34,22981086.0,21492060.0,,2600091.0,462.75,20748804.0,0.01,19773856.0,1867571.0,3483.85,32.17,,,37.72,37.72,309298784.0,5727594882.11,,5745.34,37.75,20.3,0.1463,21.73,0.4892,18.518
2020-07-02,277393376.0,5295439547.84,12.3,28.07,11.47,5238.59,3.0,2347662695.76,232677568.0,122978664.0,4441814773.12,,,26664266.0,147.6,,5822000.0,,289.66,7206138.0,15518528.0,,,147.6,26664266.0,113.42,34225556.0,23241300.0,4324.37,416.58,,,47.05,47.05,261807968.0,4997914109.12,,4902.7,46.87,19.21,0.1515,19.71,0.561,19.09
2020-07-03,246845584.0,4489152827.55,10.95,24.55,10.21,4724.14,3.0,2093355545.3,216399712.0,115107592.0,3935461851.35,17.72,,11761680.0,387.78,,,930000.0,640.46,20745432.0,34958820.0,17.72,,387.78,11761680.0,,6919284.0,29546500.0,4124.22,562.52,,,43.99,43.99,275583776.0,5011787803.58,,5243.82,44.02,19.32,0.1498,22.89,0.5017,18.904
2020-07-06,295285728.0,5460423782.4,13.1,29.25,12.21,5682.25,3.0,2977324190.13,226443872.0,161006064.0,4187400157.88,,,14185960.0,964.12,,2231393.0,,113.76,47687936.0,5769913.0,,,964.12,14185960.0,43.3,1628122.0,4020852.0,4272.04,73.69,,,46.2,46.2,263664608.0,4875686020.62,,5010.74,46.02,18.28,0.141,19.33,0.6025,19.222
2020-07-07,308129440.0,5693615792.32,13.67,30.36,12.74,5988.87,3.0,3113082380.42,236524656.0,168475072.0,4370502593.57,,,11126591.0,152.72,,830000.0,,137.95,8540939.0,7380722.0,,,152.72,11126591.0,16.0,6334904.0,1901927.0,4536.15,23.86,,,47.95,47.95,256744592.0,4744126570.98,,4879.02,48.18,17.57,0.1384,18.57,0.6247,18.478
2020-07-08,305764160.0,5574080636.8,13.56,30.48,12.64,5751.86,3.0,3079030082.56,233189056.0,168899072.0,4251036490.88,,,517102.0,51.78,,,,92.39,4552239.0,4807925.0,,,51.78,517102.0,,983004.0,4128242.0,4296.12,114.39,0.53,,46.83,46.83,264719360.0,4825833932.8,27780.0,4872.22,46.86,17.61,0.1421,18.7,0.6141,18.23
2020-07-09,304965664.0,5463764836.22,13.53,31.64,12.61,5696.0,3.0,3018868359.17,234351248.0,168501248.0,4198636959.17,,,726896.0,3.45,,181476.0,,17.13,188501.0,858614.0,,,3.45,726896.0,3.31,1293905.0,767801.0,4280.76,25.22,,,46.66,46.66,267891536.0,4799544758.98,,4874.98,46.75,17.12,0.141,18.65,0.6072,17.916
2020-07-10,302173568.0,5523732823.04,13.4,31.73,12.5,5566.41,3.0,2994545658.24,236177744.0,163815408.0,4317329160.32,,,1280684.0,10.28,,,,19.6,1515509.0,957148.0,,,10.28,1280684.0,,1502966.0,6201351.0,4235.08,129.02,,,46.98,46.98,266523568.0,4872050823.04,,4798.67,46.88,17.27,0.1396,18.71,0.6011,18.28
2020-07-13,313359712.0,5787127161.22,13.9,33.66,12.96,5847.62,3.0,3141884604.1,241194160.0,170125872.0,4454373746.88,,,2070261.0,97.8,,4000000.0,,82.98,5077563.0,5136493.0,,,97.8,2070261.0,73.87,8082648.0,2767087.0,4404.92,29.81,,,48.11,48.11,260134704.0,4804167713.47,,4747.12,48.13,16.56,0.1299,18.08,0.6251,18.468
2020-07-14,311380576.0,5788564907.84,13.81,33.37,12.88,5846.62,3.0,3128548874.88,237562144.0,168292032.0,4416280256.96,,,1198504.0,72.42,,,,173.99,3750843.0,9930936.0,,,72.42,1198504.0,,5100420.0,5584702.0,4381.8,103.92,,,47.39,47.39,263745120.0,4903021780.8,,4875.24,47.33,15.38,0.1275,18.09,0.6211,18.59
2020-07-15,318635968.0,5931089908.35,14.13,34.9,13.18,6012.57,3.0,3206376757.89,231170160.0,172256192.0,4303001358.24,,,2611819.0,199.44,,,,338.03,10495030.0,18732094.0,,,199.44,2611819.0,,9728284.0,6530862.0,4296.25,120.87,,,46.04,46.04,270910208.0,5042722611.71,,5028.71,46.07,17.71,0.1331,19.11,0.6346,18.614
2020-07-16,289419648.0,5415620453.38,12.84,33.46,11.97,5479.7,3.0,2952394928.38,212901168.0,157780832.0,3983806655.62,,,8470118.0,33.09,,,,739.35,1492636.0,40107860.0,,,33.09,8470118.0,,13368756.0,15967993.0,3970.52,302.62,,,42.33,42.33,290050112.0,5427417695.74,,5406.24,42.34,19.62,0.1344,19.64,0.5754,18.712
2020-07-17,320598176.0,5889388493.12,14.22,37.94,13.26,6030.19,3.0,3710661817.28,209237936.0,201995744.0,3843700884.32,,,3901020.0,952.16,,,,317.08,52012588.0,17168236.0,,,952.16,3901020.0,,9603976.0,7047677.0,3905.9,135.31,,14.0,41.63,41.63,293344384.0,5388736334.08,,5469.8,41.66,16.4,0.1224,17.02,0.6379,18.37
2020-07-20,310756288.0,5753341916.03,13.78,38.32,12.85,5798.83,3.0,3724356812.93,200563248.0,201164352.0,3713227973.47,,,370491.0,136.67,,,,199.11,8050621.0,9970205.0,,,136.67,370491.0,,925035.0,8702020.0,3687.04,162.94,,3.37,39.89,39.89,302273024.0,5596282766.34,,5556.07,39.89,16.95,0.1213,17.01,0.618,18.514
2020-07-21,295048000.0,5458388000.0,13.09,37.3,12.2,5509.65,3.0,3493655440.0,199810848.0,188846240.0,3696500688.0,,,1647829.0,23.99,,,,111.4,1300342.0,6130164.0,,,23.99,1647829.0,,3731274.0,13492757.0,3684.74,253.06,0.02,2.3,39.79,39.79,302296192.0,5592479552.0,1348.0,5591.08,39.72,16.94,0.1228,17.92,0.5876,18.5
2020-07-22,265722208.0,4862716406.4,11.78,34.54,10.99,4947.77,3.0,3462522796.8,161538784.0,189208896.0,2956159747.2,,,4233438.0,171.92,,,,785.8,9855233.0,42615324.0,,,171.92,4233438.0,,109837.0,9492578.0,2976.88,186.17,,,32.29,32.29,338667616.0,6197617372.8,,6229.65,32.33,16.81,0.1238,17.75,0.5312,18.3
2020-07-23,236161920.0,4290117438.72,10.47,31.11,9.77,4374.98,2.0,3378138315.07,130988672.0,185959392.0,2379540215.55,,,289032.0,2.31,,150000.0,,571.35,153051.0,30940640.0,,,2.31,289032.0,2.74,101486.0,3552556.0,2394.83,83.27,,,26.24,26.24,368246080.0,6689558289.28,,6731.18,26.24,17.56,0.1315,19.55,0.473,18.166
2020-07-24,233781232.0,4186554302.66,10.37,31.53,9.67,4293.19,2.0,3355747455.81,124813728.0,187388176.0,2235164241.02,,,4705626.0,55.27,,8000.0,,204.13,3078841.0,11108314.0,,,55.27,4705626.0,0.14,227745.0,1658068.0,2259.14,54.9,,,25.03,25.03,373864864.0,6695171984.51,,6752.19,25.07,19.16,0.1414,20.88,0.4688,17.908
2020-07-27,235080608.0,4176912242.94,10.43,32.24,9.72,4266.01,2.0,3316078513.15,127108792.0,186632064.0,2258469016.26,,,3762503.0,0.0,,757287.0,,50.45,862178.0,2665740.0,,,0.0,3762503.0,13.56,1198301.0,2375577.0,2266.31,45.95,,,25.46,25.46,372086016.0,6611224332.29,,6624.47,25.49,19.12,0.1404,20.96,0.4709,17.768
2020-07-28,234302144.0,4186979313.28,10.39,32.62,9.69,4261.6,2.0,3352364537.28,124689144.0,187597344.0,2228195003.28,,,749629.0,55.66,,,,87.38,3072024.0,4883967.0,,,55.66,749629.0,,1714689.0,2106747.0,2224.52,28.25,,,24.97,24.97,374607424.0,6694234666.88,,6682.53,24.97,18.61,0.1385,21.01,0.4693,17.87
2020-07-29,228859472.0,4088803326.75,10.15,32.75,9.46,4159.09,2.0,3209714371.94,121545624.0,179654896.0,2171534118.38,,,3947131.0,69.88,,,,182.72,4095508.0,10258042.0,,,69.88,3947131.0,,3167392.0,12037955.0,2168.47,216.43,,,24.37,24.37,377200352.0,6739061488.83,,6723.34,24.39,15.96,0.134,21.86,0.4589,17.866
2020-07-30,222950192.0,3837864605.09,9.89,32.34,9.22,4006.91,2.0,3038383097.57,118353568.0,176506512.0,2037338319.55,,,1376523.0,2.75,,,,81.54,156032.0,4571128.0,,,2.75,1376523.0,,2546.0,3304407.0,2104.68,101.32,,,23.77,23.77,379611136.0,6534626095.1,,6705.4,23.89,16.59,0.132,21.24,0.4477,17.214
2020-07-31,221138224.0,3729275009.54,9.81,31.5,9.15,3857.68,2.0,2910132787.2,120866928.0,172564800.0,2038299873.79,,,9858014.0,60.52,,,,254.3,5372639.0,13921030.0,,,60.52,9858014.0,,6576381.0,9314350.0,2081.21,196.57,,,24.3,24.3,376624512.0,6351395770.37,,6480.48,24.31,17.15,0.1425,24.31,0.4445,16.864
2020-08-03,205359808.0,3554778276.48,9.11,30.24,8.49,3575.93,2.0,2736831477.6,122218520.0,158106960.0,2115602581.2,,,2805127.0,166.06,,,,26.08,10378958.0,1486052.0,,,166.06,2805127.0,,860836.0,24836800.0,2068.44,433.95,14.33,,24.57,24.57,375119072.0,6493311136.32,828316.0,6392.76,24.45,17.34,0.1445,26.07,0.4129,17.31
2020-08-04,184152320.0,3223770513.92,8.17,26.82,7.62,3255.19,2.0,2473371202.34,114333600.0,141287056.0,2001524001.6,,,550562.0,,,,,127.19,,8435482.0,,,,550562.0,,,16819908.0,1980.26,271.9,,,23.55,23.55,371243680.0,6498991862.08,,6433.13,23.54,19.05,0.1436,24.95,0.3792,17.506
2020-08-05,191846752.0,3385327785.79,8.51,28.05,7.93,3427.1,2.0,2626100871.55,114545368.0,148821312.0,2021267563.73,,,735556.0,207.62,,,,21.33,11140966.0,1523009.0,,,207.62,735556.0,,999219.0,3606710.0,2005.49,56.02,,,23.57,23.57,371488384.0,6555284024.06,,6492.68,23.6,18.48,0.1342,22.21,0.3947,17.646
2020-08-06,174909152.0,2978702858.56,7.76,26.02,7.23,3102.39,2.0,2321957393.6,111808568.0,136345120.0,1904099913.04,,130576.0,9839632.0,290.75,2.3,,,327.45,15807848.0,18671346.0,,130576.0,290.75,9839632.0,,5964338.0,28284028.0,1967.97,540.77,,,23.03,23.03,373675424.0,6363692470.72,,6541.85,23.13,17.81,0.1682,31.62,0.3603,17.03
2020-08-07,163655440.0,2787052143.2,7.26,23.96,6.77,2826.27,2.0,2031560471.2,116043552.0,119293040.0,1976221690.56,,697740.0,2904887.0,41.24,11.97,499421.0,,93.55,2824621.0,5233308.0,,697740.0,41.24,2904887.0,8.84,5865663.0,20376128.0,1980.95,369.09,,,23.9,23.9,369442112.0,6291599167.36,,6306.46,23.9,16.97,0.1819,33.7,0.3371,17.03
2020-08-10,167742176.0,2909320300.54,7.44,24.57,6.94,2912.68,2.0,2074465056.77,122635112.0,119607072.0,2126983382.53,,,5698857.0,56.59,,,,51.13,3175139.0,3026821.0,,,56.59,5698857.0,,3919526.0,2861104.0,2097.08,36.99,,,25.2,25.2,363935680.0,6312100433.92,,6238.93,25.16,15.3,0.1718,32.85,0.3447,17.344
2020-08-11,156565520.0,2791563221.6,6.94,22.92,6.47,2758.62,2.0,1927531976.96,113554432.0,108106112.0,2024675522.56,,,951161.0,3.67,,,,179.65,177375.0,10671969.0,,,3.67,951161.0,,640128.0,11678341.0,1976.03,183.64,,,23.24,23.24,374961824.0,6685569321.92,,6560.45,23.15,16.63,0.1917,35.17,0.3205,17.83
2020-08-12,155808464.0,2796138694.94,6.91,22.76,6.44,2802.37,2.0,1930448492.21,112726288.0,107569848.0,2022985964.45,,,563420.0,31.63,,,,24.78,446685.0,1503688.0,,,31.63,563420.0,,112126.0,982951.0,2008.47,14.54,,,23.04,23.04,376617600.0,6758779449.6,,6725.94,22.99,16.31,0.194,35.61,0.3184,17.946
2020-08-13,145220672.0,2566049274.24,6.44,21.44,6.01,2622.67,2.0,1699594887.12,110268888.0,96185336.0,1948451250.96,,,294782.0,5.77,,800000.0,,86.84,126906.0,4932318.0,,,5.77,294782.0,14.36,2180127.0,12311418.0,1975.85,219.48,,,22.54,22.54,379039392.0,6697626056.64,,6780.96,22.56,15.22,0.1761,32.7,0.2968,17.67
2020-08-14,125690656.0,2206122394.11,5.58,19.11,5.2,2231.09,2.0,1402847672.06,98102688.0,79925232.0,1721898379.78,,,230869.0,2.3,,1072141.0,,245.88,176273.0,13504462.0,,,2.3,230869.0,18.94,1107398.0,17508518.0,1731.29,337.62,,,20.04,20.04,391517120.0,6871908490.24,,6900.35,20.06,17.28,0.1635,30.6,0.2567,17.552
2020-08-17,130080136.0,2256630199.33,5.77,20.15,5.38,2296.71,2.0,1495552482.94,97445744.0,86208928.0,1690488766.91,,,536903.0,171.8,,,,48.42,9558998.0,2713052.0,,,171.8,536903.0,,1519206.0,3275297.0,1706.77,63.4,,,19.91,19.91,391893568.0,6798569617.66,,6853.97,19.94,16.93,0.1682,29.11,0.2658,17.348
2020-08-18,132878096.0,2309421308.48,5.89,21.01,5.5,2326.39,2.0,1545421118.56,97588232.0,88919512.0,1696083472.16,,,1082837.0,42.53,,8486.0,,24.09,2899930.0,1274262.0,,,42.53,1082837.0,0.15,333909.0,197831.0,1692.1,3.94,,,19.88,19.88,393342016.0,6836284238.08,,6814.88,19.89,16.52,0.1624,28.56,0.2707,17.38
2020-08-19,130943384.0,2305651105.47,5.81,21.2,5.42,2308.7,2.0,1499656878.91,98665952.0,85169064.0,1737310082.82,,,1766811.0,7.48,,,,26.26,406981.0,1527779.0,,,7.48,1766811.0,,838687.0,4157429.0,1720.88,65.79,,,20.09,20.09,392431712.0,6909937584.9,,6861.01,20.05,16.79,0.1574,26.82,0.2666,17.608
2020-08-20,128909864.0,2245352011.15,5.72,21.07,5.33,2289.46,2.0,1445414057.9,95726976.0,82983928.0,1667372467.97,,,975441.0,15.4,,,,102.34,813454.0,5969043.0,,,15.4,975441.0,,2054630.0,2998595.0,1686.53,41.66,,,19.45,19.45,396542304.0,6906973851.07,,6971.4,19.48,16.99,0.1553,25.5,0.2619,17.418
2020-08-21,130550600.0,2246253623.6,5.79,21.45,5.4,2290.04,2.0,1456093400.83,97828536.0,84627072.0,1683237790.42,,,3905281.0,41.06,,,,69.63,2747200.0,3899897.0,,,41.06,3905281.0,,2096180.0,1104051.0,1703.31,27.63,,,19.8,19.8,396356480.0,6819709594.88,,6899.35,19.8,18.26,0.1545,24.6,0.2642,17.206
2020-08-24,128983968.0,2265474413.95,5.72,21.05,5.33,2256.27,2.0,1459413274.75,98234264.0,83091168.0,1725386612.9,,,873777.0,14.95,,,,10.16,1064240.0,567067.0,,,14.95,873777.0,,99017.0,2600143.0,1694.92,36.89,,,19.74,19.74,399293280.0,7013187169.92,,6903.23,19.71,17.06,0.1527,24.93,0.2593,17.564
2020-08-25,132427472.0,2330193797.31,5.87,21.46,5.48,2345.74,2.0,1491840260.32,104568296.0,84782920.0,1839983736.42,,,5010578.0,115.56,,125136.0,,21.67,6476775.0,1365860.0,,,115.56,5010578.0,2.2,2689307.0,4910167.0,1836.77,80.61,,,20.94,20.94,394819616.0,6947245963.14,,6937.39,20.93,16.61,0.1324,20.44,0.2652,17.596
2020-08-26,120237072.0,2117374837.92,5.33,19.64,4.97,2131.76,2.0,1272879398.64,107430560.0,72281624.0,1891852161.6,,,2523136.0,,,,,61.93,,3587737.0,,,,2523136.0,,3926869.0,12501291.0,1892.3,223.44,,,21.35,21.35,395849120.0,6970903003.2,,6963.58,21.37,18.19,0.1292,20.12,0.2389,17.61
2020-08-27,125858752.0,2188431979.78,5.58,20.97,5.21,2230.88,2.0,1381418176.32,103746904.0,79446640.0,1803951166.75,,,380448.0,156.03,,,,90.09,8462944.0,5114104.0,,,156.03,380448.0,,1049999.0,1297928.0,1823.31,22.73,,,20.62,20.62,399330944.0,6943566454.27,,7008.33,20.65,17.85,0.136,19.24,0.2502,17.388
2020-08-28,117553040.0,2055062245.28,5.21,19.55,4.86,2058.44,1.0,1245731097.3,97691832.0,71257928.0,1707848607.02,,,238242.0,0.0,,,,113.88,187565.0,6293314.0,,,0.0,238242.0,,,8376280.0,1698.37,161.39,,,19.41,19.41,405540992.0,7089667622.14,,7034.85,19.45,18.72,0.1356,20.71,0.2336,17.482
