,LVE FP Equity_DX_SI_QTY,LVE FP Equity_DX_SHORT_INTEREST_VALUE,LVE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LVE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LVE FP Equity_DX_SI_MV,LVE FP Equity_DX_DSS,LVE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LVE FP Equity_DX_SUPPLY_SI_QTY,LVE FP Equity_DX_BROKER_SI_QTY,LVE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LVE FP Equity_DX_BROKER_SI_MV_NEW_x,LVE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LVE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LVE FP Equity_DX_BROKER_SI_MV_INC_x,LVE FP Equity_DX_SUPPLY_SI_MV_NEW,LVE FP Equity_DX_BROKER_SI_QTY_ADD,LVE FP Equity_DX_BROKER_SI_QTY_NEW,LVE FP Equity_DX_SUPPLY_SI_MV_DEC,LVE FP Equity_DX_BROKER_SI_QTY_INC,LVE FP Equity_DX_SUPPLY_SI_QTY_DEC,LVE FP Equity_DX_BROKER_SI_MV_NEW_y,LVE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LVE FP Equity_DX_BROKER_SI_MV_INC_y,LVE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LVE FP Equity_DX_BROKER_SI_MV_ADD,LVE FP Equity_DX_SUPPLY_SI_QTY_ADD,LVE FP Equity_DX_BROKER_SI_QTY_DEC,LVE FP Equity_DX_SUPPLY_SI_MV,LVE FP Equity_DX_BROKER_SI_MV_DEC,LVE FP Equity_DX_SUPPLY_SI_MV_RMV,LVE FP Equity_DX_BROKER_SI_MV_RMV,LVE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LVE FP Equity_DX_UTILIZATION_QUANTITY,LVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LVE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LVE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LVE FP Equity_DX_ACTIVE_UTILIZATION_MV,LVE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LVE FP Equity_DX_BROKER_SI_CON_RATIO,LVE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LVE FP Equity_DX_DEMAND_SUPPLY_RATIO,LVE FP Equity_PX_LAST
2007-12-27,52000.0,2069458.13,1.72,6.5,2.74,3.0,2069458.13,2000.0,52000.0,79594.54,,,,,,,,,,,,,,,,,,0.11,,,,100.0,85.65,0.0,0.0,,0.0,100.0,3.85,0.926,96.15,22.2698,53.82
2007-12-28,52000.0,2059076.24,1.72,6.5,2.72,3.0,2059076.24,2000.0,52000.0,79195.24,,,,,,,,,,,,,,,,,,0.11,,,,100.0,85.65,0.0,0.0,,0.0,100.0,3.96,0.9239,96.04,22.2698,53.55
2007-12-31,52000.0,2059076.24,1.73,6.5,2.79,3.0,2059076.24,2000.0,52000.0,79195.24,,,,,,,,,,,,,,,,,,0.11,,,,100.0,85.65,0.0,0.0,,0.0,100.0,3.88,0.9254,96.12,22.2698,
2008-01-01,52000.0,2059076.24,1.74,6.5,2.79,3.0,2059076.24,2000.0,52000.0,79195.24,,,,,,,,,,,,,,,,,,0.11,,,,100.0,85.65,0.0,0.0,,0.0,100.0,3.88,0.9254,96.12,22.2698,
2008-01-02,52000.0,1987941.02,1.74,6.5,2.78,3.0,1987941.02,2000.0,52000.0,76459.27,,,,,,,,,,,,,,,,,,0.11,,,,100.0,85.65,0.0,0.0,,0.0,100.0,3.85,0.926,96.15,22.2698,51.7
2008-01-03,52000.0,1967561.74,1.9,6.5,2.69,3.0,1967561.74,2000.0,52000.0,75675.45,,,,,,,,,,,,,,,,,,0.1,,,,100.0,85.65,0.0,0.0,,0.0,100.0,3.85,0.926,96.15,22.2698,51.17
2008-01-04,52000.0,1916805.8,1.91,6.5,2.66,3.0,1916805.8,2000.0,52000.0,73723.3,,,,,,,,,,,,,,,,,,0.1,,,,100.0,85.65,0.0,0.0,,0.0,100.0,3.85,0.926,96.15,22.2698,49.85
2008-01-07,52000.0,1934493.47,1.92,6.5,2.59,3.0,1934493.47,0.0,52000.0,0.0,,,,,,,,0.1,,2000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.85,0.926,96.15,54.7368,50.31
2008-01-08,52000.0,1971022.37,1.9,6.5,2.62,3.0,1971022.37,0.0,52000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.85,0.926,96.15,54.7368,51.26
2008-01-09,52000.0,1923342.55,1.92,6.5,2.66,3.0,1923342.55,0.0,52000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.78,0.9273,96.22,54.7368,50.02
2008-01-10,52000.0,1898349.09,1.92,6.5,2.65,3.0,1898349.09,0.0,52000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.8,0.9268,96.2,54.7368,49.37
2008-01-11,52000.0,1890658.8,2.27,5.2,2.64,3.0,1890658.8,0.0,52000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.8,0.9268,96.2,54.7368,49.17
2008-01-14,52000.0,1907961.96,2.09,5.2,2.56,3.0,1907961.96,0.0,52000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.93,0.9245,96.07,54.7368,49.62
2008-01-15,52000.0,1811448.77,2.1,5.2,2.58,3.0,1811448.77,0.0,52000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.9,0.9251,96.1,54.7368,47.11
2008-01-16,52000.0,1805296.53,2.1,5.2,2.46,3.0,1805296.53,0.0,52000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.1,0.9214,95.9,54.7368,46.95
2008-01-17,52500.0,1739966.0,2.16,5.25,2.46,4.0,1739966.0,0.0,52500.0,0.0,,,,0.02,,,,,500.0,,,,0.02,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.76,0.9093,95.24,55.2632,44.82
2008-01-18,52500.0,1712014.74,2.67,5.25,2.35,4.0,1712014.74,0.0,52500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.76,0.9093,95.24,55.2632,44.1
2008-01-21,52500.0,1479087.57,2.91,4.46,2.32,4.0,1479087.57,0.0,52500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.86,0.9075,95.14,55.2632,38.1
2008-01-22,52500.0,1509756.31,3.25,4.46,2.0,4.0,1509756.31,0.0,52500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.76,0.9093,95.24,55.2632,38.89
2008-01-23,52500.0,1370388.22,3.18,4.46,2.04,4.0,1370388.22,0.0,52500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.66,0.9112,95.34,55.2632,35.3
2008-01-24,52500.0,1514026.64,3.16,2.41,1.85,4.0,1514026.64,0.0,52500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.76,0.9093,95.24,55.2632,39.0
2008-01-25,52557.0,1515281.81,2.83,2.41,2.05,4.0,1515281.81,57.0,52557.0,1643.38,,,,0.01,,,,,57.0,,,,0.01,,,57.0,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.87,0.9074,95.13,55.3232,38.99
2008-01-28,52557.0,1461261.76,2.86,2.41,2.05,4.0,1461261.76,57.0,52557.0,1584.79,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.84,0.908,95.16,55.3232,37.6
2008-01-29,52557.0,1500902.37,3.33,2.41,1.98,4.0,1500902.37,57.0,52557.0,1627.78,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.87,0.9074,95.13,55.3232,38.62
2008-01-30,50057.0,1439502.32,2.92,2.3,1.87,3.0,1437863.15,57.0,50000.0,1639.16,,,,,,,,,,,,,,,,,2557.0,0.0,0.1,,,6.0,6.0,893.0,25680.24,,0.03,6.0,0.12,0.9976,99.88,52.6916,38.89
2008-01-31,50057.0,1453197.76,2.98,2.3,1.95,3.0,1451543.0,57.0,50000.0,1654.76,,,,,,,,,,,,,,,,,,0.0,,,,6.0,6.0,893.0,25924.56,,0.03,6.0,0.11,0.9977,99.89,52.6916,39.26
2008-02-01,52557.0,1573965.46,3.11,2.41,2.06,4.0,1573965.46,57.0,52557.0,1707.02,,,,,,2557.0,,,,,,,,,0.1,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.87,0.9074,95.13,55.3232,40.5
2008-02-04,52557.0,1581349.5,3.03,2.41,2.13,4.0,1581349.5,57.0,52557.0,1715.03,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.73,0.9098,95.27,55.3232,40.69
2008-02-05,52557.0,1452711.83,3.05,2.41,2.14,4.0,1452711.83,57.0,52557.0,1575.52,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.87,0.9074,95.13,55.3232,37.38
2008-02-06,52557.0,1481859.33,3.16,2.41,2.14,4.0,1481859.33,57.0,52557.0,1607.13,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.87,0.9074,95.13,55.3232,38.13
2008-02-07,52557.0,1437943.76,3.15,2.41,2.13,4.0,1437943.76,57.0,52557.0,1559.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.57,0.9127,95.43,55.3232,37.0
2008-02-08,52557.0,1432891.52,3.11,2.41,2.13,4.0,1432891.52,57.0,52557.0,1554.02,,57.0,,,0.0,,,0.0,,57.0,,57.0,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.44,0.9151,95.56,55.3232,36.87
2008-02-11,52557.0,1406853.08,3.11,2.41,2.13,4.0,1406853.08,57.0,52557.0,1525.78,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.42,0.9155,95.58,55.3232,36.2
2008-02-12,52557.0,1519945.41,3.09,2.41,2.14,4.0,1519945.41,57.0,52557.0,1648.44,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.42,0.9155,95.58,55.3232,39.11
2008-02-13,52557.0,1512172.74,3.04,2.41,2.14,4.0,1512172.74,57.0,52557.0,1640.01,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.42,0.9155,95.58,55.3232,38.91
2008-02-14,52557.0,1521499.95,3.03,2.41,2.04,4.0,1521499.95,57.0,52557.0,1650.12,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.63,0.9118,95.37,55.3232,39.15
2008-02-15,52557.0,1446105.06,3.03,2.41,2.05,4.0,1446105.06,57.0,52557.0,1568.35,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.57,0.9128,95.43,55.3232,37.21
2008-02-18,52557.0,1514115.91,3.01,2.41,1.95,4.0,1514115.91,57.0,52557.0,1642.11,,,,,,,,,,,,,,,,,,0.0,,,,6.0,6.0,893.0,25726.46,,0.03,6.0,4.78,0.9089,95.22,55.3232,38.96
2008-02-19,52557.0,1513727.28,3.11,2.41,2.05,4.0,1513727.28,57.0,52557.0,1641.69,,,,,,,,,,,,,,,,,,0.0,,,,6.0,6.0,893.0,25719.86,,0.03,6.0,4.87,0.9074,95.13,55.3232,38.95
2008-02-20,52557.0,1471366.23,3.07,2.41,2.05,4.0,1471366.23,57.0,52557.0,1595.75,,,,,,,,,,,,,,,,,,0.0,,,,6.0,6.0,893.0,25000.1,,0.03,6.0,4.87,0.9074,95.13,55.3232,37.86
2008-02-21,52557.0,1490409.27,2.88,2.41,1.99,4.0,1490409.27,57.0,52557.0,1616.4,,,,,,,,,,,,,,,,,,0.0,,,,6.0,6.0,893.0,25323.66,,0.03,6.0,4.87,0.9074,95.13,55.3232,38.35
2008-02-22,52557.0,1457375.43,2.88,2.41,2.02,4.0,1457375.43,57.0,52557.0,1580.58,,,,,,,,,,,,,,,,,,0.0,,,,6.0,6.0,893.0,24762.38,,0.03,6.0,4.87,0.9074,95.13,55.3232,37.5
2008-02-25,52557.0,1509452.31,3.95,2.41,1.97,4.0,1509452.31,57.0,52557.0,1637.06,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.87,0.9074,95.13,55.3232,38.84
2008-02-26,52557.0,1527718.08,3.91,2.41,2.04,4.0,1527718.08,57.0,52557.0,1656.87,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.87,0.9074,95.13,55.3232,39.31
2008-02-27,52557.0,1554533.79,3.9,2.41,2.07,4.0,1554533.79,57.0,52557.0,1685.95,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.87,0.9074,95.13,55.3232,40.0
2008-02-28,52557.0,1514115.91,3.92,2.41,2.1,4.0,1514115.91,57.0,52557.0,1642.11,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.87,0.9074,95.13,55.3232,38.96
2008-02-29,52557.0,1444550.52,3.92,2.41,2.05,4.0,1444550.52,57.0,52557.0,1566.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,4.87,0.9074,95.13,55.3232,37.17
2008-03-03,52557.0,1399080.41,3.92,2.41,1.96,4.0,1399080.41,57.0,52557.0,1517.35,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,5.08,0.9035,94.92,55.3232,36.0
2008-03-04,52557.0,1348558.06,3.97,2.41,1.9,4.0,1348558.06,57.0,52557.0,1462.56,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,5.24,0.9008,94.76,55.3232,34.7
2008-03-05,39757.0,1056577.33,4.01,1.83,1.38,3.0,1056577.33,57.0,39757.0,1514.83,,,,,,,,,,,,,,,,,12800.0,0.0,0.52,,,100.0,6.0,0.0,0.0,,0.0,100.0,3.66,0.9294,96.34,41.8495,35.94
2008-03-06,39757.0,1027472.94,4.05,1.83,1.43,3.0,1027472.94,57.0,39757.0,1473.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,3.55,0.9316,96.45,41.8495,34.95
2008-03-07,48257.0,1230017.27,6.57,2.13,1.69,3.0,1230017.27,57.0,48257.0,1452.87,,,,0.26,,,,,8500.0,,,,0.26,,,,,0.0,,,,100.0,6.0,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,50.7968,34.47
2008-03-10,48257.0,1228946.76,6.32,2.13,1.66,3.0,1228946.76,57.0,48257.0,1451.6,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,18.9243,34.44
2008-03-11,48257.0,1260348.42,6.41,2.13,1.66,3.0,1260348.42,57.0,48257.0,1488.69,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,18.9243,35.32
2008-03-12,48257.0,1286397.53,6.59,2.13,1.66,3.0,1286397.53,57.0,48257.0,1519.46,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.11,0.9398,96.89,18.9243,36.05
2008-03-13,48257.0,1220025.84,6.66,1.74,1.74,3.0,1220025.84,57.0,48257.0,1441.06,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,18.9243,34.19
2008-03-14,48257.0,1216100.63,6.77,1.74,1.65,3.0,1216100.63,57.0,48257.0,1436.43,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,18.9243,34.08
2008-03-17,48257.0,1132957.6,7.8,1.74,1.64,3.0,1132957.6,57.0,48257.0,1338.22,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,18.9243,31.75
2008-03-18,48257.0,1209677.56,7.5,1.74,1.53,3.0,1209677.56,57.0,48257.0,1428.84,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,18.9243,33.9
2008-03-19,48257.0,1193976.73,7.52,1.74,1.64,3.0,1193976.73,57.0,48257.0,1410.3,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,18.9243,33.46
2008-03-20,48257.0,1170782.33,7.46,1.74,1.66,3.0,1170782.33,57.0,48257.0,1382.9,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,18.9243,32.81
2008-03-21,48257.0,1170782.33,6.76,1.74,1.66,3.0,1170782.33,57.0,48257.0,1382.9,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,18.9243,
2008-03-24,48257.0,1170782.33,6.76,1.74,1.61,3.0,1170782.33,57.0,48257.0,1382.9,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,2.96,0.9425,97.04,18.9243,
2008-03-25,48257.0,1256066.38,6.76,1.74,1.58,3.0,1256066.38,57.0,48257.0,1483.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,18.9243,35.2
2008-03-26,48257.0,1230017.27,6.01,1.74,1.7,3.0,1230017.27,57.0,48257.0,1452.87,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.02,0.9414,96.98,18.9243,34.47
2008-03-27,35457.0,915295.75,4.46,1.28,1.22,3.0,915295.75,57.0,35457.0,1471.41,,,,,,,,,,,,,,,,,12800.0,0.0,0.48,,,100.0,2.24,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,13.9047,34.91
2008-03-28,35457.0,925783.24,4.63,1.28,1.24,3.0,925783.24,57.0,35457.0,1488.27,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,13.9047,35.31
2008-03-31,35457.0,912149.5,4.64,1.28,1.25,3.0,912149.5,57.0,35457.0,1466.35,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,13.9047,34.79
2008-04-01,35457.0,980580.38,4.57,1.28,1.23,3.0,980580.38,57.0,35457.0,1576.36,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,13.9047,37.4
2008-04-02,35457.0,1002866.29,4.54,1.28,1.33,3.0,1002866.29,57.0,35457.0,1612.19,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,13.9047,38.25
2008-04-03,35457.0,988970.37,2.8,1.28,1.36,3.0,988970.37,57.0,35457.0,1589.85,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,13.9047,37.72
2008-04-04,35457.0,996049.42,2.85,1.28,1.34,3.0,996049.42,57.0,35457.0,1601.23,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,13.9047,37.99
2008-04-07,35457.0,1029871.58,3.15,1.28,1.35,3.0,1029871.58,57.0,35457.0,1655.6,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,13.9047,39.28
2008-04-08,41457.0,1170424.5,3.65,1.5,1.63,3.0,1170424.5,57.0,41457.0,1609.24,,,,0.28,,,,,6000.0,,,,0.28,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.51,0.9322,96.49,16.2576,38.18
2008-04-09,41457.0,1166132.74,3.67,1.5,1.58,3.0,1166132.74,57.0,41457.0,1603.34,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.51,0.9322,96.49,16.2576,38.04
2008-04-10,41457.0,1128120.0,3.7,1.5,1.58,3.0,1128120.0,57.0,41457.0,1551.07,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.5,0.9324,96.5,16.2576,36.8
2008-04-11,41457.0,1111259.51,3.69,1.5,1.53,3.0,1111259.51,57.0,41457.0,1527.89,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.51,0.9322,96.49,16.2576,36.25
2008-04-14,41457.0,1104821.87,3.35,1.78,1.5,3.0,1104821.87,57.0,41457.0,1519.04,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.51,0.9322,96.49,16.2576,36.04
2008-04-15,41457.0,1119229.92,3.27,1.78,1.49,3.0,1119229.92,57.0,41457.0,1538.85,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.51,0.9322,96.49,16.2576,36.51
2008-04-16,41457.0,1133944.53,3.19,1.78,1.51,3.0,1133944.53,57.0,41457.0,1559.08,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.51,0.9322,96.49,16.2576,36.99
2008-04-17,41457.0,1133637.98,2.98,1.78,1.53,3.0,1133637.98,57.0,41457.0,1558.66,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.52,0.9321,96.48,16.2576,36.98
2008-04-18,41457.0,1180234.24,3.05,1.78,1.53,3.0,1180234.24,57.0,41457.0,1622.73,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.54,0.9316,96.46,16.2576,38.5
2008-04-21,41457.0,1159695.1,3.01,1.78,1.6,3.0,1159695.1,57.0,41457.0,1594.49,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,3.51,0.9322,96.49,16.2576,37.83
2008-04-22,41457.0,1134557.64,3.01,1.78,1.57,3.0,1134557.64,57.0,41457.0,1559.92,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.11,0.0,0.0,,0.0,100.0,3.51,0.9322,96.49,0.7889,37.01
2008-04-23,61457.0,1676900.64,4.62,2.64,2.27,4.0,1676900.64,57.0,61457.0,1555.29,,,,0.71,,,,,20000.0,,,,0.71,,,,,0.0,,,,100.0,0.11,0.0,0.0,,0.0,100.0,2.37,0.9537,97.63,1.1695,36.9
2008-04-24,61457.0,1722345.1,4.63,2.64,2.27,4.0,1722345.1,57.0,61457.0,1597.44,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.11,0.0,0.0,,0.0,100.0,2.37,0.9537,97.63,1.1695,37.9
2008-04-25,61457.0,1745976.22,5.18,2.64,2.33,4.0,1745976.22,57.0,61457.0,1619.35,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,2.37,0.9537,97.63,24.1008,38.42
2008-04-28,61457.0,1774606.23,5.17,2.64,2.36,4.0,1774606.23,57.0,61457.0,1645.91,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,2.37,0.9537,97.63,24.1008,39.05
2008-04-29,61457.0,1743249.55,5.19,2.64,2.4,4.0,1743249.55,57.0,61457.0,1616.83,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,2.37,0.9537,97.63,24.1008,38.36
2008-04-30,61457.0,1787785.13,4.57,2.64,2.36,4.0,1787785.13,57.0,61457.0,1658.13,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,2.37,0.9537,97.63,24.1008,39.34
2008-05-01,61457.0,1787785.13,4.51,2.64,2.36,4.0,1787785.13,57.0,61457.0,1658.13,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,2.43,0.9526,97.57,24.1008,
2008-05-02,61457.0,1835501.81,4.51,2.64,2.36,4.0,1835501.81,57.0,61457.0,1702.39,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,2.43,0.9527,97.57,24.1008,40.39
2008-05-05,61457.0,1824595.14,2.69,2.64,2.48,4.0,1824595.14,57.0,61457.0,1692.27,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,2.37,0.9537,97.63,24.1008,40.15
2008-05-06,71457.0,2104048.0,3.14,3.06,2.87,5.0,2104048.0,57.0,71457.0,1678.36,,,,0.39,,,,,10000.0,,,,0.39,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,2.04,0.9601,97.96,28.0224,39.82
2008-05-07,71457.0,2137864.94,2.9,3.06,2.85,5.0,2137864.94,57.0,71457.0,1705.34,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,2.04,0.9601,97.96,28.0224,40.46
2008-05-08,71457.0,2102991.22,2.92,3.06,2.89,5.0,2102991.22,57.0,71457.0,1677.52,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.24,0.0,0.0,,0.0,100.0,2.04,0.9601,97.96,28.0224,39.8
2008-05-09,71457.0,2053850.97,2.83,3.06,2.84,5.0,2053850.97,0.0,71457.0,0.0,,,,,,,,0.0,,57.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.04,0.9601,97.96,28.0224,38.87
2008-05-12,71457.0,2070231.05,2.63,3.06,2.78,5.0,2070231.05,0.0,71457.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.09,0.9591,97.91,28.0224,39.18
2008-05-13,70000.0,2053382.46,2.57,3.0,2.74,5.0,2053382.46,0.0,70000.0,0.0,,,,,,,,,,,,,,,,,1457.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,27.451,39.67
2008-05-14,70000.0,2090650.81,2.52,3.0,2.78,5.0,2090650.81,0.0,70000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,27.451,40.39
2008-05-15,70000.0,2076157.56,2.54,3.0,2.83,5.0,2076157.56,0.0,70000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,27.451,40.11
