,EMEIS FP Equity_DX_SI_QTY,EMEIS FP Equity_DX_SHORT_INTEREST_VALUE,EMEIS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EMEIS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EMEIS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EMEIS FP Equity_DX_SI_MV,EMEIS FP Equity_DX_DSS,EMEIS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EMEIS FP Equity_DX_SUPPLY_SI_QTY,EMEIS FP Equity_DX_BROKER_SI_QTY,EMEIS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EMEIS FP Equity_DX_BROKER_SI_MV_NEW_x,EMEIS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EMEIS FP Equity_DX_SUPPLY_SI_QTY_INC_x,EMEIS FP Equity_DX_BROKER_SI_MV_INC_x,EMEIS FP Equity_DX_SUPPLY_SI_MV_NEW,EMEIS FP Equity_DX_BROKER_SI_QTY_ADD,EMEIS FP Equity_DX_BROKER_SI_QTY_NEW,EMEIS FP Equity_DX_SUPPLY_SI_MV_DEC,EMEIS FP Equity_DX_BROKER_SI_QTY_INC,EMEIS FP Equity_DX_SUPPLY_SI_QTY_DEC,EMEIS FP Equity_DX_BROKER_SI_MV_NEW_y,EMEIS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EMEIS FP Equity_DX_BROKER_SI_MV_INC_y,EMEIS FP Equity_DX_SUPPLY_SI_QTY_INC_y,EMEIS FP Equity_DX_BROKER_SI_MV_ADD,EMEIS FP Equity_DX_SUPPLY_SI_QTY_ADD,EMEIS FP Equity_DX_BROKER_SI_QTY_DEC,EMEIS FP Equity_DX_SUPPLY_SI_MV,EMEIS FP Equity_DX_BROKER_SI_MV_DEC,EMEIS FP Equity_DX_SUPPLY_SI_MV_RMV,EMEIS FP Equity_DX_BROKER_SI_MV_RMV,EMEIS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EMEIS FP Equity_DX_UTILIZATION_QUANTITY,EMEIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EMEIS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EMEIS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EMEIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EMEIS FP Equity_DX_ACTIVE_UTILIZATION_MV,EMEIS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EMEIS FP Equity_DX_BROKER_SI_CON_RATIO,EMEIS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EMEIS FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-05-21,1010239.0,28474324.0,5.46,16.23,2.74,35.38,1.0,16208119.66,671157.0,575047.0,18917050.2,,,,,,,,3.29,,100000.0,,,,,,,,26.62,,,,38.59,38.59,1068265.0,30109829.19,,27.34,49.33,17.44,0.1507,28.58,0.5808
2009-05-22,1004239.0,27941272.5,5.43,16.68,2.72,34.46,1.0,15999722.11,665157.0,575047.0,18506882.32,,,,,,,,0.29,,6000.0,,,,,,,,25.86,,,,38.48,38.48,1063551.0,29591529.82,,27.2,48.74,17.53,0.1516,28.76,0.5809
2009-05-25,1001241.0,28166281.21,5.41,17.21,2.71,35.01,1.0,15529894.77,665157.0,552049.0,18711777.79,,,,,,,,,,,,,,,,,22998.0,26.36,0.69,,,38.75,38.75,1051492.0,29579910.69,,26.69,49.69,17.57,0.1525,28.86,0.5833
2009-05-26,1001241.0,28120924.88,5.41,18.6,2.71,34.47,1.0,16066608.29,665157.0,572049.0,18681646.11,,,59.0,,,20000.0,,0.01,,59.0,,,,59.0,0.62,,,25.86,,,,38.73,38.73,1052438.0,29558847.41,,26.88,49.03,17.51,0.1525,28.91,0.5829
2009-05-27,1001970.0,28177711.1,5.41,19.07,2.72,35.48,1.0,15553015.51,664886.0,553049.0,18698130.31,,,,,,1000.0,,0.0,,271.0,,,,,0.03,,20000.0,26.67,0.62,,,38.36,38.36,1068490.0,30048407.18,,27.29,49.43,17.6,0.1535,29.15,0.578
2009-05-28,1004361.0,28026562.75,5.43,20.22,2.72,35.31,1.0,16032659.12,665779.0,574547.0,18578476.19,,,1615.0,0.04,,20000.0,,0.03,1498.0,722.0,,,0.04,1615.0,0.65,,,26.54,,,,38.7,38.7,1054361.0,29421806.23,,26.77,49.79,17.74,0.1521,28.83,0.5839
2009-05-29,1005083.0,28210619.41,5.43,20.64,2.72,35.25,1.0,16126356.48,666501.0,574547.0,18707316.76,,,722.0,,,,,,,,,,,722.0,,,,26.46,,,,38.78,38.78,1052019.0,29528016.71,,26.71,49.77,17.75,0.1523,28.85,0.5849
2009-06-01,1004651.0,28198494.05,5.43,20.64,2.72,35.6,1.0,16153161.37,613921.0,575502.0,17231503.94,,,,0.01,,773.0,,1.62,182.0,52580.0,,,0.01,,0.03,,,25.14,,,,40.77,40.77,891723.0,25028836.59,,21.67,53.7,17.9,0.1532,29.02,0.6673
2009-06-02,1004651.0,28098370.29,5.43,20.9,2.72,35.42,1.0,16095806.7,613921.0,575502.0,17170320.42,,,222.0,,,,,0.0,,222.0,,,,222.0,,,,25.06,,,,40.88,40.88,887670.0,24826611.78,,21.47,53.86,17.94,0.1522,28.75,0.6691
2009-06-03,1002286.0,27896014.27,5.42,21.13,2.72,35.26,1.0,16021353.15,605709.0,575637.0,16858328.77,,,,0.03,,,,0.26,1000.0,8212.0,,,0.03,,,,865.0,24.72,0.02,,,40.08,40.08,905703.0,25207878.6,,22.02,52.89,17.92,0.153,29.0,0.6631
2009-06-04,1001398.0,28125334.39,5.41,20.78,2.71,34.99,1.0,16142440.68,605709.0,574749.0,17011985.41,,,,0.43,,,,,14112.0,,,,0.43,,,,15000.0,24.58,0.49,,,35.25,35.25,1112399.0,31242916.25,,28.26,46.52,17.87,0.1528,28.86,0.5828
2009-06-05,998032.0,27976543.52,5.39,20.41,2.7,35.21,1.0,16044874.22,604709.0,572383.0,16951027.28,,,,,,,,0.03,,1000.0,,,,,,,2366.0,24.67,0.07,,,40.28,40.28,896410.0,25127905.1,,18.86,56.67,17.8,0.155,29.33,0.6649
2009-06-08,986254.0,27762547.33,5.33,20.08,2.67,34.86,1.0,16050614.13,595122.0,570192.0,16752380.92,,,,,,,,0.31,,9587.0,,,,,,,2191.0,24.42,0.08,,,39.59,39.59,908177.0,25564719.58,,21.24,53.48,18.02,0.1546,29.12,0.6561
2009-06-09,982906.0,27445674.07,5.31,20.07,2.66,34.68,1.0,15921465.32,591774.0,570192.0,16524099.28,,,,,,,,0.09,,3348.0,,,,,,,,24.33,,,,38.78,38.78,934388.0,26090906.46,,22.87,51.55,18.2,0.1547,29.06,0.644
2009-06-10,982845.0,27305949.5,5.31,19.94,2.66,34.72,1.0,15841393.06,591713.0,570192.0,16439301.51,,,,,,,,0.0,,61.0,,,,,,,,24.36,,,,39.18,39.18,918343.0,25513918.86,,22.17,52.35,18.3,0.1548,29.04,0.6509
2009-06-11,1019584.0,28673057.48,5.51,19.75,2.76,35.72,1.0,17068301.82,596355.0,606931.0,16770880.27,,,4642.0,1.13,,246.0,,,37000.0,,,,1.13,4642.0,0.01,,507.0,24.52,0.01,,,100.0,39.08,0.0,0.0,,0.0,100.0,17.7,0.1506,27.58,0.6682
2009-06-12,1020585.0,29061822.31,5.51,19.48,2.77,35.94,1.0,17311259.49,596355.0,607932.0,16981596.87,,,,0.03,,,,,1001.0,,,,0.03,,,,,24.57,,,,100.0,37.86,0.0,0.0,,0.0,100.0,17.51,0.1489,27.28,0.6479
2009-06-15,1010527.0,29480379.82,5.46,19.5,2.74,35.34,1.0,17526543.78,593455.0,600774.0,17313024.6,,,,,,,,0.06,,2900.0,,,,,,,7158.0,24.37,0.22,,,100.0,37.72,0.0,0.0,,0.0,100.0,17.63,0.1507,27.47,0.6423
2009-06-16,1019837.0,29733503.5,5.51,19.77,2.76,36.7,1.0,17731697.41,595355.0,608184.0,17357665.95,,,,0.39,,,,0.0,10410.0,1000.0,,,0.39,,,2900.0,3000.0,25.25,0.01,,,100.0,37.65,0.0,0.0,,0.0,100.0,17.47,0.1484,27.22,0.6449
2009-06-17,1013495.0,28713013.34,5.48,19.42,2.75,36.17,1.0,17050599.54,595355.0,601842.0,16866818.35,,,,,,,,,,,,,,,,,6342.0,24.99,0.19,,,100.0,37.66,0.0,0.0,,0.0,100.0,17.67,0.1509,27.52,0.6411
2009-06-18,1007295.0,28067368.12,5.44,20.31,2.73,35.73,1.0,16602600.78,595155.0,595842.0,16583458.14,,5000.0,,,0.16,,,0.01,,200.0,,5000.0,,,,,6000.0,24.66,0.25,0.16,,37.67,37.67,984554.0,27433710.63,5000.0,24.25,50.41,17.78,0.1544,28.31,0.6376
2009-06-19,978849.0,28290177.06,5.29,20.31,2.65,34.96,1.0,16398579.66,570155.0,567396.0,16478318.82,,,260.0,,,,,0.09,,25260.0,,,,260.0,,,28446.0,24.74,0.92,,,35.99,35.99,1014150.0,29310427.93,,24.82,49.92,18.45,0.158,28.78,0.6178
2009-06-22,984649.0,27833339.65,5.32,18.57,2.67,35.5,1.0,16208339.84,569955.0,573396.0,16111072.17,,,,0.26,,,,0.01,6000.0,200.0,,,0.26,,,,,24.8,,,,36.4,36.4,995645.0,28144166.55,,24.31,50.5,18.1,0.1592,29.27,0.6289
2009-06-23,959849.0,26554010.47,5.19,18.47,2.6,34.01,1.0,15171254.15,570155.0,548396.0,15773212.08,,,200.0,,,,,,,,,,,200.0,,,25000.0,24.35,0.78,,,36.57,36.57,988902.0,27357755.3,,23.72,50.65,18.84,0.1607,29.76,0.6157
2009-06-24,962677.0,27369244.93,5.2,18.88,2.61,34.1,1.0,15671491.76,570155.0,551224.0,16209706.73,,,,0.13,,,,,4213.0,,,,0.13,,,,1385.0,24.41,0.05,,,36.57,36.57,988902.0,28114830.89,,23.73,50.71,18.8,0.1586,29.43,0.6175
2009-06-25,961179.0,27161198.5,5.19,20.01,2.6,34.34,1.0,15534273.02,570155.0,549726.0,16111560.0,,,,,,,,,,,,,,,,,1498.0,24.5,0.04,,,37.2,37.2,962667.0,27203246.72,,23.14,51.43,18.64,0.16,29.77,0.6271
2009-06-26,961179.0,27365843.63,5.19,20.36,2.6,34.42,1.0,15651315.48,570155.0,549726.0,16232952.01,,,71.0,,,,,0.0,,71.0,,,,71.0,,,,24.56,,,,33.63,33.63,1125109.0,32033114.5,,28.23,46.52,18.64,0.16,29.78,0.567
2009-06-29,961469.0,27631072.72,5.19,20.55,2.61,34.56,1.0,15806575.24,570155.0,550016.0,16385337.71,,,,,,290.0,,,,,,,,,0.01,,,24.68,,,,31.41,31.41,1245109.0,35782430.14,,32.22,43.38,18.61,0.1596,29.71,0.5297
2009-06-30,955469.0,27181632.11,5.16,20.63,2.59,34.5,1.0,15476423.38,570155.0,544016.0,16220037.96,,,390.0,,,,,0.01,,390.0,,,,390.0,,,6000.0,24.7,0.18,,,31.45,31.45,1242461.0,35346115.69,,32.19,43.42,18.65,0.161,30.12,0.5271
2009-07-01,955469.0,28229077.17,5.16,21.09,2.59,34.41,1.0,16072807.85,570155.0,544016.0,16845077.64,,,,,,,,,,,,,,,,,,24.68,,,,31.45,31.45,1242461.0,36708179.38,,32.36,43.27,18.52,0.1587,29.63,0.5271
2009-07-02,957569.0,28490659.83,5.17,20.58,2.59,35.55,1.0,16248651.73,570155.0,546116.0,16963886.84,,,,0.09,,,,,2100.0,,,,0.09,,,,,25.19,,,,31.49,31.49,1240172.0,36898979.17,,33.98,42.58,18.08,0.1606,30.29,0.5289
2009-07-03,963762.0,28478457.5,5.21,20.06,2.61,35.69,1.0,16320324.29,515155.0,552309.0,15222450.95,,,,0.18,,,,2.23,6193.0,55000.0,,,0.18,,,,,23.0,,,,28.46,28.46,1294819.0,38260948.09,,36.33,38.77,17.94,0.1591,30.06,0.5325
2009-07-06,988702.0,28955643.92,5.34,20.51,2.68,36.29,1.0,16905616.15,523095.0,577249.0,15319633.78,,,16000.0,1.0,,,,2.24,33000.0,8060.0,,,1.0,16000.0,,,8060.0,21.17,0.28,,,28.88,28.88,1288143.0,37725229.67,,37.74,35.94,17.49,0.158,29.31,0.5459
2009-07-07,1012382.0,30002278.63,5.47,20.86,2.74,36.8,1.0,17138113.61,523724.0,578300.0,15520735.63,,,629.0,,,3100.0,,,,,,,,629.0,0.1,,2049.0,21.16,0.06,,,28.51,28.51,1313400.0,38923047.58,,38.44,35.51,17.07,0.152,28.53,0.5511
2009-07-08,1061101.0,30907720.92,5.73,21.65,2.88,38.54,1.0,18359361.17,541443.0,630300.0,15771136.9,,,16248.0,1.83,,,,0.0,57000.0,629.0,,,1.83,16248.0,,5000.0,5000.0,21.78,0.17,0.1,,29.33,29.33,1304741.0,38004460.18,2900.0,38.34,36.23,16.92,0.1529,27.36,0.5748
2009-07-09,1062902.0,31407971.5,5.74,21.37,2.88,38.62,1.0,18624900.92,548244.0,630300.0,16200206.54,,,1801.0,,,,,,,,,,,1801.0,,5000.0,,22.03,,,,29.67,29.67,1299850.0,38409610.44,,38.03,36.68,16.75,0.153,27.43,0.5751
2009-07-10,1080102.0,31901540.21,5.84,21.72,2.93,39.35,1.0,19150930.81,589344.0,648400.0,17406672.07,,,26100.0,0.52,,5000.0,,,14000.0,,,,0.52,26100.0,0.17,15000.0,900.0,23.38,0.02,,,31.96,31.96,1254695.0,37058262.09,,36.77,38.87,16.92,0.1477,26.54,0.5857
2009-07-13,1075102.0,31378854.58,5.81,21.87,2.91,39.04,1.0,18778827.53,589344.0,643400.0,17201102.48,,,71.0,,,,,0.01,,71.0,,,,71.0,,,5000.0,23.3,0.17,,,28.87,28.87,1452298.0,42388022.48,,43.01,35.14,17.09,0.1496,26.71,0.5266
2009-07-14,1051976.0,30851608.55,5.68,20.6,2.85,33.81,1.0,18804982.97,546407.0,641211.0,16024638.27,,,,0.02,,,,5.56,911.0,42937.0,,,0.02,,,,3100.0,17.63,0.1,,,26.61,26.61,1507055.0,44197843.79,,48.79,26.54,20.3,0.1755,31.65,0.5123
2009-07-15,1118907.0,32936161.48,6.05,22.05,3.03,36.02,1.0,18306580.55,622638.0,621911.0,18327980.53,,,,0.02,,,,0.53,700.0,16226.0,,,0.02,,,92457.0,20000.0,20.09,0.58,,,30.5,30.5,1419054.0,41771292.6,,45.91,30.44,16.69,0.1646,29.07,0.548
2009-07-16,1136867.0,33876833.91,6.14,22.76,3.08,36.89,1.0,19182937.82,623934.0,643757.0,18592243.85,,,,0.78,,,,0.08,22000.0,3886.0,,,0.78,,,5182.0,154.0,20.3,0.0,,,30.32,30.32,1433949.0,42729406.44,,46.82,30.24,17.91,0.1636,28.46,0.5524
2009-07-17,1149931.0,35005826.86,6.21,23.21,3.12,37.84,1.0,20014092.94,623298.0,657457.0,18974235.73,,,,0.52,,,,0.11,15000.0,5050.0,,,0.52,,,4414.0,1300.0,20.6,0.02,,,30.23,30.23,1438603.0,43793486.33,,47.75,30.14,17.47,0.1571,27.99,0.5577
2009-07-20,1162331.0,35014727.56,6.28,23.31,3.15,38.89,1.0,20179157.54,623298.0,669857.0,18776587.44,,,,0.51,,,,,15000.0,,,,0.51,,,,2600.0,20.97,0.04,,,30.04,30.04,1451543.0,43727116.19,,48.73,30.09,16.86,0.154,27.93,0.5602
2009-07-21,1163171.0,35182300.0,6.28,22.83,3.15,38.48,1.0,20286495.33,623298.0,670697.0,18852823.21,,,,0.07,,,,,2900.0,,,,0.07,,,,2060.0,20.74,0.14,,,38.45,38.45,997699.0,30177287.37,,33.19,38.45,17.05,0.154,27.77,0.7176
2009-07-22,1154039.0,34696973.05,6.23,22.13,3.13,38.34,1.0,19907361.94,624166.0,662129.0,18765978.34,,,1432.0,0.12,,,,0.03,1432.0,564.0,,,0.12,1432.0,,,10000.0,20.81,0.33,,,38.35,38.35,1003596.0,30173801.21,,33.48,38.33,17.19,0.1567,28.14,0.709
2009-07-23,1159985.0,34812686.68,6.27,22.99,3.14,38.45,1.0,20052816.99,624066.0,668175.0,18729047.46,,,,0.19,,,,0.0,6046.0,100.0,,,0.19,,,,,20.76,,,,38.34,38.34,1003860.0,30127168.58,,33.41,38.33,17.5,0.1561,27.93,0.7126
2009-07-24,1114865.0,33332316.92,6.02,22.31,3.02,36.76,1.0,18634124.47,618866.0,623255.0,18502901.83,,,,,,,,0.18,,5200.0,,,,,,,44920.0,20.48,1.59,,,37.97,37.97,1011021.0,30227581.26,,33.46,37.97,16.52,0.1595,29.2,0.684
2009-07-27,1128894.0,33148316.51,6.1,21.98,3.06,37.02,1.0,17543066.76,618706.0,597444.0,18167394.2,,,,,,,,0.02,,160.0,,,,,,,25811.0,20.32,0.88,,,37.96,37.96,1011149.0,29690907.28,,33.22,37.95,20.89,0.1688,28.84,0.6926
2009-07-28,1007596.0,29823928.55,5.44,19.44,2.73,32.77,1.0,15175159.42,582162.0,512690.0,17231467.67,,,,,,,,1.31,,40111.0,,,,,,3567.0,84754.0,18.92,2.73,,,35.62,35.62,1052194.0,31143988.94,,34.2,35.62,17.98,0.1744,33.13,0.6165
2009-07-29,942805.0,28427225.58,5.09,18.12,2.55,31.64,1.0,14851247.03,537511.0,492550.0,16206900.1,,,2509.0,,,,,1.5,,47160.0,,,,2509.0,,,20140.0,17.67,0.0,,,33.1,33.1,1086315.0,32754303.97,,35.76,33.07,15.35,0.1839,35.22,0.5806
2009-07-30,932934.0,28256383.65,5.04,18.13,2.53,31.68,1.0,14820083.03,530879.0,489311.0,16079080.29,,,,,,,,0.22,,6632.0,,,,,,,3239.0,17.66,0.1,,,33.1,33.1,1073120.0,32502288.93,,35.79,33.03,14.55,0.1867,35.84,0.5816
2009-07-31,881007.0,26611799.07,4.76,17.27,2.39,29.93,1.0,13269878.74,528009.0,439311.0,15949100.76,,,,,,,,0.1,,2870.0,,,,,,,50000.0,17.56,1.67,,,32.43,32.43,1100347.0,33237208.41,,36.67,32.38,15.4,0.2057,38.65,0.541
2009-08-03,868532.0,26353011.57,4.69,18.73,2.35,29.48,1.0,13047582.56,524828.0,430017.0,15924339.41,,,,,,,,0.1,,3181.0,,,,,,,9294.0,17.44,0.32,,,32.31,32.31,1099435.0,33359074.02,,36.65,32.25,15.2,0.2113,39.36,0.5347
2009-08-04,858289.0,25727285.54,4.64,18.46,2.33,29.3,1.0,12709945.52,520585.0,424017.0,15604579.51,,,1132.0,,,,,0.21,,6709.0,,,,1132.0,,1334.0,6000.0,17.39,0.2,,,32.05,32.05,1103845.0,33087847.45,,36.7,32.15,14.91,0.2172,40.16,0.5284
2009-08-05,856439.0,25605877.1,4.63,18.99,2.32,28.95,1.0,12635135.61,520145.0,422607.0,15551334.0,,,616.0,0.07,,,,0.04,5000.0,1056.0,,,0.07,616.0,,,6410.0,17.19,0.24,,,32.27,32.27,1091605.0,32636887.71,,36.12,32.25,14.74,0.2226,41.02,0.5314
2009-08-06,835413.0,24863707.27,4.54,18.54,2.26,28.13,1.0,11970257.19,519529.0,402197.0,15462312.62,,,,,,,,0.03,,616.0,,,,,,,20410.0,17.11,0.69,,,32.05,32.05,1101466.0,32782023.02,,36.21,32.09,15.18,0.2333,42.33,0.5154
2009-08-07,829734.0,24657100.84,4.51,18.57,2.25,27.98,1.0,11856557.31,513850.0,398984.0,15270015.77,,,253.0,,,253.0,,0.19,,5932.0,,,,253.0,0.01,,3466.0,16.94,0.12,,,32.46,32.46,1069144.0,31771617.68,,35.24,32.46,15.05,0.2372,42.84,0.5242
2009-08-10,829734.0,24784896.79,4.51,18.47,2.25,27.83,1.0,11918008.98,503850.0,398984.0,15050450.2,,,,,,,,0.52,,15182.0,,,,,,5182.0,,16.56,,,,31.44,31.44,1098873.0,32824319.47,,36.01,31.5,15.01,0.2355,42.59,0.5177
2009-08-11,828858.0,24477124.68,4.51,18.4,2.25,27.89,1.0,11756584.54,503850.0,398108.0,14879266.74,,,,,,,,,,,,,,,,,876.0,16.58,0.0,,,31.75,31.75,1082872.0,31978448.61,,35.55,31.8,15.02,0.2363,42.71,0.5224
2009-08-12,816299.0,24379883.48,4.44,17.9,2.21,27.21,1.0,11851391.56,492585.0,396814.0,14711723.16,,,,,,,,0.37,,11265.0,,,,,,,1294.0,16.07,0.15,,,31.23,31.23,1084838.0,32400167.14,,35.43,31.2,13.37,0.2377,43.2,0.5175
2009-08-13,809105.0,24172355.36,4.4,18.18,2.19,27.12,1.0,11765360.43,488391.0,393814.0,14590888.46,,,4378.0,,,,,0.28,,8572.0,,,,4378.0,,,3000.0,15.97,0.1,,,30.81,30.81,1096584.0,32760912.53,,36.08,30.69,12.84,0.2427,43.87,0.5105
2009-08-14,806881.0,24306947.32,4.39,18.44,2.19,27.2,1.0,11827360.07,487113.0,392615.0,14674072.17,,,,,,,,0.06,,1857.0,,,,,,579.0,1199.0,16.04,0.0,,,30.89,30.89,1089942.0,32834039.69,,36.1,30.76,12.76,0.243,43.91,0.5116
2009-08-17,809557.0,24567258.5,4.4,18.37,2.19,27.57,1.0,12008583.33,486689.0,395715.0,14769329.98,,,,,,3100.0,,0.01,,424.0,,,,,0.1,,,16.24,,,,30.86,30.86,1090366.0,33088841.65,,36.39,30.86,12.67,0.2403,43.68,0.5133
2009-08-18,807494.0,24694867.34,4.39,17.7,2.19,27.65,1.0,12111737.38,484301.0,396040.0,14810944.66,,,,0.04,,,,0.08,950.0,2388.0,,,0.04,,,,625.0,16.22,0.0,,,30.71,30.71,1092754.0,33418718.98,,36.79,30.59,12.22,0.2413,43.86,0.512
2009-08-19,811193.0,24782267.55,4.41,17.71,2.2,27.85,1.0,12105288.99,487800.0,396240.0,14902483.27,,,4770.0,0.01,,,,0.04,200.0,1271.0,,,0.01,4770.0,,,,16.42,,,,30.86,30.86,1093012.0,33391949.66,,36.74,30.89,12.07,0.2406,43.78,0.5132
2009-08-20,808743.0,24912581.52,4.4,17.72,2.19,27.83,1.0,12205807.41,485350.0,396240.0,14950758.7,,,,,,,,0.08,,2450.0,,,,,,,,16.38,,,,30.53,30.53,1104265.0,34015863.92,,37.29,30.51,11.71,0.2418,43.99,0.5088
2009-08-21,812101.0,25383904.28,4.42,17.47,2.2,28.13,1.0,12552780.0,483350.0,401598.0,15108108.64,,,,0.18,,,,0.06,5358.0,2000.0,,,0.18,,,,,16.44,,,,30.57,30.57,1097638.0,34308956.55,,37.4,30.54,11.54,0.2389,43.71,0.5137
2009-08-24,812101.0,25707641.03,4.42,17.38,2.2,28.57,1.0,12712873.43,483350.0,401598.0,15300791.76,,,,,,,,,,,,,,,,,,16.71,,,,30.2,30.2,1117182.0,35365199.43,,38.6,30.22,11.55,0.2398,43.82,0.5074
2009-08-25,823168.0,25901358.54,4.48,18.1,2.23,29.09,1.0,12984693.43,483577.0,412665.0,15215972.02,,,1359.0,0.39,,,,0.04,11067.0,1132.0,,,0.39,1359.0,,,,16.73,,,,29.74,29.74,1142467.0,35948247.97,,39.67,29.66,11.19,0.2329,43.16,0.5062
2009-08-26,823448.0,25600559.88,4.48,18.12,2.23,29.14,1.0,12829535.13,483857.0,412665.0,15042856.5,,,280.0,,,,,,,,,,,280.0,,,,16.81,,,,30.68,30.68,1093271.0,33989213.28,,37.81,30.78,11.2,0.2327,43.13,0.5221
2009-08-27,864525.0,26697471.77,4.7,18.72,2.34,30.15,1.0,12508971.04,527810.0,405069.0,16299346.55,,,49184.0,,,280.0,,0.19,,5231.0,,,,49184.0,0.01,,7876.0,18.07,0.26,,,33.52,33.52,1047004.0,32332621.65,,35.78,33.55,16.62,0.2217,40.24,0.549
2009-08-28,707609.0,22140228.03,3.85,15.35,1.92,24.77,1.0,12591578.26,372313.0,402431.0,11649222.55,,,60.0,,,,,5.37,,155557.0,,,,60.0,,,2638.0,12.75,0.08,,,23.65,23.65,1202075.0,37611469.9,,41.16,23.64,15.57,0.2243,40.89,0.4495
2009-08-31,725482.0,22347803.28,3.94,16.05,1.97,25.52,1.0,13236573.43,362915.0,429702.0,11179261.55,,,,0.95,,,,0.32,27271.0,9398.0,,,0.95,,,,,12.48,,,,23.06,23.06,1210596.0,37291292.21,,41.56,23.1,13.69,0.218,39.99,0.4611
2009-09-01,816054.0,24967740.37,4.44,18.45,2.21,28.38,1.0,12282152.76,480755.0,401434.0,14709033.99,,,450.0,,,,,0.8,,22898.0,,,,450.0,,140288.0,28268.0,16.38,1.07,,,30.66,30.66,1087205.0,33263794.02,,36.93,30.72,12.71,0.2343,43.06,0.5205
2009-09-02,1077266.0,32071538.45,5.86,25.24,2.92,36.89,1.0,23904336.22,345467.0,802934.0,10284978.99,,,357.0,13.54,,,,4.82,401500.0,140645.0,,,13.54,357.0,,5000.0,,11.57,,,,22.03,22.03,1222576.0,36397596.51,,41.08,21.97,25.71,0.2887,45.62,0.687
2009-09-03,1042452.0,31800098.44,5.67,24.59,2.82,35.14,1.0,23650295.95,338297.0,775290.0,10319782.49,,,,0.25,,2500.0,,0.19,4000.0,7170.0,,,0.25,,0.08,,34144.0,11.22,1.54,,,21.75,21.75,1217305.0,37134006.01,,40.37,21.75,26.37,0.2738,43.4,0.6701
2009-09-04,1174788.0,35762515.59,6.39,27.01,3.18,40.24,1.0,23774218.31,464947.0,780976.0,14153765.9,,,10584.0,,,6200.0,,0.62,,18582.0,,,,10584.0,0.21,134648.0,514.0,15.63,0.0,,,29.99,29.99,1085616.0,33047970.47,,36.54,29.95,26.41,0.2757,43.75,0.7577
2009-09-07,1190788.0,36659547.92,6.47,27.73,3.23,40.67,1.0,24535668.71,464947.0,796976.0,14313838.26,,,,0.55,,,,,16000.0,,,,0.55,,,,,15.63,,,,30.12,30.12,1078665.0,33207734.09,,36.24,30.13,25.91,0.2664,42.91,0.7714
2009-09-08,1126224.0,34263738.81,6.12,25.46,3.05,38.92,1.0,23599095.95,416674.0,775685.0,12676704.73,,,3687.0,,,,,1.91,,56348.0,,,,3687.0,,4388.0,21291.0,14.08,0.66,,,27.28,27.28,1110505.0,33785510.94,,37.52,27.29,27.71,0.3015,46.13,0.7375
2009-09-09,991411.0,30072425.91,5.39,20.84,2.69,34.19,1.0,23437819.85,284861.0,772685.0,8640676.08,,,8301.0,,,,,4.76,,140114.0,,,,8301.0,,,3000.0,9.54,0.1,,,18.24,18.24,1276966.0,38734153.07,,42.79,18.23,27.64,0.3042,46.45,0.6348
2009-09-10,1125979.0,33182233.29,6.12,23.17,3.05,38.52,1.0,22808495.71,417869.0,773965.0,12314462.92,,,,0.52,,1000.0,,0.01,14132.0,280.0,,,0.52,,0.03,133288.0,13852.0,13.95,0.45,,,26.8,26.8,1141470.0,33638748.0,,38.09,26.81,29.45,0.3089,45.94,0.7221
2009-09-11,1123827.0,32455008.53,6.11,19.67,3.05,37.4,1.0,22640131.23,416717.0,783965.0,12034373.43,,,11000.0,0.06,,,,0.41,10000.0,12152.0,,,0.06,11000.0,,,,13.54,,,,26.95,26.95,1129818.0,32628022.66,,37.1,26.74,30.52,0.3129,45.82,0.7267
2009-09-14,1115817.0,32801645.57,6.07,17.89,3.02,36.36,1.0,22952129.97,401907.0,780765.0,11814850.43,,,14675.0,,,,,0.97,,29485.0,,,,14675.0,,,3200.0,12.79,0.11,,,27.03,27.03,1085060.0,31897482.78,,35.38,26.55,30.75,0.3187,46.28,0.7504
2009-09-15,1084210.0,31714857.04,5.89,16.34,2.94,35.83,1.0,22546095.12,380300.0,770765.0,11124376.4,,,,,,,,0.68,,21607.0,,,,,,,10000.0,12.29,0.23,,,26.45,26.45,1057647.0,30937847.29,,34.05,26.52,30.64,0.3344,48.21,0.754
