,EMEIS FP Equity_DX_SI_QTY,EMEIS FP Equity_DX_SHORT_INTEREST_VALUE,EMEIS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EMEIS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EMEIS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EMEIS FP Equity_DX_SI_MV,EMEIS FP Equity_DX_DSS,EMEIS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EMEIS FP Equity_DX_SUPPLY_SI_QTY,EMEIS FP Equity_DX_BROKER_SI_QTY,EMEIS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EMEIS FP Equity_DX_BROKER_SI_MV_NEW_x,EMEIS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EMEIS FP Equity_DX_SUPPLY_SI_QTY_INC_x,EMEIS FP Equity_DX_BROKER_SI_MV_INC_x,EMEIS FP Equity_DX_SUPPLY_SI_MV_NEW,EMEIS FP Equity_DX_BROKER_SI_QTY_ADD,EMEIS FP Equity_DX_BROKER_SI_QTY_NEW,EMEIS FP Equity_DX_SUPPLY_SI_MV_DEC,EMEIS FP Equity_DX_BROKER_SI_QTY_INC,EMEIS FP Equity_DX_SUPPLY_SI_QTY_DEC,EMEIS FP Equity_DX_BROKER_SI_MV_NEW_y,EMEIS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EMEIS FP Equity_DX_BROKER_SI_MV_INC_y,EMEIS FP Equity_DX_SUPPLY_SI_QTY_INC_y,EMEIS FP Equity_DX_BROKER_SI_MV_ADD,EMEIS FP Equity_DX_SUPPLY_SI_QTY_ADD,EMEIS FP Equity_DX_BROKER_SI_QTY_DEC,EMEIS FP Equity_DX_SUPPLY_SI_MV,EMEIS FP Equity_DX_BROKER_SI_MV_DEC,EMEIS FP Equity_DX_SUPPLY_SI_MV_RMV,EMEIS FP Equity_DX_BROKER_SI_MV_RMV,EMEIS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EMEIS FP Equity_DX_UTILIZATION_QUANTITY,EMEIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EMEIS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EMEIS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EMEIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EMEIS FP Equity_DX_ACTIVE_UTILIZATION_MV,EMEIS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EMEIS FP Equity_DX_BROKER_SI_CON_RATIO,EMEIS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EMEIS FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-09-16,1090537.0,32078309.8,5.93,15.97,2.96,35.9,1.0,22933374.88,397747.0,779645.0,11699787.8,,,16406.0,0.26,,,,0.08,8880.0,2553.0,,,0.26,16406.0,,3594.0,,12.79,,,,27.71,27.71,1037656.0,30522807.23,,33.37,27.7,31.43,0.3351,47.8,0.7597
2009-09-17,1100649.0,32555787.8,5.98,15.8,2.98,36.41,1.0,23281262.06,401939.0,787095.0,11888840.85,,,3450.0,0.24,,,,0.07,7450.0,2161.0,,,0.24,3450.0,,2903.0,,13.01,,,,28.23,28.23,1021844.0,30224836.83,,33.05,28.25,31.1,0.3283,47.27,0.773
2009-09-18,1099276.0,32065657.66,5.98,15.5,2.98,36.56,1.0,22919351.16,399036.0,785722.0,11639799.08,,,,,,,,0.09,,2903.0,,,,,,,1373.0,12.98,0.03,,,27.76,27.76,1038539.0,30293971.7,,33.51,27.91,31.13,0.3291,47.36,0.7647
2009-09-21,1100276.0,31989844.37,5.98,15.41,2.98,36.18,1.0,22873455.7,395767.0,786722.0,11506680.81,,,,0.02,,,,0.11,1000.0,3269.0,,,0.02,,,,,12.71,,,,28.35,28.35,1000223.0,29080865.26,,32.05,28.39,31.14,0.3274,47.15,0.7882
2009-09-22,1099013.0,32607266.13,5.98,15.09,2.98,35.97,1.0,23304247.22,395767.0,785459.0,11742244.99,,,,0.01,,,,,2006.0,,,,0.01,,,,3269.0,12.66,0.13,,,28.3,28.3,1002826.0,29753437.19,,32.29,28.17,31.37,0.3301,47.3,0.7858
2009-09-23,1130338.0,33685603.79,6.15,15.45,3.06,36.94,1.0,23407742.35,439098.0,785459.0,13085715.29,,,41325.0,,,,,,,,,,,41325.0,,2006.0,,13.21,,,,29.2,29.2,1064695.0,31729353.46,,32.73,28.76,31.29,0.3261,46.92,0.7517
2009-09-24,1126963.0,32811836.44,6.13,15.36,3.05,36.44,1.0,22768406.24,486293.0,782009.0,14158553.9,,56608.0,,,1.32,,,0.32,,9413.0,,56608.0,,,,,3450.0,14.13,0.11,,,29.11,29.11,1184046.0,34473823.62,,39.6,26.3,31.56,0.3275,46.9,0.6747
2009-09-25,1099579.0,31999555.69,5.98,14.9,2.98,36.0,1.0,22627138.7,439265.0,777521.0,12783333.29,,,77800.0,,,,,2.44,,124828.0,,,,77800.0,,,4488.0,14.07,0.14,,,26.49,26.49,1219251.0,35482207.53,,38.99,26.52,30.59,0.3158,46.08,0.663
2009-09-28,1054579.0,30622899.82,5.73,14.21,2.86,34.61,1.0,22577680.47,394265.0,777521.0,11448680.09,,,,,,,,1.44,,45000.0,,,,,,,,12.64,,,,23.63,23.63,1274393.0,37005866.01,,40.35,23.85,31.58,0.3314,47.3,0.632
2009-09-29,1074559.0,31188432.68,5.84,14.48,2.91,35.31,1.0,22421960.27,414245.0,772521.0,12023213.52,,,25000.0,,,,,0.16,,5020.0,,,,25000.0,,,5000.0,13.24,0.16,,,25.19,25.19,1230169.0,35704919.92,,39.37,25.17,30.81,0.3199,46.45,0.6535
2009-09-30,1077175.0,30833668.01,5.86,14.32,2.92,35.26,1.0,22055658.28,415429.0,770515.0,11891475.27,,,1934.0,,,,,0.02,,750.0,,,,1934.0,,,2006.0,13.21,0.13,,,25.54,25.54,1210896.0,34661373.74,,38.51,25.54,30.65,0.3195,46.52,0.6623
2009-10-01,1103262.0,30637997.94,6.0,14.56,2.99,35.01,1.0,21187489.87,472047.0,762953.0,13108921.56,,,63605.0,,,,,0.22,,6987.0,,,,63605.0,,,7562.0,13.06,0.24,,,29.2,29.2,1144607.0,31786164.04,,37.37,25.9,30.71,0.3235,46.95,0.6824
2009-10-02,1068701.0,29814186.52,5.81,13.37,2.9,34.55,1.0,21284552.97,412045.0,762953.0,11495064.09,,,,,,,,0.14,,60002.0,,,,,,,,12.59,,,,26.42,26.42,1147756.0,32019630.81,,35.09,26.41,30.9,0.3271,47.23,0.6852
2009-10-05,1066660.0,30115885.37,5.8,12.83,2.89,34.09,1.0,21537604.14,410127.0,762830.0,11579451.48,,,,0.0,,,,0.06,1309.0,1918.0,,,0.0,,,,1432.0,12.59,0.05,,,26.38,26.38,1144655.0,32317982.08,,35.13,26.39,30.31,0.3295,47.84,0.6861
2009-10-06,1063512.0,30635856.72,5.78,12.77,2.88,34.1,1.0,21952914.62,401077.0,762087.0,11553548.53,,,1513.0,,,,,0.29,,10563.0,,,,1513.0,,,743.0,12.45,0.0,,,26.11,26.11,1135108.0,32698273.31,,35.1,26.18,30.59,0.3292,47.61,0.6923
2009-10-07,1081691.0,31410178.97,5.88,12.84,2.93,35.2,1.0,21936549.74,425901.0,755442.0,12367327.3,,22636.0,2188.0,,0.72,,,,,,,22636.0,,2188.0,,,6645.0,13.53,0.21,,,25.83,25.83,1222811.0,35508026.19,,38.53,25.99,30.44,0.3164,46.33,0.6561
2009-10-08,661691.0,19355508.13,3.6,7.8,1.79,21.87,1.0,9812208.96,425901.0,335442.0,12458277.76,,,,,,,,,,,,,,,,,,13.58,,,13.42,25.98,25.98,1213275.0,35490212.39,,38.77,25.95,11.99,0.3526,56.67,0.4037
2009-10-09,671455.0,19848575.71,3.65,7.79,1.82,22.35,1.0,9879311.49,436901.0,334206.0,12915031.65,,,11000.0,,,,,,,,,,,11000.0,,,1236.0,14.1,0.0,,,26.68,26.68,1200912.0,35499613.17,,38.61,26.74,11.84,0.3376,55.2,0.41
2009-10-12,671455.0,20220774.64,3.65,7.65,1.82,22.32,1.0,10064567.56,436901.0,334206.0,13157213.31,,,,,,,,,,,,,,,,,,14.14,,,,26.66,26.66,1202013.0,36198455.58,,39.07,26.57,11.99,0.3346,54.88,0.4097
2009-10-13,662076.0,20106786.37,3.6,7.4,1.79,22.67,1.0,10167763.98,424563.0,334804.0,12893682.21,,,11750.0,0.07,,,,0.77,2188.0,24088.0,,,0.07,11750.0,,,1590.0,14.06,0.05,,,25.91,25.91,1214351.0,36878992.94,,40.36,25.84,12.32,0.3679,58.04,0.404
2009-10-14,659715.0,20403773.16,3.59,6.97,1.79,22.68,1.0,10281851.35,424563.0,332443.0,13130953.74,,,,,,,,,,,,,,,,,2361.0,14.17,0.08,,,25.89,25.89,1215176.0,37583161.6,,40.68,25.83,12.5,0.3701,58.19,0.4023
2009-10-15,669474.0,19680511.11,3.64,6.96,1.81,22.74,1.0,9564100.36,441422.0,325343.0,12976471.94,,,13559.0,,,,,0.0,,100.0,,,,13559.0,,3400.0,7100.0,14.89,0.64,,,26.87,26.87,1201447.0,35318908.63,,40.54,26.86,13.22,0.3891,59.7,0.4075
2009-10-16,670129.0,19547526.83,3.64,6.25,1.82,21.83,1.0,9509295.45,446422.0,325998.0,13022039.07,,,29656.0,0.06,,,,0.85,1655.0,24969.0,,,0.06,29656.0,,313.0,1000.0,14.43,0.04,,,27.18,27.18,1195985.0,34886639.54,,38.7,27.16,13.29,0.3814,58.94,0.408
2009-10-19,695439.0,20431164.46,3.78,6.17,1.88,22.52,1.0,10433910.79,442579.0,355151.0,13002440.67,,,,0.19,,20000.0,,0.13,9153.0,3843.0,,,0.19,,0.71,,,14.19,,,,26.95,26.95,1199345.0,35235318.89,,38.49,26.93,12.48,0.3556,56.88,0.4236
2009-10-20,838723.0,24373920.2,4.56,7.42,2.27,27.38,1.0,12513152.5,588745.0,430586.0,17109371.81,,,105500.0,2.63,,,,0.4,75435.0,13943.0,,,2.63,105500.0,,54609.0,,19.01,,,,31.45,31.45,1283224.0,37291453.05,,41.36,31.48,19.92,0.3059,49.57,0.448
2009-10-21,1290697.0,37432387.0,7.02,11.71,3.5,41.73,1.0,25593580.43,583824.0,882486.0,16931879.37,12.79,,5540.0,1.7,,500.0,400000.0,0.41,51400.0,10461.0,12.79,,1.7,5540.0,0.02,,,18.63,,,,29.71,29.71,1381506.0,40066000.96,,44.31,29.6,29.66,0.2455,36.54,0.6567
2009-10-22,1188516.0,34279961.69,6.46,10.76,3.22,38.23,1.0,23858157.19,482441.0,827183.0,13914881.25,,,,,,5000.0,,3.24,,101383.0,,,,,0.16,,60303.0,15.38,2.12,,,24.96,24.96,1450480.0,41835700.01,,46.3,24.93,25.15,0.2414,38.86,0.6149
2009-10-23,1060638.0,30842213.13,5.77,10.31,2.87,33.71,1.0,22268146.62,415963.0,765783.0,12095756.99,,,,,,,,2.15,,66478.0,,,,,,,61400.0,13.2,2.13,,,21.15,21.15,1551054.0,45102983.34,,49.03,21.22,28.58,0.295,44.71,0.5392
2009-10-26,1072593.0,30366244.66,5.83,11.03,2.91,34.41,1.0,22048172.15,427918.0,778783.0,12114812.12,,,13000.0,0.42,,,,0.0,13000.0,1045.0,,,0.42,13000.0,,,,13.71,,,,21.6,21.6,1552730.0,43959432.02,,49.73,21.6,28.2,0.2872,44.11,0.5415
2009-10-27,1101101.0,31708651.23,5.99,11.54,2.98,35.1,1.0,22396694.75,453317.0,777738.0,13054270.82,,,11000.0,,,,,0.64,,18612.0,,,,11000.0,,33011.0,1045.0,14.21,0.11,,,23.45,23.45,1479599.0,42608342.6,,46.48,23.41,27.04,0.2738,43.2,0.5697
2009-10-28,1159046.0,32819086.94,6.3,11.99,3.14,37.2,1.0,21595829.4,526317.0,762683.0,14902983.47,,,88000.0,0.36,,,,1.02,11000.0,32941.0,,,0.36,88000.0,,17941.0,26055.0,16.7,0.78,,,27.32,27.32,1400038.0,39642920.85,,44.24,27.4,25.67,0.2505,40.74,0.6017
2009-10-29,1094852.0,31140682.49,5.95,11.14,2.97,34.75,1.0,21237772.98,478123.0,746683.0,13599168.23,,,,,,,,1.76,,53661.0,,,,,,5467.0,16000.0,14.86,0.73,,,25.05,25.05,1430819.0,40696532.66,,44.79,24.91,23.91,0.2509,41.75,0.5735
2009-10-30,1080868.0,30153616.54,5.88,10.85,2.93,34.37,1.0,20370348.82,460562.0,730183.0,12848571.65,,,4639.0,,,,,1.15,,37200.0,,,,4639.0,,15000.0,16500.0,14.39,0.53,,,25.4,25.4,1352536.0,37732500.09,,42.4,25.34,24.35,0.2586,42.52,0.5961
2009-11-02,1090754.0,30459147.74,5.93,10.91,2.96,34.28,1.0,20666319.82,460562.0,740069.0,12861127.26,,,143.0,0.42,,363.0,,0.01,13600.0,143.0,,,0.42,143.0,0.01,,4077.0,14.18,0.13,,,26.23,26.23,1295482.0,36176147.54,,39.84,26.25,23.93,0.2555,42.34,0.6211
2009-11-03,1099537.0,30314736.49,5.98,11.12,2.98,34.61,1.0,20344873.61,471491.0,737923.0,12999221.87,,,12669.0,0.06,,,,0.37,2000.0,12017.0,,,0.06,12669.0,,10277.0,4146.0,14.49,0.13,,,27.43,27.43,1247307.0,34388822.77,,38.32,27.44,23.79,0.253,42.04,0.6397
2009-11-04,1112947.0,31448027.98,6.05,11.28,3.02,34.82,1.0,21184575.62,475509.0,749723.0,13436237.61,,,19258.0,0.26,,3300.0,,0.48,8500.0,15240.0,,,0.26,19258.0,0.1,,,14.46,,,,27.67,27.67,1242996.0,35122762.34,,37.7,27.72,23.54,0.2486,41.6,0.6476
2009-11-05,1070406.0,30416188.35,5.82,10.7,2.9,33.78,1.0,21073634.54,491068.0,741623.0,13953973.34,,,50000.0,,,,,1.0,,34441.0,,,,50000.0,,,8100.0,15.18,0.26,,,29.61,29.61,1167608.0,33178237.84,,36.29,29.5,23.61,0.2506,41.73,0.6453
2009-11-06,1082028.0,31031578.43,5.88,10.89,2.93,34.54,1.0,21689192.78,488041.0,756272.0,13996571.78,,,5.0,0.66,,,,0.08,14649.0,3032.0,,,0.66,5.0,,,,15.29,,,,27.14,27.14,1310458.0,37582742.97,,41.07,27.13,25.11,0.2502,40.9,0.6016
2009-11-09,1076891.0,31011470.46,5.85,10.76,2.92,34.43,1.0,22366400.07,459990.0,776686.0,13246434.69,,,1276.0,0.81,,,,1.23,26238.0,39327.0,,,0.81,1276.0,,10000.0,3324.0,14.47,0.1,,,26.27,26.27,1290910.0,37174623.36,,40.72,26.23,25.3,0.2542,41.05,0.6151
2009-11-10,692339.0,19874526.71,3.76,6.91,1.88,21.96,1.0,10730462.91,480823.0,373801.0,13802674.06,,,30641.0,,,,,0.3,,9808.0,,,,30641.0,,,5385.0,15.21,0.17,,13.05,28.16,28.16,1226736.0,35215114.85,,38.85,28.14,14.89,0.2371,41.77,0.4055
2009-11-11,719839.0,20408840.87,3.91,7.28,1.95,22.73,1.0,10597988.06,508323.0,373801.0,14411949.36,,,25000.0,,,,,,,,,,,25000.0,,2500.0,,16.04,,,,31.94,31.94,1083277.0,30713017.64,,34.02,32.04,14.89,0.2353,41.47,0.4523
2009-11-12,717699.0,20335123.99,3.9,7.34,1.94,22.56,1.0,10591194.47,506183.0,373801.0,14342076.65,,,,,,,,0.13,,3720.0,,,,,,1580.0,,15.86,,,,30.0,30.0,1181088.0,33464684.95,,37.01,30.0,14.77,0.237,41.75,0.4254
2009-11-13,717699.0,20759044.15,3.9,7.67,1.94,22.51,1.0,10811985.89,506183.0,373801.0,14641061.57,,,1580.0,,,,,0.05,,1580.0,,,,1580.0,,,,15.79,,,,30.03,30.03,1179550.0,34117827.29,,36.91,29.96,14.79,0.2376,41.82,0.4257
2009-11-16,717699.0,20928612.22,3.9,7.91,1.94,22.86,1.0,10900302.46,506183.0,373801.0,14760655.54,,,,,,,,,,,,,,,,,,16.08,,,,30.05,30.05,1178147.0,34355602.69,,37.59,29.97,14.88,0.2374,41.81,0.4261
2009-11-17,714199.0,20343041.49,3.88,7.87,1.94,22.88,1.0,10547548.52,506183.0,370301.0,14417972.82,,,,,,,,,,,,,,,,,3500.0,16.25,0.1,,,30.05,30.05,1178147.0,33558004.56,,37.76,30.08,15.01,0.2374,41.88,0.424
2009-11-18,729545.0,20644247.94,3.97,8.05,1.98,22.86,1.0,11177993.86,496812.0,395018.0,14058502.37,,,3401.0,0.34,,13717.0,,0.59,11000.0,12772.0,,,0.34,3401.0,0.43,,,15.5,,,,29.54,29.54,1185274.0,33540207.03,,36.97,29.54,14.69,0.2309,41.07,0.4337
2009-11-19,726333.0,20586358.14,3.95,8.16,1.97,22.76,1.0,11102410.38,496900.0,391718.0,14083569.6,,,88.0,,,,,,,,,,,88.0,,,3300.0,15.51,0.1,,,29.85,29.85,1167523.0,33090946.73,,36.35,29.91,14.76,0.2334,41.32,0.4364
2009-11-20,721631.0,20141604.97,3.92,8.25,1.96,22.57,1.0,10777026.25,497798.0,386118.0,13894151.82,,,898.0,,,,,,,,,,,898.0,,,5600.0,15.5,0.17,,,29.91,29.91,1166625.0,32561932.48,,36.2,29.99,14.93,0.2347,41.62,0.4336
2009-11-23,701808.0,19661661.37,3.82,8.15,1.9,21.73,1.0,10289644.25,496812.0,367281.0,13918549.39,,,,,,3401.0,,0.07,,986.0,,,,,0.11,,22238.0,15.27,0.71,,,29.46,29.46,1189317.0,33319580.45,,36.59,29.44,15.53,0.241,42.98,0.4162
2009-11-24,703808.0,19666527.88,3.83,8.33,1.91,21.86,1.0,10318829.97,496812.0,369281.0,13882432.49,,,,,,6500.0,,,,,,,,,0.2,,4500.0,15.35,0.14,,,29.4,29.4,1193239.0,33342712.86,,36.76,29.46,15.41,0.2377,42.82,0.4164
2009-11-25,704808.0,19665649.73,3.83,8.77,1.91,21.77,1.0,10331631.38,496812.0,370281.0,13862116.74,,,,,,1000.0,,,,,,,,,0.03,,,15.22,,,,29.35,29.35,1195623.0,33360437.35,,36.68,29.33,15.42,0.2373,42.8,0.4164
2009-11-26,695360.0,18984986.2,3.78,8.63,1.88,21.46,1.0,9605879.9,505812.0,351833.0,13809873.79,,,9000.0,,,,,,,,,,,9000.0,,,18448.0,15.55,0.57,,,29.71,29.71,1196613.0,32670388.42,,36.56,29.84,15.86,0.2484,44.07,0.4085
2009-11-27,695360.0,19089247.24,3.78,10.04,1.88,21.22,1.0,9658633.11,505812.0,351833.0,13885714.34,,,,,,,,,,,,,,,,,,15.31,,,,29.9,29.9,1185658.0,32549066.24,,35.74,29.99,16.02,0.2488,44.08,0.4111
2009-11-30,694078.0,18915294.94,3.77,10.86,1.88,21.17,1.0,9691854.64,500730.0,355633.0,13646096.89,,,,0.33,,,,0.13,11000.0,5082.0,,,0.33,,,,7200.0,15.17,0.22,,,29.85,29.85,1176642.0,32066324.64,,35.46,29.95,15.99,0.2465,44.09,0.4138
2009-12-01,1097801.0,30471380.08,5.97,17.91,2.97,33.23,1.0,21140451.35,504453.0,761633.0,14001972.21,12.0,,5609.0,0.18,,,400000.0,0.08,6000.0,1886.0,12.0,,0.18,5609.0,,,,15.17,,,,31.83,31.83,1080174.0,29982111.98,,32.57,31.79,26.16,0.2494,40.35,0.6928
2009-12-02,1076823.0,29977166.54,5.85,18.03,2.92,32.88,1.0,20629128.25,504080.0,741028.0,14032844.87,,,,,,,,0.0,,373.0,,,,,,,20605.0,15.43,0.57,,,30.18,30.18,1166252.0,32466738.2,,35.67,30.2,24.58,0.2482,41.08,0.6447
2009-12-03,1066206.0,30602039.84,5.8,18.1,2.89,32.67,1.0,21268843.34,493463.0,741028.0,14163280.25,,,,0.17,,,,0.32,5000.0,10617.0,,,0.17,,,,5000.0,15.25,0.15,,,30.88,30.88,1104696.0,31706772.43,,33.96,30.99,24.94,0.2507,41.12,0.6671
2009-12-04,1053030.0,30142527.84,5.73,17.75,2.85,32.81,1.0,20895590.45,483327.0,729988.0,13835026.12,,,,,,,,0.03,,10136.0,,,,,,,11040.0,15.36,0.33,,,31.26,31.26,1062602.0,30416522.2,,33.64,31.35,25.47,0.2546,41.33,0.6812
2009-12-07,1055157.0,30347238.07,5.74,17.7,2.86,32.82,1.0,21088968.76,482190.0,733252.0,13868206.08,,,,0.11,,,,0.17,3264.0,2890.0,,,0.11,,,1753.0,,15.24,,,,31.04,31.04,1071207.0,30808850.1,,33.81,31.06,25.32,0.254,41.36,0.6793
2009-12-08,1058952.0,30167699.47,5.76,18.45,2.87,32.98,1.0,21024563.48,481229.0,738008.0,13709376.67,,,1137.0,,,5093.0,,0.01,,2098.0,,,,1137.0,0.16,,337.0,15.25,0.0,,,30.97,30.97,1072851.0,30563657.79,,33.87,31.05,25.32,0.2514,41.08,0.6814
2009-12-09,1058391.0,30065157.6,5.75,19.5,2.87,32.74,1.0,20953951.15,481029.0,737647.0,13664338.32,,,,,,,,0.08,,200.0,,,,,,,361.0,15.07,0.01,,,30.9,30.9,1075682.0,30556333.96,,33.66,30.92,25.26,0.2524,41.24,0.6799
2009-12-10,1066489.0,30527785.89,5.8,21.11,2.89,33.02,1.0,21114826.01,489127.0,737647.0,14001048.61,,,6988.0,,,,,0.07,,1757.0,,,,6988.0,,2867.0,,15.32,,,,31.42,31.42,1067584.0,30559129.79,,33.42,31.44,25.06,0.2484,40.87,0.6851
2009-12-11,1058703.0,30583912.64,5.76,21.97,2.87,33.03,1.0,21580446.79,500341.0,747036.0,14453898.25,,,18307.0,0.32,,,,0.21,9389.0,7393.0,,,0.32,18307.0,,300.0,,15.84,,,,32.15,32.15,1056002.0,30505885.9,,33.36,32.2,25.07,0.248,40.81,0.6803
2009-12-14,1058421.0,31071095.53,5.75,22.39,2.87,33.19,1.0,21966335.51,498823.0,748272.0,14643489.77,,,,0.14,,,,0.0,4000.0,1518.0,,,0.14,,,,2764.0,15.92,0.06,,,32.21,32.21,1049717.0,30815580.18,,33.46,32.23,24.76,0.2457,40.69,0.6835
2009-12-15,1025994.0,29890743.1,5.58,21.31,2.78,32.5,1.0,21976671.01,445934.0,754345.0,12991595.11,,,,0.22,,,,2.25,6073.0,72889.0,,,0.22,,,20000.0,,14.44,,,,28.83,28.83,1100762.0,32068992.75,,35.58,28.87,25.8,0.2583,42.0,0.6633
2009-12-16,616605.0,18053480.91,3.35,12.92,1.67,19.89,1.0,10099912.52,442743.0,344956.0,12963002.73,,,,,,,,0.1,,3191.0,,,,,,,9389.0,14.22,0.31,,12.19,28.47,28.47,1112405.0,32569931.2,,35.79,28.43,16.51,0.2509,45.29,0.3965
2009-12-17,613414.0,17809548.89,3.34,13.45,1.66,19.86,1.0,9922630.52,442447.0,341765.0,12845780.3,,,,,,,,0.01,,296.0,,,,,,,3191.0,14.32,0.1,,,27.99,27.99,1138435.0,33052740.55,,36.66,28.1,16.62,0.2537,45.58,0.388
2009-12-18,528002.0,15363326.78,2.87,11.65,1.43,16.96,1.0,9964854.6,357331.0,342469.0,10397295.69,,,,0.03,,,,2.77,1000.0,86116.0,,,0.03,,,1000.0,296.0,11.42,0.01,,,22.21,22.21,1251839.0,36424884.05,,40.01,22.2,16.63,0.2543,45.63,0.3281
2009-12-21,615418.0,17778253.53,3.35,13.94,1.67,19.75,1.0,9835500.75,444747.0,340469.0,12847893.5,,,5000.0,,,,,0.07,,2200.0,,,,5000.0,,84616.0,2000.0,14.22,0.06,,,28.02,28.02,1142693.0,33010223.72,,36.46,28.06,16.7,0.2561,45.84,0.3877
2009-12-22,616057.0,17609172.95,3.35,14.46,1.67,19.64,1.0,9752978.52,444647.0,341208.0,12709645.25,,,,0.02,,,,0.01,739.0,100.0,,,0.02,,,,,14.13,,,,28.1,28.1,1137652.0,32518274.82,,36.05,28.15,16.67,0.2559,45.81,0.3893
2009-12-23,617776.0,17826723.25,3.36,14.63,1.67,19.54,1.0,9845996.91,446366.0,341208.0,12880466.62,,,1819.0,,,,,0.09,,100.0,,,,1819.0,,,,14.01,,,,28.21,28.21,1135983.0,32780254.58,,35.7,28.18,16.6,0.2547,45.7,0.3904
2009-12-24,616056.0,17757496.72,3.35,14.53,1.67,19.6,1.0,9835144.76,444646.0,341208.0,12816691.81,,,,,,,,0.0,,1720.0,,,,,,,,14.06,,,,28.1,28.1,1137703.0,32793702.67,,35.99,28.09,16.61,0.2568,45.95,0.3893
2009-12-25,616056.0,17757496.72,3.35,14.97,1.67,19.6,1.0,9835144.76,444646.0,341208.0,12816691.81,,,,,,,,,,,,,,,,,,14.06,,,,28.06,28.06,1140177.0,32865014.45,,36.04,28.07,16.67,0.2566,45.91,0.3887
2009-12-28,618240.0,17685616.24,3.36,15.02,1.68,19.67,1.0,9812765.08,432011.0,343027.0,12358276.33,,,365.0,0.06,,,,0.41,1819.0,13000.0,,,0.06,365.0,,,,13.67,,,,27.19,27.19,1157057.0,33099226.94,,36.65,27.17,16.6,0.2547,45.72,0.3891
2009-12-29,610847.0,17460252.01,3.32,15.13,1.66,19.34,1.0,9601170.62,429446.0,335897.0,12275144.81,,,6607.0,,,,,0.3,,9172.0,,,,6607.0,,,7130.0,13.52,0.23,,,26.99,26.99,1161762.0,33207427.22,,36.49,27.04,16.87,0.2613,46.34,0.3839
2009-12-30,597099.0,17037441.0,3.25,15.15,1.62,18.91,1.0,9119226.38,432000.0,319595.0,12326556.42,,,8000.0,,,,,0.17,,5446.0,,,,8000.0,,,16302.0,13.61,0.53,,,27.18,27.18,1157208.0,33019420.6,,36.56,27.13,18.73,0.2746,47.23,0.3757
2009-12-31,597164.0,17164105.81,3.25,15.57,1.62,18.91,1.0,9186023.27,432065.0,319595.0,12418714.76,,,65.0,,,,,,,,,,,65.0,,,,13.6,,,,26.32,26.32,1209320.0,34759122.19,,38.16,26.28,18.78,0.2737,47.11,0.3638
2010-01-01,606368.0,17428653.63,3.3,16.09,1.64,19.24,1.0,9186023.27,441269.0,319595.0,12683262.57,,,9204.0,,,,,,,,,,,9204.0,,,,13.92,,,,26.88,26.88,1200123.0,34494775.57,,37.94,26.84,18.57,0.2697,46.66,0.3694
2010-01-04,606268.0,17508418.21,3.3,16.09,1.64,19.27,1.0,9229586.45,441169.0,319595.0,12740522.92,,,,,,,,0.0,,100.0,,,,,,,,13.94,,,,26.68,26.68,1212240.0,35008288.23,,38.25,26.71,18.57,0.2701,46.71,0.3667
2010-01-05,597333.0,17022405.63,3.25,16.1,1.62,19.02,1.0,8972788.59,436965.0,314864.0,12452343.12,,,,,,,,0.13,,4204.0,,,,,,,4731.0,13.89,0.15,,,26.63,26.63,1204051.0,34312258.85,,38.12,26.7,18.81,0.2751,47.14,0.364
2010-01-06,1047033.0,30379992.42,5.69,27.53,2.84,33.02,1.0,22192769.98,461665.0,764864.0,13395355.45,14.11,,23207.0,,,,450000.0,0.08,,300.0,14.11,,,23207.0,,1793.0,,14.53,,,,28.13,28.13,1179351.0,34219240.89,,37.19,28.09,24.72,0.302,47.58,0.638
2010-01-07,1065429.0,31238096.06,5.79,28.22,2.89,33.93,1.0,22425609.87,480061.0,764864.0,14075261.36,,,18804.0,,,,,0.0,,408.0,,,,18804.0,,,,15.4,,,,29.05,29.05,1172291.0,34371261.59,,37.53,29.09,24.52,0.2939,46.49,0.6448
2010-01-08,1056966.0,31302119.9,5.75,28.33,2.86,33.74,1.0,22341636.87,476061.0,754401.0,14098578.86,,,2000.0,,,,,0.19,,6000.0,,,,2000.0,,,10463.0,15.33,0.34,,,29.0,29.0,1165442.0,34514644.01,,37.63,28.95,24.83,0.2981,46.78,0.6439
