,ALFRE FP Equity_DX_SI_QTY,ALFRE FP Equity_DX_SHORT_INTEREST_VALUE,ALFRE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALFRE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALFRE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALFRE FP Equity_DX_SI_MV,ALFRE FP Equity_DX_DSS,ALFRE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALFRE FP Equity_DX_SUPPLY_SI_QTY,ALFRE FP Equity_DX_BROKER_SI_QTY,ALFRE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALFRE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALFRE FP Equity_DX_BROKER_SI_MV_INC_x,ALFRE FP Equity_DX_BROKER_SI_QTY_ADD,ALFRE FP Equity_DX_SUPPLY_SI_MV_DEC,ALFRE FP Equity_DX_BROKER_SI_QTY_INC,ALFRE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALFRE FP Equity_DX_BROKER_SI_MV_INC_y,ALFRE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALFRE FP Equity_DX_BROKER_SI_MV_ADD,ALFRE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALFRE FP Equity_DX_BROKER_SI_QTY_DEC,ALFRE FP Equity_DX_SUPPLY_SI_MV,ALFRE FP Equity_DX_BROKER_SI_MV_DEC,ALFRE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALFRE FP Equity_DX_UTILIZATION_QUANTITY,ALFRE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALFRE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALFRE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALFRE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALFRE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALFRE FP Equity_DX_BROKER_SI_CON_RATIO,ALFRE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALFRE FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-11-09,2610.0,17591.4,0.1,0.23,0.01,0.02,0.0,14396.64,2136.0,2136.0,14396.64,,,,,,,,,,,,0.02,,100.0,8.3,0.0,0.0,0.0,100.0,35.87,0.5399,64.13,0.1015
2022-11-10,2610.0,18139.5,0.1,0.23,0.01,0.02,0.0,14845.2,2136.0,2136.0,14845.2,,,,,,,,,,,,0.01,,100.0,8.3,0.0,0.0,0.0,100.0,36.65,0.5357,63.35,0.1014
2022-11-11,2610.0,17930.7,0.1,0.23,0.01,0.02,0.0,14674.32,2136.0,2136.0,14674.32,,,,,,,,,,,,0.01,,100.0,8.32,0.0,0.0,0.0,100.0,36.16,0.5383,63.84,0.1017
2022-11-14,2610.0,17617.5,0.1,0.23,0.01,0.02,0.0,14418.0,2136.0,2136.0,14418.0,,,,,,,,,,,,0.01,,100.0,8.32,0.0,0.0,0.0,100.0,36.09,0.5387,63.91,0.1017
2022-11-15,34092.0,233189.28,1.32,3.12,0.07,0.23,0.0,122278.68,17877.0,17877.0,122278.68,15741.0,,15741.0,,,,,15741.0,0.11,,,0.12,,100.0,69.79,0.0,0.0,0.0,100.0,4.88,0.8554,92.32,1.331
2022-11-16,34092.0,227052.72,1.32,3.52,0.07,0.23,0.0,119060.82,17877.0,17877.0,119060.82,,,,,,,,,,,,0.12,,100.0,70.46,0.0,0.0,0.0,100.0,4.92,0.8554,92.32,1.3437
2022-11-17,1226.0,7919.96,0.05,0.13,0.0,0.01,0.0,3985.82,617.0,617.0,3985.82,,,,0.12,,17260.0,,,,,17260.0,0.0,0.12,100.0,2.45,0.0,0.0,0.0,100.0,22.21,0.6444,77.14,0.0486
2022-11-18,1052.0,6795.92,0.04,0.1,0.0,0.01,0.0,3423.8,530.0,530.0,3423.8,,,,0.0,,87.0,,,,,87.0,0.0,0.0,100.0,2.1,0.0,0.0,0.0,100.0,9.05,0.822,90.21,0.0417
2022-11-21,8322.0,55840.62,0.32,0.82,0.02,0.05,0.0,27947.15,4165.0,4165.0,27947.15,3735.0,0.02,,0.0,3735.0,100.0,0.02,3735.0,,,100.0,0.03,0.0,100.0,16.58,0.0,0.0,0.0,100.0,9.07,0.8333,90.83,0.3312
2022-11-22,8226.0,54702.9,0.32,0.81,0.02,0.05,0.0,27378.05,4117.0,4117.0,27378.05,,,,0.0,,48.0,,,,,48.0,0.03,0.0,100.0,16.49,0.0,0.0,0.0,100.0,9.21,0.8309,90.69,0.3294
2022-11-23,1374.0,9700.44,0.05,0.13,0.0,0.01,0.0,4878.46,691.0,691.0,4878.46,,,,0.02,,3426.0,,,,,3426.0,0.0,0.02,100.0,3.22,0.0,0.0,0.0,100.0,43.82,0.5012,55.6,0.064
2022-11-24,1374.0,9439.38,0.05,0.12,0.0,0.01,0.0,4747.17,691.0,691.0,4747.17,,,,,,,,,,,,0.0,,100.0,2.82,0.0,0.0,0.0,100.0,44.27,0.5,55.13,0.056
2022-11-25,1134.0,7983.36,0.04,0.09,0.0,0.01,0.0,4019.84,571.0,571.0,4019.84,,,,0.0,,120.0,,,,,120.0,0.0,0.0,100.0,2.28,0.0,0.0,0.0,100.0,49.3,0.493,49.99,0.0453
2022-11-28,11288.0,80596.32,0.44,0.91,0.02,0.08,0.0,7239.96,11014.0,1014.0,78639.96,10443.0,0.01,,,732.0,,0.01,10443.0,,,289.0,0.08,0.0,100.0,43.77,0.0,0.0,0.0,100.0,6.74,0.7885,88.41,0.4486
2022-11-29,11280.0,79749.6,0.44,0.96,0.02,0.08,0.0,7112.42,11006.0,1006.0,77812.42,,,,0.0,,8.0,,,,,8.0,0.08,0.0,100.0,43.74,0.0,0.0,0.0,100.0,6.46,0.7938,88.73,0.4483
2022-11-30,18353.0,128838.06,0.71,1.62,0.04,0.13,0.0,32930.82,14691.0,4691.0,103130.82,3685.0,0.0,3488.0,,197.0,,0.0,3685.0,0.02,,,0.1,,100.0,51.28,0.0,0.0,0.0,100.0,37.62,0.4396,54.27,0.6406
2022-12-01,18353.0,125534.52,0.71,1.69,0.04,0.13,0.0,32086.44,14691.0,4691.0,100486.44,,,,,,,,,,,,0.1,,100.0,58.16,0.0,0.0,0.0,100.0,37.89,0.4387,54.0,0.7265
2022-12-02,1978.0,13925.12,0.08,0.18,0.0,0.01,0.0,9891.2,1405.0,1405.0,9891.2,,,,0.09,,13286.0,,,,,3286.0,0.01,0.02,100.0,5.56,0.0,0.0,0.0,100.0,35.52,0.338,36.66,0.0783
2022-12-05,1978.0,13786.66,0.08,0.19,0.0,0.01,0.0,9792.85,1405.0,1405.0,9792.85,,,,,,,,,,,,0.01,,100.0,5.56,0.0,0.0,0.0,100.0,35.46,0.3385,37.01,0.0783
2022-12-06,1978.0,13747.1,0.08,0.19,0.0,0.01,0.0,9764.75,1405.0,1405.0,9764.75,,,,,,,,,,,,0.01,,100.0,5.56,0.0,0.0,0.0,100.0,35.6,0.3385,36.87,0.0783
2022-12-07,1334.0,9124.56,0.05,0.15,0.0,0.01,0.0,7250.4,1060.0,1060.0,7250.4,,0.0,,0.0,54.0,345.0,0.0,,,,399.0,0.01,0.0,100.0,4.2,0.0,0.0,0.0,100.0,40.86,0.5167,59.14,0.0529
2022-12-08,1634.0,11339.96,0.06,0.19,0.0,0.01,0.0,9438.4,1360.0,1360.0,9438.4,300.0,0.0,,,300.0,,0.0,300.0,,,,0.01,,100.0,5.33,0.0,0.0,0.0,100.0,33.68,0.5532,66.32,0.064
2022-12-09,1634.0,11323.62,0.06,0.19,0.0,0.01,0.0,9424.8,1360.0,1360.0,9424.8,,,,,,,,,,,,0.01,,100.0,5.33,0.0,0.0,0.0,100.0,33.51,0.5544,66.49,0.0641
2022-12-12,31736.0,221834.64,1.23,3.7,0.07,0.22,0.0,114712.89,16411.0,16411.0,114712.89,15051.0,,15051.0,,,,,15051.0,0.1,,,0.11,,100.0,64.35,0.0,0.0,0.0,100.0,3.42,0.9011,94.85,1.2444
2022-12-13,33178.0,229591.76,1.29,4.0,0.07,0.23,0.0,117861.44,17032.0,17032.0,117861.44,821.0,0.01,,0.0,821.0,200.0,0.01,821.0,,,200.0,0.12,0.0,100.0,67.31,0.0,0.0,0.0,100.0,2.69,0.9159,95.65,1.3112
2022-12-14,3276.0,22932.0,0.13,0.37,0.01,0.02,0.0,15267.0,2181.0,2181.0,15267.0,200.0,0.0,,0.1,200.0,15051.0,0.0,200.0,,,15051.0,0.02,0.1,100.0,8.55,0.0,0.0,0.0,100.0,33.07,0.3891,50.16,0.1285
2022-12-15,2933.0,19827.08,0.11,0.32,0.01,0.02,0.0,15277.6,2260.0,2260.0,15277.6,79.0,0.0,,,501.0,,0.0,79.0,,,422.0,0.02,0.0,100.0,8.86,0.0,0.0,0.0,100.0,27.08,0.4054,54.66,0.115
2022-12-16,2933.0,19504.45,0.11,0.32,0.01,0.02,0.0,15029.0,2260.0,2260.0,15029.0,,,,,,,,,,,,0.02,,100.0,8.86,0.0,0.0,0.0,100.0,27.64,0.4011,53.91,0.115
2022-12-19,3102.0,20473.2,0.12,0.34,0.01,0.02,0.0,16031.4,2429.0,2429.0,16031.4,169.0,0.0,,,169.0,,0.0,169.0,,,,0.02,,100.0,9.52,0.0,0.0,0.0,100.0,26.16,0.417,56.41,0.1216
2022-12-20,2304.0,15252.48,0.09,0.26,0.0,0.02,0.0,13438.6,2030.0,2030.0,13438.6,,,,0.0,,399.0,,,,,399.0,0.01,0.0,100.0,7.96,0.0,0.0,0.0,100.0,23.79,0.6374,76.21,0.0903
2022-12-21,2250.0,14850.0,0.09,0.25,0.0,0.01,0.0,13041.6,1976.0,1976.0,13041.6,,,,0.0,,54.0,,,,,54.0,0.01,0.0,100.0,7.76,0.0,0.0,0.0,100.0,24.31,0.632,75.69,0.0884
2022-12-22,2250.0,14872.5,0.09,0.25,0.0,0.01,0.0,13061.36,1976.0,1976.0,13061.36,,,,,,,,,,,,0.01,,100.0,7.76,0.0,0.0,0.0,100.0,24.35,0.6316,75.65,0.0884
2022-12-23,2250.0,14850.0,0.09,0.25,0.0,0.01,0.0,13041.6,1976.0,1976.0,13041.6,,,,,,,,,,,,0.01,,100.0,7.9,0.0,0.0,0.0,100.0,24.32,0.6319,75.68,0.09
2022-12-26,2250.0,14850.0,0.09,0.25,0.0,0.01,0.0,13041.6,1976.0,1976.0,13041.6,,,,,,,,,,,,0.01,,100.0,7.9,0.0,0.0,0.0,100.0,24.35,0.6316,75.65,0.09
2022-12-27,2250.0,14850.0,0.09,0.25,0.0,0.01,0.0,13041.6,1976.0,1976.0,13041.6,,,,,,,,,,,,0.01,,100.0,7.9,0.0,0.0,0.0,100.0,24.34,0.6317,75.66,0.09
2022-12-28,2250.0,14827.5,0.09,0.25,0.0,0.01,0.0,13021.84,1976.0,1976.0,13021.84,,,,,,,,,,,,0.01,,100.0,7.9,0.0,0.0,0.0,100.0,24.32,0.6319,75.68,0.09
2022-12-29,2081.0,13713.79,0.08,0.23,0.0,0.01,0.0,11908.13,1807.0,1807.0,11908.13,,,,0.0,,169.0,,,,,169.0,0.01,0.0,100.0,7.23,0.0,0.0,0.0,100.0,26.31,0.6122,73.69,0.0832
2022-12-30,2081.0,13901.08,0.08,0.24,0.0,0.01,0.0,12070.76,1807.0,1807.0,12070.76,,,,,,,,,,,,0.01,,100.0,7.23,0.0,0.0,0.0,100.0,26.45,0.611,73.55,0.0832
2023-01-02,2081.0,13901.08,0.08,0.25,0.0,0.01,0.0,12070.76,1807.0,1807.0,12070.76,,,,,,,,,,,,0.01,,100.0,7.23,0.0,0.0,0.0,100.0,26.31,0.6122,73.69,0.0832
2023-01-03,2081.0,13984.32,0.08,0.25,0.0,0.01,0.0,12143.04,1807.0,1807.0,12143.04,,,,,,,,,,,,0.01,,100.0,7.23,0.0,0.0,0.0,100.0,26.37,0.6117,73.63,0.0832
2023-01-04,1781.0,12199.85,0.07,0.22,0.0,0.01,0.0,10322.95,1507.0,1507.0,10322.95,,,,0.0,,300.0,,,,,300.0,0.01,0.0,100.0,6.17,0.0,0.0,0.0,100.0,30.95,0.5726,69.05,0.0729
2023-01-05,1781.0,12039.56,0.07,0.19,0.0,0.01,0.0,10187.32,1507.0,1507.0,10187.32,,,,,,,,,,,,0.01,,100.0,6.17,0.0,0.0,0.0,100.0,30.6,0.5752,69.4,0.0729
2023-01-06,1781.0,12075.18,0.07,0.22,0.0,0.01,0.0,10217.46,1507.0,1507.0,10217.46,,,,,,,,,,,,0.01,,100.0,6.17,0.0,0.0,0.0,100.0,30.77,0.5739,69.23,0.0729
2023-01-09,1781.0,12075.18,0.07,0.25,0.0,0.01,0.0,10217.46,1507.0,1507.0,10217.46,,,,,,,,,,,,0.01,,100.0,6.17,0.0,0.0,0.0,100.0,30.74,0.5742,69.26,0.0729
2023-01-10,1781.0,12199.85,0.07,0.26,0.0,0.01,0.0,10322.95,1507.0,1507.0,10322.95,,,,,,,,,,,,0.01,,100.0,6.17,0.0,0.0,0.0,100.0,30.85,0.5733,69.15,0.0729
2023-01-11,1280.0,9049.6,0.05,0.19,0.0,0.01,0.0,7112.42,1006.0,1006.0,7112.42,,,,0.0,,501.0,,,,,501.0,0.01,0.0,100.0,4.12,0.0,0.0,0.0,100.0,43.18,0.5093,56.82,0.0524
2023-01-12,1548.0,10928.88,0.06,0.23,0.0,0.01,0.0,8994.44,1274.0,1274.0,8994.44,468.0,0.0,,0.0,268.0,200.0,0.0,468.0,,,,0.01,,100.0,5.05,0.0,0.0,0.0,100.0,34.97,0.5452,65.03,0.0614
2023-01-13,1548.0,10913.4,0.06,0.22,0.0,0.01,0.0,8981.7,1274.0,1274.0,8981.7,,,,,,,,,,,,0.01,,100.0,5.26,0.0,0.0,0.0,100.0,35.35,0.5429,64.65,0.0639
2023-01-16,14606.0,103264.42,0.57,2.03,0.03,0.1,0.0,55167.21,7803.0,7803.0,55167.21,6529.0,,6529.0,,,,,6529.0,0.05,,,0.06,,100.0,32.09,0.0,0.0,0.0,100.0,6.83,0.8058,89.43,0.6006
2023-01-17,14606.0,106477.74,0.57,1.9,0.03,0.1,0.0,56883.87,7803.0,7803.0,56883.87,,,,,,,,,,,,0.06,,100.0,32.09,0.0,0.0,0.0,100.0,6.83,0.8049,89.37,0.6006
2023-01-18,2346.0,17078.88,0.09,0.3,0.0,0.02,0.0,12179.44,1673.0,1673.0,12179.44,,,,0.04,,6130.0,,,,,6130.0,0.01,0.04,100.0,6.88,0.0,0.0,0.0,100.0,33.71,0.3522,42.85,0.0965
2023-01-19,2346.0,16633.14,0.09,0.28,0.0,0.02,0.0,11861.57,1673.0,1673.0,11861.57,,,,,,,,,,,,0.01,,100.0,6.86,0.0,0.0,0.0,100.0,33.82,0.3529,42.97,0.0962
2023-01-20,2545.0,18196.75,0.1,0.29,0.01,0.02,0.0,13384.8,1872.0,1872.0,13384.8,199.0,0.0,,,199.0,,0.0,199.0,,,,0.01,,100.0,7.61,0.0,0.0,0.0,100.0,31.26,0.3666,47.13,0.1035
2023-01-23,2624.0,18630.4,0.1,0.28,0.01,0.02,0.0,13852.1,1951.0,1951.0,13852.1,79.0,0.0,,,79.0,,0.0,79.0,,,,0.01,,100.0,7.86,0.0,0.0,0.0,100.0,30.31,0.3739,48.84,0.1058
2023-01-24,2624.0,18656.64,0.1,0.29,0.01,0.02,0.0,13871.61,1951.0,1951.0,13871.61,,,,,,,,,,,,0.01,,100.0,7.65,0.0,0.0,0.0,100.0,30.37,0.3734,48.74,0.1029
2023-01-25,2346.0,16680.06,0.09,0.26,0.0,0.02,0.0,11895.03,1673.0,1673.0,11895.03,,,,0.0,,278.0,,,,,278.0,0.01,0.0,100.0,6.62,0.0,0.0,0.0,100.0,33.94,0.3521,42.7,0.0928
2023-01-26,2346.0,16680.06,0.09,0.27,0.0,0.02,0.0,11895.03,1673.0,1673.0,11895.03,,,,,,,,,,,,0.01,,100.0,6.62,0.0,0.0,0.0,100.0,33.99,0.3521,42.66,0.0928
2023-01-27,2346.0,16656.6,0.09,0.28,0.0,0.02,0.0,11878.3,1673.0,1673.0,11878.3,,,,,,,,,,,,0.01,,100.0,6.62,0.0,0.0,0.0,100.0,33.98,0.3521,42.68,0.0928
2023-01-30,2346.0,16633.14,0.09,0.27,0.0,0.02,0.0,11861.57,1673.0,1673.0,11861.57,,,,,,,,,,,,0.01,,100.0,6.59,0.0,0.0,0.0,100.0,34.0,0.3521,42.67,0.0923
2023-01-31,2346.0,16633.14,0.09,0.27,0.0,0.02,0.0,11861.57,1673.0,1673.0,11861.57,,,,,,,,,,,,0.01,,100.0,6.57,0.0,0.0,0.0,100.0,34.03,0.352,42.64,0.0921
2023-02-01,2346.0,16633.14,0.09,0.27,0.0,0.02,0.0,11861.57,1673.0,1673.0,11861.57,,,,,,,,,,,,0.01,,100.0,6.57,0.0,0.0,0.0,100.0,33.89,0.3521,42.73,0.0921
2023-02-02,2346.0,16445.46,0.09,0.28,0.0,0.02,0.0,11727.73,1673.0,1673.0,11727.73,,,,,,,,,,,,0.01,,100.0,6.53,0.0,0.0,0.0,100.0,34.08,0.3524,42.69,0.0916
2023-02-03,2346.0,16257.78,0.09,0.28,0.0,0.02,0.0,11593.89,1673.0,1673.0,11593.89,,,,,,,,,,,,0.01,,100.0,6.66,0.0,0.0,0.0,100.0,34.37,0.3522,42.48,0.0933
2023-02-06,2346.0,15905.88,0.09,0.27,0.0,0.02,0.0,11342.94,1673.0,1673.0,11342.94,,,,,,,,,,,,0.01,,100.0,6.66,0.0,0.0,0.0,100.0,34.51,0.3525,42.49,0.0933
2023-02-07,2346.0,16422.0,0.09,0.27,0.0,0.02,0.0,11711.0,1673.0,1673.0,11711.0,,,,,,,,,,,,0.01,,100.0,6.63,0.0,0.0,0.0,100.0,34.41,0.351,42.15,0.093
2023-02-08,2346.0,16375.08,0.09,0.26,0.0,0.02,0.0,11677.54,1673.0,1673.0,11677.54,,,,,,,,,,,,0.01,,100.0,6.64,0.0,0.0,0.0,100.0,34.0,0.3521,42.66,0.0931
2023-02-09,2346.0,16445.46,0.09,0.26,0.0,0.02,0.0,11727.73,1673.0,1673.0,11727.73,,,,,,,,,,,,0.01,,100.0,6.63,0.0,0.0,0.0,100.0,34.02,0.3519,42.61,0.093
2023-02-10,2346.0,16422.0,0.09,0.26,0.0,0.02,0.0,11711.0,1673.0,1673.0,11711.0,,,,,,,,,,,,0.01,,100.0,6.67,0.0,0.0,0.0,100.0,34.09,0.352,42.59,0.0936
2023-02-13,2346.0,16398.54,0.09,0.25,0.0,0.02,0.0,11694.27,1673.0,1673.0,11694.27,,,,,,,,,,,,0.01,,100.0,6.67,0.0,0.0,0.0,100.0,33.97,0.352,42.66,0.0936
2023-02-14,2346.0,16422.0,0.09,0.25,0.0,0.02,0.0,11711.0,1673.0,1673.0,11711.0,,,,,,,,,,,,0.01,,100.0,6.43,0.0,0.0,0.0,100.0,33.99,0.352,42.66,0.0901
2023-02-15,2346.0,16304.7,0.09,0.25,0.0,0.02,0.0,11627.35,1673.0,1673.0,11627.35,,,,,,,,,,,,0.01,,100.0,6.48,0.0,0.0,0.0,100.0,34.07,0.3522,42.64,0.0908
2023-02-16,2346.0,16304.7,0.09,0.27,0.0,0.02,0.0,11627.35,1673.0,1673.0,11627.35,,,,,,,,,,,,0.01,,100.0,6.52,0.0,0.0,0.0,100.0,33.99,0.3521,42.66,0.0914
2023-02-17,2346.0,16163.94,0.09,0.27,0.0,0.02,0.0,11526.97,1673.0,1673.0,11526.97,,,,,,,,,,,,0.01,,100.0,6.45,0.0,0.0,0.0,100.0,34.0,0.3523,42.72,0.0905
2023-02-20,2346.0,15718.2,0.09,0.27,0.0,0.02,0.0,11209.1,1673.0,1673.0,11209.1,,,,,,,,,,,,0.01,,100.0,6.45,0.0,0.0,0.0,100.0,34.08,0.3528,42.81,0.0905
2023-02-21,2346.0,15155.16,0.09,0.25,0.0,0.02,0.0,10807.58,1673.0,1673.0,10807.58,,,,,,,,,,,,0.01,,100.0,6.49,0.0,0.0,0.0,100.0,33.63,0.3556,43.74,0.091
2023-02-22,2346.0,15460.14,0.09,0.24,0.0,0.02,0.0,11025.07,1673.0,1673.0,11025.07,,,,,,,,,,,,0.01,,100.0,6.45,0.0,0.0,0.0,100.0,34.0,0.3515,42.51,0.0904
2023-02-23,2346.0,15483.6,0.09,0.24,0.0,0.02,0.0,11041.8,1673.0,1673.0,11041.8,,,,,,,,,,,,0.01,,100.0,6.25,0.0,0.0,0.0,100.0,34.02,0.352,42.63,0.0877
2023-02-24,2346.0,15436.68,0.09,0.25,0.0,0.02,0.0,11008.34,1673.0,1673.0,11008.34,,,,,,,,,,,,0.01,,100.0,6.27,0.0,0.0,0.0,100.0,34.06,0.3521,42.64,0.088
2023-02-27,2346.0,15835.5,0.09,0.26,0.0,0.02,0.0,11292.75,1673.0,1673.0,11292.75,,,,,,,,,,,,0.01,,100.0,6.27,0.0,0.0,0.0,100.0,33.82,0.3514,42.58,0.088
2023-02-28,2346.0,15155.16,0.09,0.27,0.0,0.02,0.0,10807.58,1673.0,1673.0,10807.58,,,,,,,,,,,,0.01,,100.0,6.29,0.0,0.0,0.0,100.0,34.19,0.3533,42.86,0.0882
2023-03-01,2346.0,14427.9,0.09,0.24,0.0,0.02,0.0,10288.95,1673.0,1673.0,10288.95,,,,,,,,,,,,0.01,,100.0,6.29,0.0,0.0,0.0,100.0,34.12,0.3535,42.95,0.0882
2023-03-02,2048.0,12492.8,0.08,0.19,0.0,0.01,0.0,9296.4,1524.0,1524.0,9296.4,,,,0.0,,149.0,,,,,149.0,0.01,0.0,100.0,5.76,0.0,0.0,0.0,100.0,26.63,0.3698,48.88,0.0774
2023-03-03,1048.0,6403.28,0.04,0.1,0.0,0.01,0.0,3201.64,524.0,524.0,3201.64,,,,0.01,,1000.0,,,,,1000.0,0.0,0.01,100.0,1.91,0.0,0.0,0.0,100.0,47.66,0.5011,52.34,0.0382
2023-03-06,11548.0,70327.32,0.45,1.0,0.02,0.07,0.0,38208.66,6274.0,6274.0,38208.66,5750.0,0.04,,,5750.0,,0.04,5750.0,,,,0.04,,100.0,22.06,0.0,0.0,0.0,100.0,4.76,0.9094,95.24,0.4061
2023-03-07,1820.0,10974.6,0.07,0.16,0.0,0.01,0.0,8502.3,1410.0,1410.0,8502.3,136.0,,136.0,0.03,,5000.0,,136.0,0.0,,5000.0,0.01,0.03,100.0,4.92,0.0,0.0,0.0,100.0,30.01,0.4152,55.03,0.0635
2023-03-08,1820.0,10938.2,0.07,0.16,0.0,0.01,0.0,8474.1,1410.0,1410.0,8474.1,,,,,,,,,,,,0.01,,100.0,4.92,0.0,0.0,0.0,100.0,30.07,0.415,54.97,0.0634
2023-03-09,1820.0,10738.0,0.07,0.16,0.0,0.01,0.0,8319.0,1410.0,1410.0,8319.0,,,,,,,,,,,,0.01,,100.0,4.92,0.0,0.0,0.0,100.0,29.92,0.4155,55.1,0.0634
2023-03-10,1820.0,10228.4,0.07,0.16,0.0,0.01,0.0,7924.2,1410.0,1410.0,7924.2,,,,,,,,,,,,0.01,,100.0,4.9,0.0,0.0,0.0,100.0,29.61,0.4166,55.34,0.0633
2023-03-13,1900.0,10165.0,0.07,0.17,0.0,0.01,0.0,7757.5,1450.0,1450.0,7757.5,40.0,0.0,,,40.0,,0.0,40.0,,,,0.01,,100.0,5.03,0.0,0.0,0.0,100.0,28.35,0.396,53.0,0.0659
2023-03-14,3700.0,20165.0,0.14,0.31,0.01,0.02,0.0,12807.5,2350.0,2350.0,12807.5,900.0,0.0,,,900.0,,0.0,900.0,,,,0.01,,100.0,7.91,0.0,0.0,0.0,100.0,26.99,0.4325,58.08,0.1246
2023-03-15,3428.0,18991.12,0.13,0.28,0.01,0.02,0.0,12265.56,2214.0,2214.0,12265.56,,,,0.0,,136.0,,,,,136.0,0.01,0.0,100.0,7.34,0.0,0.0,0.0,100.0,29.13,0.4108,54.77,0.1137
2023-03-16,3428.0,19196.8,0.13,0.27,0.01,0.02,0.0,12398.4,2214.0,2214.0,12398.4,,,,,,,,,,,,0.01,,100.0,7.34,0.0,0.0,0.0,100.0,29.15,0.411,54.8,0.1137
2023-03-17,3428.0,19162.52,0.13,0.27,0.01,0.02,0.0,12376.26,2214.0,2214.0,12376.26,,,,,,,,,,,,0.01,,100.0,7.39,0.0,0.0,0.0,100.0,29.18,0.4115,54.85,0.1144
2023-03-20,3388.0,19006.68,0.13,0.27,0.01,0.02,0.0,12196.14,2214.0,2174.0,12420.54,,,,,,,,,,,40.0,0.01,0.0,100.0,7.39,0.0,0.0,0.0,100.0,29.51,0.4081,54.29,0.1131
2023-03-21,3348.0,18112.68,0.13,0.27,0.01,0.02,0.0,11761.34,2174.0,2174.0,11761.34,,,,0.0,,40.0,,,,,,0.01,,100.0,7.27,0.0,0.0,0.0,100.0,29.96,0.4065,53.92,0.1119
2023-03-22,3348.0,17844.84,0.13,0.26,0.01,0.02,0.0,11587.42,2174.0,2174.0,11587.42,,,,,,,,,,,,0.01,,100.0,40.7,0.0,0.0,0.0,100.0,29.9,0.4056,53.83,0.6267
2023-03-23,3348.0,17911.8,0.13,0.26,0.01,0.02,0.0,11630.9,2174.0,2174.0,11630.9,,,,,,,,,,,,0.01,,100.0,7.34,0.0,0.0,0.0,100.0,29.86,0.4049,53.75,0.113
2023-03-24,3348.0,17911.8,0.13,0.26,0.01,0.02,0.0,11630.9,2174.0,2174.0,11630.9,,,,,,,,,,,,0.01,,100.0,7.32,0.0,0.0,0.0,100.0,29.87,0.4051,53.76,0.1128
2023-03-27,3348.0,17342.64,0.13,0.27,0.01,0.02,0.0,11261.32,2174.0,2174.0,11261.32,,,,,,,,,,,,0.01,,100.0,7.32,0.0,0.0,0.0,100.0,29.95,0.4063,53.9,0.1128
2023-03-28,3348.0,17242.2,0.13,0.26,0.01,0.02,0.0,11196.1,2174.0,2174.0,11196.1,,,,,,,,,,,,0.01,,100.0,7.33,0.0,0.0,0.0,100.0,29.88,0.4053,53.79,0.1128
2023-03-29,3348.0,17007.84,0.13,0.26,0.01,0.02,0.0,11043.92,2174.0,2174.0,11043.92,,,,,,,,,,,,0.01,,100.0,7.35,0.0,0.0,0.0,100.0,29.9,0.4056,53.82,0.1132
2023-03-30,3348.0,17041.32,0.13,0.28,0.01,0.02,0.0,11065.66,2174.0,2174.0,11065.66,,,,,,,,,,,,0.01,,100.0,7.47,0.0,0.0,0.0,100.0,29.86,0.405,53.75,0.115
2023-03-31,3348.0,18079.2,0.13,0.28,0.01,0.02,0.0,11739.6,2174.0,2174.0,11739.6,,,,,,,,,,,,0.01,,100.0,7.59,0.0,0.0,0.0,100.0,29.72,0.4027,53.5,0.1169
2023-04-03,3348.0,18581.4,0.13,0.27,0.01,0.02,0.0,12065.7,2174.0,2174.0,12065.7,,,,,,,,,,,,0.01,,100.0,7.59,0.0,0.0,0.0,100.0,29.8,0.404,53.64,0.1169
2023-04-04,3348.0,18079.2,0.13,0.28,0.01,0.02,0.0,11739.6,2174.0,2174.0,11739.6,,,,,,,,,,,,0.01,,100.0,7.67,0.0,0.0,0.0,100.0,29.93,0.4061,53.88,0.1182
2023-04-05,1548.0,8297.28,0.06,0.14,0.0,0.01,0.0,6828.64,1274.0,1274.0,6828.64,,,,0.01,,900.0,,,,,900.0,0.01,0.01,100.0,4.64,0.0,0.0,0.0,100.0,35.32,0.5431,64.68,0.0564
2023-04-06,1548.0,7941.24,0.06,0.14,0.0,0.01,0.0,6535.62,1274.0,1274.0,6535.62,,,,,,,,,,,,0.01,,100.0,4.64,0.0,0.0,0.0,100.0,34.91,0.5456,65.09,0.0564
