,ETZ FP Equity_DX_SI_QTY,ETZ FP Equity_DX_SHORT_INTEREST_VALUE,ETZ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ETZ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ETZ FP Equity_DX_SI_MV,ETZ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ETZ FP Equity_DX_SUPPLY_SI_QTY,ETZ FP Equity_DX_BROKER_SI_QTY,ETZ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ETZ FP Equity_DX_SUPPLY_SI_QTY_INC_x,ETZ FP Equity_DX_BROKER_SI_MV_INC_x,ETZ FP Equity_DX_BROKER_SI_QTY_ADD,ETZ FP Equity_DX_SUPPLY_SI_MV_DEC,ETZ FP Equity_DX_BROKER_SI_QTY_INC,ETZ FP Equity_DX_SUPPLY_SI_QTY_DEC,ETZ FP Equity_DX_BROKER_SI_MV_INC_y,ETZ FP Equity_DX_SUPPLY_SI_QTY_INC_y,ETZ FP Equity_DX_BROKER_SI_MV_ADD,ETZ FP Equity_DX_SUPPLY_SI_QTY_ADD,ETZ FP Equity_DX_BROKER_SI_QTY_DEC,ETZ FP Equity_DX_SUPPLY_SI_MV,ETZ FP Equity_DX_BROKER_SI_MV_DEC,ETZ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ETZ FP Equity_DX_UTILIZATION_QUANTITY,ETZ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ETZ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ETZ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ETZ FP Equity_DX_ACTIVE_UTILIZATION_MV,ETZ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ETZ FP Equity_DX_BROKER_SI_CON_RATIO,ETZ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ETZ FP Equity_DX_DEMAND_SUPPLY_RATIO,ETZ FP Equity_PX_LAST
2014-04-17,75000.0,2925000.0,20.71,1.29,2.91,2925000.0,0.0,75000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,39.0
2014-04-18,75000.0,2925000.0,20.01,1.29,2.91,2925000.0,0.0,75000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2014-04-21,75000.0,2925000.0,20.01,1.29,2.92,2925000.0,0.0,75000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2014-04-22,75000.0,2964000.0,20.01,1.29,2.93,2964000.0,0.0,75000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,39.52
2014-04-23,75000.0,2949750.0,21.61,1.29,2.92,2949750.0,0.0,75000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,39.33
2014-04-24,75000.0,2958750.0,21.61,1.29,2.92,2958750.0,0.0,75000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,,39.45
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.16
2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.26
2014-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2014-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.71
2014-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.65
2014-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.68
2014-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.53
2014-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2014-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.01
2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.94
2014-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.22
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.34
2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.34
2014-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.99
2014-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.06
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.01
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.02
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.34
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.43
2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.78
2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.77
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.76
2014-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.73
2014-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.87
2014-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.69
2014-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.69
2014-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.88
2014-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.15
2014-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.33
2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.44
2014-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.25
2014-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.25
2014-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.13
2014-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.94
2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.06
2014-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.05
2014-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.28
2014-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3
2014-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.06
2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.97
2014-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.57
2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.55
2014-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.56
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.55
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9
2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.97
2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.35
2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.28
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.89
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.34
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.34
2014-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.93
2014-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.99
2014-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.33
2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.16
2014-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.69
2014-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.32
2014-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.32
2014-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.09
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.62
2014-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.67
2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.87
2014-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.58
2014-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.51
2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59
2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.87
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.29
2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3
2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.41
2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1
2014-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.83
2014-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.58
2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.03
2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.22
2014-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.37
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.16
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.64
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.85
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.84
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.12
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.04
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.64
2014-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.77
2014-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.82
2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.55
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.67
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.76
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74
2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.04
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.48
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3
2014-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.14
2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.01
2014-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
2014-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.91
2014-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.93
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.79
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.99
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.36
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.45
2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.25
2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.63
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.57
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.87
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.51
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.55
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.92
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.99
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.38
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.03
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.29
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.29
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.27
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.06
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.89
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.94
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.73
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.54
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.83
2014-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.11
2014-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.92
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.72
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.09
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.14
2014-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.36
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.07
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.74
2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.42
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.06
2014-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.15
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.95
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38
2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.93
2014-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.03
2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.98
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.19
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.44
2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.44
2014-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38
2014-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17
2014-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.25
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.31
2014-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.29
2014-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.41
2014-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.44
2014-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.22
2014-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.39
2014-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.68
2014-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.18
2014-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.85
2014-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6
2014-12-09,21000.0,853230.0,1.14,0.21,0.87,853230.0,0.0,21000.0,0.0,,,21000.0,,,,,,0.87,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,40.63
2014-12-10,21000.0,850290.0,1.1,0.21,0.85,850290.0,0.0,21000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,40.49
2014-12-11,21000.0,850080.0,1.1,0.21,0.85,850080.0,0.0,21000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,40.48
2014-12-12,21000.0,828660.0,1.11,0.21,0.85,828660.0,0.0,21000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,39.46
2014-12-15,21000.0,809340.0,1.11,0.21,0.83,809340.0,0.0,21000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,38.54
2014-12-16,21000.0,823830.0,1.19,0.21,0.81,823830.0,0.0,21000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,39.23
2014-12-17,21000.0,825300.0,1.11,0.21,0.82,825300.0,0.0,21000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,39.3
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.52
2014-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.63
2014-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75
2014-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.07
2014-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.06
2014-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.67
2015-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.71
2015-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.84
2015-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.49
2015-01-07,15000.0,596700.0,0.59,0.14,0.59,596700.0,0.0,15000.0,0.0,,,15000.0,,,,,,0.59,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,39.78
2015-01-08,15000.0,613050.0,0.57,0.14,0.6,613050.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,40.87
2015-01-09,15000.0,604800.0,0.57,0.14,0.61,604800.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,40.32
2015-01-12,15000.0,608250.0,0.59,0.14,0.61,608250.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,40.55
2015-01-13,15000.0,616650.0,0.68,0.14,0.61,616650.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,41.11
2015-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.52
2015-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.62
2015-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.04
2015-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.12
2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
2015-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.79
2015-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.38
2015-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.19
2015-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4
2015-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.08
2015-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.08
2015-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1400.0,61628.0,0.06,0.0,,0.0,,0.0,44.02
2015-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1400.0,61362.0,0.06,0.0,,0.0,,0.0,43.83
2015-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1400.0,61418.0,0.06,0.0,,0.0,,0.0,43.87
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.17
2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.42
2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5
2015-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.58
2015-02-09,8100.0,358263.0,0.53,0.07,0.36,358263.0,0.0,8100.0,0.0,,,8100.0,,,,,,0.36,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,44.23
2015-02-10,8100.0,360612.0,0.52,0.07,0.36,360612.0,0.0,8100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,44.52
2015-02-11,8100.0,359721.0,0.54,0.07,0.36,359721.0,0.0,8100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,44.41
2015-02-12,8100.0,362556.0,0.53,0.07,0.36,362556.0,0.0,8100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,44.76
2015-02-13,11100.0,499167.0,0.71,0.1,0.5,499167.0,0.0,11100.0,0.0,,0.14,,,3000.0,,0.14,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,44.97
2015-02-16,11100.0,499278.0,0.66,0.1,0.5,499278.0,0.0,11100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,44.98
2015-02-17,20200.0,910010.0,1.22,0.18,0.91,910010.0,0.0,20200.0,0.0,,0.41,,,9100.0,,0.41,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,45.05
2015-02-18,20200.0,916474.0,1.33,0.18,0.91,916474.0,0.0,20200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,45.37
2015-02-19,20200.0,920918.0,1.41,0.18,0.92,920918.0,0.0,20200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,45.59
2015-02-20,20200.0,923342.0,1.4,0.18,0.92,923342.0,0.0,20200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,45.71
2015-02-23,17200.0,792748.0,1.17,0.15,0.79,792748.0,0.0,17200.0,0.0,,,,,,,,,,,3000.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,46.09
2015-02-24,17200.0,796016.0,1.13,0.15,0.79,796016.0,0.0,17200.0,0.0,,,,,,,,,,,9100.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,46.28
2015-02-25,8100.0,374301.0,0.53,0.07,0.37,374301.0,0.0,8100.0,0.0,,,,,,,,,,,9100.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,46.21
2015-02-26,8100.0,378189.0,0.55,0.07,0.38,378189.0,0.0,8100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,46.69
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.86
2015-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.76
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35
2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.69
2015-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.13
2015-03-06,6100.0,287859.0,0.44,0.05,0.29,287859.0,0.0,6100.0,0.0,,,6100.0,,,,,,0.29,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,47.19
2015-03-09,6100.0,287188.0,0.49,0.05,0.29,287188.0,0.0,6100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,47.08
2015-03-10,6100.0,284687.0,0.51,0.05,0.29,284687.0,0.0,6100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,46.67
2015-03-11,6100.0,288835.0,0.46,0.05,0.29,288835.0,0.0,6100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,47.35
2015-03-12,6100.0,288835.0,0.42,0.05,0.29,288835.0,0.0,6100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,47.35
2015-03-13,6100.0,289689.0,0.42,0.05,0.29,289689.0,0.0,6100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,47.49
2015-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.94
2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.54
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.78
2015-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.97
2015-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.37
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.25
2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.72
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.34
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.42
2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.93
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.64
