,ALREW FP Equity_DX_SI_QTY,ALREW FP Equity_DX_SHORT_INTEREST_VALUE,ALREW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALREW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALREW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALREW FP Equity_DX_SI_MV,ALREW FP Equity_DX_DSS,ALREW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALREW FP Equity_DX_SUPPLY_SI_QTY,ALREW FP Equity_DX_BROKER_SI_QTY,ALREW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALREW FP Equity_DX_BROKER_SI_MV_NEW_x,ALREW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALREW FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALREW FP Equity_DX_BROKER_SI_MV_INC_x,ALREW FP Equity_DX_SUPPLY_SI_MV_NEW,ALREW FP Equity_DX_BROKER_SI_QTY_ADD,ALREW FP Equity_DX_BROKER_SI_QTY_NEW,ALREW FP Equity_DX_SUPPLY_SI_MV_DEC,ALREW FP Equity_DX_BROKER_SI_QTY_INC,ALREW FP Equity_DX_SUPPLY_SI_QTY_DEC,ALREW FP Equity_DX_BROKER_SI_MV_NEW_y,ALREW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALREW FP Equity_DX_BROKER_SI_MV_INC_y,ALREW FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALREW FP Equity_DX_BROKER_SI_MV_ADD,ALREW FP Equity_DX_SUPPLY_SI_QTY_ADD,ALREW FP Equity_DX_BROKER_SI_QTY_DEC,ALREW FP Equity_DX_SUPPLY_SI_MV,ALREW FP Equity_DX_BROKER_SI_MV_DEC,ALREW FP Equity_DX_SUPPLY_SI_MV_RMV,ALREW FP Equity_DX_BROKER_SI_MV_RMV,ALREW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALREW FP Equity_DX_UTILIZATION_QUANTITY,ALREW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALREW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALREW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALREW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALREW FP Equity_DX_ACTIVE_UTILIZATION_MV,ALREW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALREW FP Equity_DX_BROKER_SI_CON_RATIO,ALREW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALREW FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-12-02,439529.0,2483338.85,1.16,15.85,0.79,2.45,0.0,1242022.55,258320.0,219827.0,1459508.0,,,,,,,,,,,,,,,,,,1.44,,,,100.0,14.36,0.0,0.0,,0.0,100.0,30.37,0.2449,33.71,0.2443
2022-12-05,400102.0,2240571.2,1.05,14.36,0.72,2.25,0.0,1135764.0,227405.0,202815.0,1273468.0,,,939.0,0.1,,,,0.17,16547.0,31854.0,,,0.1,939.0,,,33559.0,1.28,0.19,,,100.0,12.62,0.0,0.0,,0.0,100.0,27.62,0.2647,38.61,0.2221
2022-12-06,411246.0,2220728.4,1.08,14.94,0.74,2.28,0.0,1095201.0,237038.0,202815.0,1280005.2,,,15408.0,,,,,0.05,,5775.0,,,,15408.0,,,,1.32,,,,18.21,13.16,1064735.0,5749569.0,,5.96,18.08,25.83,0.2569,37.04,0.2283
2022-12-07,456838.0,2457788.44,1.2,17.41,0.82,2.49,0.0,1336429.66,237238.0,248407.0,1276340.44,,,200.0,0.23,,,,,45592.0,,,,0.23,200.0,,,,1.29,,,,18.22,13.2,1064735.0,5728274.3,,5.97,17.77,22.65,0.2912,44.53,0.2542
2022-12-08,481871.0,2602103.4,1.27,18.26,0.87,2.61,0.0,1480026.6,236599.0,274079.0,1277634.6,,,,0.13,,,,0.0,25672.0,639.0,,,0.13,,,,,1.28,,,,18.18,13.15,1064735.0,5749569.0,,5.96,17.74,21.37,0.3104,47.75,0.2678
2022-12-09,481171.0,2636817.08,1.26,17.86,0.86,2.62,0.0,1498116.92,235899.0,273379.0,1292726.52,,,,,,,,0.0,,700.0,,,,,,,700.0,1.29,0.0,,,18.14,13.11,1064735.0,5834747.8,,5.98,17.78,21.53,0.3087,47.49,0.2673
2022-12-12,477475.0,2630887.25,1.25,18.6,0.86,2.63,0.0,1485953.33,232203.0,269683.0,1279438.53,,,,,,,,0.02,,3696.0,,,,,,,3696.0,1.28,0.02,,,17.9,12.9,1064735.0,5866689.85,,5.99,17.64,20.73,0.3123,48.19,0.2653
2022-12-13,477475.0,2678634.75,1.25,18.22,0.86,2.64,0.0,1512921.63,232203.0,269683.0,1302658.83,,,,,,,,,,,,,,,,,,1.29,,,,17.9,12.86,1064735.0,5973163.35,,5.98,17.72,20.89,0.3115,48.07,0.2643
2022-12-14,462052.0,2679901.6,1.21,17.3,0.83,2.61,0.0,1685381.4,215880.0,290583.0,1252104.0,,,900.0,0.13,,,,0.09,20900.0,17223.0,,,0.13,900.0,,,,1.22,,,,16.86,11.95,1064735.0,6175463.0,,5.98,16.91,28.09,0.358,50.06,0.2557
2022-12-15,472025.0,2657500.75,1.21,16.21,0.84,2.71,0.0,1478753.28,244031.0,262656.0,1373894.53,,,37900.0,,,37900.0,,0.06,,9749.0,,,,37900.0,0.22,,65827.0,1.4,0.36,,,14.0,13.87,1499338.0,8441272.94,,8.39,14.28,26.73,0.2667,38.8,0.2683
2022-12-16,505194.0,2829086.4,1.3,17.62,0.89,2.84,0.0,1569120.0,277200.0,280200.0,1552320.0,,,33169.0,0.09,,,,,17544.0,,,,0.09,33169.0,,,,1.56,,,,16.76,15.76,1376647.0,7709223.2,,7.75,16.78,24.48,0.247,34.82,0.2871
2022-12-19,499151.0,2800237.11,1.28,17.52,0.88,2.8,0.0,1538020.77,271157.0,274157.0,1521190.77,,,,,,,,0.03,,6043.0,,,,,,,6043.0,1.52,0.03,,,16.45,15.41,1377043.0,7725211.23,,7.74,16.41,23.32,0.2471,35.3,0.2836
2022-12-20,494351.0,2659608.38,1.27,17.39,0.87,2.74,0.0,1449140.66,266357.0,269357.0,1433000.66,,,,,,,,0.04,,4800.0,,,,,,,4800.0,1.49,0.04,,,16.16,15.08,1382264.0,7436580.32,,7.78,16.04,23.16,0.252,36.33,0.2799
2022-12-21,522019.0,2886765.07,1.34,18.03,0.92,2.85,0.0,1540293.02,284848.0,278534.0,1575209.44,,,18491.0,0.02,,,,,9177.0,,,,0.02,18491.0,,,,1.56,,,,17.08,15.95,1383156.0,7648852.68,,7.66,16.88,23.13,0.2531,36.72,0.2923
2022-12-22,552312.0,3159224.64,1.42,18.03,0.98,3.08,0.0,1773028.4,296961.0,309970.0,1698616.92,,,13256.0,0.37,,,,0.0,61180.0,1143.0,,,0.37,13256.0,,,29744.0,1.66,0.16,,,17.6,16.55,1390790.0,7955318.8,,7.74,17.62,23.53,0.3199,47.38,0.3078
2022-12-23,526001.0,2950865.61,1.35,17.35,0.93,2.96,0.0,1591326.99,289427.0,283659.0,1623685.47,,,,,,,,0.04,,7534.0,,,,,,,26311.0,1.61,0.11,,,17.23,16.13,1390790.0,7802331.9,,7.73,17.28,24.56,0.304,44.62,0.2931
2022-12-26,526001.0,2950865.61,1.35,17.89,0.93,2.95,0.0,1591326.99,289427.0,283659.0,1623685.47,,,,,,,,,,,,,,,,,,1.62,,,,17.23,16.12,1390790.0,7802331.9,,7.76,17.28,24.81,0.3023,44.2,0.293
2022-12-27,528501.0,2964890.61,1.36,17.97,0.94,3.0,0.0,1605351.99,289427.0,286159.0,1623685.47,,,,,,2500.0,,,,,,,,,0.01,,,1.64,,,,17.23,16.12,1390790.0,7802331.9,,7.78,17.39,24.39,0.301,44.45,0.2944
2022-12-28,548501.0,3071605.6,1.41,18.54,0.97,3.07,0.0,1714490.4,309427.0,306159.0,1732791.2,,,20000.0,0.09,,,,,20000.0,,,,0.09,20000.0,,,,1.73,,,,18.2,17.23,1390790.0,7788424.0,,7.75,18.29,23.33,0.3138,46.79,0.3055
2022-12-29,509184.0,2861614.08,1.31,17.58,0.9,2.85,0.0,1604566.2,284010.0,285510.0,1596136.2,,,,,,,,0.15,,25417.0,,,,,,,20649.0,1.59,0.12,,,16.74,15.79,1412207.0,7936603.34,,7.91,16.72,25.22,0.3352,48.54,0.2832
2022-12-30,507982.0,2951375.42,1.31,17.66,0.9,2.86,0.0,1657639.48,282808.0,285308.0,1643114.48,,,,,,,,0.0,,1202.0,,,,,,,202.0,1.59,0.0,,,16.67,15.73,1413207.0,8210732.67,,7.94,16.72,25.75,0.3343,48.3,0.2825
2023-01-02,490689.0,2831275.53,1.26,16.76,0.87,2.85,0.0,1584390.07,276232.0,274591.0,1593858.64,,,,,,,,0.04,,6576.0,,,,,,,10717.0,1.61,0.03,,,16.67,15.64,1381239.0,7969749.03,,8.02,16.7,24.53,0.3308,48.14,0.2778
2023-01-03,500787.0,2909572.47,1.29,16.92,0.89,2.9,0.0,1654043.09,276832.0,284689.0,1608393.92,,,600.0,0.06,,,,,10098.0,,,,0.06,600.0,,,,1.61,,,,16.73,15.75,1378207.0,8007382.67,,7.94,16.84,26.69,0.3267,46.79,0.285
2023-01-04,499887.0,3039312.96,1.28,17.13,0.88,2.92,0.0,1725437.12,276832.0,283789.0,1683138.56,,,,,,,,,,,,,,,,,900.0,1.62,0.0,,,16.73,15.71,1378207.0,8379498.56,,8.01,16.82,27.16,0.3253,46.42,0.2838
2023-01-05,502380.0,3004232.4,1.29,16.97,0.89,3.03,0.0,1717348.36,309207.0,287182.0,1849057.86,,,32375.0,0.19,,,,,30850.0,,,,0.19,32375.0,,,27457.0,1.86,0.12,,,18.32,17.54,1378207.0,8241677.86,,8.06,18.74,25.94,0.2712,39.66,0.2849
2023-01-06,419163.0,2548511.04,1.08,14.53,0.74,2.5,0.0,1567132.16,255420.0,257752.0,1552953.6,,,,,,,,0.34,,53787.0,,,,,,,29430.0,1.53,0.19,,,43.2,14.48,335884.0,2042174.72,,2.02,43.1,32.16,0.3111,42.13,0.2377
2023-01-09,484831.0,2976862.34,1.25,16.92,0.86,2.94,0.0,1777038.8,289420.0,289420.0,1777038.8,,,34000.0,0.21,,,,,34000.0,,,,0.21,34000.0,,,2332.0,1.76,0.0,,,17.15,16.41,1397994.0,8583683.16,,8.51,17.13,26.22,0.2591,33.93,0.2748
2023-01-10,419857.0,2590517.69,1.08,14.41,0.74,2.58,0.0,1577564.11,255683.0,255683.0,1577564.11,,,,,,,,0.19,,33737.0,,,,,,,33737.0,1.57,0.2,,,15.17,14.48,1429231.0,8818355.27,,8.77,15.19,27.94,0.2494,28.83,0.2377
2023-01-11,419857.0,2645099.1,1.08,14.39,0.74,2.6,0.0,1610802.9,255683.0,255683.0,1610802.9,,,,,,,,,,,,,,,,,,1.59,,,,15.17,14.48,1429231.0,9004155.3,,8.82,15.25,27.83,0.2498,29.13,0.2377
2023-01-12,414264.0,2551866.24,1.06,13.89,0.73,2.59,0.0,1540554.4,253583.0,250090.0,1562071.28,,,,,,,,0.03,,2100.0,,,,,,,5593.0,1.58,0.04,,,15.07,14.36,1429231.0,8804062.96,,9.01,14.93,27.75,0.2487,28.64,0.2346
2023-01-13,419317.0,2641697.1,1.08,14.44,0.74,2.59,0.0,1560944.7,247769.0,247769.0,1560944.7,,,7374.0,0.03,,,,0.07,7374.0,13188.0,,,0.03,7374.0,,,9695.0,1.54,0.06,,,14.84,14.03,1421857.0,8957699.1,,8.76,14.93,26.31,0.2506,30.82,0.2374
2023-01-16,403317.0,2597361.48,1.04,13.9,0.71,2.54,0.0,1492592.36,231769.0,231769.0,1492592.36,,,,,,,,0.09,,16000.0,,,,,,,16000.0,1.46,0.09,,,13.26,13.14,1516287.0,9764888.28,,9.41,13.43,27.82,0.2571,32.61,0.2287
2023-01-17,397589.0,2540593.71,1.02,13.61,0.7,2.55,0.0,1491521.85,233415.0,233415.0,1491521.85,,,9020.0,,,28370.0,,0.03,,7374.0,,,,9020.0,0.18,,26724.0,1.5,0.15,,,13.19,13.07,1536555.0,9818586.45,,9.89,13.18,27.02,0.229,30.1,0.2227
2023-01-18,377425.0,2347583.5,0.97,12.68,0.67,2.4,0.0,1326421.22,217865.0,213251.0,1355120.3,,,,,,,,0.11,,15550.0,,,,,,,20164.0,1.38,0.14,,,12.31,12.2,1552105.0,9654093.1,,9.9,12.26,26.98,0.2453,32.37,0.2114
2023-01-19,391569.0,2427727.8,1.01,13.19,0.69,2.43,0.0,1388769.0,223995.0,223995.0,1388769.0,,,7030.0,0.07,,,,0.01,10744.0,900.0,,,0.07,7030.0,,,,1.39,,,,12.66,12.55,1545075.0,9579465.0,,9.61,12.63,29.8,0.2481,31.1,0.2194
2023-01-20,391569.0,2459053.32,1.01,13.26,0.69,2.43,0.0,1406688.6,223995.0,223995.0,1406688.6,,,,,,,,,,,,,,,,,,1.39,,,,12.66,12.55,1545075.0,9703071.0,,9.59,12.67,30.11,0.2485,30.96,0.2194
2023-01-23,418339.0,2602068.58,1.07,14.35,0.74,2.61,0.0,1290513.16,246168.0,207478.0,1531164.96,,,43287.0,0.28,,,,0.13,43287.0,21114.0,,,0.28,43287.0,,,59804.0,1.54,0.38,,,13.92,13.8,1522902.0,9472450.44,,9.45,13.98,26.9,0.3621,48.75,0.2345
2023-01-24,448327.0,2752727.78,1.15,15.31,0.79,2.78,0.0,1470358.08,239472.0,239472.0,1470358.08,,,31994.0,0.19,,,,0.24,31994.0,38690.0,,,0.19,31994.0,,,,1.49,,,,35.58,13.42,433488.0,2661616.32,,2.69,35.61,26.94,0.4516,60.57,0.2513
2023-01-25,448327.0,2739277.97,1.15,15.54,0.79,2.74,0.0,1463173.92,239472.0,239472.0,1463173.92,,,,,,,,,,,,,,,,,,1.47,,,,35.58,13.42,433488.0,2648611.68,,2.66,35.53,27.07,0.4507,60.44,0.2512
2023-01-26,442997.0,2773161.22,1.14,15.44,0.78,2.72,0.0,1465728.92,239472.0,234142.0,1499094.72,,,,,,,,,,,,,,,,,5330.0,1.47,0.02,,,35.58,13.42,433488.0,2713634.88,,2.67,35.53,26.14,0.4554,61.21,0.2482
2023-01-27,442997.0,2702281.7,1.14,16.78,0.78,2.74,0.0,1428266.2,234142.0,234142.0,1428266.2,,,,,,,,0.04,,5330.0,,,,,,,,1.44,,,,34.79,13.12,438818.0,2676789.8,,2.68,34.97,25.3,0.4603,61.94,0.2482
2023-01-30,442997.0,2622542.24,1.14,16.68,0.78,2.69,0.0,1386120.64,234142.0,234142.0,1386120.64,,,,,,,,,,,,,,,,,,1.43,,,,34.79,13.12,438818.0,2597802.56,,2.65,35.07,25.15,0.4584,61.8,0.2482
2023-01-31,442997.0,2631402.18,1.14,16.29,0.78,2.62,0.0,1390803.48,234142.0,234142.0,1390803.48,,,,,,,,,,,,,,,,,,1.39,,,,34.79,13.12,438818.0,2606578.92,,2.6,34.75,25.77,0.4568,61.48,0.2483
2023-02-01,410643.0,2426900.13,1.06,15.04,0.73,2.42,0.0,1288173.15,217965.0,217965.0,1288173.15,,,3600.0,0.02,,,,0.12,3600.0,19777.0,,,0.02,3600.0,,,19777.0,1.28,0.11,,,41.49,12.19,307317.0,1816243.47,,1.83,41.15,29.65,0.426,56.95,0.2297
2023-02-02,407991.0,2488745.1,1.05,15.3,0.72,2.43,0.0,1321497.9,216639.0,216639.0,1321497.9,,,45000.0,,,45000.0,,0.26,,46326.0,,,,45000.0,0.27,,46326.0,1.29,0.28,,,13.36,12.12,1404753.0,8568993.3,,8.3,13.45,25.97,0.2597,33.11,0.2282
2023-02-03,407991.0,2566263.39,1.05,15.53,0.72,2.49,0.0,1362659.31,216639.0,216639.0,1362659.31,,,,,,,,,,,,,,,,,,1.32,,,,13.36,12.12,1404753.0,8835896.37,,8.37,13.59,26.19,0.2603,33.41,0.2282
2023-02-06,399303.0,2459706.48,1.03,14.69,0.71,2.48,0.0,1307466.16,212251.0,212251.0,1307466.16,,,,,,,,0.01,,4388.0,,,,,,,4388.0,1.31,0.04,,,13.09,11.87,1409053.0,8679766.48,,8.46,13.46,24.42,0.2611,34.53,0.2233
2023-02-07,362321.0,2246390.2,0.93,13.2,0.64,2.22,0.0,1201312.0,193760.0,193760.0,1201312.0,,,,,,,,0.14,,18491.0,,,,,,,18491.0,1.18,0.13,,,11.95,10.83,1427544.0,8850772.8,,8.55,12.1,26.33,0.2522,29.71,0.2026
2023-02-08,362321.0,2260883.04,0.93,13.27,0.64,2.25,0.0,1209062.4,193760.0,193760.0,1209062.4,,,,,,,,,,,,,,,,,,1.2,,,,11.95,10.83,1427544.0,8907874.56,,8.85,11.96,26.81,0.2527,29.44,0.2026
2023-02-09,362321.0,2304361.56,0.93,13.23,0.64,2.26,0.0,1232313.6,193760.0,193760.0,1232313.6,,,,,,,,,,,,,,,,,,1.21,,,,11.95,10.83,1427544.0,9079179.84,,8.87,11.99,26.61,0.2527,29.41,0.2026
2023-02-10,362321.0,2271752.67,0.93,12.95,0.64,2.29,0.0,1214875.2,193760.0,193760.0,1214875.2,,,,,,,,,,,,,,,,,,1.23,,,,11.95,10.83,1427544.0,8950700.88,,9.08,11.96,27.0,0.2532,29.65,0.2026
2023-02-13,380721.0,2390927.88,0.98,14.58,0.67,2.39,0.0,1332364.8,212160.0,212160.0,1332364.8,,,18400.0,0.12,,,,,18400.0,,,,0.12,18400.0,,,,1.34,,,,11.97,11.86,1560510.0,9800002.8,,9.9,11.89,25.49,0.245,27.54,0.2129
2023-02-14,380721.0,2360470.2,0.98,14.72,0.67,2.38,0.0,1315392.0,212160.0,212160.0,1315392.0,,,,,,,,,,,,,,,,,,1.33,,,,11.97,11.86,1560510.0,9675162.0,,9.79,11.95,25.26,0.245,27.74,0.2129
2023-02-15,384973.0,2382982.87,0.99,14.85,0.68,2.38,0.0,1442276.19,233001.0,233001.0,1442276.19,,,37430.0,,,37430.0,,0.11,,16589.0,,,,37430.0,0.23,,16589.0,1.45,0.12,,,13.14,13.03,1539669.0,9530551.11,,9.54,13.16,23.47,0.2046,24.4,0.2153
2023-02-16,351664.0,2106467.36,0.9,13.35,0.62,2.15,0.0,1196155.08,199692.0,199692.0,1196155.08,,,,,,,,0.22,,33309.0,,,,,,,33309.0,1.23,0.21,,,11.27,11.17,1572978.0,9422138.22,,9.71,11.22,25.9,0.224,27.65,0.1967
2023-02-17,320241.0,1915041.18,0.82,11.71,0.57,1.93,0.0,983393.06,203514.0,164447.0,1217013.72,,,3822.0,,,,,,,,,,,3822.0,,,35245.0,1.23,0.23,,,11.48,11.38,1569156.0,9383552.88,,9.62,11.34,27.87,0.2402,29.86,0.1791
2023-02-20,308570.0,1795877.4,0.79,11.24,0.55,1.84,0.0,978423.48,188176.0,168114.0,1095184.32,,,3964.0,0.12,,,,0.12,19667.0,19302.0,,,0.12,3964.0,,,16000.0,1.12,0.1,,,14.45,10.52,1114328.0,6485388.96,,6.65,14.41,26.57,0.2502,31.67,0.1725
2023-02-21,291783.0,1701094.89,0.75,10.16,0.52,1.71,0.0,976087.75,172078.0,167425.0,1003214.74,,,,,,,,0.1,,16098.0,,,,,,,689.0,1.0,0.0,,,25.43,9.62,504482.0,2941130.06,,2.94,25.47,28.25,0.2619,34.17,0.1632
2023-02-22,295747.0,1685757.9,0.76,9.38,0.52,1.72,0.0,976917.3,171389.0,171389.0,976917.3,,,,0.01,,,,0.01,3964.0,689.0,,,0.01,,,,,1.0,,,,24.09,9.4,540171.0,3078974.7,,3.14,24.07,28.22,0.2601,33.45,0.1622
2023-02-23,293246.0,1692029.42,0.75,8.64,0.52,1.68,0.0,974483.76,168888.0,168888.0,974483.76,,,,,,,,0.01,,2501.0,,,,,,,2501.0,0.97,0.02,,,23.73,9.26,542672.0,3131217.44,,3.1,23.78,28.26,0.2625,34.49,0.1607
2023-02-24,291540.0,1638454.8,0.75,8.59,0.52,1.67,0.0,939562.84,167182.0,167182.0,939562.84,,,,,,,,0.02,,1706.0,,,,,,,1706.0,0.96,0.01,,,23.5,9.16,544378.0,3059404.36,,3.12,23.56,28.82,0.2618,34.05,0.1597
2023-02-27,289817.0,1628771.54,0.74,8.44,0.51,1.63,0.0,929879.58,165459.0,165459.0,929879.58,,,,,,,,0.01,,1723.0,,,,,,,1723.0,0.93,0.02,,,23.25,9.06,546101.0,3069087.62,,3.07,23.18,28.82,0.2638,34.81,0.1588
2023-02-28,290558.0,1600974.58,0.75,8.71,0.51,1.63,0.0,915762.0,165800.0,166200.0,913558.0,,,9100.0,0.0,,400.0,,0.05,341.0,8759.0,,,0.0,9100.0,0.0,,,0.93,,,,23.01,9.04,554860.0,3057278.6,,3.1,23.07,28.88,0.2616,34.31,0.1584
2023-03-01,287530.0,1581415.0,0.74,8.68,0.51,1.58,0.0,897446.0,165800.0,163172.0,911900.0,,,,,,,,,,,,,,,,,3028.0,0.91,0.02,,,23.01,9.04,554860.0,3051730.0,,3.06,22.91,29.14,0.2644,35.15,0.1568
2023-03-02,287530.0,1598666.8,0.74,8.55,0.51,1.59,0.0,907236.32,165800.0,163172.0,921848.0,,,,,,,,,,,,,,,,,,0.92,,,,23.01,9.04,554860.0,3085021.6,,3.06,23.07,29.03,0.2651,35.39,0.1568
2023-03-03,285302.0,1620515.36,0.73,8.56,0.5,1.59,0.0,914161.92,160544.0,160944.0,911889.92,,,,,,,,0.03,,5256.0,,,,,,,2228.0,0.89,0.01,,,22.28,8.75,560116.0,3181458.88,,3.13,22.2,29.26,0.2677,36.0,0.1556
2023-03-06,285302.0,1589132.14,0.73,8.62,0.5,1.61,0.0,896458.08,160544.0,160944.0,894230.08,,,,,,,,,,,,,,,,,,0.91,,,,22.28,8.75,560116.0,3119846.12,,3.17,22.26,29.64,0.2657,35.22,0.1556
2023-03-07,282726.0,1605883.68,0.73,8.43,0.5,1.59,0.0,899530.24,157968.0,158368.0,897258.24,,,,,,,,0.01,,2576.0,,,,,,,2576.0,0.89,0.02,,,27.78,8.61,410637.0,2332418.16,,2.28,28.03,29.66,0.2702,36.42,0.1542
2023-03-08,282726.0,1583265.6,0.73,8.16,0.5,1.6,0.0,886860.8,157968.0,158368.0,884620.8,,,,,,,,,,,,,,,,,,0.9,,,,27.78,8.61,410637.0,2299567.2,,2.33,27.75,29.98,0.2685,35.78,0.1542
2023-03-09,282726.0,1566302.04,0.73,8.12,0.5,1.58,0.0,877358.72,157968.0,158368.0,875142.72,,,,,,,,,,,,,,,,,,0.88,,,,27.78,8.61,410637.0,2274928.98,,2.3,27.69,29.94,0.2685,35.84,0.1542
2023-03-10,282826.0,1555543.0,0.73,8.1,0.5,1.56,0.0,871574.0,158068.0,158468.0,869374.0,,,100.0,0.0,,,,,100.0,,,,0.0,100.0,,,,0.87,,,,27.79,8.62,410637.0,2258503.5,,2.28,27.69,29.88,0.2685,35.88,0.1542
2023-03-13,299826.0,1586079.54,0.77,8.33,0.53,1.63,0.0,838295.72,175068.0,158468.0,926109.72,,,17000.0,,,,,,,,,,,17000.0,,,,0.95,,,,14.65,9.54,1019581.0,5393583.49,,5.61,14.53,29.42,0.2617,34.39,0.1634
2023-03-14,304826.0,1643012.14,0.78,8.26,0.54,1.63,0.0,881092.52,175068.0,163468.0,943616.52,,,,,,5000.0,,,,,,,,,0.03,,,0.94,,,,14.65,9.54,1019581.0,5495541.59,,5.52,14.49,28.01,0.2508,34.37,0.1661
2023-03-15,312862.0,1667554.46,0.8,8.54,0.55,1.69,0.0,914116.32,175068.0,171504.0,933112.44,,,,0.05,,,,,8036.0,,,,0.05,,,,,0.95,,,,14.65,9.54,1019581.0,5434366.73,,5.49,14.75,27.37,0.2449,32.75,0.1705
2023-03-16,309098.0,1638219.4,0.79,8.16,0.55,1.65,0.0,910031.2,171304.0,171704.0,907911.2,,,200.0,0.0,,,,0.04,200.0,3964.0,,,0.0,200.0,,,,0.91,,,,14.34,9.33,1023545.0,5424788.5,,5.46,14.3,27.32,0.2449,32.84,0.1684
2023-03-17,324939.0,1738423.65,0.83,8.68,0.57,1.73,0.0,945366.4,182145.0,176704.0,974475.75,,,10841.0,0.03,,,,,5000.0,,,,0.03,10841.0,,,,0.96,,,,15.24,9.92,1012704.0,5417966.4,,5.37,15.22,26.57,0.2359,32.35,0.1771
2023-03-20,334939.0,1701490.12,0.86,9.01,0.59,1.78,0.0,897656.32,192045.0,176704.0,975588.6,,,10000.0,,,,,0.0,,100.0,,,,10000.0,,,,1.02,,,,16.15,10.5,997061.0,5065069.88,,5.34,16.02,27.02,0.2334,31.25,0.1831
2023-03-21,331096.0,1751497.84,0.85,8.36,0.59,1.7,0.0,914434.69,182945.0,172861.0,967779.05,,,,,,,,0.05,,9100.0,,,,,,,3843.0,0.93,0.01,,,15.5,10.0,997061.0,5274452.69,,5.07,15.53,26.74,0.2338,31.63,0.1809
2023-03-22,333894.0,1719554.1,0.86,8.14,0.59,1.76,0.0,924435.3,179102.0,179502.0,922375.3,,,,0.07,,,,0.02,11641.0,3843.0,,,0.07,,,,5000.0,0.94,0.02,,,15.23,9.86,997061.0,5134864.15,,5.28,15.1,26.95,0.2368,28.4,0.1838
2023-03-23,334308.0,1855409.4,0.86,7.98,0.59,1.75,0.0,998533.8,179516.0,179916.0,996313.8,,,414.0,0.0,,,,,414.0,,,,0.0,414.0,,,,0.94,,,,15.26,9.88,997061.0,5533688.55,,5.13,15.41,26.21,0.2396,30.22,0.184
2023-03-24,343609.0,1872669.05,0.88,7.32,0.61,1.91,0.0,997987.65,186817.0,183117.0,1018152.65,,,7301.0,0.04,,,,,3201.0,,,,0.04,7301.0,,,,1.04,,,,11.54,10.4,1431770.0,7803146.5,,7.94,11.57,25.8,0.2298,27.39,0.1912
2023-03-27,360247.0,2031793.08,0.93,7.43,0.64,1.98,0.0,1125101.04,203186.0,199486.0,1145969.04,,,16369.0,0.07,,2900.0,,,13469.0,,,,0.07,16369.0,0.02,,,1.11,,,,12.43,11.19,1431770.0,8075182.8,,7.81,12.45,26.4,0.2304,29.31,0.1984
2023-03-28,374609.0,2071587.77,0.96,7.26,0.66,2.1,0.0,1156417.01,207717.0,209117.0,1148675.01,,,5000.0,0.06,,,,0.0,10100.0,469.0,,,0.06,5000.0,,,469.0,1.17,0.0,,,12.71,11.44,1426770.0,7890038.1,,8.05,12.65,24.13,0.2123,27.8,0.2063
2023-03-29,353721.0,1984374.81,0.91,6.76,0.63,1.96,0.0,1055964.69,194517.0,188229.0,1091240.37,,,,,,,,0.08,,13200.0,,,,,,,20888.0,1.08,0.12,,,12.0,10.76,1426770.0,8004179.7,,7.89,12.02,23.57,0.2047,24.51,0.1956
2023-03-30,329664.0,1826338.56,0.85,6.34,0.58,1.84,0.0,976308.66,174829.0,176229.0,968552.66,,,,,,,,0.1,,19688.0,,,,,,,12000.0,0.98,0.06,,,10.83,9.66,1438770.0,7970785.8,,8.08,10.79,24.38,0.2049,25.97,0.1822
2023-03-31,324074.0,1814814.4,0.83,6.32,0.57,1.8,0.0,955578.4,170439.0,170639.0,954458.4,,,,,,,,0.02,,4390.0,,,,,,,5590.0,0.95,0.03,,,10.59,9.41,1438770.0,8057112.0,,7.97,10.63,23.55,0.2057,26.45,0.1789
2023-04-03,335612.0,1943193.48,0.86,6.11,0.59,1.89,0.0,959640.39,182774.0,165741.0,1058261.46,,,16436.0,,,,,0.02,,4101.0,,,,16436.0,,,4898.0,1.02,0.02,,,11.39,10.11,1422334.0,8235313.86,,7.95,11.39,24.46,0.2128,26.94,0.1856
