,ALREW FP Equity_DX_SI_QTY,ALREW FP Equity_DX_SHORT_INTEREST_VALUE,ALREW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALREW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALREW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALREW FP Equity_DX_SI_MV,ALREW FP Equity_DX_DSS,ALREW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALREW FP Equity_DX_SUPPLY_SI_QTY,ALREW FP Equity_DX_BROKER_SI_QTY,ALREW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALREW FP Equity_DX_BROKER_SI_MV_NEW_x,ALREW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALREW FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALREW FP Equity_DX_BROKER_SI_MV_INC_x,ALREW FP Equity_DX_SUPPLY_SI_MV_NEW,ALREW FP Equity_DX_BROKER_SI_QTY_ADD,ALREW FP Equity_DX_BROKER_SI_QTY_NEW,ALREW FP Equity_DX_SUPPLY_SI_MV_DEC,ALREW FP Equity_DX_BROKER_SI_QTY_INC,ALREW FP Equity_DX_SUPPLY_SI_QTY_DEC,ALREW FP Equity_DX_BROKER_SI_MV_NEW_y,ALREW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALREW FP Equity_DX_BROKER_SI_MV_INC_y,ALREW FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALREW FP Equity_DX_BROKER_SI_MV_ADD,ALREW FP Equity_DX_SUPPLY_SI_QTY_ADD,ALREW FP Equity_DX_BROKER_SI_QTY_DEC,ALREW FP Equity_DX_SUPPLY_SI_MV,ALREW FP Equity_DX_BROKER_SI_MV_DEC,ALREW FP Equity_DX_SUPPLY_SI_MV_RMV,ALREW FP Equity_DX_BROKER_SI_MV_RMV,ALREW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALREW FP Equity_DX_UTILIZATION_QUANTITY,ALREW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALREW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALREW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALREW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALREW FP Equity_DX_ACTIVE_UTILIZATION_MV,ALREW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALREW FP Equity_DX_BROKER_SI_CON_RATIO,ALREW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALREW FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11073.0,34769.22,,0.03,0.0,,0.0,,0.0
2019-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11073.0,33994.11,,0.03,0.0,,0.0,,0.0
2019-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9051.0,28058.1,,0.03,0.0,,0.0,,0.0
2019-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8066.0,25246.58,,0.03,0.0,,0.0,,0.0
2019-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7849.0,24253.41,,0.02,0.0,,0.0,,0.0
2019-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7849.0,23860.96,,0.02,0.0,,0.0,,0.0
2019-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7731.0,23656.86,,0.02,0.0,,0.0,,0.0
2019-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7591.0,22697.09,,0.02,0.0,,0.0,,0.0
2019-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7248.0,21091.68,,0.02,0.0,,0.0,,0.0
2019-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7107.0,20468.16,,0.02,0.0,,0.0,,0.0
2019-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7107.0,20823.51,,0.02,0.0,,0.0,,0.0
2019-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6985.0,20466.05,,0.02,0.0,,0.0,,0.0
2019-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5755.0,17149.9,,0.02,0.0,,0.0,,0.0
2019-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5505.0,17065.5,,0.02,0.0,,0.0,,0.0
2019-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5101.0,15558.05,,0.02,0.0,,0.0,,0.0
2019-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5101.0,16221.18,,0.02,0.0,,0.0,,0.0
2019-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4510.0,14657.5,,0.01,0.0,,0.0,,0.0
2019-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4506.0,14644.5,,0.01,0.0,,0.0,,0.0
2019-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4070.0,13146.1,,0.01,0.0,,0.0,,0.0
2019-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3718.0,11934.78,,0.01,0.0,,0.0,,0.0
2019-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3718.0,12604.02,,0.01,0.0,,0.0,,0.0
2019-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3125.0,10312.5,,0.01,0.0,,0.0,,0.0
2019-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3125.0,10468.75,,0.01,0.0,,0.0,,0.0
2019-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3147.0,10479.51,,0.01,0.0,,0.0,,0.0
2019-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3104.0,9994.88,,0.01,0.0,,0.0,,0.0
2019-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3232.0,10277.76,,0.01,0.0,,0.0,,0.0
2019-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3232.0,10180.8,,0.01,0.0,,0.0,,0.0
2019-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3551.0,11256.67,,0.01,0.0,,0.0,,0.0
2019-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3627.0,11678.94,,0.01,0.0,,0.0,,0.0
2019-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3627.0,11715.21,,0.01,0.0,,0.0,,0.0
2019-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3627.0,12331.8,,0.01,0.0,,0.0,,0.0
2019-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4192.0,14252.8,,0.01,0.0,,0.0,,0.0
2019-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4192.0,14252.8,,0.01,0.0,,0.0,,0.0
2019-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4035.0,13759.35,,0.01,0.0,,0.0,,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3908.0,13365.36,,0.01,0.0,,0.0,,0.0
2019-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4097.0,13724.95,,0.01,0.0,,0.0,,0.0
2019-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4097.0,14052.71,,0.01,0.0,,0.0,,0.0
2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4156.0,13964.16,,0.01,0.0,,0.0,,0.0
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3505.0,12022.15,,0.01,0.0,,0.0,,0.0
2019-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3468.0,11617.8,,0.01,0.0,,0.0,,0.0
2019-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3468.0,11479.08,,0.01,0.0,,0.0,,0.0
2019-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3464.0,11604.4,,0.01,0.0,,0.0,,0.0
2019-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3276.0,11105.64,,0.01,0.0,,0.0,,0.0
2019-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4060.0,11977.0,,0.01,0.0,,0.0,,0.0
2019-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4060.0,11855.2,,0.01,0.0,,0.0,,0.0
2019-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4620.0,13998.6,,0.01,0.0,,0.0,,0.0
2019-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4620.0,13813.8,,0.01,0.0,,0.0,,0.0
2019-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4445.0,13201.65,,0.01,0.0,,0.0,,0.0
2019-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4424.0,13050.8,,0.01,0.0,,0.0,,0.0
2019-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4292.0,12790.16,,0.01,0.0,,0.0,,0.0
2019-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4395.0,12701.55,,0.01,0.0,,0.0,,0.0
2019-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4395.0,13624.5,,0.01,0.0,,0.0,,0.0
2019-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4132.0,12354.68,,0.01,0.0,,0.0,,0.0
2019-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4451.0,13887.12,,0.01,0.0,,0.0,,0.0
2019-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4451.0,13709.08,,0.01,0.0,,0.0,,0.0
2019-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4451.0,13353.0,,0.01,0.0,,0.0,,0.0
2019-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4451.0,12818.88,,0.01,0.0,,0.0,,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4857.0,15056.7,,0.01,0.0,,0.0,,0.0
2019-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5521.0,16728.63,,0.02,0.0,,0.0,,0.0
2019-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5521.0,16839.05,,0.02,0.0,,0.0,,0.0
2019-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5586.0,16925.58,,0.02,0.0,,0.0,,0.0
2019-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5586.0,17260.74,,0.02,0.0,,0.0,,0.0
2019-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5646.0,17502.6,,0.02,0.0,,0.0,,0.0
2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5671.0,18033.78,,0.02,0.0,,0.0,,0.0
2019-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4547.0,13959.29,,0.01,0.0,,0.0,,0.0
2019-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4547.0,14004.76,,0.01,0.0,,0.0,,0.0
2019-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4547.0,14095.7,,0.01,0.0,,0.0,,0.0
2019-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3730.0,11413.8,,0.01,0.0,,0.0,,0.0
2019-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3879.0,11559.42,,0.01,0.0,,0.0,,0.0
2019-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3879.0,11675.79,,0.01,0.0,,0.0,,0.0
2019-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3879.0,11520.63,,0.01,0.0,,0.0,,0.0
2019-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3879.0,11481.84,,0.01,0.0,,0.0,,0.0
2019-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3526.0,10295.92,,0.01,0.0,,0.0,,0.0
2019-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3170.0,9383.2,,0.01,0.0,,0.0,,0.0
2019-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3078.0,9080.1,,0.01,0.0,,0.0,,0.0
2019-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3233.0,9537.35,,0.01,0.0,,0.0,,0.0
2019-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3233.0,9375.7,,0.01,0.0,,0.0,,0.0
2019-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2938.0,8432.06,,0.01,0.0,,0.0,,0.0
2019-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2042.0,6126.0,,0.01,0.0,,0.0,,0.0
2019-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1866.0,5318.1,,0.01,0.0,,0.0,,0.0
2019-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1866.0,5299.44,,0.01,0.0,,0.0,,0.0
2019-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1724.0,4861.68,,0.0,0.0,,0.0,,0.0
