,ANTIN FP Equity_DX_SI_QTY,ANTIN FP Equity_DX_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ANTIN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANTIN FP Equity_DX_SI_MV,ANTIN FP Equity_DX_DSS,ANTIN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY,ANTIN FP Equity_DX_BROKER_SI_QTY,ANTIN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANTIN FP Equity_DX_BROKER_SI_MV_INC_x,ANTIN FP Equity_DX_SUPPLY_SI_MV_NEW,ANTIN FP Equity_DX_BROKER_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_NEW,ANTIN FP Equity_DX_SUPPLY_SI_MV_DEC,ANTIN FP Equity_DX_BROKER_SI_QTY_INC,ANTIN FP Equity_DX_SUPPLY_SI_QTY_DEC,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ANTIN FP Equity_DX_BROKER_SI_MV_INC_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANTIN FP Equity_DX_BROKER_SI_MV_ADD,ANTIN FP Equity_DX_SUPPLY_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV,ANTIN FP Equity_DX_BROKER_SI_MV_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV_RMV,ANTIN FP Equity_DX_BROKER_SI_MV_RMV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANTIN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_MV,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANTIN FP Equity_DX_BROKER_SI_CON_RATIO,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANTIN FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-01-10,430393.0,4648244.4,0.72,13.0,0.24,4.86,0.0,4595324.4,373256.0,425493.0,4031164.8,,,8646.0,0.18,,74.0,,0.04,18682.0,3249.0,,,0.18,8646.0,0.0,11559.0,,4.12,,,,3.7,3.7,9724171.0,105021046.8,,107.34,3.7,15.54,0.1478,26.86,0.0426
2025-01-13,426112.0,4525309.44,0.72,12.91,0.24,4.74,0.0,4489265.16,367175.0,422718.0,3899398.5,,,9712.0,0.0,,,,0.21,955.0,15793.0,,,0.0,9712.0,,,3730.0,3.97,0.06,,,3.63,3.63,9734560.0,103381027.2,,105.02,3.65,14.83,0.15,27.55,0.0422
2025-01-14,381714.0,4084339.8,0.64,11.61,0.21,4.23,0.0,4048024.0,320977.0,378320.0,3434453.9,,,9942.0,0.02,,,,0.62,2743.0,56140.0,,,0.02,9942.0,,,47141.0,3.42,0.51,,,3.18,3.18,9772920.0,104570244.0,,102.93,3.22,16.73,0.1628,30.81,0.0378
2025-01-15,472909.0,5315497.16,0.8,14.45,0.26,5.29,0.0,4758813.68,366039.0,423382.0,4114278.36,,,,0.49,,,,0.0,46133.0,1071.0,,,0.49,,,46133.0,1071.0,3.95,0.01,,,3.65,3.65,9659266.0,108570149.84,,103.61,3.68,22.06,0.1544,24.67,0.0472
2025-01-16,474378.0,5464834.56,0.8,14.26,0.26,5.46,0.0,4894283.52,365808.0,424851.0,4214108.16,,,1469.0,0.02,,,,0.02,1469.0,1700.0,,,0.02,1469.0,,,,4.14,,,,3.7,3.7,9511243.0,109569519.36,,106.95,3.72,22.5,0.153,23.89,0.048
2025-01-17,480802.0,5288822.0,0.81,14.39,0.27,5.54,0.0,4744025.0,374582.0,431275.0,4120402.0,,,13446.0,0.14,,,,0.03,11096.0,4672.0,,,0.14,13446.0,,,4672.0,4.31,0.04,,,3.79,3.79,9510263.0,104612893.0,,109.43,3.79,21.81,0.1496,23.55,0.0486
2025-01-20,462075.0,4999651.5,0.78,13.02,0.26,5.22,0.0,4463769.36,357555.0,412548.0,3868745.1,,,7255.0,0.03,,,,0.34,3953.0,24282.0,,,0.03,7255.0,,,22680.0,3.93,0.29,,,3.62,3.62,9513016.0,102930833.12,,104.04,3.64,19.38,0.1466,24.95,0.0468
2025-01-21,462567.0,5041980.3,0.78,13.09,0.26,5.17,0.0,4502136.0,351055.0,413040.0,3826499.5,,,7305.0,0.0,,,,0.16,492.0,13805.0,,,0.0,7305.0,,,,3.82,,,,3.55,3.55,9530386.0,103881207.4,,102.96,3.58,19.36,0.1476,25.21,0.0468
2025-01-22,458771.0,4918025.12,0.77,13.18,0.26,5.11,0.0,4387095.68,339066.0,409244.0,3634787.52,,,2735.0,0.25,,,,0.3,22802.0,26598.0,,,0.25,2735.0,,11874.0,26598.0,3.7,0.31,,,3.43,3.43,9544905.0,102321381.6,,103.82,3.45,22.8,0.165,25.53,0.0464
2025-01-23,456225.0,4927230.0,0.77,12.8,0.25,5.05,0.0,4348080.0,331362.0,402600.0,3578709.6,,,3800.0,0.04,,,,0.12,4098.0,11504.0,,,0.04,3800.0,,,10742.0,3.57,0.12,,,3.35,3.35,9570729.0,103363873.2,,102.58,3.37,24.47,0.1705,25.81,0.0461
2025-01-24,406834.0,4385670.52,0.68,11.06,0.23,4.52,0.0,3851769.46,317954.0,357307.0,3427544.12,,,2457.0,0.06,,,,0.17,5192.0,15865.0,,,0.06,2457.0,,,50485.0,3.44,0.55,,,3.21,3.21,9586296.0,103340270.88,,102.68,3.24,15.57,0.1584,27.58,0.0411
2025-01-27,442063.0,4712391.58,0.74,12.41,0.25,4.9,0.0,4137465.8,314642.0,388130.0,3354083.72,,,4406.0,0.4,,,,0.09,36291.0,7736.0,,,0.4,4406.0,,18.0,5468.0,3.41,0.06,,,3.18,3.18,9593790.0,102269801.4,,103.4,3.19,23.5,0.1664,25.46,0.0446
2025-01-28,438816.0,4695331.2,0.74,13.27,0.24,4.84,0.0,4118248.1,311395.0,384883.0,3331926.5,,,2375.0,0.03,,,,0.06,2375.0,5622.0,,,0.03,2375.0,,,5622.0,3.34,0.07,,,3.14,3.14,9596444.0,102681950.8,,103.07,3.14,22.32,0.1636,25.79,0.0443
2025-01-29,439754.0,4705367.8,0.74,13.44,0.25,4.86,0.0,4128284.7,310933.0,385821.0,3326983.1,,,8320.0,0.01,,,,0.09,938.0,8782.0,,,0.01,8320.0,,,,3.35,,,,3.14,3.14,9593546.0,102650942.2,,102.58,3.16,22.3,0.1634,25.7,0.0444
2025-01-30,409993.0,4485323.42,0.69,12.81,0.23,4.56,0.0,4051169.52,295420.0,370308.0,3231894.8,,,,,,,,0.16,,15513.0,,,,,,,15513.0,3.19,0.17,,,2.99,2.99,9583039.0,104838446.66,,102.8,3.01,17.02,0.158,27.35,0.0415
2025-01-31,440443.0,4968197.04,0.74,13.39,0.25,4.97,0.0,4372364.88,312733.0,387621.0,3527628.24,,,21837.0,0.2,,,,0.04,17313.0,4524.0,,,0.2,21837.0,,,,3.45,,,,3.16,3.16,9569799.0,107947332.72,,105.37,3.17,21.66,0.16,25.14,0.0446
2025-02-03,418421.0,4636104.68,0.7,12.75,0.23,4.79,0.0,4050836.92,297067.0,365599.0,3291502.36,,,4227.0,0.03,,,,0.21,477.0,19893.0,,,0.03,4227.0,,,22499.0,3.36,0.25,,,3.01,3.01,9586429.0,106217633.32,,108.4,3.0,23.46,0.1663,26.1,0.0423
2025-02-04,417230.0,4589530.0,0.7,12.52,0.23,4.71,0.0,4008488.0,304064.0,364408.0,3344704.0,,,1801.0,0.0,,,,,1255.0,,,,0.0,1801.0,,5196.0,2446.0,3.37,0.04,,,3.08,3.08,9574746.0,105322206.0,,105.47,3.1,23.64,0.1678,26.5,0.0422
2025-02-05,415291.0,4568201.0,0.7,13.74,0.23,4.68,0.0,3987159.0,304299.0,362469.0,3347289.0,,,2873.0,,,,,0.03,,2638.0,,,,2873.0,,,1939.0,3.35,0.02,,,3.08,3.08,9570876.0,105279636.0,,105.05,3.09,23.62,0.1682,26.69,0.0421
2025-02-06,387689.0,4287840.34,0.65,13.98,0.22,4.38,0.0,3725549.94,303172.0,336849.0,3353082.32,,,3708.0,0.01,,282.0,,0.05,573.0,5117.0,,,0.01,3708.0,0.0,282.0,26475.0,3.34,0.29,,,3.07,3.07,9567673.0,105818463.38,,105.5,3.07,25.25,0.1854,28.54,0.0393
2025-02-07,393398.0,4358849.84,0.66,13.86,0.22,4.46,0.0,3773582.08,307636.0,340576.0,3408606.88,,,5646.0,0.06,,,,0.01,4482.0,1182.0,,,0.06,5646.0,,,755.0,3.41,0.01,,,3.13,3.13,9521651.0,105499893.08,,105.59,3.13,26.09,0.1853,28.0,0.04
2025-02-10,354282.0,3967958.4,0.6,12.69,0.2,4.04,0.0,3523486.4,274474.0,314597.0,3074108.8,,,2363.0,,,,,0.39,,35525.0,,,,2363.0,,,25979.0,3.06,0.29,,,2.81,2.81,9487514.0,106260156.8,,105.41,2.82,23.63,0.1892,30.92,0.0363
2025-02-11,364184.0,4100711.84,0.61,13.1,0.2,4.18,0.0,3572978.16,199800.0,317316.0,2249748.0,,,12217.0,0.05,,,,0.96,3820.0,86891.0,,,0.05,12217.0,,,1101.0,2.25,0.01,,,2.05,2.05,9535460.0,107369279.6,,105.97,2.08,26.02,0.1927,29.89,0.0374
2025-02-12,268879.0,2963046.58,0.45,9.57,0.15,3.01,0.0,2403417.92,171163.0,218096.0,1886216.26,,,,0.03,,,,0.42,2040.0,37500.0,,,0.03,,,8863.0,101260.0,1.93,1.21,,,1.78,1.78,9419038.0,103797798.76,,104.66,1.81,16.0,0.2033,36.85,0.028
2025-02-13,264288.0,2970597.12,0.44,9.04,0.15,2.96,0.0,2187989.64,159574.0,194661.0,1793611.76,,,,,,,,0.23,,20663.0,,,,,,9074.0,23435.0,1.77,0.28,,,1.67,1.67,9424395.0,105930199.8,,103.26,1.68,18.49,0.2015,35.79,0.0276
2025-02-14,260860.0,2973804.0,0.44,8.48,0.15,2.96,0.0,2059626.6,166747.0,180669.0,1900915.8,,,10564.0,,,10445.0,,0.05,,4762.0,,,,10564.0,0.12,1371.0,24437.0,1.88,0.26,,,1.74,1.74,9412692.0,107304688.8,,105.4,1.75,14.45,0.1923,36.13,0.0272
2025-02-17,260860.0,2999890.0,0.44,8.36,0.15,3.0,0.0,2077693.5,166747.0,180669.0,1917590.5,,,,,,,,,,,,,,,,,,1.91,,,,1.74,1.74,9408933.0,108202729.5,,107.24,1.75,14.41,0.1927,36.2,0.0272
2025-02-18,173882.0,2006598.28,0.29,5.65,0.1,2.03,0.0,1601671.22,120355.0,138793.0,1388896.7,,,846.0,,,5263.0,,0.6,,52501.0,,,,846.0,0.06,5263.0,47139.0,1.39,0.54,,,1.26,1.26,9455001.0,109110711.54,,108.87,1.26,19.98,0.1351,21.48,0.0182
2025-02-19,213914.0,2460011.0,0.36,6.78,0.12,2.48,0.0,1876961.0,145276.0,163214.0,1670674.0,,,,0.4,,,,0.12,35011.0,10090.0,,,0.4,,,35011.0,10590.0,1.68,0.12,,,1.52,1.52,9439683.0,108556354.5,,109.2,1.52,16.34,0.1737,33.0,0.0223
2025-02-20,195147.0,2251996.38,0.33,5.91,0.11,2.26,0.0,1666918.38,134165.0,144447.0,1548264.1,,,,,,,,0.13,,11111.0,,,,,,,18767.0,1.54,0.22,,,1.4,1.4,9455684.0,109118593.36,,108.13,1.41,17.84,0.1678,30.41,0.0203
2025-02-21,267731.0,3121743.46,0.45,8.0,0.15,3.12,0.0,2255440.44,183152.0,193434.0,2135552.32,,,48987.0,0.57,,,,,48987.0,,,,0.57,48987.0,,,,2.12,,,,1.91,1.91,9407483.0,109691251.78,,108.75,1.91,13.03,0.2103,39.7,0.0279
2025-02-24,295504.0,3410116.16,0.52,8.48,0.16,3.44,0.0,2552728.78,210925.0,221207.0,2434074.5,,,25053.0,0.32,,,,,27773.0,,,,0.32,25053.0,,2720.0,,2.46,,,,2.2,2.2,9387325.0,108329730.5,,109.22,2.21,18.63,0.205,37.11,0.0308
2025-02-25,236291.0,2688991.58,0.42,6.77,0.13,2.73,0.0,2184072.36,181640.0,191922.0,2067063.2,,,809.0,0.04,,,,0.37,3363.0,31305.0,,,0.04,809.0,,1211.0,32648.0,2.1,0.38,,,1.89,1.89,9417639.0,107172731.82,,108.31,1.9,19.91,0.1523,24.89,0.0246
2025-02-26,236291.0,2726798.14,0.42,6.69,0.13,2.73,0.0,2214779.88,181640.0,191922.0,2096125.6,,,,,,,,,,,,,,,,,,2.07,,,,1.89,1.89,9413032.0,108626389.28,,107.28,1.9,19.75,0.1522,24.98,0.0246
2025-02-27,198294.0,2327971.56,0.35,5.69,0.11,2.32,0.0,2084108.28,167240.0,177522.0,1963397.6,,,9197.0,0.11,,,,0.27,9197.0,23597.0,,,0.11,9197.0,,,23597.0,1.94,0.27,,,1.74,1.74,9438429.0,110807156.46,,109.79,1.73,17.5,0.1633,29.49,0.0206
2025-02-28,200634.0,2263151.52,0.35,5.64,0.11,2.34,0.0,2028843.36,166479.0,179862.0,1877883.12,,,,0.03,,,,0.1,2340.0,9197.0,,,0.03,,,8436.0,,1.96,,,,1.73,1.73,9438179.0,106462659.12,,110.9,1.74,17.66,0.1621,29.33,0.0209
2025-03-03,212950.0,2448925.0,0.37,6.17,0.12,2.45,0.0,2174385.5,178795.0,189077.0,2056142.5,,,5885.0,0.1,,163.0,,0.02,9052.0,1561.0,,,0.1,5885.0,0.0,7992.0,,2.02,,,,1.86,1.86,9428493.0,108427669.5,,105.74,1.87,16.12,0.1603,29.14,0.0222
2025-03-04,338554.0,3785033.72,0.6,9.69,0.19,3.89,0.0,2759011.58,247311.0,246781.0,2764936.98,,,68753.0,0.01,,60189.0,,0.13,991.0,11049.0,,,0.01,68753.0,0.68,10812.0,3476.0,2.86,0.04,,,2.57,2.57,9393841.0,105023142.38,,106.74,2.61,17.27,0.1883,35.87,0.0351
2025-03-05,344032.0,3908203.52,0.61,9.34,0.19,3.92,0.0,2865662.24,239693.0,252259.0,2722912.48,,,3407.0,0.05,,,,0.14,5641.0,11025.0,,,0.05,3407.0,,,163.0,2.71,0.0,,,2.49,2.49,9404238.0,106832143.68,,103.36,2.55,17.58,0.185,35.18,0.0357
2025-03-06,438917.0,5144107.24,0.77,11.24,0.24,5.04,0.0,3876073.56,330921.0,330723.0,3878394.12,,,73062.0,0.88,,,,0.0,78464.0,321.0,,,0.88,73062.0,,18487.0,,3.8,,,,3.42,3.42,9358503.0,109681655.16,,106.28,3.45,25.07,0.1933,32.67,0.0453
2025-03-07,453631.0,5298410.08,0.8,11.99,0.25,5.3,0.0,3921641.76,336833.0,335757.0,3934209.44,,,18654.0,0.14,,,,0.15,11229.0,12742.0,,,0.14,18654.0,,,6195.0,3.98,0.05,,,3.48,3.48,9350042.0,109208490.56,,109.31,3.51,23.82,0.1768,30.69,0.0468
2025-03-10,449421.0,5060480.46,0.79,11.75,0.25,5.22,0.0,3873957.96,357193.0,344046.0,4021993.18,,,18886.0,0.14,,,,0.1,11108.0,8526.0,,,0.14,18886.0,,10000.0,2819.0,4.21,0.04,,,3.69,3.69,9321092.0,104955495.92,,108.94,3.72,24.12,0.174,29.78,0.0464
2025-03-11,470191.0,5087466.62,0.83,11.92,0.26,5.31,0.0,3994257.1,359287.0,369155.0,3887485.34,,,,0.26,,,,0.18,25109.0,14339.0,,,0.26,,,16433.0,,4.08,,,,3.73,3.73,9276373.0,100370355.86,,103.6,3.79,23.62,0.1686,28.19,0.0488
2025-03-12,462238.0,4964436.12,0.81,11.22,0.26,5.1,0.0,3879309.48,362297.0,361202.0,3891069.78,,,14344.0,0.02,,,,0.19,4492.0,15826.0,,,0.02,14344.0,,4492.0,12445.0,3.96,0.16,,,3.76,3.76,9273013.0,99592159.62,,100.54,3.79,24.69,0.1739,29.18,0.048
2025-03-13,491129.0,5205967.4,0.86,11.79,0.27,5.38,0.0,4134985.8,395816.0,390093.0,4195649.6,,,9304.0,0.35,,,,0.04,33230.0,3662.0,,,0.35,9304.0,,27877.0,4339.0,4.3,0.05,,,4.11,4.11,9230000.0,97838000.0,,99.49,4.14,23.47,0.1799,30.93,0.051
2025-03-14,500279.0,5453041.1,0.88,12.24,0.28,5.44,0.0,4351748.7,393662.0,399243.0,4290915.8,,,1826.0,0.1,,,,0.04,11130.0,3980.0,,,0.1,1826.0,,,1980.0,4.22,0.03,,,4.09,4.09,9224244.0,100544259.6,,97.66,4.14,23.12,0.1766,30.51,0.052
2025-03-17,505283.0,5386316.78,0.89,12.39,0.28,5.57,0.0,4309273.02,388281.0,404247.0,4139075.46,,,8151.0,0.16,,,,0.14,13842.0,13532.0,,,0.16,8151.0,,,8838.0,4.26,0.07,,,4.04,4.04,9215589.0,98238178.74,,99.95,4.09,22.58,0.1749,29.77,0.0526
2025-03-18,548719.0,5948113.96,0.97,13.22,0.31,6.0,0.0,4852883.72,378857.0,447683.0,4106809.88,,,2598.0,0.45,,,,0.13,43436.0,12022.0,,,0.45,2598.0,,,,4.09,,,,3.97,3.97,9175064.0,99457693.76,,97.68,4.02,20.96,0.1716,27.2,0.0574
2025-03-19,521306.0,5609252.56,0.92,12.43,0.29,5.94,0.0,4573753.2,375327.0,425070.0,4038518.52,,,9449.0,,,,,0.12,,12979.0,,,,9449.0,,,22613.0,4.11,0.03,,,3.93,3.93,9176470.0,98738817.2,,99.57,3.96,21.23,0.1699,26.16,0.0546
2025-03-20,451966.0,4908350.76,0.8,10.76,0.25,4.95,0.0,4516880.34,304942.0,415919.0,3311670.12,,,,0.1,,,,0.8,9449.0,70385.0,,,0.1,,,,18600.0,3.29,0.41,,,3.19,3.19,9242248.0,100370813.28,,99.63,3.2,18.16,0.1519,25.52,0.0473
2025-03-21,505585.0,5490653.1,0.89,12.28,0.28,5.59,0.0,4505835.72,382007.0,414902.0,4148596.02,,,62355.0,0.01,,,,0.01,71.0,1088.0,,,0.01,62355.0,,15798.0,1088.0,4.19,0.0,,,4.01,4.01,9136709.0,99224659.74,,99.39,4.04,22.61,0.164,25.44,0.0531
2025-03-24,510460.0,5655896.8,0.9,12.26,0.28,5.67,0.0,4624614.72,376367.0,417384.0,4170146.36,,,5479.0,0.06,,,,0.12,5160.0,11119.0,,,0.06,5479.0,,,2678.0,4.13,0.02,,,3.96,3.96,9139012.0,101260252.96,,99.35,4.0,22.04,0.1671,26.59,0.0536
2025-03-25,484871.0,5391765.52,0.85,11.66,0.27,5.45,0.0,4356760.4,358070.0,391795.0,3981738.4,,,,,,,,0.24,,22240.0,,,,,,3943.0,25589.0,4.01,0.24,,,3.76,3.76,9158349.0,101840840.88,,101.46,3.8,20.46,0.1667,27.82,0.051
2025-03-26,496235.0,5478434.4,0.87,12.08,0.28,5.6,0.0,4595543.52,365845.0,416263.0,4038928.8,,,18173.0,0.05,,20050.0,,0.19,4418.0,16693.0,,,0.05,18173.0,0.24,6295.0,,4.11,,,,3.84,3.84,9153085.0,101050058.4,,102.03,3.87,19.9,0.1678,28.64,0.0521
2025-03-27,490245.0,5402499.9,0.86,12.14,0.27,5.5,0.0,4445236.58,382957.0,403379.0,4220186.14,,,14074.0,0.01,,,,0.09,1473.0,7396.0,,,0.01,14074.0,,10434.0,14357.0,4.27,0.18,,,4.03,4.03,9128863.0,100600070.26,,100.56,4.07,20.29,0.1708,29.26,0.0515
2025-03-28,512026.0,5488918.72,0.9,13.09,0.29,5.7,0.0,4557715.2,382760.0,425160.0,4103187.2,,,5435.0,0.31,,,,0.06,28438.0,5632.0,,,0.31,5435.0,,,6657.0,4.25,0.08,,,4.03,4.03,9123151.0,97800178.72,,100.14,4.07,21.59,0.1691,28.05,0.0539
2025-03-31,508857.0,5342998.5,0.9,13.02,0.28,5.56,0.0,4403332.5,379278.0,419365.0,3982419.0,,,2626.0,0.0,,,,0.09,3257.0,6108.0,,,0.0,2626.0,,,9052.0,4.1,0.11,,,3.99,3.99,9127229.0,95835904.5,,97.75,4.02,21.06,0.1726,29.04,0.0535
2025-04-01,426952.0,4551308.32,0.75,10.86,0.24,4.61,0.0,4236550.5,315372.0,397425.0,3361865.52,,,,,,,,0.72,,63906.0,,,,,,,21940.0,3.32,0.26,,,3.29,3.29,9278219.0,98905814.54,,97.82,3.28,18.89,0.1501,24.19,0.0445
2025-04-02,470207.0,5125256.3,0.83,12.18,0.26,5.13,0.0,4322068.0,367671.0,396520.0,4007613.9,,,48798.0,0.06,,,,0.01,4634.0,1133.0,,,0.06,48798.0,,4634.0,5539.0,3.95,0.05,,,3.83,3.83,9226294.0,100566604.6,,98.1,3.88,21.71,0.1669,27.73,0.049
2025-04-03,466618.0,4908821.36,0.82,12.72,0.26,5.13,0.0,4133634.12,369411.0,392931.0,3886203.72,,,3989.0,0.03,,,,0.02,1740.0,2249.0,,,0.03,3989.0,,,5329.0,4.01,0.05,,,3.85,3.85,9230898.0,97109046.96,,99.07,3.89,21.49,0.1705,28.33,0.0486
2025-04-04,463774.0,4674841.92,0.82,12.35,0.26,4.98,0.0,3904346.88,366814.0,387336.0,3697485.12,,,,0.0,,,,0.08,2751.0,5348.0,,,0.0,,,2751.0,8346.0,3.88,0.11,,,3.82,3.82,9232979.0,93068428.32,,97.38,3.83,22.0,0.1753,29.51,0.0483
2025-04-07,449984.0,4279347.84,0.79,11.99,0.25,4.66,0.0,3552422.46,358099.0,373546.0,3405521.49,,,3755.0,0.0,,,,0.17,4283.0,12470.0,,,0.0,3755.0,,,18073.0,3.63,0.22,,,3.73,3.73,9233121.0,87806980.71,,93.28,3.75,23.29,0.1853,30.55,0.0469
2025-04-08,514539.0,5099081.49,0.91,13.12,0.29,5.12,0.0,4166015.35,404938.0,420385.0,4012935.58,,,22281.0,0.27,,9550.0,,,37289.0,,,,0.27,22281.0,0.09,24558.0,,3.93,,,,4.22,4.22,9196309.0,91135422.19,,91.29,4.12,21.16,0.1916,32.95,0.0536
2025-04-09,545583.0,5204861.82,0.96,13.81,0.3,5.56,0.0,4219093.62,426806.0,442253.0,4071729.24,,,14219.0,0.3,,,,,21868.0,,,,0.3,14219.0,,7649.0,,4.26,,,,4.44,4.44,9179967.0,87576885.18,,90.56,4.49,20.14,0.2018,34.79,0.0568
2025-04-10,576898.0,5693983.26,1.01,14.44,0.32,5.7,0.0,4582068.54,448795.0,464242.0,4429606.65,,,17314.0,0.13,,,,0.05,21989.0,4565.0,,,0.13,17314.0,,9240.0,,4.28,,,,4.67,4.67,9168330.0,90491417.1,,86.73,4.7,19.41,0.193,33.25,0.06
2025-04-11,585620.0,5504828.0,1.03,14.5,0.33,5.9,0.0,4402048.2,462836.0,468303.0,4350658.4,,,26658.0,0.19,,,,0.16,13864.0,18733.0,,,0.19,26658.0,,6116.0,9803.0,4.56,0.07,,,4.81,4.81,9156065.0,86067011.0,,89.12,4.87,18.66,0.1974,34.9,0.0609
2025-04-14,560248.0,5484827.92,0.99,13.62,0.31,5.52,0.0,4488147.18,440529.0,458442.0,4312778.91,,,,0.02,,,,0.23,7990.0,22307.0,,,0.02,,,,17851.0,4.17,0.22,,,4.58,4.58,9185085.0,89921982.15,,86.49,4.6,20.12,0.1766,29.85,0.0582
2025-04-15,530818.0,5308180.0,0.93,12.79,0.3,5.4,0.0,4285670.0,424344.0,428567.0,4243440.0,,,,,,,,0.21,,25170.0,,,,,,8985.0,29875.0,4.2,0.2,,,4.41,4.41,9193103.0,91931030.0,,90.51,4.43,20.75,0.1864,31.27,0.0552
2025-04-16,524833.0,5038396.8,0.92,13.08,0.29,5.38,0.0,4078166.4,421041.0,424809.0,4041993.6,,,12475.0,0.04,,,,0.15,3035.0,15778.0,,,0.04,12475.0,,,6793.0,4.23,0.05,,,4.38,4.38,9196833.0,88289596.8,,91.27,4.42,20.09,0.185,30.96,0.0546
2025-04-17,537569.0,5176789.47,0.95,14.21,0.3,5.39,0.0,4213558.35,425743.0,437545.0,4099905.09,,,4970.0,0.05,,,,0.03,12736.0,1743.0,,,0.05,4970.0,,1475.0,,4.12,,,,4.44,4.44,9164463.0,88253778.69,,88.0,4.47,20.14,0.1817,30.06,0.0561
2025-04-18,537569.0,5176789.47,0.95,14.21,0.3,5.39,0.0,4213558.35,425743.0,437545.0,4099905.09,,,,,,,,,,,,,,,,,,4.12,,,,4.45,4.45,9141292.0,88030641.96,,87.66,4.49,20.12,0.182,30.12,0.0562
2025-04-21,537569.0,5176789.47,0.95,14.21,0.3,5.36,0.0,4213558.35,425743.0,437545.0,4099905.09,,,,,,,,,,,,,,,,,,4.11,,,,4.44,4.44,9153223.0,88145537.49,,87.17,4.5,20.15,0.1827,30.24,0.0561
2025-04-22,532112.0,5081669.6,0.94,14.07,0.3,5.33,0.0,4042897.0,423630.0,423340.0,4045666.5,,,10385.0,,,,,0.12,,12498.0,,,,10385.0,,,14205.0,4.11,0.13,,,4.42,4.42,9161934.0,87496469.7,,88.63,4.43,20.36,0.1763,29.6,0.0555
2025-04-23,520192.0,5077073.92,0.92,13.5,0.29,5.22,0.0,4102918.56,401325.0,420381.0,3916932.0,,,4289.0,0.13,,,,0.26,14674.0,26594.0,,,0.13,4289.0,,,17633.0,3.89,0.18,,,4.19,4.19,9173651.0,89534833.76,,88.78,4.2,20.87,0.1848,30.44,0.0543
2025-04-24,509361.0,4971363.36,0.9,13.59,0.28,5.16,0.0,4100820.16,399190.0,420166.0,3896094.4,,,15980.0,0.03,,9002.0,,0.2,2103.0,20017.0,,,0.03,15980.0,0.09,1902.0,11320.0,3.92,0.09,,,4.18,4.18,9153767.0,89340765.92,,89.01,4.22,21.13,0.1668,26.64,0.0533
2025-04-25,510229.0,5030857.94,0.9,14.16,0.28,5.18,0.0,4072880.06,402976.0,413071.0,3973343.36,,,12871.0,0.08,,,,0.09,7305.0,9194.0,,,0.08,12871.0,,109.0,14400.0,3.97,0.14,,,4.22,4.22,9140233.0,90122697.38,,89.31,4.25,21.04,0.1801,28.94,0.0535
2025-04-28,487076.0,4753861.76,0.86,13.42,0.27,4.98,0.0,3893820.32,398566.0,398957.0,3890004.16,,,3567.0,,,,,0.11,,11067.0,,,,3567.0,,3090.0,14114.0,3.96,0.13,,,4.19,4.19,9122383.0,89034458.08,,89.56,4.24,21.97,0.1812,28.09,0.0512
2025-04-29,492006.0,4939740.24,0.87,13.6,0.27,5.02,0.0,4079372.48,398357.0,406312.0,3999504.28,,,8392.0,0.1,,,,0.09,10682.0,8601.0,,,0.1,8392.0,,,3327.0,3.92,0.04,,,4.15,4.15,9192345.0,92291143.8,,89.77,4.18,21.83,0.178,26.58,0.0513
2025-04-30,480832.0,4952569.6,0.85,13.51,0.27,5.01,0.0,4070951.4,395791.0,395238.0,4076647.3,,,,,,,,0.02,,2566.0,,,,,,,11074.0,3.98,0.05,,,4.13,4.13,9192868.0,94686540.4,,92.6,4.12,21.85,0.1765,26.56,0.0501
2025-05-01,480832.0,4952569.6,0.85,13.64,0.27,5.1,0.0,4070951.4,395791.0,395238.0,4076647.3,,,,,,,,,,,,,,,,,,4.06,,,,4.13,4.13,9191164.0,94668989.2,,94.99,4.1,21.45,0.1766,26.77,0.0502
