,LWCE FP Equity_DX_SI_QTY,LWCE FP Equity_DX_SHORT_INTEREST_VALUE,LWCE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LWCE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LWCE FP Equity_DX_SI_MV,LWCE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LWCE FP Equity_DX_SUPPLY_SI_QTY,LWCE FP Equity_DX_BROKER_SI_QTY,LWCE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LWCE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LWCE FP Equity_DX_BROKER_SI_QTY_ADD,LWCE FP Equity_DX_SUPPLY_SI_MV_DEC,LWCE FP Equity_DX_SUPPLY_SI_QTY_DEC,LWCE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LWCE FP Equity_DX_BROKER_SI_MV_ADD,LWCE FP Equity_DX_SUPPLY_SI_QTY_ADD,LWCE FP Equity_DX_BROKER_SI_QTY_DEC,LWCE FP Equity_DX_SUPPLY_SI_MV,LWCE FP Equity_DX_BROKER_SI_MV_DEC,LWCE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LWCE FP Equity_DX_UTILIZATION_QUANTITY,LWCE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LWCE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LWCE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LWCE FP Equity_DX_ACTIVE_UTILIZATION_MV,LWCE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LWCE FP Equity_DX_BROKER_SI_CON_RATIO,LWCE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LWCE FP Equity_DX_DEMAND_SUPPLY_RATIO,LWCE FP Equity_PX_LAST
2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.61
2024-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.21
2024-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.47
2024-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.29
2024-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7
2024-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.69
2024-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.53
2024-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.51
2024-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2
2024-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.6
2024-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.6
2024-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.94
2024-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.12
2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.71
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.17
2025-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.74
2025-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.22
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.09
2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.18
2025-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.91
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1586.8,0.0,0.0,,0.0,,0.0,79.34
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1570.0,0.0,0.0,,0.0,,0.0,78.5
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1555.8,0.0,0.0,,0.0,,0.0,77.79
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1556.8,0.0,0.0,,0.0,,0.0,77.84
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1581.4,0.0,0.0,,0.0,,0.0,79.07
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1593.4,0.0,0.0,,0.0,,0.0,79.67
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1605.8,0.0,0.0,,0.0,,0.0,80.29
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1605.2,0.0,0.0,,0.0,,0.0,80.26
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1612.8,0.0,0.0,,0.0,,0.0,80.64
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1621.6,0.0,0.0,,0.0,,0.0,81.08
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1627.8,0.0,0.0,,0.0,,0.0,81.39
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1626.0,0.0,0.0,,0.0,,0.0,81.3
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1623.0,0.0,0.0,,0.0,,0.0,81.15
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1628.6,0.0,0.0,,0.0,,0.0,81.43
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1634.4,0.0,0.0,,0.0,,0.0,81.72
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1648.2,0.0,0.0,,0.0,,0.0,82.41
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1649.4,0.0,0.0,,0.0,,0.0,82.47
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1633.0,0.0,0.0,,0.0,,0.0,81.65
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1638.2,0.0,0.0,,0.0,,0.0,81.91
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1644.2,0.0,0.0,,0.0,,0.0,82.21
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1666.2,0.0,0.0,,0.0,,0.0,83.31
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1654.6,0.0,0.0,,0.0,,0.0,82.73
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1667.8,0.0,0.0,,0.0,,0.0,83.39
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1668.4,0.0,0.0,,0.0,,0.0,83.42
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1670.6,0.0,0.0,,0.0,,0.0,83.53
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1691.0,0.0,0.0,,0.0,,0.0,84.55
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1685.0,0.0,0.0,,0.0,,0.0,84.25
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1693.8,0.0,0.0,,0.0,,0.0,84.69
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1699.8,0.0,0.0,,0.0,,0.0,84.99
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1682.6,0.0,0.0,,0.0,,0.0,84.13
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1684.4,0.0,0.0,,0.0,,0.0,84.22
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1695.6,0.0,0.0,,0.0,,0.0,84.78
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1687.4,0.0,0.0,,0.0,,0.0,84.37
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1688.2,0.0,0.0,,0.0,,0.0,84.41
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1706.6,0.0,0.0,,0.0,,0.0,85.33
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1695.0,0.0,0.0,,0.0,,0.0,84.75
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1694.6,0.0,0.0,,0.0,,0.0,84.73
2025-03-03,2200.0,187858.0,0.79,0.07,0.19,93929.0,1100.0,1100.0,93929.0,,1100.0,,,,0.09,1100.0,,0.09,,100.0,98.21,0.0,0.0,0.0,100.0,,1.0,100.0,1.9643,85.39
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.09,1100.0,,,,1100.0,0.0,0.09,0.0,0.0,20.0,1672.6,0.0,0.0,,0.0,,0.0,83.63
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1687.6,0.0,0.0,,0.0,,0.0,84.38
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,20.0,1685.2,0.0,0.0,,0.0,,0.0,84.26
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26828.8,0.03,0.0,,0.0,,0.0,83.84
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26480.0,0.03,0.0,,0.0,,0.0,82.75
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26041.6,0.03,0.0,,0.0,,0.0,81.38
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26204.8,0.03,0.0,,0.0,,0.0,81.89
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26153.6,0.03,0.0,,0.0,,0.0,81.73
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26390.4,0.03,0.0,,0.0,,0.0,82.47
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26608.0,0.03,0.0,,0.0,,0.0,83.15
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26739.2,0.03,0.0,,0.0,,0.0,83.56
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26803.2,0.03,0.0,,0.0,,0.0,83.76
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26732.8,0.03,0.0,,0.0,,0.0,83.54
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26572.8,0.03,0.0,,0.0,,0.0,83.04
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26547.2,0.03,0.0,,0.0,,0.0,82.96
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26684.8,0.03,0.0,,0.0,,0.0,83.39
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26457.6,0.03,0.0,,0.0,,0.0,82.68
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26374.4,0.03,0.0,,0.0,,0.0,82.42
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26230.4,0.03,0.0,,0.0,,0.0,81.97
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,25792.0,0.03,0.0,,0.0,,0.0,80.6
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26086.4,0.03,0.0,,0.0,,0.0,81.52
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,25961.6,0.03,0.0,,0.0,,0.0,81.13
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,25337.6,0.03,0.0,,0.0,,0.0,79.18
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,24227.2,0.03,0.0,,0.0,,0.0,75.71
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,22995.2,0.02,0.0,,0.0,,0.0,71.86
2025-04-08,2200.0,162646.0,0.86,0.07,0.16,81323.0,1100.0,1100.0,81323.0,,1100.0,,,,0.08,1100.0,,0.08,,100.0,77.46,0.0,0.0,0.0,100.0,49.29,0.5001,50.71,1.5493,73.93
2025-04-09,2200.0,157784.0,0.86,0.07,0.16,78892.0,1100.0,1100.0,78892.0,,,,,,,,,0.08,,100.0,77.46,0.0,0.0,0.0,100.0,49.24,0.5001,50.76,1.5493,71.72
2025-04-10,2200.0,164274.0,0.95,0.06,0.16,82137.0,1100.0,1100.0,82137.0,,,,,,,,,0.08,,100.0,77.46,0.0,0.0,0.0,100.0,48.99,0.5002,51.01,1.5493,74.67
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.08,1100.0,,,,1100.0,0.0,0.08,0.0,0.0,1420.0,105804.2,0.11,0.0,,0.0,,0.0,74.51
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,1420.0,108360.2,0.11,0.0,,0.0,,0.0,76.31
2025-04-15,2200.0,170852.0,0.97,0.06,0.17,85426.0,1100.0,1100.0,85426.0,,1100.0,,,,0.08,1100.0,,0.08,,100.0,77.46,0.0,0.0,0.0,100.0,49.56,0.5,50.44,1.5493,77.66
2025-04-16,2200.0,170368.0,0.98,0.06,0.17,85184.0,1100.0,1100.0,85184.0,,,,,,,,,0.09,,100.0,77.46,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.5493,77.44
2025-04-17,2200.0,169796.0,1.03,0.06,0.17,84898.0,1100.0,1100.0,84898.0,,,,,,,,,0.08,,100.0,77.46,0.0,0.0,0.0,100.0,49.92,0.5,50.08,1.5493,77.18
2025-04-18,2200.0,169796.0,0.96,0.06,0.17,84898.0,1100.0,1100.0,84898.0,,,,,,,,,0.08,,100.0,77.46,0.0,0.0,0.0,100.0,49.92,0.5,50.08,1.5493,
2025-04-21,2200.0,169796.0,0.96,0.06,0.17,84898.0,1100.0,1100.0,84898.0,,,,,,,,,0.09,,100.0,77.46,0.0,0.0,0.0,100.0,49.92,0.5,50.08,1.5493,
2025-04-22,664.0,51519.76,0.29,0.02,0.05,0.0,664.0,0.0,51519.76,,,0.03,436.0,,,,1100.0,0.05,0.09,100.0,67.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.6748,77.59
2025-04-23,664.0,52382.96,0.3,0.02,0.05,0.0,664.0,0.0,52382.96,,,,,,,,,0.05,,100.0,67.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.6748,78.89
2025-04-24,664.0,52721.6,0.3,0.02,0.05,0.0,664.0,0.0,52721.6,,,,,,,,,0.05,,100.0,67.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.6748,79.4
2025-04-25,664.0,52920.8,0.31,0.02,0.05,0.0,664.0,0.0,52920.8,,,,,,,,,0.05,,100.0,67.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.6748,79.7
2025-04-28,664.0,53173.12,0.31,0.02,0.05,0.0,664.0,0.0,53173.12,,,,,,,,,0.05,,100.0,67.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.6748,80.08
2025-04-29,664.0,53332.48,0.31,0.02,0.05,0.0,664.0,0.0,53332.48,,,,,,,,,0.05,,100.0,67.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.6748,80.32
2025-04-30,664.0,53637.92,0.33,0.02,0.05,0.0,664.0,0.0,53637.92,,,,,,,,,0.05,,100.0,67.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.6748,80.78
2025-05-01,664.0,53637.92,0.32,0.02,0.05,0.0,664.0,0.0,53637.92,,,,,,,,,0.05,,100.0,67.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.6748,
2025-05-02,664.0,54647.2,0.32,0.02,0.05,0.0,664.0,0.0,54647.2,,,,,,,,,0.05,,100.0,67.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.6748,82.3
2025-05-05,664.0,54965.92,0.45,0.02,0.05,0.0,664.0,0.0,54965.92,,,,,,,,,0.05,,100.0,67.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.6748,82.78
2025-05-06,1800.0,148104.0,1.03,0.05,0.15,74052.0,900.0,900.0,74052.0,236.0,900.0,,,236.0,0.07,,,0.07,,100.0,73.77,0.0,0.0,0.0,100.0,49.85,0.5,50.15,1.4754,82.28
2025-05-07,900.0,73728.0,0.51,0.02,0.07,0.0,900.0,0.0,73728.0,,,,,,,,900.0,0.07,0.08,100.0,73.77,0.0,0.0,0.0,100.0,,1.0,100.0,0.7377,81.92
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.07,900.0,,,,,0.0,,0.0,0.0,320.0,26310.4,0.03,0.0,,0.0,,0.0,82.22
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26400.0,0.03,0.0,,0.0,,0.0,82.5
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26739.2,0.03,0.0,,0.0,,0.0,83.56
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26800.0,0.03,0.0,,0.0,,0.0,83.75
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26729.6,0.03,0.0,,0.0,,0.0,83.53
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26918.4,0.03,0.0,,0.0,,0.0,84.12
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27011.2,0.03,0.0,,0.0,,0.0,84.41
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27059.2,0.03,0.0,,0.0,,0.0,84.56
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27235.2,0.03,0.0,,0.0,,0.0,85.11
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27299.2,0.03,0.0,,0.0,,0.0,85.31
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27107.2,0.03,0.0,,0.0,,0.0,84.71
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26854.4,0.03,0.0,,0.0,,0.0,83.92
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27177.6,0.03,0.0,,0.0,,0.0,84.93
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27248.0,0.03,0.0,,0.0,,0.0,85.15
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27027.2,0.03,0.0,,0.0,,0.0,84.46
2025-05-29,2200.0,185702.0,1.88,0.06,0.19,92851.0,1100.0,1100.0,92851.0,,1100.0,,,,0.09,1100.0,,0.09,,100.0,77.46,0.0,0.0,0.0,100.0,49.99,0.5,50.01,1.5493,84.41
2025-05-30,2200.0,185922.0,1.76,0.06,0.18,92961.0,1100.0,1100.0,92961.0,,,,,,,,,0.09,,100.0,77.46,0.0,0.0,0.0,100.0,49.97,0.5,50.03,1.5493,84.51
2025-06-02,2200.0,185526.0,1.86,0.06,0.19,92763.0,1100.0,1100.0,92763.0,,,,,,,,,0.09,,100.0,77.46,0.0,0.0,0.0,100.0,49.95,0.5,50.05,1.5493,84.33
2025-06-03,2200.0,185350.0,1.88,0.06,0.18,92675.0,1100.0,1100.0,92675.0,,,,,,,,,0.09,,100.0,77.46,0.0,0.0,0.0,100.0,49.98,0.5,50.02,1.5493,84.25
2025-06-04,2200.0,186582.0,2.19,0.06,0.19,93291.0,1100.0,1100.0,93291.0,,,,,,,,,0.09,,100.0,77.46,0.0,0.0,0.0,100.0,49.83,0.5,50.17,1.5493,84.81
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.09,1100.0,,,,1100.0,0.0,0.09,0.0,0.0,1420.0,120771.0,0.12,0.0,,0.0,,0.0,85.05
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,1420.0,120927.2,0.12,0.0,,0.0,,0.0,85.16
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27241.6,0.03,0.0,,0.0,,0.0,85.13
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27270.4,0.03,0.0,,0.0,,0.0,85.22
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27174.4,0.03,0.0,,0.0,,0.0,84.92
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,27078.4,0.03,0.0,,0.0,,0.0,84.62
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26816.0,0.03,0.0,,0.0,,0.0,83.8
2025-06-16,800.0,67088.0,0.64,0.02,0.07,33544.0,400.0,400.0,33544.0,,400.0,,,,0.03,400.0,,0.03,,100.0,55.56,0.0,0.0,0.0,100.0,49.98,0.5,50.02,1.1111,83.86
2025-06-17,800.0,66512.0,0.83,0.02,0.07,33256.0,400.0,400.0,33256.0,,,,,,,,,0.03,,100.0,55.56,0.0,0.0,0.0,100.0,49.78,0.5,50.22,1.1111,83.14
2025-06-18,400.0,33116.0,0.42,0.01,0.03,0.0,400.0,0.0,33116.0,,,,,,,,400.0,0.03,0.03,100.0,55.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.5556,82.79
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.03,400.0,,,,,0.0,,0.0,0.0,320.0,26281.6,0.03,0.0,,0.0,,0.0,82.13
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26323.2,0.03,0.0,,0.0,,0.0,82.26
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26268.8,0.03,0.0,,0.0,,0.0,82.09
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26576.0,0.03,0.0,,0.0,,0.0,83.05
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26361.6,0.03,0.0,,0.0,,0.0,82.38
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26425.6,0.03,0.0,,0.0,,0.0,82.58
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26656.0,0.03,0.0,,0.0,,0.0,83.3
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26595.2,0.03,0.0,,0.0,,0.0,83.11
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26592.0,0.03,0.0,,0.0,,0.0,83.1
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,320.0,26579.2,0.03,0.0,,0.0,,0.0,83.06
