,LWCE FP Equity_DX_SI_QTY,LWCE FP Equity_DX_SHORT_INTEREST_VALUE,LWCE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LWCE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LWCE FP Equity_DX_SI_MV,LWCE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LWCE FP Equity_DX_SUPPLY_SI_QTY,LWCE FP Equity_DX_BROKER_SI_QTY,LWCE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LWCE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LWCE FP Equity_DX_BROKER_SI_QTY_ADD,LWCE FP Equity_DX_SUPPLY_SI_MV_DEC,LWCE FP Equity_DX_SUPPLY_SI_QTY_DEC,LWCE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LWCE FP Equity_DX_BROKER_SI_MV_ADD,LWCE FP Equity_DX_SUPPLY_SI_QTY_ADD,LWCE FP Equity_DX_BROKER_SI_QTY_DEC,LWCE FP Equity_DX_SUPPLY_SI_MV,LWCE FP Equity_DX_BROKER_SI_MV_DEC,LWCE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LWCE FP Equity_DX_UTILIZATION_QUANTITY,LWCE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LWCE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LWCE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LWCE FP Equity_DX_ACTIVE_UTILIZATION_MV,LWCE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LWCE FP Equity_DX_BROKER_SI_CON_RATIO,LWCE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LWCE FP Equity_DX_DEMAND_SUPPLY_RATIO,LWCE FP Equity_PX_LAST
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.57
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.09
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.55
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.62
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.51
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.79
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.01
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.05
2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.18
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.24
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.63
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.74
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.92
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.16
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.37
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.77
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.87
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.31
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.08
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.11
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.83
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.56
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.93
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.06
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.25
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.51
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.62
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.36
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.8
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.92
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.79
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.16
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.04
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.01
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.01
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.44
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.16
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.92
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.59
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.15
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.49
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.17
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.46
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.41
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.58
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.74
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.02
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.11
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.35
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.07
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.18
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.33
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.49
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.12
2021-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.02
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.94
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.75
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.05
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.08
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.81
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.18
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.36
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.98
2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.41
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.08
2021-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.25
2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.08
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.19
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3
2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.59
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.01
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.44
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.32
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.11
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.57
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.27
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.52
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.21
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.72
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.81
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.36
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.53
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.58
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.16
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.18
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.78
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.47
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.58
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.85
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.06
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.48
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.39
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.87
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.77
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.07
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.65
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.85
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.04
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.34
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.22
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.25
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.16
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.28
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.51
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.82
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.03
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.11
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.22
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.72
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.69
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.77
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.28
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.87
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.33
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.77
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.91
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.94
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.49
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.18
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.75
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.72
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.47
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.21
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.54
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.83
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.33
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.29
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.92
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.61
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.54
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.01
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.55
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.32
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.48
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.25
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.72
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.02
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.92
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.77
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.54
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.32
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.92
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.26
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.15
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.36
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.83
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.02
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.26
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.65
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.37
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.73
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.23
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.31
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.77
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.05
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.76
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.41
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.73
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.31
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.93
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.89
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.02
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.69
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.97
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.13
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.02
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.64
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.13
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.26
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.36
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.58
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.46
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.06
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.49
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.41
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.27
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.59
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.16
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.62
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.08
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.61
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.43
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.37
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.72
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.37
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.75
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.82
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.77
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.92
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.56
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.24
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.38
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.34
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.16
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.65
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.34
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.71
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.85
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.08
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.96
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.98
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.32
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.88
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.29
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.78
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.53
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.98
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.22
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.74
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.34
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.71
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.18
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.05
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.59
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.98
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.91
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.59
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.06
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.51
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.32
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.75
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.97
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.66
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.53
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.96
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.35
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.67
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.36
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.04
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.21
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.76
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.89
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.95
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.89
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.44
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.45
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.23
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.94
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.79
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.87
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.85
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.53
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.65
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.71
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.88
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.33
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.24
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.49
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.31
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.54
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.02
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.27
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.36
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.85
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.58
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.11
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.44
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.34
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.51
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.46
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.33
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.94
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.26
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.54
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.86
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.32
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.68
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.46
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.36
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.46
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.84
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.77
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.14
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.48
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.02
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.25
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.08
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.96
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.18
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.02
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.23
