,EMSRI FP Equity_DX_SI_QTY,EMSRI FP Equity_DX_SHORT_INTEREST_VALUE,EMSRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EMSRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EMSRI FP Equity_DX_SI_MV,EMSRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EMSRI FP Equity_DX_SUPPLY_SI_QTY,EMSRI FP Equity_DX_BROKER_SI_QTY,EMSRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EMSRI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EMSRI FP Equity_DX_BROKER_SI_MV_INC_x,EMSRI FP Equity_DX_BROKER_SI_QTY_ADD,EMSRI FP Equity_DX_SUPPLY_SI_MV_DEC,EMSRI FP Equity_DX_BROKER_SI_QTY_INC,EMSRI FP Equity_DX_SUPPLY_SI_QTY_DEC,EMSRI FP Equity_DX_BROKER_SI_MV_INC_y,EMSRI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EMSRI FP Equity_DX_BROKER_SI_MV_ADD,EMSRI FP Equity_DX_SUPPLY_SI_QTY_ADD,EMSRI FP Equity_DX_BROKER_SI_QTY_DEC,EMSRI FP Equity_DX_SUPPLY_SI_MV,EMSRI FP Equity_DX_BROKER_SI_MV_DEC,EMSRI FP Equity_DX_BROKER_SI_MV_RMV,EMSRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EMSRI FP Equity_DX_UTILIZATION_QUANTITY,EMSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EMSRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EMSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EMSRI FP Equity_DX_ACTIVE_UTILIZATION_MV,EMSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EMSRI FP Equity_DX_BROKER_SI_CON_RATIO,EMSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EMSRI FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-05-31,1123.0,53206.62,0.27,0.0,0.05,47379.0,123.0,1000.0,5827.62,,,,,,,,,,,,0.01,,,100.0,0.04,0.0,0.0,0.0,100.0,10.92,0.8054,89.08,0.0039
2024-06-03,1000.0,47769.0,0.23,0.0,0.05,47769.0,0.0,1000.0,0.0,,,,0.01,,123.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-06-04,1000.0,47617.0,0.23,0.0,0.05,47617.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-06-05,1000.0,48514.0,0.23,0.0,0.05,48514.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-06-06,1021.0,49789.07,0.24,0.0,0.05,48765.0,21.0,1000.0,1024.07,,,,,,,,,,21.0,,0.0,,,100.0,0.01,0.0,0.0,0.0,100.0,2.06,0.9596,97.94,0.0035
2024-06-07,1000.0,48830.0,0.25,0.0,0.05,48830.0,0.0,1000.0,0.0,,,,0.0,,21.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-06-10,1000.0,49109.0,0.25,0.0,0.05,49109.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-06-11,1000.0,49086.0,0.26,0.0,0.05,49086.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-06-12,1000.0,48997.0,0.26,0.0,0.05,48997.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-06-13,1000.0,49153.0,0.26,0.0,0.05,49153.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-06-14,1000.0,49062.0,0.27,0.0,0.05,49062.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-06-17,1000.0,49188.0,0.29,0.0,0.05,49188.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-06-18,1000.0,49887.0,0.28,0.0,0.05,49887.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-06-19,1106.0,55354.19,0.3,0.0,0.06,50049.0,106.0,1000.0,5305.19,,,,,,,,,,106.0,,0.01,,,100.0,0.04,0.0,0.0,0.0,100.0,9.6,0.8265,90.4,0.0038
2024-06-20,1106.0,55436.04,0.31,0.0,0.06,50123.0,106.0,1000.0,5313.04,,,,,,,,,,,,0.01,,,100.0,0.04,0.0,0.0,0.0,100.0,9.55,0.8273,90.45,0.0038
2024-06-21,1000.0,50111.0,0.27,0.0,0.05,50111.0,0.0,1000.0,0.0,,,,0.01,,106.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-06-24,1000.0,49848.0,0.27,0.0,0.05,49848.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-06-25,1000.0,49614.0,0.26,0.0,0.05,49614.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-06-26,1000.0,49925.0,0.26,0.0,0.05,49925.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-06-27,1000.0,49842.0,0.26,0.0,0.05,49842.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-06-28,1015.0,50822.07,0.27,0.0,0.05,50071.0,15.0,1000.0,751.07,,,,,,,,,,15.0,,0.0,,,100.0,0.01,0.0,0.0,0.0,100.0,1.48,0.9709,98.52,0.0035
2024-07-01,1000.0,49583.0,0.25,0.0,0.05,49583.0,0.0,1000.0,0.0,,,,0.0,,15.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-02,1000.0,49934.0,0.24,0.0,0.05,49934.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-03,1000.0,50374.0,0.36,0.0,0.05,50374.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-07-04,1000.0,50407.0,0.37,0.0,0.05,50407.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0034
2024-07-05,1000.0,50236.0,0.37,0.0,0.05,50236.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-08,1000.0,50500.0,0.37,0.0,0.05,50500.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-09,1000.0,50426.0,0.37,0.0,0.05,50426.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-10,1000.0,50808.0,0.34,0.0,0.05,50808.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-11,1000.0,51019.0,0.34,0.0,0.05,51019.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-12,1000.0,51407.0,0.32,0.0,0.05,51407.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-15,1073.0,54547.03,0.36,0.0,0.06,50836.0,73.0,1000.0,3711.03,,,,,,,,,,73.0,,0.0,,,100.0,0.03,0.0,0.0,0.0,100.0,6.8,0.8733,93.2,0.0037
2024-07-16,1000.0,50684.0,0.34,0.0,0.05,50684.0,0.0,1000.0,0.0,,,,0.0,,73.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-17,1000.0,50265.0,0.33,0.0,0.05,50265.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-18,1000.0,50280.0,0.34,0.0,0.05,50280.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-19,1000.0,49783.0,0.31,0.0,0.05,49783.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-22,1000.0,49840.0,0.3,0.0,0.05,49840.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-23,1000.0,49873.0,0.29,0.0,0.05,49873.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-24,1000.0,49270.0,0.28,0.0,0.05,49270.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-25,1011.0,49562.25,0.28,0.0,0.05,49023.0,11.0,1000.0,539.25,,,,,,,,,,11.0,,0.0,,,100.0,0.0,0.0,0.0,0.0,100.0,1.09,0.9785,98.91,0.0035
2024-07-26,1011.0,49659.31,0.27,0.0,0.05,49119.0,11.0,1000.0,540.31,,,,,,,,,,,,0.0,,,100.0,0.0,0.0,0.0,0.0,100.0,1.09,0.9785,98.91,0.0035
2024-07-29,1000.0,49332.0,0.26,0.0,0.05,49332.0,0.0,1000.0,0.0,,,,0.0,,11.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-30,1000.0,48984.0,0.28,0.0,0.05,48984.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-07-31,1000.0,50341.0,0.28,0.0,0.05,50341.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-01,1000.0,49753.0,0.28,0.0,0.05,49753.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-02,1000.0,48004.0,0.26,0.0,0.05,48004.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-05,1000.0,46814.0,0.26,0.0,0.05,46814.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-06,1706.0,80330.42,0.47,0.01,0.08,47087.0,706.0,1000.0,33243.42,,,,,,,,,,706.0,,0.03,,,1.67,0.24,41695.0,1963292.47,1.95,1.75,,1.0,100.0,0.0059
2024-08-07,1000.0,48050.0,0.28,0.0,0.05,48050.0,0.0,1000.0,0.0,,,,0.03,,706.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-08,1000.0,48448.0,0.27,0.0,0.05,48448.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-09,1000.0,48671.0,0.27,0.0,0.05,48671.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-12,1000.0,48785.0,0.3,0.0,0.05,48785.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-13,1000.0,48993.0,0.3,0.0,0.05,48993.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-14,1000.0,48666.0,0.31,0.0,0.05,48666.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-15,1000.0,49553.0,0.29,0.0,0.05,49553.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-16,1000.0,49950.0,0.31,0.0,0.05,49950.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0035
2024-08-19,128.0,6438.4,0.04,0.0,0.01,6438.4,0.0,128.0,0.0,,,,,,,,,,,872.0,0.0,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-08-20,128.0,6397.18,0.04,0.0,0.01,6397.18,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-08-21,128.0,6356.22,0.05,0.0,0.01,6356.22,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-08-22,128.0,6283.9,0.04,0.0,0.01,6283.9,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-08-23,128.0,6320.13,0.04,0.0,0.01,6320.13,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-08-26,128.0,6343.81,0.04,0.0,0.01,6343.81,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-08-27,128.0,6295.94,0.04,0.0,0.01,6295.94,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-08-28,128.0,6291.58,0.05,0.0,0.01,6291.58,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-08-29,128.0,6380.8,0.04,0.0,0.01,6380.8,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-08-30,128.0,6354.69,0.05,0.0,0.01,6354.69,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-02,128.0,6405.12,0.05,0.0,0.01,6405.12,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-03,2928.0,144971.14,1.25,0.01,0.15,75654.34,1400.0,1528.0,69316.8,,,1400.0,,,,,,0.07,1400.0,,0.07,,,100.0,0.48,0.0,0.0,0.0,100.0,8.39,0.8462,91.61,0.0101
2024-09-04,2928.0,143070.86,1.25,0.01,0.14,74662.66,1400.0,1528.0,68408.2,,,,,,,,,,,,0.07,,,100.0,0.48,0.0,0.0,0.0,100.0,8.35,0.8469,91.65,0.0101
2024-09-05,128.0,6268.93,0.06,0.0,0.01,6268.93,0.0,128.0,0.0,,,,0.07,,1400.0,,,,,1400.0,0.0,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-06,128.0,6214.14,0.06,0.0,0.01,6214.14,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-09,128.0,6282.75,0.06,0.0,0.01,6282.75,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-10,128.0,6274.69,0.06,0.0,0.01,6274.69,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-11,128.0,6253.7,0.06,0.0,0.01,6253.7,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-12,128.0,6327.81,0.06,0.0,0.01,6327.81,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-13,128.0,6381.44,0.06,0.0,0.01,6381.44,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-16,128.0,6358.53,0.06,0.0,0.01,6358.53,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-17,128.0,6382.08,0.06,0.0,0.01,6382.08,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-18,128.0,6344.32,0.06,0.0,0.01,6344.32,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-19,128.0,6461.7,0.05,0.0,0.01,6461.7,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-20,128.0,6424.06,0.05,0.0,0.01,6424.06,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-23,128.0,6526.59,0.05,0.0,0.01,6526.59,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-24,128.0,6684.8,0.05,0.0,0.01,6684.8,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-25,128.0,6647.04,0.05,0.0,0.01,6647.04,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-26,128.0,6874.62,0.03,0.0,0.01,6874.62,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-27,128.0,6892.29,0.03,0.0,0.01,6892.29,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-09-30,128.0,6848.51,0.03,0.0,0.01,6848.51,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-01,128.0,6898.69,0.02,0.0,0.01,6898.69,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-02,128.0,6967.68,0.02,0.0,0.01,6967.68,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-03,134.0,7361.56,0.03,0.0,0.01,7031.94,6.0,128.0,329.62,,,,,,,,,,6.0,,0.0,,,100.0,0.0,0.0,0.0,0.0,100.0,4.47,0.9146,95.53,0.0005
2024-10-04,134.0,7378.84,0.03,0.0,0.01,7048.45,6.0,128.0,330.4,,,,,,,,,,,,0.0,,,100.0,0.0,0.0,0.0,0.0,100.0,4.46,0.9147,95.54,0.0005
2024-10-07,128.0,7119.36,0.02,0.0,0.01,7119.36,0.0,128.0,0.0,,,,0.0,,6.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-08,128.0,6967.55,0.02,0.0,0.01,6967.55,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-09,128.0,6969.22,0.02,0.0,0.01,6969.22,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-10,128.0,6998.14,0.02,0.0,0.01,6998.14,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-11,128.0,7014.53,0.02,0.0,0.01,7014.53,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-14,128.0,6974.46,0.02,0.0,0.01,6974.46,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-15,128.0,6834.43,0.02,0.0,0.01,6834.43,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-16,128.0,6927.36,0.02,0.0,0.01,6927.36,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-17,128.0,6908.8,0.02,0.0,0.01,6908.8,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-18,128.0,6961.66,0.02,0.0,0.01,6961.66,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-21,128.0,6899.33,0.02,0.0,0.01,6899.33,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-22,128.0,6934.02,0.02,0.0,0.01,6934.02,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-23,128.0,6933.5,0.02,0.0,0.01,6933.5,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-24,128.0,6834.18,0.02,0.0,0.01,6834.18,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-25,128.0,6852.99,0.02,0.0,0.01,6852.99,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-28,128.0,6928.26,0.02,0.0,0.01,6928.26,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-29,128.0,6906.11,0.02,0.0,0.01,6906.11,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-30,128.0,6778.11,0.02,0.0,0.01,6778.11,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-10-31,128.0,6714.11,0.02,0.0,0.01,6714.11,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-01,128.0,6753.79,0.02,0.0,0.01,6753.79,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-04,128.0,6791.42,0.02,0.0,0.01,6791.42,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-05,128.0,6845.44,0.02,0.0,0.01,6845.44,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-06,128.0,6871.55,0.02,0.0,0.01,6871.55,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-07,128.0,6961.02,0.03,0.0,0.01,6961.02,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-08,128.0,6840.7,0.03,0.0,0.01,6840.7,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-11,128.0,6824.58,0.04,0.0,0.01,6824.58,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-12,128.0,6754.3,0.04,0.0,0.01,6754.3,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-13,128.0,6769.41,0.04,0.0,0.01,6769.41,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-14,128.0,6762.75,0.04,0.0,0.01,6762.75,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-15,128.0,6787.07,0.04,0.0,0.01,6787.07,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-18,128.0,6809.22,0.04,0.0,0.01,6809.22,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-19,128.0,6764.54,0.04,0.0,0.01,6764.54,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-20,128.0,6798.21,0.04,0.0,0.01,6798.21,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-21,128.0,6849.28,0.04,0.0,0.01,6849.28,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
2024-11-22,128.0,6885.76,0.04,0.0,0.01,6885.76,0.0,128.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0004
