,INFU FP Equity_DX_SI_QTY,INFU FP Equity_DX_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INFU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INFU FP Equity_DX_SI_MV,INFU FP Equity_DX_DSS,INFU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SUPPLY_SI_QTY,INFU FP Equity_DX_BROKER_SI_QTY,INFU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INFU FP Equity_DX_BROKER_SI_QTY_ADD,INFU FP Equity_DX_SUPPLY_SI_MV_DEC,INFU FP Equity_DX_SUPPLY_SI_QTY_DEC,INFU FP Equity_DX_BROKER_SI_MV_ADD,INFU FP Equity_DX_SUPPLY_SI_QTY_ADD,INFU FP Equity_DX_BROKER_SI_QTY_DEC,INFU FP Equity_DX_SUPPLY_SI_MV,INFU FP Equity_DX_BROKER_SI_MV_DEC,INFU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INFU FP Equity_DX_UTILIZATION_QUANTITY,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INFU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INFU FP Equity_DX_ACTIVE_UTILIZATION_MV,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INFU FP Equity_DX_BROKER_SI_CON_RATIO,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INFU FP Equity_DX_DEMAND_SUPPLY_RATIO,INFU FP Equity_PX_LAST
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.39
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.91
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.71
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.42
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.68
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.39
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.31
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.2
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.44
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.55
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.13
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.88
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.84
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.85
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.09
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.83
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.39
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.27
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.98
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.02
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.73
2022-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.77
2022-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.55
2022-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.2
2022-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.61
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.21
2022-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.61
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.59
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.98
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.29
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.46
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.28
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.98
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.27
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.48
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.71
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.79
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.74
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.15
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.89
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.59
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.51
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.36
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.85
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.57
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.59
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.79
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.29
2022-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.81
2022-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.54
2022-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.4
2022-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.71
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.96
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.53
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.55
2023-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.69
2023-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.64
2023-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.34
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.86
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.03
2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.31
2023-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.14
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.91
2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.84
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.72
2023-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.18
2023-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.22
2023-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.37
2023-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.13
2023-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.08
2023-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.51
2023-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.06
2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3
2023-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.66
2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.7
2023-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.58
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.83
2023-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.23
2023-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.7
2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5
2023-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.99
2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.26
2023-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.64
2023-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.49
2023-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.25
2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.45
2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.44
2023-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.07
2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.15
2023-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.35
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.93
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.92
2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.04
2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.92
2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.09
2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.7
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.03
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.83
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.11
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.84
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.04
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.73
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.88
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.1
2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.45
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.65
2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.49
2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.93
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.45
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.31
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.78
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.32
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.91
2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.96
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.87
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.23
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.42
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.58
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.85
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.17
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.74
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.56
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.63
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.19
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.33
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.18
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.42
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.22
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.08
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.26
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.54
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.11
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.39
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.73
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.71
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.96
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.49
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.43
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.4
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.41
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.67
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.96
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.34
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.88
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.94
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.45
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.27
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.93
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.13
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.68
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.27
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.48
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.42
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.12
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.68
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.66
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.73
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.17
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.35
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.46
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.68
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.95
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.81
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.46
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.14
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.55
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.35
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.27
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.18
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.03
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.26
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.85
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.72
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.22
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.42
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.64
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.9
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.04
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.73
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.45
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.56
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.92
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.09
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.9
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.23
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.16
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.87
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3
2023-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.25
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.53
2023-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.55
2023-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.06
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.29
2023-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.68
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.88
2023-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.85
2023-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.97
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.53
2023-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.88
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.24
2023-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.03
2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.94
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.57
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.21
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.26
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.78
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.73
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.77
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.54
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.29
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.54
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.93
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.54
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.97
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.63
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.32
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.47
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.46
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.59
2023-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.88
2023-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.84
2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.73
2023-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.06
2023-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.95
2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.6
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.68
2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.69
2023-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.79
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.35
2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.18
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.09
2023-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.06
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.7
2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.33
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.28
2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.93
2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.84
2023-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.39
2023-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.73
2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.29
2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.63
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.03
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.64
2023-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.45
2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.41
2023-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.35
2023-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.98
2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.9
2023-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.78
2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.56
2023-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.35
2023-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.58
2023-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.9
2023-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.28
2023-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.07
2023-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.34
2023-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.28
2023-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.77
2023-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.76
2023-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.94
2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.39
2023-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6
2023-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.11
2023-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.58
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.62
2023-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.91
2023-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67
2023-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.69
2023-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.49
2023-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.42
2023-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.24
2023-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.79
2023-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.69
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.21
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.94
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.7
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.25
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.68
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.91
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.64
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.06
2023-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.47
2023-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.6
2023-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.15
2023-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.27
2023-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.91
2023-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.06
2023-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.37
2023-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.13
2023-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.9
2023-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.41
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.51
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.9
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.81
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.58
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.36
2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.02
2023-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.46
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.62
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.93
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.66
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.16
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.07
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.98
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.58
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.06
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.56
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.39
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.79
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.57
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.03
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.18
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.22
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.87
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.25
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.62
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.41
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.06
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.73
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.36
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.92
