,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_y,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity
2018-10-24,18564.0,26063856.0,0.8,3.36,0.22,26.31,0.0,25005240.0,7084.0,17810.0,9945936.0,,,,,,,,,,,,,,,,,892.0,9.91,1.29,,,0.94,0.94,745193.0,1046250972.0,,1042.97,0.94,20.19,0.3854,57.64,0.0247
2018-10-25,17065.0,25205005.0,0.74,3.1,0.2,24.92,0.0,23998296.0,5524.0,16248.0,8158948.0,,,163.0,0.14,,63.0,,2.41,100.0,1723.0,,,0.14,163.0,0.09,,1725.0,7.79,2.54,,,0.73,0.73,746228.0,1102178756.0,,1056.77,0.73,21.48,0.4638,64.38,0.0227
2018-10-26,17164.0,24561684.0,0.74,3.08,0.21,24.87,0.0,23371092.0,5837.0,16332.0,8352747.0,,,14.0,0.45,,,,0.0,478.0,14.0,,,0.45,14.0,,313.0,394.0,8.59,0.61,,,0.78,0.78,746043.0,1067587533.0,,1092.92,0.78,23.59,0.4746,64.53,0.0228
2018-10-29,17328.0,24415152.0,0.75,3.08,0.21,24.64,0.0,23011788.0,6132.0,16332.0,8639988.0,,,81.0,,,,,0.23,,163.0,,,,81.0,,377.0,,8.76,,,,0.82,0.82,744599.0,1049139991.0,,1062.22,0.82,23.23,0.4677,64.1,0.0231
2018-10-30,17896.0,25322840.0,0.77,3.19,0.21,25.4,0.0,23913500.0,6132.0,16900.0,8676780.0,,,,,,568.0,,,,,,,,,0.81,,,8.66,,,,0.82,0.82,744432.0,1053371280.0,,1051.5,0.82,22.14,0.441,62.35,0.0238
2018-10-31,17826.0,26115090.0,0.77,3.18,0.21,25.92,0.0,24612000.0,6704.0,16800.0,9821360.0,,,,,,,,0.34,,246.0,,,,,,818.0,100.0,9.54,0.14,,,0.89,0.89,742413.0,1087635045.0,,1060.09,0.89,21.48,0.4388,62.4,0.0238
2018-11-01,16564.0,24349080.0,0.72,2.9,0.2,24.35,0.0,22987860.0,6604.0,15638.0,9707880.0,,,,,,,,0.13,,100.0,,,,,,,1162.0,9.64,1.65,,,0.88,0.88,741880.0,1090563600.0,,1084.36,0.88,23.35,0.4093,59.24,0.0221
2018-11-02,18142.0,26487320.0,0.78,3.21,0.22,26.75,0.0,25234640.0,8921.0,17284.0,13024660.0,,,2312.0,3.61,,,,0.46,2386.0,316.0,,,3.61,2312.0,,321.0,740.0,13.1,1.18,,,1.2,1.2,732820.0,1069917200.0,,1074.04,1.21,21.48,0.3077,49.35,0.0245
2018-11-05,17940.0,25833600.0,0.77,3.31,0.21,26.17,0.0,24888960.0,8719.0,17284.0,12555360.0,,,,,,,,0.32,,202.0,,,,,,,,12.69,,,,1.18,1.18,728390.0,1048881600.0,,1059.39,1.18,21.75,0.3136,49.77,0.0243
2018-11-06,23419.0,33465751.0,1.01,4.35,0.28,33.79,0.0,32385427.0,8819.0,22663.0,12602351.0,,,,8.0,,,,,5579.0,,,,8.0,,,100.0,200.0,12.67,0.29,,,1.2,1.2,728014.0,1040332006.0,,1045.98,1.2,32.0,0.2792,38.07,0.0318
2018-11-07,21916.0,30901560.0,0.95,4.14,0.26,31.34,0.0,29976600.0,8819.0,21260.0,12434790.0,,,85.0,,,100.0,,0.12,,85.0,,,,85.0,0.15,,1503.0,12.57,2.39,,,1.2,1.2,728133.0,1026667530.0,,1037.73,1.2,28.92,0.2721,38.98,0.0297
2018-11-08,22516.0,31725044.0,0.97,4.24,0.27,31.98,0.0,30800740.0,8819.0,21860.0,12425971.0,,,,,,600.0,,,,,,,,,0.85,,,12.49,,,,1.2,1.2,728776.0,1026845384.0,,1031.69,1.2,27.95,0.2589,38.15,0.0305
2018-11-09,22441.0,31417400.0,0.97,4.16,0.27,31.74,0.0,30515800.0,8807.0,21797.0,12329800.0,,,,,,,,0.02,,12.0,,,,,,,63.0,12.44,0.09,,,1.19,1.19,728462.0,1019846800.0,,1028.39,1.2,28.13,0.2604,38.19,0.0304
2018-11-12,23174.0,32095990.0,1.0,4.35,0.28,32.57,0.0,30327345.0,9440.0,21897.0,13074400.0,,,633.0,,,100.0,,,,,,,,633.0,0.14,,,13.27,,,,1.28,1.28,727838.0,1008055630.0,,1021.94,1.28,28.02,0.2575,37.85,0.0314
2018-11-13,23259.0,32353269.0,1.0,4.35,0.28,32.46,0.0,29027388.0,9727.0,20868.0,13530257.0,,,127.0,,,,,0.02,,13.0,,,,127.0,,173.0,1029.0,13.46,1.47,,,1.31,1.31,730212.0,1015724892.0,,1011.33,1.31,26.71,0.2296,34.63,0.0314
2018-11-14,20085.0,28058745.0,0.87,3.8,0.24,28.18,0.0,26410285.0,8516.0,18905.0,11896852.0,,,,,,,,1.67,,1211.0,,,,,,,1963.0,11.83,2.68,,,1.17,1.17,722104.0,1008779288.0,,1004.52,1.16,30.94,0.2647,35.65,0.0275
2018-11-15,21792.0,30334464.0,0.94,4.09,0.26,30.56,0.0,28643184.0,10172.0,20577.0,14159424.0,,,1373.0,2.15,,100.0,,0.01,1572.0,16.0,,,2.15,1373.0,0.14,299.0,,14.2,,,,1.39,1.39,722759.0,1006080528.0,,1008.45,1.39,28.51,0.2788,40.2,0.0297
2018-11-16,16052.0,22023344.0,0.69,2.99,0.19,22.21,0.0,20356364.0,7108.0,14837.0,9752176.0,,,,,,,,4.28,,3064.0,,,,,,,5740.0,9.94,8.08,,,0.97,0.97,724715.0,994308980.0,,1005.52,0.98,25.26,0.3759,55.42,0.0219
2018-11-19,11974.0,16176874.0,0.52,2.25,0.14,16.4,0.0,14935305.0,6967.0,11055.0,9412417.0,,,,,,,,2.47,,1713.0,,,,,,1572.0,3782.0,9.53,5.29,,,0.95,0.95,724873.0,979303423.0,,990.19,0.95,34.6,0.307,42.29,0.0164
2018-11-20,11874.0,15816168.0,0.51,2.26,0.14,16.08,0.0,14592060.0,6967.0,10955.0,9280044.0,,,,,,,,,,,,,,,,,100.0,9.45,0.15,,,0.94,0.94,733874.0,977520168.0,,992.1,0.94,35.1,0.3127,42.55,0.016
2018-11-21,14883.0,20345061.0,0.64,2.83,0.18,20.15,0.0,19088788.0,7034.0,13964.0,9615478.0,,,,3.97,,,,,3065.0,,,,3.97,,,67.0,56.0,9.39,0.08,,,0.95,0.95,730494.0,998585298.0,,980.1,0.95,34.24,0.3576,48.49,0.0202
2018-11-22,17061.0,23561241.0,0.74,3.22,0.2,23.39,0.0,20808908.0,11007.0,15068.0,15200667.0,,,1074.0,1.5,,65.0,,,1039.0,,,,1.5,1074.0,0.09,2899.0,,15.08,,,,1.49,1.49,728693.0,1006325033.0,,997.83,1.49,38.61,0.356,44.99,0.0231
2018-11-23,16461.0,22913712.0,0.71,3.15,0.2,22.94,0.0,20139456.0,11007.0,14468.0,15321744.0,,,21.0,,,,,0.05,,34.0,,,,21.0,,13.0,600.0,15.25,0.83,,,1.49,1.49,726719.0,1011592848.0,,1007.25,1.49,39.85,0.3861,47.35,0.0223
2018-11-26,16461.0,23210010.0,0.71,3.12,0.2,23.11,0.0,20399880.0,11007.0,14468.0,15519870.0,,,,,,,,,,,,,,,,,,15.36,,,,1.49,1.49,729210.0,1028186100.0,,1017.38,1.49,40.08,0.3855,47.09,0.0222
2018-11-27,15865.0,21639860.0,0.69,3.02,0.19,22.19,0.0,19734352.0,10411.0,14468.0,14200604.0,,,,,,,,0.83,,596.0,,,,,,,,14.58,,,,1.4,1.4,733810.0,1000916840.0,,1028.69,1.4,38.99,0.3872,48.17,0.0213
2018-11-28,11658.0,15563430.0,0.5,2.24,0.14,15.9,0.0,13698435.0,9486.0,10261.0,12663810.0,,,,,,,,1.3,,925.0,,,,,,,4207.0,12.82,5.78,,,1.27,1.27,735863.0,982377105.0,,996.45,1.27,14.99,0.4756,66.84,0.0156
2018-11-29,11658.0,15738300.0,0.5,2.17,0.14,15.7,0.0,13852350.0,9486.0,10261.0,12806100.0,,,,,,,,,,,,,,,,,,12.66,,,,1.28,1.28,734074.0,990999900.0,,978.75,1.28,15.34,0.4713,66.44,0.0157
2018-11-30,12158.0,16413300.0,0.53,2.26,0.15,16.58,0.0,13852350.0,9986.0,10261.0,13481100.0,,,500.0,,,,,,,,,,,500.0,,,,13.51,,,,1.34,1.34,733209.0,989832150.0,,991.91,1.34,15.18,0.4747,66.74,0.0164
2018-12-03,12158.0,16838830.0,0.53,2.13,0.15,16.7,0.0,14211485.0,9986.0,10261.0,13830610.0,,,,,,,,,,,,,,,,,,13.55,,,,1.34,1.34,735931.0,1019264435.0,,998.1,1.34,15.4,0.4729,66.55,0.0163
2018-12-04,13158.0,18158040.0,0.57,2.29,0.16,18.39,0.0,15126180.0,9586.0,10961.0,13228680.0,,,100.0,,,1200.0,,0.71,,525.0,,,,100.0,1.73,25.0,500.0,13.27,0.69,,,1.29,1.29,735698.0,1015263240.0,,1018.08,1.29,13.94,0.4069,61.11,0.0177
2018-12-05,13158.0,18013302.0,0.57,2.29,0.16,18.33,0.0,15005609.0,9044.0,10961.0,12381236.0,,,,,,,,0.75,,542.0,,,,,,,,12.46,,,,1.22,1.22,735010.0,1006228690.0,,1012.71,1.22,14.01,0.4067,61.08,0.0177
2018-12-06,13158.0,17236980.0,0.57,2.33,0.16,17.95,0.0,14358910.0,9044.0,10961.0,11847640.0,,,,,,,,,,,,,,,,,,12.23,,,,1.21,1.21,738748.0,967759880.0,,1000.59,1.21,13.53,0.4114,61.6,0.0176
2018-12-07,14230.0,18015180.0,0.61,2.49,0.17,18.7,0.0,13876626.0,8544.0,10961.0,10816704.0,,,,,,,,0.7,,500.0,,,,,,,,11.08,,,,1.14,1.14,740005.0,936846330.0,,962.27,1.14,24.19,0.36,53.93,0.019
2018-12-10,14230.0,17602510.0,0.61,2.43,0.17,17.97,0.0,13558757.0,8544.0,10961.0,10568928.0,,,,,,,,,,,,,,,,,,10.76,,,,1.15,1.15,736628.0,911208836.0,,929.07,1.14,24.48,0.355,53.3,0.0191
2018-12-11,16512.0,20722560.0,0.71,2.75,0.2,20.8,0.0,16619965.0,9244.0,13243.0,11601220.0,,,358.0,2.01,,700.0,,,1582.0,,,,2.01,358.0,0.88,342.0,,11.51,,,,1.25,1.25,732481.0,919263655.0,,911.19,1.25,20.67,0.3646,55.83,0.0223
2018-12-12,13768.0,17526664.0,0.59,2.26,0.16,17.47,0.0,15366383.0,9654.0,12071.0,12289542.0,,,94.0,0.51,,,,1.94,400.0,1572.0,,,0.51,94.0,,1888.0,1572.0,12.17,1.97,,,1.3,1.3,730830.0,930346590.0,,918.65,1.31,9.43,0.4805,67.85,0.0186
2018-12-13,12756.0,15893976.0,0.55,2.11,0.15,16.29,0.0,13860504.0,8489.0,11124.0,10577294.0,,,,0.37,,,,1.41,218.0,1165.0,,,0.37,,,,1165.0,10.69,1.48,,,1.15,1.15,727830.0,906876180.0,,922.31,1.15,9.95,0.587,75.72,0.0173
2018-12-14,12710.0,15963760.0,0.55,2.07,0.15,16.0,0.0,13640160.0,8707.0,10860.0,10935992.0,,,,,,,,,,,,,,,,218.0,264.0,10.9,0.34,,,1.19,1.19,723644.0,908896864.0,,904.7,1.19,7.91,0.6089,77.37,0.0174
2018-12-17,12375.0,15444000.0,0.53,1.92,0.15,15.68,0.0,13135200.0,8640.0,10525.0,10782720.0,,,,,,,,0.08,,67.0,,,,,,,335.0,10.8,0.33,,,1.18,1.18,723814.0,903319872.0,,906.16,1.18,8.05,0.6109,77.48,0.0169
2018-12-18,12375.0,15382125.0,0.53,1.92,0.15,15.62,0.0,13082575.0,8640.0,10525.0,10739520.0,,,,,,,,,,,,,,,,,,10.75,,,,1.19,1.19,719940.0,894885420.0,,896.86,1.18,8.05,0.6103,77.44,0.017
2018-12-19,12375.0,14850000.0,0.53,1.86,0.15,15.52,0.0,12630000.0,8640.0,10525.0,10368000.0,,,55.0,,,,,0.08,,55.0,,,,55.0,,,,10.58,,,,1.19,1.19,718910.0,862692000.0,,886.68,1.18,7.82,0.614,77.7,0.017
2018-12-20,15053.0,17943176.0,0.65,2.23,0.18,18.26,0.0,13688928.0,9389.0,11484.0,11191688.0,,,,,,1719.0,,1.2,,970.0,,,,,2.05,1719.0,760.0,11.21,1.26,,,1.3,1.3,712395.0,849174840.0,,853.31,1.3,14.4,0.4484,64.69,0.0209
2018-12-21,14633.0,17310839.0,0.63,2.15,0.18,17.63,0.0,13088712.0,9389.0,11064.0,11107187.0,,,71.0,,,,,0.22,,184.0,,,,71.0,,113.0,420.0,11.17,0.52,,,1.29,1.29,716221.0,847289443.0,,854.62,1.29,15.14,0.4793,66.93,0.0202
2018-12-24,14633.0,17632765.0,0.63,2.06,0.18,17.61,0.0,13332120.0,9389.0,11064.0,11313745.0,,,,,,,,,,,,,,,,,,11.22,,,,1.3,1.3,715417.0,862077485.0,,848.91,1.3,15.13,0.4765,66.7,0.0202
2018-12-25,14633.0,17632765.0,0.63,2.09,0.18,17.84,0.0,13332120.0,9389.0,11064.0,11313745.0,,,,,,,,,,,,,,,,,,11.31,,,,1.3,1.3,715439.0,862103995.0,,855.68,1.3,14.95,0.4813,67.12,0.0202
2018-12-26,14633.0,17632765.0,0.63,2.09,0.18,17.87,0.0,13332120.0,9389.0,11064.0,11313745.0,,,,,,,,,,,,,,,,,,11.35,,,,1.3,1.3,714678.0,861186990.0,,862.83,1.3,14.96,0.4816,67.14,0.0202
2018-12-27,15167.0,17836392.0,0.66,2.17,0.18,18.35,0.0,13325256.0,9656.0,11331.0,11355456.0,,,276.0,0.18,,117.0,,0.01,150.0,9.0,,,0.18,276.0,0.14,,,11.44,,,,1.33,1.33,715088.0,840943488.0,,857.3,1.32,14.6,0.4625,65.78,0.0209
2018-12-28,15591.0,18537699.0,0.67,2.21,0.19,18.61,0.0,13724627.0,9868.0,11543.0,11733052.0,,,212.0,0.24,,,,,212.0,,,,0.24,212.0,,,,11.65,,,,1.43,1.43,682387.0,811358143.0,,802.81,1.43,16.34,0.4456,64.05,0.0225
2018-12-31,15591.0,18865110.0,0.67,2.23,0.19,18.74,0.0,13967030.0,9868.0,11543.0,11940280.0,,,,,,,,,,,,,,,,,,11.79,,,,1.42,1.42,682782.0,826166220.0,,812.5,1.43,16.23,0.4453,64.04,0.0225
2019-01-01,15591.0,18865110.0,0.67,2.29,0.19,19.04,0.0,13967030.0,9868.0,11543.0,11940280.0,,,,,,,,,,,,,,,,,,11.87,,,,1.36,1.36,714140.0,864109400.0,,857.55,1.37,16.02,0.45,64.49,0.0215
2019-01-02,15249.0,18268302.0,0.66,2.24,0.18,18.51,0.0,13418798.0,9868.0,11201.0,11821864.0,,,,,,,,,,,,,,,,,342.0,11.85,0.57,,,1.35,1.35,722418.0,865456764.0,,874.57,1.34,16.74,0.4879,67.27,0.0208
2019-01-03,14326.0,16804398.0,0.62,2.11,0.17,17.11,0.0,12483066.0,9504.0,10642.0,11148192.0,,,,,,,,0.47,,364.0,,,,,,,559.0,11.29,0.72,,,1.31,1.31,713927.0,837436371.0,,850.69,1.31,15.84,0.5277,70.56,0.0198
2019-01-04,13989.0,17024613.0,0.6,2.06,0.17,16.52,0.0,12951314.0,9118.0,10642.0,11096606.0,,,7.0,,,,,0.46,,418.0,,,,7.0,,25.0,,10.89,,,,1.26,1.26,714243.0,869233731.0,,844.52,1.27,16.05,0.5203,69.96,0.0193
2019-01-07,13552.0,16275952.0,0.59,2.04,0.16,16.54,0.0,12256205.0,9118.0,10205.0,10950718.0,,,34.0,,,,,0.04,,34.0,,,,34.0,,,437.0,11.0,0.53,,,1.25,1.25,719111.0,863652311.0,,871.16,1.25,12.91,0.5681,73.92,0.0186
2019-01-08,13002.0,15797430.0,0.56,2.01,0.16,15.64,0.0,11770920.0,9085.0,9688.0,11038275.0,,,,,,,,0.04,,33.0,,,,,,,517.0,10.96,0.65,,,1.25,1.25,719774.0,874525410.0,,867.43,1.25,13.85,0.623,77.58,0.0178
2019-01-09,12696.0,15273288.0,0.55,1.94,0.15,15.31,0.0,11614965.0,8812.0,9655.0,10600836.0,,,,,,,,0.33,,273.0,,,,,,,33.0,10.62,0.05,,,1.21,1.21,721896.0,868440888.0,,872.3,1.2,13.45,0.6273,77.93,0.0174
2019-01-10,12423.0,15230598.0,0.54,1.88,0.15,15.0,0.0,11502332.0,8812.0,9382.0,10803512.0,,,,,,,,,,,,,,,,,273.0,10.71,0.32,,,1.21,1.21,717884.0,880125784.0,,867.72,1.22,11.02,0.6562,80.12,0.0171
2019-01-11,11599.0,14011592.0,0.5,1.74,0.14,14.25,0.0,11333456.0,7988.0,9382.0,9649504.0,,,,,,,,1.01,,824.0,,,,,,,,9.75,,,,1.1,1.1,720394.0,870235952.0,,881.67,1.09,10.84,0.6603,80.4,0.0159
2019-01-14,10775.0,13199375.0,0.47,1.64,0.13,13.08,0.0,10483550.0,7988.0,8558.0,9785300.0,,,130.0,,,,,0.46,,379.0,,,,130.0,,249.0,824.0,9.71,0.98,,,1.1,1.1,718294.0,879910150.0,,870.57,1.1,3.97,0.7701,87.57,0.0148
2019-01-15,9415.0,11608695.0,0.41,1.47,0.11,11.52,0.0,8875134.0,6328.0,7198.0,7802424.0,,,,,,300.0,,2.6,,2160.0,,,,,0.37,500.0,1660.0,7.79,1.98,,,0.87,0.87,723742.0,892373886.0,,889.31,0.87,4.74,0.6646,81.14,0.0129
2019-01-16,9430.0,11825220.0,0.41,1.47,0.11,11.66,0.0,9045102.0,6328.0,7213.0,7935312.0,,,,0.02,,,,,15.0,,,,0.02,,,,,7.89,,,,0.87,0.87,722864.0,906471456.0,,895.66,0.87,4.71,0.6626,81.01,0.0129
2019-01-17,9430.0,11787500.0,0.41,1.53,0.11,11.81,0.0,9016250.0,6328.0,7213.0,7910000.0,,,213.0,,,,,0.27,,213.0,,,,213.0,,,,7.92,,,,0.86,0.86,725693.0,907116250.0,,909.32,0.86,4.73,0.6646,81.14,0.0129
2019-01-18,8828.0,11193904.0,0.38,1.44,0.11,11.02,0.0,8382748.0,5726.0,6611.0,7260568.0,,,,,,,,0.76,,602.0,,,,,,,602.0,7.23,0.8,,,0.78,0.78,728073.0,923196564.0,,913.52,0.79,5.15,0.6361,79.28,0.012
2019-01-21,9996.0,12954816.0,0.43,1.65,0.12,12.67,0.0,9209376.0,5899.0,7106.0,7645104.0,,,922.0,0.62,,,,0.95,495.0,749.0,,,0.62,922.0,,,,7.57,,,,0.8,0.8,727760.0,943176960.0,,927.17,0.81,10.12,0.5634,74.02,0.0136
2019-01-22,7018.0,8990058.0,0.3,1.15,0.08,8.98,0.0,6469050.0,4977.0,5050.0,6375537.0,,,,,,,,1.13,,922.0,,,,,,,2056.0,6.4,2.58,,,0.68,0.68,726644.0,930830964.0,,939.56,0.68,6.79,0.707,83.66,0.0096
2019-01-23,6718.0,8612476.0,0.29,1.13,0.08,8.6,0.0,6281800.0,4827.0,4900.0,6188214.0,,,,,,,,0.21,,150.0,,,,,,,150.0,6.19,0.2,,,0.66,0.66,722338.0,926037316.0,,924.67,0.66,3.93,0.7496,86.35,0.0092
2019-01-24,6718.0,8646066.0,0.29,1.17,0.08,8.64,0.0,6306300.0,4827.0,4900.0,6212349.0,,,,,,,,,,,,,,,,,,6.22,,,,0.66,0.66,722197.0,929467539.0,,928.97,0.67,3.92,0.7503,86.38,0.0092
2019-01-25,6718.0,8766990.0,0.29,1.19,0.08,8.63,0.0,6394500.0,4827.0,4900.0,6299235.0,,,,,,,,,,,,,,,,,,6.27,,,,0.66,0.66,721502.0,941560110.0,,929.43,0.67,3.99,0.748,86.25,0.0092
2019-01-28,6718.0,8780426.0,0.29,1.22,0.08,8.7,0.0,6404300.0,4827.0,4900.0,6308889.0,,,,,,,,,,,,,,,,,,6.28,,,,0.66,0.66,721969.0,943613483.0,,941.08,0.66,3.97,0.7475,86.22,0.0092
2019-01-29,6818.0,8979306.0,0.29,1.25,0.08,8.93,0.0,6585000.0,4827.0,5000.0,6357159.0,,,,0.13,,,,,100.0,,,,0.13,,,,,6.34,,,,0.67,0.67,720553.0,948968301.0,,943.31,0.67,5.75,0.7234,84.71,0.0094
2019-01-30,4205.0,5638905.0,0.18,0.78,0.05,5.53,0.0,4018977.0,2824.0,2997.0,3786984.0,,,,0.13,,,,2.62,100.0,2003.0,,,0.13,,,,2103.0,3.75,2.76,,,0.39,0.39,721233.0,967173453.0,,951.26,0.39,12.54,0.5375,71.77,0.0058
2019-01-31,4511.0,5868811.0,0.19,0.88,0.05,6.02,0.0,4297203.0,3030.0,3303.0,3942030.0,,,23.0,0.28,,100.0,,0.28,206.0,200.0,,,0.28,23.0,0.14,383.0,,4.0,,,,0.42,0.42,718863.0,935240763.0,,957.01,0.42,11.49,0.4533,65.56,0.0062
2019-02-01,4811.0,6393819.0,0.21,0.92,0.06,6.27,0.0,4589037.0,3180.0,3453.0,4226220.0,,,150.0,0.19,,,,,150.0,,,,0.19,150.0,,,,4.19,,,,0.44,0.44,716913.0,952777377.0,,937.71,0.44,10.92,0.4207,62.87,0.0067
2019-02-04,4811.0,6331276.0,0.21,0.94,0.06,6.41,0.0,4544148.0,3180.0,3453.0,4184880.0,,,12.0,,,,,0.02,,12.0,,,,12.0,,,,4.2,,,,0.44,0.44,716597.0,943041652.0,,951.04,0.44,10.92,0.4225,63.02,0.0067
2019-02-05,4811.0,6523716.0,0.21,0.97,0.06,6.36,0.0,4682268.0,3180.0,3453.0,4312080.0,,,,,,,,,,,,,,,,,,4.26,,,,0.44,0.44,716399.0,971437044.0,,950.15,0.45,10.89,0.4207,62.88,0.0067
2019-02-06,5109.0,6846060.0,0.22,1.07,0.06,6.95,0.0,4826680.0,3329.0,3602.0,4460860.0,,,149.0,0.23,,,,,149.0,,,,0.23,149.0,,,,4.49,,,,0.46,0.46,716324.0,959874160.0,,970.09,0.46,12.77,0.3816,59.06,0.0071
2019-02-07,5273.0,6960360.0,0.23,1.18,0.06,7.07,0.0,4532880.0,3161.0,3434.0,4172520.0,,,14.0,0.02,,318.0,,0.68,14.0,500.0,,,0.02,14.0,0.43,318.0,500.0,4.2,0.71,,,0.44,0.44,717807.0,947505240.0,,959.76,0.44,13.35,0.2768,48.27,0.0073
2019-02-08,4955.0,6446455.0,0.21,1.1,0.06,6.56,0.0,4467634.0,2843.0,3434.0,3698743.0,,,,,,,,0.42,,318.0,,,,,,,,3.73,,,,0.39,0.39,719340.0,935861340.0,,947.65,0.39,13.33,0.2761,48.19,0.0069
2019-02-11,5237.0,6829048.0,0.23,1.17,0.06,6.86,0.0,4779160.0,2874.0,3665.0,3747696.0,,,51.0,0.04,,200.0,,0.03,31.0,20.0,,,0.04,51.0,0.26,,,3.74,,,,0.4,0.4,718086.0,936384144.0,,936.54,0.4,12.5,0.2477,45.27,0.0073
2019-02-12,4824.0,6386976.0,0.21,1.07,0.06,6.31,0.0,4305648.0,2779.0,3252.0,3679396.0,,,,,,,,0.12,,95.0,,,,,,,413.0,3.65,0.55,,,0.39,0.39,718230.0,950936520.0,,936.97,0.39,14.0,0.2955,50.42,0.0067
2019-02-13,4451.0,5888673.0,0.19,0.97,0.05,5.92,0.0,4006044.0,2555.0,3028.0,3380265.0,,,,,,,,0.27,,224.0,,,,,,,224.0,3.39,0.29,,,0.35,0.35,717659.0,949462857.0,,950.34,0.35,14.95,0.3329,54.19,0.0062
2019-02-14,4385.0,5788200.0,0.19,0.97,0.05,5.81,0.0,3953400.0,2522.0,2995.0,3329040.0,,,,,,,,0.2,,145.0,,,,,,112.0,33.0,3.33,0.04,,,0.35,0.35,717145.0,946631400.0,,946.39,0.35,15.16,0.3381,54.61,0.0061
2019-02-15,4385.0,5792585.0,0.19,0.98,0.05,5.8,0.0,3956395.0,2522.0,2995.0,3331562.0,,,,,,,,,,,,,,,,,,3.33,,,,0.35,0.35,714915.0,944402715.0,,943.05,0.35,15.13,0.3381,54.62,0.0061
2019-02-18,4283.0,5799182.0,0.19,0.95,0.05,5.69,0.0,3986176.0,2471.0,2944.0,3345734.0,,,,,,,,0.07,,51.0,,,,,,,51.0,3.31,0.07,,,0.35,0.35,712369.0,964547626.0,,944.66,0.35,15.31,0.346,55.23,0.006
2019-02-19,4283.0,5734937.0,0.19,0.94,0.05,5.8,0.0,3942016.0,2471.0,2944.0,3308669.0,,,,,,,,,,,,,,,,,,3.33,,,,0.35,0.35,708787.0,949065793.0,,956.18,0.35,15.42,0.3494,55.57,0.006
2019-02-20,4283.0,5709239.0,0.19,0.96,0.05,5.74,0.0,3924352.0,2471.0,2944.0,3293843.0,,,,,,,,,,,,,,,,,,3.3,,,,0.35,0.35,706985.0,942411005.0,,945.68,0.35,15.38,0.3491,55.55,0.006
2019-02-21,4283.0,5812031.0,0.19,0.98,0.05,5.73,0.0,3995008.0,2471.0,2944.0,3353147.0,,,,,,,,,,,,,,,,,,3.33,,,,0.35,0.35,705175.0,956922475.0,,943.77,0.35,15.32,0.3467,55.31,0.0061
2019-02-22,4283.0,5906257.0,0.19,1.0,0.05,5.84,0.0,4059776.0,2471.0,2944.0,3407509.0,,,,,,,,,,,,,,,,,,3.39,,,,0.35,0.35,705486.0,972865194.0,,961.15,0.35,15.32,0.347,55.34,0.0061
2019-02-25,4133.0,5662210.0,0.18,0.97,0.05,5.7,0.0,3930530.0,2396.0,2869.0,3282520.0,,,,,,,,0.09,,75.0,,,,,,,75.0,3.29,0.1,,,0.34,0.34,705576.0,966639120.0,,971.02,0.34,15.77,0.364,56.84,0.0058
2019-02-26,4133.0,5744870.0,0.18,0.98,0.05,5.68,0.0,3987910.0,2396.0,2869.0,3330440.0,,,,,,,,,,,,,,,,,,3.31,,,,0.34,0.34,704757.0,979612230.0,,967.41,0.34,15.7,0.3617,56.62,0.0058
2019-02-27,4843.0,6780200.0,0.21,1.15,0.06,6.75,0.0,3736600.0,3306.0,2669.0,4628400.0,,,910.0,,,,,,,,,,,910.0,,,200.0,4.61,0.28,,,0.47,0.47,704261.0,985965400.0,,980.21,0.47,16.76,0.4092,60.6,0.0068
2019-02-28,4843.0,7167640.0,0.21,1.18,0.06,6.82,0.0,3950120.0,3306.0,2669.0,4892880.0,,,75.0,,,,,0.12,,93.0,,,,75.0,,18.0,,4.74,,,,0.47,0.47,702668.0,1039948640.0,,995.88,0.47,16.67,0.4049,60.18,0.0069
2019-03-01,7433.0,10621757.0,0.32,1.71,0.09,11.26,0.0,8815501.0,5896.0,6169.0,8425384.0,,,,,,3500.0,,1.22,,910.0,,,,,5.45,3500.0,,8.66,,,,0.83,0.83,700273.0,1000690117.0,,1029.22,0.83,27.18,0.3888,55.37,0.0105
2019-03-04,8017.0,11512412.0,0.35,1.78,0.1,11.74,0.0,9697308.0,5980.0,6753.0,8587280.0,,,,0.13,,500.0,,0.02,84.0,16.0,,,0.13,,0.72,100.0,,8.56,,,,0.84,0.84,705636.0,1013293296.0,,1010.69,0.84,24.92,0.3316,50.73,0.0113
2019-03-05,8517.0,12349650.0,0.37,1.87,0.1,12.52,0.0,9791850.0,6480.0,6753.0,9396000.0,,,15.0,,,,,0.02,,15.0,,,,15.0,,500.0,,9.33,,,,0.91,0.91,704381.0,1021352450.0,,1013.88,0.91,23.31,0.2945,47.47,0.012
