,ALQWA FP Equity_DX_SI_QTY,ALQWA FP Equity_DX_SHORT_INTEREST_VALUE,ALQWA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALQWA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALQWA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALQWA FP Equity_DX_SI_MV,ALQWA FP Equity_DX_DSS,ALQWA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALQWA FP Equity_DX_SUPPLY_SI_QTY,ALQWA FP Equity_DX_BROKER_SI_QTY,ALQWA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALQWA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALQWA FP Equity_DX_BROKER_SI_MV_INC_x,ALQWA FP Equity_DX_BROKER_SI_QTY_ADD,ALQWA FP Equity_DX_SUPPLY_SI_MV_DEC,ALQWA FP Equity_DX_BROKER_SI_QTY_INC,ALQWA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALQWA FP Equity_DX_BROKER_SI_MV_INC_y,ALQWA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALQWA FP Equity_DX_BROKER_SI_MV_ADD,ALQWA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALQWA FP Equity_DX_BROKER_SI_QTY_DEC,ALQWA FP Equity_DX_SUPPLY_SI_MV,ALQWA FP Equity_DX_BROKER_SI_MV_DEC,ALQWA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALQWA FP Equity_DX_UTILIZATION_QUANTITY,ALQWA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALQWA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALQWA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALQWA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALQWA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALQWA FP Equity_DX_BROKER_SI_CON_RATIO,ALQWA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALQWA FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-09-26,44034.0,243393.04,3.49,36.95,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-09-29,44034.0,243393.04,3.49,36.75,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-09-30,44034.0,243393.04,3.49,36.75,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-02,44034.0,243393.04,3.49,37.27,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,44034.0,,,,,,0.26,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-03,44034.0,243393.04,3.49,37.11,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-06,44034.0,243393.04,3.49,37.11,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-07,44034.0,243393.04,3.49,37.54,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-08,44034.0,243393.04,3.49,37.54,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-09,44034.0,243393.04,3.49,37.54,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-10,44034.0,238855.2,3.49,37.49,0.91,0.26,0.0,238855.2,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-13,44034.0,238030.14,3.49,35.48,0.91,0.26,0.0,238030.14,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-14,44034.0,244218.1,3.49,35.15,0.91,0.25,0.0,244218.1,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-15,44034.0,244218.1,3.49,32.0,0.91,0.26,0.0,244218.1,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-16,44034.0,245868.22,3.49,32.0,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-17,44034.0,246280.75,3.49,31.61,0.91,0.26,0.0,246280.75,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-20,44034.0,246693.28,3.49,32.08,0.91,0.26,0.0,246693.28,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-21,44034.0,246693.28,3.49,31.89,0.91,0.26,0.0,246693.28,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-22,44034.0,246693.28,3.49,32.28,0.91,0.26,0.0,246693.28,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-23,44034.0,246693.28,3.49,32.28,0.91,0.26,0.0,246693.28,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-24,44034.0,245868.22,3.49,32.44,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-27,44034.0,245868.22,3.49,32.23,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-28,44034.0,245868.22,3.49,32.23,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-29,44034.0,245868.22,3.49,32.33,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-30,44034.0,245868.22,3.49,32.33,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-10-31,44034.0,245868.22,3.49,32.33,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-04,44034.0,245868.22,3.49,32.33,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,44034.0,,,,,,0.26,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-05,44034.0,245868.22,3.49,45.23,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-06,44034.0,245868.22,3.49,45.74,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-07,44034.0,245868.22,3.49,148.71,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-10,44034.0,245868.22,3.49,152.14,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-11,44034.0,245868.22,3.49,149.56,0.91,0.26,0.0,245868.22,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-12,44034.0,244218.1,3.49,149.56,0.91,0.26,0.0,244218.1,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-13,44034.0,244218.1,3.49,140.53,0.91,0.26,0.0,244218.1,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-14,44034.0,244218.1,3.49,134.11,0.91,0.26,0.0,244218.1,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-17,44034.0,244218.1,3.49,131.3,0.91,0.26,0.0,244218.1,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-18,44034.0,247105.81,3.49,131.3,0.91,0.26,0.0,247105.81,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-19,44034.0,247518.34,3.49,116.65,0.91,0.26,0.0,247518.34,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-20,44034.0,247518.34,3.49,116.56,0.91,0.26,0.0,247518.34,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-21,44034.0,247518.34,3.49,116.0,0.91,0.26,0.0,247518.34,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-24,44034.0,247518.34,3.49,140.71,0.91,0.26,0.0,247518.34,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-25,44034.0,247518.34,3.49,143.79,0.91,0.26,0.0,247518.34,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-26,44034.0,247518.34,3.49,240.89,0.91,0.26,0.0,247518.34,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-27,44034.0,247518.34,3.49,240.89,0.91,0.26,0.0,247518.34,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-11-28,44034.0,247518.34,3.49,253.36,0.91,0.26,0.0,247518.34,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-01,44034.0,243393.04,3.49,345.73,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-02,44034.0,240917.86,3.49,262.16,0.91,0.26,0.0,240917.86,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-03,44034.0,240917.86,3.49,238.49,0.91,0.26,0.0,240917.86,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-04,44034.0,240917.86,3.49,205.1,0.91,0.26,0.0,240917.86,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-05,44034.0,240505.33,3.49,203.14,0.91,0.26,0.0,240505.33,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-08,44034.0,247105.81,3.49,182.61,0.91,0.26,0.0,247105.81,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-09,44034.0,249581.0,3.49,159.37,0.91,0.26,0.0,249581.0,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-10,44034.0,243393.04,3.49,140.77,0.91,0.27,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-11,44034.0,243393.04,3.49,126.0,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-12,44034.0,243393.04,3.49,126.0,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-15,44034.0,243393.04,3.49,126.0,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-16,44034.0,243393.04,3.49,126.0,0.91,0.26,0.0,243393.04,0.0,44034.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-17,200000.0,1105477.76,15.84,568.13,4.11,1.18,1.0,1105477.76,0.0,200000.0,0.0,,0.92,,,155966.0,,0.92,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-18,200000.0,1107351.45,15.84,333.43,4.11,1.18,1.0,1107351.45,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-19,200000.0,1107351.45,15.84,333.43,4.11,1.18,1.0,1107351.45,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-22,200000.0,1107351.45,15.84,333.43,4.11,1.18,1.0,1107351.45,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-23,200000.0,1107351.45,15.84,336.23,4.11,1.18,1.0,1107351.45,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-24,200000.0,1109225.15,15.84,336.23,4.11,1.18,1.0,1109225.15,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-25,200000.0,1109225.15,15.84,344.87,4.11,1.18,1.0,1109225.15,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-26,200000.0,1109225.15,15.84,344.87,4.11,1.18,1.0,1109225.15,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-29,200000.0,1101730.38,15.84,344.87,4.11,1.18,1.0,1101730.38,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-30,200000.0,1101730.38,15.84,350.92,4.11,1.18,1.0,1101730.38,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2014-12-31,200000.0,1105477.76,15.84,355.3,4.11,1.18,1.0,1105477.76,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-01,200000.0,1119354.06,15.84,349.34,4.11,1.18,1.0,1119354.06,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-02,200000.0,1119354.06,15.84,349.34,4.11,1.18,1.0,1119354.06,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-05,200000.0,1119354.06,15.84,377.1,4.11,1.18,1.0,1119354.06,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-06,200000.0,1119354.06,15.84,369.23,4.11,1.18,1.0,1119354.06,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-07,200000.0,1119354.06,15.84,371.52,4.11,1.18,1.0,1119354.06,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-08,200000.0,1119354.06,15.84,371.52,4.11,1.18,1.0,1119354.06,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-09,200000.0,1119354.06,15.84,370.37,4.11,1.18,1.0,1119354.06,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-12,200000.0,1119354.06,15.84,370.37,4.11,1.18,1.0,1119354.06,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-13,200000.0,1119354.06,15.84,370.37,4.11,1.18,1.0,1119354.06,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-14,200000.0,1119354.06,15.84,283.42,4.11,1.18,1.0,1119354.06,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-15,200000.0,1157298.27,15.84,280.77,4.11,1.18,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-16,200000.0,1157298.27,15.84,247.03,4.11,1.18,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-19,200000.0,1159195.48,15.84,252.22,4.11,1.17,1.0,1159195.48,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-20,200000.0,1185756.42,15.84,261.15,4.11,1.22,1.0,1185756.42,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-21,200000.0,1197139.68,15.84,246.57,4.11,1.22,1.0,1197139.68,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-22,200000.0,1197139.68,15.84,246.19,4.11,1.25,1.0,1197139.68,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-23,200000.0,1197139.68,15.84,257.33,4.11,1.26,1.0,1197139.68,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-26,200000.0,1197139.68,15.84,270.01,4.11,1.26,1.0,1197139.68,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-27,200000.0,1176270.37,15.84,277.12,4.11,1.26,1.0,1176270.37,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-28,200000.0,1164887.11,15.84,239.43,4.11,1.26,1.0,1164887.11,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-29,200000.0,1145915.0,15.84,124.5,4.11,1.24,1.0,1145915.0,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-01-30,200000.0,1145915.0,15.84,116.35,4.11,1.23,1.0,1145915.0,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-05,200000.0,1157298.27,15.84,130.6,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,200000.0,,,,,,1.22,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-06,200000.0,1157298.27,15.84,130.6,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-09,200000.0,1157298.27,15.84,130.04,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-10,200000.0,1157298.27,15.84,129.81,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-11,200000.0,1157298.27,15.84,130.66,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-12,200000.0,1157298.27,15.84,130.66,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-13,200000.0,1157298.27,15.84,131.48,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-16,200000.0,1157298.27,15.84,131.48,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-17,200000.0,1157298.27,15.84,132.49,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
