,ALWIT FP Equity_DX_SI_QTY,ALWIT FP Equity_DX_SHORT_INTEREST_VALUE,ALWIT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALWIT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALWIT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALWIT FP Equity_DX_SI_MV,ALWIT FP Equity_DX_DSS,ALWIT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALWIT FP Equity_DX_SUPPLY_SI_QTY,ALWIT FP Equity_DX_BROKER_SI_QTY,ALWIT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALWIT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALWIT FP Equity_DX_BROKER_SI_MV_INC_x,ALWIT FP Equity_DX_BROKER_SI_QTY_ADD,ALWIT FP Equity_DX_SUPPLY_SI_MV_DEC,ALWIT FP Equity_DX_BROKER_SI_QTY_INC,ALWIT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALWIT FP Equity_DX_BROKER_SI_MV_INC_y,ALWIT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALWIT FP Equity_DX_BROKER_SI_MV_ADD,ALWIT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALWIT FP Equity_DX_BROKER_SI_QTY_DEC,ALWIT FP Equity_DX_SUPPLY_SI_MV,ALWIT FP Equity_DX_BROKER_SI_MV_DEC,ALWIT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALWIT FP Equity_DX_UTILIZATION_QUANTITY,ALWIT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALWIT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALWIT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALWIT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALWIT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALWIT FP Equity_DX_BROKER_SI_CON_RATIO,ALWIT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALWIT FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-05-20,2817.0,9915.84,0.12,0.77,0.07,0.01,0.0,9915.84,2817.0,2817.0,9915.84,,,,,,,,,,,,0.01,,100.0,88.86,0.0,0.0,0.0,100.0,35.56,0.5417,64.44,0.8886
2024-05-21,2817.0,9972.18,0.12,0.79,0.07,0.01,0.0,9972.18,2817.0,2817.0,9972.18,,,,,,,,,,,,0.01,,100.0,88.86,0.0,0.0,0.0,100.0,35.56,0.5417,64.44,0.8886
2024-05-22,4417.0,15680.35,0.18,1.24,0.11,0.02,0.0,10000.35,2817.0,2817.0,10000.35,,,,,,,,,,,,0.01,,100.0,88.86,0.0,0.0,0.0,100.0,22.69,0.6492,77.31,1.3934
2024-05-23,2817.0,9774.99,0.12,0.78,0.07,0.01,0.0,9774.99,2817.0,2817.0,9774.99,,,,,,,,,,,,0.01,,100.0,88.86,0.0,0.0,0.0,100.0,35.56,0.5417,64.44,0.8886
2024-05-24,2817.0,9803.16,0.12,0.75,0.07,0.01,0.0,9803.16,2817.0,2817.0,9803.16,,,,,,,,,,,,0.01,,100.0,88.86,0.0,0.0,0.0,100.0,35.56,0.5417,64.44,0.8886
2024-05-27,2817.0,9803.16,0.12,0.77,0.07,0.01,0.0,9803.16,2817.0,2817.0,9803.16,,,,,,,,,,,,0.01,,100.0,88.86,0.0,0.0,0.0,100.0,35.56,0.5417,64.44,0.8886
2024-05-28,2817.0,9803.16,0.12,0.81,0.07,0.01,0.0,9803.16,2817.0,2817.0,9803.16,,,,,,,,,,,,0.01,,100.0,88.86,0.0,0.0,0.0,100.0,35.56,0.5417,64.44,0.8886
2024-05-29,4417.0,15503.67,0.18,1.26,0.11,0.02,0.0,9887.67,2817.0,2817.0,9887.67,,,,,,,,,,,,0.01,,100.0,88.86,0.0,0.0,0.0,100.0,22.69,0.6492,77.31,1.3934
2024-05-30,1817.0,6304.99,0.08,0.53,0.04,0.01,0.0,6304.99,1817.0,1817.0,6304.99,,,,0.0,,1000.0,,,,,1000.0,0.01,0.0,100.0,57.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.5732
2024-05-31,1817.0,6395.84,0.08,0.53,0.04,0.01,0.0,6395.84,1817.0,1817.0,6395.84,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.5732
2024-06-03,1817.0,6377.67,0.08,0.53,0.04,0.01,0.0,6377.67,1817.0,1817.0,6377.67,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.5732
2024-06-04,1817.0,6359.5,0.08,0.54,0.04,0.01,0.0,6359.5,1817.0,1817.0,6359.5,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.5732
2024-06-05,3417.0,11925.33,0.14,1.0,0.08,0.01,0.0,6341.33,1817.0,1817.0,6341.33,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,,1.0,100.0,1.0779
2024-06-06,1817.0,6341.33,0.08,0.62,0.04,0.01,0.0,6341.33,1817.0,1817.0,6341.33,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.5732
2024-06-07,3417.0,12096.18,0.14,1.25,0.08,0.01,0.0,6432.18,1817.0,1817.0,6432.18,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,,1.0,100.0,1.0779
2024-06-10,3417.0,12062.01,0.14,1.24,0.08,0.01,0.0,6414.01,1817.0,1817.0,6414.01,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,,1.0,100.0,1.0779
2024-06-11,1863.0,6464.61,0.08,0.7,0.05,0.01,0.0,6384.8,1840.0,1840.0,6384.8,23.0,,23.0,,,,,23.0,0.0,,,0.01,,100.0,57.63,0.0,0.0,0.0,100.0,2.47,0.9518,97.53,0.5835
2024-06-12,1863.0,6445.98,0.08,0.75,0.05,0.01,0.0,6366.4,1840.0,1840.0,6366.4,,,,,,,,,,,,0.01,,100.0,57.63,0.0,0.0,0.0,100.0,2.47,0.9518,97.53,0.5835
2024-06-13,1863.0,6296.94,0.08,0.76,0.05,0.01,0.0,6219.2,1840.0,1840.0,6219.2,,,,,,,,,,,,0.01,,100.0,57.63,0.0,0.0,0.0,100.0,2.47,0.9518,97.53,0.5835
2024-06-14,1863.0,5868.45,0.08,0.76,0.05,0.01,0.0,5796.0,1840.0,1840.0,5796.0,,,,,,,,,,,,0.01,,100.0,57.63,0.0,0.0,0.0,100.0,2.47,0.9518,97.53,0.5835
2024-06-17,3463.0,10873.82,0.14,1.34,0.08,0.01,0.0,5777.6,1840.0,1840.0,5777.6,,,,,,,,,,,,0.01,,100.0,57.63,0.0,0.0,0.0,100.0,1.33,0.9737,98.67,1.0846
2024-06-18,1863.0,5812.56,0.08,0.71,0.05,0.01,0.0,5740.8,1840.0,1840.0,5740.8,,,,,,,,,,,,0.01,,100.0,57.63,0.0,0.0,0.0,100.0,2.47,0.9518,97.53,0.5835
2024-06-19,1863.0,5942.97,0.08,0.69,0.05,0.01,0.0,5869.6,1840.0,1840.0,5869.6,,,,,,,,,,,,0.01,,100.0,57.63,0.0,0.0,0.0,100.0,2.47,0.9518,97.53,0.5835
2024-06-20,1863.0,5775.3,0.08,0.76,0.05,0.01,0.0,5704.0,1840.0,1840.0,5704.0,,,,,,,,,,,,0.01,,100.0,57.63,0.0,0.0,0.0,100.0,2.47,0.9518,97.53,0.5835
2024-06-21,1863.0,5756.67,0.08,0.92,0.05,0.01,0.0,5685.6,1840.0,1840.0,5685.6,,,,,,,,,,,,0.01,,100.0,57.63,0.0,0.0,0.0,100.0,2.47,0.9518,97.53,0.5835
2024-06-24,1863.0,5719.41,0.08,0.94,0.05,0.01,0.0,5648.8,1840.0,1840.0,5648.8,,,,,,,,,,,,0.01,,100.0,57.63,0.0,0.0,0.0,100.0,2.47,0.9518,97.53,0.5835
2024-06-25,3863.0,11782.15,0.16,1.98,0.09,0.01,0.0,8662.0,2840.0,2840.0,8662.0,1000.0,0.0,,,1000.0,,0.0,1000.0,,,,0.01,,100.0,67.73,0.0,0.0,0.0,100.0,47.04,0.5018,52.96,0.9213
2024-06-26,3817.0,11756.36,0.16,1.92,0.09,0.01,0.0,8676.36,2817.0,2817.0,8676.36,,,,0.0,,23.0,,,,,23.0,0.01,0.0,100.0,67.55,0.0,0.0,0.0,100.0,47.6,0.5011,52.4,0.9153
2024-06-27,3817.0,11794.53,0.16,1.87,0.09,0.01,0.0,8704.53,2817.0,2817.0,8704.53,,,,,,,,,,,,0.01,,100.0,67.55,0.0,0.0,0.0,100.0,47.6,0.5011,52.4,0.9153
2024-06-28,3817.0,11870.87,0.16,1.88,0.09,0.01,0.0,8760.87,2817.0,2817.0,8760.87,,,,,,,,,,,,0.01,,100.0,67.55,0.0,0.0,0.0,100.0,47.6,0.5011,52.4,0.9153
2024-07-01,3817.0,12023.55,0.16,1.82,0.09,0.01,0.0,8873.55,2817.0,2817.0,8873.55,,,,,,,,,,,,0.01,,100.0,56.79,0.0,0.0,0.0,100.0,47.6,0.5011,52.4,0.7696
2024-07-02,3817.0,11947.21,0.16,1.76,0.09,0.01,0.0,8817.21,2817.0,2817.0,8817.21,,,,,,,,,,,,0.01,,100.0,56.79,0.0,0.0,0.0,100.0,47.6,0.5011,52.4,0.7696
2024-07-03,3817.0,12519.76,0.16,1.74,0.09,0.01,0.0,9239.76,2817.0,2817.0,9239.76,,,,,,,,,,,,0.01,,100.0,56.79,0.0,0.0,0.0,100.0,47.6,0.5011,52.4,0.7696
2024-07-04,3817.0,12825.12,0.16,1.74,0.09,0.01,0.0,9465.12,2817.0,2817.0,9465.12,,,,,,,,,,,,0.01,,100.0,56.79,0.0,0.0,0.0,100.0,47.6,0.5011,52.4,0.7696
2024-07-05,3753.0,12760.2,0.16,1.66,0.09,0.01,0.0,9360.2,2753.0,2753.0,9360.2,,,,0.0,,64.0,,,,,64.0,0.01,0.0,100.0,55.5,0.0,0.0,0.0,100.0,46.71,0.5022,53.29,0.7567
2024-07-08,3691.0,12475.58,0.15,1.61,0.09,0.01,0.0,9095.58,2691.0,2691.0,9095.58,,,,0.0,,62.0,,,,,62.0,0.01,0.0,100.0,54.25,0.0,0.0,0.0,100.0,45.81,0.5035,54.19,0.7442
2024-07-09,3221.0,10758.14,0.13,1.39,0.08,0.01,0.0,5414.14,1621.0,1621.0,5414.14,,,,0.0,,1070.0,,,,,1070.0,0.01,0.0,100.0,40.93,0.0,0.0,0.0,100.0,,1.0,100.0,0.8134
2024-07-10,1600.0,5392.0,0.07,0.7,0.04,0.01,0.0,5392.0,1600.0,1600.0,5392.0,,,,0.0,,21.0,,,,,21.0,0.01,0.0,100.0,40.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.404
2024-07-11,1600.0,5504.0,0.07,0.7,0.04,0.01,0.0,5504.0,1600.0,1600.0,5504.0,,,,,,,,,,,,0.01,,100.0,40.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.404
2024-07-12,3600.0,12456.0,0.15,1.55,0.09,0.01,0.0,8996.0,2600.0,2600.0,8996.0,1000.0,,1000.0,,,,,1000.0,0.0,,,0.01,,100.0,52.42,0.0,0.0,0.0,100.0,44.44,0.5062,55.56,0.7258
2024-07-15,3600.0,12132.0,0.15,1.57,0.09,0.01,0.0,8762.0,2600.0,2600.0,8762.0,,,,,,,,,,,,0.01,,100.0,52.42,0.0,0.0,0.0,100.0,44.44,0.5062,55.56,0.7258
2024-07-16,3600.0,12096.0,0.15,1.5,0.09,0.01,0.0,8736.0,2600.0,2600.0,8736.0,,,,,,,,,,,,0.01,,100.0,52.42,0.0,0.0,0.0,100.0,44.44,0.5062,55.56,0.7258
2024-07-17,3600.0,12096.0,0.15,1.53,0.09,0.01,0.0,8736.0,2600.0,2600.0,8736.0,,,,,,,,,,,,0.01,,100.0,52.42,0.0,0.0,0.0,100.0,44.44,0.5062,55.56,0.7258
2024-07-18,3600.0,12096.0,0.15,1.54,0.09,0.01,0.0,8736.0,2600.0,2600.0,8736.0,,,,,,,,,,,,0.01,,100.0,52.42,0.0,0.0,0.0,100.0,44.44,0.5062,55.56,0.7258
2024-07-19,3600.0,11988.0,0.15,1.52,0.09,0.01,0.0,8658.0,2600.0,2600.0,8658.0,,,,,,,,,,,,0.01,,100.0,52.42,0.0,0.0,0.0,100.0,44.44,0.5062,55.56,0.7258
2024-07-22,1600.0,5472.0,0.07,0.69,0.04,0.01,0.0,5472.0,1600.0,1600.0,5472.0,,,,0.0,,1000.0,,,,,1000.0,0.01,0.0,100.0,40.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.404
2024-07-23,1600.0,5504.0,0.07,0.7,0.04,0.01,0.0,5504.0,1600.0,1600.0,5504.0,,,,,,,,,,,,0.01,,100.0,40.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.404
2024-07-24,1600.0,5712.0,0.07,0.69,0.04,0.01,0.0,5712.0,1600.0,1600.0,5712.0,,,,,,,,,,,,0.01,,100.0,40.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.404
2024-07-25,1600.0,5520.0,0.07,0.66,0.04,0.01,0.0,5520.0,1600.0,1600.0,5520.0,,,,,,,,,,,,0.01,,100.0,40.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.404
2024-07-26,1600.0,4832.0,0.07,0.67,0.04,0.01,0.0,4832.0,1600.0,1600.0,4832.0,,,,,,,,,,,,0.01,,100.0,40.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.404
2024-07-29,1600.0,4944.0,0.07,0.56,0.04,0.0,0.0,4944.0,1600.0,1600.0,4944.0,,,,,,,,,,,,0.0,,100.0,40.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.404
2024-07-30,1602.0,5126.4,0.07,0.56,0.04,0.01,0.0,5123.2,1601.0,1601.0,5123.2,1.0,,1.0,,,,,1.0,0.0,,,0.0,,100.0,40.42,0.0,0.0,0.0,100.0,0.12,0.9975,99.88,0.4044
2024-07-31,3602.0,11094.16,0.15,1.25,0.09,0.01,0.0,8011.08,2601.0,2601.0,8011.08,1000.0,0.0,,,1000.0,,0.0,1000.0,,,,0.01,,100.0,52.43,0.0,0.0,0.0,100.0,44.42,0.5062,55.58,0.7261
2024-08-01,3602.0,10769.98,0.15,1.19,0.09,0.01,0.0,7776.99,2601.0,2601.0,7776.99,,,,,,,,,,,,0.01,,100.0,52.43,0.0,0.0,0.0,100.0,44.42,0.5062,55.58,0.7261
2024-08-02,3602.0,10589.88,0.15,1.18,0.09,0.01,0.0,7646.94,2601.0,2601.0,7646.94,,,,,,,,,,,,0.01,,100.0,52.43,0.0,0.0,0.0,100.0,44.42,0.5062,55.58,0.7261
2024-08-05,3602.0,9653.36,0.15,1.19,0.09,0.01,0.0,6970.68,2601.0,2601.0,6970.68,,,,,,,,,,,,0.01,,100.0,52.43,0.0,0.0,0.0,100.0,44.42,0.5062,55.58,0.7261
2024-08-06,3602.0,9941.52,0.15,1.13,0.09,0.01,0.0,7178.76,2601.0,2601.0,7178.76,,,,,,,,,,,,0.01,,100.0,52.43,0.0,0.0,0.0,100.0,44.42,0.5062,55.58,0.7261
2024-08-07,3600.0,10152.0,0.15,1.13,0.09,0.01,0.0,7332.0,2600.0,2600.0,7332.0,,,,0.0,,1.0,,,,,1.0,0.01,0.0,100.0,52.42,0.0,0.0,0.0,100.0,44.44,0.5062,55.56,0.7258
2024-08-08,1600.0,4096.0,0.07,0.5,0.04,0.0,0.0,4096.0,1600.0,1600.0,4096.0,,,,0.0,,1000.0,,,,,1000.0,0.0,0.0,100.0,38.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.3846
2024-08-09,1600.0,4288.0,0.07,0.46,0.04,0.0,0.0,4288.0,1600.0,1600.0,4288.0,,,,,,,,,,,,0.0,,100.0,38.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.3846
2024-08-12,1600.0,4288.0,0.07,0.46,0.04,0.0,0.0,4288.0,1600.0,1600.0,4288.0,,,,,,,,,,,,0.0,,100.0,38.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.3846
2024-08-13,2400.0,6456.0,0.1,0.7,0.06,0.01,0.0,5380.0,2000.0,2000.0,5380.0,400.0,,400.0,,,,,400.0,0.0,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-14,2400.0,6480.0,0.1,0.71,0.06,0.01,0.0,5400.0,2000.0,2000.0,5400.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-15,2400.0,6480.0,0.1,0.72,0.06,0.01,0.0,5400.0,2000.0,2000.0,5400.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-16,2400.0,6384.0,0.1,0.79,0.06,0.01,0.0,5320.0,2000.0,2000.0,5320.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-19,2400.0,6216.0,0.1,0.79,0.06,0.01,0.0,5180.0,2000.0,2000.0,5180.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-20,2400.0,6216.0,0.1,0.76,0.06,0.01,0.0,5180.0,2000.0,2000.0,5180.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-21,2400.0,6096.0,0.1,0.76,0.06,0.01,0.0,5080.0,2000.0,2000.0,5080.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-22,2400.0,6216.0,0.1,0.76,0.06,0.01,0.0,5180.0,2000.0,2000.0,5180.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-23,2400.0,6288.0,0.1,0.78,0.06,0.01,0.0,5240.0,2000.0,2000.0,5240.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-26,2400.0,6336.0,0.1,0.76,0.06,0.01,0.0,5280.0,2000.0,2000.0,5280.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-27,2400.0,6288.0,0.1,0.79,0.06,0.01,0.0,5240.0,2000.0,2000.0,5240.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-28,2400.0,6312.0,0.1,0.78,0.06,0.01,0.0,5260.0,2000.0,2000.0,5260.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-29,2400.0,6360.0,0.1,0.77,0.06,0.01,0.0,5300.0,2000.0,2000.0,5300.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-08-30,2400.0,6240.0,0.1,0.77,0.06,0.01,0.0,5200.0,2000.0,2000.0,5200.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-09-02,2400.0,6000.0,0.1,0.77,0.06,0.01,0.0,5000.0,2000.0,2000.0,5000.0,,,,,,,,,,,,0.01,,100.0,43.86,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5263
2024-09-03,2600.0,6552.0,0.11,0.81,0.06,0.01,0.0,5292.0,2100.0,2100.0,5292.0,100.0,0.0,,,100.0,,0.0,100.0,,,,0.01,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-04,2600.0,6656.0,0.11,0.82,0.06,0.01,0.0,5376.0,2100.0,2100.0,5376.0,,,,,,,,,,,,0.01,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-05,2600.0,6656.0,0.11,0.85,0.06,0.01,0.0,5376.0,2100.0,2100.0,5376.0,,,,,,,,,,,,0.01,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-06,2600.0,6760.0,0.11,0.83,0.06,0.01,0.0,5460.0,2100.0,2100.0,5460.0,,,,,,,,,,,,0.01,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-09,2600.0,6708.0,0.11,1.0,0.06,0.01,0.0,5418.0,2100.0,2100.0,5418.0,,,,,,,,,,,,0.01,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-10,2600.0,6552.0,0.11,1.0,0.06,0.01,0.0,5292.0,2100.0,2100.0,5292.0,,,,,,,,,,,,0.01,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-11,2600.0,6604.0,0.11,1.04,0.06,0.01,0.0,5334.0,2100.0,2100.0,5334.0,,,,,,,,,,,,0.01,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-12,2600.0,6552.0,0.11,1.14,0.06,0.01,0.0,5292.0,2100.0,2100.0,5292.0,,,,,,,,,,,,0.01,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-13,2600.0,6188.0,0.11,1.05,0.06,0.01,0.0,4998.0,2100.0,2100.0,4998.0,,,,,,,,,,,,0.01,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-16,2600.0,6084.0,0.11,1.0,0.06,0.01,0.0,4914.0,2100.0,2100.0,4914.0,,,,,,,,,,,,0.01,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-17,2600.0,6318.0,0.11,1.04,0.06,0.01,0.0,5103.0,2100.0,2100.0,5103.0,,,,,,,,,,,,0.0,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-18,2600.0,6188.0,0.11,1.02,0.06,0.01,0.0,4998.0,2100.0,2100.0,4998.0,,,,,,,,,,,,0.01,,100.0,45.06,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,0.5579
2024-09-19,2100.0,5082.0,0.09,0.85,0.05,0.01,0.0,3872.0,2100.0,1600.0,5082.0,,,,,,,,,,,500.0,0.01,0.0,100.0,45.06,0.0,0.0,0.0,100.0,23.81,0.6372,76.19,0.4506
2024-09-20,1600.0,3840.0,0.07,0.71,0.04,0.0,0.0,3840.0,1600.0,1600.0,3840.0,,,,0.0,,500.0,,,,,,0.0,,100.0,38.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.3846
2024-09-23,3500.0,8260.0,0.14,1.6,0.08,0.01,0.0,8260.0,3500.0,3500.0,8260.0,,,1900.0,,,,,,0.0,1900.0,,0.01,,100.0,84.13,0.0,0.0,0.0,100.0,44.21,0.5067,55.79,0.8413
2024-09-24,3500.0,8295.0,0.14,1.59,0.08,0.01,0.0,8295.0,3500.0,3500.0,8295.0,,,,,,,,,,,,0.01,,100.0,84.13,0.0,0.0,0.0,100.0,45.61,0.5039,54.39,0.8413
2024-09-25,3500.0,8225.0,0.14,1.59,0.08,0.01,0.0,8225.0,3500.0,3500.0,8225.0,,,,,,,,,,,,0.01,,100.0,84.13,0.0,0.0,0.0,100.0,45.61,0.5039,54.39,0.8413
2024-09-26,3500.0,8085.0,0.14,1.56,0.08,0.01,0.0,8085.0,3500.0,3500.0,8085.0,,,,,,,,,,,,0.01,,100.0,84.13,0.0,0.0,0.0,100.0,45.61,0.5039,54.39,0.8413
2024-09-27,3500.0,8050.0,0.14,1.53,0.08,0.01,0.0,8050.0,3500.0,3500.0,8050.0,,,,,,,,,,,,0.01,,100.0,84.13,0.0,0.0,0.0,100.0,45.61,0.5039,54.39,0.8413
2024-09-30,3500.0,7700.0,0.14,1.52,0.08,0.01,0.0,7700.0,3500.0,3500.0,7700.0,,,,,,,,,,,,0.01,,100.0,84.13,0.0,0.0,0.0,100.0,45.61,0.5039,54.39,0.8413
2024-10-01,5100.0,11220.0,0.21,2.24,0.12,0.01,0.0,7700.0,3500.0,3500.0,7700.0,,,,,,,,,,,,0.01,,100.0,78.48,0.0,0.0,0.0,100.0,37.36,0.5319,62.64,1.1435
2024-10-02,3500.0,7700.0,0.14,1.52,0.08,0.01,0.0,7700.0,3500.0,3500.0,7700.0,,,,,,,,,,,,0.01,,100.0,78.48,0.0,0.0,0.0,100.0,45.6,0.5039,54.4,0.7848
2024-10-03,3500.0,7665.0,0.14,1.54,0.08,0.01,0.0,7665.0,3500.0,3500.0,7665.0,,,,,,,,,,,,0.01,,100.0,78.48,0.0,0.0,0.0,100.0,45.6,0.5039,54.4,0.7848
2024-10-04,3500.0,7700.0,0.14,1.5,0.08,0.01,0.0,7700.0,3500.0,3500.0,7700.0,,,,,,,,,,,,0.01,,100.0,78.48,0.0,0.0,0.0,100.0,45.6,0.5039,54.4,0.7848
2024-10-07,1600.0,3504.0,0.07,0.69,0.04,0.0,0.0,3504.0,1600.0,1600.0,3504.0,,,,0.0,,1900.0,,,,,1900.0,0.0,0.0,100.0,35.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3587
2024-10-08,1600.0,3504.0,0.07,0.66,0.04,0.0,0.0,3504.0,1600.0,1600.0,3504.0,,,,,,,,,,,,0.0,,100.0,35.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3587
2024-10-09,1600.0,3472.0,0.07,0.66,0.04,0.0,0.0,3472.0,1600.0,1600.0,3472.0,,,,,,,,,,,,0.0,,100.0,35.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3587
2024-10-10,1600.0,3504.0,0.07,0.67,0.04,0.0,0.0,3504.0,1600.0,1600.0,3504.0,,,,,,,,,,,,0.0,,100.0,35.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3587
2024-10-11,1600.0,3520.0,0.07,0.67,0.04,0.0,0.0,3520.0,1600.0,1600.0,3520.0,,,,,,,,,,,,0.0,,100.0,35.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3587
2024-10-14,1600.0,3456.0,0.07,0.67,0.04,0.0,0.0,3456.0,1600.0,1600.0,3456.0,,,,,,,,,,,,0.0,,100.0,35.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3587
2024-10-15,1600.0,3392.0,0.07,0.7,0.04,0.0,0.0,3392.0,1600.0,1600.0,3392.0,,,,,,,,,,,,0.0,,100.0,35.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3587
2024-10-16,1600.0,3328.0,0.07,0.69,0.04,0.0,0.0,3328.0,1600.0,1600.0,3328.0,,,,,,,,,,,,0.0,,100.0,35.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3587
2024-10-17,1600.0,3328.0,0.07,0.67,0.04,0.0,0.0,3328.0,1600.0,1600.0,3328.0,,,,,,,,,,,,0.0,,100.0,35.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3587
2024-10-18,1600.0,3216.0,0.07,0.66,0.04,0.0,0.0,3216.0,1600.0,1600.0,3216.0,,,,,,,,,,,,0.0,,100.0,35.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3587
2024-10-21,1600.0,3248.0,0.07,0.67,0.04,0.0,0.0,3248.0,1600.0,1600.0,3248.0,,,,,,,,,,,,0.0,,100.0,35.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3587
