,AEME FP Equity_DX_SI_QTY,AEME FP Equity_DX_SHORT_INTEREST_VALUE,AEME FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEME FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEME FP Equity_DX_SI_MV,AEME FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEME FP Equity_DX_SUPPLY_SI_QTY,AEME FP Equity_DX_BROKER_SI_QTY,AEME FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEME FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEME FP Equity_DX_BROKER_SI_MV_INC_x,AEME FP Equity_DX_BROKER_SI_QTY_ADD,AEME FP Equity_DX_SUPPLY_SI_MV_DEC,AEME FP Equity_DX_BROKER_SI_QTY_INC,AEME FP Equity_DX_SUPPLY_SI_QTY_DEC,AEME FP Equity_DX_BROKER_SI_MV_INC_y,AEME FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEME FP Equity_DX_BROKER_SI_MV_ADD,AEME FP Equity_DX_SUPPLY_SI_QTY_ADD,AEME FP Equity_DX_BROKER_SI_QTY_DEC,AEME FP Equity_DX_SUPPLY_SI_MV,AEME FP Equity_DX_BROKER_SI_MV_DEC,AEME FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEME FP Equity_DX_UTILIZATION_QUANTITY,AEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEME FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEME FP Equity_DX_ACTIVE_UTILIZATION_MV,AEME FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEME FP Equity_DX_BROKER_SI_CON_RATIO,AEME FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEME FP Equity_DX_DEMAND_SUPPLY_RATIO,AEME FP Equity_PX_LAST
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30909.88,0.03,0.0,,0.0,,0.0,50.589
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30953.87,0.03,0.0,,0.0,,0.0,50.661
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,31052.24,0.03,0.0,,0.0,,0.0,50.822
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30570.77,0.03,0.0,,0.0,,0.0,50.034
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30215.78,0.03,0.0,,0.0,,0.0,49.453
2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30642.26,0.03,0.0,,0.0,,0.0,50.151
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30829.84,0.03,0.0,,0.0,,0.0,50.458
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30550.61,0.03,0.0,,0.0,,0.0,50.001
2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30522.51,0.03,0.0,,0.0,,0.0,49.955
2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30155.29,0.03,0.0,,0.0,,0.0,49.354
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,31075.46,0.03,0.0,,0.0,,0.0,50.86
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,31748.78,0.03,0.0,,0.0,,0.0,51.962
2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32419.05,0.03,0.0,,0.0,,0.0,53.059
2020-06-04,14700.0,765429.0,0.13,0.05,0.78,382714.5,7350.0,7350.0,382714.5,,,7350.0,,,,,,0.39,7350.0,,0.39,,100.0,92.33,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8465,52.07
2020-06-05,14700.0,788008.2,0.08,0.05,0.77,394004.1,7350.0,7350.0,394004.1,,,,,,,,,,,,0.38,,100.0,92.33,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8465,53.606
2020-06-08,14700.0,782363.4,0.07,0.05,0.79,391181.7,7350.0,7350.0,391181.7,,,,,,,,,,,,0.39,,100.0,92.33,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8465,53.222
2020-06-09,14700.0,777321.3,0.07,0.05,0.78,388660.65,7350.0,7350.0,388660.65,,,,,,,,,,,,0.39,,100.0,92.33,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8465,52.879
2020-06-10,14700.0,781025.7,0.07,0.05,0.78,390512.85,7350.0,7350.0,390512.85,,,,,,,,,,,,0.39,,100.0,92.33,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8465,53.131
2020-06-11,14700.0,756579.6,0.07,0.05,0.78,378289.8,7350.0,7350.0,378289.8,,,,,,,,,,,,0.39,,100.0,92.33,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8465,51.468
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.39,,7350.0,,,,,7350.0,0.0,0.39,0.0,0.0,611.0,31808.66,0.03,0.0,,0.0,,0.0,52.06
2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,31316.81,0.03,0.0,,0.0,,0.0,51.255
2020-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,31989.52,0.03,0.0,,0.0,,0.0,52.356
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32252.25,0.03,0.0,,0.0,,0.0,52.786
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32351.23,0.03,0.0,,0.0,,0.0,52.948
2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32620.68,0.03,0.0,,0.0,,0.0,53.389
2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32498.48,0.03,0.0,,0.0,,0.0,53.189
2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32810.7,0.03,0.0,,0.0,,0.0,53.7
2020-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32331.07,0.03,0.0,,0.0,,0.0,52.915
2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32444.1,0.03,0.0,,0.0,,0.0,53.1
2020-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32291.96,0.03,0.0,,0.0,,0.0,52.851
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32258.36,0.03,0.0,,0.0,,0.0,52.796
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32271.19,0.03,0.0,,0.0,,0.0,52.817
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,32475.87,0.03,0.0,,0.0,,0.0,53.152
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,33356.32,0.03,0.0,,0.0,,0.0,54.593
2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,33595.22,0.03,0.0,,0.0,,0.0,54.984
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,34503.78,0.03,0.0,,0.0,,0.0,56.471
2020-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,34273.43,0.03,0.0,,0.0,,0.0,56.094
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,34456.73,0.03,0.0,,0.0,,0.0,56.394
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,34713.96,0.03,0.0,,0.0,,0.0,56.815
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,34551.44,0.03,0.0,,0.0,,0.0,56.549
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,34935.76,0.03,0.0,,0.0,,0.0,57.178
2020-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,34070.58,0.03,0.0,,0.0,,0.0,55.762
2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,34260.6,0.03,0.0,,0.0,,0.0,56.073
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,33680.76,0.03,0.0,,0.0,,0.0,55.124
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,33883.0,0.03,0.0,,0.0,,0.0,55.455
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,34245.94,0.03,0.0,,0.0,,0.0,56.049
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,57988.72,0.06,0.0,,0.0,,0.0,56.796
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,57053.48,0.06,0.0,,0.0,,0.0,55.88
2020-07-23,5000.0,279560.0,0.01,0.02,0.28,139780.0,2500.0,2500.0,139780.0,,,2500.0,,,,,,0.14,2500.0,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4201,55.912
2020-07-24,5000.0,274880.0,0.01,0.02,0.28,137440.0,2500.0,2500.0,137440.0,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4201,54.976
2020-07-27,5000.0,275700.0,0.01,0.02,0.28,137850.0,2500.0,2500.0,137850.0,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4201,55.14
2020-07-28,5000.0,277110.0,0.01,0.02,0.28,138555.0,2500.0,2500.0,138555.0,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4201,55.422
2020-07-29,130000.0,7226700.0,0.15,0.58,7.52,7087725.0,2500.0,127500.0,138975.0,,,125000.0,,,,,,7.24,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,1.85,0.9282,96.31,36.9213,55.59
2020-07-30,130000.0,7132190.0,0.15,0.57,7.55,6995032.5,2500.0,127500.0,137157.5,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,1.85,0.9282,96.31,36.9213,54.863
2020-07-31,130000.0,7090460.0,0.15,0.57,7.47,6954105.0,2500.0,127500.0,136355.0,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,1.83,0.9286,96.33,36.9213,54.542
2020-08-03,130000.0,7202000.0,0.15,0.57,7.48,7063500.0,2500.0,127500.0,138500.0,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,1.82,0.929,96.35,36.9213,55.4
2020-08-04,130000.0,7226960.0,0.15,0.56,7.53,7087980.0,2500.0,127500.0,138980.0,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,1.84,0.9283,96.31,36.9213,55.592
2020-08-05,130000.0,7295860.0,0.15,0.56,7.51,7155555.0,2500.0,127500.0,140305.0,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,1.85,0.9281,96.3,36.9213,56.122
2020-08-06,230000.0,12856310.0,0.27,0.95,13.4,12716567.5,2500.0,227500.0,139742.5,,3.1,50000.0,,50000.0,,3.1,,2.8,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,20.86,0.6373,77.04,65.3224,55.897
2020-08-07,230000.0,12811460.0,0.25,0.95,13.41,12672205.0,2500.0,227500.0,139255.0,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,20.8,0.6381,77.11,65.3224,55.702
2020-08-10,456000.0,25295688.0,0.49,1.88,26.06,25157005.5,2500.0,453500.0,138682.5,,9.74,50000.0,,176000.0,,9.74,,2.92,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,11.21,0.4778,66.44,129.5087,55.473
2020-08-11,582000.0,32592000.0,0.62,2.39,32.95,32452000.0,2500.0,579500.0,140000.0,,,126000.0,,,,,,6.99,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,21.21,0.3398,52.14,165.294,56.0
2020-08-12,582000.0,32729352.0,0.62,2.39,33.24,32588762.0,2500.0,579500.0,140590.0,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,21.22,0.34,52.16,165.294,56.236
2020-08-13,767000.0,42863795.0,0.81,3.15,44.18,42724082.5,2500.0,764500.0,139712.5,,10.98,,,185000.0,,10.98,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,16.01,0.4483,64.01,217.8358,55.885
2020-08-14,767000.0,42773289.0,0.81,3.16,43.98,42633871.5,2500.0,764500.0,139417.5,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,16.07,0.448,63.97,217.8358,55.767
2020-08-17,767000.0,42984214.0,2.25,3.12,43.88,42844109.0,2500.0,764500.0,140105.0,,,,,,,,,,,,0.14,,100.0,71.0,0.0,0.0,0.0,100.0,16.09,0.4464,63.83,217.8358,56.042
2020-08-18,776760.0,43240675.68,2.31,3.16,44.43,42829845.84,7380.0,769380.0,410829.84,4880.0,0.31,,,4880.0,,0.31,4880.0,,,,0.41,,100.0,87.85,0.0,0.0,0.0,100.0,15.8,0.438,63.2,92.4604,55.668
2020-08-19,775362.0,43186112.68,2.3,3.13,44.45,42775061.44,7380.0,767982.0,411051.24,,,,,,,,,,,1398.0,0.41,0.09,100.0,87.85,0.0,0.0,0.0,100.0,15.67,0.4399,63.4,92.294,55.698
2020-08-20,825362.0,45210028.91,2.37,3.32,47.32,44805782.03,7380.0,817982.0,404246.88,,2.87,,,50000.0,,2.87,,,,,0.41,,100.0,87.85,0.0,0.0,0.0,100.0,14.72,0.4658,65.76,98.2457,54.776
2020-08-21,769162.0,42901548.87,2.19,3.1,43.7,42383938.31,9280.0,759882.0,517610.56,1900.0,0.03,,,1900.0,,0.03,1900.0,,,60000.0,0.51,3.46,100.0,90.09,0.0,0.0,0.0,100.0,14.46,0.5239,70.19,74.6687,55.777
2020-08-24,719162.0,40511114.62,2.05,2.89,40.93,39988362.94,9280.0,709882.0,522751.68,,,,,,,,,,,50000.0,0.52,2.74,100.0,90.09,0.0,0.0,0.0,100.0,15.6,0.587,74.64,69.8148,56.331
2020-08-25,676762.0,38408950.55,1.92,2.72,39.42,37950378.23,8080.0,668682.0,458572.32,,,,0.06,,1200.0,,,,,41200.0,0.46,2.24,100.0,88.78,0.0,0.0,0.0,100.0,10.65,0.6487,79.46,74.3613,56.754
2020-08-26,676762.0,38623484.1,1.92,2.72,39.7,38162350.42,8080.0,668682.0,461133.68,,,,,,,,,,,,0.46,,100.0,95.17,0.0,0.0,0.0,100.0,10.66,0.6492,79.49,79.7128,57.071
2020-08-27,676762.0,38413687.88,1.92,2.72,39.98,37955059.0,8080.0,668682.0,458628.88,,,,,,,,,,,,0.46,,100.0,95.17,0.0,0.0,0.0,100.0,10.67,0.6503,79.57,79.7128,56.761
2020-08-28,662752.0,37683415.97,1.88,2.66,38.62,37609499.27,1300.0,661452.0,73916.7,,,,0.38,,6780.0,,,,,7230.0,0.07,0.41,100.0,76.02,0.0,0.0,0.0,100.0,10.87,0.6752,81.08,387.5743,56.859
2020-08-31,661052.0,36511885.12,1.88,2.66,38.67,36487030.27,450.0,660602.0,24854.85,,,,0.05,,850.0,,,,,850.0,0.03,0.05,100.0,52.33,0.0,0.0,0.0,100.0,10.93,0.6823,81.54,768.6651,55.233
2020-09-01,610602.0,34368344.17,1.73,2.46,34.74,34368344.17,0.0,610602.0,0.0,,,,0.03,,450.0,,,,,50000.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,11.82,0.7915,88.18,1489.2732,56.286
2020-09-02,610602.0,34600372.93,1.73,2.46,35.86,34600372.93,0.0,610602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.82,0.7915,88.18,1489.2732,56.666
2020-09-03,610602.0,34056937.15,1.81,2.46,35.77,34056937.15,0.0,610602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.82,0.7915,88.18,1489.2732,55.776
2020-09-04,610602.0,33847500.67,2.17,2.46,35.7,33847500.67,0.0,610602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.65,0.7941,88.35,1489.2732,55.433
2020-09-07,610602.0,34012973.81,2.21,2.46,35.44,34012973.81,0.0,610602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.65,0.7942,88.35,1489.2732,55.704
2020-09-08,610602.0,33787661.67,2.85,2.46,35.1,33787661.67,0.0,610602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.87,0.7908,88.13,1489.2732,55.335
2020-09-09,510602.0,28387939.39,2.89,2.05,29.38,28387939.39,0.0,510602.0,0.0,,,,,,,,,,,100000.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,14.05,0.7585,85.95,1245.3707,55.597
2020-09-10,510602.0,28230163.38,2.92,2.05,29.43,28230163.38,0.0,510602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.05,0.7585,85.95,1245.3707,55.288
2020-09-11,510602.0,28346580.63,3.64,2.05,29.47,28346580.63,0.0,510602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.05,0.7585,85.95,1245.3707,55.516
2020-09-14,510602.0,28594222.6,3.64,2.05,29.41,28594222.6,0.0,510602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.05,0.7585,85.95,1245.3707,56.001
2020-09-15,510602.0,29022617.68,3.71,2.05,29.8,29022617.68,0.0,510602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.05,0.7585,85.95,1245.3707,56.84
2020-09-16,510602.0,29159459.02,3.96,1.96,30.23,29159459.02,0.0,510602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.05,0.7585,85.95,1245.3707,57.108
2020-09-17,520602.0,29383297.48,2.49,1.97,30.99,29383297.48,0.0,520602.0,0.0,,0.71,,,10000.0,,0.71,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.78,0.7624,86.22,1269.761,56.441
2020-09-18,520602.0,29276053.47,3.37,1.97,30.45,29276053.47,0.0,520602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.77,0.7625,86.23,1269.761,56.235
2020-09-21,520602.0,28791373.01,3.37,1.97,30.78,28791373.01,0.0,520602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.77,0.7625,86.23,1269.761,55.304
2020-09-22,520602.0,28850201.03,3.35,1.93,30.05,28850201.03,0.0,520602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.78,0.7624,86.22,1269.761,55.417
2020-09-23,520602.0,28839788.99,3.6,1.93,30.08,28839788.99,0.0,520602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.78,0.7624,86.22,1269.761,55.397
2020-09-24,488602.0,26783207.23,3.51,1.74,28.18,26783207.23,0.0,488602.0,0.0,,,,,,,,,,,32000.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,14.69,0.7494,85.31,1191.7122,54.816
2020-09-25,520602.0,28492547.46,3.8,1.7,29.76,28492547.46,0.0,520602.0,0.0,,1.53,,,32000.0,,1.53,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.78,0.7624,86.22,1269.761,54.73
2020-09-28,520602.0,28784605.18,3.83,1.7,29.54,28784605.18,0.0,520602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.78,0.7624,86.22,1269.761,55.291
2020-09-29,520602.0,28692979.23,3.84,1.7,29.73,28692979.23,0.0,520602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.78,0.7624,86.22,1269.761,55.115
2020-09-30,488602.0,27369529.63,3.63,1.6,28.04,27369529.63,0.0,488602.0,0.0,,,,,,,,,,,32000.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,14.69,0.7494,85.31,1191.7122,56.016
2020-10-01,488602.0,27536142.91,3.93,1.6,28.46,27536142.91,0.0,488602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.69,0.7494,85.31,1191.7122,56.357
2020-10-02,488602.0,27487282.71,4.09,1.6,28.63,27487282.71,0.0,488602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.72,0.749,85.28,1191.7122,56.257
2020-10-05,503602.0,28281784.72,4.21,1.65,29.28,28281784.72,0.0,503602.0,0.0,,0.84,,,15000.0,,0.84,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.24,0.7557,85.76,1228.2976,56.159
2020-10-06,503602.0,28551715.39,4.31,1.64,29.43,28551715.39,0.0,503602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.7557,85.75,1228.2976,56.695
2020-10-07,503602.0,28802509.19,4.09,1.64,29.74,28802509.19,0.0,503602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.24,0.7557,85.76,1228.2976,57.193
2020-10-08,628602.0,36052839.11,5.1,2.05,37.51,36052839.11,0.0,628602.0,0.0,,7.69,,,125000.0,,7.69,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.39,0.7981,88.61,1533.1756,57.354
2020-10-09,628602.0,36325652.38,5.1,2.05,37.34,36325652.38,0.0,628602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.39,0.7981,88.61,1533.1756,57.788
2020-10-12,628602.0,36623609.72,4.97,2.04,37.85,36623609.72,0.0,628602.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.39,0.7981,88.61,1533.1756,58.262
2020-10-13,583000.0,33874632.0,4.38,1.89,35.72,33874632.0,0.0,583000.0,0.0,,,29000.0,,,,,,1.69,,74602.0,0.0,4.34,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.91,95.28,1421.9512,58.104
2020-10-14,583000.0,33977823.0,4.27,1.89,35.39,33977823.0,0.0,583000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.909,95.22,1421.9512,58.281
2020-10-15,583000.0,33530079.0,4.25,1.89,35.7,33530079.0,0.0,583000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.9109,95.33,1421.9512,57.513
2020-10-16,583000.0,33699149.0,4.29,1.89,34.99,33699149.0,0.0,583000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.9088,95.21,1421.9512,57.803
2020-10-19,583000.0,33668250.0,4.3,1.89,35.05,33668250.0,0.0,583000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.9092,95.23,1421.9512,57.75
2020-10-20,583000.0,33624525.0,4.3,1.89,35.01,33624525.0,0.0,583000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.909,95.22,1421.9512,57.675
2020-10-21,583000.0,33720137.0,4.3,1.89,35.02,33720137.0,0.0,583000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.9088,95.21,1421.9512,57.839
2020-10-22,583000.0,33711975.0,4.28,1.89,35.38,33711975.0,0.0,583000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.9097,95.26,1421.9512,57.825
2020-10-23,554000.0,31991284.0,4.04,1.8,33.52,31991284.0,0.0,554000.0,0.0,,,,,,,,,,,29000.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1351.2195,57.746
2020-10-26,554000.0,31817882.0,3.9,1.8,33.59,31817882.0,0.0,554000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1351.2195,57.433
2020-10-27,554000.0,31968016.0,3.85,1.8,33.33,31968016.0,0.0,554000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1351.2195,57.704
2020-10-28,499000.0,28398090.0,3.47,1.62,30.37,28398090.0,0.0,499000.0,0.0,,,,,,,,,,,55000.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1217.0732,56.91
2020-10-29,499000.0,28708967.0,7.76,1.62,29.99,28708967.0,0.0,499000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1217.0732,57.533
