,ALDAR FP Equity_DX_SI_QTY,ALDAR FP Equity_DX_SHORT_INTEREST_VALUE,ALDAR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDAR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDAR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDAR FP Equity_DX_SI_MV,ALDAR FP Equity_DX_DSS,ALDAR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDAR FP Equity_DX_SUPPLY_SI_QTY,ALDAR FP Equity_DX_BROKER_SI_QTY,ALDAR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDAR FP Equity_DX_BROKER_SI_MV_NEW_x,ALDAR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALDAR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDAR FP Equity_DX_BROKER_SI_MV_INC_x,ALDAR FP Equity_DX_SUPPLY_SI_MV_NEW,ALDAR FP Equity_DX_BROKER_SI_QTY_ADD,ALDAR FP Equity_DX_BROKER_SI_QTY_NEW,ALDAR FP Equity_DX_SUPPLY_SI_MV_DEC,ALDAR FP Equity_DX_BROKER_SI_QTY_INC,ALDAR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDAR FP Equity_DX_BROKER_SI_MV_NEW_y,ALDAR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALDAR FP Equity_DX_BROKER_SI_MV_INC_y,ALDAR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDAR FP Equity_DX_BROKER_SI_MV_ADD,ALDAR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDAR FP Equity_DX_BROKER_SI_QTY_DEC,ALDAR FP Equity_DX_SUPPLY_SI_MV,ALDAR FP Equity_DX_BROKER_SI_MV_DEC,ALDAR FP Equity_DX_SUPPLY_SI_MV_RMV,ALDAR FP Equity_DX_BROKER_SI_MV_RMV,ALDAR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDAR FP Equity_DX_UTILIZATION_QUANTITY,ALDAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDAR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDAR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALDAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDAR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDAR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDAR FP Equity_DX_BROKER_SI_CON_RATIO,ALDAR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDAR FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-09-30,725.0,7003.5,0.04,0.59,0.01,0.01,0.0,4105.5,425.0,425.0,4105.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,94.86,17.46,0.7118,82.54,1.7059
2022-10-03,600.0,5748.0,0.03,0.48,0.01,0.01,0.0,2874.0,300.0,300.0,2874.0,,,,,,,,0.0,,125.0,,,,,,,125.0,0.0,0.0,,,70.59,70.59,125.0,1197.5,,0.0,64.94,,1.0,100.0,1.4118
2022-10-04,600.0,5868.0,0.03,0.45,0.01,0.01,0.0,2934.0,300.0,300.0,2934.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-10-05,600.0,6000.0,0.03,0.43,0.01,0.01,0.0,3000.0,300.0,300.0,3000.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-10-06,600.0,6600.0,0.03,0.52,0.01,0.01,0.0,3300.0,300.0,300.0,3300.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-10-07,600.0,6690.0,0.03,0.48,0.01,0.01,0.0,3345.0,300.0,300.0,3345.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,99.97,,1.0,100.0,2.0
2022-10-10,600.0,8070.0,0.03,0.46,0.01,0.01,0.0,4035.0,300.0,300.0,4035.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-10-11,600.0,8880.0,0.03,0.37,0.01,0.01,0.0,4440.0,300.0,300.0,4440.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-10-12,600.0,9990.0,0.03,0.29,0.01,0.01,0.0,4995.0,300.0,300.0,4995.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-10-13,2600.0,41730.0,0.13,0.94,0.02,0.04,0.0,36915.0,300.0,2300.0,4815.0,,,,,,2000.0,,,,,,,,,0.03,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,31.58,0.3523,43.82,8.6667
2022-10-14,2600.0,37830.0,0.13,0.89,0.02,0.04,0.0,33465.0,300.0,2300.0,4365.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,100.0,38.14,0.3534,40.05,8.6667
2022-10-17,2600.0,38740.0,0.13,0.83,0.02,0.04,0.0,34270.0,300.0,2300.0,4470.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,100.0,37.63,0.35,39.52,8.6667
2022-10-18,2600.0,40560.0,0.13,0.81,0.02,0.04,0.0,35880.0,300.0,2300.0,4680.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,100.0,37.54,0.3494,39.41,8.6667
2022-10-19,1600.0,24000.0,0.08,0.49,0.01,0.02,0.0,19500.0,300.0,1300.0,4500.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.02,,,100.0,100.0,0.0,0.0,,0.0,95.24,37.05,0.5336,62.95,5.3333
2022-10-20,600.0,9300.0,0.03,0.18,0.01,0.01,0.0,4650.0,300.0,300.0,4650.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.02,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-10-21,600.0,9000.0,0.03,0.18,0.01,0.01,0.0,4500.0,300.0,300.0,4500.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,98.41,,1.0,100.0,2.0
2022-10-24,600.0,8700.0,0.03,0.18,0.01,0.01,0.0,4350.0,300.0,300.0,4350.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-10-25,600.0,7830.0,0.03,0.18,0.01,0.01,0.0,3915.0,300.0,300.0,3915.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-10-26,600.0,7110.0,0.03,0.17,0.01,0.01,0.0,3555.0,300.0,300.0,3555.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-10-27,600.0,7020.0,0.03,0.16,0.01,0.01,0.0,3510.0,300.0,300.0,3510.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-10-28,600.0,7170.0,0.03,0.16,0.01,0.01,0.0,3585.0,300.0,300.0,3585.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,94.03,,1.0,100.0,2.0
2022-10-31,600.0,7200.0,0.03,0.16,0.01,0.01,0.0,3600.0,300.0,300.0,3600.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-01,600.0,7200.0,0.03,0.16,0.01,0.01,0.0,3600.0,300.0,300.0,3600.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-02,600.0,7200.0,0.03,0.16,0.01,0.01,0.0,3600.0,300.0,300.0,3600.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-03,600.0,7200.0,0.03,0.16,0.01,0.01,0.0,3600.0,300.0,300.0,3600.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-04,600.0,7170.0,0.03,0.16,0.01,0.01,0.0,3585.0,300.0,300.0,3585.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-07,600.0,7200.0,0.03,0.16,0.01,0.01,0.0,3600.0,300.0,300.0,3600.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-08,600.0,7170.0,0.03,0.16,0.01,0.01,0.0,3585.0,300.0,300.0,3585.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-09,600.0,7200.0,0.03,0.17,0.01,0.01,0.0,3600.0,300.0,300.0,3600.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-10,600.0,7170.0,0.03,0.16,0.01,0.01,0.0,3585.0,300.0,300.0,3585.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.64,,1.0,100.0,2.0
2022-11-11,600.0,7200.0,0.03,0.17,0.01,0.01,0.0,3600.0,300.0,300.0,3600.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-14,600.0,7800.0,0.03,0.17,0.01,0.01,0.0,3900.0,300.0,300.0,3900.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.64,,1.0,100.0,2.0
2022-11-15,600.0,7980.0,0.03,0.17,0.01,0.01,0.0,3990.0,300.0,300.0,3990.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-16,600.0,7980.0,0.03,0.16,0.01,0.01,0.0,3990.0,300.0,300.0,3990.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-17,600.0,7980.0,0.03,0.16,0.01,0.01,0.0,3990.0,300.0,300.0,3990.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-18,600.0,7800.0,0.03,0.17,0.01,0.01,0.0,3900.0,300.0,300.0,3900.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-21,600.0,7620.0,0.03,0.17,0.01,0.01,0.0,3810.0,300.0,300.0,3810.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-22,600.0,7770.0,0.03,0.19,0.01,0.01,0.0,3885.0,300.0,300.0,3885.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-23,600.0,7860.0,0.03,0.22,0.01,0.01,0.0,3930.0,300.0,300.0,3930.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-24,600.0,7860.0,0.03,0.29,0.01,0.01,0.0,3930.0,300.0,300.0,3930.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-25,600.0,7860.0,0.03,0.32,0.01,0.01,0.0,3930.0,300.0,300.0,3930.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-28,600.0,7980.0,0.03,0.36,0.01,0.01,0.0,3990.0,300.0,300.0,3990.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-29,600.0,8100.0,0.03,0.38,0.01,0.01,0.0,4050.0,300.0,300.0,4050.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-11-30,600.0,7952.78,0.03,0.39,0.01,0.01,0.0,3976.39,300.0,300.0,3976.39,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-12-01,600.0,8340.0,0.03,0.41,0.01,0.01,0.0,4170.0,300.0,300.0,4170.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-12-02,600.0,8460.0,0.03,0.4,0.01,0.01,0.0,4230.0,300.0,300.0,4230.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,99.88,,1.0,100.0,2.0
2022-12-05,178.0,2385.2,0.01,0.12,0.0,0.0,0.0,1192.6,89.0,89.0,1192.6,,,,,,,,0.0,,211.0,,,,,,,211.0,0.0,0.0,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-12-06,178.0,2465.3,0.01,0.12,0.0,0.0,0.0,1232.65,89.0,89.0,1232.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0
2022-12-07,178.0,2563.2,0.01,0.12,0.0,0.0,0.0,1281.6,89.0,89.0,1281.6,,,,,,,,,,,,,,,,,,0.0,,,,47.09,47.09,100.0,1440.0,,0.0,46.01,,1.0,100.0,0.9418
2022-12-08,89.0,1272.7,0.0,0.07,0.0,0.0,0.0,0.0,89.0,0.0,1272.7,,,,,,,,,,,,,,,,,89.0,0.0,0.0,,,47.09,47.09,100.0,1430.0,,0.0,47.2,,1.0,100.0,0.4709
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,89.0,,,,,,,,0.0,,,,0.0,0.0,100.0,1445.0,,0.0,0.0,,0.0,,0.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100.0,1445.0,,0.0,0.0,,0.0,,0.0
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100.0,1445.0,,0.0,0.0,,0.0,,0.0
2022-12-14,100.0,1450.0,0.0,0.07,0.0,0.0,0.0,0.0,100.0,0.0,1450.0,,,,,,,,,,,,,,,,100.0,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2022-12-15,200.0,2840.0,0.01,0.15,0.0,0.0,0.0,1420.0,100.0,100.0,1420.0,,,,,,100.0,,,,,,,,,0.0,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2022-12-16,289.0,4089.35,0.01,0.2,0.0,0.0,0.0,2674.35,100.0,189.0,1415.0,,,,,,89.0,,,,,,,,,0.0,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2022-12-19,289.0,4060.45,0.01,0.19,0.0,0.0,0.0,2655.45,100.0,189.0,1405.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2022-12-20,289.0,4046.0,0.01,0.19,0.0,0.0,0.0,2646.0,100.0,189.0,1400.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2022-12-21,289.0,4103.8,0.01,0.19,0.0,0.0,0.0,2683.8,100.0,189.0,1420.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2022-12-22,289.0,4017.1,0.01,0.18,0.0,0.0,0.0,2627.1,100.0,189.0,1390.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2022-12-23,289.0,3901.5,0.01,0.18,0.0,0.0,0.0,2551.5,100.0,189.0,1350.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2022-12-26,289.0,3901.5,0.01,0.18,0.0,0.0,0.0,2551.5,100.0,189.0,1350.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2022-12-27,289.0,3930.4,0.01,0.18,0.0,0.0,0.0,2570.4,100.0,189.0,1360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2022-12-28,289.0,3872.6,0.01,0.18,0.0,0.0,0.0,2532.6,100.0,189.0,1340.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2022-12-29,289.0,3872.6,0.01,0.2,0.0,0.0,0.0,2532.6,100.0,189.0,1340.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2022-12-30,289.0,3814.8,0.01,0.22,0.0,0.0,0.0,2494.8,100.0,189.0,1320.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-02,289.0,3757.0,0.01,0.22,0.0,0.0,0.0,2457.0,100.0,189.0,1300.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.12,0.5791,69.88,1.445
2023-01-03,289.0,3742.55,0.01,0.22,0.0,0.0,0.0,2447.55,100.0,189.0,1295.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-04,289.0,3757.0,0.01,0.22,0.0,0.0,0.0,2457.0,100.0,189.0,1300.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.26,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,0.1521
2023-01-05,289.0,3742.55,0.01,0.22,0.0,0.0,0.0,2447.55,100.0,189.0,1295.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.26,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,0.1521
2023-01-06,289.0,3757.0,0.01,0.22,0.0,0.0,0.0,2457.0,100.0,189.0,1300.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.26,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,0.1521
2023-01-09,289.0,3626.95,0.01,0.22,0.0,0.0,0.0,2371.95,100.0,189.0,1255.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-10,289.0,3612.5,0.01,0.22,0.0,0.0,0.0,2362.5,100.0,189.0,1250.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-11,289.0,3728.1,0.01,0.22,0.0,0.0,0.0,2438.1,100.0,189.0,1290.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-12,289.0,3742.55,0.01,0.22,0.0,0.0,0.0,2447.55,100.0,189.0,1295.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-13,289.0,3785.9,0.01,0.22,0.0,0.0,0.0,2475.9,100.0,189.0,1310.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-16,289.0,3785.9,0.01,0.23,0.0,0.0,0.0,2475.9,100.0,189.0,1310.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.41,0.5767,69.59,1.445
2023-01-17,289.0,3785.9,0.01,0.23,0.0,0.0,0.0,2475.9,100.0,189.0,1310.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-18,289.0,3959.3,0.01,0.26,0.0,0.0,0.0,2589.3,100.0,189.0,1370.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-19,289.0,3872.6,0.01,0.25,0.0,0.0,0.0,2532.6,100.0,189.0,1340.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-20,289.0,3757.0,0.01,0.26,0.0,0.0,0.0,2457.0,100.0,189.0,1300.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-23,289.0,3699.2,0.01,0.27,0.0,0.0,0.0,2419.2,100.0,189.0,1280.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-24,289.0,3670.3,0.01,0.26,0.0,0.0,0.0,2400.3,100.0,189.0,1270.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-25,289.0,3670.3,0.01,0.3,0.0,0.0,0.0,2400.3,100.0,189.0,1270.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-26,289.0,3713.65,0.01,0.31,0.0,0.0,0.0,2428.65,100.0,189.0,1285.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-27,289.0,3699.2,0.01,0.31,0.0,0.0,0.0,2419.2,100.0,189.0,1280.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.27,0.5778,69.73,1.445
2023-01-30,200.0,2520.0,0.01,0.23,0.0,0.0,0.0,1260.0,100.0,100.0,1260.0,,,,,,,,,,,,,,,,,89.0,0.0,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2023-01-31,200.0,2510.0,0.01,0.25,0.0,0.0,0.0,1255.0,100.0,100.0,1255.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2023-02-01,200.0,2520.0,0.01,0.25,0.0,0.0,0.0,1260.0,100.0,100.0,1260.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2023-02-02,200.0,2360.0,0.01,0.25,0.0,0.0,0.0,1180.0,100.0,100.0,1180.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2023-02-03,200.0,2350.0,0.01,0.27,0.0,0.0,0.0,1175.0,100.0,100.0,1175.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2023-02-06,200.0,2360.0,0.01,0.24,0.0,0.0,0.0,1180.0,100.0,100.0,1180.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2023-02-07,200.0,2250.0,0.01,0.25,0.0,0.0,0.0,1125.0,100.0,100.0,1125.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2023-02-08,200.0,2280.0,0.01,0.25,0.0,0.0,0.0,1140.0,100.0,100.0,1140.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1111
2023-02-09,200.0,2240.0,0.01,0.25,0.0,0.0,0.0,1120.0,100.0,100.0,1120.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1111
2023-02-10,200.0,2280.0,0.01,0.25,0.0,0.0,0.0,1140.0,100.0,100.0,1140.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1111
2023-02-13,200.0,2290.0,0.01,0.25,0.0,0.0,0.0,1145.0,100.0,100.0,1145.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1111
2023-02-14,200.0,2300.0,0.01,0.25,0.0,0.0,0.0,1150.0,100.0,100.0,1150.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1111
2023-02-15,200.0,2310.0,0.01,0.26,0.0,0.0,0.0,1155.0,100.0,100.0,1155.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1111
2023-02-16,200.0,2320.0,0.01,0.27,0.0,0.0,0.0,1160.0,100.0,100.0,1160.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1111
2023-02-17,200.0,2310.0,0.01,0.27,0.0,0.0,0.0,1155.0,100.0,100.0,1155.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1111
2023-02-20,200.0,2290.0,0.01,0.27,0.0,0.0,0.0,1145.0,100.0,100.0,1145.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1111
2023-02-21,200.0,2300.0,0.01,0.28,0.0,0.0,0.0,1150.0,100.0,100.0,1150.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1111
2023-02-22,200.0,2300.0,0.01,0.28,0.0,0.0,0.0,1150.0,100.0,100.0,1150.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,5.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1111
2023-02-23,200.0,2270.0,0.01,0.3,0.0,0.0,0.0,1135.0,100.0,100.0,1135.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2023-02-24,200.0,2290.0,0.01,0.3,0.0,0.0,0.0,1145.0,100.0,100.0,1145.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2023-02-27,200.0,2250.0,0.01,0.3,0.0,0.0,0.0,1125.0,100.0,100.0,1125.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
