,ATEME FP Equity_DX_SI_QTY,ATEME FP Equity_DX_SHORT_INTEREST_VALUE,ATEME FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATEME FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATEME FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATEME FP Equity_DX_SI_MV,ATEME FP Equity_DX_DSS,ATEME FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATEME FP Equity_DX_SUPPLY_SI_QTY,ATEME FP Equity_DX_BROKER_SI_QTY,ATEME FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATEME FP Equity_DX_BROKER_SI_MV_NEW_x,ATEME FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATEME FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATEME FP Equity_DX_BROKER_SI_MV_INC_x,ATEME FP Equity_DX_SUPPLY_SI_MV_NEW,ATEME FP Equity_DX_BROKER_SI_QTY_ADD,ATEME FP Equity_DX_BROKER_SI_QTY_NEW,ATEME FP Equity_DX_SUPPLY_SI_MV_DEC,ATEME FP Equity_DX_BROKER_SI_QTY_INC,ATEME FP Equity_DX_SUPPLY_SI_QTY_DEC,ATEME FP Equity_DX_BROKER_SI_MV_NEW_y,ATEME FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATEME FP Equity_DX_BROKER_SI_MV_INC_y,ATEME FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATEME FP Equity_DX_BROKER_SI_MV_ADD,ATEME FP Equity_DX_SUPPLY_SI_QTY_ADD,ATEME FP Equity_DX_BROKER_SI_QTY_DEC,ATEME FP Equity_DX_SUPPLY_SI_MV,ATEME FP Equity_DX_BROKER_SI_MV_DEC,ATEME FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATEME FP Equity_DX_UTILIZATION_QUANTITY,ATEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATEME FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATEME FP Equity_DX_ACTIVE_UTILIZATION_MV,ATEME FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATEME FP Equity_DX_BROKER_SI_CON_RATIO,ATEME FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATEME FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,319764.38,0.32,0.0,,0.0,,0.0
2017-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,322891.66,0.32,0.0,,0.0,,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,330318.95,0.33,0.0,,0.0,,0.0
2017-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,351819.0,0.35,0.0,,0.0,,0.0
2017-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,368628.13,0.37,0.0,,0.0,,0.0
2017-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,365500.85,0.37,0.0,,0.0,,0.0
2017-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,390128.18,0.36,0.0,,0.0,,0.0
2017-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,397946.38,0.4,0.0,,0.0,,0.0
2017-03-09,2218.0,21071.0,0.03,0.06,0.02,0.02,0.0,10535.5,1109.0,1109.0,10535.5,,,,,,1109.0,,,,,,,,,0.01,1109.0,,0.01,,100.0,2.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.0567
2017-03-10,2218.0,20738.3,0.03,0.06,0.02,0.02,0.0,10369.15,1109.0,1109.0,10369.15,,,,,,,,,,,,,,,,,,0.01,,100.0,2.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.0567
2017-03-13,3109.0,29535.5,0.04,0.07,0.03,0.03,0.0,10535.5,3109.0,1109.0,29535.5,,,2000.0,,,,,,,,,,,2000.0,,,,0.03,,100.0,7.95,0.0,0.0,0.0,100.0,36.8,0.5349,63.2,0.0795
2017-03-14,3109.0,27079.39,0.04,0.07,0.03,0.03,0.0,27079.39,3109.0,3109.0,27079.39,,,,,,2000.0,,,,,,,,,0.02,,,0.03,,100.0,7.95,0.0,0.0,0.0,100.0,35.16,0.544,64.84,0.0795
2017-03-15,3109.0,27203.75,0.04,0.08,0.03,0.03,0.0,27203.75,3109.0,3109.0,27203.75,,,,,,,,,,,,,,,,,,0.03,,100.0,7.95,0.0,0.0,0.0,100.0,36.9,0.5343,63.1,0.0795
2017-03-16,3109.0,27576.83,0.04,0.08,0.03,0.03,0.0,27576.83,3109.0,3109.0,27576.83,,,,,,,,,,,,,,,,,,0.03,,100.0,7.95,0.0,0.0,0.0,100.0,37.12,0.5332,62.88,0.0795
2017-03-17,6218.0,57329.96,0.09,0.16,0.06,0.06,0.0,28664.98,3109.0,3109.0,28664.98,,,,,,,,,,,,,,,,,,0.03,,100.0,7.95,0.0,0.0,0.0,100.0,36.68,0.5355,63.32,0.1591
2017-03-20,3109.0,29255.69,0.04,0.08,0.03,0.03,0.0,29255.69,3109.0,3109.0,29255.69,,,,,,,,,,,,,,,,,,0.03,,100.0,7.95,0.0,0.0,0.0,100.0,37.27,0.5324,62.73,0.0795
2017-03-21,11218.0,113189.62,0.16,0.32,0.11,0.11,0.0,31369.81,8109.0,3109.0,81819.81,,,5000.0,,,,,,,,,,,5000.0,,,,0.08,,100.0,20.74,0.0,0.0,0.0,100.0,20.41,0.6751,79.59,0.287
2017-03-22,16218.0,167369.76,0.23,0.49,0.16,0.17,0.0,83684.88,8109.0,8109.0,83684.88,,,,0.05,,,,,5000.0,,,,0.05,,,,,0.08,,100.0,20.74,0.0,0.0,0.0,100.0,14.11,0.7577,85.89,0.4149
2017-03-23,8109.0,81657.63,0.12,0.23,0.08,0.08,0.0,81657.63,8109.0,8109.0,81657.63,,,,,,,,,,,,,,,,,,0.08,,100.0,20.74,0.0,0.0,0.0,100.0,13.97,0.7597,86.03,0.2074
2017-03-24,16218.0,168180.66,0.23,0.44,0.16,0.17,0.0,84090.33,8109.0,8109.0,84090.33,,,,,,,,,,,,,,,,,,0.08,,100.0,20.74,0.0,0.0,0.0,100.0,14.15,0.7571,85.85,0.4149
2017-03-27,18218.0,193110.8,0.26,0.49,0.18,0.19,0.0,85955.4,10109.0,8109.0,107155.4,,,2000.0,,,,,,,,,,,2000.0,,,,0.11,,100.0,25.86,0.0,0.0,0.0,100.0,12.55,0.7806,87.45,0.466
2017-03-28,10109.0,106953.22,0.14,0.27,0.1,0.11,0.0,106953.22,10109.0,10109.0,106953.22,,,,0.02,,,,,2000.0,,,,0.02,,,,,0.11,,100.0,25.86,0.0,0.0,0.0,100.0,11.44,0.7974,88.56,0.2586
2017-03-29,20218.0,217141.32,0.29,0.54,0.2,0.22,0.0,108570.66,10109.0,10109.0,108570.66,,,,,,,,,,,,,,,,,,0.11,,100.0,25.86,0.0,0.0,0.0,100.0,11.29,0.7997,88.71,0.5172
2017-03-30,20218.0,247468.32,0.29,0.52,0.2,0.23,0.0,123734.16,10109.0,10109.0,123734.16,,,,,,,,,,,,,,,,,,0.12,,100.0,25.86,0.0,0.0,0.0,100.0,11.86,0.7909,88.14,0.5172
2017-03-31,10109.0,123127.62,0.14,0.19,0.1,0.12,0.0,123127.62,10109.0,10109.0,123127.62,,,,,,,,,,,,,,,,,,0.12,,100.0,25.86,0.0,0.0,0.0,100.0,11.41,0.7979,88.59,0.2586
2017-04-03,10690.0,131380.1,0.15,0.19,0.11,0.13,0.0,7140.49,10109.0,581.0,124239.61,,,,,,,,,,,,,,,,,9528.0,0.12,0.12,100.0,25.86,0.0,0.0,0.0,100.0,10.38,0.814,89.62,0.2735
2017-04-04,10690.0,132449.1,0.15,0.19,0.11,0.13,0.0,7198.59,10109.0,581.0,125250.51,,,,,,,,,,,,,,,,,,0.13,,100.0,26.25,0.0,0.0,0.0,100.0,10.38,0.814,89.62,0.2776
2017-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.13,,10109.0,,,,,,,581.0,0.0,0.01,0.0,0.0,39091.0,523037.58,0.52,0.0,10.97,0.0,89.03,0.0
2017-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,507401.18,0.51,0.0,,0.0,,0.0
2017-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,495673.88,0.5,0.0,,0.0,,0.0
2017-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,486682.95,0.49,0.0,,0.0,,0.0
2017-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,469092.0,0.47,0.0,,0.0,,0.0
2017-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,470655.64,0.47,0.0,,0.0,,0.0
2017-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,456973.79,0.46,0.0,,0.0,,0.0
2017-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,456973.79,0.46,0.0,,0.0,,0.0
2017-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,456973.79,0.46,0.0,,0.0,,0.0
2017-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,431955.55,0.43,0.0,,0.0,,0.0
2017-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,39091.0,451501.05,0.45,0.0,,0.0,,0.0
2017-04-20,2000.0,23560.0,0.03,0.03,0.02,0.02,0.0,23560.0,2000.0,2000.0,23560.0,,,,,,2000.0,,,,,,,,,0.02,2000.0,,0.02,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-04-21,2000.0,23360.0,0.03,0.03,0.02,0.02,0.0,23360.0,2000.0,2000.0,23360.0,,,,,,,,,,,,,,,,,,0.02,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-04-24,2000.0,24600.0,0.03,0.04,0.02,0.02,0.0,24600.0,2000.0,2000.0,24600.0,,,,,,,,,,,,,,,,,,0.02,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-04-25,2000.0,25500.0,0.03,0.04,0.02,0.02,0.0,25500.0,2000.0,2000.0,25500.0,,,,,,,,,,,,,,,,,,0.03,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-04-26,2000.0,24360.0,0.03,0.04,0.02,0.03,0.0,24360.0,2000.0,2000.0,24360.0,,,,,,,,,,,,,,,,,,0.02,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-04-27,2000.0,25180.0,0.03,0.04,0.02,0.02,0.0,25180.0,2000.0,2000.0,25180.0,,,,,,,,,,,,,,,,,,0.03,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-04-28,2000.0,24800.0,0.03,0.04,0.02,0.03,0.0,24800.0,2000.0,2000.0,24800.0,,,,,,,,,,,,,,,,,,0.02,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-05-01,2000.0,24800.0,0.03,0.04,0.02,0.02,0.0,24800.0,2000.0,2000.0,24800.0,,,,,,,,,,,,,,,,,,0.02,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-05-02,2000.0,25000.0,0.03,0.04,0.02,0.02,0.0,25000.0,2000.0,2000.0,25000.0,,,,,,,,,,,,,,,,,,0.03,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-05-03,2000.0,26760.0,0.03,0.04,0.02,0.03,0.0,26760.0,2000.0,2000.0,26760.0,,,,,,,,,,,,,,,,,,0.03,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-05-04,2000.0,26940.0,0.03,0.04,0.02,0.03,0.0,26940.0,2000.0,2000.0,26940.0,,,,,,,,,,,,,,,,,,0.03,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-05-05,2000.0,29600.0,0.03,0.04,0.02,0.03,0.0,29600.0,2000.0,2000.0,29600.0,,,,,,,,,,,,,,,,,,0.03,,100.0,5.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0512
2017-05-08,6000.0,88260.0,0.09,0.1,0.06,0.09,0.0,29420.0,6000.0,2000.0,88260.0,,,4000.0,,,,,,,,,,,4000.0,,,,0.09,,100.0,15.35,0.0,0.0,0.0,100.0,33.62,0.5537,66.38,0.1535
2017-05-09,6000.0,91140.0,0.09,0.11,0.06,0.09,0.0,30380.0,6000.0,2000.0,91140.0,,,,,,,,,,,,,,,,,,0.09,,100.0,15.35,0.0,0.0,0.0,100.0,32.74,0.5596,67.26,0.1535
2017-05-10,6000.0,95400.0,0.09,0.1,0.06,0.09,0.0,31800.0,6000.0,2000.0,95400.0,,,,,,,,,,,,,,,,,,0.1,,100.0,15.35,0.0,0.0,0.0,100.0,32.33,0.5624,67.67,0.1535
2017-05-11,6000.0,100200.0,0.09,0.1,0.06,0.1,0.0,33400.0,6000.0,2000.0,100200.0,,,,,,,,,,,,,,,,,,0.1,,100.0,15.35,0.0,0.0,0.0,100.0,32.27,0.5629,67.73,0.1535
2017-05-12,6000.0,100200.0,0.09,0.1,0.06,0.1,0.0,33400.0,6000.0,2000.0,100200.0,,,,,,,,,,,,,,,,,,0.1,,100.0,15.35,0.0,0.0,0.0,100.0,33.19,0.5565,66.81,0.1535
2017-05-15,6000.0,97320.0,0.09,0.09,0.06,0.1,0.0,32440.0,6000.0,2000.0,97320.0,,,,,,,,,,,,,,,,,,0.1,,100.0,15.35,0.0,0.0,0.0,100.0,33.89,0.5519,66.11,0.1535
2017-05-16,10000.0,168000.0,0.14,0.16,0.1,0.15,0.0,100800.0,6000.0,6000.0,100800.0,,,,,,4000.0,,,,,,,,,0.05,,,0.1,,100.0,14.23,0.0,0.0,0.0,100.0,21.71,0.66,78.29,0.2371
2017-05-17,9658.0,161192.02,0.14,0.19,0.1,0.14,0.0,100140.0,5658.0,6000.0,94432.02,,,,,,,,0.01,,342.0,,,,,,,,0.09,,100.0,13.42,0.0,0.0,0.0,100.0,23.39,0.6417,76.61,0.229
2017-05-18,9316.0,161632.6,0.13,0.19,0.09,0.14,0.0,98166.3,5658.0,5658.0,98166.3,,,,,,,,,,,,,,,,,342.0,0.1,0.0,100.0,13.42,0.0,0.0,0.0,100.0,23.72,0.6382,76.28,0.2209
2017-05-19,9316.0,165359.0,0.13,0.18,0.09,0.14,0.0,100429.5,5658.0,5658.0,100429.5,,,,,,,,,,,,,,,,,,0.1,,14.47,13.42,33433.0,593435.75,0.59,14.47,24.01,0.635,75.99,0.2209
2017-05-22,9316.0,167688.0,0.13,0.17,0.09,0.15,0.0,101844.0,5658.0,5658.0,101844.0,,,,,,,,,,,,,,,,,,0.1,,12.06,11.32,41248.0,742464.0,0.74,12.06,24.4,0.6311,75.6,0.1864
2017-05-23,6934.0,133826.2,0.1,0.12,0.07,0.11,0.0,86213.1,4467.0,4467.0,86213.1,,,,,,,,0.02,,1191.0,,,,,,,1191.0,0.09,0.01,9.52,8.52,42439.0,819072.7,0.82,9.52,31.87,0.5657,68.13,0.1323
2017-05-24,6934.0,131746.0,0.1,0.11,0.07,0.12,0.0,84873.0,4467.0,4467.0,84873.0,,,,,,,,,,,,,,,,,,0.08,,9.52,6.59,42439.0,806341.0,0.81,9.52,33.46,0.5547,66.54,0.1023
2017-05-25,6934.0,131052.6,0.1,0.11,0.07,0.11,0.0,84426.3,4467.0,4467.0,84426.3,,,,,,,,,,,,,,,,,,0.08,,9.52,6.59,42439.0,802097.1,0.8,9.52,33.26,0.556,66.74,0.1023
2017-05-26,6934.0,137154.52,0.1,0.11,0.07,0.12,0.0,88357.26,4467.0,4467.0,88357.26,,,,,,,,,,,,,,,,,,0.09,,9.52,6.56,42439.0,839443.42,0.84,9.52,32.54,0.5609,67.46,0.1019
2017-05-29,6934.0,130844.58,0.1,0.11,0.07,0.12,0.0,84292.29,4467.0,4467.0,84292.29,,,,,,,,,,,,,,,,,,0.08,,9.52,6.56,42439.0,800823.93,0.8,9.52,34.15,0.5502,65.85,0.1019
2017-05-30,5567.0,104993.62,0.08,0.09,0.05,0.11,0.0,104993.62,4467.0,5567.0,84247.62,,,,,,1100.0,,,,,,,,,0.02,,,0.08,,9.52,6.53,42439.0,800399.54,0.8,9.52,35.9,0.3646,44.35,0.0814
2017-05-31,5567.0,100874.04,0.08,0.09,0.05,0.1,0.0,100874.04,4467.0,5567.0,80942.04,,,,,,,,,,,,,,,,,,0.08,,9.52,6.53,42439.0,768994.68,0.77,9.52,35.84,0.3648,44.43,0.0814
2017-06-01,5567.0,99871.98,0.08,0.09,0.05,0.1,0.0,99871.98,4467.0,5567.0,80137.98,,,,,,,,,,,,,,,,,,0.08,,9.52,6.53,42439.0,761355.66,0.76,9.52,35.95,0.3643,44.26,0.0814
2017-06-02,4733.0,89122.39,0.07,0.08,0.05,0.08,0.0,89122.39,4467.0,4733.0,84113.61,,,,,,,,,,,,,,,,,834.0,0.08,0.02,9.52,6.49,42439.0,799126.37,0.8,9.52,34.64,0.3516,42.16,0.0688
2017-06-05,4733.0,88980.4,0.07,0.07,0.05,0.09,0.0,88980.4,2799.0,4733.0,52621.2,,,,,,,,0.03,,1668.0,,,,,,,,0.05,,100.0,4.01,0.0,0.0,0.0,100.0,34.45,0.3516,42.29,0.0679
2017-06-06,3899.0,72911.3,0.05,0.06,0.04,0.07,0.0,72911.3,2799.0,3899.0,52341.3,,,,,,,,,,,,,,,,,834.0,0.05,0.02,100.0,4.02,0.0,0.0,0.0,100.0,28.21,0.3845,51.27,0.0561
2017-06-07,3899.0,73730.09,0.05,0.06,0.04,0.07,0.0,73730.09,2000.0,3899.0,37820.0,,,,,,,,0.01,,799.0,,,,,,,,0.04,,100.0,2.88,0.0,0.0,0.0,100.0,28.21,0.3849,51.32,0.0561
2017-06-08,3100.0,58900.0,0.04,0.05,0.03,0.06,0.0,58900.0,2000.0,3100.0,38000.0,,,,,,,,,,,,,,,,,799.0,0.04,0.01,100.0,2.69,0.0,0.0,0.0,100.0,35.47,0.5423,64.53,0.0417
2017-06-09,3100.0,58714.0,0.04,0.05,0.03,0.06,0.0,58714.0,2000.0,3100.0,37880.0,,,,,,,,,,,,,,,,,,0.04,,100.0,3.18,0.0,0.0,0.0,100.0,35.5,0.542,64.5,0.0492
2017-06-12,3100.0,55645.0,0.04,0.05,0.03,0.06,0.0,55645.0,2000.0,3100.0,35900.0,,,,,,,,,,,,,,,,,,0.04,,100.0,3.18,0.0,0.0,0.0,100.0,35.49,0.5421,64.51,0.0492
2017-06-13,3100.0,52669.0,0.04,0.05,0.03,0.06,0.0,52669.0,2000.0,3100.0,33980.0,,,,,,,,,,,,,,,,,,0.03,,100.0,3.18,0.0,0.0,0.0,100.0,35.49,0.5421,64.51,0.0492
2017-06-14,2000.0,32200.0,0.03,0.03,0.02,0.03,0.0,32200.0,2000.0,2000.0,32200.0,,,,,,,,,,,,,,,,,1100.0,0.03,0.02,100.0,3.18,0.0,0.0,0.0,100.0,36.76,1.0,100.0,0.0318
2017-06-15,2000.0,33520.0,0.03,0.03,0.02,0.03,0.0,33520.0,2000.0,2000.0,33520.0,,,,,,,,,,,,,,,,,,0.03,,100.0,3.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0318
2017-06-16,2000.0,32060.0,0.03,0.03,0.02,0.03,0.0,32060.0,2000.0,2000.0,32060.0,,,,,,,,,,,,,,,,,,0.03,,100.0,3.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0318
2017-06-19,2000.0,33120.0,0.03,0.03,0.02,0.03,0.0,33120.0,2000.0,2000.0,33120.0,,,,,,,,,,,,,,,,,,0.03,,100.0,3.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0318
2017-06-20,2000.0,33000.0,0.03,0.03,0.02,0.03,0.0,33000.0,2000.0,2000.0,33000.0,,,,,,,,,,,,,,,,,,0.03,,100.0,3.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0318
