,IPH FP Equity_DX_SI_QTY,IPH FP Equity_DX_SHORT_INTEREST_VALUE,IPH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,IPH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IPH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IPH FP Equity_DX_SI_MV,IPH FP Equity_DX_DSS,IPH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IPH FP Equity_DX_SUPPLY_SI_QTY,IPH FP Equity_DX_BROKER_SI_QTY,IPH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IPH FP Equity_DX_BROKER_SI_MV_NEW_x,IPH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,IPH FP Equity_DX_SUPPLY_SI_QTY_INC_x,IPH FP Equity_DX_BROKER_SI_MV_INC_x,IPH FP Equity_DX_SUPPLY_SI_MV_NEW,IPH FP Equity_DX_BROKER_SI_QTY_ADD,IPH FP Equity_DX_BROKER_SI_QTY_NEW,IPH FP Equity_DX_SUPPLY_SI_MV_DEC,IPH FP Equity_DX_BROKER_SI_QTY_INC,IPH FP Equity_DX_SUPPLY_SI_QTY_DEC,IPH FP Equity_DX_BROKER_SI_MV_NEW_y,IPH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,IPH FP Equity_DX_BROKER_SI_MV_INC_y,IPH FP Equity_DX_SUPPLY_SI_QTY_INC_y,IPH FP Equity_DX_BROKER_SI_MV_ADD,IPH FP Equity_DX_SUPPLY_SI_QTY_ADD,IPH FP Equity_DX_BROKER_SI_QTY_DEC,IPH FP Equity_DX_SUPPLY_SI_MV,IPH FP Equity_DX_BROKER_SI_MV_DEC,IPH FP Equity_DX_SUPPLY_SI_MV_RMV,IPH FP Equity_DX_BROKER_SI_MV_RMV,IPH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IPH FP Equity_DX_UTILIZATION_QUANTITY,IPH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IPH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IPH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,IPH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IPH FP Equity_DX_ACTIVE_UTILIZATION_MV,IPH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,IPH FP Equity_DX_BROKER_SI_CON_RATIO,IPH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,IPH FP Equity_DX_DEMAND_SUPPLY_RATIO,IPH FP Equity_PX_LAST
2015-06-02,805623.0,10924247.88,2.21,0.58,1.51,11.73,1.0,10127760.6,528314.0,746885.0,7163937.84,,,,,,,,,,,,,,,,,23745.0,7.44,0.71,,,24.53,24.53,1625102.0,22036383.12,,22.08,25.2,29.6,0.3836,53.12,0.3741,13.56
2015-06-03,805623.0,11431790.37,2.21,0.56,1.51,11.15,1.0,10598298.15,527569.0,746885.0,7486204.11,,,,,,,,0.04,,745.0,,,,,,,,7.28,,,,24.55,24.55,1621792.0,23013228.48,,22.99,24.06,29.11,0.3773,52.66,0.3748,14.19
2015-06-04,805623.0,11278722.0,2.21,0.55,1.51,11.68,1.0,10456390.0,527569.0,746885.0,7385966.0,,,,,,,,,,,,,,,,,,7.46,,,,24.56,24.56,1620450.0,22686300.0,,22.71,24.72,29.17,0.3837,53.34,0.3751,14.0
2015-06-05,755659.0,10458320.56,2.07,0.52,1.42,10.86,1.0,9889205.92,534952.0,714538.0,7403735.68,,,,0.35,,,,0.29,25000.0,17617.0,,,0.35,,,25000.0,57347.0,7.47,0.88,,,24.86,24.86,1616828.0,22376899.52,,22.38,25.02,31.02,0.4268,56.95,0.3512,13.84
2015-06-08,784086.0,10718455.62,2.15,0.53,1.47,10.94,1.0,10246184.46,526886.0,749538.0,7202531.62,,,,0.49,,,,0.16,35000.0,8066.0,,,0.49,,,,,7.22,,,,24.49,24.49,1624434.0,22206012.78,,22.19,24.56,30.3,0.4007,54.39,0.3645,13.67
2015-06-09,784086.0,10890954.54,2.15,0.7,1.47,10.92,1.0,10411082.82,526886.0,749538.0,7318446.54,,,,,,,,,,,,,,,,,,7.23,,,,24.41,24.41,1631211.0,22657520.79,,22.64,24.21,30.01,0.4014,54.61,0.3633,13.89
2015-06-10,784086.0,11659358.82,2.15,0.95,1.47,11.09,1.0,11145630.06,526886.0,749538.0,7834794.82,,,,,,,,,,,,,,,,,,7.5,,,,24.4,24.4,1632127.0,24269728.49,,24.25,23.63,30.02,0.3996,54.43,0.3632,14.87
2015-06-11,1157410.0,17361150.0,3.17,1.58,2.17,17.83,1.0,16842930.0,951886.0,1122862.0,14278290.0,,,,6.3,,,,0.35,395024.0,25000.0,,,6.3,,,450000.0,21700.0,14.21,0.31,,,44.08,44.08,1207407.0,18111105.0,,18.12,43.95,36.61,0.338,40.41,0.536,15.0
2015-06-12,1157410.0,17037075.2,3.17,1.64,2.17,17.88,1.0,16528528.64,951886.0,1122862.0,14011761.92,,,,,,,,,,,,,,,,,,14.22,,,,44.08,44.08,1207407.0,17773031.04,,17.67,44.59,36.6,0.3379,40.37,0.536,14.72
2015-06-15,990448.0,13945507.84,2.71,1.51,1.86,14.92,1.0,13804707.84,684924.0,980448.0,9643729.92,,,,,,100000.0,,4.16,,266962.0,,,,,1.47,,242414.0,9.96,3.88,,,63.85,31.31,387815.0,5460435.2,,5.33,65.11,32.24,0.3454,43.04,0.4527,14.08
2015-06-16,939552.0,13379220.48,2.58,1.52,1.76,13.55,1.0,13236820.48,632028.0,929552.0,9000078.72,,,,,,2000.0,,0.86,,52896.0,,,,,0.03,,52896.0,8.93,0.92,,,28.73,28.73,1567868.0,22326440.32,,22.33,28.57,28.25,0.3491,45.49,0.4271,14.24
2015-06-17,939624.0,13229905.92,2.58,1.58,1.76,13.61,1.0,13089105.92,632100.0,929624.0,8899968.0,,,72.0,0.02,,,,,72.0,,,,0.02,72.0,,,,8.93,,,,28.58,28.58,1579729.0,22242584.32,,22.21,28.67,28.26,0.3486,45.36,0.4248,14.08
2015-06-18,938924.0,13342110.04,2.57,1.62,1.76,13.48,1.0,13200010.04,631400.0,928924.0,8972194.0,,,,,,,,0.02,,700.0,,,,,,,700.0,8.91,0.02,,,28.52,28.52,1582269.0,22484042.49,,22.51,28.36,28.23,0.3488,45.43,0.4241,14.21
2015-06-19,941924.0,13469513.2,2.58,1.63,1.77,13.62,1.0,13326513.2,628412.0,931924.0,8986291.6,,,,0.05,,,,0.04,3000.0,2988.0,,,0.05,,,,,8.91,,,,28.4,28.4,1584298.0,22655461.4,,22.65,28.24,28.28,0.3455,45.01,0.4257,14.3
2015-06-22,946924.0,13730398.0,2.6,1.66,1.78,13.72,1.0,13585398.0,628412.0,936924.0,9111974.0,,,,0.08,,,,,5000.0,,,,0.08,,,,,8.97,,,,58.74,28.4,441411.0,6400459.5,,6.43,58.26,28.21,0.3411,44.57,0.4279,14.5
2015-06-23,946924.0,13900844.32,2.6,1.69,1.78,13.94,1.0,13754044.32,628412.0,936924.0,9225088.16,,,,,,,,,,,,,,,,,,9.11,,,,58.74,28.4,441411.0,6479913.48,,6.47,58.46,28.45,0.3401,44.29,0.428,14.68
2015-06-24,877758.0,12622160.04,2.41,1.59,1.65,13.1,1.0,12478360.04,562234.0,867758.0,8084924.92,,,,,,,,0.92,,66178.0,,,,,,,69166.0,8.19,0.87,,,25.41,25.41,1650314.0,23731515.32,,23.73,25.67,30.27,0.3282,40.5,0.3967,14.38
2015-06-25,865926.0,12218215.86,2.37,1.57,1.63,12.71,1.0,12077115.86,543402.0,855926.0,7667402.22,,,,0.07,,,,0.31,7000.0,18832.0,,,0.07,,,,18832.0,7.77,0.33,,,54.14,24.55,460243.0,6494028.73,,6.46,54.61,29.18,0.3296,41.29,0.3912,14.11
2015-06-26,865926.0,12226875.12,2.37,1.58,1.63,12.52,1.0,12085675.12,543402.0,855926.0,7672836.24,,,,,,,,,,,,,,,,,,7.67,,,,54.14,24.55,460243.0,6498631.16,,6.49,54.15,29.09,0.3302,41.48,0.3912,14.12
2015-06-29,755926.0,9811919.48,2.07,1.37,1.42,10.61,1.0,6503369.4,436392.0,501030.0,5664368.16,,,2990.0,,,,,1.55,,110000.0,,,,2990.0,,,354896.0,5.95,5.19,,,48.67,19.69,460243.0,5973954.14,,5.83,50.52,31.91,0.3158,34.05,0.3411,12.98
2015-06-30,755926.0,9932867.64,2.07,1.33,1.42,10.07,1.0,6583534.2,436392.0,501030.0,5734190.88,,,,,,,,,,,,,,,,,,5.71,,,,48.67,19.62,460243.0,6047593.02,,6.05,48.54,31.75,0.3165,34.59,0.3399,13.14
2015-07-01,755926.0,10310830.64,2.07,1.33,1.42,10.23,1.0,6834049.2,436392.0,501030.0,5952386.88,,,,,,,,,,,,,,,,,,5.84,,,,48.67,19.52,460243.0,6277714.52,,6.33,47.98,32.09,0.3165,34.33,0.3382,13.64
2015-07-02,737771.0,9723821.78,2.02,1.31,1.39,10.2,1.0,6364292.5,400064.0,482875.0,5272843.52,,,,0.11,,,,0.6,3672.0,40000.0,,,0.11,,,3672.0,21827.0,5.4,0.15,,,37.63,17.9,662976.0,8738023.68,,8.69,38.33,32.26,0.3165,34.58,0.33,13.18
2015-07-03,1133190.0,14799461.4,3.11,2.02,2.13,15.48,1.0,11470519.64,523183.0,878294.0,6832769.98,,,6242.0,5.36,,,,,395419.0,,,,5.36,6242.0,,116877.0,,6.88,,,,44.11,23.41,662976.0,8658466.56,,8.65,44.3,24.71,0.3825,52.74,0.5069,13.06
2015-07-06,1181320.0,15865127.6,3.24,2.12,2.22,15.76,1.0,12441874.32,525313.0,926424.0,7054953.59,,,2130.0,0.62,,,,,48130.0,,,,0.62,2130.0,,,,6.92,,,,44.21,23.41,662976.0,8903767.68,,8.95,43.61,27.52,0.368,49.98,0.5264,13.43
2015-07-07,1181320.0,16030512.4,3.24,2.1,2.22,16.15,1.0,12571573.68,525313.0,926424.0,7128497.41,,,,,,,,,,,,,,,,,,7.07,,,,44.21,23.42,662976.0,8996584.32,,8.99,44.03,27.51,0.3692,50.17,0.5266,13.57
2015-07-08,1181320.0,15581610.8,3.24,2.07,2.22,16.13,1.0,12219532.56,525313.0,926424.0,6928878.47,,,,,,,,,,,,,,,,,,7.04,,,,44.21,23.41,662976.0,8744653.44,,8.71,44.72,27.32,0.3704,50.43,0.5266,13.19
2015-07-09,1336320.0,18414489.6,3.66,2.34,2.51,18.04,1.0,14833122.72,630313.0,1076424.0,8685713.14,,,100000.0,0.67,,100000.0,,,50000.0,,,,0.67,100000.0,1.32,5000.0,,8.44,,,,52.82,28.08,562976.0,7757809.28,,7.89,51.67,27.99,0.3125,44.08,0.5953,13.78
2015-07-10,1493320.0,20906480.0,4.09,2.83,2.8,20.57,1.0,17267936.0,730313.0,1233424.0,10224382.0,,,100000.0,2.36,,,,,157000.0,,,,2.36,100000.0,,,,10.04,,,,61.2,32.51,462976.0,6481664.0,,6.58,60.4,24.88,0.345,50.14,0.6647,14.0
2015-07-13,1381770.0,20008029.6,3.79,2.67,2.6,19.79,1.0,17885956.64,716969.0,1235218.0,10381711.12,,,48.0,0.22,,,,0.09,1794.0,13392.0,,,0.22,48.0,,,,10.2,,,,60.08,31.89,476320.0,6897113.6,,6.97,59.4,27.42,0.3815,54.06,0.6146,14.48
2015-07-14,1375643.0,19602912.75,3.77,2.71,2.58,20.07,1.0,17514546.75,716969.0,1229091.0,10216808.25,,,,,,,,,,,,,,,,,6127.0,10.33,0.15,,,60.08,31.89,476320.0,6787560.0,,6.73,60.53,26.5,0.3846,54.77,0.6119,14.25
2015-07-15,1310243.0,20439790.8,3.59,2.79,2.46,18.96,1.0,19214379.6,648969.0,1231691.0,10123916.4,,,,0.05,,,,0.98,2600.0,68000.0,,,0.05,,,,,9.58,,,,57.67,28.91,476320.0,7430592.0,,7.73,55.33,28.22,0.4152,57.21,0.5837,15.6
2015-07-16,1280616.0,19465363.2,3.51,2.6,2.41,20.05,1.0,18271372.8,648969.0,1202064.0,9864328.8,,,,,,,,,,,,,,,,,29627.0,10.09,0.4,,,57.67,28.88,476320.0,7240064.0,,7.13,58.62,25.76,0.4262,59.25,0.5699,15.2
2015-07-17,1228402.0,19138503.16,3.37,2.4,2.31,19.08,1.0,17914663.0,648969.0,1149850.0,10110937.02,,,,,,,,,,,,,,,,,52214.0,9.97,0.52,,,57.67,28.92,476320.0,7421065.6,,7.5,57.05,24.02,0.4347,60.65,0.5474,15.58
2015-07-20,1224272.0,19159856.8,3.36,2.39,2.3,19.31,1.0,17930518.0,646839.0,1145720.0,10123030.35,,,,,,,,0.03,,2130.0,,,,,,,4130.0,10.11,0.06,,,57.59,28.79,476320.0,7454408.0,,7.47,57.51,23.56,0.4406,61.31,0.5448,15.65
2015-07-21,1170158.0,18032134.78,3.21,2.26,2.2,18.54,1.0,17800984.78,626357.0,1155158.0,9652161.37,,,,,,65829.0,,0.38,,20482.0,,,,,1.03,,56391.0,9.69,0.79,,,55.77,27.87,496802.0,7655718.82,,7.64,55.93,20.21,0.459,63.87,0.5207,15.41
2015-07-22,1179141.0,18347433.96,3.23,2.29,2.21,18.51,1.0,18114033.96,636117.0,1164141.0,9897980.52,,,7483.0,0.12,,,,,8983.0,,,,0.12,7483.0,,2277.0,,9.83,,,,56.15,28.31,496802.0,7730239.12,,7.75,55.89,20.25,0.4517,63.23,0.5247,15.56
2015-07-23,1133271.0,17169055.65,3.11,2.29,2.13,17.88,1.0,16941805.65,530994.0,1118271.0,8044559.1,,,2877.0,0.93,,,,1.72,60000.0,108000.0,,,0.93,2877.0,,,105870.0,8.16,1.63,,,78.6,31.2,144559.0,2190068.85,,2.19,78.84,20.51,0.489,65.83,0.6658,15.15
2015-07-24,1118808.0,16625486.88,3.07,2.32,2.1,17.29,1.0,16402586.88,518061.0,1103808.0,7698386.46,,,,,,,,0.27,,12933.0,,,,,,,14463.0,7.79,0.27,,,77.63,30.44,149262.0,2218033.32,,2.22,77.87,20.48,0.4967,66.54,0.6574,14.86
2015-07-27,1117589.0,15746829.01,3.06,2.33,2.1,16.77,1.0,15535479.01,515784.0,1102589.0,7267396.56,,,,,,,,0.03,,2277.0,,,,,,,1219.0,7.49,0.12,,,77.56,30.37,149262.0,2103101.58,,2.11,78.07,20.01,0.5001,66.92,0.6581,14.09
2015-07-28,1072229.0,15257818.67,2.94,2.26,2.01,15.45,1.0,15044368.67,470424.0,1057229.0,6694133.52,,,,,,,,0.63,,45360.0,,,,,,,45360.0,6.66,0.63,,,70.74,27.58,194622.0,2769471.06,,2.76,70.66,17.1,0.5234,69.36,0.6285,14.23
2015-07-29,1091129.0,15537676.96,3.11,2.33,2.05,15.86,1.0,15395276.96,465424.0,1081129.0,6627637.76,,,,0.33,,,,0.07,25000.0,5000.0,,,0.33,,,,1100.0,6.65,0.0,,,70.51,27.28,194622.0,2771417.28,,2.78,70.51,18.83,0.5145,68.29,0.6396,14.24
2015-07-30,1091129.0,15374007.61,3.08,2.31,2.04,15.91,1.0,15233107.61,465424.0,1081129.0,6557824.16,,,,,,,,,,,,,,,,,,6.64,,,,70.51,27.29,194622.0,2742223.98,,2.74,70.78,18.9,0.5142,68.25,0.6397,14.09
2015-07-31,1089775.0,15518396.0,3.08,2.34,2.04,15.6,1.0,15375996.0,464070.0,1079775.0,6608356.8,,,,,,,,0.0,,1354.0,,,,,,,1354.0,6.54,0.04,,,70.31,27.2,195976.0,2790698.24,,2.81,69.98,18.7,0.5156,68.41,0.6388,14.24
2015-08-03,1104494.0,15639635.04,3.12,2.42,2.06,16.08,1.0,15498035.04,464070.0,1094494.0,6571231.2,,,,0.23,,,,,15000.0,,,,0.23,,,,281.0,6.61,0.0,,,70.31,27.18,195976.0,2775020.16,,2.78,70.39,18.44,0.5017,67.46,0.647,14.16
2015-08-04,1117494.0,15577866.36,3.15,2.48,2.09,16.2,1.0,15438466.36,464070.0,1107494.0,6469135.8,,,,0.19,,,,,13000.0,,,,0.19,,,,,6.58,,,,70.31,27.11,195976.0,2731905.44,,2.75,70.52,18.31,0.4898,66.58,0.6528,13.94
2015-08-05,1119771.0,15564816.9,3.16,2.51,2.09,15.95,1.0,15425816.9,464070.0,1109771.0,6450573.0,,,,0.0,,,,,2277.0,,,,0.0,,,,,6.55,,,,70.31,27.11,195976.0,2724066.4,,2.71,70.71,18.25,0.4882,66.44,0.6541,13.9
2015-08-06,1449190.0,20201708.6,4.09,3.21,2.71,20.59,1.0,20062308.6,721105.0,1439190.0,10052203.7,,,9347.0,4.67,,,,,329419.0,,,,4.67,9347.0,,247688.0,,10.01,,,,78.63,42.12,195976.0,2731905.44,,2.73,78.59,13.98,0.5081,68.54,0.8464,13.94
2015-08-07,1381583.0,18582291.35,3.9,3.06,2.58,19.68,1.0,18447791.35,719766.0,1371583.0,9680852.7,,,,0.05,,,,0.02,3000.0,1339.0,,,0.05,,,,70607.0,9.95,0.96,,,78.6,41.94,195976.0,2635877.2,,2.63,79.1,14.66,0.5294,70.41,0.805,13.45
2015-08-10,1482539.0,19910498.77,4.19,3.27,2.77,20.32,1.0,19776198.77,811758.0,1472539.0,10901909.94,,,100013.0,1.35,,,,0.13,105000.0,8021.0,,,1.35,100013.0,,,4044.0,10.88,0.62,,,89.43,47.28,95976.0,1288957.68,,1.28,89.44,20.24,0.4819,65.6,0.8636,13.43
2015-08-11,1476305.0,21096398.45,4.17,3.39,2.76,20.24,1.0,20953498.45,808747.0,1466305.0,11556994.63,,,,,,,,0.0,,3011.0,,,,,,,6234.0,11.04,0.07,,,89.32,47.11,96710.0,1381985.9,,1.38,88.88,20.02,0.484,65.83,0.8599,14.29
2015-08-12,1418693.0,19379346.38,4.01,3.19,2.65,20.54,1.0,19242746.38,785035.0,1408693.0,10723578.1,,,5920.0,0.22,,,,0.55,7000.0,30712.0,,,0.22,5920.0,,1080.0,64612.0,11.05,0.1,,,86.04,45.8,127422.0,1740584.52,,1.74,86.37,18.32,0.4866,66.36,0.8276,13.66
2015-08-13,1418693.0,19436094.1,4.01,3.2,2.65,19.87,1.0,19299094.1,785035.0,1408693.0,10754979.5,,,,,,,,,,,,,,,,,,10.73,,,,86.04,45.78,127422.0,1745681.4,,1.74,86.04,18.72,0.4842,66.08,0.8273,13.7
2015-08-14,1428693.0,19201633.92,4.03,3.25,2.67,20.05,1.0,19067233.92,795035.0,1418693.0,10685270.4,,,,0.15,,,,,10000.0,,,,0.15,,,10000.0,,10.85,,,,86.19,46.42,127422.0,1712551.68,,1.71,86.37,18.57,0.4789,65.63,0.8342,13.44
2015-08-17,1428693.0,19087338.48,4.03,3.26,2.67,19.71,1.0,18953738.48,825035.0,1418693.0,11022467.6,,,30000.0,,,,,,,,,,,30000.0,,,,11.09,,,,59.67,48.31,557665.0,7450404.4,,7.43,59.89,18.69,0.4783,65.55,0.8366,13.36
2015-08-18,1538386.0,20583604.68,4.34,3.53,2.87,21.15,1.0,20449804.68,918262.0,1528386.0,12286345.56,,,93227.0,1.67,,,,,120718.0,,,,1.67,93227.0,,,11025.0,12.3,0.21,,,68.86,53.77,415243.0,5555951.34,,5.55,68.92,23.3,0.4315,60.08,0.9008,13.38
2015-08-19,1528386.0,20021856.6,4.32,3.64,2.86,20.78,1.0,20021856.6,905753.0,1528386.0,11865364.3,,,,,,,,0.17,,12509.0,,,,,,,,11.98,,,,68.57,53.04,415243.0,5439683.3,,5.41,68.89,23.16,0.4395,60.8,0.8949,13.1
2015-08-20,1466306.0,18798042.92,4.14,3.53,2.74,19.53,1.0,18798042.92,887881.0,1466306.0,11382634.42,,,,,,,,0.36,,17872.0,,,,,,,62080.0,11.49,1.19,,,65.28,52.26,472310.0,6055014.2,,6.03,65.6,23.88,0.4343,60.11,0.863,12.82
2015-08-21,1481306.0,18531138.06,4.18,3.53,2.77,19.27,1.0,18531138.06,887881.0,1481306.0,11107391.31,,,,0.13,,,,,15000.0,,,,0.13,,,,,11.3,,,,65.28,52.26,472310.0,5908598.1,,5.94,65.53,24.56,0.4309,59.58,0.8718,12.51
2015-08-24,1526182.0,17657925.74,4.31,3.6,2.85,19.2,1.0,17657925.74,916881.0,1526182.0,10608313.17,,,14162.0,0.15,,,,0.01,44876.0,162.0,,,0.15,14162.0,,15000.0,,11.11,,,,68.79,53.69,416075.0,4813987.75,,4.7,70.28,23.5,0.4325,60.01,0.8938,11.57
2015-08-25,1540182.0,19375489.56,4.35,3.37,2.88,18.35,1.0,19375489.56,931881.0,1540182.0,11723062.98,,,15405.0,0.04,,,,0.02,14000.0,405.0,,,0.04,15405.0,,,,11.06,,,,69.13,54.55,416075.0,5234223.5,,5.4,67.18,23.89,0.4239,58.97,0.9015,12.58
2015-08-26,1535691.0,19196137.5,4.34,3.22,2.87,19.95,1.0,19196137.5,956881.0,1535691.0,11961012.5,,,25000.0,,,,,,,,,,,25000.0,,,4491.0,12.09,0.0,,,70.99,56.03,391075.0,4888437.5,,4.85,71.38,24.1,0.4256,59.1,0.8992,12.5
2015-08-27,1659925.0,21313437.0,4.69,3.73,3.1,21.38,1.0,21313437.0,1012390.0,1659925.0,12999087.6,,,75162.0,0.56,,75000.0,,0.21,49234.0,19653.0,,,0.56,75162.0,0.97,,,12.79,,,,73.11,59.28,372310.0,4780460.4,,4.84,72.53,22.06,0.3952,57.2,0.9719,12.84
2015-08-28,1709699.0,21781565.26,4.83,3.92,3.19,22.46,1.0,21781565.26,1012164.0,1709699.0,12894969.36,,,,,,50000.0,,0.01,,226.0,,,,,0.64,,226.0,13.02,0.0,,,73.1,59.27,372536.0,4746108.64,,4.7,73.48,21.37,0.377,55.66,1.0011,12.74
2015-08-31,1696182.0,21270122.28,4.79,3.9,3.17,22.04,1.0,21270122.28,998647.0,1696182.0,12523033.38,,,,,,,,0.23,,13517.0,,,,,,,13517.0,12.66,0.2,,,72.12,58.48,386053.0,4841104.62,,4.79,72.53,20.75,0.3803,56.17,0.9932,12.54
2015-09-01,1641692.0,19470467.12,4.63,3.77,3.07,20.81,1.0,19470467.12,944157.0,1641692.0,11197702.02,,,11589.0,0.09,,,,0.96,11589.0,66079.0,,,0.09,11589.0,,,66079.0,11.66,0.92,,,67.62,55.22,452132.0,5362285.52,,5.19,69.2,17.36,0.3946,58.28,0.9602,11.86
2015-09-02,1709501.0,20257586.85,4.83,3.83,3.19,20.86,1.0,20257586.85,1012016.0,1709501.0,11992389.6,,,70000.0,0.3,,,,0.04,69950.0,2141.0,,,0.3,70000.0,,,2141.0,12.03,0.14,,,72.59,59.17,382132.0,4528264.2,,4.51,72.74,16.95,0.4067,59.6,0.9994,11.85
2015-09-03,1753766.0,21922075.0,4.95,3.87,3.28,21.37,1.0,21922075.0,1013281.0,1753766.0,12666012.5,,,5920.0,0.38,,4000.0,,0.0,40265.0,6569.0,,,0.38,5920.0,0.05,1914.0,,12.22,,,,72.61,59.2,382152.0,4776900.0,,4.92,71.28,17.14,0.4032,59.27,1.0246,12.5
2015-09-04,1900694.0,23910730.52,5.37,4.15,3.55,24.06,1.0,22652730.52,1060209.0,1800694.0,13337429.22,,,47414.0,1.82,,,,0.0,100000.0,486.0,,,1.82,47414.0,,,53072.0,13.24,0.5,,,75.98,61.99,335224.0,4217117.92,,4.25,75.69,15.78,0.4062,60.21,1.1114,12.58
2015-09-07,1907884.0,23295263.64,5.39,4.13,3.56,24.3,1.0,22074263.64,1060209.0,1807884.0,12945151.89,,,,0.17,,,,,9000.0,,,,0.17,,,,1810.0,13.23,0.01,,,75.98,62.01,335224.0,4093085.04,,3.98,76.88,16.29,0.4053,60.04,1.1159,12.21
2015-09-08,1747429.0,22489411.23,4.93,3.82,3.26,21.78,1.0,22489411.23,946414.0,1747429.0,12180348.18,,,,,,,,1.59,,118474.0,,,,,,4679.0,60455.0,11.7,1.19,,,67.85,55.36,448388.0,5770753.56,,5.92,66.41,17.14,0.4712,65.17,1.0221,12.87
2015-09-09,1746929.0,23653418.66,4.93,3.77,3.26,23.07,1.0,23653418.66,946414.0,1746929.0,12814445.56,,,,,,,,,,,,,,,,,500.0,12.33,0.0,,,67.85,55.34,448388.0,6071173.52,,6.22,66.48,17.52,0.4689,64.91,1.0216,13.54
2015-09-10,1767740.0,23952877.0,4.99,3.55,3.3,24.34,1.0,23952877.0,941235.0,1767740.0,12753734.25,,,16.0,0.58,,,,0.05,45321.0,5195.0,,,0.58,16.0,,,24510.0,12.68,0.0,,,67.73,55.26,448388.0,6075657.4,,6.1,67.53,19.34,0.4543,63.26,1.0378,13.55
2015-09-11,1761741.0,23237363.79,4.97,3.5,3.29,24.4,1.0,23237363.79,938782.0,1761741.0,12382534.58,,,,,,,,0.02,,2453.0,,,,,,,5999.0,12.59,0.08,,,67.56,54.97,450841.0,5946592.79,,5.88,68.16,19.83,0.4546,63.18,1.0315,13.19
2015-09-14,1771741.0,23050350.41,5.0,3.45,3.31,24.07,1.0,23050350.41,945783.0,1771741.0,12304636.83,,,7001.0,0.04,,,,,10000.0,,,,0.04,7001.0,,,,12.43,,,,68.06,55.38,443840.0,5774358.4,,5.73,68.45,20.14,0.4491,62.58,1.0374,13.01
2015-09-15,1761390.0,23109436.8,4.97,3.39,3.29,23.43,1.0,23109436.8,950783.0,1761390.0,12474272.96,,,,0.02,,6000.0,,,5000.0,,,,0.02,,0.08,5000.0,21351.0,12.42,0.5,,,68.17,55.41,443840.0,5823180.8,,5.84,68.03,18.77,0.4566,63.53,1.0265,13.12
2015-09-16,1851390.0,25012278.9,5.23,3.53,3.46,24.75,1.0,25012278.9,1040783.0,1851390.0,14060978.33,,,66077.0,1.2,,,,,90000.0,,,,1.2,66077.0,,23923.0,,13.78,,,,68.34,60.44,482064.0,6512684.64,,6.6,67.61,22.63,0.4336,60.52,1.0751,13.51
2015-09-17,1805241.0,24894273.39,5.1,3.47,3.37,24.77,1.0,24626747.39,1010185.0,1785841.0,13930451.15,,,44402.0,1.27,,,,0.98,62000.0,75000.0,,,1.27,44402.0,,,127549.0,13.6,1.52,,,65.69,58.66,527662.0,7276458.98,,7.37,64.87,17.74,0.442,62.75,1.0483,13.79
2015-09-18,1794896.0,24931105.44,5.07,3.38,3.35,25.39,1.0,24612566.07,999840.0,1771963.0,13887777.6,,,533.0,,,,,0.0,,10878.0,,,,533.0,,,13878.0,13.88,0.0,,,65.37,58.06,529649.0,7356824.61,,7.37,65.32,17.94,0.4396,62.54,1.0423,13.89
2015-09-21,1982738.0,27897123.66,5.6,3.65,3.7,28.48,1.0,27574456.35,1077682.0,1959805.0,15162985.74,,,80000.0,3.02,,,,0.03,187842.0,2158.0,,,3.02,80000.0,,,,15.12,,,,70.56,62.58,449649.0,6326561.43,,6.32,70.51,17.44,0.466,64.99,1.1514,14.07
2015-09-22,1915837.0,25863799.5,5.41,3.43,3.58,27.73,1.0,25513704.0,1039756.0,1889904.0,14036706.0,,,,0.21,,,,0.53,5000.0,37926.0,,,0.21,,,,74901.0,14.48,1.0,,,68.08,60.31,487575.0,6582262.5,,6.44,69.2,16.22,0.4952,67.51,1.1113,13.5
2015-09-23,1915837.0,26706767.78,5.41,3.48,3.58,26.44,1.0,26345261.76,1041956.0,1889904.0,14524866.64,,,,,,,,,,,,,,,,2200.0,,14.17,,,,68.12,60.43,487575.0,6796795.5,,6.9,67.25,16.19,0.4953,67.52,1.1112,13.94
2015-09-24,1883641.0,24995916.07,5.32,3.35,3.52,26.84,1.0,24658858.07,1041423.0,1858241.0,13819683.21,,,,,,,,0.01,,533.0,,,,,,,31663.0,14.3,0.37,,,68.11,60.4,487575.0,6470120.25,,6.34,69.28,14.83,0.5067,68.64,1.0926,13.27
