,IPH FP Equity_DX_SI_QTY,IPH FP Equity_DX_SHORT_INTEREST_VALUE,IPH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,IPH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IPH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IPH FP Equity_DX_SI_MV,IPH FP Equity_DX_DSS,IPH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IPH FP Equity_DX_SUPPLY_SI_QTY,IPH FP Equity_DX_BROKER_SI_QTY,IPH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IPH FP Equity_DX_BROKER_SI_MV_NEW_x,IPH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,IPH FP Equity_DX_SUPPLY_SI_QTY_INC_x,IPH FP Equity_DX_BROKER_SI_MV_INC_x,IPH FP Equity_DX_SUPPLY_SI_MV_NEW,IPH FP Equity_DX_BROKER_SI_QTY_ADD,IPH FP Equity_DX_BROKER_SI_QTY_NEW,IPH FP Equity_DX_SUPPLY_SI_MV_DEC,IPH FP Equity_DX_BROKER_SI_QTY_INC,IPH FP Equity_DX_SUPPLY_SI_QTY_DEC,IPH FP Equity_DX_BROKER_SI_MV_NEW_y,IPH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,IPH FP Equity_DX_BROKER_SI_MV_INC_y,IPH FP Equity_DX_SUPPLY_SI_QTY_INC_y,IPH FP Equity_DX_BROKER_SI_MV_ADD,IPH FP Equity_DX_SUPPLY_SI_QTY_ADD,IPH FP Equity_DX_BROKER_SI_QTY_DEC,IPH FP Equity_DX_SUPPLY_SI_MV,IPH FP Equity_DX_BROKER_SI_MV_DEC,IPH FP Equity_DX_SUPPLY_SI_MV_RMV,IPH FP Equity_DX_BROKER_SI_MV_RMV,IPH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IPH FP Equity_DX_UTILIZATION_QUANTITY,IPH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IPH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IPH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,IPH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IPH FP Equity_DX_ACTIVE_UTILIZATION_MV,IPH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,IPH FP Equity_DX_BROKER_SI_CON_RATIO,IPH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,IPH FP Equity_DX_DEMAND_SUPPLY_RATIO,IPH FP Equity_PX_LAST
2007-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,133683.0,1064116.68,,1.06,0.0,,0.0,,0.0,7.96
2007-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,133683.0,1040053.74,,1.06,0.0,,0.0,,0.0,7.78
2007-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,133683.0,975885.9,,1.02,0.0,,0.0,,0.0,7.3
2007-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,133683.0,975885.9,,0.98,0.0,,0.0,,0.0,7.3
2007-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,133683.0,1014653.97,,0.99,0.0,,0.0,,0.0,7.59
2007-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,133683.0,1002622.5,,1.0,0.0,,0.0,,0.0,7.5
2007-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,133683.0,994601.52,,1.0,0.0,,0.0,,0.0,7.44
2007-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,133683.0,954496.62,,0.99,0.0,,0.0,,0.0,7.14
2007-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,133683.0,974549.07,,0.96,0.0,,0.0,,0.0,7.29
2007-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,647385.9,,0.65,0.0,,0.0,,0.0,7.3
2007-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,647385.9,,0.65,0.0,,0.0,,0.0,7.3
2007-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,634970.28,,0.65,0.0,,0.0,,0.0,7.16
2007-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,611912.7,,0.64,0.0,,0.0,,0.0,6.9
2007-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,633196.62,,0.61,0.0,,0.0,,0.0,7.14
2007-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,633196.62,,0.63,0.0,,0.0,,0.0,7.14
2007-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,625215.15,,0.63,0.0,,0.0,,0.0,7.05
2007-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,611912.7,,0.63,0.0,,0.0,,0.0,6.9
2007-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,611912.7,,0.61,0.0,,0.0,,0.0,6.9
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,624328.32,,0.61,0.0,,0.0,,0.0,7.04
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,620781.0,,0.61,0.0,,0.0,,0.0,7.0
2007-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,617233.68,,0.62,0.0,,0.0,,0.0,6.96
2007-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,609252.21,,0.62,0.0,,0.0,,0.0,6.87
2007-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,576439.5,,0.61,0.0,,0.0,,0.0,6.5
2007-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,589741.95,,0.58,0.0,,0.0,,0.0,6.65
2007-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,597723.42,,0.59,0.0,,0.0,,0.0,6.74
2007-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,579099.99,,0.58,0.0,,0.0,,0.0,6.53
2007-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,564023.88,,0.58,0.0,,0.0,,0.0,6.36
2007-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,607478.55,,0.56,0.0,,0.0,,0.0,6.85
2007-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,611912.7,,0.61,0.0,,0.0,,0.0,6.9
2007-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,613686.36,,0.61,0.0,,0.0,,0.0,6.92
2007-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,603044.4,,0.6,0.0,,0.0,,0.0,6.8
2007-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,587081.46,,0.6,0.0,,0.0,,0.0,6.62
2007-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,594176.1,,0.59,0.0,,0.0,,0.0,6.7
2007-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,585307.8,,0.59,0.0,,0.0,,0.0,6.6
2007-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,587081.46,,0.59,0.0,,0.0,,0.0,6.62
2007-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,88683.0,619894.17,,0.62,0.0,,0.0,,0.0,6.99
2007-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,90883.0,630728.02,,0.64,0.0,,0.0,,0.0,6.94
2007-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,90883.0,599827.8,,0.63,0.0,,0.0,,0.0,6.6
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,90883.0,595283.65,,0.6,0.0,,0.0,,0.0,6.55
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,90883.0,583468.86,,0.6,0.0,,0.0,,0.0,6.42
2007-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,90876.0,585241.44,,0.59,0.0,,0.0,,0.0,6.44
2007-03-05,502.0,3067.22,0.0,0.02,0.0,0.0,0.0,0.0,502.0,0.0,3067.22,,,,,,,,,,,,,,,,502.0,,0.0,,,,0.55,0.55,90381.0,552227.91,,0.58,0.55,,0.0,,0.0055,6.11
2007-03-06,499.0,3133.72,0.0,0.02,0.0,0.0,0.0,0.0,499.0,0.0,3133.72,,,,,,,,0.0,,3.0,,,,,,,,0.0,,,,0.55,0.55,90384.0,567611.52,,0.55,0.55,,0.0,,0.0055,6.28
2007-03-07,498.0,3112.5,0.0,0.02,0.0,0.0,0.0,0.0,498.0,0.0,3112.5,,,,,,,,0.0,,1.0,,,,,,,,0.0,,,,0.55,0.55,90385.0,564906.25,,0.57,0.55,,0.0,,0.0055,6.25
2007-03-08,502.0,3152.56,0.0,0.02,0.0,0.0,0.0,0.0,502.0,0.0,3152.56,,,4.0,,,,,,,,,,,4.0,,,,0.0,,,,0.55,0.55,90381.0,567592.68,,0.56,0.55,,0.0,,0.0055,6.28
2007-03-09,502.0,3147.54,0.0,0.02,0.0,0.0,0.0,0.0,502.0,0.0,3147.54,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,0.55,0.55,90385.0,566713.95,,0.57,0.55,,0.0,,0.0055,6.27
2007-03-12,497.0,3056.55,0.0,0.02,0.0,0.0,0.0,0.0,497.0,0.0,3056.55,,,,,,,,0.0,,5.0,,,,,,,,0.0,,,,0.55,0.55,90386.0,555873.9,,0.57,0.55,,0.0,,0.0055,6.15
2007-03-13,500.0,3050.0,0.0,0.02,0.0,0.0,0.0,0.0,500.0,0.0,3050.0,,,3.0,,,,,,,,,,,3.0,,,,0.0,,,,0.55,0.55,90383.0,551336.3,,0.56,0.55,,0.0,,0.0055,6.1
2007-03-14,499.0,2959.07,0.0,0.02,0.0,0.0,0.0,0.0,499.0,0.0,2959.07,,,,,,,,0.0,,1.0,,,,,,,,0.0,,,,0.55,0.55,90384.0,535977.12,,0.55,0.55,,0.0,,0.0055,5.93
2007-03-15,499.0,2944.1,0.0,0.02,0.0,0.0,0.0,0.0,499.0,0.0,2944.1,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,0.55,0.55,90384.0,533265.6,,0.54,0.55,,0.0,,0.0055,5.9
2007-03-16,481.0,2934.1,0.0,0.02,0.0,0.0,0.0,0.0,481.0,0.0,2934.1,,,,,,,,0.0,,19.0,,,,,,,,0.0,,,,0.53,0.53,90330.0,551013.0,,0.55,0.53,,0.0,,0.0053,6.1
2007-03-19,500.0,3170.0,0.0,0.02,0.0,0.0,0.0,0.0,500.0,0.0,3170.0,,,20.0,,,,,,,,,,,20.0,,,,0.0,,,,0.55,0.55,90383.0,573028.22,,0.55,0.55,,0.0,,0.0055,6.34
2007-03-20,499.0,3098.79,0.0,0.02,0.0,0.0,0.0,0.0,499.0,0.0,3098.79,,,,,,,,0.0,,1.0,,,,,,,,0.0,,,,0.55,0.55,90381.0,561266.01,,0.57,0.55,,0.0,,0.0055,6.21
2007-03-21,497.0,2982.0,0.0,0.02,0.0,0.0,0.0,0.0,497.0,0.0,2982.0,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,0.61,0.61,80425.0,482550.0,,0.5,0.61,,0.0,,0.0061,6.0
