,ERTH FP Equity_DX_SI_QTY,ERTH FP Equity_DX_SHORT_INTEREST_VALUE,ERTH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ERTH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ERTH FP Equity_DX_SI_MV,ERTH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ERTH FP Equity_DX_SUPPLY_SI_QTY,ERTH FP Equity_DX_BROKER_SI_QTY,ERTH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ERTH FP Equity_DX_BROKER_SI_MV_INC_x,ERTH FP Equity_DX_BROKER_SI_QTY_ADD,ERTH FP Equity_DX_SUPPLY_SI_MV_DEC,ERTH FP Equity_DX_BROKER_SI_QTY_INC,ERTH FP Equity_DX_SUPPLY_SI_QTY_DEC,ERTH FP Equity_DX_BROKER_SI_MV_INC_y,ERTH FP Equity_DX_BROKER_SI_MV_ADD,ERTH FP Equity_DX_SUPPLY_SI_QTY_ADD,ERTH FP Equity_DX_BROKER_SI_QTY_DEC,ERTH FP Equity_DX_SUPPLY_SI_MV,ERTH FP Equity_DX_BROKER_SI_MV_DEC,ERTH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ERTH FP Equity_DX_UTILIZATION_QUANTITY,ERTH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ERTH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ERTH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ERTH FP Equity_DX_ACTIVE_UTILIZATION_MV,ERTH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ERTH FP Equity_DX_BROKER_SI_CON_RATIO,ERTH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ERTH FP Equity_DX_DEMAND_SUPPLY_RATIO,ERTH FP Equity_PX_LAST
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.318
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.207
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.174
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.159
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.114
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.086
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.096
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.079
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.108
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.072
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.071
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.141
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.085
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.195
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.232
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.242
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.261
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.179
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.144
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.119
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.171
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.197
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.168
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.125
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.147
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.046
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.079
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.063
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.053
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.061
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.041
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.007
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.095
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.175
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.222
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.246
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.224
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.174
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.111
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.129
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.189
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.192
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.166
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.145
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.133
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.196
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.134
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.223
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.212
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.172
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.261
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.297
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.264
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.296
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.226
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.228
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.193
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.177
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.064
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.059
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.046
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.025
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.098
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.176
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.163
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.263
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.224
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.194
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.218
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.245
2023-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.235
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.189
2023-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.211
2023-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.179
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.172
2023-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.116
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.123
2023-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.096
2023-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.119
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.092
2023-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.212
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17
2023-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.151
2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.081
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.059
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.022
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.044
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.996
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.052
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.987
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.146
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.148
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.119
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.116
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.162
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.145
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.184
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.125
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.103
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.066
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.035
2023-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.065
2023-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.078
2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.038
2023-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.043
2023-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.033
2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.074
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.998
2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.965
2023-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.953
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.986
2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.953
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.944
2023-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.888
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.874
2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.836
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.752
2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.835
2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.789
2023-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.717
2023-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.753
2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.771
2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.762
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.845
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.865
2023-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.933
2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.872
2023-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.898
2023-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.869
2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.796
2023-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.761
2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77
2023-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.784
2023-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.823
2023-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.824
2023-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.766
2023-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.795
2023-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.814
2023-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.832
2023-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.842
2023-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.873
2023-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.931
2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.002
2023-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.921
2023-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.988
2023-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.044
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01
2023-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.973
2023-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.974
2023-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.075
2023-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.043
2023-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.085
2023-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.088
2023-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.086
2023-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.129
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.138
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.087
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.07
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.131
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.168
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.222
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.196
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.275
2023-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.285
2023-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.401
2023-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.447
2023-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.454
2023-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.383
2023-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.388
2023-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.431
2023-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.482
2023-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.528
2023-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.631
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.576
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.645
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.687
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.704
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.694
2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.753
2023-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.696
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.614
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.555
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.611
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.536
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.468
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.461
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.466
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.528
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.479
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.419
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.396
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.411
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.445
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.382
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.395
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.436
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.432
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.472
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.444
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.525
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.545
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.476
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.408
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.416
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.364
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.352
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.377
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.416
2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.417
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.402
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.383
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.418
2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.354
2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.388
2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.382
2024-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.352
2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.363
2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.415
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.389
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.412
2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.493
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.494
2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.519
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.553
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52
2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.513
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.492
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.446
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.43
2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.421
2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.434
2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.463
2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.509
2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.468
2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.492
2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.533
2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.518
2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.408
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.418
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.467
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42
2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.416
2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.482
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.439
2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.395
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.482
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.412
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.365
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.383
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.374
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.373
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.385
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.373
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.298
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.274
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.322
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.375
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.369
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.399
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42
2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.465
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.434
2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.395
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.378
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.385
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.352
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.459
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.444
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.393
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.383
2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.398
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.377
2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.341
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.351
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.381
2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.339
2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.262
2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.282
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.294
2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.349
2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.369
2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.411
2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.382
2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.328
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.244
2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.255
2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.335
2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.334
2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.402
2024-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.377
2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.399
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.372
2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.364
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.361
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.363
2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.379
2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.336
2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.322
2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.301
2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.239
2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.241
2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.302
2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.288
