,ERTH FP Equity_DX_SI_QTY,ERTH FP Equity_DX_SHORT_INTEREST_VALUE,ERTH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ERTH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ERTH FP Equity_DX_SI_MV,ERTH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ERTH FP Equity_DX_SUPPLY_SI_QTY,ERTH FP Equity_DX_BROKER_SI_QTY,ERTH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ERTH FP Equity_DX_BROKER_SI_MV_INC_x,ERTH FP Equity_DX_BROKER_SI_QTY_ADD,ERTH FP Equity_DX_SUPPLY_SI_MV_DEC,ERTH FP Equity_DX_BROKER_SI_QTY_INC,ERTH FP Equity_DX_SUPPLY_SI_QTY_DEC,ERTH FP Equity_DX_BROKER_SI_MV_INC_y,ERTH FP Equity_DX_BROKER_SI_MV_ADD,ERTH FP Equity_DX_SUPPLY_SI_QTY_ADD,ERTH FP Equity_DX_BROKER_SI_QTY_DEC,ERTH FP Equity_DX_SUPPLY_SI_MV,ERTH FP Equity_DX_BROKER_SI_MV_DEC,ERTH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ERTH FP Equity_DX_UTILIZATION_QUANTITY,ERTH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ERTH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ERTH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ERTH FP Equity_DX_ACTIVE_UTILIZATION_MV,ERTH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ERTH FP Equity_DX_BROKER_SI_CON_RATIO,ERTH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ERTH FP Equity_DX_DEMAND_SUPPLY_RATIO,ERTH FP Equity_PX_LAST
2022-05-25,70400.0,593612.8,9.48,1.14,0.59,593612.8,0.0,70400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.432
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.374
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.429
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.341
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.176
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.113
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.072
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.073
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.008
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.922
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.852
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.686
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.542
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.652
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.669
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.724
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.618
2022-06-21,51300.0,389572.2,10.49,0.69,0.39,389572.2,0.0,51300.0,0.0,,51300.0,,,,,0.39,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.594
2022-06-22,51300.0,395882.1,10.5,0.69,0.39,395882.1,0.0,51300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.717
2022-06-23,51300.0,405372.6,10.66,0.69,0.4,405372.6,0.0,51300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.902
2022-06-24,51300.0,404859.6,9.26,0.69,0.41,404859.6,0.0,51300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.892
2022-06-27,51300.0,400191.3,9.32,0.69,0.4,400191.3,0.0,51300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.801
2022-06-28,51300.0,395317.8,9.53,0.69,0.4,395317.8,0.0,51300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.706
2022-06-29,6300.0,49354.2,1.16,0.08,0.05,49354.2,0.0,6300.0,0.0,,,,,,,,,45000.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.834
2022-06-30,139500.0,1107351.0,26.04,1.73,1.09,1107351.0,0.0,139500.0,0.0,1.04,,,133200.0,,1.04,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.938
2022-07-01,139500.0,1124928.0,26.22,1.69,1.11,1124928.0,0.0,139500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.064
2022-07-04,139500.0,1108746.0,22.5,1.69,1.12,1108746.0,0.0,139500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.948
2022-07-05,139500.0,1127439.0,21.98,1.69,1.11,1127439.0,0.0,139500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.082
2022-07-06,139500.0,1128276.0,23.21,1.65,1.13,1128276.0,0.0,139500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.088
2022-07-07,139500.0,1117534.5,22.89,1.65,1.13,1117534.5,0.0,139500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.011
2022-07-08,6300.0,50053.5,0.88,0.07,0.05,50053.5,0.0,6300.0,0.0,,,,,,,,,133200.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.945
2022-07-11,6300.0,50595.3,0.89,0.07,0.05,50595.3,0.0,6300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.031
2022-07-12,6300.0,51571.8,0.87,0.07,0.05,51571.8,0.0,6300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.186
2022-07-13,6300.0,51723.0,0.86,0.07,0.05,51723.0,0.0,6300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.21
2022-07-14,6300.0,51345.0,0.75,0.07,0.05,51345.0,0.0,6300.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.15
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.201
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.109
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.092
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.093
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.121
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.287
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.385
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.658
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.652
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.545
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.635
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.538
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.488
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.526
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.419
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.389
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.482
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.386
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.284
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.269
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.129
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.057
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.021
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.961
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.998
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.939
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.838
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.834
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.813
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.744
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.735
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.738
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.694
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.655
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.717
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.659
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.695
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.678
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.661
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.631
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.494
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.556
2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.512
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.465
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.412
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.216
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.287
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.209
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.278
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.488
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.502
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.352
2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.314
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.198
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.098
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.086
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.001
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.074
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.973
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.079
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.059
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.016
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.004
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.932
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.063
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.258
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.298
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.473
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.364
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.278
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.277
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.203
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.167
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.149
2022-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.214
2022-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.292
2022-11-10,71000.0,529660.0,7.44,0.41,0.52,529660.0,0.0,71000.0,0.0,,71000.0,,,,,0.52,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.46
2022-11-11,71000.0,517732.0,7.92,0.41,0.53,517732.0,0.0,71000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.292
2022-11-14,71000.0,517732.0,7.87,0.41,0.52,517732.0,0.0,71000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.292
2022-11-15,71000.0,523980.0,8.74,0.41,0.52,523980.0,0.0,71000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.38
2022-11-16,71000.0,531151.0,8.19,0.41,0.52,531151.0,0.0,71000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.481
2022-11-17,71000.0,531222.0,7.03,0.4,0.53,531222.0,0.0,71000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.482
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.506
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.535
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.541
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.641
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.569
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.655
2022-11-30,51200.0,390195.2,4.62,0.32,0.39,390195.2,0.0,51200.0,0.0,,51200.0,,,,,0.39,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.621
2022-12-01,51200.0,396492.8,4.31,0.32,0.39,396492.8,0.0,51200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.744
2022-12-02,51200.0,395724.8,4.26,0.31,0.4,395724.8,0.0,51200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.729
2022-12-05,51200.0,394905.6,4.05,0.31,0.39,394905.6,0.0,51200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.713
2022-12-06,51200.0,398336.0,3.88,0.31,0.4,398336.0,0.0,51200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.78
2022-12-07,51200.0,399308.8,3.87,0.31,0.4,399308.8,0.0,51200.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.799
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.768
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.669
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.673
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.594
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.469
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.375
2022-12-19,54000.0,395334.0,2.9,0.33,0.39,395334.0,0.0,54000.0,0.0,,54000.0,,,,,0.39,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.321
2022-12-20,54000.0,389772.0,2.92,0.33,0.39,389772.0,0.0,54000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.218
2022-12-21,54000.0,389124.0,3.08,0.31,0.38,389124.0,0.0,54000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.206
2022-12-22,54000.0,387666.0,3.09,0.31,0.39,387666.0,0.0,54000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.179
2022-12-23,54000.0,386532.0,3.12,0.31,0.38,386532.0,0.0,54000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.158
2022-12-26,54000.0,386532.0,3.11,0.31,0.38,386532.0,0.0,54000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2022-12-27,54000.0,379296.0,3.11,0.31,0.38,379296.0,0.0,54000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.024
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.025
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.077
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.964
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.084
2023-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2023-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.266
2023-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.215
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.305
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.287
2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.226
2023-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.337
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.389
2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.379
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.365
2023-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.446
2023-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.561
2023-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.574
2023-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.392
2023-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.348
2023-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.406
2023-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.395
2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.366
2023-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.312
2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2023-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.285
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.275
2023-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.499
2023-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.357
2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.287
2023-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.274
2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.229
2023-02-09,43500.0,316854.0,2.46,0.21,0.31,316854.0,0.0,43500.0,0.0,,43500.0,,,,,0.31,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.284
2023-02-10,134500.0,971628.0,7.24,0.65,0.98,971628.0,0.0,134500.0,0.0,0.66,,,91000.0,,0.66,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.224
2023-02-13,134500.0,972166.0,7.22,0.65,0.97,972166.0,0.0,134500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.228
2023-02-14,134500.0,964903.0,7.18,0.65,0.97,964903.0,0.0,134500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.174
2023-02-15,134500.0,957640.0,6.59,0.65,0.97,957640.0,0.0,134500.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.12
2023-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.126
2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.147
2023-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.159
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.057
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056
2023-02-23,130000.0,925600.0,6.2,0.63,0.92,925600.0,0.0,130000.0,0.0,,130000.0,,,,,0.92,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.12
2023-02-24,130000.0,918970.0,6.04,0.63,0.92,918970.0,0.0,130000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.069
2023-02-27,130000.0,911040.0,6.06,0.63,0.92,911040.0,0.0,130000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.008
2023-02-28,130000.0,905190.0,6.06,0.59,0.91,905190.0,0.0,130000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,6.963
2023-03-01,50000.0,346300.0,2.41,0.23,0.35,346300.0,0.0,50000.0,0.0,,,,,,,,,80000.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,6.926
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.923
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.944
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,800.0,5598.4,0.01,0.0,,0.0,,0.0,6.998
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,900.0,6293.7,0.01,0.0,,0.0,,0.0,6.993
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,900.0,6365.7,0.01,0.0,,0.0,,0.0,7.073
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,800.0,5796.8,0.01,0.0,,0.0,,0.0,7.246
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,900.0,6393.6,0.01,0.0,,0.0,,0.0,7.104
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,800.0,5892.0,0.01,0.0,,0.0,,0.0,7.365
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,800.0,5807.2,0.01,0.0,,0.0,,0.0,7.259
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,800.0,5892.8,0.01,0.0,,0.0,,0.0,7.366
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,800.0,5900.0,0.01,0.0,,0.0,,0.0,7.375
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,800.0,5800.8,0.01,0.0,,0.0,,0.0,7.251
2023-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,900.0,6479.1,0.01,0.0,,0.0,,0.0,7.199
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,700.0,5113.5,0.01,0.0,,0.0,,0.0,7.305
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,700.0,5143.6,0.01,0.0,,0.0,,0.0,7.348
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,800.0,5826.4,0.01,0.0,,0.0,,0.0,7.283
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,800.0,5781.6,0.01,0.0,,0.0,,0.0,7.227
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.213
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.267
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.235
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.274
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.254
