,ALFLO FP Equity_DX_SI_QTY,ALFLO FP Equity_DX_SHORT_INTEREST_VALUE,ALFLO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALFLO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALFLO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALFLO FP Equity_DX_SI_MV,ALFLO FP Equity_DX_DSS,ALFLO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALFLO FP Equity_DX_SUPPLY_SI_QTY,ALFLO FP Equity_DX_BROKER_SI_QTY,ALFLO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALFLO FP Equity_DX_BROKER_SI_QTY_ADD,ALFLO FP Equity_DX_SUPPLY_SI_MV_DEC,ALFLO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALFLO FP Equity_DX_BROKER_SI_MV_ADD,ALFLO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALFLO FP Equity_DX_BROKER_SI_QTY_DEC,ALFLO FP Equity_DX_SUPPLY_SI_MV,ALFLO FP Equity_DX_BROKER_SI_MV_DEC,ALFLO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALFLO FP Equity_DX_UTILIZATION_QUANTITY,ALFLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALFLO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALFLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALFLO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALFLO FP Equity_DX_BROKER_SI_CON_RATIO,ALFLO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALFLO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALFLO FP Equity_PX_LAST
2025-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2025-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2025-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2025-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-04-15,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-04-16,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-04-17,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-04-18,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,
2025-04-21,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,
2025-04-22,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-04-23,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-04-24,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-04-25,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-04-28,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-04-29,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-04-30,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-01,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,
2025-05-02,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-05,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-06,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-07,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-08,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-09,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-12,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-13,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-14,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-15,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-16,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,96.76,0.0,0.0,0.0,,0.0,2.36
2025-05-19,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,89.79,0.0,0.0,0.0,,0.0,2.19
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,89.79,0.0,0.0,0.0,,0.0,2.19
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,34.85,0.0,0.0,0.0,,0.0,0.85
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,41.0,48.38,0.0,0.0,0.0,,0.0,1.18
2025-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18
2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2025-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2025-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2025-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.175
2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.195
2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.195
2025-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962
2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962
2025-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2025-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12.0,12.96,0.0,0.0,0.0,,0.0,1.08
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,180.0,194.4,0.0,0.0,0.0,,0.0,1.08
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,209.0,225.72,0.0,0.0,0.0,,0.0,1.08
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,211.0,241.6,0.0,0.0,0.0,,0.0,1.145
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,211.0,211.0,0.0,0.0,0.0,,0.0,1.0
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,295.0,277.3,0.0,0.0,0.0,,0.0,0.94
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,299.0,269.1,0.0,0.0,0.0,,0.0,0.9
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,280.0,266.0,0.0,0.0,0.0,,0.0,0.95
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,268.0,243.34,0.0,0.0,0.0,,0.0,0.908
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,252.0,228.31,0.0,0.0,0.0,,0.0,0.906
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,252.0,228.82,0.0,0.0,0.0,,0.0,0.908
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,267.0,241.37,0.0,0.0,0.0,,0.0,0.904
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,156.0,132.6,0.0,0.0,0.0,,0.0,0.85
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,150.0,127.5,0.0,0.0,0.0,,0.0,0.85
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,150.0,127.5,0.0,0.0,0.0,,0.0,0.85
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,122.0,114.68,0.0,0.0,0.0,,0.0,0.94
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,79.0,67.94,0.0,0.0,0.0,,0.0,0.86
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,79.0,75.05,0.0,0.0,0.0,,0.0,0.95
2025-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2025-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,374.0,317.9,0.0,0.0,0.0,,0.0,0.85
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,374.0,343.33,0.0,0.0,0.0,,0.0,0.918
2025-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,320.0,265.6,0.0,0.0,0.0,,0.0,0.83
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,320.0,243.84,0.0,0.0,0.0,,0.0,0.762
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,329.0,263.2,0.0,0.0,0.0,,0.0,0.8
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10.0,7.0,0.0,0.0,0.0,,0.0,0.7
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10.0,6.3,0.0,0.0,0.0,,0.0,0.63
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,251.0,138.05,0.0,0.0,0.0,,0.0,0.55
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,228.0,109.44,0.0,0.0,0.0,,0.0,0.48
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,228.0,109.44,0.0,0.0,0.0,,0.0,0.48
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,228.0,120.38,0.0,0.0,0.0,,0.0,0.528
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,228.0,114.0,0.0,0.0,0.0,,0.0,0.5
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,71.0,35.5,0.0,0.0,0.0,,0.0,0.5
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,71.0,33.37,0.0,0.0,0.0,,0.0,0.47
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,71.0,31.88,0.0,0.0,0.0,,0.0,0.449
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,76.0,28.12,0.0,0.0,0.0,,0.0,0.37
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,76.0,28.12,0.0,0.0,0.0,,0.0,0.37
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,88.0,42.42,0.0,0.0,0.0,,0.0,0.482
2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.482
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,711.0,398.16,0.0,0.0,0.0,,0.0,0.56
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,98.0,66.64,0.0,0.0,0.0,,0.0,0.68
2025-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2025-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,148.0,96.2,0.0,0.0,0.0,,0.0,0.65
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,148.0,88.8,0.0,0.0,0.0,,0.0,0.6
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,154.0,97.02,0.0,0.0,0.0,,0.0,0.63
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,151.0,87.58,0.0,0.0,0.0,,0.0,0.58
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,161.0,93.38,0.0,0.0,0.0,,0.0,0.58
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,159.0,101.76,0.0,0.0,0.0,,0.0,0.64
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,159.0,92.22,0.0,0.0,0.0,,0.0,0.58
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,187.0,119.68,0.0,0.0,0.0,,0.0,0.64
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,198.0,124.74,0.0,0.0,0.0,,0.0,0.63
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,198.0,112.86,0.0,0.0,0.0,,0.0,0.57
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,198.0,124.34,0.0,0.0,0.0,,0.0,0.628
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,205.0,117.26,0.0,0.0,0.0,,0.0,0.572
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,195.0,109.2,0.0,0.0,0.0,,0.0,0.56
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,195.0,109.2,0.0,0.0,0.0,,0.0,0.56
