,ALFLO FP Equity_DX_SI_QTY,ALFLO FP Equity_DX_SHORT_INTEREST_VALUE,ALFLO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALFLO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALFLO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALFLO FP Equity_DX_SI_MV,ALFLO FP Equity_DX_DSS,ALFLO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALFLO FP Equity_DX_SUPPLY_SI_QTY,ALFLO FP Equity_DX_BROKER_SI_QTY,ALFLO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALFLO FP Equity_DX_BROKER_SI_QTY_ADD,ALFLO FP Equity_DX_SUPPLY_SI_MV_DEC,ALFLO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALFLO FP Equity_DX_BROKER_SI_MV_ADD,ALFLO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALFLO FP Equity_DX_BROKER_SI_QTY_DEC,ALFLO FP Equity_DX_SUPPLY_SI_MV,ALFLO FP Equity_DX_BROKER_SI_MV_DEC,ALFLO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALFLO FP Equity_DX_UTILIZATION_QUANTITY,ALFLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALFLO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALFLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALFLO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALFLO FP Equity_DX_BROKER_SI_CON_RATIO,ALFLO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALFLO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALFLO FP Equity_PX_LAST
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,74025.48,0.08,0.0,0.0,,0.0,7.86
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73742.94,0.08,0.0,0.0,,0.0,7.83
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73837.12,0.07,0.0,0.0,,0.0,7.84
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73837.12,0.07,0.0,0.0,,0.0,7.84
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73771.19,0.07,0.0,0.0,,0.0,7.833
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73940.72,0.07,0.0,0.0,,0.0,7.851
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,74025.48,0.07,0.0,0.0,,0.0,7.86
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73968.97,0.07,0.0,0.0,,0.0,7.854
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,74100.82,0.07,0.0,0.0,,0.0,7.868
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73997.23,0.07,0.0,0.0,,0.0,7.857
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73742.94,0.07,0.0,0.0,,0.0,7.83
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,68751.4,0.07,0.0,0.0,,0.0,7.3
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,68280.5,0.07,0.0,0.0,,0.0,7.25
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67432.88,0.07,0.0,0.0,,0.0,7.16
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67432.88,0.07,0.0,0.0,,0.0,7.16
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67715.42,0.07,0.0,0.0,,0.0,7.19
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67715.42,0.07,0.0,0.0,,0.0,7.19
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67621.24,0.07,0.0,0.0,,0.0,7.18
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67734.26,0.07,0.0,0.0,,0.0,7.192
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67753.09,0.07,0.0,0.0,,0.0,7.194
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67771.93,0.07,0.0,0.0,,0.0,7.196
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67734.26,0.07,0.0,0.0,,0.0,7.192
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67734.26,0.07,0.0,0.0,,0.0,7.192
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67753.09,0.07,0.0,0.0,,0.0,7.194
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67753.09,0.07,0.0,0.0,,0.0,7.194
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67809.6,0.07,0.0,0.0,,0.0,7.2
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,67771.93,0.07,0.0,0.0,,0.0,7.196
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,68468.86,0.07,0.0,0.0,,0.0,7.27
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,68657.22,0.07,0.0,0.0,,0.0,7.29
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,69504.84,0.07,0.0,0.0,,0.0,7.38
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,70917.54,0.07,0.0,0.0,,0.0,7.53
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75344.0,0.07,0.0,0.0,,0.0,8.0
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75909.08,0.08,0.0,0.0,,0.0,8.06
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75805.48,0.08,0.0,0.0,,0.0,8.049
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75626.54,0.08,0.0,0.0,,0.0,8.03
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75720.72,0.08,0.0,0.0,,0.0,8.04
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75805.48,0.08,0.0,0.0,,0.0,8.049
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75814.9,0.08,0.0,0.0,,0.0,8.05
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75814.9,0.08,0.0,0.0,,0.0,8.05
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75805.48,0.08,0.0,0.0,,0.0,8.049
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75805.48,0.08,0.0,0.0,,0.0,8.049
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75833.74,0.08,0.0,0.0,,0.0,8.052
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75833.74,0.08,0.0,0.0,,0.0,8.052
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75843.15,0.08,0.0,0.0,,0.0,8.053
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75871.41,0.08,0.0,0.0,,0.0,8.056
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75861.99,0.08,0.0,0.0,,0.0,8.055
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75871.41,0.08,0.0,0.0,,0.0,8.056
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75880.83,0.08,0.0,0.0,,0.0,8.057
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75871.41,0.08,0.0,0.0,,0.0,8.056
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75890.24,0.08,0.0,0.0,,0.0,8.058
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75890.24,0.08,0.0,0.0,,0.0,8.058
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75965.59,0.08,0.0,0.0,,0.0,8.066
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75965.59,0.08,0.0,0.0,,0.0,8.066
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75946.75,0.08,0.0,0.0,,0.0,8.064
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75946.75,0.08,0.0,0.0,,0.0,8.064
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75946.75,0.08,0.0,0.0,,0.0,8.064
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,76003.26,0.08,0.0,0.0,,0.0,8.07
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,76003.26,0.08,0.0,0.0,,0.0,8.07
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75993.84,0.08,0.0,0.0,,0.0,8.069
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75956.17,0.08,0.0,0.0,,0.0,8.065
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75843.15,0.08,0.0,0.0,,0.0,8.053
2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75843.15,0.08,0.0,0.0,,0.0,8.053
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75532.36,0.08,0.0,0.0,,0.0,8.02
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,75438.18,0.08,0.0,0.0,,0.0,8.01
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,74590.56,0.08,0.0,0.0,,0.0,7.92
2023-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,74590.56,0.07,0.0,0.0,,0.0,7.92
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,74016.06,0.07,0.0,0.0,,0.0,7.859
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73460.4,0.07,0.0,0.0,,0.0,7.8
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73554.58,0.07,0.0,0.0,,0.0,7.81
2023-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73272.04,0.07,0.0,0.0,,0.0,7.78
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73272.04,0.07,0.0,0.0,,0.0,7.78
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73140.19,0.07,0.0,0.0,,0.0,7.766
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,72989.5,0.07,0.0,0.0,,0.0,7.75
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,72989.5,0.07,0.0,0.0,,0.0,7.75
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73083.68,0.07,0.0,0.0,,0.0,7.76
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,73036.59,0.07,0.0,0.0,,0.0,7.755
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,72980.08,0.07,0.0,0.0,,0.0,7.749
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,72706.96,0.07,0.0,0.0,,0.0,7.72
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,72330.24,0.07,0.0,0.0,,0.0,7.68
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,72612.78,0.07,0.0,0.0,,0.0,7.71
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,72575.11,0.07,0.0,0.0,,0.0,7.706
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,72575.11,0.07,0.0,0.0,,0.0,7.706
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,71200.08,0.07,0.0,0.0,,0.0,7.56
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,70635.0,0.07,0.0,0.0,,0.0,7.5
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,70635.0,0.07,0.0,0.0,,0.0,7.5
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,70540.82,0.07,0.0,0.0,,0.0,7.49
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,70446.64,0.07,0.0,0.0,,0.0,7.48
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,69881.56,0.07,0.0,0.0,,0.0,7.42
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,68035.63,0.07,0.0,0.0,,0.0,7.224
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,62629.7,0.07,0.0,0.0,,0.0,6.65
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,62723.88,0.06,0.0,0.0,,0.0,6.66
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,62723.88,0.06,0.0,0.0,,0.0,6.66
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,62723.88,0.06,0.0,0.0,,0.0,6.66
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,63477.32,0.06,0.0,0.0,,0.0,6.74
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,63288.96,0.06,0.0,0.0,,0.0,6.72
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,62629.7,0.06,0.0,0.0,,0.0,6.65
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,62629.7,0.06,0.0,0.0,,0.0,6.65
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,62441.34,0.06,0.0,0.0,,0.0,6.63
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,61876.26,0.06,0.0,0.0,,0.0,6.57
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,61687.9,0.06,0.0,0.0,,0.0,6.55
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,61593.72,0.06,0.0,0.0,,0.0,6.54
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,61499.54,0.06,0.0,0.0,,0.0,6.53
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,61217.0,0.06,0.0,0.0,,0.0,6.5
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,61264.09,0.06,0.0,0.0,,0.0,6.505
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,61217.0,0.06,0.0,0.0,,0.0,6.5
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,61273.51,0.06,0.0,0.0,,0.0,6.506
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9418.0,60934.46,0.06,0.0,0.0,,0.0,6.47
