,PAR FP Equity_DX_SI_QTY,PAR FP Equity_DX_SHORT_INTEREST_VALUE,PAR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PAR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PAR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PAR FP Equity_DX_SI_MV,PAR FP Equity_DX_DSS,PAR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PAR FP Equity_DX_SUPPLY_SI_QTY,PAR FP Equity_DX_BROKER_SI_QTY,PAR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PAR FP Equity_DX_SUPPLY_SI_QTY_INC_x,PAR FP Equity_DX_BROKER_SI_MV_INC_x,PAR FP Equity_DX_BROKER_SI_QTY_ADD,PAR FP Equity_DX_SUPPLY_SI_MV_DEC,PAR FP Equity_DX_BROKER_SI_QTY_INC,PAR FP Equity_DX_SUPPLY_SI_QTY_DEC,PAR FP Equity_DX_BROKER_SI_MV_INC_y,PAR FP Equity_DX_SUPPLY_SI_QTY_INC_y,PAR FP Equity_DX_BROKER_SI_MV_ADD,PAR FP Equity_DX_SUPPLY_SI_QTY_ADD,PAR FP Equity_DX_BROKER_SI_QTY_DEC,PAR FP Equity_DX_SUPPLY_SI_MV,PAR FP Equity_DX_BROKER_SI_MV_DEC,PAR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PAR FP Equity_DX_UTILIZATION_QUANTITY,PAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PAR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PAR FP Equity_DX_ACTIVE_UTILIZATION_MV,PAR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PAR FP Equity_DX_BROKER_SI_CON_RATIO,PAR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PAR FP Equity_DX_DEMAND_SUPPLY_RATIO,PAR FP Equity_PX_LAST
2012-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9
2012-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
2012-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
2012-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3
2012-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3
2012-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3
2012-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.37
2012-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6
2012-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9
2012-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3
2012-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1
2012-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59
2012-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.56
2012-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.56
2012-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2012-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.65
2012-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.66
2012-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6
2012-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.85
2012-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2012-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.99
2012-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1
2012-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1
2012-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1
2012-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2012-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2012-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.59
2012-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2012-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2012-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2012-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2012-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.45
2012-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.44
2012-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7
2012-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2
2012-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4
2012-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4
2012-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8
2012-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.36
2012-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.36
2012-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3
2012-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3
2012-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6
2012-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3
2012-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3
2012-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3
2012-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1
2012-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
2012-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.99
2012-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4
2012-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
2012-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.99
2012-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.99
2012-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3
2012-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8
2012-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.81
2012-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.81
2012-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5
2012-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.52
2012-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.52
2012-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.52
2012-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2012-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2012-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2012-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2012-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.51
2012-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.05
2012-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.05
2012-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.05
2012-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4
2012-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8
2012-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3
2012-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.29
2012-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.29
2012-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.65
2012-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.77
2012-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.76
2012-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6
2012-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
2012-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
2012-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
2012-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1
2012-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.11
2012-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2012-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2012-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2012-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.15
2012-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.05
2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.05
2012-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.05
2012-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.49
2012-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.38
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9
2012-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1
2012-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.59
2012-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4
2012-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1
2012-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5
2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5
2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.55
2012-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.54
2012-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.54
2012-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.54
2012-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.15
2012-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2
2012-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.21
2012-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.59
2012-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.59
2012-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.59
2012-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.59
2012-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.58
2012-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.59
2012-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.26
2012-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.24
2012-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.23
2012-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.24
2012-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.29
2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6
2012-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3
2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2
2012-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.41
2012-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.41
2012-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5
2012-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5
2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5
2012-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2
2012-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.11
2012-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.11
2012-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2
2012-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.09
2012-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.21
2012-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7
2012-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7
2012-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7
2012-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7
2012-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7
2012-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2
2012-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.29
2012-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.29
2012-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.29
2012-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.29
2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.29
2012-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.35
2012-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.35
2012-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.35
2012-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.35
2012-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.59
2012-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.06
2012-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.54
2012-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.37
2012-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.01
2012-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.44
2012-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.43
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.43
2012-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.44
2012-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6
2012-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6
2012-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.39
2012-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2012-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.59
2012-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.59
2012-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3
2012-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.39
2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.39
2012-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4
2012-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.96
2012-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.96
2012-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.91
2012-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.39
2012-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.81
2012-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.39
2012-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.07
2012-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.37
2012-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.35
2012-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.34
2012-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.76
2012-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9
2012-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.55
2012-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.55
2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2
2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2
2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2
2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.75
2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
2012-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.81
2012-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.84
2012-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8
2012-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8
2012-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.89
2012-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5
2012-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5
2012-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5
2012-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8
2012-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.83
2012-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.77
2012-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8
2012-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8
2012-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.43
2012-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
2012-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5
2012-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.75
2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.76
2012-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.24
2012-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5
2012-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.56
2012-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
2012-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.72
2012-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.11
2012-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.88
2012-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
2012-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6
2013-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2013-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6
2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.95
2013-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8
2013-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.18
2013-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.17
2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.18
2013-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6
2013-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7
2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9
2013-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3
2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2013-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.25
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4
2013-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.41
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.41
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.41
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.99
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2013-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1
2013-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2013-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2013-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2013-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.26
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9
2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.12
2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.88
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.87
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.49
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.49
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.02
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.79
2013-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.78
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.78
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.78
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.78
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8
2013-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8
