,SCR FP Equity_DX_SI_QTY,SCR FP Equity_DX_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SCR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SCR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SCR FP Equity_DX_SI_MV,SCR FP Equity_DX_DSS,SCR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY,SCR FP Equity_DX_BROKER_SI_QTY,SCR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SCR FP Equity_DX_BROKER_SI_MV_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_x,SCR FP Equity_DX_BROKER_SI_MV_INC_x,SCR FP Equity_DX_SUPPLY_SI_MV_NEW,SCR FP Equity_DX_BROKER_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_NEW,SCR FP Equity_DX_SUPPLY_SI_MV_DEC,SCR FP Equity_DX_BROKER_SI_QTY_INC,SCR FP Equity_DX_SUPPLY_SI_QTY_DEC,SCR FP Equity_DX_BROKER_SI_MV_NEW_y,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SCR FP Equity_DX_BROKER_SI_MV_INC_y,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_y,SCR FP Equity_DX_BROKER_SI_MV_ADD,SCR FP Equity_DX_SUPPLY_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_DEC,SCR FP Equity_DX_SUPPLY_SI_MV,SCR FP Equity_DX_BROKER_SI_MV_DEC,SCR FP Equity_DX_SUPPLY_SI_MV_RMV,SCR FP Equity_DX_BROKER_SI_MV_RMV,SCR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SCR FP Equity_DX_UTILIZATION_QUANTITY,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SCR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SCR FP Equity_DX_ACTIVE_UTILIZATION_MV,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SCR FP Equity_DX_BROKER_SI_CON_RATIO,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SCR FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-02-24,1130575.0,16332796.0,0.7,2.38,0.6,23.19,0.0,7662599.7,962259.0,530414.0,13901227.21,,,967.0,0.2,,,,0.58,10967.0,28253.0,,,0.2,967.0,,,11767.0,19.68,0.24,,,2.47,2.47,37919796.0,547806463.59,,778.68,2.46,15.1,0.1931,35.06,0.0291
2011-02-25,1164089.0,17180056.96,0.72,2.4,0.62,23.97,0.0,8227717.86,970704.0,557495.0,14326009.45,,,,0.74,,,,0.08,33709.0,3894.0,,,0.74,,,12339.0,6628.0,19.96,0.13,,,2.52,2.52,37562064.0,554354863.73,,779.52,2.5,14.54,0.1966,35.36,0.0302
2011-02-28,1183655.0,17667941.38,0.73,2.44,0.63,24.92,0.0,8798646.9,1001306.0,589461.0,14946091.31,,,63966.0,0.83,,,,0.62,31966.0,33364.0,,,0.83,63966.0,,,,21.1,,,,2.59,2.59,37635408.0,561768574.64,,793.84,2.59,14.2,0.2054,37.11,0.0306
2011-03-01,1236668.0,18645614.53,0.77,2.49,0.66,26.13,0.0,8610419.92,1056319.0,571085.0,15926438.54,,,30100.0,0.11,,,,0.49,5000.0,25087.0,,,0.11,30100.0,,50000.0,23376.0,22.25,0.39,,,2.72,2.72,37715212.0,568643568.86,,806.31,2.69,13.47,0.1749,33.35,0.0319
2011-03-02,1275107.0,18800626.19,0.79,2.52,0.68,27.44,0.0,9543812.5,1094758.0,647286.0,16141497.08,,,15527.0,0.66,,50000.0,,0.1,29510.0,6598.0,,,0.66,15527.0,1.13,29510.0,3309.0,23.4,0.04,,,2.8,2.8,38073200.0,561364654.85,,813.34,2.8,13.15,0.1637,31.76,0.0326
2011-03-03,1309679.0,19259877.3,0.81,2.56,0.7,27.89,0.0,9850797.7,1126314.0,669858.0,16563348.3,,,34424.0,0.46,,,,0.14,28456.0,5884.0,,,0.46,34424.0,,3016.0,5884.0,23.8,0.13,,,2.87,2.87,38144840.0,560950383.91,,799.8,2.89,12.76,0.1597,31.06,0.0334
2011-03-04,1456587.0,21746992.32,0.9,2.92,0.78,30.96,0.0,11822460.9,1227897.0,791854.0,18332627.32,,,85505.0,2.25,,16072.0,,0.1,105924.0,5000.0,,,2.25,85505.0,0.35,21078.0,,25.97,,,,3.11,3.11,38254264.0,571140059.29,,804.96,3.13,11.26,0.1558,31.21,0.0369
2011-03-07,1559753.0,23024879.43,0.97,3.19,0.83,33.34,0.0,12827553.05,1322170.0,868965.0,19517708.79,,,62206.0,1.8,,51007.0,,1.17,76104.0,55006.0,,,1.8,62206.0,1.08,87073.0,50000.0,28.11,1.1,,,3.33,3.33,38432968.0,567342684.52,,816.37,3.33,13.69,0.1494,30.21,0.0392
2011-03-08,1525162.0,22027832.38,0.95,3.12,0.81,32.05,0.0,12892452.4,1319147.0,892647.0,19052368.87,,,,0.98,,51000.0,,0.51,46304.0,22267.0,,,0.98,,1.07,19244.0,73622.0,27.36,1.65,,,3.34,3.34,38225300.0,552085943.14,,802.72,3.3,12.29,0.1306,26.96,0.0386
2011-03-09,1594973.0,23209396.77,0.99,2.98,0.85,33.0,0.0,14006606.03,1337603.0,962548.0,19464253.47,,,27189.0,1.27,,,,1.69,69901.0,79763.0,,,1.27,27189.0,,71030.0,,27.41,,,,3.39,3.39,38158356.0,555264838.04,,787.89,3.36,11.72,0.1458,30.58,0.0404
2011-03-10,1548007.0,22032261.73,0.96,2.8,0.82,32.12,0.0,13266336.21,1315181.0,932105.0,18718527.77,,,,0.36,,,,0.45,17000.0,22422.0,,,0.36,,,,47443.0,26.98,0.88,,,3.34,3.34,38003832.0,540895728.21,,786.88,3.31,11.59,0.1349,28.33,0.0394
2011-03-11,1489656.0,20105398.31,0.92,2.71,0.79,30.4,0.0,11833477.04,1366935.0,876770.0,18449073.23,,,87633.0,0.96,,,,1.73,44520.0,80399.0,,,0.96,87633.0,,44520.0,99855.0,27.44,2.28,,,3.39,3.39,38905268.0,525091638.19,,776.86,3.41,12.06,0.1265,25.39,0.037
2011-03-14,1468772.0,19144046.28,0.91,2.27,0.78,28.47,0.0,10891394.76,1244355.0,835611.0,16218984.1,,,9206.0,1.58,,,,3.19,107509.0,149957.0,,,1.58,9206.0,,18171.0,148668.0,23.78,3.12,,,3.12,3.12,38626604.0,503461050.99,,734.53,3.14,15.61,0.1383,26.15,0.0368
2011-03-15,1454641.0,18964960.25,0.9,2.08,0.77,27.72,0.0,10702188.91,1234476.0,820874.0,16094547.22,,,,,,5000.0,,0.21,,10485.0,,,,,0.09,606.0,19737.0,23.53,0.6,,,3.08,3.08,38813364.0,506031319.92,,721.14,3.16,14.91,0.1343,25.64,0.0363
2011-03-16,1930759.0,25294176.08,1.2,2.6,1.03,36.81,1.0,15792584.14,1436953.0,1205482.0,18825002.08,,,29832.0,7.57,,,,1.39,395182.0,74925.0,,,7.57,29832.0,,253157.0,10574.0,27.39,0.21,0.1,,3.6,3.6,38440672.0,503597355.32,5587.0,716.79,3.68,11.09,0.2279,43.42,0.0484
2011-03-17,1969694.0,26487668.57,1.22,2.55,1.05,36.96,1.0,15614337.9,1549845.0,1161124.0,20841704.7,,,95056.0,0.35,,,,2.4,18000.0,118879.0,,,0.35,95056.0,,136715.0,62358.0,29.01,1.28,,,3.84,3.84,38806728.0,521857582.8,,728.7,3.83,11.37,0.2477,46.0,0.0488
2011-03-18,1900614.0,25405502.26,1.18,2.41,1.01,36.28,1.0,14695422.89,1489041.0,1099381.0,19904007.07,,,27173.0,0.42,,5400.0,,1.83,22000.0,100523.0,,,0.42,27173.0,0.1,12546.0,89143.0,28.18,1.36,,,3.68,3.68,38971764.0,520935465.22,,743.98,3.65,9.09,0.2466,46.45,0.047
2011-03-21,1918128.0,25928679.31,1.19,2.34,1.02,36.79,1.0,14278179.01,1540291.0,1056258.0,20821192.01,,,88850.0,0.75,,,,1.24,39287.0,64559.0,,,0.75,88850.0,,26959.0,82410.0,29.39,1.59,,,3.8,3.8,38999692.0,527186145.65,,744.42,3.8,9.61,0.2714,49.14,0.0473
2011-03-22,1754678.0,24069741.43,1.09,2.14,0.93,33.94,0.0,14489186.58,1373431.0,1056258.0,18839997.44,,,,,,,,3.28,,166860.0,,,,,,,,26.34,,,,3.4,3.4,39043428.0,535577021.15,,756.15,3.37,10.25,0.3066,52.66,0.0434
2011-03-23,1612247.0,21918182.04,1.0,1.92,0.86,31.88,0.0,12961041.47,1167453.0,953382.0,15871294.77,,,,0.75,,6988.0,,3.14,38300.0,166453.0,,,0.75,,0.14,,148164.0,22.5,2.37,0.76,,2.86,2.86,39694204.0,539634925.14,39525.0,777.54,2.81,11.16,0.2627,47.83,0.0395
2011-03-24,1485491.0,19939853.88,0.92,1.76,0.79,28.75,0.0,11419357.05,1130274.0,850726.0,15171750.22,,,,,,37000.0,,0.75,,37179.0,,,,,0.72,,139656.0,21.56,3.26,,,2.79,2.79,39396752.0,528825471.25,,760.83,2.76,12.68,0.2723,48.72,0.0367
2011-03-25,1302952.0,17416555.9,0.81,1.54,0.69,25.07,0.0,8752028.13,1097434.0,654749.0,14669397.34,,,23500.0,,,,,1.11,,56340.0,,,,23500.0,,,195977.0,20.84,3.82,,,2.71,2.71,39362288.0,526155598.48,,755.25,2.68,15.36,0.2012,38.76,0.0322
2011-03-28,1164503.0,15606721.04,0.72,1.37,0.62,22.4,0.0,8791727.8,950235.0,655999.0,12735091.77,,,,0.44,,500.0,,2.82,23000.0,147199.0,,,0.44,,0.01,,22250.0,18.12,0.43,,,2.35,2.35,39470204.0,528981431.01,,754.3,2.35,15.4,0.2009,38.56,0.0288
2011-03-29,1188273.0,15946110.45,0.74,1.4,0.63,22.74,0.0,9122206.39,996850.0,679769.0,13377296.47,,39525.0,,0.51,0.76,,,,26090.0,,,39525.0,0.51,,,7090.0,2320.0,18.85,0.05,,,2.46,2.46,39557464.0,530844082.34,,756.55,2.43,15.02,0.1983,38.37,0.0293
2011-03-30,1109001.0,14897861.4,0.69,1.29,0.59,22.66,0.0,8066828.68,976850.0,600497.0,13122599.44,,,,,,,,0.38,,20000.0,,,,,,,79272.0,18.48,0.09,,,2.43,2.43,39293216.0,527848834.99,,751.64,2.4,15.11,0.2006,38.65,0.0275
2011-03-31,1131439.0,15238937.98,0.7,1.31,0.6,21.62,0.0,8390083.63,903478.0,622935.0,12168614.66,,,,0.6,,,,1.4,31422.0,73372.0,,,0.6,,,,8984.0,17.09,0.17,,,2.23,2.23,39615208.0,533562744.15,,758.76,2.2,16.09,0.1702,32.1,0.0279
2011-04-01,1183224.0,16234985.65,0.73,1.36,0.63,22.69,0.0,9099598.97,948976.0,663189.0,13020874.95,,,47911.0,0.44,,18232.0,,0.04,22022.0,2413.0,,,0.44,47911.0,0.36,,,18.03,,,,2.33,2.33,39725116.0,545067280.65,,766.49,2.3,15.14,0.1592,31.16,0.0291
2011-04-04,1269706.0,17243604.42,0.79,1.44,0.68,24.88,0.0,8823042.28,1043552.0,649671.0,14172255.53,,,640.0,0.76,,,,0.37,37020.0,18935.0,,,0.76,640.0,,112871.0,50538.0,20.39,0.91,,,24.04,2.56,3297934.0,44788533.16,,64.28,24.08,17.1,0.1416,25.23,0.0312
2011-04-05,1373630.0,18645345.56,0.85,1.53,0.73,26.47,0.0,10406104.41,1004272.0,766633.0,13631762.9,,,6700.0,2.51,,,,0.9,130000.0,45980.0,,,2.51,6700.0,,,13038.0,19.14,0.27,,,22.5,2.48,3458519.0,46945161.28,,67.2,22.17,17.82,0.1378,22.53,0.0339
2011-04-06,1249630.0,16988474.98,0.78,1.39,0.67,23.98,0.0,8804443.73,920372.0,647633.0,12512276.99,,,,0.21,,,,1.58,11000.0,83900.0,,,0.21,,,,130000.0,17.54,2.52,,,20.87,2.26,3489079.0,47433345.31,,67.15,20.71,15.84,0.1388,25.16,0.0308
2011-04-07,1390323.0,18823205.69,0.86,1.54,0.74,26.79,0.0,10547684.94,1141356.0,779075.0,15452509.06,,,101932.0,3.02,,,,0.29,155500.0,14771.0,,,3.02,101932.0,,133823.0,24058.0,21.81,0.41,,,2.87,2.87,38576844.0,522281419.08,,748.28,2.83,16.95,0.1251,21.19,0.035
2011-04-08,1344678.0,18356037.41,0.83,1.49,0.72,25.75,0.0,10284982.18,1137069.0,753430.0,15521991.95,,,,,,20000.0,,0.08,,4287.0,,,,,0.38,,45645.0,21.59,1.0,,,2.86,2.86,38641556.0,527491226.43,,744.97,2.82,16.15,0.1219,20.97,0.0338
2011-04-11,1309086.0,18003226.67,0.81,1.46,0.7,25.57,0.0,9840723.12,1127069.0,715558.0,15500034.9,,,30000.0,0.3,,,,0.76,15000.0,40000.0,,,0.3,30000.0,,,52872.0,21.95,0.98,,,2.91,2.91,37636096.0,517591027.09,,734.23,2.9,16.61,0.1275,21.85,0.0338
2011-04-12,1309446.0,17732823.18,0.81,1.47,0.7,25.39,0.0,9695128.55,1146429.0,715918.0,15525208.94,,,20000.0,,,10000.0,,0.01,,640.0,,,,20000.0,0.2,,9640.0,21.98,0.17,,,2.97,2.97,37470032.0,507427913.78,,731.64,2.92,16.69,0.1241,20.99,0.0339
2011-04-13,1402767.0,18942518.59,0.87,1.58,0.75,27.04,0.0,10958493.99,1145149.0,811519.0,15463727.2,,,1000.0,0.38,,78609.0,,0.04,20000.0,2280.0,,,0.38,1000.0,1.58,,3008.0,21.82,0.1,,,2.98,2.98,37230916.0,502754426.35,,720.07,2.94,15.22,0.109,18.98,0.0366
2011-04-14,2006448.0,26911601.52,1.24,2.28,1.07,38.52,1.0,19383829.79,1476241.0,1445200.0,19800169.02,,,364100.0,13.72,,,,0.64,714570.0,33008.0,,,13.72,364100.0,,,80889.0,28.14,1.62,,,3.84,3.84,36934204.0,495382178.11,,711.05,3.81,12.76,0.2863,50.07,0.0522
2011-04-15,2038548.0,27127808.53,1.26,2.3,1.09,38.9,1.0,19392898.95,1501611.0,1457300.0,19982563.91,,,,0.23,,,,,12100.0,,,,0.23,,,25370.0,,28.45,,,,3.89,3.89,37075160.0,493374618.47,,708.3,3.86,12.6,0.2768,49.18,0.0528
2011-04-18,1693695.0,21903561.88,1.05,1.9,0.9,32.43,0.0,9834414.06,1522338.0,760447.0,19687502.53,,,,0.27,,,,,13947.0,,,,0.27,,,20727.0,710800.0,29.06,13.63,,,3.93,3.93,37243104.0,481643172.59,,704.6,3.96,16.63,0.1909,36.64,0.0437
2011-04-19,2045695.0,26534636.42,1.27,2.28,1.09,37.83,1.0,18995289.47,1514558.0,1464447.0,19645277.46,,,,12.89,,,,0.14,704000.0,7780.0,,,12.89,,,,,27.87,,,,3.92,3.92,37082632.0,480997488.7,,683.12,3.92,13.2,0.2759,48.94,0.053
2011-04-20,2030545.0,27028425.76,1.26,2.36,1.08,37.62,1.0,18942027.44,1540811.0,1423044.0,20509614.77,,,40109.0,,,,,0.26,,13856.0,,,,40109.0,,,41403.0,28.42,0.79,,,4.01,4.01,36839476.0,490367385.18,,683.94,3.99,11.54,0.2856,50.24,0.0529
2011-04-21,2252154.0,30649164.98,1.4,2.64,1.2,42.88,1.0,21701758.56,1559234.0,1594683.0,21219339.4,,,37252.0,3.55,,,,0.61,171639.0,34097.0,,,3.55,37252.0,,15268.0,,29.46,,,,4.11,4.11,36356496.0,494769116.09,,694.47,4.07,19.36,0.2505,44.37,0.0594
2011-04-22,2252154.0,30649164.98,1.4,2.62,1.2,43.16,1.0,21701758.56,1559234.0,1594683.0,21219339.4,,,,,,,,,,,,,,,,,,29.85,,,,4.12,4.12,36247392.0,493284339.08,,704.31,4.07,19.38,0.2482,44.07,0.0596
2011-04-25,2260293.0,30759927.19,1.4,2.63,1.2,44.05,1.0,21701758.56,1567373.0,1594683.0,21330101.61,,,8139.0,,,,,,,,,,,8139.0,,,,30.38,,,,4.27,4.27,35139796.0,478211261.24,,681.44,4.27,19.41,0.2514,44.46,0.0616
2011-04-26,2194331.0,30454431.51,1.36,2.56,1.17,42.88,1.0,21216639.15,1547373.0,1528721.0,21475504.4,,,,,,,,0.39,,20000.0,,,,,,,65962.0,30.03,1.24,,,4.2,4.2,35293860.0,489832410.02,,687.43,4.19,19.75,0.2647,45.85,0.0596
2011-04-27,2239766.0,31626642.36,1.39,2.91,1.19,44.13,1.0,22145989.5,1501946.0,1568356.0,21208246.3,,,,1.1,,,,0.89,55000.0,51227.0,,,1.1,,,5800.0,15365.0,29.15,0.25,,,3.98,3.98,36250168.0,511870927.14,,719.2,3.9,18.37,0.2527,44.95,0.0593
2011-04-28,2487266.0,35879862.65,1.54,3.4,1.32,50.09,1.0,26120343.13,1507086.0,1810716.0,21740352.13,,,5000.0,,,242360.0,,3.7,,200000.0,,,,5000.0,4.83,200140.0,,29.96,,,,4.02,4.02,36006424.0,519407874.98,,727.65,3.96,15.03,0.1849,36.69,0.0663
2011-04-29,2502766.0,36182400.11,1.55,3.57,1.33,51.56,1.0,26249742.41,1518886.0,1815716.0,21958481.53,,,11800.0,0.11,,,,,5000.0,,,,0.11,11800.0,,,,30.88,,,,3.92,3.92,37204056.0,537857730.22,,767.16,3.87,15.03,0.1825,36.38,0.0646
2011-05-02,2537934.0,36335032.86,1.57,3.82,1.35,52.53,1.0,26201174.91,1539667.0,1830103.0,22043067.72,,,32755.0,0.95,,,,0.09,46000.0,11974.0,,,0.95,32755.0,,,31613.0,31.7,0.66,,,3.97,3.97,37202100.0,532614136.5,,765.17,3.98,14.38,0.1806,36.2,0.0655
2011-05-03,4150791.0,59993292.27,2.58,6.4,2.21,84.96,1.0,37621764.15,2379668.0,2602959.0,34394436.59,,,40988.0,18.63,,11400.0,,,920182.0,,,,18.63,40988.0,0.24,799013.0,158726.0,48.73,3.47,,,6.16,6.16,36267468.0,524190403.14,,743.45,6.15,8.2,0.3366,56.29,0.1074
2011-05-04,5375551.0,78241666.15,3.34,8.64,2.86,111.78,1.0,55352655.4,2704273.0,3802974.0,39360955.79,,,41088.0,2.26,,1119063.0,,1.46,92352.0,61510.0,,,2.26,41088.0,24.01,345027.0,11400.0,55.61,0.24,,,6.98,6.98,36032772.0,524460491.08,,745.03,6.95,21.34,0.2492,44.0,0.1388
2011-05-05,5918884.0,86710019.3,3.67,9.15,3.15,124.58,1.0,61518616.93,2939454.0,4199302.0,43062190.96,,,97729.0,8.25,,50000.0,,0.14,366328.0,6677.0,,,8.25,97729.0,1.05,144129.0,20000.0,61.46,0.41,,,7.44,7.44,36580848.0,535899341.19,,766.85,7.42,19.94,0.2536,45.1,0.1498
2011-05-06,7015948.0,104478340.33,4.35,11.12,3.73,149.48,1.0,70763364.85,3266962.0,4751914.0,48650127.92,,,158092.0,11.83,,16734.0,,6.37,535878.0,307256.0,,,11.83,158092.0,0.37,476672.0,,69.36,,,,8.08,8.08,37154208.0,553283745.58,,785.66,8.11,15.5,0.188,37.98,0.1736
2011-05-09,7448931.0,109516382.28,4.62,11.71,3.96,159.79,1.0,78097386.37,3139941.0,5311918.0,46164339.41,,,6507.0,14.98,,,,5.12,668873.0,240121.0,,,14.98,6507.0,,106593.0,108869.0,66.52,2.32,,,7.77,7.77,37289036.0,548234413.96,,791.97,7.75,19.96,0.1946,36.19,0.1842
2011-05-10,8493216.0,124720936.93,5.27,13.49,4.52,179.62,1.0,79786035.18,4132289.0,5433250.0,60681720.06,,,46177.0,1.22,,18122.0,,0.32,103210.0,16000.0,,,1.22,46177.0,0.4,962171.0,,86.31,,,,10.02,10.02,37117272.0,545058660.93,,776.3,10.01,18.08,0.162,32.08,0.2059
2011-05-11,8503602.0,125141677.56,5.28,13.43,4.53,180.8,1.0,80110256.93,4157008.0,5443636.0,61175835.22,,,82780.0,0.82,,524.0,,1.26,37919.0,59479.0,,,0.82,82780.0,0.01,1418.0,28057.0,87.74,0.63,,,36.22,10.08,7320183.0,107726111.91,,154.14,36.27,17.64,0.1598,31.94,0.2061
2011-05-12,8941911.0,131153226.09,5.55,14.04,4.76,189.38,1.0,90741027.07,4435310.0,6186643.0,65053791.66,,,194069.0,5.09,,500100.0,,0.53,242907.0,25286.0,,,5.09,194069.0,10.5,109519.0,,93.1,,,,37.12,10.83,7512806.0,110192188.66,,157.92,37.09,17.03,0.1503,31.03,0.2183
2011-05-13,9049624.0,130988678.09,5.61,14.27,4.82,192.69,1.0,99875229.61,4426566.0,6900087.0,64072278.45,,,17577.0,16.44,,,,15.94,713968.0,757340.0,,,16.44,17577.0,,731019.0,524.0,92.7,0.0,,,10.73,10.73,36822016.0,532979845.42,,769.56,10.75,16.65,0.1456,31.07,0.2194
2011-05-16,9019832.0,129861990.7,5.6,14.34,4.8,189.7,1.0,95759927.91,4639134.0,6651203.0,66791396.6,,,,,,,,0.98,,44772.0,,,,,,257340.0,248884.0,95.86,5.25,,,47.69,11.35,5088503.0,73261134.94,,104.92,47.74,16.65,0.1474,31.01,0.2207
2011-05-17,8620848.0,123483177.98,5.35,13.72,4.59,180.04,1.0,90382685.73,4850953.0,6309972.0,69484010.47,,,75954.0,0.11,,,,4.41,5700.0,210436.0,,,0.11,75954.0,,346301.0,346931.0,99.65,7.64,,,11.89,11.89,35942004.0,514825557.42,,737.22,11.91,13.26,0.1501,32.72,0.2113
2011-05-18,9158526.0,131794625.45,5.68,14.91,4.87,189.59,1.0,82217854.56,6206614.0,5713392.0,89315504.2,,,675793.0,7.91,,8800.0,,6.27,393673.0,305651.0,,,7.91,675793.0,0.18,985519.0,999053.0,126.84,21.45,,,15.33,15.33,34272112.0,493188550.68,,700.31,15.33,11.21,0.1412,32.04,0.2263
2011-05-19,11683299.0,171320897.03,7.25,19.04,6.22,243.58,2.0,127376957.81,6346490.0,8686524.0,93063300.0,,,359872.0,55.88,,385000.0,,9.58,2652860.0,471887.0,,,55.88,359872.0,8.02,251891.0,64728.0,130.57,1.43,,,15.92,15.92,33527102.0,491632816.18,,690.77,15.9,11.13,0.2017,40.94,0.293
2011-05-20,17802376.0,260550332.62,11.05,28.87,9.48,377.18,2.0,185749334.63,11676682.0,12691519.0,170896479.15,,,2266474.0,87.78,,33819.0,,2.92,4022309.0,141424.0,,,87.78,2266474.0,0.71,3205142.0,51133.0,245.41,0.84,,,29.52,29.52,27878058.0,408015047.24,,583.86,29.59,21.77,0.1554,29.73,0.4501
2011-05-23,19231898.0,275945399.36,11.94,31.47,10.24,405.0,3.0,190291074.15,12763724.0,13262256.0,183137978.19,,23988.0,839727.0,19.37,0.5,,,3.97,958180.0,188419.0,,23988.0,19.37,839727.0,,411746.0,387443.0,267.32,8.39,,,32.88,32.88,26060740.0,373927799.9,,541.82,33.04,21.16,0.1375,26.29,0.4954
2011-05-24,30843320.0,436820631.78,19.15,50.36,16.43,638.01,4.0,285203424.82,19540372.0,20137832.0,276741856.66,,,1723122.0,122.04,,1010000.0,,1.23,5932164.0,58135.0,,,122.04,1723122.0,22.38,5111662.0,66589.0,398.66,2.14,,,50.28,50.28,19325788.0,273702796.06,,393.93,50.3,15.92,0.102,19.39,0.7936
2011-05-25,33066248.0,474063352.22,20.53,53.18,17.61,677.87,4.0,318084288.56,21640658.0,22186600.0,310257241.03,,,1139048.0,52.3,,188000.0,,12.6,2524488.0,603733.0,,,52.3,1139048.0,3.81,1564970.0,663718.0,435.98,15.11,,,55.69,55.69,17217358.0,246841384.9,,345.1,55.82,14.47,0.0924,18.28,0.851
2011-05-26,34419876.0,491173615.94,21.38,54.56,18.33,681.89,4.0,325110329.0,22780264.0,22782692.0,325075681.3,,,570083.0,8.34,,,,4.23,621790.0,209412.0,,,8.34,570083.0,,778935.0,25700.0,439.98,1.98,,,61.08,61.08,14513872.0,207113790.64,,280.78,61.04,13.75,0.087,17.36,0.9229
2011-05-27,36129188.0,517976033.34,22.44,57.44,19.25,711.73,4.0,356575317.56,22716064.0,24871376.0,325675094.71,,,205899.0,19.0,,1500000.0,,9.13,968884.0,470295.0,,,19.0,205899.0,28.88,200195.0,380200.0,434.85,7.5,,,60.72,60.72,14692824.0,210647709.38,,283.49,60.54,13.08,0.0823,16.51,0.9658
2011-05-30,37175728.0,524850304.74,23.09,59.1,19.8,732.45,4.0,340113674.36,22339848.0,24090628.0,315396003.29,,,,0.04,,,,6.99,2100.0,388017.0,,,0.04,,,11802.0,782846.0,431.49,15.35,,,57.72,57.72,16361056.0,230986874.76,,315.78,57.74,12.69,0.0926,20.69,0.9606
2011-05-31,25243784.0,360978784.2,15.68,40.78,13.45,497.64,3.0,245128427.28,16274462.0,17142196.0,232720082.94,,,47450.0,0.26,,,,120.43,13170.0,6170336.0,,,0.26,47450.0,,57500.0,6961604.0,309.7,137.35,,,43.72,43.72,20946826.0,299533531.99,,400.62,43.6,15.5,0.0971,19.12,0.6782
2011-06-01,21701242.0,308793180.91,13.48,34.26,11.56,431.24,3.0,206555034.66,15027025.0,14516191.0,213823837.79,,,14267.0,0.44,,,,23.76,20477.0,1263158.0,,,0.44,14267.0,,1454.0,2646481.0,290.91,51.71,,,40.55,40.55,22027624.0,313437363.76,,424.71,40.65,17.84,0.1178,21.97,0.5857
2011-06-02,20106728.0,282079994.1,12.49,31.61,10.71,392.86,3.0,190034014.06,12805308.0,13545669.0,179647389.92,,,46135.0,0.0,,,,49.56,15500.0,2529056.0,,,0.0,46135.0,,261204.0,986022.0,244.95,22.71,,,34.77,34.77,24025436.0,337056076.21,,458.26,34.83,19.41,0.1296,24.27,0.5459
2011-06-03,15855733.0,223617601.1,9.85,25.4,8.45,306.64,2.0,147803357.47,9302774.0,10480081.0,131199485.1,,,36412.0,,,23140.0,,68.94,,3578745.0,,,,36412.0,0.46,39799.0,3088728.0,175.26,61.85,,,25.19,25.19,27626822.0,389628386.26,,521.59,25.15,18.82,0.1409,23.37,0.4294
2011-06-06,11805225.0,165135773.04,7.33,19.34,6.29,231.58,2.0,90897711.91,7805264.0,6498095.0,109182866.43,,,447266.0,,,,,37.06,,1987699.0,,,,447266.0,,42923.0,3981986.0,148.16,74.56,,,21.06,21.06,29250328.0,409164207.02,,554.94,21.07,18.86,0.1262,20.59,0.3186
2011-06-07,12171190.0,171563290.27,7.56,20.47,6.48,237.05,2.0,102163308.43,7360778.0,7247757.0,103756435.7,,,154117.0,7.05,,900000.0,,12.14,391139.0,636703.0,,,7.05,154117.0,17.12,38100.0,541477.0,139.03,10.78,,,19.62,19.62,30165170.0,425203765.34,,570.55,19.59,14.67,0.1176,21.99,0.3243
2011-06-08,9980913.0,140134555.23,6.2,17.17,5.32,191.9,2.0,84610264.13,6130277.0,6026263.0,86070647.13,,,33512.0,,,,,24.42,,1296909.0,,,,33512.0,,32896.0,1221494.0,116.77,27.79,,,16.12,16.12,31897480.0,447848726.14,,607.92,16.11,16.24,0.1441,27.61,0.2625
2011-06-09,8209557.0,116237988.16,5.1,14.47,4.37,156.8,1.0,62608790.59,5379385.0,4421880.0,76165972.16,,,28671.0,0.06,,,,21.33,3541.0,1117751.0,,,0.06,28671.0,,338188.0,1607924.0,102.44,32.01,,,14.07,14.07,32846120.0,465063694.37,,625.35,14.08,19.85,0.1821,32.84,0.2148
2011-06-10,5909311.0,82836810.86,3.67,10.56,3.15,115.03,1.0,47435280.95,4318609.0,3383880.0,60538326.2,,,77144.0,,,10200.0,,22.06,,1161933.0,,,,77144.0,0.2,24013.0,1048200.0,82.68,18.19,,,11.38,11.38,33639220.0,471555094.09,,643.07,11.39,24.37,0.1949,30.42,0.1557
