,RIO FP Equity_DX_SI_QTY,RIO FP Equity_DX_SHORT_INTEREST_VALUE,RIO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RIO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RIO FP Equity_DX_SI_MV,RIO FP Equity_DX_DSS,RIO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RIO FP Equity_DX_SUPPLY_SI_QTY,RIO FP Equity_DX_BROKER_SI_QTY,RIO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RIO FP Equity_DX_BROKER_SI_MV_NEW_x,RIO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RIO FP Equity_DX_SUPPLY_SI_QTY_INC_x,RIO FP Equity_DX_BROKER_SI_MV_INC_x,RIO FP Equity_DX_SUPPLY_SI_MV_NEW,RIO FP Equity_DX_BROKER_SI_QTY_ADD,RIO FP Equity_DX_BROKER_SI_QTY_NEW,RIO FP Equity_DX_SUPPLY_SI_MV_DEC,RIO FP Equity_DX_BROKER_SI_QTY_INC,RIO FP Equity_DX_SUPPLY_SI_QTY_DEC,RIO FP Equity_DX_BROKER_SI_MV_NEW_y,RIO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RIO FP Equity_DX_BROKER_SI_MV_INC_y,RIO FP Equity_DX_SUPPLY_SI_QTY_INC_y,RIO FP Equity_DX_BROKER_SI_MV_ADD,RIO FP Equity_DX_SUPPLY_SI_QTY_ADD,RIO FP Equity_DX_BROKER_SI_QTY_DEC,RIO FP Equity_DX_SUPPLY_SI_MV,RIO FP Equity_DX_BROKER_SI_MV_DEC,RIO FP Equity_DX_SUPPLY_SI_MV_RMV,RIO FP Equity_DX_BROKER_SI_MV_RMV,RIO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RIO FP Equity_DX_UTILIZATION_QUANTITY,RIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RIO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RIO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RIO FP Equity_DX_ACTIVE_UTILIZATION_MV,RIO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RIO FP Equity_DX_BROKER_SI_CON_RATIO,RIO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RIO FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2007-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.12,0.0,,0.0,,0.0
2007-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.13,0.0,,0.0,,0.0
2007-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.13,0.0,,0.0,,0.0
2007-04-19,8500.0,149770.0,0.37,0.45,0.15,,149770.0,0.0,8500.0,0.0,,,,,,8500.0,,,,,,,,,0.15,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1918
2007-04-20,8500.0,151980.0,0.38,0.45,0.15,,151980.0,0.0,8500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7583
2007-04-23,8500.0,153595.0,0.39,0.45,0.15,,153595.0,0.0,8500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7357
2007-04-24,8500.0,150280.0,0.4,0.45,0.15,,150280.0,0.0,8500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7328
2007-04-25,1020.0,18278.4,0.05,0.05,0.02,,18278.4,0.0,1020.0,0.0,,,,,,,,,,,,,,,,,7480.0,0.0,0.13,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0895
2007-04-26,1020.0,18380.4,0.05,0.05,0.02,,18380.4,0.0,1020.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0904
2007-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1020.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.21,0.0,,0.0,,0.0
2007-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.2,0.0,,0.0,,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.2,0.0,,0.0,,0.0
2007-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.2,0.0,,0.0,,0.0
2007-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.2,0.0,,0.0,,0.0
2007-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.2,0.0,,0.0,,0.0
2007-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.21,0.0,,0.0,,0.0
2007-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.21,0.0,,,,0.0
2007-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.21,0.0,,,,0.0
2007-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.21,0.0,,,,0.0
2007-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.21,0.0,,,,0.0
2007-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.21,0.0,,,,0.0
2007-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.21,0.0,,,,0.0
2007-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.21,0.0,,,,0.0
2007-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.21,0.0,,,,0.0
2007-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.3,0.0,,0.0,,0.0
2007-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.3,0.0,,0.0,,0.0
2007-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.3,0.0,,0.0,,0.0
2007-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.31,0.0,,0.0,,0.0
2007-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.31,0.0,,0.0,,0.0
2007-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.3,0.0,,0.0,,0.0
2007-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.37,0.0,,0.0,,0.0
2007-05-29,5000.0,100000.0,0.14,0.17,0.1,0.0,100000.0,0.0,5000.0,0.0,,,,,,5000.0,,,,,,,,,0.1,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.256
2007-05-30,5000.0,98550.0,0.14,0.17,0.1,0.0,98550.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2557
2007-05-31,5000.0,101400.0,0.13,0.17,0.1,0.0,101400.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2623
2007-06-01,10745.0,222528.95,0.29,0.37,0.22,,222528.95,0.0,10745.0,0.0,,,,,,5745.0,,,,,,,,,0.12,,,0.0,,,,0.0,0.0,18925.0,391936.75,,0.38,0.0,46.2,0.5029,53.8,0.5678
2007-06-04,10745.0,221454.45,0.27,0.37,0.22,0.0,221454.45,5835.0,10745.0,120259.35,,,,,,,,,,,,,,,,5835.0,,0.12,,,,28.7,28.7,14493.0,298700.73,,0.3,28.7,45.59,0.5039,54.41,0.5286
2007-06-05,10745.0,217801.15,0.27,0.37,0.22,0.0,217801.15,5845.0,10745.0,118478.15,,,10.0,,,,,,,,,,,10.0,,,,0.12,,,,27.63,27.63,15306.0,310252.62,,0.31,27.63,45.89,0.5034,54.11,0.508
2007-06-06,10745.0,212643.55,0.26,0.37,0.22,0.0,212643.55,0.0,10745.0,0.0,,,,,,,,0.12,,5845.0,,,,,,,,0.0,,,,0.0,0.0,20863.0,412878.77,,0.42,0.0,46.2,0.5029,53.8,0.515
2007-06-07,10745.0,210602.0,0.25,0.37,0.21,0.0,210602.0,0.0,10745.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20824.0,408150.4,,0.41,0.0,46.82,0.502,53.18,0.516
2007-06-08,5912.0,115697.84,0.14,0.2,0.12,0.0,115697.84,898.0,5912.0,17573.86,,,,,,,,,,,,,,,,898.0,4833.0,0.02,0.1,,,4.41,4.41,19485.0,381321.45,,0.39,4.41,15.11,0.7434,84.89,0.29
2007-06-11,5912.0,118712.96,0.14,0.2,0.12,0.0,118712.96,897.0,5912.0,18011.76,,,,,,,,0.0,,1.0,,,,,,,,0.02,,,,4.57,4.57,18715.0,375797.2,,0.37,4.57,15.11,0.7434,84.89,0.3015
2007-06-12,5912.0,119599.76,0.14,0.2,0.12,0.0,119599.76,917.0,5912.0,18550.91,,,20.0,,,,,,,,,,,20.0,,,,0.02,,,,4.46,4.46,19634.0,397195.82,,0.39,4.46,15.44,0.7389,84.56,0.2877
2007-06-13,5912.0,120604.8,0.13,0.2,0.12,0.0,120604.8,922.0,5912.0,18808.8,,,5.0,,,,,,,,,,,5.0,,,,0.02,,,,4.42,4.42,19906.0,406082.4,,0.4,4.42,15.6,0.7366,84.4,0.2838
2007-06-14,50000.0,1039000.0,1.12,1.72,0.98,1.0,1039000.0,0.0,50000.0,0.0,,,,,,50000.0,,0.02,,922.0,,,,,0.98,,5912.0,0.0,0.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.3975
2007-06-15,50000.0,1067500.0,1.11,1.39,0.98,1.0,1067500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.3472
2007-06-18,50000.0,1072000.0,1.1,1.39,0.98,1.0,1072000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2978
2007-06-19,50000.0,1073000.0,1.08,1.39,0.98,1.0,1073000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.8118
2007-06-20,50000.0,1057500.0,1.06,1.39,0.99,1.0,1057500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.7924
2007-06-21,50000.0,1060000.0,1.03,1.39,0.98,1.0,1060000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.6108
2007-06-22,50000.0,1053000.0,1.08,1.39,0.98,1.0,1053000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.6177
2007-06-25,50000.0,1044500.0,1.08,1.39,0.98,1.0,1044500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.6466
2007-06-26,50000.0,1036000.0,1.07,1.39,0.98,1.0,1036000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.6991
2007-06-27,50000.0,1020500.0,1.07,1.39,0.98,1.0,1020500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.7161
2007-06-28,50000.0,1046500.0,1.09,1.39,0.98,1.0,1046500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.7427
2007-06-29,50000.0,1049500.0,1.06,1.39,0.98,1.0,1049500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.5254
2007-07-02,50000.0,1055000.0,1.06,1.39,0.98,1.0,1055000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2704
2007-07-03,50700.0,1082952.0,1.12,1.41,1.0,1.0,1082952.0,0.0,50700.0,0.0,,,,,,700.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.48,0.9709,98.52,2.3021
2007-07-04,50700.0,1096641.0,1.09,1.41,1.0,1.0,1096641.0,0.0,50700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.48,0.9709,98.52,2.2504
2007-07-05,50700.0,1088022.0,1.18,1.41,1.0,1.0,1088022.0,0.0,50700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.48,0.9709,98.52,2.2296
2007-07-06,50700.0,1102218.0,1.21,1.41,1.0,1.0,1102218.0,0.0,50700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.48,0.9709,98.52,2.439
2007-07-09,50700.0,1116921.0,1.23,1.41,1.0,1.0,1116921.0,0.0,50700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.48,0.9709,98.52,2.3271
