,ALCRB FP Equity_DX_SI_QTY,ALCRB FP Equity_DX_SHORT_INTEREST_VALUE,ALCRB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCRB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCRB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCRB FP Equity_DX_SI_MV,ALCRB FP Equity_DX_DSS,ALCRB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCRB FP Equity_DX_SUPPLY_SI_QTY,ALCRB FP Equity_DX_BROKER_SI_QTY,ALCRB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCRB FP Equity_DX_BROKER_SI_MV_NEW_x,ALCRB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALCRB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCRB FP Equity_DX_BROKER_SI_MV_INC_x,ALCRB FP Equity_DX_SUPPLY_SI_MV_NEW,ALCRB FP Equity_DX_BROKER_SI_QTY_ADD,ALCRB FP Equity_DX_BROKER_SI_QTY_NEW,ALCRB FP Equity_DX_SUPPLY_SI_MV_DEC,ALCRB FP Equity_DX_BROKER_SI_QTY_INC,ALCRB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCRB FP Equity_DX_BROKER_SI_MV_NEW_y,ALCRB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALCRB FP Equity_DX_BROKER_SI_MV_INC_y,ALCRB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCRB FP Equity_DX_BROKER_SI_MV_ADD,ALCRB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCRB FP Equity_DX_BROKER_SI_QTY_DEC,ALCRB FP Equity_DX_SUPPLY_SI_MV,ALCRB FP Equity_DX_BROKER_SI_MV_DEC,ALCRB FP Equity_DX_SUPPLY_SI_MV_RMV,ALCRB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCRB FP Equity_DX_UTILIZATION_QUANTITY,ALCRB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCRB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCRB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALCRB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCRB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCRB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCRB FP Equity_DX_BROKER_SI_CON_RATIO,ALCRB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCRB FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,10890.0,,0.01,0.0,,0.0,,0.0
2019-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,73800.0,,0.08,0.0,,0.0,,0.0
2019-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,74000.0,,0.07,0.0,,0.0,,0.0
2019-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,73600.0,,0.07,0.0,,0.0,,0.0
2019-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,71000.0,,0.07,0.0,,0.0,,0.0
2019-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,75200.0,,0.07,0.0,,0.0,,0.0
2019-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,74000.0,,0.08,0.0,,0.0,,0.0
2019-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,75000.0,,0.07,0.0,,0.0,,0.0
2019-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,75000.0,,0.07,0.0,,0.0,,0.0
2019-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,85020.0,,0.09,0.0,,0.0,,0.0
2019-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87620.0,,0.09,0.0,,0.0,,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,89440.0,,0.09,0.0,,0.0,,0.0
2019-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88920.0,,0.09,0.0,,0.0,,0.0
2019-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,89440.0,,0.09,0.0,,0.0,,0.0
2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87880.0,,0.09,0.0,,0.0,,0.0
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86840.0,,0.09,0.0,,0.0,,0.0
2019-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,89180.0,,0.09,0.0,,0.0,,0.0
2019-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88920.0,,0.09,0.0,,0.0,,0.0
2019-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,89180.0,,0.09,0.0,,0.0,,0.0
2019-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88400.0,,0.09,0.0,,0.0,,0.0
2019-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88400.0,,0.09,0.0,,0.0,,0.0
2019-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88140.0,,0.09,0.0,,0.0,,0.0
2019-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88400.0,,0.09,0.0,,0.0,,0.0
2019-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88660.0,,0.09,0.0,,0.0,,0.0
2019-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88140.0,,0.09,0.0,,0.0,,0.0
2019-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86840.0,,0.09,0.0,,0.0,,0.0
2019-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86840.0,,0.09,0.0,,0.0,,0.0
2019-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86840.0,,0.09,0.0,,0.0,,0.0
2019-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87100.0,,0.09,0.0,,0.0,,0.0
2019-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88400.0,,0.09,0.0,,0.0,,0.0
2019-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88400.0,,0.09,0.0,,0.0,,0.0
2019-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86840.0,,0.09,0.0,,0.0,,0.0
2019-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87620.0,,0.09,0.0,,0.0,,0.0
2019-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88140.0,,0.09,0.0,,0.0,,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87620.0,,0.09,0.0,,0.0,,0.0
2019-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86580.0,,0.09,0.0,,0.0,,0.0
2019-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,85800.0,,0.09,0.0,,0.0,,0.0
2019-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87100.0,,0.09,0.0,,0.0,,0.0
2019-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87620.0,,0.09,0.0,,0.0,,0.0
2019-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86840.0,,0.09,0.0,,0.0,,0.0
2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87620.0,,0.09,0.0,,0.0,,0.0
2019-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86840.0,,0.09,0.0,,0.0,,0.0
2019-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86840.0,,0.09,0.0,,0.0,,0.0
2019-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87100.0,,0.09,0.0,,0.0,,0.0
2019-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86320.0,,0.09,0.0,,0.0,,0.0
2019-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,85540.0,,0.09,0.0,,0.0,,0.0
2019-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,85800.0,,0.09,0.0,,0.0,,0.0
2019-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87620.0,,0.09,0.0,,0.0,,0.0
2019-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87620.0,,0.09,0.0,,0.0,,0.0
2019-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,89180.0,,0.09,0.0,,0.0,,0.0
2019-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88660.0,,0.09,0.0,,0.0,,0.0
2019-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,89180.0,,0.09,0.0,,0.0,,0.0
2019-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88400.0,,0.09,0.0,,0.0,,0.0
2019-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87360.0,,0.09,0.0,,0.0,,0.0
2019-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,89180.0,,0.09,0.0,,0.0,,0.0
2019-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,88400.0,,0.09,0.0,,0.0,,0.0
2019-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87100.0,,0.09,0.0,,0.0,,0.0
2019-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,89180.0,,0.09,0.0,,0.0,,0.0
2019-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86580.0,,0.09,0.0,,0.0,,0.0
2019-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,87620.0,,0.09,0.0,,0.0,,0.0
2019-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86580.0,,0.09,0.0,,0.0,,0.0
2019-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,86320.0,,0.09,0.0,,0.0,,0.0
2019-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,83720.0,,0.09,0.0,,0.0,,0.0
2019-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,79300.0,,0.08,0.0,,0.0,,0.0
2019-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,79300.0,,0.08,0.0,,0.0,,0.0
2019-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,76700.0,,0.08,0.0,,0.0,,0.0
2019-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,78260.0,,0.08,0.0,,0.0,,0.0
2019-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,82160.0,,0.08,0.0,,0.0,,0.0
2019-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,80340.0,,0.08,0.0,,0.0,,0.0
2019-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,75920.0,,0.08,0.0,,0.0,,0.0
2019-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,78780.0,,0.08,0.0,,0.0,,0.0
2019-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,78000.0,,0.08,0.0,,0.0,,0.0
2019-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,77740.0,,0.08,0.0,,0.0,,0.0
2019-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,76440.0,,0.08,0.0,,0.0,,0.0
2019-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,76700.0,,0.08,0.0,,0.0,,0.0
2019-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,76440.0,,0.08,0.0,,0.0,,0.0
2019-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,80080.0,,0.08,0.0,,0.0,,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,84500.0,,0.08,0.0,,0.0,,0.0
2019-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,84500.0,,0.08,0.0,,0.0,,0.0
2019-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,83980.0,,0.08,0.0,,0.0,,0.0
2019-10-04,12000.0,78240.0,0.24,1.35,0.17,0.08,0.0,0.0,12000.0,0.0,78240.0,,,,,,,,,,,,,,,,12000.0,,0.08,,,92.31,92.31,1000.0,6520.0,,0.01,92.38,,0.0,,0.9231
2019-10-07,12000.0,81600.0,0.24,1.34,0.17,0.08,0.0,0.0,12000.0,0.0,81600.0,,,,,,,,,,,,,,,,,,0.08,,,92.31,92.31,1000.0,6800.0,,0.01,92.31,,0.0,,0.9231
2019-10-08,12000.0,84000.0,0.24,1.26,0.17,0.08,0.0,0.0,12000.0,0.0,84000.0,,,,,,,,,,,,,,,,,,0.08,,,92.31,92.31,1000.0,7000.0,,0.01,92.32,,0.0,,0.9231
2019-10-09,12000.0,89040.0,0.24,1.18,0.17,0.08,0.0,0.0,12000.0,0.0,89040.0,,,,,,,,,,,,,,,,,,0.08,,,92.31,92.31,1000.0,7420.0,,0.01,92.31,,0.0,,0.9231
2019-10-10,12000.0,89760.0,0.24,1.1,0.17,0.09,0.0,0.0,12000.0,0.0,89760.0,,,,,,,,,,,,,,,,,,0.09,,,92.31,92.31,1000.0,7480.0,,0.01,92.33,,0.0,,0.9231
2019-10-11,12000.0,86160.0,0.24,1.06,0.17,0.09,0.0,0.0,12000.0,0.0,86160.0,,,,,,,,,,,,,,,,,,0.09,,,92.31,92.31,1000.0,7180.0,,0.01,92.35,,0.0,,0.9231
2019-10-14,12000.0,83040.0,0.24,1.03,0.17,0.09,0.0,0.0,12000.0,0.0,83040.0,,,,,,,,,,,,,,,,,,0.09,,,92.31,92.31,1000.0,6920.0,,0.01,92.34,,0.0,,0.9231
2019-10-15,12000.0,84000.0,0.24,1.0,0.17,0.08,0.0,0.0,12000.0,0.0,84000.0,,,,,,,,,,,,,,,,,,0.08,,,92.31,92.31,1000.0,7000.0,,0.01,92.34,,0.0,,0.9231
2019-10-16,12000.0,87360.0,0.24,0.99,0.17,0.08,0.0,0.0,12000.0,0.0,87360.0,,,,,,,,,,,,,,,,,,0.08,,,92.31,92.31,1000.0,7280.0,,0.01,92.34,,0.0,,0.9231
2019-10-17,12000.0,86400.0,0.24,0.99,0.17,0.09,0.0,0.0,12000.0,0.0,86400.0,,,,,,,,,,,,,,,,,,0.09,,,92.31,92.31,1000.0,7200.0,,0.01,92.31,,0.0,,0.9231
2019-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.09,,12000.0,,,,,,,,0.0,,,0.0,0.0,13000.0,91520.0,,0.09,0.0,,0.0,,0.0
2019-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13000.0,92300.0,,0.09,0.0,,0.0,,0.0
