,ANX FP Equity_DX_SI_QTY,ANX FP Equity_DX_SHORT_INTEREST_VALUE,ANX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANX FP Equity_DX_SI_MV,ANX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANX FP Equity_DX_SUPPLY_SI_QTY,ANX FP Equity_DX_BROKER_SI_QTY,ANX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANX FP Equity_DX_BROKER_SI_MV_NEW_x,ANX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANX FP Equity_DX_BROKER_SI_MV_INC_x,ANX FP Equity_DX_BROKER_SI_QTY_ADD,ANX FP Equity_DX_BROKER_SI_QTY_NEW,ANX FP Equity_DX_SUPPLY_SI_MV_DEC,ANX FP Equity_DX_BROKER_SI_QTY_INC,ANX FP Equity_DX_SUPPLY_SI_QTY_DEC,ANX FP Equity_DX_BROKER_SI_MV_NEW_y,ANX FP Equity_DX_BROKER_SI_MV_INC_y,ANX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANX FP Equity_DX_BROKER_SI_MV_ADD,ANX FP Equity_DX_SUPPLY_SI_QTY_ADD,ANX FP Equity_DX_BROKER_SI_QTY_DEC,ANX FP Equity_DX_SUPPLY_SI_MV,ANX FP Equity_DX_BROKER_SI_MV_DEC,ANX FP Equity_DX_BROKER_SI_MV_RMV,ANX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANX FP Equity_DX_UTILIZATION_QUANTITY,ANX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANX FP Equity_DX_ACTIVE_UTILIZATION_MV,ANX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANX FP Equity_DX_BROKER_SI_CON_RATIO,ANX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANX FP Equity_DX_DEMAND_SUPPLY_RATIO,ANX FP Equity_PX_LAST
2017-03-15,42600.0,2347686.0,2.75,1.29,2.36,2347686.0,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,55.11
2017-03-16,42600.0,2332989.0,2.7,1.29,2.36,2332989.0,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,54.765
2017-03-17,42600.0,2333202.0,2.7,1.26,2.33,2333202.0,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,54.77
2017-03-20,42600.0,2333202.0,2.68,1.26,2.34,2333202.0,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,54.77
2017-03-21,42600.0,2298057.0,2.34,1.26,2.33,2298057.0,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,53.945
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.145
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.12
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.915
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.72
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.125
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.32
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.31
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.345
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.72
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.435
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.48
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.585
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.98
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.095
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.165
2017-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9297.3,0.0,0.0,,0.0,,0.0,54.69
2017-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9367.85,0.0,0.0,,0.0,,0.0,55.105
2017-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9312.6,0.0,0.0,,0.0,,0.0,54.78
2017-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9408.65,0.0,0.0,,0.0,,0.0,55.345
2017-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9357.65,0.0,0.0,,0.0,,0.0,55.045
2017-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9366.15,0.0,0.0,,0.0,,0.0,55.095
2017-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9441.8,0.0,0.0,,0.0,,0.0,55.54
2017-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9463.9,0.0,0.0,,0.0,,0.0,55.67
2017-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9459.65,0.0,0.0,,0.0,,0.0,55.645
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9459.65,0.0,0.0,,0.0,,0.0,
2017-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9557.4,0.0,0.0,,0.0,,0.0,56.22
2017-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9514.05,0.0,0.0,,0.0,,0.0,55.965
2017-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9507.25,0.0,0.0,,0.0,,0.0,55.925
2017-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9458.8,0.0,0.0,,0.0,,0.0,55.64
2017-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9544.65,0.0,0.0,,0.0,,0.0,56.145
2017-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9646.65,0.0,0.0,,0.0,,0.0,56.745
2017-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9647.5,0.0,0.0,,0.0,,0.0,56.75
2017-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9612.65,0.0,0.0,,0.0,,0.0,56.545
2017-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9626.25,0.0,0.0,,0.0,,0.0,56.625
2017-05-15,16000.0,903200.0,2.18,0.46,0.91,903200.0,0.0,16000.0,0.0,,,,16000.0,,,,,,,,0.91,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,94.1176,56.45
2017-05-16,16000.0,897840.0,2.0,0.46,0.9,897840.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,94.1176,56.115
2017-05-17,16000.0,879280.0,1.55,0.46,0.9,879280.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,94.1176,54.955
2017-05-18,16000.0,880720.0,1.71,0.46,0.88,880720.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,94.1176,55.045
2017-05-19,16000.0,880880.0,1.89,0.53,0.88,880880.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,94.1176,55.055
2017-05-22,16000.0,881280.0,1.95,0.53,0.88,881280.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,94.1176,55.08
2017-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,16000.0,0.0,0.88,,0.0,0.0,170.0,9395.05,0.0,0.0,,0.0,,0.0,55.265
2017-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9458.8,0.0,0.0,,0.0,,0.0,55.64
2017-05-25,18600.0,1041786.0,0.88,0.61,1.03,1041786.0,0.0,18600.0,0.0,,,,18600.0,,,,,,,,1.03,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.83,0.5,50.17,109.4118,56.01
2017-05-26,18600.0,1047924.0,0.89,0.61,1.05,1047924.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.85,0.5,50.15,109.4118,56.34
2017-05-29,18600.0,1049319.0,0.9,0.61,1.05,1049319.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,109.4118,56.415
2017-05-30,18600.0,1048668.0,0.9,0.61,1.05,1048668.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,109.4118,56.38
2017-05-31,18600.0,1040670.0,0.9,0.61,1.05,1040670.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,109.4118,55.95
2017-06-01,18600.0,1045971.0,0.9,0.61,1.04,1045971.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,109.4118,56.235
2017-06-02,18600.0,1050993.0,0.91,0.61,1.05,1050993.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,109.4118,56.505
2017-06-05,18600.0,1057317.0,0.92,0.61,1.05,1057317.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,109.4118,56.845
2017-06-06,18600.0,1055736.0,0.91,0.61,1.06,1055736.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,109.4118,56.76
2017-06-07,18600.0,1055736.0,0.92,0.61,1.06,1055736.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,109.4118,56.76
2017-06-08,18600.0,1059363.0,0.91,0.61,1.06,1059363.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,109.4118,56.955
2017-06-09,18600.0,1063548.0,0.89,0.61,1.06,1063548.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.5,50.1,109.4118,57.18
2017-06-12,18600.0,1031463.0,0.91,0.61,1.06,1031463.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,109.4118,55.455
2017-06-13,18600.0,1034997.0,0.85,0.6,1.03,1034997.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,109.4118,55.645
2017-06-14,18600.0,1034346.0,0.85,0.6,1.03,1034346.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,109.4118,55.61
2017-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,18600.0,0.0,1.04,,0.0,0.0,170.0,9418.0,0.0,0.0,,0.0,,0.0,55.4
2017-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9381.45,0.0,0.0,,0.0,,0.0,55.185
2017-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9547.2,0.0,0.0,,0.0,,0.0,56.16
2017-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9564.2,0.0,0.0,,0.0,,0.0,56.26
2017-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9563.35,0.0,0.0,,0.0,,0.0,56.255
2017-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9594.8,0.0,0.0,,0.0,,0.0,56.44
2017-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9561.65,0.0,0.0,,0.0,,0.0,56.245
2017-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9536.15,0.0,0.0,,0.0,,0.0,56.095
2017-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9417.15,0.0,0.0,,0.0,,0.0,55.395
2017-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9305.8,0.0,0.0,,0.0,,0.0,54.74
2017-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9137.5,0.0,0.0,,0.0,,0.0,53.75
2017-06-30,25000.0,1347750.0,0.83,0.9,1.35,1347750.0,0.0,25000.0,0.0,,,,25000.0,,,,,,,,1.35,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,147.0588,53.91
2017-07-03,25000.0,1346500.0,0.82,0.9,1.35,1346500.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,147.0588,53.86
2017-07-04,25000.0,1336750.0,1.46,0.9,1.35,1336750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,147.0588,53.47
2017-07-05,25000.0,1352000.0,1.47,0.9,1.34,1352000.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,147.0588,54.08
2017-07-06,25000.0,1340375.0,1.47,0.96,1.35,1340375.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,147.0588,53.615
2017-07-07,25000.0,1350000.0,1.4,0.96,1.34,1350000.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.82,0.5,50.18,147.0588,54.0
2017-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,25000.0,0.0,1.35,,0.0,0.0,170.0,9232.7,0.0,0.0,,0.0,,0.0,54.31
2017-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9208.9,0.0,0.0,,0.0,,0.0,54.17
2017-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9351.7,0.0,0.0,,0.0,,0.0,55.01
2017-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9413.75,0.0,0.0,,0.0,,0.0,55.375
2017-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9391.65,0.0,0.0,,0.0,,0.0,55.245
2017-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9429.9,0.0,0.0,,0.0,,0.0,55.47
2017-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9372.1,0.0,0.0,,0.0,,0.0,55.13
2017-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9496.2,0.0,0.0,,0.0,,0.0,55.86
2017-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9403.55,0.0,0.0,,0.0,,0.0,55.315
2017-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9378.05,0.0,0.0,,0.0,,0.0,55.165
2017-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9409.5,0.0,0.0,,0.0,,0.0,55.35
2017-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9426.5,0.0,0.0,,0.0,,0.0,55.45
2017-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9456.25,0.0,0.0,,0.0,,0.0,55.625
2017-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9520.85,0.0,0.0,,0.0,,0.0,56.005
2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9292.2,0.0,0.0,,0.0,,0.0,54.66
2017-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9246.3,0.0,0.0,,0.0,,0.0,54.39
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9238.65,0.0,0.0,,0.0,,0.0,54.345
2017-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9165.55,0.0,0.0,,0.0,,0.0,53.915
2017-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9185.95,0.0,0.0,,0.0,,0.0,54.035
2017-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9306.65,0.0,0.0,,0.0,,0.0,54.745
2017-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9306.65,0.0,0.0,,0.0,,0.0,54.745
2017-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9391.65,0.0,0.0,,0.0,,0.0,55.245
2017-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9298.15,0.0,0.0,,0.0,,0.0,54.695
2017-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9220.8,0.0,0.0,,0.0,,0.0,54.24
2017-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9139.2,0.0,0.0,,0.0,,0.0,53.76
2017-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9282.0,0.0,0.0,,0.0,,0.0,54.6
2017-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9344.05,0.0,0.0,,0.0,,0.0,54.965
2017-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9395.9,0.0,0.0,,0.0,,0.0,55.27
2017-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9250.55,0.0,0.0,,0.0,,0.0,54.415
2017-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9192.75,0.0,0.0,,0.0,,0.0,54.075
2017-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9075.45,0.0,0.0,,0.0,,0.0,53.385
2017-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9237.8,0.0,0.0,,0.0,,0.0,54.34
2017-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9199.55,0.0,0.0,,0.0,,0.0,54.115
2017-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9119.65,0.0,0.0,,0.0,,0.0,53.645
2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9080.55,0.0,0.0,,0.0,,0.0,53.415
2017-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9055.05,0.0,0.0,,0.0,,0.0,53.265
2017-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9005.75,0.0,0.0,,0.0,,0.0,52.975
2017-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9179.15,0.0,0.0,,0.0,,0.0,53.995
2017-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9311.75,0.0,0.0,,0.0,,0.0,54.775
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9347.45,0.0,0.0,,0.0,,0.0,54.985
2017-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9289.65,0.0,0.0,,0.0,,0.0,54.645
2017-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9250.55,0.0,0.0,,0.0,,0.0,54.415
2017-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9194.45,0.0,0.0,,0.0,,0.0,54.085
2017-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9198.7,0.0,0.0,,0.0,,0.0,54.11
2017-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9153.65,0.0,0.0,,0.0,,0.0,53.845
2017-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9250.55,0.0,0.0,,0.0,,0.0,54.415
2017-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9274.35,0.0,0.0,,0.0,,0.0,54.555
2017-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9334.7,0.0,0.0,,0.0,,0.0,54.91
2017-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9353.4,0.0,0.0,,0.0,,0.0,55.02
2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,170.0,9296.45,0.0,0.0,,0.0,,0.0,54.685
