,ALDLS FP Equity_DX_SI_QTY,ALDLS FP Equity_DX_SHORT_INTEREST_VALUE,ALDLS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDLS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDLS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDLS FP Equity_DX_SI_MV,ALDLS FP Equity_DX_DSS,ALDLS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDLS FP Equity_DX_SUPPLY_SI_QTY,ALDLS FP Equity_DX_BROKER_SI_QTY,ALDLS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDLS FP Equity_DX_BROKER_SI_QTY_ADD,ALDLS FP Equity_DX_SUPPLY_SI_MV_DEC,ALDLS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDLS FP Equity_DX_BROKER_SI_MV_ADD,ALDLS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDLS FP Equity_DX_BROKER_SI_QTY_DEC,ALDLS FP Equity_DX_SUPPLY_SI_MV,ALDLS FP Equity_DX_BROKER_SI_MV_DEC,ALDLS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDLS FP Equity_DX_UTILIZATION_QUANTITY,ALDLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDLS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDLS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDLS FP Equity_DX_BROKER_SI_CON_RATIO,ALDLS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDLS FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,26838.0,175970.48,0.28,0.0,0.0,,0.0
2007-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,26838.0,174472.15,0.28,0.0,0.0,,0.0
2007-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,26838.0,176136.96,0.28,0.0,0.0,,0.0
2007-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19073.0,124347.31,0.2,0.0,0.0,,0.0
2007-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19073.0,123637.43,0.2,0.0,0.0,,0.0
2007-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19073.0,123755.75,0.2,0.0,0.0,,0.0
2007-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19073.0,123045.87,0.2,0.0,0.0,,0.0
2007-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19073.0,122335.99,0.2,0.0,0.0,,0.0
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19619.0,119387.97,0.19,0.0,0.0,,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19619.0,121335.17,0.19,0.0,0.0,,0.0
2007-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19619.0,120361.57,0.19,0.0,0.0,,0.0
2007-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19619.0,119144.57,0.19,0.0,0.0,,0.0
2007-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19619.0,119266.27,0.19,0.0,0.0,,0.0
2007-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12647.0,76490.38,0.12,0.0,0.0,,0.0
2007-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12372.0,75978.34,0.12,0.0,0.0,,0.0
2007-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12272.0,76049.35,0.12,0.0,0.0,,0.0
2007-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17172.0,105455.87,0.17,0.0,0.0,,0.0
2007-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17097.0,105207.39,0.17,0.0,0.0,,0.0
2007-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17673.0,108422.96,0.17,0.0,0.0,,0.0
2007-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17710.0,108649.95,0.18,0.0,0.0,,0.0
2007-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17750.0,108785.24,0.18,0.0,0.0,,0.0
2007-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17749.0,109219.51,0.18,0.0,0.0,,0.0
2007-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,26028.0,164524.15,0.27,0.0,0.0,,0.0
2007-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,32836.0,208372.58,0.34,0.0,0.0,,0.0
2007-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,32833.0,208557.21,0.34,0.0,0.0,,0.0
2007-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,33359.0,210863.73,0.34,0.0,0.0,,0.0
2007-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,33474.0,211798.3,0.34,0.0,0.0,,0.0
2007-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,34324.0,216750.62,0.35,0.0,0.0,,0.0
2007-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,34324.0,216963.54,0.35,0.0,0.0,,0.0
2007-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,34324.0,217176.46,0.35,0.0,0.0,,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7998.0,50704.56,0.08,0.0,0.0,,0.0
2007-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7998.0,50605.33,0.08,0.0,0.0,,0.0
2007-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7998.0,51002.23,0.08,0.0,0.0,,0.0
2007-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8970.0,57200.55,0.09,0.0,0.0,,0.0
2007-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8970.0,56977.98,0.09,0.0,0.0,,0.0
2007-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8970.0,56977.98,0.09,0.0,0.0,,0.0
2007-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8970.0,56977.98,0.09,0.0,0.0,,0.0
2007-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9518.0,60517.96,0.1,0.0,0.0,,0.0
2007-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10684.0,67534.04,0.11,0.0,0.0,,0.0
2007-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13120.0,83420.42,0.13,0.0,0.0,,0.0
2007-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12815.0,81640.14,0.13,0.0,0.0,,0.0
2007-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12815.0,81799.13,0.13,0.0,0.0,,0.0
2007-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13590.0,86746.01,0.14,0.0,0.0,,0.0
2007-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13590.0,88769.24,0.14,0.0,0.0,,0.0
2007-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,27469.0,178915.03,0.29,0.0,0.0,,0.0
2007-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,27469.0,178744.64,0.29,0.0,0.0,,0.0
2007-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,27387.0,176682.07,0.28,0.0,0.0,,0.0
2007-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22177.0,144033.71,0.23,0.0,0.0,,0.0
2007-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23507.0,152525.89,0.25,0.0,0.0,,0.0
2007-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23507.0,153692.44,0.25,0.0,0.0,,0.0
2007-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23507.0,154567.35,0.25,0.0,0.0,,0.0
2007-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23507.0,155296.44,0.25,0.0,0.0,,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17185.0,113530.83,0.18,0.0,0.0,,0.0
2007-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,18315.0,121564.11,0.2,0.0,0.0,,0.0
2007-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,18200.0,120687.91,0.19,0.0,0.0,,0.0
2007-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,18355.0,121829.61,0.2,0.0,0.0,,0.0
2007-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,18630.0,123886.03,0.2,0.0,0.0,,0.0
2007-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15083.0,101889.7,0.16,0.0,0.0,,0.0
2007-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14500.0,98311.17,0.16,0.0,0.0,,0.0
2007-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14084.0,95228.56,0.15,0.0,0.0,,0.0
2007-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14184.0,95728.73,0.15,0.0,0.0,,0.0
2007-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11106.0,75092.9,0.12,0.0,0.0,,0.0
2007-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8871.0,60861.46,0.1,0.0,0.0,,0.0
2007-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8871.0,62457.29,0.1,0.0,0.0,,0.0
2007-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8871.0,65483.85,0.1,0.0,0.0,,0.0
2007-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8871.0,66309.28,0.1,0.0,0.0,,0.0
2007-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1465.0,11405.02,0.02,0.0,0.0,,0.0
2007-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2070.0,16667.09,0.03,0.0,0.0,,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,16351.59,0.03,0.0,0.0,,0.0
2007-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4131.0,34081.72,0.05,0.0,0.0,,0.0
2007-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4647.0,38252.36,0.06,0.0,0.0,,0.0
2007-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1037.0,8452.57,0.01,0.0,0.0,,0.0
2007-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1337.0,10781.75,0.02,0.0,0.0,,0.0
2007-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,222.0,1827.42,0.0,0.0,0.0,,0.0
2007-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,371.0,3060.84,0.0,0.0,0.0,,0.0
2007-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,125.0,1032.83,0.0,0.0,0.0,,0.0
2007-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4630.0,39893.11,0.06,0.0,0.0,,0.0
2007-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,9211.73,0.01,0.0,0.0,,0.0
2007-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1380.0,13070.4,0.02,0.0,0.0,,0.0
2007-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1380.0,13061.66,0.02,0.0,0.0,,0.0
2007-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3103.0,28878.67,0.05,0.0,0.0,,0.0
2007-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4008.0,37351.98,0.06,0.0,0.0,,0.0
2007-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4908.0,45397.6,0.07,0.0,0.0,,0.0
2007-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8990.0,83382.6,0.13,0.0,0.0,,0.0
2007-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9274.0,85429.57,0.13,0.0,0.0,,0.0
2007-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8151.0,76065.29,0.12,0.0,0.0,,0.0
2007-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7993.0,73781.16,0.12,0.0,0.0,,0.0
2007-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7993.0,74135.39,0.12,0.0,0.0,,0.0
2007-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9864.0,91801.24,0.14,0.0,0.0,,0.0
2007-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9864.0,91801.24,0.15,0.0,0.0,,0.0
