,IQEC FP Equity_DX_SI_QTY,IQEC FP Equity_DX_SHORT_INTEREST_VALUE,IQEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IQEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IQEC FP Equity_DX_SI_MV,IQEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IQEC FP Equity_DX_SUPPLY_SI_QTY,IQEC FP Equity_DX_BROKER_SI_QTY,IQEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IQEC FP Equity_DX_SUPPLY_SI_MV,IQEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IQEC FP Equity_DX_UTILIZATION_QUANTITY,IQEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IQEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IQEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IQEC FP Equity_DX_ACTIVE_UTILIZATION_MV,IQEC FP Equity_DX_BROKER_SI_CON_RATIO,IQEC FP Equity_DX_DEMAND_SUPPLY_RATIO,IQEC FP Equity_PX_LAST
2024-08-23,,,,,,,,,,,,,,,,,,,23.525
2024-08-26,,,,,,,,,,,,,,,,,,,23.565
2024-08-27,,,,,,,,,,,,,,,,,,,23.49
2024-08-28,,,,,,,,,,,,,,,,,,,23.5
2024-08-29,,,,,,,,,,,,,,,,,,,23.635
2024-08-30,,,,,,,,,,,,,,,,,,,23.505
2024-09-02,,,,,,,,,,,,,,,,,,,23.47
2024-09-03,,,,,,,,,,,,,,,,,,,23.515
2024-09-04,,,,,,,,,,,,,,,,,,,23.525
2024-09-05,,,,,,,,,,,,,,,,,,,23.565
2024-09-06,,,,,,,,,,,,,,,,,,,23.61
2024-09-09,,,,,,,,,,,,,,,,,,,23.535
2024-09-10,,,,,,,,,,,,,,,,,,,23.63
2024-09-11,,,,,,,,,,,,,,,,,,,23.63
2024-09-12,,,,,,,,,,,,,,,,,,,23.62
2024-09-13,,,,,,,,,,,,,,,,,,,23.655
2024-09-16,,,,,,,,,,,,,,,,,,,23.665
2024-09-17,,,,,,,,,,,,,,,,,,,23.655
2024-09-18,,,,,,,,,,,,,,,,,,,23.635
2024-09-19,,,,,,,,,,,,,,,,,,,23.68
2024-09-20,,,,,,,,,,,,,,,,,,,23.52
2024-09-23,,,,,,,,,,,,,,,,,,,23.7
2024-09-24,,,,,,,,,,,,,,,,,,,23.725
2024-09-25,,,,,,,,,,,,,,,,,,,23.705
2024-09-26,,,,,,,,,,,,,,,,,,,23.7
2024-09-27,,,,,,,,,,,,,,,,,,,23.76
2024-09-30,,,,,,,,,,,,,,,,,,,23.77
2024-10-01,,,,,,,,,,,,,,,,,,,23.815
2024-10-02,,,,,,,,,,,,,,,,,,,23.72
2024-10-03,,,,,,,,,,,,,,,,,,,23.8
2024-10-04,,,,,,,,,,,,,,,,,,,23.765
2024-10-07,,,,,,,,,,,,,,,,,,,23.73
2024-10-08,,,,,,,,,,,,,,,,,,,23.705
2024-10-09,,,,,,,,,,,,,,,,,,,23.705
2024-10-10,,,,,,,,,,,,,,,,,,,23.71
2024-10-11,,,,,,,,,,,,,,,,,,,23.715
2024-10-14,,,,,,,,,,,,,,,,,,,23.735
2024-10-15,,,,,,,,,,,,,,,,,,,23.755
2024-10-16,,,,,,,,,,,,,,,,,,,23.81
2024-10-17,,,,,,,,,,,,,,,,,,,23.815
2024-10-18,,,,,,,,,,,,,,,,,,,23.755
2024-10-21,,,,,,,,,,,,,,,,,,,23.8
2024-10-22,,,,,,,,,,,,,,,,,,,23.86
2024-10-23,,,,,,,,,,,,,,,,,,,23.785
2024-10-24,,,,,,,,,,,,,,,,,,,23.83
2024-10-25,,,,,,,,,,,,,,,,,,,23.82
2024-10-28,,,,,,,,,,,,,,,,,,,23.78
2024-10-29,,,,,,,,,,,,,,,,,,,23.79
2024-10-30,,,,,,,,,,,,,,,,,,,23.72
2024-10-31,,,,,,,,,,,,,,,,,,,23.7
2024-11-01,,,,,,,,,,,,,,,,,,,23.685
2024-11-04,,,,,,,,,,,,,,,,,,,23.725
2024-11-05,,,,,,,,,,,,,,,,,,,23.695
2024-11-06,,,,,,,,,,,,,,,,,,,23.76
2024-11-07,,,,,,,,,,,,,,,,,,,23.775
2024-11-08,,,,,,,,,,,,,,,,,,,23.81
2024-11-11,,,,,,,,,,,,,,,,,,,23.71
2024-11-12,,,,,,,,,,,,,,,,,,,23.76
2024-11-13,,,,,,,,,,,,,,,,,,,23.79
2024-11-14,,,,,,,,,,,,,,,,,,,23.865
2024-11-15,,,,,,,,,,,,,,,,,,,23.845
2024-11-18,,,,,,,,,,,,,,,,,,,23.825
2024-11-19,,,,,,,,,,,,,,,,,,,23.82
2024-11-20,,,,,,,,,,,,,,,,,,,23.82
2024-11-21,,,,,,,,,,,,,,,,,,,23.84
2024-11-22,,,,,,,,,,,,,,,,,,,23.87
2024-11-25,,,,,,,,,,,,,,,,,,,23.935
2024-11-26,,,,,,,,,,,,,,,,,,,23.925
2024-11-27,,,,,,,,,,,,,,,,,,,23.945
2024-11-28,,,,,,,,,,,,,,,,,,,24.005
2024-11-29,,,,,,,,,,,,,,,,,,,24.035
2024-12-02,,,,,,,,,,,,,,,,,,,24.035
2024-12-03,,,,,,,,,,,,,,,,,,,24.03
2024-12-04,,,,,,,,,,,,,,,,,,,24.035
2024-12-05,,,,,,,,,,,,,,,,,,,23.85
2024-12-06,,,,,,,,,,,,,,,,,,,24.105
2024-12-09,,,,,,,,,,,,,,,,,,,24.035
2024-12-10,,,,,,,,,,,,,,,,,,,24.05
2024-12-11,,,,,,,,,,,,,,,,,,,24.035
2024-12-12,,,,,,,,,,,,,,,,,,,24.02
2024-12-13,,,,,,,,,,,,,,,,,,,23.965
2024-12-16,,,,,,,,,,,,,,,,,,,23.965
2024-12-17,,,,,,,,,,,,,,,,,,,23.96
2024-12-18,,,,,,,,,,,,,,,,,,,23.945
2024-12-19,,,,,,,,,,,,,,,,,,,23.89
2024-12-20,,,,,,,,,,,,,,,,,,,23.905
2024-12-23,,,,,,,,,,,,,,,,,,,23.96
2024-12-24,,,,,,,,,,,,,,,,,,,23.905
2024-12-27,,,,,,,,,,,,,,,,,,,23.905
2024-12-30,,,,,,,,,,,,,,,,,,,23.925
2024-12-31,,,,,,,,,,,,,,,,,,,23.925
2025-01-02,,,,,,,,,,,,,,,,,,,23.91
2025-01-03,,,,,,,,,,,,,,,,,,,23.85
2025-01-06,,,,,,,,,,,,,,,,,,,23.83
2025-01-07,,,,,,,,,,,,,,,,,,,23.79
2025-01-08,,,,,,,,,,,,,,,,,,,23.78
2025-01-09,,,,,,,,,,,,,,,,,,,23.78
2025-01-10,,,,,,,,,,,,,,,,,,,23.74
2025-01-13,,,,,,,,,,,,,,,,,,,23.705
2025-01-14,,,,,,,,,,,,,,,,,,,23.72
2025-01-15,,,,,,,,,,,,,,,,,,,23.765
2025-01-16,,,,,,,,,,,,,,,,,,,23.79
2025-01-17,,,,,,,,,,,,,,,,,,,23.815
2025-01-20,,,,,,,,,,,,,,,,,,,23.86
2025-01-21,,,,,,,,,,,,,,,,,,,23.93
2025-01-22,,,,,,,,,,,,,,,,,,,23.855
2025-01-23,,,,,,,,,,,,,,,,,,,23.85
2025-01-24,,,,,,,,,,,,,,,,,,,23.81
2025-01-27,,,,,,,,,,,,,,,,,,,23.82
2025-01-28,,,,,,,,,,,,,,,,,,,23.84
2025-01-29,,,,,,,,,,,,,,,,,,,23.845
2025-01-30,,,,,,,,,,,,,,,,,,,23.915
2025-01-31,,,,,,,,,,,,,,,,,,,23.985
2025-02-03,,,,,,,,,,,,,,,,,,,24.04
2025-02-04,,,,,,,,,,,,,,,,,,,23.965
2025-02-05,,,,,,,,,,,,,,,,,,,24.085
2025-02-06,,,,,,,,,,,,,,,,,,,24.085
2025-02-07,,,,,,,,,,,,,,,,,,,24.06
2025-02-10,,,,,,,,,,,,,,,,,,,24.065
2025-02-11,,,,,,,,,,,,,,,,,,,23.99
2025-02-12,,,,,,,,,,,,,,,,,,,24.035
2025-02-13,,,,,,,,,,,,,,,,,,,24.09
2025-02-14,,,,,,,,,,,,,,,,,,,23.935
2025-02-17,,,,,,,,,,,,,,,,,,,24.055
2025-02-18,,,,,,,,,,,,,,,,,,,24.065
2025-02-19,,,,,,,,,,,,,,,,,,,23.97
2025-02-20,,,,,,,,,,,,,,,,,,,24.055
2025-02-21,,,,,,,,,,,,,,,,,,,24.105
2025-02-24,,,,,,,,,,,,,,,,,,,24.125
2025-02-25,,,,,,,,,,,,,,,,,,,24.115
2025-02-26,,,,,,,,,,,,,,,,,,,24.145
2025-02-27,,,,,,,,,,,,,,,,,,,24.165
2025-02-28,,,,,,,,,,,,,,,,,,,24.18
2025-03-03,,,,,,,,,,,,,,,,,,,24.145
2025-03-04,,,,,,,,,,,,,,,,,,,24.125
2025-03-05,,,,,,,,,,,,,,,,,,,23.99
2025-03-06,,,,,,,,,,,,,,,,,,,23.89
2025-03-07,,,,,,,,,,,,,,,,,,,23.92
2025-03-10,,,,,,,,,,,,,,,,,,,23.96
2025-03-11,,,,,,,,,,,,,,,,,,,23.87
2025-03-12,,,,,,,,,,,,,,,,,,,23.89
2025-03-13,,,,,,,,,,,,,,,,,,,23.785
2025-03-14,,,,,,,,,,,,,,,,,,,23.885
2025-03-17,,,,,,,,,,,,,,,,,,,23.97
2025-03-18,,,,,,,,,,,,,,,,,,,23.895
2025-03-19,,,,,,,,,,,,,,,,,,,23.92
2025-03-20,,,,,,,,,,,,,,,,,,,23.945
2025-03-21,,,,,,,,,,,,,,,,,,,23.95
2025-03-24,,,,,,,,,,,,,,,,,,,23.95
2025-03-25,,,,,,,,,,,,,,,,,,,23.945
2025-03-26,,,,,,,,,,,,,,,,,,,23.965
2025-03-27,,,,,,,,,,,,,,,,,,,23.965
2025-03-28,,,,,,,,,,,,,,,,,,,24.0
2025-03-31,,,,,,,,,,,,,,,,,,,23.98
2025-04-01,,,,,,,,,,,,,,,,,,,24.035
2025-04-02,,,,,,,,,,,,,,,,,,,24.025
2025-04-03,,,,,,,,,,,,,,,,,,,24.055
2025-04-04,,,,,,,,,,,,,,,,,,,23.98
2025-04-07,,,,,,,,,,,,,,,,,,,23.945
2025-04-08,,,,,,,,,,,,,,,,,,,23.95
2025-04-09,,,,,,,,,,,,,,,,,,,23.88
2025-04-10,,,,,,,,,,,,,,,,,,,23.95
2025-04-11,,,,,,,,,,,,,,,,,,,23.95
2025-04-14,,,,,,,,,,,,,,,,,,,24.04
2025-04-15,,,,,,,,,,,,,,,,,,,24.05
2025-04-16,,,,,,,,,,,,,,,,,,,24.085
2025-04-17,,,,,,,,,,,,,,,,,,,24.155
2025-04-22,,,,,,,,,,,,,,,,,,,24.175
2025-04-23,,,,,,,,,,,,,,,,,,,24.2
2025-04-24,,,,,,,,,,,,,,,,,,,24.27
2025-04-25,,,,,,,,,,,,,,,,,,,24.39
2025-04-28,,,,,,,,,,,,,,,,,,,24.34
2025-04-29,,,,,,,,,,,,,,,,,,,24.215
2025-04-30,,,,,,,,,,,,,,,,,,,23.77
2025-05-02,,,,,,,,,,,,,,,,,,,23.78
2025-05-05,,,,,,,,,,,,,,,,,,,23.85
2025-05-06,,,,,,,,,,,,,,,,,,,23.76
2025-05-07,,,,,,,,,,,,,,,,,,,23.795
2025-05-08,,,,,,,,,,,,,,,,,,,23.82
2025-05-09,,,,,,,,,,,,,,,,,,,23.83
2025-05-12,,,,,,,,,,,,,,,,,,,23.665
2025-05-13,,,,,,,,,,,,,,,,,,,23.705
2025-05-14,,,,,,,,,,,,,,,,,,,23.585
2025-05-15,,,,,,,,,,,,,,,,,,,23.76
2025-05-16,,,,,,,,,,,,,,,,,,,23.81
2025-05-19,,,,,,,,,,,,,,,,,,,23.83
2025-05-20,,,,,,,,,,,,,,,,,,,23.82
2025-05-21,,,,,,,,,,,,,,,,,,,23.8
2025-05-22,,,,,,,,,,,,,,,,,,,23.785
2025-05-23,,,,,,,,,,,,,,,,,,,23.82
2025-05-26,,,,,,,,,,,,,,,,,,,23.86
2025-05-27,,,,,,,,,,,,,,,,,,,23.88
2025-05-28,,,,,,,,,,,,,,,,,,,23.875
2025-05-29,,,,,,,,,,,,,,,,,,,23.905
2025-05-30,,,,,,,,,,,,,,,,,,,23.92
2025-06-02,,,,,,,,,,,,,,,,,,,23.91
2025-06-03,,,,,,,,,,,,,,,,,,,23.94
2025-06-04,,,,,,,,,,,,,,,,,,,23.955
2025-06-05,,,,,,,,,,,,,,,,,,,23.9
2025-06-06,,,,,,,,,,,,,,,,,,,24.06
2025-06-09,,,,,,,,,,,,,,,,,,,23.915
2025-06-10,,,,,,,,,,,,,,,,,,,23.95
2025-06-11,,,,,,,,,,,,,,,,,,,23.96
2025-06-12,,,,,,,,,,,,,,,,,,,23.98
2025-06-13,,,,,,,,,,,,,,,,,,,23.955
2025-06-16,,,,,,,,,,,,,,,,,,,23.965
2025-06-17,,,,,,,,,,,,,,,,,,,23.96
2025-06-18,,,,,,,,,,,,,,,,,,,23.955
2025-06-19,,,,,,,,,,,,,,,,,,,23.94
2025-06-20,,,,,,,,,,,,,,,,,,,23.955
2025-06-23,,,,,,,,,,,,,,,,,,,23.96
2025-06-24,,,,,,,,,,,,,,,,,,,23.98
2025-06-25,,,,,,,,,,,,,,,,,,,23.955
2025-06-26,,,,,,,,,,,,,,,,,,,23.96
2025-06-27,,,,,,,,,,,,,,,,,,,23.965
2025-06-30,,,,,,,,,,,,,,,,,,,23.975
2025-07-01,,,,,,,,,,,,,,,,,,,24.02
2025-07-02,,,,,,,,,,,,,,,,,,,24.025
2025-07-03,,,,,,,,,,,,,,,,,,,24.05
2025-07-04,,,,,,,,,,,,,,,,,,,24.085
2025-07-07,,,,,,,,,,,,,,,,,,,24.045
2025-07-08,,,,,,,,,,,,,,,,,,,24.035
2025-07-09,,,,,,,,,,,,,,,,,,,24.04
2025-07-10,,,,,,,,,,,,,,,,,,,24.025
2025-07-11,,,,,,,,,,,,,,,,,,,23.995
2025-07-14,,,,,,,,,,,,,,,,,,,23.99
2025-07-15,,,,,,,,,,,,,,,,,,,24.01
2025-07-16,,,,,,,,,,,,,,,,,,,24.035
2025-07-17,,,,,,,,,,,,,,,,,,,24.055
2025-07-18,,,,,,,,,,,,,,,,,,,24.04
2025-07-21,,,,,,,,,,,,,,,,,,,24.08
2025-07-22,,,,,,,,,,,,,,,,,,,24.11
2025-07-23,,,,,,,,,,,,,,,,,,,24.17
2025-07-24,,,,,,,,,,,,,,,,,,,24.2
2025-07-25,,,,,,,,,,,,,,,,,,,24.045
2025-07-28,,,,,,,,,,,,,,,,,,,24.05
2025-07-29,,,,,,,,,,,,,,,,,,,24.07
2025-07-30,,,,,,,,,,,,,,,,,,,24.035
2025-07-31,,,,,,,,,,,,,,,,,,,23.99
2025-08-01,,,,,,,,,,,,,,,,,,,24.04
2025-08-04,,,,,,,,,,,,,,,,,,,24.09
2025-08-05,,,,,,,,,,,,,,,,,,,24.055
2025-08-06,,,,,,,,,,,,,,,,,,,24.11
2025-08-07,,,,,,,,,,,,,,,,,,,24.115
2025-08-08,,,,,,,,,,,,,,,,,,,24.095
2025-08-11,,,,,,,,,,,,,,,,,,,24.05
2025-08-12,,,,,,,,,,,,,,,,,,,24.05
2025-08-13,,,,,,,,,,,,,,,,,,,24.1
2025-08-14,,,,,,,,,,,,,,,,,,,24.185
2025-08-15,,,,,,,,,,,,,,,,,,,24.065
2025-08-18,,,,,,,,,,,,,,,,,,,24.05
2025-08-19,,,,,,,,,,,,,,,,,,,24.07
2025-08-20,,,,,,,,,,,,,,,,,,,24.08
2025-08-21,,,,,,,,,,,,,,,,,,,24.06
2025-08-22,,,,,,,,,,,,,,,,,,,24.165
2025-08-25,,,,,,,,,,,,,,,,,,,24.055
2025-08-26,,,,,,,,,,,,,,,,,,,24.06
2025-08-27,,,,,,,,,,,,,,,,,,,24.08
2025-08-28,,,,,,,,,,,,,,,,,,,24.085
2025-08-29,,,,,,,,,,,,,,,,,,,24.085
