,ALAGP FP Equity_DX_SI_QTY,ALAGP FP Equity_DX_SHORT_INTEREST_VALUE,ALAGP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAGP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAGP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAGP FP Equity_DX_SI_MV,ALAGP FP Equity_DX_DSS,ALAGP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAGP FP Equity_DX_SUPPLY_SI_QTY,ALAGP FP Equity_DX_BROKER_SI_QTY,ALAGP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAGP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAGP FP Equity_DX_BROKER_SI_MV_INC_x,ALAGP FP Equity_DX_BROKER_SI_QTY_ADD,ALAGP FP Equity_DX_SUPPLY_SI_MV_DEC,ALAGP FP Equity_DX_BROKER_SI_QTY_INC,ALAGP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAGP FP Equity_DX_BROKER_SI_MV_INC_y,ALAGP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAGP FP Equity_DX_BROKER_SI_MV_ADD,ALAGP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAGP FP Equity_DX_BROKER_SI_QTY_DEC,ALAGP FP Equity_DX_SUPPLY_SI_MV,ALAGP FP Equity_DX_BROKER_SI_MV_DEC,ALAGP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAGP FP Equity_DX_UTILIZATION_QUANTITY,ALAGP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAGP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAGP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAGP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAGP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAGP FP Equity_DX_BROKER_SI_CON_RATIO,ALAGP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAGP FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-10-12,616.0,1010.24,0.02,0.08,0.02,0.0,0.0,505.12,308.0,308.0,505.12,36.0,0.0,,,36.0,,0.0,36.0,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-13,616.0,973.28,0.02,0.08,0.02,0.0,0.0,486.64,308.0,308.0,486.64,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-16,616.0,939.4,0.02,0.08,0.02,0.0,0.0,469.7,308.0,308.0,469.7,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-17,616.0,1013.32,0.02,0.08,0.02,0.0,0.0,506.66,308.0,308.0,506.66,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-18,616.0,930.16,0.02,0.08,0.02,0.0,0.0,465.08,308.0,308.0,465.08,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-19,616.0,976.36,0.02,0.08,0.02,0.0,0.0,488.18,308.0,308.0,488.18,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-20,616.0,960.96,0.02,0.07,0.02,0.0,0.0,480.48,308.0,308.0,480.48,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-23,616.0,924.0,0.02,0.07,0.02,0.0,0.0,462.0,308.0,308.0,462.0,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-24,616.0,874.72,0.02,0.07,0.02,0.0,0.0,437.36,308.0,308.0,437.36,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-25,616.0,862.4,0.02,0.08,0.02,0.0,0.0,431.2,308.0,308.0,431.2,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-26,616.0,862.4,0.02,0.08,0.02,0.0,0.0,431.2,308.0,308.0,431.2,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-27,616.0,831.6,0.02,0.08,0.02,0.0,0.0,415.8,308.0,308.0,415.8,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-30,616.0,828.52,0.02,0.08,0.02,0.0,0.0,414.26,308.0,308.0,414.26,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-10-31,616.0,819.28,0.02,0.08,0.02,0.0,0.0,409.64,308.0,308.0,409.64,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-11-01,616.0,813.12,0.02,0.07,0.02,0.0,0.0,406.56,308.0,308.0,406.56,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-11-02,616.0,847.0,0.02,0.07,0.02,0.0,0.0,423.5,308.0,308.0,423.5,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-11-03,616.0,976.36,0.02,0.07,0.02,0.0,0.0,488.18,308.0,308.0,488.18,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-11-06,616.0,985.6,0.02,0.09,0.02,0.0,0.0,492.8,308.0,308.0,492.8,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-11-07,616.0,985.6,0.02,0.09,0.02,0.0,0.0,492.8,308.0,308.0,492.8,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-11-08,616.0,982.52,0.02,0.1,0.02,0.0,0.0,491.26,308.0,308.0,491.26,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-11-09,616.0,982.52,0.02,0.11,0.02,0.0,0.0,491.26,308.0,308.0,491.26,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-11-10,616.0,951.72,0.02,0.11,0.02,0.0,0.0,475.86,308.0,308.0,475.86,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-11-13,616.0,896.28,0.02,0.11,0.02,0.0,0.0,448.14,308.0,308.0,448.14,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,308.0,,,,,308.0,0.0,0.0,0.0,0.0,110010.0,167215.2,0.16,0.0,,0.0,,0.0
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,163914.9,0.17,0.0,,0.0,,0.0
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,156214.2,0.16,0.0,,0.0,,0.0
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,161164.65,0.16,0.0,,0.0,,0.0
2023-11-20,1000.0,1480.0,0.04,0.17,0.03,0.0,0.0,740.0,500.0,500.0,740.0,,,500.0,,,,,,0.0,500.0,,0.0,,100.0,0.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.009
2023-11-21,1000.0,1435.0,0.04,0.18,0.03,0.0,0.0,717.5,500.0,500.0,717.5,,,,,,,,,,,,0.0,,100.0,0.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.009
2023-11-22,1000.0,1450.0,0.04,0.17,0.03,0.0,0.0,725.0,500.0,500.0,725.0,,,,,,,,,,,,0.0,,100.0,0.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.009
2023-11-23,1000.0,1400.0,0.04,0.18,0.03,0.0,0.0,700.0,500.0,500.0,700.0,,,,,,,,,,,,0.0,,100.0,0.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.009
2023-11-24,1000.0,1430.0,0.04,0.17,0.03,0.0,0.0,715.0,500.0,500.0,715.0,,,,,,,,,,,,0.0,,100.0,0.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.009
2023-11-27,500.0,705.0,0.02,0.09,0.01,0.0,0.0,0.0,500.0,0.0,705.0,,,,,,,,,,,500.0,0.0,0.0,100.0,0.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.0045
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,500.0,,,,,,0.0,,0.0,0.0,110010.0,167215.2,0.16,0.0,,0.0,,0.0
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,163364.85,0.17,0.0,,0.0,,0.0
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,161714.7,0.16,0.0,,0.0,,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,161714.7,0.16,0.0,,0.0,,0.0
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,165015.0,0.16,0.0,,0.0,,0.0
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,165015.0,0.17,0.0,,0.0,,0.0
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,154014.0,0.17,0.0,,0.0,,0.0
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,154014.0,0.15,0.0,,0.0,,0.0
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,151813.8,0.15,0.0,,0.0,,0.0
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,154014.0,0.15,0.0,,0.0,,0.0
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,154014.0,0.15,0.0,,0.0,,0.0
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,150713.7,0.15,0.0,,0.0,,0.0
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,145213.2,0.15,0.0,,0.0,,0.0
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,140812.8,0.15,0.0,,0.0,,0.0
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,136962.45,0.14,0.0,,0.0,,0.0
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,136412.4,0.14,0.0,,0.0,,0.0
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,128161.65,0.14,0.0,,0.0,,0.0
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,126511.5,0.13,0.0,,0.0,,0.0
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,127061.55,0.13,0.0,,0.0,,0.0
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,127061.55,0.13,0.0,,0.0,,0.0
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,127061.55,0.13,0.0,,0.0,,0.0
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,126511.5,0.13,0.0,,0.0,,0.0
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,151813.8,0.13,0.0,,0.0,,0.0
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,148513.5,0.15,0.0,,0.0,,0.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,148513.5,0.15,0.0,,0.0,,0.0
2024-01-02,13800.0,17940.0,0.48,1.24,0.39,0.02,0.0,8970.0,6900.0,6900.0,8970.0,,,6900.0,,,,,,0.01,6900.0,,0.01,,100.0,5.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.118
2024-01-03,13800.0,17664.0,0.48,1.25,0.39,0.02,0.0,8832.0,6900.0,6900.0,8832.0,,,,,,,,,,,,0.01,,100.0,5.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.118
2024-01-04,13800.0,17664.0,0.48,1.24,0.39,0.02,0.0,8832.0,6900.0,6900.0,8832.0,,,,,,,,,,,,0.01,,100.0,5.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.118
2024-01-05,13800.0,17457.0,0.48,1.22,0.39,0.02,0.0,8728.5,6900.0,6900.0,8728.5,,,,,,,,,,,,0.01,,100.0,5.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.118
2024-01-08,13800.0,19182.0,0.48,1.22,0.39,0.02,0.0,9591.0,6900.0,6900.0,9591.0,,,,,,,,,,,,0.01,,100.0,5.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.118
2024-01-09,13800.0,19803.0,0.48,1.01,0.39,0.02,0.0,9901.5,6900.0,6900.0,9901.5,,,,,,,,,,,,0.01,,100.0,5.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.118
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,6900.0,,,,,6900.0,0.0,0.01,0.0,0.0,110010.0,183166.65,0.16,0.0,,0.0,,0.0
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,168865.35,0.16,0.0,,0.0,,0.0
2024-01-12,1056.0,1642.08,0.04,0.04,0.03,0.0,0.0,821.04,528.0,528.0,821.04,,,528.0,,,,,,0.0,528.0,,0.0,,100.0,0.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.0096
2024-01-15,1109.0,1763.31,0.04,0.04,0.03,0.0,0.0,839.52,581.0,528.0,923.79,53.0,,,,,,,53.0,,,,0.0,,100.0,0.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.01
2024-01-16,1162.0,1772.05,0.04,0.04,0.03,0.0,0.0,886.03,581.0,581.0,886.03,,0.0,,,53.0,,0.0,,,,,0.0,,100.0,0.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0105
2024-01-17,1162.0,1923.11,0.04,0.04,0.03,0.0,0.0,961.56,581.0,581.0,961.56,,,,,,,,,,,,0.0,,100.0,0.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0105
2024-01-18,1162.0,2161.32,0.04,0.04,0.03,0.0,0.0,1080.66,581.0,581.0,1080.66,,,,,,,,,,,,0.0,,100.0,0.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0105
2024-01-19,1162.0,2045.12,0.04,0.03,0.03,0.0,0.0,1022.56,581.0,581.0,1022.56,,,,,,,,,,,,0.0,,100.0,0.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0105
2024-01-22,23762.0,40514.21,0.83,0.6,0.67,0.04,0.0,20257.11,11881.0,11881.0,20257.11,6300.0,0.01,5000.0,,6300.0,,0.01,6300.0,0.01,5000.0,,0.02,,100.0,10.16,0.0,0.0,0.0,100.0,21.04,0.424,57.92,0.2033
2024-01-23,22600.0,36386.0,0.79,0.55,0.64,0.04,0.0,18193.0,11300.0,11300.0,18193.0,,,,0.0,,581.0,,,,,581.0,0.02,0.0,100.0,9.72,0.0,0.0,0.0,100.0,22.69,0.406,55.34,0.1943
2024-01-24,22600.0,35934.0,0.79,0.53,0.64,0.04,0.0,17967.0,11300.0,11300.0,17967.0,,,,,,,,,,,,0.02,,100.0,9.72,0.0,0.0,0.0,100.0,22.14,0.409,55.79,0.1943
2024-01-25,22600.0,37516.0,0.79,0.52,0.64,0.04,0.0,18758.0,11300.0,11300.0,18758.0,,,,,,,,,,,,0.02,,100.0,9.61,0.0,0.0,0.0,100.0,22.12,0.4087,55.75,0.1922
2024-01-26,22600.0,35256.0,0.79,0.52,0.64,0.04,0.0,17628.0,11300.0,11300.0,17628.0,,,,,,,,,,,,0.02,,100.0,9.61,0.0,0.0,0.0,100.0,22.36,0.4129,56.35,0.1922
2024-01-29,22600.0,36499.0,0.79,0.51,0.64,0.04,0.0,18249.5,11300.0,11300.0,18249.5,,,,,,,,,,,,0.02,,100.0,9.61,0.0,0.0,0.0,100.0,22.25,0.4109,56.07,0.1922
2024-01-30,22600.0,36386.0,0.79,0.51,0.64,0.04,0.0,18193.0,11300.0,11300.0,18193.0,,,,,,,,,,,,0.02,,100.0,9.5,0.0,0.0,0.0,100.0,22.17,0.4095,55.87,0.1901
2024-01-31,22600.0,35708.0,0.79,0.51,0.64,0.04,0.0,17854.0,11300.0,11300.0,17854.0,,,,,,,,,,,,0.02,,100.0,9.5,0.0,0.0,0.0,100.0,22.17,0.4095,55.87,0.1901
2024-02-01,22600.0,39550.0,0.79,0.51,0.64,0.04,0.0,19775.0,11300.0,11300.0,19775.0,,,,,,,,,,,,0.02,,100.0,9.5,0.0,0.0,0.0,100.0,22.26,0.4111,56.11,0.1901
2024-02-02,22600.0,39889.0,0.79,0.49,0.64,0.04,0.0,19944.5,11300.0,11300.0,19944.5,,,,,,,,,,,,0.02,,100.0,9.5,0.0,0.0,0.0,100.0,22.21,0.4102,55.96,0.1901
2024-02-05,22600.0,41810.0,0.79,0.48,0.64,0.04,0.0,20905.0,11300.0,11300.0,20905.0,,,,,,,,,,,,0.02,,100.0,9.5,0.0,0.0,0.0,100.0,22.12,0.4087,55.75,0.1901
2024-02-06,22600.0,45200.0,0.79,0.48,0.64,0.04,0.0,22600.0,11300.0,11300.0,22600.0,,,,,,,,,,,,0.02,,100.0,9.61,0.0,0.0,0.0,100.0,22.12,0.4087,55.75,0.1922
2024-02-07,22600.0,45426.0,0.79,0.44,0.64,0.04,0.0,22713.0,11300.0,11300.0,22713.0,,,,,,,,,,,,0.02,,100.0,9.61,0.0,0.0,0.0,100.0,22.6,0.4025,54.81,0.1922
2024-02-08,10468.0,21145.36,0.37,0.2,0.29,0.02,0.0,10572.68,5234.0,5234.0,10572.68,,,,0.01,,6066.0,,,,,6066.0,0.01,0.01,100.0,4.69,0.0,0.0,0.0,100.0,47.77,0.4584,47.77,0.0938
2024-02-09,10468.0,15597.32,0.37,0.19,0.29,0.02,0.0,7798.66,5234.0,5234.0,7798.66,,,,,,,,,,,,0.01,,100.0,4.69,0.0,0.0,0.0,100.0,47.76,0.4583,47.76,0.0938
2024-02-12,10468.0,14864.56,0.37,0.19,0.29,0.02,0.0,7432.28,5234.0,5234.0,7432.28,,,,,,,,,,,,0.01,,100.0,4.69,0.0,0.0,0.0,100.0,47.76,0.4583,47.76,0.0938
2024-02-13,468.0,624.78,0.02,0.01,0.01,0.0,0.0,312.39,234.0,234.0,312.39,,,,0.01,,5000.0,,,,,5000.0,0.0,0.01,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0042
2024-02-14,468.0,603.72,0.02,0.01,0.01,0.0,0.0,301.86,234.0,234.0,301.86,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0041
2024-02-15,468.0,627.12,0.02,0.01,0.01,0.0,0.0,313.56,234.0,234.0,313.56,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0041
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,234.0,,,,,234.0,0.0,0.0,0.0,0.0,113610.0,149965.2,0.15,0.0,,0.0,,0.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,148829.1,0.15,0.0,,0.0,,0.0
2024-02-20,7500.0,10087.5,0.26,0.13,0.21,0.01,0.0,10087.5,7500.0,7500.0,10087.5,,,7500.0,,,,,,0.01,7500.0,,0.01,,100.0,6.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0621
2024-02-21,7500.0,10162.5,0.26,0.13,0.21,0.01,0.0,10162.5,7500.0,7500.0,10162.5,,,,,,,,,,,,0.01,,100.0,6.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0621
2024-02-22,7500.0,10725.0,0.26,0.16,0.21,0.01,0.0,10725.0,7500.0,7500.0,10725.0,,,,,,,,,,,,0.01,,100.0,6.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0621
2024-02-23,7500.0,10500.0,0.26,0.17,0.21,0.01,0.0,10500.0,7500.0,7500.0,10500.0,,,,,,,,,,,,0.01,,100.0,6.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0621
2024-02-26,7500.0,10125.0,0.26,0.17,0.21,0.01,0.0,10125.0,7500.0,7500.0,10125.0,,,,,,,,,,,,0.01,,100.0,6.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0621
2024-02-27,7500.0,10200.0,0.26,0.18,0.21,0.01,0.0,10200.0,7500.0,7500.0,10200.0,,,,,,,,,,,,0.01,,100.0,6.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0621
2024-02-28,7500.0,9900.0,0.26,0.18,0.21,0.01,0.0,9900.0,7500.0,7500.0,9900.0,,,,,,,,,,,,0.01,,100.0,6.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0621
2024-02-29,7500.0,9375.0,0.26,0.2,0.21,0.01,0.0,9375.0,7500.0,7500.0,9375.0,,,,,,,,,,,,0.01,,100.0,6.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0621
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,7500.0,,,,,7500.0,0.0,0.01,0.0,0.0,120810.0,156448.95,0.15,0.0,,0.0,,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113310.0,149569.2,0.15,0.0,,0.0,,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,151101.3,0.15,0.0,,0.0,,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,148829.1,0.15,0.0,,0.0,,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113310.0,130306.5,0.15,0.0,,0.0,,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113310.0,130306.5,0.13,0.0,,0.0,,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113310.0,126907.2,0.13,0.0,,0.0,,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,127811.25,0.13,0.0,,0.0,,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,131787.6,0.13,0.0,,0.0,,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,130651.5,0.13,0.0,,0.0,,0.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,126107.1,0.13,0.0,,0.0,,0.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,127243.2,0.13,0.0,,0.0,,0.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,129515.4,0.13,0.0,,0.0,,0.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,123834.9,0.13,0.0,,0.0,,0.0
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113310.0,126907.2,0.12,0.0,,0.0,,0.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113310.0,124074.45,0.13,0.0,,0.0,,0.0
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,120426.6,0.12,0.0,,0.0,,0.0
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,109520.04,0.12,0.0,,0.0,,0.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,107475.06,0.11,0.0,,0.0,,0.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,107475.06,0.11,0.0,,0.0,,0.0
