,HCO FP Equity_DX_SI_QTY,HCO FP Equity_DX_SHORT_INTEREST_VALUE,HCO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,HCO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,HCO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,HCO FP Equity_DX_SI_MV,HCO FP Equity_DX_DSS,HCO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,HCO FP Equity_DX_SUPPLY_SI_QTY,HCO FP Equity_DX_BROKER_SI_QTY,HCO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,HCO FP Equity_DX_BROKER_SI_MV_NEW_x,HCO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,HCO FP Equity_DX_SUPPLY_SI_QTY_INC_x,HCO FP Equity_DX_BROKER_SI_MV_INC_x,HCO FP Equity_DX_SUPPLY_SI_MV_NEW,HCO FP Equity_DX_BROKER_SI_QTY_ADD,HCO FP Equity_DX_BROKER_SI_QTY_NEW,HCO FP Equity_DX_SUPPLY_SI_MV_DEC,HCO FP Equity_DX_BROKER_SI_QTY_INC,HCO FP Equity_DX_SUPPLY_SI_QTY_DEC,HCO FP Equity_DX_BROKER_SI_MV_NEW_y,HCO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,HCO FP Equity_DX_BROKER_SI_MV_INC_y,HCO FP Equity_DX_SUPPLY_SI_QTY_INC_y,HCO FP Equity_DX_BROKER_SI_MV_ADD,HCO FP Equity_DX_SUPPLY_SI_QTY_ADD,HCO FP Equity_DX_BROKER_SI_QTY_DEC,HCO FP Equity_DX_SUPPLY_SI_MV,HCO FP Equity_DX_BROKER_SI_MV_DEC,HCO FP Equity_DX_SUPPLY_SI_MV_RMV,HCO FP Equity_DX_BROKER_SI_MV_RMV,HCO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,HCO FP Equity_DX_UTILIZATION_QUANTITY,HCO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,HCO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,HCO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,HCO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,HCO FP Equity_DX_ACTIVE_UTILIZATION_MV,HCO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,HCO FP Equity_DX_BROKER_SI_CON_RATIO,HCO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,HCO FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4090.0,39007.23,,0.05,0.0,,0.0,,0.0
2006-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2312.0,24361.46,,0.03,0.0,,0.0,,0.0
2006-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,429.0,4356.97,,0.01,0.0,,0.0,,0.0
2006-05-10,949.0,10285.71,0.01,0.03,0.01,0.01,0.0,10285.71,0.0,949.0,0.0,,,,,,949.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0791
2006-05-17,5003.0,53550.04,0.07,0.19,0.04,0.07,0.0,53550.04,0.0,5003.0,0.0,,,,0.06,,,,,4054.0,,,,0.06,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1293
2006-05-24,492.0,4680.6,0.01,0.02,0.0,0.01,0.0,4680.6,0.0,492.0,0.0,,,,,,,,,,,,,,,,,4511.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0127
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,492.0,0.0,0.01,,,0.0,0.0,236214.0,2417757.36,,3.05,0.0,,0.0,,0.0
2006-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,253349.0,2412224.98,,3.01,0.0,,0.0,,0.0
2006-06-14,15000.0,142820.28,0.2,0.67,0.13,0.18,0.0,142820.28,0.0,15000.0,0.0,,,,,,15000.0,,,,,,,,,0.18,,,0.0,,,,0.0,0.0,260732.0,2482521.12,,3.11,0.0,,1.0,100.0,0.0575
2006-06-21,15000.0,135679.26,0.2,0.78,0.13,0.18,0.0,135679.26,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16812.0,152069.32,,0.19,0.0,,1.0,100.0,0.8922
2006-06-28,15000.0,123420.52,0.2,0.82,0.13,0.18,0.0,123420.52,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,234704.0,1931152.71,,2.79,0.0,,1.0,100.0,0.0639
2006-07-03,15000.0,130680.55,0.2,0.88,0.13,0.18,0.0,130680.55,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,231738.0,2018910.03,,2.76,0.0,,1.0,100.0,0.0647
2006-07-04,15000.0,132346.79,0.2,0.91,0.13,0.18,0.0,132346.79,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,232233.0,2049019.49,,2.77,0.0,,1.0,100.0,0.0646
2006-07-05,15000.0,129133.34,0.2,0.93,0.13,0.18,0.0,129133.34,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,233153.0,2007188.3,,2.78,0.0,,1.0,100.0,0.0643
2006-07-06,15000.0,129728.42,0.2,0.99,0.13,0.18,0.0,129728.42,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,231985.0,2006336.49,,2.77,0.0,,1.0,100.0,0.0647
2006-07-07,15000.0,128657.27,0.2,0.99,0.13,0.18,0.0,128657.27,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,233100.0,1999333.94,,2.78,0.0,,1.0,100.0,0.0644
2006-07-10,15000.0,128657.27,0.2,0.98,0.13,0.18,0.0,128657.27,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,231872.0,1988801.19,,2.77,0.0,,1.0,100.0,0.0647
2006-07-11,15000.0,128181.2,0.2,0.99,0.13,0.18,0.0,128181.2,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,231794.0,1980775.54,,2.76,0.0,,1.0,100.0,0.0647
2006-07-12,15000.0,126753.0,0.2,1.06,0.13,0.18,0.0,126753.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,231309.0,1954607.27,,2.76,0.0,,1.0,100.0,0.0648
2006-07-13,15000.0,121992.32,0.2,1.09,0.13,0.18,0.0,121992.32,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,232611.0,1891783.72,,2.77,0.0,,1.0,100.0,0.0645
2006-07-14,15000.0,121397.24,0.2,1.09,0.13,0.18,0.0,121397.24,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,232626.0,1882676.9,,2.77,0.0,,1.0,100.0,0.0645
2006-07-17,15000.0,112589.99,0.2,1.12,0.13,0.18,0.0,112589.99,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,232545.0,1745482.55,,2.76,0.0,,1.0,100.0,0.0645
2006-07-18,15000.0,112709.0,0.2,0.95,0.13,0.18,0.0,112709.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,233716.0,1756126.49,,2.77,0.0,,1.0,100.0,0.0642
2006-07-19,15000.0,114613.27,0.2,0.95,0.13,0.18,0.0,114613.27,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,231723.0,1770568.77,,2.75,0.0,,1.0,100.0,0.0647
2006-07-20,15000.0,114970.32,0.2,0.94,0.13,0.18,0.0,114970.32,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,225284.0,1726731.63,,2.69,0.0,,1.0,100.0,0.0666
2006-07-21,15000.0,116636.56,0.2,0.95,0.13,0.18,0.0,116636.56,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,224528.0,1745878.25,,2.68,0.0,,1.0,100.0,0.0668
2006-07-24,15000.0,122111.34,0.2,0.97,0.13,0.18,0.0,122111.34,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,224686.0,1829113.87,,2.68,0.0,,1.0,100.0,0.0668
2006-07-25,15000.0,123539.54,0.2,1.1,0.13,0.18,0.0,123539.54,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,223266.0,1838811.94,,2.67,0.0,,1.0,100.0,0.0672
2006-07-26,15000.0,124967.74,0.2,1.12,0.13,0.18,0.0,124967.74,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,221569.0,1845931.86,,2.65,0.0,,1.0,100.0,0.0677
2006-07-27,15000.0,131156.62,0.2,1.25,0.13,0.18,0.0,131156.62,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,219587.0,1920019.28,,2.63,0.0,,1.0,100.0,0.0683
2006-07-28,15000.0,133179.91,0.2,1.27,0.13,0.18,0.0,133179.91,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,217170.0,1928178.73,,2.61,0.0,,1.0,100.0,0.0691
2006-07-31,15000.0,142701.26,0.2,1.25,0.13,0.18,0.0,142701.26,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,217535.0,2069501.26,,2.61,0.0,,1.0,100.0,0.069
2006-08-01,5000.0,46416.59,0.07,0.46,0.04,0.06,0.0,46416.59,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,0.12,,,0.0,0.0,217532.0,2019418.75,,2.61,0.0,,1.0,100.0,0.023
2006-08-02,5000.0,45226.42,0.07,0.46,0.04,0.06,0.0,45226.42,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,217893.0,1970904.13,,2.61,0.0,,1.0,100.0,0.0229
2006-08-03,5000.0,44829.7,0.07,0.44,0.04,0.06,0.0,44829.7,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,218862.0,1962303.49,,2.63,0.0,,1.0,100.0,0.0228
2006-08-04,5000.0,44829.7,0.07,0.44,0.04,0.06,0.0,44829.7,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,223103.0,2000328.04,,2.68,0.0,,1.0,100.0,0.0224
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,2.65,0.0,,0.0,,0.0
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,2.65,0.0,,0.0,,0.0
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,2.6,0.0,,0.0,,0.0
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,2.6,0.0,,0.0,,0.0
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,2.61,0.0,,0.0,,0.0
2006-08-14,1129.0,9844.85,0.02,0.14,0.01,0.01,0.0,9844.85,1131.0,1129.0,9862.29,,,,,,1129.0,,,,,,,,,0.01,1131.0,,0.01,,,,0.47,0.47,237826.0,2073835.93,,2.63,0.47,,1.0,100.0,0.0047
2006-08-15,1129.0,9898.6,0.02,0.14,0.01,0.01,0.0,9898.6,1125.0,1129.0,9863.53,,,,,,,,0.0,,6.0,,,,,,,,0.01,,,,0.47,0.47,239023.0,2095652.84,,2.63,0.47,,1.0,100.0,0.0047
2006-08-16,1129.0,9809.02,0.02,0.14,0.01,0.01,0.0,9809.02,1126.0,1129.0,9782.95,,,1.0,,,,,,,,,,,1.0,,,,0.01,,,,0.47,0.47,237432.0,2062864.68,,2.62,0.47,,1.0,100.0,0.0047
2006-08-17,1129.0,9719.44,0.02,0.14,0.01,0.01,0.0,9719.44,1129.0,1129.0,9719.44,,,3.0,,,,,,,,,,,3.0,,,,0.01,,,,0.47,0.47,238526.0,2053443.86,,2.61,0.47,,1.0,100.0,0.0047
2006-08-18,1129.0,9719.44,0.02,0.14,0.01,0.01,0.0,9719.44,1128.0,1129.0,9710.83,,,,,,,,0.0,,2.0,,,,,,,,0.01,,,,0.47,0.47,240257.0,2068345.84,,2.61,0.47,,1.0,100.0,0.0047
2006-08-21,1129.0,9764.23,0.02,0.16,0.01,0.01,0.0,9764.23,1122.0,1129.0,9703.69,,,,,,,,0.0,,6.0,,,,,,,,0.01,,,,0.46,0.46,240655.0,2081319.52,,2.61,0.46,,1.0,100.0,0.0047
2006-08-22,1129.0,9809.02,0.02,0.15,0.01,0.01,0.0,9809.02,1137.0,1129.0,9878.52,,,15.0,,,,,,,,,,,15.0,,,,0.01,,,,0.47,0.47,240396.0,2088616.6,,2.62,0.47,,1.0,100.0,0.0047
2006-08-23,1129.0,9791.1,0.02,0.15,0.01,0.01,0.0,9791.1,1129.0,1129.0,9791.1,,,,,,,,0.0,,8.0,,,,,,,,0.01,,,,0.95,0.95,117671.0,1020485.82,,1.79,0.68,,1.0,100.0,0.0095
2006-08-24,1129.0,9853.81,0.02,0.15,0.01,0.01,0.0,9853.81,1129.0,1129.0,9853.81,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,0.95,0.95,117671.0,1027021.42,,1.79,0.68,,1.0,100.0,0.0095
2006-08-25,1129.0,9907.55,0.02,0.15,0.01,0.01,0.0,9907.55,1131.0,1129.0,9925.1,,,2.0,,,,,,,,,,,2.0,,,,0.01,,,,0.95,0.95,117669.0,1032605.8,,1.79,0.69,,1.0,100.0,0.0095
2006-08-28,1129.0,9907.55,0.02,0.15,0.01,0.01,0.0,9907.55,1126.0,1129.0,9881.23,,,,,,,,0.0,,4.0,,,,,,,,0.01,,,,0.95,0.95,117674.0,1032649.68,,1.8,0.69,,1.0,100.0,0.0095
2006-08-29,1129.0,10006.09,0.02,0.21,0.01,0.01,0.0,10006.09,1126.0,1129.0,9979.5,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,0.95,0.95,117674.0,1042920.15,,1.79,0.69,,1.0,100.0,0.0095
2006-08-30,1129.0,10032.97,0.02,0.21,0.01,0.01,0.0,10032.97,1130.0,1129.0,10041.85,,,4.0,,,,,,,,,,,4.0,,,,0.01,,,,0.95,0.95,117670.0,1045685.65,,2.63,0.48,,1.0,100.0,0.0095
2006-08-31,1129.0,10140.46,0.02,0.22,0.01,0.01,0.0,10140.46,1133.0,1129.0,10176.39,,,3.0,,,,,,,,,,,3.0,,,,0.01,,,,0.95,0.95,117667.0,1056862.47,,2.64,0.48,,1.0,100.0,0.0095
2006-09-01,1129.0,10570.45,0.02,0.22,0.01,0.01,0.0,10570.45,1127.0,1129.0,10551.72,,,,,,,,0.0,,6.0,,,,,,,,0.01,,,,0.95,0.95,117673.0,1101732.61,,2.63,0.48,,1.0,100.0,0.0095
2006-09-04,1129.0,10749.61,0.02,0.19,0.01,0.01,0.0,10749.61,1126.0,1129.0,10721.04,,,,,,,,0.0,,1.0,,,,,,,,0.01,,,,0.95,0.95,117674.0,1120415.56,,2.63,0.5,,1.0,100.0,0.0095
2006-09-05,1129.0,10749.61,0.02,0.16,0.01,0.01,0.0,10749.61,1134.0,1129.0,10797.21,,,8.0,,,,,,,,,,,8.0,,,,0.01,,,,0.95,0.95,117666.0,1120339.39,,2.62,0.52,,1.0,100.0,0.0095
2006-09-06,1129.0,10704.82,0.02,0.16,0.01,0.01,0.0,10704.82,1131.0,1129.0,10723.78,,,,,,,,0.0,,3.0,,,,,,,,0.01,,,,0.94,0.94,119355.0,1131685.87,,2.66,0.51,,1.0,100.0,0.0094
2006-09-07,1129.0,10812.31,0.02,0.14,0.01,0.01,0.0,10812.31,0.0,1129.0,0.0,,,,,,,,0.01,,1131.0,,,,,,,,0.0,,,,0.0,0.0,120486.0,1153881.54,,2.68,0.0,,1.0,100.0,0.0094
2006-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1129.0,0.0,0.01,,,0.0,0.0,118958.0,1132640.98,,2.67,0.0,,0.0,,0.0
2006-09-11,333.0,3109.84,0.0,0.04,0.0,0.01,0.0,3109.84,0.0,333.0,0.0,,,,,,333.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,118951.0,1110866.65,,2.67,0.0,,1.0,100.0,0.0028
2006-09-12,324.0,3033.5,0.0,0.04,0.0,0.01,0.0,3033.5,0.0,324.0,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,0.0,0.0,118907.0,1113286.13,,2.68,0.0,,1.0,100.0,0.0027
2006-09-13,329.0,3059.43,0.0,0.04,0.0,0.01,0.0,3059.43,0.0,329.0,0.0,,,,0.0,,,,,4.0,,,,0.0,,,,,0.0,,,,0.0,0.0,120200.0,1117762.28,,2.68,0.0,,1.0,100.0,0.0027
2006-09-14,325.0,3027.39,0.0,0.04,0.0,0.01,0.0,3027.39,0.0,325.0,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,0.0,0.0,119557.0,1113680.14,,2.69,0.0,,1.0,100.0,0.0027
2006-09-15,325.0,2975.82,0.0,0.04,0.0,0.01,0.0,2975.82,0.0,325.0,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,,,,0.0,0.0,119557.0,1094707.74,,2.69,0.0,,1.0,100.0,0.0027
2006-09-18,320.0,2919.88,0.0,0.04,0.0,0.01,0.0,2919.88,0.0,320.0,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,0.0,0.0,119534.0,1090703.39,,2.68,0.0,,1.0,100.0,0.0027
2006-09-19,318.0,2901.63,0.0,0.04,0.0,0.01,0.0,2901.63,0.0,318.0,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,0.0,0.0,119523.0,1090603.02,,2.69,0.0,,1.0,100.0,0.0027
2006-09-20,318.0,2876.4,0.0,0.03,0.0,0.01,0.0,2876.4,0.0,318.0,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,,,,0.0,0.0,119160.0,1077836.08,,2.68,0.0,,1.0,100.0,0.0027
2006-09-21,6622.0,60108.04,0.09,0.69,0.06,0.08,0.0,60108.04,0.0,6622.0,0.0,,,,0.0,,6000.0,,,304.0,,,,0.0,,0.07,,,0.0,,,,0.0,0.0,120513.0,1093899.17,,2.67,0.0,9.39,0.8298,90.61,0.0549
2006-09-22,6624.0,60441.54,0.09,0.68,0.06,0.08,0.0,60441.54,0.0,6624.0,0.0,,,,0.0,,,,,2.0,,,,0.0,,,,,0.0,,,,0.0,0.0,120525.0,1099745.9,,2.67,0.0,9.42,0.8293,90.58,0.055
2006-09-25,6369.0,59378.13,0.09,0.65,0.06,0.07,0.0,59378.13,0.0,6369.0,0.0,,,,,,,,,,,,,,,,,255.0,0.0,0.0,,,0.0,0.0,120542.0,1123811.91,,2.68,0.0,5.8,0.8908,94.2,0.0528
2006-09-26,6377.0,58693.74,0.09,0.59,0.06,0.07,0.0,58693.74,0.0,6377.0,0.0,,,,0.0,,,,,8.0,,,,0.0,,,,,0.0,,,,0.0,0.0,120614.0,1110128.06,,2.68,0.0,5.92,0.8887,94.08,0.0529
2006-09-27,6372.0,60922.85,0.09,0.57,0.06,0.07,0.0,60922.85,0.0,6372.0,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,0.0,0.0,118858.0,1136404.21,,2.64,0.0,5.84,0.8899,94.16,0.0536
2006-09-28,6387.0,60610.16,0.09,0.55,0.06,0.07,0.0,60610.16,0.0,6387.0,0.0,,,,0.0,,,,,14.0,,,,0.0,,,,,0.0,,,,0.0,0.0,118988.0,1129150.2,,2.62,0.0,6.06,0.8862,93.94,0.0537
2006-09-29,6384.0,60784.31,0.09,0.54,0.06,0.07,0.0,60784.31,0.0,6384.0,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,0.0,0.0,118962.0,1132679.06,,2.62,0.0,6.01,0.8869,93.99,0.0537
2006-10-02,6385.0,62820.29,0.09,0.53,0.06,0.07,0.0,62820.29,0.0,6385.0,0.0,,,,0.0,,,,,1.0,,,,0.0,,,,,0.0,,,,0.0,0.0,118930.0,1170120.19,,2.63,0.0,6.03,0.8866,93.97,0.0537
2006-10-03,6398.0,59394.67,0.09,0.52,0.06,0.07,0.0,59394.67,0.0,6398.0,0.0,,,,0.0,,,,,13.0,,,,0.0,,,,,0.0,,,,0.0,0.0,119089.0,1105541.07,,2.63,0.0,6.22,0.8833,93.78,0.0537
2006-10-04,6376.0,57520.96,0.09,0.49,0.06,0.07,0.0,57520.96,0.0,6376.0,0.0,,,,,,,,,,,,,,,,,22.0,0.0,0.0,,,0.0,0.0,118887.0,1072536.8,,2.65,0.0,5.89,0.8891,94.11,0.0536
2006-10-05,6365.0,57522.73,0.09,0.47,0.06,0.07,0.0,57522.73,0.0,6365.0,0.0,,,,,,,,,,,,,,,,,11.0,0.0,0.0,,,0.0,0.0,118791.0,1073555.82,,2.64,0.0,5.74,0.8919,94.26,0.0536
2006-10-06,6000.0,53748.03,0.08,0.44,0.05,0.07,0.0,53748.03,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,365.0,0.0,0.0,,,0.0,0.0,118788.0,1064103.53,,2.65,0.0,,1.0,100.0,0.0505
2006-10-09,6000.0,54271.71,0.08,0.44,0.05,0.07,0.0,54271.71,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,118768.0,1074290.33,,2.65,0.0,,1.0,100.0,0.0505
