,HCO FP Equity_DX_SI_QTY,HCO FP Equity_DX_SHORT_INTEREST_VALUE,HCO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,HCO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,HCO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,HCO FP Equity_DX_SI_MV,HCO FP Equity_DX_DSS,HCO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,HCO FP Equity_DX_SUPPLY_SI_QTY,HCO FP Equity_DX_BROKER_SI_QTY,HCO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,HCO FP Equity_DX_BROKER_SI_MV_NEW_x,HCO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,HCO FP Equity_DX_SUPPLY_SI_QTY_INC_x,HCO FP Equity_DX_BROKER_SI_MV_INC_x,HCO FP Equity_DX_SUPPLY_SI_MV_NEW,HCO FP Equity_DX_BROKER_SI_QTY_ADD,HCO FP Equity_DX_BROKER_SI_QTY_NEW,HCO FP Equity_DX_SUPPLY_SI_MV_DEC,HCO FP Equity_DX_BROKER_SI_QTY_INC,HCO FP Equity_DX_SUPPLY_SI_QTY_DEC,HCO FP Equity_DX_BROKER_SI_MV_NEW_y,HCO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,HCO FP Equity_DX_BROKER_SI_MV_INC_y,HCO FP Equity_DX_SUPPLY_SI_QTY_INC_y,HCO FP Equity_DX_BROKER_SI_MV_ADD,HCO FP Equity_DX_SUPPLY_SI_QTY_ADD,HCO FP Equity_DX_BROKER_SI_QTY_DEC,HCO FP Equity_DX_SUPPLY_SI_MV,HCO FP Equity_DX_BROKER_SI_MV_DEC,HCO FP Equity_DX_SUPPLY_SI_MV_RMV,HCO FP Equity_DX_BROKER_SI_MV_RMV,HCO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,HCO FP Equity_DX_UTILIZATION_QUANTITY,HCO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,HCO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,HCO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,HCO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,HCO FP Equity_DX_ACTIVE_UTILIZATION_MV,HCO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,HCO FP Equity_DX_BROKER_SI_CON_RATIO,HCO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,HCO FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,444066.66,,0.45,0.0,,0.0,,0.0
2017-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,442676.78,,0.44,0.0,,0.0,,0.0
2017-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,443371.72,,0.44,0.0,,0.0,,0.0
2017-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,441286.9,,0.45,0.0,,0.0,,0.0
2017-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,439897.02,,0.44,0.0,,0.0,,0.0
2017-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,446846.42,,0.44,0.0,,0.0,,0.0
2017-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,66000.0,423060.0,,0.42,0.0,,0.0,,0.0
2017-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,445456.54,,0.44,0.0,,0.0,,0.0
2017-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,444066.66,,0.44,0.0,,0.0,,0.0
2017-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,443371.72,,0.44,0.0,,0.0,,0.0
2017-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,444761.6,,0.44,0.0,,0.0,,0.0
2017-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,445456.54,,0.44,0.0,,0.0,,0.0
2017-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,441286.9,,0.44,0.0,,0.0,,0.0
2017-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,439897.02,,0.44,0.0,,0.0,,0.0
2017-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,434337.5,,0.44,0.0,,0.0,,0.0
2017-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,432947.62,,0.43,0.0,,0.0,,0.0
2017-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,433642.56,,0.43,0.0,,0.0,,0.0
2017-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,435032.44,,0.43,0.0,,0.0,,0.0
2017-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,433642.56,,0.43,0.0,,0.0,,0.0
2017-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,435727.38,,0.43,0.0,,0.0,,0.0
2017-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,435727.38,,0.44,0.0,,0.0,,0.0
2017-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,427388.1,,0.43,0.0,,0.0,,0.0
2017-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,421133.64,,0.43,0.0,,0.0,,0.0
2017-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,428777.98,,0.42,0.0,,0.0,,0.0
2017-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,431557.74,,0.43,0.0,,0.0,,0.0
2017-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,445456.54,,0.44,0.0,,0.0,,0.0
2017-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,448931.24,,0.45,0.0,,0.0,,0.0
2017-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,448931.24,,0.45,0.0,,0.0,,0.0
2017-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,393336.04,,0.43,0.0,,0.0,,0.0
2017-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,396115.8,,0.39,0.0,,0.0,,0.0
2017-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,387776.52,,0.39,0.0,,0.0,,0.0
2017-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,387776.52,,0.39,0.0,,0.0,,0.0
2017-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,381522.06,,0.38,0.0,,0.0,,0.0
2017-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,383606.88,,0.38,0.0,,0.0,,0.0
2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,375962.54,,0.38,0.0,,0.0,,0.0
2017-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,375962.54,,0.37,0.0,,0.0,,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,383606.88,,0.38,0.0,,0.0,,0.0
2017-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69494.0,402370.26,,0.39,0.0,,0.0,,0.0
2017-08-03,800.0,4656.0,0.01,0.02,0.0,0.0,0.0,4656.0,0.0,800.0,0.0,,,,,,800.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0115
2017-08-04,10800.0,63504.0,0.07,0.26,0.05,0.07,0.0,63504.0,10000.0,10800.0,58800.0,,,,0.06,,,,,10000.0,,,,0.06,,,10000.0,,0.06,,,,100.0,14.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1554
2017-08-07,10000.0,60000.0,0.06,0.24,0.04,0.06,0.0,60000.0,10000.0,10000.0,60000.0,,,,,,,,,,,,,,,,,800.0,0.06,0.0,,,100.0,14.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1439
2017-08-08,10000.0,60000.0,0.06,0.24,0.04,0.06,0.0,60000.0,10000.0,10000.0,60000.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,14.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1439
2017-08-09,10000.0,59500.0,0.06,0.24,0.04,0.06,0.0,59500.0,10000.0,10000.0,59500.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,14.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1439
2017-08-10,10000.0,59400.0,0.06,0.24,0.04,0.06,0.0,59400.0,10000.0,10000.0,59400.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,14.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1439
2017-08-11,10000.0,58000.0,0.06,0.24,0.04,0.06,0.0,58000.0,10000.0,10000.0,58000.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,14.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1439
2017-08-14,10000.0,58000.0,0.06,0.24,0.04,0.06,0.0,58000.0,10000.0,10000.0,58000.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,14.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1439
2017-08-15,10000.0,58000.0,0.06,0.24,0.04,0.06,0.0,58000.0,10000.0,10000.0,58000.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,14.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1439
2017-08-16,10000.0,58300.0,0.06,0.24,0.04,0.06,0.0,58300.0,10000.0,10000.0,58300.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,16.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1644
2017-08-17,10000.0,57900.0,0.06,0.24,0.04,0.06,0.0,57900.0,10000.0,10000.0,57900.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,16.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1686
2017-08-18,10000.0,58100.0,0.06,0.24,0.04,0.06,0.0,58100.0,10000.0,10000.0,58100.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-08-21,10000.0,57900.0,0.06,0.24,0.04,0.06,0.0,57900.0,10000.0,10000.0,57900.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-08-22,10000.0,57400.0,0.06,0.24,0.04,0.06,0.0,57400.0,10000.0,10000.0,57400.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-08-23,10000.0,56500.0,0.06,0.27,0.04,0.06,0.0,56500.0,10000.0,10000.0,56500.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-08-24,10000.0,56400.0,0.06,0.29,0.04,0.06,0.0,56400.0,10000.0,10000.0,56400.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-08-25,10000.0,56000.0,0.06,0.31,0.04,0.06,0.0,56000.0,10000.0,10000.0,56000.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-08-28,10000.0,54700.0,0.06,0.31,0.04,0.06,0.0,54700.0,10000.0,10000.0,54700.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-08-29,10000.0,54600.0,0.06,0.31,0.04,0.06,0.0,54600.0,10000.0,10000.0,54600.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-08-30,10000.0,54800.0,0.04,0.31,0.01,0.06,0.0,54800.0,10000.0,10000.0,54800.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-08-31,10000.0,54500.0,0.06,0.32,0.04,0.06,0.0,54500.0,10000.0,10000.0,54500.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-09-01,10000.0,53800.0,0.06,0.38,0.04,0.06,0.0,53800.0,10000.0,10000.0,53800.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-09-04,10000.0,53700.0,0.06,0.4,0.04,0.06,0.0,53700.0,10000.0,10000.0,53700.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-09-05,10000.0,53800.0,0.06,0.4,0.04,0.06,0.0,53800.0,10000.0,10000.0,53800.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-09-06,10000.0,52000.0,0.06,0.41,0.04,0.06,0.0,52000.0,10000.0,10000.0,52000.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-09-07,10000.0,51300.0,0.06,0.39,0.04,0.05,0.0,51300.0,10000.0,10000.0,51300.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,19.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1912
2017-09-08,10000.0,51200.0,0.06,0.51,0.04,0.05,0.0,51200.0,10000.0,10000.0,51200.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2022
2017-09-11,10000.0,50200.0,0.06,0.51,0.04,0.05,0.0,50200.0,10000.0,10000.0,50200.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,23.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2366
2017-09-12,10000.0,49900.0,0.06,0.51,0.04,0.05,0.0,49900.0,10000.0,10000.0,49900.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,27.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2727
2017-09-13,13000.0,67470.0,0.08,0.71,0.06,0.07,0.0,51900.0,13000.0,10000.0,67470.0,,,,,,,,,,,,,,,,3000.0,,0.07,,,,100.0,33.43,0.0,0.0,,0.0,100.0,22.02,0.6565,77.98,0.3343
2017-09-14,13000.0,69030.0,0.08,0.71,0.06,0.07,0.0,53100.0,13000.0,10000.0,69030.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,33.43,0.0,0.0,,0.0,100.0,22.21,0.6545,77.79,0.3343
2017-09-15,13000.0,65910.0,0.08,0.67,0.06,0.07,0.0,50700.0,13000.0,10000.0,65910.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.51,0.0,0.0,,0.0,100.0,22.24,0.6541,77.76,0.4051
2017-09-18,13000.0,65910.0,0.08,0.65,0.06,0.07,0.0,50700.0,13000.0,10000.0,65910.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.51,0.0,0.0,,0.0,100.0,22.13,0.6554,77.87,0.4051
2017-09-19,13000.0,65650.0,0.08,0.63,0.06,0.07,0.0,50500.0,13000.0,10000.0,65650.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.51,0.0,0.0,,0.0,100.0,22.16,0.655,77.84,0.4051
2017-09-20,13000.0,64350.0,0.08,0.63,0.06,0.07,0.0,49500.0,13000.0,10000.0,64350.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.51,0.0,0.0,,0.0,100.0,21.97,0.6571,78.03,0.4051
2017-09-21,13000.0,62400.0,0.08,0.62,0.06,0.07,0.0,48000.0,13000.0,10000.0,62400.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,43.46,0.0,0.0,,0.0,100.0,21.59,0.6615,78.41,0.4346
2017-09-22,13000.0,63050.0,0.08,0.56,0.06,0.07,0.0,48500.0,13000.0,10000.0,63050.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,45.43,0.0,0.0,,0.0,100.0,21.19,0.666,78.81,0.4543
2017-09-25,13000.0,64610.0,0.08,0.55,0.06,0.07,0.0,49700.0,13000.0,10000.0,64610.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,51.71,0.0,0.0,,0.0,100.0,21.25,0.6653,78.75,0.5171
2017-09-26,13000.0,62790.0,0.08,0.54,0.06,0.07,0.0,48300.0,13000.0,10000.0,62790.0,,,,,,,,0.02,,3547.0,,,,,,3547.0,,0.06,,,,100.0,56.45,0.0,0.0,,0.0,100.0,21.6,0.6613,78.4,0.5645
2017-09-27,10000.0,48400.0,0.06,0.41,0.04,0.05,0.0,48400.0,10000.0,10000.0,48400.0,,,,,,,,0.02,,3200.0,,,,,,200.0,,0.05,,,,100.0,46.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4615
2017-09-28,10000.0,48600.0,0.06,0.42,0.04,0.05,0.0,48600.0,10000.0,10000.0,48600.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,47.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.473
2017-09-29,10000.0,48400.0,0.06,0.42,0.04,0.05,0.0,48400.0,10000.0,10000.0,48400.0,,,2100.0,,,,,0.01,,2100.0,,,,2100.0,,,,0.05,,,,100.0,52.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5218
2017-10-02,10000.0,48400.0,0.06,0.41,0.04,0.05,0.0,48400.0,10000.0,10000.0,48400.0,,,500.0,,,,,0.0,,500.0,,,,500.0,,,,0.05,,,,100.0,59.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5993
2017-10-03,10000.0,48000.0,0.06,0.4,0.04,0.05,0.0,48000.0,10000.0,10000.0,48000.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,65.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6534
2017-10-04,10000.0,48300.0,0.06,0.4,0.04,0.05,0.0,48300.0,10000.0,10000.0,48300.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,66.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6612
2017-10-05,5000.0,24050.0,0.03,0.2,0.02,0.03,0.0,24050.0,5000.0,5000.0,24050.0,,,,,,,,0.03,,5487.0,,,,,,487.0,5000.0,0.02,0.03,,,100.0,46.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4669
2017-10-06,5000.0,23900.0,0.03,0.18,0.02,0.03,0.0,23900.0,5000.0,5000.0,23900.0,,,586.0,,,,,0.01,,1800.0,,,,586.0,,1214.0,,0.02,,,,100.0,64.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6414
2017-10-09,5000.0,23800.0,0.03,0.18,0.02,0.03,0.0,23800.0,5000.0,5000.0,23800.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,64.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6455
2017-10-10,8500.0,40290.0,0.05,0.31,0.04,0.04,0.0,40290.0,5000.0,8500.0,23700.0,,,,0.02,,,,,3500.0,,,,0.02,,,,,0.02,,,,100.0,65.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1168
2017-10-11,3600.0,16920.0,0.02,0.13,0.02,0.02,0.0,16920.0,0.0,3600.0,0.0,,,,,,,,0.02,,5000.0,,,,,,,4900.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.9772
2017-10-12,3600.0,16884.0,0.02,0.12,0.02,0.02,0.0,16884.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.9772
2017-10-13,5600.0,26096.0,0.04,0.19,0.02,0.03,0.0,16776.0,2000.0,3600.0,9320.0,,,,,,,,,,,,,,,,2000.0,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.39,0.5014,52.61,1.5201
2017-10-16,5600.0,26656.0,0.04,0.2,0.02,0.03,0.0,17136.0,2000.0,3600.0,9520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.34,0.5014,52.66,1.5201
2017-10-17,5600.0,26208.0,0.04,0.2,0.02,0.03,0.0,16848.0,2000.0,3600.0,9360.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.39,0.5014,52.61,1.5201
2017-10-18,5600.0,26768.0,0.04,0.19,0.02,0.03,0.0,17208.0,2000.0,3600.0,9560.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.41,0.5013,52.59,1.5201
2017-10-19,5600.0,25928.0,0.04,0.2,0.02,0.03,0.0,16668.0,2000.0,3600.0,9260.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.33,0.5014,52.67,1.5201
2017-10-20,5600.0,25928.0,0.04,0.15,0.02,0.03,0.0,16668.0,2000.0,3600.0,9260.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.33,0.5014,52.67,1.5201
2017-10-23,5600.0,24920.0,0.04,0.15,0.02,0.03,0.0,16020.0,2000.0,3600.0,8900.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.49,0.5013,52.51,1.5201
2017-10-24,5600.0,25312.0,0.04,0.15,0.02,0.02,0.0,16272.0,2000.0,3600.0,9040.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.39,0.5014,52.61,1.5201
2017-10-25,5600.0,25088.0,0.04,0.15,0.02,0.03,0.0,16128.0,2000.0,3600.0,8960.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.39,0.5014,52.61,1.5201
2017-10-26,5600.0,24416.0,0.04,0.16,0.02,0.03,0.0,15696.0,2000.0,3600.0,8720.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.32,0.5014,52.68,1.5201
2017-10-27,5600.0,24080.0,0.04,0.16,0.02,0.02,0.0,15480.0,2000.0,3600.0,8600.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.5,0.5012,52.5,1.5201
2017-10-30,5600.0,24976.0,0.04,0.16,0.02,0.02,0.0,16056.0,2000.0,3600.0,8920.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.47,0.5013,52.53,1.5201
2017-10-31,5600.0,24752.0,0.04,0.16,0.02,0.02,0.0,15912.0,2000.0,3600.0,8840.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.34,0.5014,52.66,1.5201
2017-11-01,5600.0,25088.0,0.04,0.16,0.02,0.02,0.0,16128.0,2000.0,3600.0,8960.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.37,0.5014,52.63,1.5201
2017-11-02,5600.0,27160.0,0.04,0.16,0.02,0.03,0.0,17460.0,2000.0,3600.0,9700.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.4,0.5014,52.6,1.5201
2017-11-03,5600.0,28392.0,0.04,0.16,0.02,0.03,0.0,18252.0,2000.0,3600.0,10140.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.36,0.5014,52.64,1.5201
2017-11-06,5600.0,27664.0,0.04,0.15,0.02,0.03,0.0,17784.0,2000.0,3600.0,9880.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.45,0.5013,52.55,1.5201
2017-11-07,5600.0,27720.0,0.04,0.15,0.02,0.03,0.0,17820.0,2000.0,3600.0,9900.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.29,0.0,0.0,,0.0,100.0,47.4,0.5014,52.6,1.5201
