,CBOT FP Equity_DX_SI_QTY,CBOT FP Equity_DX_SHORT_INTEREST_VALUE,CBOT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CBOT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CBOT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CBOT FP Equity_DX_SI_MV,CBOT FP Equity_DX_DSS,CBOT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CBOT FP Equity_DX_SUPPLY_SI_QTY,CBOT FP Equity_DX_BROKER_SI_QTY,CBOT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CBOT FP Equity_DX_BROKER_SI_MV_NEW_x,CBOT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CBOT FP Equity_DX_SUPPLY_SI_QTY_INC_x,CBOT FP Equity_DX_BROKER_SI_MV_INC_x,CBOT FP Equity_DX_SUPPLY_SI_MV_NEW,CBOT FP Equity_DX_BROKER_SI_QTY_ADD,CBOT FP Equity_DX_BROKER_SI_QTY_NEW,CBOT FP Equity_DX_SUPPLY_SI_MV_DEC,CBOT FP Equity_DX_BROKER_SI_QTY_INC,CBOT FP Equity_DX_SUPPLY_SI_QTY_DEC,CBOT FP Equity_DX_BROKER_SI_MV_NEW_y,CBOT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CBOT FP Equity_DX_BROKER_SI_MV_INC_y,CBOT FP Equity_DX_SUPPLY_SI_QTY_INC_y,CBOT FP Equity_DX_BROKER_SI_MV_ADD,CBOT FP Equity_DX_SUPPLY_SI_QTY_ADD,CBOT FP Equity_DX_BROKER_SI_QTY_DEC,CBOT FP Equity_DX_SUPPLY_SI_MV,CBOT FP Equity_DX_BROKER_SI_MV_DEC,CBOT FP Equity_DX_SUPPLY_SI_MV_RMV,CBOT FP Equity_DX_BROKER_SI_MV_RMV,CBOT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CBOT FP Equity_DX_UTILIZATION_QUANTITY,CBOT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CBOT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CBOT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CBOT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CBOT FP Equity_DX_ACTIVE_UTILIZATION_MV,CBOT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CBOT FP Equity_DX_BROKER_SI_CON_RATIO,CBOT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CBOT FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-12-29,6409.0,22944.22,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,22944.22,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0607
2020-12-30,6409.0,23072.4,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,23072.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0607
2020-12-31,6409.0,23392.85,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,23392.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0607
2021-01-01,6409.0,23392.85,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,23392.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0607
2021-01-04,6409.0,23392.85,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,23392.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0607
2021-01-05,6409.0,23392.85,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,23392.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.061
2021-01-06,11209.0,41024.94,0.04,0.4,0.03,0.04,0.0,8784.0,8809.0,2400.0,32240.94,,,,,,2400.0,,,,,,,,,0.01,2400.0,,0.03,,,,100.0,8.02,0.0,0.0,,0.0,100.0,42.92,0.51,57.08,0.102
2021-01-07,11209.0,41361.21,0.04,0.41,0.03,0.04,0.0,8856.0,8809.0,2400.0,32505.21,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.02,0.0,0.0,,0.0,100.0,42.8,0.5104,57.2,0.102
2021-01-08,11209.0,41024.94,0.04,0.42,0.03,0.04,0.0,8784.0,8809.0,2400.0,32240.94,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.02,0.0,0.0,,0.0,100.0,42.75,0.5105,57.25,0.102
2021-01-11,11209.0,41361.21,0.04,0.42,0.03,0.04,0.0,8856.0,8809.0,2400.0,32505.21,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.02,0.0,0.0,,0.0,100.0,42.62,0.5109,57.38,0.102
2021-01-12,11209.0,41473.3,0.04,0.41,0.03,0.04,0.0,8880.0,8809.0,2400.0,32593.3,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.02,0.0,0.0,,0.0,100.0,42.94,0.51,57.06,0.102
2021-01-13,11209.0,41249.12,0.04,0.41,0.03,0.04,0.0,8832.0,8809.0,2400.0,32417.12,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.02,0.0,0.0,,0.0,100.0,42.82,0.5103,57.18,0.102
2021-01-14,12209.0,45173.3,0.05,0.44,0.03,0.04,0.0,10730.0,9309.0,2900.0,34443.3,,,,,,500.0,,,,,,,,,0.0,500.0,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,40.98,0.4695,54.75,0.1111
2021-01-15,12209.0,44562.85,0.05,0.45,0.03,0.05,0.0,10585.0,9309.0,2900.0,33977.85,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,40.89,0.4699,54.85,0.1111
2021-01-18,12209.0,44807.03,0.05,0.46,0.03,0.04,0.0,10643.0,9309.0,2900.0,34164.03,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,40.96,0.4696,54.77,0.1111
2021-01-19,12209.0,44684.94,0.05,0.53,0.03,0.04,0.0,10614.0,9309.0,2900.0,34070.94,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,41.1,0.4691,54.62,0.1111
2021-01-20,12209.0,44684.94,0.05,0.53,0.03,0.04,0.0,10614.0,9309.0,2900.0,34070.94,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,40.96,0.4696,54.78,0.1111
2021-01-21,12209.0,44440.76,0.05,0.61,0.03,0.04,0.0,10556.0,9309.0,2900.0,33884.76,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,41.11,0.469,54.61,0.1111
2021-01-22,12209.0,43586.13,0.05,0.6,0.03,0.04,0.0,10353.0,9309.0,2900.0,33233.13,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,41.05,0.4693,54.67,0.1111
2021-01-25,12209.0,42975.68,0.05,0.58,0.03,0.04,0.0,10208.0,9309.0,2900.0,32767.68,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,40.94,0.4697,54.8,0.1111
2021-01-26,12209.0,43464.04,0.05,0.57,0.03,0.04,0.0,10324.0,9309.0,2900.0,33140.04,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,41.05,0.4693,54.68,0.1111
2021-01-27,12209.0,43341.95,0.05,0.57,0.03,0.04,0.0,10295.0,9309.0,2900.0,33046.95,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,40.89,0.4699,54.85,0.1111
2021-01-28,12209.0,43952.4,0.05,0.56,0.03,0.04,0.0,10440.0,9309.0,2900.0,33512.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,41.05,0.4693,54.68,0.1111
2021-01-29,12209.0,43952.4,0.05,0.58,0.03,0.04,0.0,10440.0,9309.0,2900.0,33512.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,41.01,0.4694,54.71,0.1111
2021-02-01,12209.0,43952.4,0.05,0.59,0.03,0.04,0.0,10440.0,9309.0,2900.0,33512.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.47,0.0,0.0,,0.0,100.0,40.83,0.4701,54.92,0.1111
2021-02-02,5800.0,20764.0,0.02,0.3,0.02,0.02,0.0,10382.0,2900.0,2900.0,10382.0,,,,,,,,0.02,,6409.0,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-03,5800.0,20764.0,0.02,0.33,0.02,0.02,0.0,10382.0,2900.0,2900.0,10382.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-04,5800.0,20822.0,0.02,0.34,0.02,0.02,0.0,10411.0,2900.0,2900.0,10411.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-05,5800.0,20938.0,0.02,0.34,0.02,0.02,0.0,10469.0,2900.0,2900.0,10469.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-08,5800.0,20938.0,0.02,0.35,0.02,0.02,0.0,10469.0,2900.0,2900.0,10469.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-09,5800.0,20938.0,0.02,0.34,0.02,0.02,0.0,10469.0,2900.0,2900.0,10469.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-10,5800.0,20880.0,0.02,0.37,0.02,0.02,0.0,10440.0,2900.0,2900.0,10440.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-11,5800.0,20880.0,0.02,0.35,0.02,0.02,0.0,10440.0,2900.0,2900.0,10440.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-12,5800.0,20880.0,0.02,0.35,0.02,0.02,0.0,10440.0,2900.0,2900.0,10440.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-15,5800.0,20822.0,0.02,0.34,0.02,0.02,0.0,10411.0,2900.0,2900.0,10411.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-16,5800.0,21054.0,0.02,0.35,0.02,0.02,0.0,10527.0,2900.0,2900.0,10527.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-17,5800.0,21112.0,0.02,0.35,0.02,0.02,0.0,10556.0,2900.0,2900.0,10556.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-18,5800.0,21286.0,0.02,0.34,0.02,0.02,0.0,10643.0,2900.0,2900.0,10643.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0528
2021-02-19,5800.0,21228.0,0.02,0.34,0.02,0.02,0.0,10614.0,2900.0,2900.0,10614.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.29,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0658
2021-02-22,5800.0,20996.0,0.02,0.34,0.02,0.02,0.0,10498.0,2900.0,2900.0,10498.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-02-23,5800.0,20822.0,0.02,0.33,0.02,0.02,0.0,10411.0,2900.0,2900.0,10411.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-02-24,5800.0,20706.0,0.02,0.34,0.02,0.02,0.0,10353.0,2900.0,2900.0,10353.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-02-25,5800.0,20764.0,0.02,0.33,0.02,0.02,0.0,10382.0,2900.0,2900.0,10382.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-02-26,5800.0,20706.0,0.02,0.34,0.02,0.02,0.0,10353.0,2900.0,2900.0,10353.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-01,5800.0,20822.0,0.02,0.34,0.02,0.02,0.0,10411.0,2900.0,2900.0,10411.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-02,5800.0,20822.0,0.02,0.34,0.02,0.02,0.0,10411.0,2900.0,2900.0,10411.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-03,5800.0,20822.0,0.02,0.34,0.02,0.02,0.0,10411.0,2900.0,2900.0,10411.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-04,5800.0,20880.0,0.02,0.34,0.02,0.02,0.0,10440.0,2900.0,2900.0,10440.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-05,5800.0,20880.0,0.02,0.34,0.02,0.02,0.0,10440.0,2900.0,2900.0,10440.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-08,5800.0,21460.0,0.02,0.36,0.02,0.02,0.0,10730.0,2900.0,2900.0,10730.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.41,0.8295,90.59,0.0523
2021-03-09,5800.0,21460.0,0.02,0.3,0.02,0.02,0.0,10730.0,2900.0,2900.0,10730.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.53,0.8276,90.47,0.0523
2021-03-10,5800.0,21518.0,0.02,0.28,0.02,0.02,0.0,10759.0,2900.0,2900.0,10759.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-11,5800.0,21576.0,0.02,0.27,0.02,0.02,0.0,10788.0,2900.0,2900.0,10788.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-12,5800.0,21924.0,0.02,0.27,0.02,0.02,0.0,10962.0,2900.0,2900.0,10962.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-15,5800.0,21750.0,0.02,0.26,0.02,0.02,0.0,10875.0,2900.0,2900.0,10875.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-16,5800.0,21808.0,0.02,0.25,0.02,0.02,0.0,10904.0,2900.0,2900.0,10904.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-17,5800.0,21750.0,0.02,0.24,0.02,0.02,0.0,10875.0,2900.0,2900.0,10875.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-18,5800.0,21924.0,0.02,0.23,0.02,0.02,0.0,10962.0,2900.0,2900.0,10962.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-19,5800.0,21866.0,0.02,0.24,0.02,0.02,0.0,10933.0,2900.0,2900.0,10933.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-22,5800.0,22214.0,0.02,0.23,0.02,0.02,0.0,11107.0,2900.0,2900.0,11107.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-23,5800.0,21808.0,0.02,0.23,0.02,0.02,0.0,10904.0,2900.0,2900.0,10904.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-24,5800.0,22040.0,0.02,0.23,0.02,0.02,0.0,11020.0,2900.0,2900.0,11020.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-25,5800.0,21924.0,0.02,0.22,0.02,0.02,0.0,10962.0,2900.0,2900.0,10962.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-26,5800.0,22330.0,0.02,0.22,0.02,0.02,0.0,11165.0,2900.0,2900.0,11165.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-29,5800.0,22214.0,0.02,0.21,0.02,0.02,0.0,11107.0,2900.0,2900.0,11107.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-30,5800.0,22040.0,0.02,0.22,0.02,0.02,0.0,11020.0,2900.0,2900.0,11020.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-03-31,5800.0,22098.0,0.02,0.21,0.02,0.02,0.0,11049.0,2900.0,2900.0,11049.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-04-01,5800.0,22272.0,0.02,0.2,0.02,0.02,0.0,11136.0,2900.0,2900.0,11136.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.69,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0537
2021-04-02,5800.0,22272.0,0.02,0.2,0.02,0.02,0.0,11136.0,2900.0,2900.0,11136.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.69,0.0,0.0,,0.0,100.0,9.4,0.8297,90.6,0.0537
2021-04-05,5800.0,22272.0,0.02,0.2,0.02,0.02,0.0,11136.0,2900.0,2900.0,11136.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.69,0.0,0.0,,0.0,100.0,9.4,0.8297,90.6,0.0537
2021-04-06,5800.0,22272.0,0.02,0.2,0.02,0.02,0.0,11136.0,2900.0,2900.0,11136.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-04-07,5800.0,22330.0,0.02,0.2,0.02,0.02,0.0,11165.0,2900.0,2900.0,11165.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-04-08,5800.0,22330.0,0.02,0.2,0.02,0.02,0.0,11165.0,2900.0,2900.0,11165.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-04-09,5800.0,22214.0,0.02,0.2,0.02,0.02,0.0,11107.0,2900.0,2900.0,11107.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-04-12,5800.0,22272.0,0.02,0.19,0.02,0.02,0.0,11136.0,2900.0,2900.0,11136.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.61,0.0,0.0,,0.0,100.0,9.43,0.8291,90.57,0.0523
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,2900.0,,,,,,,2900.0,0.0,0.01,,,0.0,0.0,106116.0,406424.28,,0.41,0.0,,0.0,,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106116.0,407485.44,,0.41,0.0,,0.0,,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106116.0,405363.12,,0.41,0.0,,0.0,,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106116.0,405363.12,,0.41,0.0,,0.0,,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106116.0,407485.44,,0.41,0.0,,0.0,,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106116.0,402179.64,,0.4,0.0,,0.0,,0.0
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106116.0,402179.64,,0.4,0.0,,0.0,,0.0
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106116.0,403240.8,,0.4,0.0,,0.0,,0.0
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106116.0,402179.64,,0.4,0.0,,0.0,,0.0
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106116.0,405363.12,,0.4,0.0,,0.0,,0.0
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108416.0,417401.6,,0.42,0.0,,0.0,,0.0
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108416.0,413064.96,,0.41,0.0,,0.0,,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108416.0,416317.44,,0.42,0.0,,0.0,,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108416.0,416317.44,,0.42,0.0,,0.0,,0.0
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108416.0,416317.44,,0.42,0.0,,0.0,,0.0
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108416.0,415233.28,,0.42,0.0,,0.0,,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108416.0,415233.28,,0.42,0.0,,0.0,,0.0
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108416.0,415233.28,,0.41,0.0,,0.0,,0.0
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108416.0,414149.12,,0.41,0.0,,0.0,,0.0
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108416.0,413064.96,,0.41,0.0,,0.0,,0.0
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108416.0,413064.96,,0.41,0.0,,0.0,,0.0
2021-05-12,1400.0,5320.0,0.01,0.05,0.0,0.01,0.0,0.0,1400.0,0.0,5320.0,,,,,,,,,,,,,,,,1400.0,,0.01,,,,100.0,1.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0126
2021-05-13,1400.0,5320.0,0.01,0.05,0.0,0.01,0.0,0.0,1400.0,0.0,5320.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0126
2021-05-14,1400.0,5362.0,0.01,0.05,0.0,0.01,0.0,0.0,1400.0,0.0,5362.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0126
2021-05-17,1400.0,5390.0,0.01,0.05,0.0,0.01,0.0,0.0,1400.0,0.0,5390.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0126
2021-05-18,1400.0,5404.0,0.01,0.05,0.0,0.01,0.0,0.0,1400.0,0.0,5404.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0124
2021-05-19,1400.0,5376.0,0.01,0.05,0.0,0.01,0.0,0.0,1400.0,0.0,5376.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0123
2021-05-20,1400.0,5334.0,0.01,0.05,0.0,0.01,0.0,0.0,1400.0,0.0,5334.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0119
2021-05-21,1400.0,5376.0,0.01,0.04,0.0,0.01,0.0,0.0,1400.0,0.0,5376.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0119
2021-05-24,1400.0,5348.0,0.01,0.05,0.0,0.01,0.0,0.0,1400.0,0.0,5348.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0119
