,MLMAD FP Equity_DX_SI_QTY,MLMAD FP Equity_DX_SHORT_INTEREST_VALUE,MLMAD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLMAD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLMAD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLMAD FP Equity_DX_SI_MV,MLMAD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLMAD FP Equity_DX_SUPPLY_SI_QTY,MLMAD FP Equity_DX_BROKER_SI_QTY,MLMAD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLMAD FP Equity_DX_SUPPLY_SI_MV,MLMAD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLMAD FP Equity_DX_UTILIZATION_QUANTITY,MLMAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLMAD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLMAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLMAD FP Equity_DX_ACTIVE_UTILIZATION_MV,MLMAD FP Equity_DX_BROKER_SI_CON_RATIO,MLMAD FP Equity_DX_DEMAND_SUPPLY_RATIO,MLMAD FP Equity_PX_LAST
2008-08-12,,,,,,,,,,,,,,,,,,,,8.68
2008-08-13,,,,,,,,,,,,,,,,,,,,8.68
2008-08-14,,,,,,,,,,,,,,,,,,,,8.68
2008-08-15,,,,,,,,,,,,,,,,,,,,8.68
2008-08-18,,,,,,,,,,,,,,,,,,,,8.68
2008-08-19,,,,,,,,,,,,,,,,,,,,8.68
2008-08-20,,,,,,,,,,,,,,,,,,,,8.68
2008-08-21,,,,,,,,,,,,,,,,,,,,8.68
2008-08-22,,,,,,,,,,,,,,,,,,,,8.68
2008-08-25,,,,,,,,,,,,,,,,,,,,8.68
2008-08-26,,,,,,,,,,,,,,,,,,,,8.68
2008-08-27,,,,,,,,,,,,,,,,,,,,8.68
2008-08-28,,,,,,,,,,,,,,,,,,,,8.68
2008-08-29,,,,,,,,,,,,,,,,,,,,8.68
2008-09-01,,,,,,,,,,,,,,,,,,,,8.68
2008-09-02,,,,,,,,,,,,,,,,,,,,8.68
2008-09-03,,,,,,,,,,,,,,,,,,,,8.68
2008-09-04,,,,,,,,,,,,,,,,,,,,8.68
2008-09-05,,,,,,,,,,,,,,,,,,,,8.68
2008-09-08,,,,,,,,,,,,,,,,,,,,8.68
2008-09-09,,,,,,,,,,,,,,,,,,,,8.68
2008-09-10,,,,,,,,,,,,,,,,,,,,8.68
2008-09-11,,,,,,,,,,,,,,,,,,,,8.68
2008-09-12,,,,,,,,,,,,,,,,,,,,8.68
2008-09-15,,,,,,,,,,,,,,,,,,,,8.68
2008-09-16,,,,,,,,,,,,,,,,,,,,8.68
2008-09-17,,,,,,,,,,,,,,,,,,,,8.68
2008-09-18,,,,,,,,,,,,,,,,,,,,8.68
2008-09-19,,,,,,,,,,,,,,,,,,,,8.68
2008-09-22,,,,,,,,,,,,,,,,,,,,8.68
2008-09-23,,,,,,,,,,,,,,,,,,,,8.68
2008-09-24,,,,,,,,,,,,,,,,,,,,8.68
2008-09-25,,,,,,,,,,,,,,,,,,,,8.68
2008-09-29,,,,,,,,,,,,,,,,,,,,8.68
2008-10-01,,,,,,,,,,,,,,,,,,,,8.68
2008-10-02,,,,,,,,,,,,,,,,,,,,8.68
2008-10-03,,,,,,,,,,,,,,,,,,,,8.68
2008-10-06,,,,,,,,,,,,,,,,,,,,8.68
2008-10-07,,,,,,,,,,,,,,,,,,,,8.68
2008-10-08,,,,,,,,,,,,,,,,,,,,8.68
2008-10-09,,,,,,,,,,,,,,,,,,,,8.68
2008-10-10,,,,,,,,,,,,,,,,,,,,8.68
2008-10-13,,,,,,,,,,,,,,,,,,,,8.68
2008-10-14,,,,,,,,,,,,,,,,,,,,8.68
2008-10-15,,,,,,,,,,,,,,,,,,,,8.68
2008-10-16,,,,,,,,,,,,,,,,,,,,8.68
2008-10-17,,,,,,,,,,,,,,,,,,,,8.68
2008-10-20,,,,,,,,,,,,,,,,,,,,8.68
2008-10-21,,,,,,,,,,,,,,,,,,,,8.68
2008-10-22,,,,,,,,,,,,,,,,,,,,8.68
2008-10-23,,,,,,,,,,,,,,,,,,,,8.68
2008-10-24,,,,,,,,,,,,,,,,,,,,8.68
2008-10-27,,,,,,,,,,,,,,,,,,,,8.68
2008-10-28,,,,,,,,,,,,,,,,,,,,8.68
2008-10-29,,,,,,,,,,,,,,,,,,,,8.68
2008-10-30,,,,,,,,,,,,,,,,,,,,8.68
2008-11-05,,,,,,,,,,,,,,,,,,,,8.6
2008-11-06,,,,,,,,,,,,,,,,,,,,8.6
2008-11-07,,,,,,,,,,,,,,,,,,,,8.6
2008-11-10,,,,,,,,,,,,,,,,,,,,8.6
2008-11-11,,,,,,,,,,,,,,,,,,,,8.6
2008-11-12,,,,,,,,,,,,,,,,,,,,8.6
2008-11-13,,,,,,,,,,,,,,,,,,,,8.6
2008-11-14,,,,,,,,,,,,,,,,,,,,8.6
2008-11-17,,,,,,,,,,,,,,,,,,,,8.6
2008-11-18,,,,,,,,,,,,,,,,,,,,8.6
2008-11-19,,,,,,,,,,,,,,,,,,,,8.6
2008-11-20,,,,,,,,,,,,,,,,,,,,8.6
2008-11-21,,,,,,,,,,,,,,,,,,,,8.6
2008-11-24,,,,,,,,,,,,,,,,,,,,8.6
2008-11-25,,,,,,,,,,,,,,,,,,,,8.6
2008-11-26,,,,,,,,,,,,,,,,,,,,8.6
2008-11-27,,,,,,,,,,,,,,,,,,,,8.6
2008-11-28,,,,,,,,,,,,,,,,,,,,8.6
2008-12-31,,,,,,,,,,,,,,,,,,,,4.55
2009-01-02,,,,,,,,,,,,,,,,,,,,4.55
2009-01-06,,,,,,,,,,,,,,,,,,,,4.75
2009-01-07,,,,,,,,,,,,,,,,,,,,4.75
2009-01-08,,,,,,,,,,,,,,,,,,,,4.75
2009-01-09,,,,,,,,,,,,,,,,,,,,5.0
2009-01-12,,,,,,,,,,,,,,,,,,,,5.0
2009-01-13,,,,,,,,,,,,,,,,,,,,5.0
2009-01-14,,,,,,,,,,,,,,,,,,,,5.0
2009-01-15,,,,,,,,,,,,,,,,,,,,5.0
2009-01-16,,,,,,,,,,,,,,,,,,,,5.0
2009-01-19,,,,,,,,,,,,,,,,,,,,5.0
2009-01-20,,,,,,,,,,,,,,,,,,,,5.0
2009-01-27,,,,,,,,,,,,,,,,,,,,4.5
2009-01-29,,,,,,,,,,,,,,,,,,,,4.0
2009-01-30,,,,,,,,,,,,,,,,,,,,4.0
2009-02-02,,,,,,,,,,,,,,,,,,,,4.0
2009-02-03,,,,,,,,,,,,,,,,,,,,3.99
2009-02-12,,,,,,,,,,,,,,,,,,,,3.0
2009-02-16,,,,,,,,,,,,,,,,,,,,2.99
2009-07-09,,,,,,,,,,,,,,,,,,,,1.89
2009-07-10,,,,,,,,,,,,,,,,,,,,1.85
2009-07-13,,,,,,,,,,,,,,,,,,,,1.8
2009-07-21,,,,,,,,,,,,,,,,,,,,1.08
2009-07-22,,,,,,,,,,,,,,,,,,,,1.07
2009-07-23,,,,,,,,,,,,,,,,,,,,1.1
2009-07-24,,,,,,,,,,,,,,,,,,,,1.1
2009-07-27,,,,,,,,,,,,,,,,,,,,1.1
2009-07-28,,,,,,,,,,,,,,,,,,,,1.08
2009-07-29,,,,,,,,,,,,,,,,,,,,1.08
2009-07-30,,,,,,,,,,,,,,,,,,,,1.1
2009-07-31,,,,,,,,,,,,,,,,,,,,1.1
2009-08-06,,,,,,,,,,,,,,,,,,,,1.09
2009-08-07,,,,,,,,,,,,,,,,,,,,1.04
2009-08-10,,,,,,,,,,,,,,,,,,,,1.1
2009-08-13,,,,,,,,,,,,,,,,,,,,1.1
2009-08-14,,,,,,,,,,,,,,,,,,,,1.1
2009-08-17,,,,,,,,,,,,,,,,,,,,1.1
2009-08-27,,,,,,,,,,,,,,,,,,,,1.76
2009-09-01,,,,,,,,,,,,,,,,,,,,1.99
2009-09-02,,,,,,,,,,,,,,,,,,,,2.18
2009-09-03,,,,,,,,,,,,,,,,,,,,2.27
2009-09-04,,,,,,,,,,,,,,,,,,,,2.27
2009-09-09,,,,,,,,,,,,,,,,,,,,1.71
2009-09-14,,,,,,,,,,,,,,,,,,,,2.26
2009-09-15,,,,,,,,,,,,,,,,,,,,2.2
2009-09-16,,,,,,,,,,,,,,,,,,,,2.42
2009-09-17,,,,,,,,,,,,,,,,,,,,2.2
2009-09-18,,,,,,,,,,,,,,,,,,,,2.05
2009-09-21,,,,,,,,,,,,,,,,,,,,2.23
2009-09-22,,,,,,,,,,,,,,,,,,,,2.15
2009-09-23,,,,,,,,,,,,,,,,,,,,2.15
2009-09-24,,,,,,,,,,,,,,,,,,,,2.34
2009-09-25,,,,,,,,,,,,,,,,,,,,2.32
2009-09-29,,,,,,,,,,,,,,,,,,,,2.2
2009-10-01,,,,,,,,,,,,,,,,,,,,2.0
2009-10-02,,,,,,,,,,,,,,,,,,,,1.98
2009-10-05,,,,,,,,,,,,,,,,,,,,1.97
2009-10-06,,,,,,,,,,,,,,,,,,,,2.15
2009-10-07,,,,,,,,,,,,,,,,,,,,1.99
2009-10-08,,,,,,,,,,,,,,,,,,,,2.17
2009-10-09,,,,,,,,,,,,,,,,,,,,2.17
2009-10-12,,,,,,,,,,,,,,,,,,,,2.17
2009-10-13,,,,,,,,,,,,,,,,,,,,2.07
2009-10-14,,,,,,,,,,,,,,,,,,,,2.1
2009-10-15,,,,,,,,,,,,,,,,,,,,2.0
2009-10-16,,,,,,,,,,,,,,,,,,,,2.1
2009-10-19,,,,,,,,,,,,,,,,,,,,2.1
2009-10-23,,,,,,,,,,,,,,,,,,,,1.93
2009-10-26,,,,,,,,,,,,,,,,,,,,1.93
2009-11-04,,,,,,,,,,,,,,,,,,,,1.91
2009-11-10,,,,,,,,,,,,,,,,,,,,1.9
2009-11-19,,,,,,,,,,,,,,,,,,,,1.9
2009-11-26,,,,,,,,,,,,,,,,,,,,2.09
2009-11-27,,,,,,,,,,,,,,,,,,,,2.27
2009-12-01,,,,,,,,,,,,,,,,,,,,1.9
2009-12-02,,,,,,,,,,,,,,,,,,,,1.9
2009-12-03,,,,,,,,,,,,,,,,,,,,1.89
2009-12-07,,,,,,,,,,,,,,,,,,,,1.6
2009-12-21,,,,,,,,,,,,,,,,,,,,2.1
2009-12-24,,,,,,,,,,,,,,,,,,,,2.29
2009-12-30,,,,,,,,,,,,,,,,,,,,2.3
2010-01-04,,,,,,,,,,,,,,,,,,,,2.32
2010-01-08,,,,,,,,,,,,,,,,,,,,2.25
2010-01-18,,,,,,,,,,,,,,,,,,,,2.04
2010-02-05,,,,,,,,,,,,,,,,,,,,2.0
2010-02-15,,,,,,,,,,,,,,,,,,,,1.69
2010-02-22,,,,,,,,,,,,,,,,,,,,2.0
2010-02-23,,,,,,,,,,,,,,,,,,,,1.8
2010-02-24,,,,,,,,,,,,,,,,,,,,1.73
2010-02-25,,,,,,,,,,,,,,,,,,,,1.69
2010-02-26,,,,,,,,,,,,,,,,,,,,1.69
2010-03-01,,,,,,,,,,,,,,,,,,,,1.69
2010-03-02,,,,,,,,,,,,,,,,,,,,1.69
2010-03-03,,,,,,,,,,,,,,,,,,,,1.69
2010-03-04,,,,,,,,,,,,,,,,,,,,1.69
2010-03-05,,,,,,,,,,,,,,,,,,,,1.69
2010-03-08,,,,,,,,,,,,,,,,,,,,1.69
2010-03-09,,,,,,,,,,,,,,,,,,,,1.69
2010-03-10,,,,,,,,,,,,,,,,,,,,1.69
2010-03-11,,,,,,,,,,,,,,,,,,,,1.56
2010-03-12,,,,,,,,,,,,,,,,,,,,1.71
2010-03-15,,,,,,,,,,,,,,,,,,,,1.71
2010-03-16,,,,,,,,,,,,,,,,,,,,1.71
2010-03-17,,,,,,,,,,,,,,,,,,,,1.71
2010-03-18,,,,,,,,,,,,,,,,,,,,1.71
2010-03-23,,,,,,,,,,,,,,,,,,,,1.7
2010-03-26,,,,,,,,,,,,,,,,,,,,1.7
2010-03-30,,,,,,,,,,,,,,,,,,,,1.69
2010-04-13,,,,,,,,,,,,,,,,,,,,1.6
2010-04-15,,,,,,,,,,,,,,,,,,,,1.44
2010-04-19,,,,,,,,,,,,,,,,,,,,1.44
2010-04-23,,,,,,,,,,,,,,,,,,,,1.9
2010-04-26,,,,,,,,,,,,,,,,,,,,2.07
2010-05-06,,,,,,,,,,,,,,,,,,,,1.61
2010-05-07,,,,,,,,,,,,,,,,,,,,1.72
2010-05-10,,,,,,,,,,,,,,,,,,,,1.7
2010-05-11,,,,,,,,,,,,,,,,,,,,1.61
2010-05-20,,,,,,,,,,,,,,,,,,,,1.6
2010-05-21,,,,,,,,,,,,,,,,,,,,1.6
2010-05-25,,,,,,,,,,,,,,,,,,,,1.4
2010-06-03,,,,,,,,,,,,,,,,,,,,1.2
2010-06-09,,,,,,,,,,,,,,,,,,,,1.4
2010-06-10,,,,,,,,,,,,,,,,,,,,1.54
2010-06-24,,,,,,,,,,,,,,,,,,,,1.2
2010-06-25,,,,,,,,,,,,,,,,,,,,1.2
2010-06-28,,,,,,,,,,,,,,,,,,,,1.15
2010-06-29,,,,,,,,,,,,,,,,,,,,1.12
2010-06-30,,,,,,,,,,,,,,,,,,,,1.23
2010-07-26,,,,,,,,,,,,,,,,,,,,1.06
2010-07-27,,,,,,,,,,,,,,,,,,,,1.06
2010-07-30,,,,,,,,,,,,,,,,,,,,1.03
2010-08-05,,,,,,,,,,,,,,,,,,,,1.24
2010-08-16,,,,,,,,,,,,,,,,,,,,1.24
2010-08-27,,,,,,,,,,,,,,,,,,,,1.05
2010-09-03,,,,,,,,,,,,,,,,,,,,1.05
2010-09-13,,,,,,,,,,,,,,,,,,,,1.25
2010-09-14,,,,,,,,,,,,,,,,,,,,1.3
2010-09-15,,,,,,,,,,,,,,,,,,,,1.3
2010-09-17,,,,,,,,,,,,,,,,,,,,1.3
2010-09-21,,,,,,,,,,,,,,,,,,,,1.18
2010-09-24,,,,,,,,,,,,,,,,,,,,1.5
2010-09-27,,,,,,,,,,,,,,,,,,,,1.5
2010-09-28,,,,,,,,,,,,,,,,,,,,1.55
2010-09-29,,,,,,,,,,,,,,,,,,,,1.55
2010-10-05,,,,,,,,,,,,,,,,,,,,1.5
2010-10-06,,,,,,,,,,,,,,,,,,,,1.5
2010-10-15,,,,,,,,,,,,,,,,,,,,1.81
2010-11-04,,,,,,,,,,,,,,,,,,,,1.93
2010-11-08,,,,,,,,,,,,,,,,,,,,1.9
2010-11-09,,,,,,,,,,,,,,,,,,,,1.9
2010-11-12,,,,,,,,,,,,,,,,,,,,1.94
2010-11-15,,,,,,,,,,,,,,,,,,,,1.95
2010-11-16,,,,,,,,,,,,,,,,,,,,2.05
2010-11-17,,,,,,,,,,,,,,,,,,,,1.99
2010-11-18,,,,,,,,,,,,,,,,,,,,2.0
2010-11-29,,,,,,,,,,,,,,,,,,,,2.0
2010-11-30,,,,,,,,,,,,,,,,,,,,2.0
2010-12-01,,,,,,,,,,,,,,,,,,,,2.0
2010-12-02,,,,,,,,,,,,,,,,,,,,2.0
2010-12-03,,,,,,,,,,,,,,,,,,,,2.05
2010-12-07,,,,,,,,,,,,,,,,,,,,2.0
2010-12-16,,,,,,,,,,,,,,,,,,,,2.0
2010-12-17,,,,,,,,,,,,,,,,,,,,2.0
2010-12-24,,,,,,,,,,,,,,,,,,,,2.05
2010-12-27,,,,,,,,,,,,,,,,,,,,2.05
2010-12-28,,,,,,,,,,,,,,,,,,,,2.0
2010-12-30,,,,,,,,,,,,,,,,,,,,2.0
2010-12-31,,,,,,,,,,,,,,,,,,,,2.0
2011-01-03,,,,,,,,,,,,,,,,,,,,2.0
2011-01-04,,,,,,,,,,,,,,,,,,,,1.94
2011-01-05,,,,,,,,,,,,,,,,,,,,1.92
2011-01-06,,,,,,,,,,,,,,,,,,,,1.92
2011-01-07,,,,,,,,,,,,,,,,,,,,1.9
2011-01-10,,,,,,,,,,,,,,,,,,,,1.9
2011-01-11,,,,,,,,,,,,,,,,,,,,1.85
2011-01-12,,,,,,,,,,,,,,,,,,,,1.85
2011-01-14,,,,,,,,,,,,,,,,,,,,1.8
2011-01-17,,,,,,,,,,,,,,,,,,,,1.75
2011-01-18,,,,,,,,,,,,,,,,,,,,1.75
2011-01-19,,,,,,,,,,,,,,,,,,,,1.75
2011-01-27,,,,,,,,,,,,,,,,,,,,1.95
2011-02-03,,,,,,,,,,,,,,,,,,,,1.9
2011-02-07,,,,,,,,,,,,,,,,,,,,1.9
2011-02-10,,,,,,,,,,,,,,,,,,,,1.9
2011-02-17,,,,,,,,,,,,,,,,,,,,2.11
2011-02-18,,,,,,,,,,,,,,,,,,,,2.16
2011-02-22,,,,,,,,,,,,,,,,,,,,2.25
2011-02-23,,,,,,,,,,,,,,,,,,,,2.47
2011-02-25,,,,,,,,,,,,,,,,,,,,2.98
2011-02-28,,,,,,,,,,,,,,,,,,,,3.27
2011-03-03,,,,,,,,,,,,,,,,,,,,3.99
2011-03-04,,,,,,,,,,,,,,,,,,,,4.2
2011-03-07,,,,,,,,,,,,,,,,,,,,4.2
2011-03-08,,,,,,,,,,,,,,,,,,,,4.19
2011-03-10,,,,,,,,,,,,,,,,,,,,4.0
2011-03-14,,,,,,,,,,,,,,,,,,,,3.9
2011-03-15,,,,,,,,,,,,,,,,,,,,3.51
2011-03-16,,,,,,,,,,,,,,,,,,,,3.7
2011-03-17,,,,,,,,,,,,,,,,,,,,3.5
2011-03-18,,,,,,,,,,,,,,,,,,,,3.5
2011-03-21,,,,,,,,,,,,,,,,,,,,3.29
2011-03-22,,,,,,,,,,,,,,,,,,,,3.29
2011-03-23,,,,,,,,,,,,,,,,,,,,3.27
2011-03-25,,,,,,,,,,,,,,,,,,,,3.36
2011-03-28,,,,,,,,,,,,,,,,,,,,3.36
2011-03-29,,,,,,,,,,,,,,,,,,,,3.43
2011-03-30,,,,,,,,,,,,,,,,,,,,3.43
2011-03-31,,,,,,,,,,,,,,,,,,,,3.43
2011-04-01,,,,,,,,,,,,,,,,,,,,3.44
2011-04-05,,,,,,,,,,,,,,,,,,,,3.5
2011-04-06,,,,,,,,,,,,,,,,,,,,3.55
2011-04-07,,,,,,,,,,,,,,,,,,,,3.61
2011-04-08,,,,,,,,,,,,,,,,,,,,3.61
2011-04-11,,,,,,,,,,,,,,,,,,,,3.6
2011-04-13,,,,,,,,,,,,,,,,,,,,3.6
2011-04-14,,,,,,,,,,,,,,,,,,,,3.6
2011-04-15,,,,,,,,,,,,,,,,,,,,3.6
2011-04-18,,,,,,,,,,,,,,,,,,,,3.6
2011-04-20,,,,,,,,,,,,,,,,,,,,3.45
2011-04-21,,,,,,,,,,,,,,,,,,,,3.25
2011-04-26,,,,,,,,,,,,,,,,,,,,3.2
2011-05-04,,,,,,,,,,,,,,,,,,,,3.2
2011-05-06,,,,,,,,,,,,,,,,,,,,3.25
2011-05-10,,,,,,,,,,,,,,,,,,,,3.5
2011-05-16,,,,,,,,,,,,,,,,,,,,3.6
2011-05-17,,,,,,,,,,,,,,,,,,,,3.6
2011-05-25,,,,,,,,,,,,,,,,,,,,3.1
2011-05-26,,,,,,,,,,,,,,,,,,,,3.25
2011-05-27,,,,,,,,,,,,,,,,,,,,3.2
2011-05-30,,,,,,,,,,,,,,,,,,,,3.05
2011-05-31,,,,,,,,,,,,,,,,,,,,3.01
2011-06-06,,,,,,,,,,,,,,,,,,,,3.0
2011-06-07,,,,,,,,,,,,,,,,,,,,3.0
2011-06-09,,,,,,,,,,,,,,,,,,,,3.06
2011-06-10,,,,,,,,,,,,,,,,,,,,3.05
2011-06-13,,,,,,,,,,,,,,,,,,,,3.0
2011-06-15,,,,,,,,,,,,,,,,,,,,3.0
2011-06-21,,,,,,,,,,,,,,,,,,,,3.0
2011-07-01,,,,,,,,,,,,,,,,,,,,3.65
2011-07-04,,,,,,,,,,,,,,,,,,,,3.6
2011-07-18,,,,,,,,,,,,,,,,,,,,3.5
2011-07-29,,,,,,,,,,,,,,,,,,,,3.5
2011-08-02,,,,,,,,,,,,,,,,,,,,3.5
2011-08-03,,,,,,,,,,,,,,,,,,,,3.5
2011-08-04,,,,,,,,,,,,,,,,,,,,3.5
2011-08-05,,,,,,,,,,,,,,,,,,,,3.5
2011-08-08,,,,,,,,,,,,,,,,,,,,3.5
2011-08-09,,,,,,,,,,,,,,,,,,,,3.4
2011-08-10,,,,,,,,,,,,,,,,,,,,3.4
2011-08-11,,,,,,,,,,,,,,,,,,,,3.4
2011-08-12,,,,,,,,,,,,,,,,,,,,3.4
2011-08-15,,,,,,,,,,,,,,,,,,,,3.3
2011-08-22,,,,,,,,,,,,,,,,,,,,3.3
2011-08-23,,,,,,,,,,,,,,,,,,,,3.3
2011-08-24,,,,,,,,,,,,,,,,,,,,3.3
2011-08-25,,,,,,,,,,,,,,,,,,,,3.3
2011-08-31,,,,,,,,,,,,,,,,,,,,3.3
2011-09-01,,,,,,,,,,,,,,,,,,,,3.3
2011-09-12,,,,,,,,,,,,,,,,,,,,2.42
2011-09-26,,,,,,,,,,,,,,,,,,,,2.43
2011-10-03,,,,,,,,,,,,,,,,,,,,2.43
2011-10-10,,,,,,,,,,,,,,,,,,,,2.43
2011-10-14,,,,,,,,,,,,,,,,,,,,2.55
2011-10-25,,,,,,,,,,,,,,,,,,,,2.55
2011-11-01,,,,,,,,,,,,,,,,,,,,2.55
2011-11-03,,,,,,,,,,,,,,,,,,,,2.56
2011-11-16,,,,,,,,,,,,,,,,,,,,2.56
2011-11-23,,,,,,,,,,,,,,,,,,,,2.56
2011-11-29,,,,,,,,,,,,,,,,,,,,2.56
2011-12-09,,,,,,,,,,,,,,,,,,,,2.6
2011-12-15,,,,,,,,,,,,,,,,,,,,2.6
2011-12-16,,,,,,,,,,,,,,,,,,,,2.6
2011-12-21,,,,,,,,,,,,,,,,,,,,2.6
2011-12-27,,,,,,,,,,,,,,,,,,,,2.61
2011-12-30,,,,,,,,,,,,,,,,,,,,2.61
2012-01-02,,,,,,,,,,,,,,,,,,,,2.61
2012-01-12,,,,,,,,,,,,,,,,,,,,2.61
2012-02-03,,,,,,,,,,,,,,,,,,,,2.61
2012-02-20,,,,,,,,,,,,,,,,,,,,2.7
2012-03-01,,,,,,,,,,,,,,,,,,,,2.7
2012-03-05,,,,,,,,,,,,,,,,,,,,2.77
2012-03-07,,,,,,,,,,,,,,,,,,,,2.83
2012-03-12,,,,,,,,,,,,,,,,,,,,2.88
2012-03-16,,,,,,,,,,,,,,,,,,,,2.85
2012-04-23,,,,,,,,,,,,,,,,,,,,3.0
2012-05-09,,,,,,,,,,,,,,,,,,,,2.85
2012-05-18,,,,,,,,,,,,,,,,,,,,2.87
2012-05-30,,,,,,,,,,,,,,,,,,,,2.87
2012-05-31,,,,,,,,,,,,,,,,,,,,2.87
2012-06-20,,,,,,,,,,,,,,,,,,,,2.75
2012-06-28,,,,,,,,,,,,,,,,,,,,2.5
2012-07-03,,,,,,,,,,,,,,,,,,,,2.26
2012-07-04,,,,,,,,,,,,,,,,,,,,2.26
2012-07-06,,,,,,,,,,,,,,,,,,,,2.26
2012-07-10,,,,,,,,,,,,,,,,,,,,2.26
2012-07-26,,,,,,,,,,,,,,,,,,,,2.26
2012-07-27,,,,,,,,,,,,,,,,,,,,2.26
2012-08-15,,,,,,,,,,,,,,,,,,,,2.7
2012-08-22,,,,,,,,,,,,,,,,,,,,2.75
2012-08-27,,,,,,,,,,,,,,,,,,,,2.7
2012-08-28,,,,,,,,,,,,,,,,,,,,2.73
2012-08-30,,,,,,,,,,,,,,,,,,,,2.7
2012-08-31,,,,,,,,,,,,,,,,,,,,2.6
2012-09-03,,,,,,,,,,,,,,,,,,,,2.55
2012-09-17,,,,,,,,,,,,,,,,,,,,2.55
2012-09-26,,,,,,,,,,,,,,,,,,,,2.6
2012-10-09,,,,,,,,,,,,,,,,,,,,2.55
2012-11-06,,,,,,,,,,,,,,,,,,,,3.51
2012-11-07,,,,,,,,,,,,,,,,,,,,3.6
2012-11-08,,,,,,,,,,,,,,,,,,,,3.51
2012-11-12,,,,,,,,,,,,,,,,,,,,3.51
2012-11-15,,,,,,,,,,,,,,,,,,,,3.5
2012-11-16,,,,,,,,,,,,,,,,,,,,3.5
2012-11-21,,,,,,,,,,,,,,,,,,,,3.7
2012-11-23,,,,,,,,,,,,,,,,,,,,3.66
2012-11-30,,,,,,,,,,,,,,,,,,,,3.76
2012-12-03,,,,,,,,,,,,,,,,,,,,3.76
2012-12-12,,,,,,,,,,,,,,,,,,,,3.92
2012-12-14,,,,,,,,,,,,,,,,,,,,3.92
2012-12-20,,,,,,,,,,,,,,,,,,,,4.0
2012-12-21,,,,,,,,,,,,,,,,,,,,4.1
2012-12-27,,,,,,,,,,,,,,,,,,,,4.1
2012-12-28,,,,,,,,,,,,,,,,,,,,4.1
2012-12-31,,,,,,,,,,,,,,,,,,,,4.1
2013-01-02,,,,,,,,,,,,,,,,,,,,4.1
2013-01-09,,,,,,,,,,,,,,,,,,,,4.0
2013-01-21,,,,,,,,,,,,,,,,,,,,3.82
2013-01-24,,,,,,,,,,,,,,,,,,,,4.09
2013-01-28,,,,,,,,,,,,,,,,,,,,4.1
2013-01-30,,,,,,,,,,,,,,,,,,,,4.1
2013-01-31,,,,,,,,,,,,,,,,,,,,4.25
2013-02-11,,,,,,,,,,,,,,,,,,,,3.85
2013-02-20,,,,,,,,,,,,,,,,,,,,3.85
2013-02-22,,,,,,,,,,,,,,,,,,,,3.85
2013-02-27,,,,,,,,,,,,,,,,,,,,4.1
2013-03-04,,,,,,,,,,,,,,,,,,,,3.85
2013-03-06,,,,,,,,,,,,,,,,,,,,3.85
2013-03-13,,,,,,,,,,,,,,,,,,,,4.1
2013-04-30,,,,,,,,,,,,,,,,,,,,3.7
2013-05-07,,,,,,,,,,,,,,,,,,,,3.91
2013-06-12,,,,,,,,,,,,,,,,,,,,3.81
2013-06-13,,,,,,,,,,,,,,,,,,,,3.45
2013-06-19,,,,,,,,,,,,,,,,,,,,3.45
2013-06-20,,,,,,,,,,,,,,,,,,,,3.55
2013-06-27,,,,,,,,,,,,,,,,,,,,3.9
2013-07-01,,,,,,,,,,,,,,,,,,,,3.9
2013-07-10,,,,,,,,,,,,,,,,,,,,3.86
2013-07-16,,,,,,,,,,,,,,,,,,,,3.11
2013-07-24,,,,,,,,,,,,,,,,,,,,3.08
2013-07-31,,,,,,,,,,,,,,,,,,,,3.08
2013-08-14,,,,,,,,,,,,,,,,,,,,3.3
2013-08-15,,,,,,,,,,,,,,,,,,,,3.3
2013-08-22,,,,,,,,,,,,,,,,,,,,3.3
2013-08-26,,,,,,,,,,,,,,,,,,,,3.5
2013-08-27,,,,,,,,,,,,,,,,,,,,3.6
2013-08-29,,,,,,,,,,,,,,,,,,,,3.6
2013-08-30,,,,,,,,,,,,,,,,,,,,3.6
2013-09-02,,,,,,,,,,,,,,,,,,,,3.6
2013-09-10,,,,,,,,,,,,,,,,,,,,3.6
2013-09-17,,,,,,,,,,,,,,,,,,,,3.6
2013-09-27,,,,,,,,,,,,,,,,,,,,3.6
2013-09-30,,,,,,,,,,,,,,,,,,,,3.6
2013-10-16,,,,,,,,,,,,,,,,,,,,3.6
2013-10-18,,,,,,,,,,,,,,,,,,,,3.6
2013-10-25,,,,,,,,,,,,,,,,,,,,3.6
2013-10-31,,,,,,,,,,,,,,,,,,,,3.6
2013-11-04,,,,,,,,,,,,,,,,,,,,3.6
2013-11-08,,,,,,,,,,,,,,,,,,,,3.6
2013-11-15,,,,,,,,,,,,,,,,,,,,3.4
2013-11-18,,,,,,,,,,,,,,,,,,,,3.5
